InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX
43.0;-763;-25.0;406;-28.0;12.0;21.0
43.0;-734;-51.0;438;-33.0;4.0;26.0
-57.0;-741;67.0;470;17.0;123.0;24.0
46.0;-821;-33.0;374;21.0;63.0;44.0
54.0;-813;-38.0;376;40.0;106.0;9.0
6.0;-781;-28.0;415;23.0;44.0;35.0
-16.0;-785;28.0;424;23.0;24.0;-95.0
16.0;-797;-13.0;416;44.0;71.0;25.0
27.0;-795;-3.0;411;46.0;66.0;-6.0
56.0;-823;-78.0;363;10.0;119.0;32.0
48.0;-795;-17.0;416;-8.0;38.0;29.0
18.0;-818;-44.0;377;43.0;25.0;39.0
18.0;-819;-47.0;373;13.0;54.0;5.0
20.0;-824;-15.0;381;9.0;25.0;36.0
38.0;-821;-1.0;376;42.0;45.0;40.0
67.0;-798;-14.0;391;5.0;29.0;-65.0
24.0;-792;-14.0;413;-13.0;10.0;34.0
37.0;-799;-8.0;417;-46.0;4.0;-122.0
64.0;-814;5.0;378;68.0;66.0;205.0
57.0;-827;-40.0;368;-4.0;63.0;-4.0
39.0;-821;-40.0;364;-17.0;42.0;-25.0
-143.0;-722;1.0;398;-212.0;-539.0;441.0
25.0;-805;-47.0;401;31.0;36.0;59.0
31.0;-801;-32.0;399;-2.0;9.0;-3.0
27.0;-801;-35.0;403;11.0;9.0;-1.0
45.0;-733;-11.0;441;-2.0;27.0;24.0
25.0;-802;-68.0;399;112.0;65.0;-8.0
94.0;-830;-88.0;350;50.0;66.0;49.0
50.0;-804;-27.0;397;47.0;65.0;-1.0
-6.0;-805;-39.0;400;23.0;19.0;-31.0
38.0;-726;-44.0;444;20.0;39.0;23.0
-2.0;-798;-1.0;383;-16.0;2.0;-12.0
20.0;-805;-12.0;401;17.0;0.0;-6.0
28.0;-803;-4.0;398;21.0;77.0;33.0
40.0;-808;-44.0;399;-10.0;1.0;23.0
40.0;-821;-44.0;361;-18.0;-17.0;-42.0
54.0;-809;-20.0;402;25.0;30.0;-20.0
58.0;-833;-24.0;354;31.0;38.0;-8.0
29.0;-732;-33.0;442;-11.0;41.0;24.0
31.0;-822;-41.0;365;52.0;47.0;56.0
-5.0;-821;-8.0;356;-12.0;19.0;12.0
10.0;-782;14.0;431;-22.0;34.0;139.0
49.0;-813;-38.0;371;10.0;29.0;41.0
81.0;-806;-32.0;371;17.0;65.0;72.0
33.0;-786;-30.0;413;17.0;69.0;40.0
73.0;-792;-38.0;412;50.0;70.0;123.0
4.0;-759;-9.0;404;51.0;22.0;122.0
-7.0;-787;-14.0;429;-11.0;30.0;80.0
33.0;-783;-8.0;425;23.0;14.0;-4.0
186.0;-800;-235.0;400;-168.0;245.0;108.0
114.0;-819;-3.0;381;-67.0;228.0;81.0
36.0;-804;-64.0;398;113.0;-21.0;29.0
-1.0;-823;20.0;359;-18.0;9.0;-44.0
28.0;-828;13.0;359;19.0;46.0;-19.0
16.0;-832;-25.0;343;18.0;34.0;7.0
19.0;-827;-15.0;343;39.0;48.0;1.0
19.0;-826;-24.0;345;29.0;34.0;-7.0
31.0;-824;-7.0;346;36.0;54.0;24.0
12.0;-837;-46.0;346;-7.0;85.0;-1.0
35.0;-832;-15.0;343;37.0;41.0;-16.0
7.0;-823;13.0;344;26.0;54.0;1.0
-48.0;-825;-7.0;380;14.0;34.0;81.0
27.0;-825;-11.0;345;20.0;50.0;10.0
14.0;-828;-28.0;343;28.0;31.0;17.0
20.0;-833;-17.0;345;7.0;26.0;-11.0
32.0;-825;3.0;345;24.0;58.0;10.0
10.0;-830;-2.0;343;9.0;54.0;-9.0
3.0;-808;-13.0;380;25.0;6.0;-21.0
-6.0;-814;99.0;355;40.0;-11.0;-63.0
33.0;-808;-27.0;382;26.0;37.0;-6.0
27.0;-835;-29.0;348;27.0;12.0;1.0
-2.0;-809;16.0;377;23.0;61.0;-46.0
12.0;-809;3.0;375;22.0;49.0;25.0
25.0;-834;8.0;343;33.0;46.0;-3.0
6.0;-832;4.0;345;0.0;60.0;10.0
30.0;-858;-1.0;347;39.0;44.0;42.0
31.0;-830;-15.0;342;24.0;45.0;10.0
19.0;-827;-7.0;341;54.0;42.0;47.0
37.0;-808;-23.0;380;18.0;45.0;22.0
22.0;-828;-19.0;344;22.0;40.0;4.0
-15.0;-778;-22.0;415;-50.0;42.0;-1.0
17.0;-821;-18.0;363;25.0;62.0;-12.0
32.0;-831;-15.0;341;10.0;34.0;-7.0
-26.0;-753;27.0;427;40.0;126.0;-113.0
19.0;-784;-47.0;417;-11.0;28.0;-12.0
58.0;-776;-37.0;419;-86.0;-31.0;-45.0
-3.0;-703;58.0;497;39.0;51.0;114.0
10.0;-827;7.0;340;32.0;52.0;25.0
-15.0;-807;6.0;379;13.0;43.0;44.0
42.0;-819;4.0;366;25.0;64.0;-24.0
5.0;-814;22.0;373;3.0;7.0;10.0
93.0;-784;-68.0;416;79.0;150.0;-20.0
79.0;-761;-19.0;412;36.0;102.0;-42.0
77.0;-786;-56.0;411;9.0;55.0;-61.0
-24.0;-810;79.0;398;10.0;118.0;-3.0
17.0;-803;6.0;384;14.0;17.0;105.0
14.0;-834;-5.0;343;-3.0;37.0;-9.0
22.0;-832;-15.0;340;17.0;40.0;6.0
14.0;-823;65.0;364;16.0;68.0;-65.0
65.0;-796;-11.0;400;-52.0;56.0;1.0
27.0;-790;-7.0;414;26.0;46.0;-10.0
47.0;-763;-3.0;404;59.0;82.0;-10.0
23.0;-791;12.0;414;-32.0;17.0;-10.0
13.0;-788;24.0;411;41.0;42.0;-19.0
34.0;-807;-2.0;374;12.0;21.0;32.0
118.0;-818;109.0;380;109.0;199.0;80.0
212.0;-844;-7.0;358;-265.0;-85.0;27.0
16.0;-831;5.0;340;18.0;48.0;19.0
14.0;-833;3.0;348;9.0;50.0;13.0
-8.0;-754;6.0;460;-45.0;37.0;24.0
-2.0;-729;-10.0;439;15.0;63.0;55.0
-2.0;-829;-29.0;345;17.0;22.0;24.0
20.0;-726;-44.0;443;18.0;22.0;15.0
-15.0;-821;26.0;360;136.0;-43.0;9.0
7.0;-833;11.0;320;31.0;28.0;25.0
25.0;-824;-8.0;349;19.0;67.0;26.0
52.0;-841;-52.0;340;35.0;31.0;46.0
29.0;-805;-41.0;378;9.0;37.0;2.0
32.0;-828;-5.0;347;16.0;20.0;32.0
12.0;-830;-38.0;353;-7.0;42.0;15.0
22.0;-827;-24.0;338;10.0;42.0;35.0
33.0;-827;-3.0;348;27.0;34.0;34.0
25.0;-811;-39.0;376;46.0;25.0;134.0
24.0;-808;11.0;376;43.0;51.0;36.0
0.0;-807;16.0;380;21.0;49.0;87.0
16.0;-829;7.0;343;7.0;52.0;1.0
-33.0;-821;129.0;361;-32.0;19.0;-6.0
31.0;-807;14.0;377;3.0;33.0;-2.0
-1.0;-809;11.0;375;22.0;6.0;55.0
-80.0;-845;20.0;342;-69.0;-38.0;2.0
-19.0;-824;98.0;357;-2.0;39.0;65.0
14.0;-811;-1.0;378;-10.0;44.0;34.0
19.0;-835;-13.0;358;-26.0;57.0;3.0
34.0;-835;-2.0;361;10.0;49.0;39.0
-48.0;-822;81.0;352;51.0;-4.0;25.0
4.0;-826;5.0;344;19.0;25.0;34.0
-9.0;-811;43.0;381;18.0;25.0;2.0
16.0;-831;-3.0;344;35.0;49.0;8.0
32.0;-835;-9.0;343;-7.0;38.0;14.0
36.0;-835;-50.0;340;41.0;73.0;-13.0
-8.0;-811;24.0;378;6.0;10.0;43.0
8.0;-830;-1.0;343;-9.0;54.0;-30.0
16.0;-830;-33.0;343;8.0;58.0;12.0
57.0;-821;16.0;361;39.0;29.0;-31.0
7.0;-833;-6.0;361;2.0;-49.0;-5.0
22.0;-833;-7.0;345;3.0;52.0;-17.0
43.0;-827;-5.0;347;-3.0;66.0;-13.0
20.0;-828;-25.0;345;22.0;52.0;1.0
27.0;-826;-3.0;346;41.0;50.0;7.0
33.0;-830;-15.0;345;37.0;28.0;12.0
16.0;-829;-3.0;350;18.0;42.0;8.0
49.0;-832;-27.0;347;1.0;56.0;24.0
-8.0;-724;14.0;433;12.0;35.0;-3.0
37.0;-834;-28.0;341;4.0;24.0;-3.0
8.0;-836;-13.0;340;-9.0;63.0;17.0
20.0;-782;17.0;428;-96.0;74.0;51.0
3.0;-818;5.0;356;9.0;114.0;-43.0
14.0;-832;8.0;345;21.0;3.0;40.0
-14.0;-829;3.0;342;21.0;22.0;58.0
-300.0;-818;11.0;387;198.0;-285.0;-4.0
18.0;-829;21.0;341;32.0;57.0;18.0
-137.0;-825;87.0;352;-66.0;111.0;-61.0
-55.0;-748;131.0;458;-20.0;111.0;-60.0
31.0;-829;24.0;351;10.0;16.0;1.0
-13.0;-834;3.0;343;28.0;44.0;15.0
64.0;-771;150.0;427;48.0;148.0;57.0
-177.0;-674;44.0;533;201.0;291.0;-39.0
30.0;-830;16.0;342;30.0;56.0;-18.0
3.0;-835;-21.0;342;-3.0;46.0;-29.0
10.0;-821;-48.0;354;4.0;18.0;-59.0
34.0;-848;-60.0;326;24.0;53.0;12.0
171.0;-814;128.0;340;273.0;624.0;-262.0
-23.0;-813;100.0;380;-151.0;105.0;244.0
-17.0;-809;3.0;387;132.0;63.0;-42.0
-27.0;-828;28.0;343;22.0;-20.0;60.0
-6.0;-812;161.0;365;-11.0;95.0;177.0
-202.0;-802;314.0;347;400.0;-82.0;-163.0
161.0;-771;-80.0;413;117.0;-162.0;-18.0
-9.0;-748;27.0;447;-11.0;8.0;-62.0
-25.0;-820;-10.0;364;-105.0;44.0;37.0
-15.0;-813;-14.0;344;727.0;-476.0;1064.0
977.0;-736;73.0;472;-229.0;-377.0;-259.0
49.0;-819;38.0;362;-10.0;151.0;-19.0
-457.0;-846;313.0;367;795.0;-119.0;443.0
7.0;-831;4.0;362;7.0;90.0;79.0
32.0;-740;-50.0;434;-29.0;-11.0;-1.0
108.0;-820;-102.0;367;83.0;121.0;-106.0
149.0;-781;-25.0;412;-395.0;61.0;-113.0
81.0;-821;-102.0;364;-24.0;139.0;13.0
-88.0;-757;116.0;416;7.0;116.0;290.0
-419.0;-752;187.0;443;408.0;-330.0;-794.0
-18.0;-811;-77.0;380;433.0;498.0;-42.0
15.0;-833;3.0;341;13.0;68.0;30.0
613.0;-894;-170.0;453;-789.0;1969.0;-699.0
1.0;-821;47.0;359;-39.0;70.0;26.0
224.0;-777;121.0;383;-637.0;2024.0;482.0
0.0;-833;7.0;349;43.0;36.0;36.0
70.0;-825;31.0;353;77.0;13.0;-81.0
-5.0;-822;6.0;361;27.0;33.0;71.0
49.0;-814;100.0;368;39.0;44.0;122.0
56.0;-825;42.0;357;241.0;5.0;-154.0
37.0;-824;64.0;359;30.0;69.0;14.0
29.0;-831;-17.0;340;21.0;41.0;-20.0
24.0;-832;-4.0;339;17.0;56.0;-16.0
29.0;-756;-78.0;447;47.0;-83.0;-128.0
39.0;-1141;-54.0;-332;-146.0;-277.0;16.0
24.0;-713;-49.0;490;2.0;18.0;-249.0
49.0;-830;-12.0;343;-4.0;94.0;6.0
-25.0;-802;-24.0;380;56.0;22.0;188.0
-101.0;-824;65.0;376;-367.0;-280.0;137.0
-75.0;-762;155.0;445;-47.0;80.0;113.0
145.0;-833;-35.0;357;16.0;275.0;-58.0
19.0;-820;-19.0;-144;13.0;83.0;-18.0
7.0;-831;-45.0;342;15.0;10.0;9.0
432.0;-819;-202.0;361;132.0;425.0;249.0
-35.0;-825;-42.0;280;95.0;26.0;56.0
100.0;-820;-31.0;365;-10.0;101.0;-12.0
53.0;-829;-2.0;349;-29.0;76.0;-57.0
43.0;-831;14.0;343;31.0;36.0;26.0
95.0;-812;-176.0;374;134.0;45.0;46.0
33.0;-828;4.0;344;94.0;59.0;15.0
15.0;-832;12.0;340;38.0;64.0;22.0
53.0;-830;-24.0;347;35.0;22.0;-4.0
-14.0;-836;-12.0;352;-42.0;-56.0;235.0
-143.0;-848;-41.0;350;-3.0;-732.0;2.0
-69.0;-825;159.0;356;859.0;666.0;1293.0
27.0;-834;-36.0;345;44.0;33.0;-8.0
18.0;-833;-9.0;345;53.0;30.0;-5.0
49.0;-732;-17.0;439;0.0;0.0;-8.0
-19.0;-733;-17.0;429;10.0;-4.0;27.0
47.0;-833;-17.0;342;-1.0;40.0;-7.0
16.0;-834;6.0;344;13.0;65.0;-15.0
35.0;-830;-25.0;341;58.0;48.0;-8.0
41.0;-829;-16.0;340;45.0;46.0;-3.0
18.0;-724;25.0;479;53.0;47.0;-10.0
54.0;-751;19.0;448;23.0;10.0;-80.0
28.0;-663;-78.0;538;67.0;17.0;-76.0
5.0;-762;-35.0;159;32.0;14.0;-28.0
19.0;-690;-24.0;516;20.0;32.0;-4.0
-106.0;-816;346.0;366;136.0;239.0;287.0
-13.0;-824;16.0;363;-67.0;76.0;-85.0
-56.0;-828;-34.0;350;-8.0;9.0;-2.0
16.0;-830;-16.0;337;3.0;58.0;-16.0
-44.0;-839;-5.0;340;-175.0;-46.0;-320.0
49.0;-710;-17.0;461;38.0;35.0;101.0
135.0;-435;-97.0;481;10.0;212.0;137.0
-6.0;-833;9.0;341;13.0;56.0;-2.0
-3.0;-674;5.0;533;26.0;16.0;24.0
44.0;-823;-12.0;349;-67.0;-59.0;-23.0
110.0;-820;-1.0;330;-18.0;-250.0;69.0
46.0;-747;-58.0;458;34.0;-14.0;74.0
200.0;-817;-205.0;340;-321.0;22.0;-33.0
-17.0;-681;33.0;518;61.0;71.0;-52.0
29.0;-832;3.0;341;28.0;52.0;-16.0
0.0;-831;3.0;345;30.0;54.0;-21.0
7.0;-831;-4.0;343;29.0;46.0;39.0
18.0;-836;25.0;340;-65.0;49.0;123.0
252.0;-850;-55.0;-299;334.0;130.0;588.0
33.0;-830;-32.0;358;46.0;100.0;24.0
-54.0;-770;-28.0;409;14.0;-378.0;112.0
16.0;-832;14.0;345;30.0;18.0;51.0
52.0;-839;-42.0;323;109.0;26.0;113.0
-89.0;-761;-152.0;414;306.0;98.0;397.0
98.0;-829;-49.0;343;92.0;239.0;168.0
-236.0;816;224.0;1956;99.0;-438.0;642.0
-24.0;-810;-4.0;353;49.0;-109.0;89.0
-1.0;-708;21.0;489;35.0;-3.0;57.0
-19.0;-730;32.0;440;10.0;73.0;66.0
-51.0;-830;56.0;362;68.0;-70.0;178.0
40.0;-824;-39.0;356;14.0;98.0;-159.0
26.0;-827;17.0;343;51.0;63.0;36.0
-17.0;-559;-75.0;1322;240.0;80.0;-292.0
-141.0;-759;29.0;413;3.0;46.0;125.0
3.0;-835;-15.0;340;22.0;48.0;7.0
16.0;-825;-14.0;349;6.0;84.0;-25.0
57.0;-730;-20.0;504;-56.0;-35.0;48.0
18.0;-829;6.0;341;-2.0;62.0;0.0
45.0;-831;-44.0;342;27.0;74.0;-61.0
22.0;-817;-24.0;372;40.0;-15.0;-397.0
17.0;-811;-40.0;347;8.0;21.0;113.0
54.0;-729;-22.0;441;-6.0;67.0;21.0
19.0;-833;11.0;343;13.0;52.0;-18.0
11.0;-833;-1.0;346;4.0;26.0;-22.0
2.0;-832;22.0;346;24.0;48.0;-3.0
-5.0;-832;-19.0;342;13.0;17.0;2.0
-60.0;-848;40.0;330;29.0;36.0;57.0
12.0;-827;-38.0;355;119.0;195.0;42.0
10.0;-829;-13.0;346;4.0;20.0;-27.0
22.0;-829;17.0;347;3.0;50.0;-38.0
-21.0;-836;45.0;350;-175.0;195.0;57.0
4.0;-826;2.0;366;-21.0;122.0;62.0
33.0;-722;19.0;481;-80.0;194.0;957.0
113.0;-781;1.0;406;-23.0;-8.0;-182.0
17.0;-831;-46.0;340;-3.0;38.0;-17.0
126.0;-794;-173.0;353;518.0;563.0;-528.0
2.0;-848;-8.0;342;38.0;11.0;16.0
-32.0;-805;99.0;387;78.0;219.0;99.0
-31.0;-838;-28.0;339;-14.0;29.0;22.0
8.0;-2313;-139.0;1968;-292.0;218.0;28.0
16.0;-832;-35.0;342;-1.0;28.0;13.0
4.0;-836;17.0;342;37.0;38.0;5.0
28.0;-830;-21.0;345;54.0;30.0;-11.0
183.0;-873;-100.0;-149;110.0;161.0;118.0
6.0;-811;147.0;352;382.0;32.0;819.0
31.0;-829;12.0;371;-22.0;-81.0;-1127.0
75.0;-726;32.0;478;-55.0;159.0;1420.0
11.0;-827;28.0;343;37.0;36.0;53.0
117.0;-838;-27.0;350;-43.0;68.0;137.0
-54.0;-684;27.0;524;34.0;109.0;230.0
22.0;-809;-74.0;378;32.0;55.0;129.0
23.0;-844;3.0;334;15.0;32.0;-8.0
117.0;-809;-26.0;385;-125.0;147.0;-40.0
-114.0;-727;88.0;445;-24.0;-10.0;39.0
-680.0;-825;288.0;364;364.0;-1394.0;568.0
-21.0;-654;37.0;549;-347.0;230.0;156.0
170.0;-838;-125.0;354;212.0;95.0;10.0
109.0;-799;-199.0;394;21.0;-30.0;-81.0
50.0;-860;-44.0;356;141.0;-22.0;230.0
-27.0;-844;47.0;338;-9.0;57.0;14.0
238.0;-819;-218.0;363;-66.0;291.0;-44.0
3.0;-745;-95.0;456;76.0;-52.0;-704.0
59.0;-540;-30.0;635;64.0;48.0;57.0
482.0;-817;-232.0;313;-130.0;900.0;-496.0
222.0;-825;-32.0;366;48.0;132.0;215.0
200.0;-1750;-80.0;188;249.0;-111.0;-207.0
122.0;-807;-61.0;-138;87.0;210.0;-22.0
168.0;-837;-51.0;356;-180.0;126.0;481.0
201.0;-782;-238.0;358;-441.0;322.0;-1838.0
557.0;-794;-658.0;377;-358.0;269.0;-604.0
43.0;-858;-56.0;339;-39.0;104.0;-122.0
155.0;-773;-187.0;441;-243.0;-310.0;-158.0
-47.0;-743;32.0;441;-97.0;113.0;527.0
-171.0;-867;39.0;1114;-559.0;-287.0;210.0
-99.0;-815;155.0;364;-12.0;-52.0;210.0
-31.0;-826;-84.0;361;-18.0;-470.0;-382.0
144.0;-695;-66.0;518;-41.0;16.0;76.0
-103.0;-834;129.0;347;171.0;-106.0;437.0
-70.0;-1045;44.0;1798;275.0;-619.0;279.0
316.0;-785;-199.0;418;-310.0;272.0;-369.0
10.0;-850;-14.0;336;8.0;30.0;11.0
-75.0;-850;73.0;338;-86.0;-48.0;-109.0
-31.0;-748;47.0;425;125.0;165.0;-20.0
21.0;-664;-62.0;551;23.0;20.0;-518.0
85.0;-829;-73.0;360;167.0;10.0;-283.0
-31.0;-340;67.0;910;-279.0;-605.0;-803.0
-99.0;-714;-45.0;74;-149.0;60.0;-163.0
117.0;-698;-58.0;516;-41.0;-24.0;3.0
40.0;-729;1.0;473;40.0;42.0;337.0
337.0;-786;-266.0;322;-1111.0;343.0;-250.0
29.0;-648;-2.0;544;36.0;57.0;64.0
32.0;-837;-13.0;299;7.0;41.0;-40.0
249.0;-497;-5.0;-280;318.0;614.0;328.0
-22.0;-837;-32.0;337;17.0;-49.0;-86.0
117.0;-825;-16.0;355;-193.0;821.0;59.0
96.0;-829;-111.0;346;-53.0;156.0;-251.0
35.0;-906;-3.0;346;60.0;-9.0;7.0
-41.0;-801;-150.0;369;-18.0;231.0;87.0
119.0;-588;-58.0;38;262.0;510.0;1.0
-502.0;-806;649.0;366;505.0;-441.0;1404.0
24.0;-658;-10.0;550;10.0;32.0;-1.0
128.0;-790;-207.0;-506;-103.0;1290.0;-436.0
-511.0;-783;108.0;421;206.0;-159.0;279.0
-9.0;-826;-2.0;357;711.0;-409.0;47.0
17.0;-833;-35.0;332;-76.0;28.0;-168.0
-87.0;-838;121.0;336;27.0;-66.0;-280.0
61.0;-827;-362.0;399;-548.0;-174.0;-513.0
101.0;-783;-309.0;420;222.0;-25.0;-220.0
107.0;-476;-238.0;-129;156.0;106.0;-392.0
83.0;-803;-39.0;187;111.0;7.0;224.0
-97.0;-799;-330.0;382;-86.0;470.0;-115.0
128.0;-847;-11.0;348;422.0;249.0;177.0
-159.0;-782;17.0;422;50.0;187.0;-217.0
-159.0;-750;0.0;416;-160.0;67.0;-61.0
84.0;-706;-87.0;-55;111.0;107.0;75.0
242.0;-809;-50.0;386;-720.0;47.0;638.0
45.0;-818;-13.0;370;-26.0;188.0;177.0
