InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accY;Accelerometer LUA_ accX;InertialMeasurementUnit RLA magneticX;Accelerometer LH accX;InertialMeasurementUnit LLA magneticX;Accelerometer LWR accZ;InertialMeasurementUnit LUA magneticY
-583.0;523.0;874.0;-446.0;-196.0;-230.0;437.0;323.0;358.0;194.0
-584.0;521.0;884.0;-446.0;-179.0;-228.0;417.0;325.0;407.0;193.0
-585.0;473.0;851.0;-482.0;-213.0;-104.0;452.0;388.0;313.0;132.0
-580.0;516.0;879.0;-392.0;-203.0;-216.0;390.0;294.0;355.0;203.0
-582.0;520.0;875.0;-427.0;-194.0;-224.0;387.0;299.0;373.0;206.0
-814.0;757.0;294.0;-356.0;-483.0;-416.0;284.0;-142.0;535.0;636.0
-424.0;416.0;1068.0;-345.0;-228.0;328.0;109.0;378.0;372.0;317.0
-467.0;323.0;-194.0;-236.0;-11.0;261.0;546.0;199.0;369.0;778.0
-315.0;117.0;1029.0;-989.0;-849.0;-124.0;36.0;-528.0;431.0;262.0
-524.0;327.0;771.0;-332.0;-203.0;-22.0;263.0;318.0;387.0;-48.0
-562.0;555.0;917.0;-385.0;-202.0;-109.0;276.0;206.0;388.0;291.0
-581.0;524.0;883.0;-438.0;-164.0;-180.0;393.0;317.0;389.0;182.0
-603.0;527.0;966.0;-502.0;-284.0;-347.0;425.0;199.0;536.0;328.0
-22.0;-91.0;943.0;-804.0;-765.0;227.0;409.0;-21.0;488.0;-141.0
-168.0;28.0;1011.0;-689.0;-395.0;16.0;657.0;-73.0;570.0;-46.0
-579.0;525.0;923.0;-446.0;-171.0;-177.0;442.0;306.0;332.0;184.0
-540.0;346.0;766.0;-342.0;-204.0;-18.0;302.0;358.0;313.0;56.0
-417.0;252.0;1012.0;-436.0;-237.0;218.0;327.0;371.0;316.0;-107.0
-540.0;356.0;729.0;-395.0;-166.0;-4.0;262.0;377.0;405.0;44.0
676.0;-710.0;784.0;-572.0;-606.0;807.0;373.0;904.0;438.0;-577.0
-47.0;368.0;688.0;-492.0;-493.0;33.0;678.0;-434.0;670.0;542.0
90.0;16.0;928.0;-774.0;-850.0;-218.0;813.0;247.0;773.0;46.0
-540.0;366.0;717.0;-379.0;-194.0;-8.0;308.0;354.0;322.0;28.0
-525.0;345.0;708.0;-356.0;-159.0;15.0;291.0;346.0;393.0;59.0
138.0;-227.0;970.0;-374.0;-175.0;897.0;187.0;926.0;190.0;-315.0
-543.0;371.0;734.0;-387.0;-175.0;-18.0;298.0;349.0;351.0;35.0
-385.0;143.0;921.0;-777.0;-647.0;59.0;659.0;-448.0;654.0;392.0
-547.0;381.0;711.0;-384.0;-194.0;-17.0;287.0;340.0;354.0;47.0
-530.0;657.0;880.0;-493.0;-323.0;-221.0;414.0;222.0;442.0;372.0
-546.0;387.0;739.0;-383.0;-233.0;-15.0;327.0;343.0;247.0;52.0
-564.0;580.0;748.0;-404.0;-237.0;-76.0;289.0;275.0;420.0;331.0
-275.0;285.0;939.0;50.0;210.0;351.0;-200.0;436.0;-133.0;213.0
-583.0;526.0;874.0;-405.0;-209.0;-184.0;382.0;330.0;320.0;184.0
-587.0;589.0;960.0;-378.0;-237.0;-66.0;270.0;188.0;297.0;370.0
-536.0;549.0;870.0;-356.0;-173.0;17.0;543.0;225.0;308.0;269.0
-600.0;574.0;825.0;-401.0;-247.0;-45.0;273.0;211.0;335.0;360.0
-599.0;541.0;1001.0;-360.0;-206.0;-350.0;238.0;232.0;303.0;235.0
-814.0;778.0;363.0;-479.0;-567.0;-422.0;493.0;-198.0;636.0;628.0
-489.0;312.0;979.0;-351.0;-99.0;-329.0;253.0;332.0;255.0;-61.0
-596.0;220.0;1006.0;-588.0;-397.0;-442.0;422.0;737.0;408.0;221.0
-400.0;326.0;997.0;-526.0;-174.0;-125.0;295.0;330.0;242.0;-13.0
-584.0;524.0;854.0;-372.0;-182.0;-240.0;545.0;249.0;380.0;237.0
-465.0;486.0;1035.0;-704.0;-331.0;-482.0;899.0;-123.0;613.0;613.0
-581.0;453.0;886.0;-592.0;-508.0;-335.0;779.0;-30.0;505.0;566.0
-509.0;628.0;1184.0;-429.0;-207.0;-151.0;471.0;138.0;452.0;437.0
-584.0;539.0;914.0;-449.0;-172.0;-234.0;439.0;319.0;394.0;218.0
-49.0;-487.0;1011.0;-861.0;-577.0;39.0;828.0;852.0;726.0;-505.0
-765.0;619.0;949.0;-483.0;-383.0;-640.0;509.0;49.0;473.0;664.0
-693.0;675.0;519.0;-950.0;-752.0;-450.0;948.0;-198.0;978.0;713.0
-649.0;417.0;952.0;-582.0;-395.0;-609.0;695.0;-628.0;516.0;602.0
-584.0;528.0;898.0;-384.0;-211.0;-238.0;438.0;285.0;306.0;214.0
-547.0;390.0;751.0;-435.0;-202.0;-18.0;347.0;348.0;212.0;53.0
-535.0;402.0;710.0;-375.0;-141.0;40.0;117.0;327.0;291.0;96.0
-385.0;-423.0;873.0;-433.0;-175.0;-186.0;372.0;845.0;382.0;-298.0
-514.0;329.0;816.0;-502.0;-222.0;42.0;392.0;475.0;422.0;-119.0
-581.0;521.0;892.0;-440.0;-177.0;-226.0;405.0;323.0;331.0;193.0
-579.0;517.0;890.0;-385.0;-174.0;-217.0;400.0;291.0;345.0;204.0
-439.0;503.0;965.0;-585.0;-351.0;152.0;763.0;8.0;442.0;416.0
-585.0;530.0;909.0;-452.0;-185.0;-254.0;408.0;296.0;353.0;215.0
-463.0;462.0;663.0;-497.0;74.0;32.0;608.0;256.0;214.0;366.0
-537.0;373.0;711.0;-345.0;-213.0;7.0;340.0;412.0;399.0;24.0
-647.0;487.0;863.0;-404.0;-203.0;-291.0;429.0;281.0;442.0;183.0
-396.0;-215.0;567.0;-595.0;-24.0;-58.0;1033.0;205.0;693.0;145.0
-579.0;583.0;844.0;-335.0;-282.0;-16.0;320.0;211.0;354.0;375.0
-643.0;480.0;887.0;-411.0;-195.0;-289.0;446.0;290.0;437.0;176.0
-463.0;573.0;1100.0;-542.0;-293.0;243.0;93.0;290.0;417.0;458.0
-560.0;563.0;766.0;-381.0;-211.0;-110.0;357.0;245.0;308.0;339.0
-525.0;328.0;783.0;-378.0;-162.0;-14.0;250.0;307.0;323.0;-37.0
337.0;-311.0;1018.0;-835.0;-662.0;560.0;678.0;194.0;629.0;-397.0
-257.0;30.0;1183.0;-478.0;-253.0;205.0;810.0;670.0;425.0;-316.0
-565.0;443.0;1007.0;-731.0;-414.0;-384.0;269.0;107.0;295.0;388.0
-606.0;566.0;990.0;-401.0;-238.0;-375.0;311.0;90.0;365.0;316.0
-441.0;216.0;1017.0;-399.0;-235.0;225.0;305.0;412.0;317.0;-181.0
-410.0;216.0;1002.0;-390.0;-209.0;229.0;321.0;383.0;306.0;-118.0
-438.0;254.0;1028.0;-348.0;-211.0;221.0;243.0;376.0;295.0;-128.0
-433.0;249.0;986.0;-438.0;-262.0;204.0;317.0;396.0;368.0;-137.0
-473.0;118.0;1255.0;-453.0;-148.0;-51.0;464.0;331.0;381.0;-113.0
-583.0;534.0;908.0;-331.0;-248.0;-234.0;431.0;311.0;406.0;214.0
-531.0;361.0;716.0;-383.0;-172.0;7.0;271.0;359.0;334.0;14.0
-530.0;358.0;717.0;-391.0;-193.0;1.0;274.0;354.0;279.0;16.0
-534.0;360.0;715.0;-381.0;-178.0;8.0;256.0;362.0;311.0;17.0
-949.0;779.0;975.0;-418.0;-272.0;238.0;136.0;557.0;240.0;202.0
-167.0;313.0;938.0;-812.0;-494.0;-250.0;916.0;-313.0;746.0;483.0
-769.0;486.0;581.0;-307.0;-310.0;326.0;53.0;537.0;295.0;44.0
-608.0;582.0;844.0;-387.0;-247.0;-54.0;248.0;209.0;260.0;358.0
-678.0;409.0;1064.0;-281.0;-72.0;-602.0;317.0;195.0;403.0;117.0
-862.0;764.0;384.0;-792.0;-690.0;-712.0;466.0;-329.0;826.0;784.0
-607.0;580.0;842.0;-416.0;-239.0;-64.0;254.0;205.0;329.0;355.0
-586.0;536.0;887.0;-405.0;-161.0;-259.0;453.0;285.0;346.0;240.0
-589.0;280.0;1143.0;-296.0;-1.0;-215.0;66.0;443.0;73.0;-79.0
-139.0;126.0;1002.0;-611.0;-614.0;-416.0;558.0;159.0;560.0;270.0
-357.0;614.0;898.0;-555.0;42.0;-337.0;586.0;157.0;328.0;398.0
-100.0;226.0;1000.0;-284.0;-238.0;316.0;248.0;31.0;291.0;228.0
-497.0;433.0;964.0;-642.0;-448.0;-194.0;754.0;25.0;361.0;569.0
-503.0;437.0;915.0;-667.0;-396.0;-199.0;802.0;26.0;429.0;573.0
-508.0;439.0;882.0;-569.0;-366.0;-206.0;835.0;23.0;493.0;574.0
-531.0;456.0;871.0;-528.0;-511.0;-248.0;845.0;25.0;557.0;583.0
-558.0;463.0;903.0;-596.0;-429.0;-326.0;702.0;-16.0;404.0;575.0
-609.0;379.0;950.0;-556.0;-430.0;-470.0;384.0;-436.0;452.0;453.0
-606.0;579.0;1543.0;-316.0;-58.0;113.0;444.0;81.0;385.0;265.0
-578.0;507.0;1011.0;-389.0;-216.0;-135.0;214.0;234.0;273.0;282.0
-707.0;811.0;442.0;-911.0;-871.0;-475.0;898.0;-1013.0;966.0;844.0
-843.0;783.0;364.0;-861.0;-832.0;-721.0;736.0;-454.0;933.0;863.0
-573.0;582.0;856.0;-482.0;-378.0;154.0;398.0;-20.0;439.0;482.0
-535.0;396.0;697.0;-320.0;-180.0;25.0;181.0;340.0;252.0;91.0
-759.0;742.0;270.0;-345.0;-247.0;-339.0;-19.0;-88.0;363.0;535.0
-554.0;612.0;443.0;-622.0;-362.0;-579.0;382.0;51.0;446.0;391.0
-107.0;12.0;934.0;-548.0;-652.0;164.0;286.0;-129.0;360.0;178.0
-466.0;496.0;1032.0;-820.0;-695.0;-336.0;604.0;-309.0;645.0;277.0
-648.0;470.0;865.0;-413.0;-213.0;-313.0;359.0;328.0;345.0;150.0
-580.0;519.0;887.0;-418.0;-191.0;-220.0;365.0;306.0;279.0;198.0
-579.0;566.0;818.0;-360.0;-213.0;-11.0;232.0;223.0;362.0;368.0
-586.0;558.0;825.0;-367.0;-213.0;-23.0;250.0;223.0;313.0;354.0
-585.0;573.0;819.0;-399.0;-222.0;-33.0;252.0;211.0;351.0;380.0
-445.0;240.0;1032.0;-431.0;-263.0;216.0;388.0;413.0;360.0;-165.0
-582.0;544.0;893.0;-382.0;-165.0;-217.0;344.0;323.0;409.0;220.0
-523.0;322.0;746.0;-457.0;-258.0;-54.0;178.0;406.0;268.0;-120.0
-28.0;-84.0;977.0;-929.0;-756.0;204.0;842.0;-336.0;958.0;143.0
-1024.0;292.0;1041.0;-397.0;-181.0;-764.0;206.0;775.0;295.0;41.0
-348.0;158.0;904.0;-805.0;-701.0;-144.0;760.0;-451.0;709.0;422.0
-371.0;160.0;922.0;-810.0;-690.0;-192.0;623.0;-408.0;653.0;405.0
-582.0;532.0;936.0;-350.0;-232.0;-231.0;485.0;305.0;336.0;211.0
-534.0;177.0;929.0;-767.0;-638.0;-674.0;681.0;-269.0;670.0;343.0
-311.0;-712.0;980.0;-412.0;-129.0;-38.0;293.0;796.0;313.0;-857.0
-414.0;225.0;1588.0;-223.0;-22.0;246.0;199.0;413.0;190.0;-111.0
-576.0;456.0;705.0;-541.0;-582.0;-88.0;679.0;460.0;549.0;223.0
-586.0;558.0;825.0;-358.0;-220.0;-19.0;263.0;226.0;286.0;352.0
-465.0;255.0;1013.0;-456.0;-255.0;199.0;312.0;392.0;406.0;-157.0
-606.0;548.0;999.0;-447.0;-240.0;-367.0;335.0;183.0;327.0;263.0
-607.0;485.0;949.0;-885.0;-727.0;-439.0;795.0;-483.0;743.0;476.0
70.0;-462.0;1002.0;-927.0;-909.0;-191.0;801.0;125.0;853.0;-158.0
-573.0;543.0;936.0;-408.0;-145.0;-174.0;398.0;323.0;336.0;230.0
-414.0;207.0;984.0;-327.0;-116.0;244.0;270.0;394.0;247.0;-148.0
-275.0;352.0;864.0;-9.0;17.0;349.0;-6.0;393.0;-17.0;321.0
-582.0;526.0;843.0;-390.0;-196.0;-240.0;496.0;253.0;247.0;239.0
-529.0;467.0;1004.0;-708.0;-398.0;-539.0;1037.0;-213.0;720.0;492.0
-587.0;570.0;737.0;-402.0;-223.0;-33.0;182.0;219.0;275.0;356.0
608.0;-745.0;970.0;-313.0;-136.0;947.0;399.0;942.0;210.0;-636.0
-566.0;559.0;993.0;-334.0;-180.0;-75.0;215.0;199.0;282.0;369.0
-598.0;46.0;1044.0;-463.0;-212.0;-458.0;334.0;718.0;324.0;-199.0
-580.0;582.0;853.0;-294.0;-244.0;-20.0;335.0;204.0;385.0;381.0
-797.0;458.0;964.0;-348.0;-178.0;476.0;214.0;972.0;357.0;-164.0
-261.0;10.0;993.0;-392.0;-169.0;471.0;401.0;756.0;377.0;-272.0
-578.0;473.0;990.0;-282.0;-125.0;-296.0;207.0;272.0;233.0;271.0
-406.0;199.0;974.0;-182.0;-12.0;235.0;169.0;396.0;126.0;-126.0
-856.0;307.0;1020.0;-388.0;-136.0;-758.0;292.0;313.0;354.0;-53.0
-897.0;844.0;430.0;-622.0;-484.0;-707.0;802.0;-271.0;756.0;554.0
-558.0;590.0;966.0;-306.0;-273.0;-35.0;390.0;164.0;405.0;434.0
589.0;-288.0;998.0;-447.0;-202.0;577.0;235.0;538.0;332.0;-132.0
-538.0;442.0;1009.0;-263.0;-65.0;-208.0;107.0;310.0;135.0;239.0
-578.0;553.0;810.0;-363.0;-195.0;-5.0;233.0;231.0;269.0;358.0
-589.0;529.0;870.0;-395.0;-136.0;-318.0;389.0;293.0;384.0;223.0
-438.0;584.0;914.0;-315.0;-261.0;-16.0;224.0;153.0;260.0;466.0
-576.0;569.0;846.0;-354.0;-194.0;-8.0;221.0;227.0;280.0;371.0
-550.0;606.0;1028.0;-309.0;-216.0;-59.0;173.0;145.0;294.0;464.0
-408.0;543.0;973.0;-473.0;-113.0;147.0;562.0;117.0;323.0;561.0
-570.0;558.0;986.0;-334.0;-194.0;-82.0;204.0;196.0;246.0;365.0
-577.0;563.0;795.0;-358.0;-206.0;-5.0;235.0;227.0;314.0;368.0
-576.0;569.0;807.0;-328.0;-252.0;-19.0;247.0;210.0;376.0;389.0
-272.0;35.0;1010.0;-359.0;-175.0;317.0;262.0;483.0;279.0;-291.0
-544.0;394.0;1044.0;-456.0;-27.0;37.0;404.0;313.0;388.0;184.0
-768.0;676.0;1011.0;-526.0;-267.0;-831.0;487.0;1.0;438.0;644.0
