InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX
86.0;-822;112.0;365;-149.0;-17.0;43.0
34.0;-797;-9.0;387;8.0;41.0;11.0
66.0;-831;-70.0;345;0.0;61.0;10.0
90.0;-827;-90.0;354;-7.0;163.0;39.0
138.0;-434;-166.0;135;146.0;197.0;176.0
111.0;-795;-193.0;411;2.0;20.0;-16.0
166.0;-797;-99.0;312;228.0;59.0;-37.0
61.0;-823;-26.0;364;-16.0;71.0;-9.0
213.0;-831;-225.0;325;-7.0;160.0;-222.0
-75.0;-821;89.0;361;49.0;-108.0;-124.0
42.0;-807;-26.0;388;17.0;15.0;6.0
594.0;-840;-510.0;342;-465.0;1065.0;-1107.0
126.0;-806;-27.0;369;-198.0;304.0;-66.0
41.0;-777;48.0;420;-18.0;25.0;30.0
110.0;-807;-53.0;370;41.0;47.0;59.0
33.0;-845;-4.0;326;23.0;82.0;55.0
-126.0;-833;139.0;346;-67.0;-3.0;95.0
-22.0;-822;5.0;356;-57.0;94.0;91.0
53.0;-825;6.0;366;6.0;19.0;3.0
-5.0;-821;-8.0;356;-12.0;19.0;12.0
-1.0;-826;-92.0;369;49.0;-200.0;-82.0
50.0;-799;18.0;384;27.0;69.0;35.0
45.0;-853;-11.0;338;53.0;-3.0;49.0
-7.0;-733;52.0;445;-2.0;25.0;-210.0
-85.0;-720;63.0;456;49.0;11.0;83.0
13.0;-840;-2.0;350;18.0;17.0;58.0
-44.0;-839;-5.0;340;-175.0;-46.0;-320.0
33.0;-830;-32.0;358;46.0;100.0;24.0
271.0;-815;77.0;362;82.0;913.0;-252.0
284.0;-830;-93.0;357;248.0;211.0;37.0
637.0;-816;-512.0;358;-781.0;208.0;-439.0
-54.0;-793;-41.0;359;26.0;-132.0;-1083.0
73.0;-801;-19.0;382;3.0;36.0;10.0
-26.0;-746;13.0;460;29.0;25.0;21.0
28.0;-731;1.0;449;89.0;44.0;118.0
36.0;-750;-1.0;422;15.0;13.0;19.0
96.0;-800;-71.0;386;21.0;61.0;-120.0
-63.0;-889;-178.0;556;-188.0;-274.0;15.0
10.0;-780;-56.0;410;-24.0;-91.0;34.0
57.0;-755;-52.0;453;77.0;-28.0;33.0
37.0;-744;-4.0;447;14.0;21.0;-47.0
-939.0;-809;408.0;343;1339.0;-425.0;301.0
34.0;-769;-77.0;435;76.0;50.0;66.0
225.0;-754;-95.0;420;161.0;456.0;-60.0
-32.0;-827;24.0;352;75.0;-40.0;-317.0
198.0;-779;-24.0;414;352.0;433.0;-282.0
-22.0;-830;-24.0;346;231.0;-257.0;1.0
127.0;-799;-16.0;390;-130.0;105.0;-77.0
26.0;-802;-4.0;385;10.0;33.0;-9.0
20.0;-795;-6.0;383;10.0;19.0;12.0
-248.0;-846;330.0;346;-297.0;-285.0;-563.0
-140.0;-830;131.0;359;644.0;-180.0;-533.0
-24.0;-804;-6.0;380;26.0;-24.0;100.0
86.0;-815;-16.0;361;355.0;127.0;285.0
-83.0;-842;79.0;347;-29.0;-71.0;-47.0
67.0;-759;-128.0;446;0.0;-47.0;-349.0
192.0;-823;-45.0;363;-261.0;-120.0;165.0
33.0;-828;4.0;344;94.0;59.0;15.0
39.0;-825;-10.0;349;45.0;41.0;14.0
307.0;-666;34.0;550;178.0;21.0;222.0
-146.0;-796;37.0;404;-276.0;145.0;-8.0
37.0;-771;-5.0;386;15.0;74.0;14.0
10.0;-789;55.0;416;24.0;91.0;199.0
16.0;-819;75.0;376;-21.0;247.0;-136.0
73.0;-762;-34.0;406;51.0;173.0;65.0
20.0;-771;-40.0;430;2.0;62.0;1.0
15.0;-771;-4.0;434;-4.0;30.0;-3.0
45.0;-830;2.0;346;37.0;32.0;28.0
-16.0;-831;-31.0;348;18.0;18.0;-12.0
-249.0;-972;160.0;442;648.0;-369.0;1624.0
30.0;-737;-24.0;436;19.0;86.0;14.0
-146.0;-775;68.0;433;-95.0;213.0;47.0
-85.0;-806;-66.0;329;544.0;-824.0;120.0
30.0;-667;5.0;555;57.0;0.0;197.0
17.0;-688;-25.0;515;25.0;22.0;-26.0
12.0;-653;0.0;546;14.0;25.0;6.0
5.0;-778;-72.0;1126;51.0;-48.0;50.0
108.0;-1317;16.0;2077;199.0;-204.0;4.0
13.0;-726;-15.0;446;-5.0;33.0;-14.0
42.0;-769;15.0;427;7.0;59.0;49.0
-37.0;-807;22.0;376;-15.0;34.0;-19.0
35.0;-819;-48.0;381;36.0;43.0;39.0
63.0;-833;-63.0;364;-190.0;47.0;-137.0
228.0;-852;-175.0;340;32.0;14.0;-100.0
8.0;-740;28.0;441;63.0;66.0;-20.0
9.0;-783;1.0;421;20.0;66.0;7.0
52.0;-748;3.0;424;21.0;13.0;34.0
50.0;-746;-30.0;430;47.0;49.0;29.0
44.0;-666;-49.0;547;124.0;31.0;-2.0
39.0;-761;-21.0;413;1.0;35.0;23.0
164.0;-804;-178.0;360;-225.0;-153.0;-128.0
64.0;-728;-52.0;441;-32.0;2.0;26.0
-130.0;-775;91.0;418;45.0;108.0;82.0
41.0;-818;-25.0;366;20.0;73.0;67.0
131.0;-822;-177.0;339;76.0;131.0;-51.0
6.0;-781;-28.0;415;23.0;44.0;35.0
20.0;-790;-17.0;418;12.0;16.0;-163.0
16.0;-797;-13.0;416;44.0;71.0;25.0
25.0;-790;-6.0;413;54.0;55.0;-8.0
126.0;-819;-154.0;359;105.0;121.0;109.0
48.0;-795;-17.0;416;-8.0;38.0;29.0
4.0;-801;-74.0;402;144.0;-20.0;36.0
18.0;-819;-47.0;373;13.0;54.0;5.0
20.0;-824;-15.0;381;9.0;25.0;36.0
44.0;-823;-1.0;368;49.0;43.0;104.0
156.0;-778;-122.0;417;162.0;70.0;-262.0
57.0;-801;-18.0;386;-89.0;36.0;90.0
-45.0;-1492;235.0;1308;-311.0;-184.0;-675.0
100.0;-813;-56.0;379;46.0;179.0;233.0
57.0;-827;-40.0;368;-4.0;63.0;-4.0
75.0;-784;-166.0;-256;-283.0;-322.0;-500.0
-746.0;-809;222.0;378;111.0;-1310.0;414.0
25.0;-811;-39.0;376;46.0;25.0;134.0
33.0;-808;-49.0;400;-7.0;18.0;-22.0
31.0;-801;-32.0;399;-2.0;9.0;-3.0
16.0;-686;11.0;520;28.0;28.0;-2.0
17.0;-792;-33.0;405;136.0;88.0;-65.0
181.0;-754;-97.0;422;-61.0;112.0;134.0
123.0;-812;-96.0;379;120.0;102.0;-60.0
17.0;-803;-10.0;405;24.0;40.0;-77.0
32.0;-660;-33.0;549;18.0;30.0;15.0
21.0;-803;-4.0;402;-19.0;14.0;-28.0
20.0;-805;-12.0;401;17.0;0.0;-6.0
13.0;-815;11.0;379;8.0;107.0;10.0
-12.0;-921;-306.0;527;-102.0;-316.0;155.0
76.0;-812;-287.0;350;-129.0;-52.0;-57.0
67.0;-798;-14.0;391;5.0;29.0;-65.0
300.0;-1973;-117.0;856;184.0;410.0;136.0
9.0;-634;-49.0;558;-22.0;33.0;41.0
37.0;-843;-30.0;329;109.0;32.0;176.0
-25.0;-840;-16.0;342;-17.0;-22.0;-16.0
-87.0;-721;124.0;482;37.0;141.0;591.0
49.0;-813;-38.0;371;10.0;29.0;41.0
56.0;-821;-20.0;351;-44.0;70.0;127.0
33.0;-786;-30.0;413;17.0;69.0;40.0
103.0;-737;-103.0;464;-10.0;182.0;410.0
4.0;-759;-9.0;404;51.0;22.0;122.0
-6.0;-780;-11.0;424;-6.0;28.0;48.0
33.0;-783;-8.0;425;23.0;14.0;-4.0
514.0;-839;-335.0;330;-396.0;771.0;-34.0
371.0;-814;-44.0;388;-299.0;875.0;693.0
61.0;-808;-82.0;373;109.0;-42.0;-60.0
-47.0;-817;14.0;365;-63.0;37.0;-91.0
28.0;-828;13.0;359;19.0;46.0;-19.0
10.0;-850;-14.0;336;8.0;30.0;11.0
18.0;-833;-9.0;345;53.0;30.0;-5.0
19.0;-826;-24.0;345;29.0;34.0;-7.0
31.0;-824;-7.0;346;36.0;54.0;24.0
21.0;-827;-19.0;348;-19.0;102.0;19.0
36.0;-835;-50.0;340;41.0;73.0;-13.0
2.0;-832;22.0;346;24.0;48.0;-3.0
-325.0;-787;102.0;418;155.0;-20.0;256.0
27.0;-825;-11.0;345;20.0;50.0;10.0
14.0;-828;-28.0;343;28.0;31.0;17.0
20.0;-833;-17.0;345;7.0;26.0;-11.0
32.0;-825;3.0;345;24.0;58.0;10.0
-6.0;-833;9.0;341;13.0;56.0;-2.0
10.0;-828;-42.0;360;-3.0;-19.0;-83.0
-13.0;-821;65.0;357;24.0;44.0;-38.0
33.0;-808;-27.0;382;26.0;37.0;-6.0
32.0;-850;-48.0;319;38.0;19.0;-14.0
-2.0;-809;16.0;377;23.0;61.0;-46.0
5.0;-809;5.0;376;19.0;69.0;51.0
25.0;-834;8.0;343;33.0;46.0;-3.0
-27.0;-844;47.0;338;-9.0;57.0;14.0
34.0;-838;17.0;342;26.0;51.0;56.0
31.0;-830;-15.0;342;24.0;45.0;10.0
42.0;-641;-69.0;152;192.0;50.0;20.0
37.0;-808;-23.0;380;18.0;45.0;22.0
22.0;-828;-19.0;344;22.0;40.0;4.0
-261.0;-807;-235.0;332;-180.0;316.0;-128.0
17.0;-821;-18.0;363;25.0;62.0;-12.0
32.0;-831;-15.0;341;10.0;34.0;-7.0
7.0;-798;8.0;402;-176.0;228.0;-338.0
-15.0;-778;-22.0;415;-50.0;42.0;-1.0
174.0;-686;-225.0;482;-365.0;-390.0;-664.0
81.0;-733;-30.0;463;-68.0;155.0;578.0
26.0;-827;17.0;343;51.0;63.0;36.0
-26.0;-814;-5.0;359;29.0;117.0;9.0
46.0;-825;15.0;369;-3.0;94.0;-54.0
5.0;-814;22.0;373;3.0;7.0;10.0
-596.0;-778;183.0;426;241.0;734.0;13.0
79.0;-761;-19.0;412;36.0;102.0;-42.0
37.0;-798;-27.0;388;12.0;79.0;-53.0
281.0;-795;132.0;283;-574.0;2486.0;140.0
-84.0;-801;78.0;406;70.0;-49.0;528.0
20.0;-846;17.0;327;-11.0;35.0;-16.0
22.0;-832;-15.0;340;17.0;40.0;6.0
-128.0;-807;59.0;372;109.0;124.0;-119.0
65.0;-796;-11.0;400;-52.0;56.0;1.0
27.0;-790;-7.0;414;26.0;46.0;-10.0
57.0;-795;6.0;409;60.0;89.0;16.0
-17.0;-740;60.0;442;-103.0;69.0;24.0
18.0;-790;10.0;418;25.0;70.0;-54.0
34.0;-807;-2.0;374;12.0;21.0;32.0
141.0;-826;-9.0;296;718.0;637.0;477.0
214.0;-808;-56.0;386;-745.0;365.0;-64.0
7.0;-833;11.0;320;31.0;28.0;25.0
14.0;-833;3.0;348;9.0;50.0;13.0
0.0;-694;27.0;504;-19.0;72.0;27.0
-6.0;-651;15.0;543;67.0;91.0;41.0
7.0;-831;-45.0;342;15.0;10.0;9.0
42.0;-655;-48.0;549;28.0;3.0;17.0
-257.0;-826;295.0;336;375.0;-350.0;558.0
-13.0;-834;3.0;343;28.0;44.0;15.0
15.0;-833;3.0;341;13.0;68.0;30.0
26.0;-830;-63.0;338;30.0;15.0;66.0
29.0;-805;-41.0;378;9.0;37.0;2.0
237.0;-640;25.0;-392;-140.0;-427.0;352.0
-18.0;-821;-85.0;358;-31.0;9.0;37.0
173.0;-176;-113.0;-833;153.0;208.0;26.0
33.0;-827;-3.0;348;27.0;34.0;34.0
-39.0;-845;76.0;345;154.0;63.0;1018.0
0.0;-807;16.0;380;21.0;49.0;87.0
-85.0;-826;158.0;368;161.0;-1.0;301.0
16.0;-829;7.0;343;7.0;52.0;1.0
-269.0;-813;538.0;358;133.0;-11.0;127.0
31.0;-807;14.0;377;3.0;33.0;-2.0
-51.0;-830;56.0;362;68.0;-70.0;178.0
-143.0;-848;-41.0;350;-3.0;-732.0;2.0
-10.0;-815;93.0;378;-74.0;-22.0;74.0
14.0;-811;-1.0;378;-10.0;44.0;34.0
-15.0;-856;-47.0;336;-178.0;44.0;-18.0
-45.0;-948;-47.0;477;-73.0;19.0;110.0
-586.0;-798;572.0;356;526.0;-412.0;-270.0
-27.0;-828;28.0;343;22.0;-20.0;60.0
4.0;-812;95.0;348;6.0;23.0;-94.0
16.0;-831;-3.0;344;35.0;49.0;8.0
32.0;-835;-9.0;343;-7.0;38.0;14.0
45.0;-831;-44.0;342;27.0;74.0;-61.0
-420.0;-828;320.0;365;-78.0;-129.0;381.0
18.0;-832;-5.0;343;-2.0;62.0;-42.0
16.0;-830;-33.0;343;8.0;58.0;12.0
42.0;-826;5.0;347;19.0;19.0;-79.0
-17.0;-819;-16.0;359;83.0;-116.0;7.0
22.0;-833;-7.0;345;3.0;52.0;-17.0
56.0;-846;-5.0;296;7.0;92.0;-21.0
20.0;-828;-25.0;345;22.0;52.0;1.0
27.0;-826;-3.0;346;41.0;50.0;7.0
33.0;-830;-15.0;345;37.0;28.0;12.0
16.0;-829;-3.0;350;18.0;42.0;8.0
40.0;-805;-44.0;294;-14.0;123.0;3.0
-8.0;-707;20.0;494;21.0;-1.0;25.0
4.0;-834;5.0;338;38.0;32.0;62.0
312.0;-818;-246.0;363;-149.0;257.0;-836.0
220.0;-740;-103.0;-125;191.0;107.0;-117.0
39.0;-1141;-54.0;-332;-146.0;-277.0;16.0
53.0;-830;-24.0;347;35.0;22.0;-4.0
179.0;-782;-162.0;412;1.0;-185.0;98.0
-37.0;-146;4.0;846;-357.0;341.0;-106.0
278.0;-817;-473.0;353;-459.0;-168.0;-2225.0
-398.0;276;71.0;2206;104.0;-901.0;8.0
-55.0;-748;131.0;458;-20.0;111.0;-60.0
31.0;-829;24.0;351;10.0;16.0;1.0
40.0;-824;-39.0;356;14.0;98.0;-159.0
-70.0;-750;198.0;418;-10.0;170.0;166.0
-41.0;-850;-30.0;330;32.0;62.0;-7.0
112.0;-843;-63.0;330;58.0;99.0;-1.0
44.0;-836;43.0;351;25.0;149.0;38.0
-105.0;-819;-58.0;379;183.0;-167.0;-364.0
130.0;-529;-189.0;908;205.0;-175.0;-617.0
-53.0;-806;40.0;357;175.0;175.0;48.0
-30.0;-810;36.0;215;-41.0;39.0;2.0
161.0;-733;-115.0;435;-612.0;-105.0;286.0
160.0;-867;-37.0;-212;185.0;184.0;212.0
-22.0;-751;50.0;142;-56.0;-7.0;-136.0
