InertialMeasurementUnit LUA accY;InertialMeasurementUnit LLA Quaternion2;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit RUA accY;Accelerometer LUA^ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accX;Accelerometer RUA^ accZ
175.0;12.0;952.0;1013.0;-44.0;-163.0;964.0;-903.0;135.0
187.0;11.0;909.0;966.0;-60.0;-103.0;985.0;-920.0;115.0
133.0;5.0;921.0;960.0;-74.0;-137.0;970.0;-898.0;106.0
138.0;5.0;902.0;1013.0;-94.0;-95.0;961.0;-895.0;113.0
204.0;40.0;884.0;793.0;-53.0;-45.0;963.0;-921.0;79.0
135.0;-44.0;852.0;978.0;-80.0;-38.0;877.0;-848.0;85.0
108.0;-53.0;879.0;962.0;-81.0;-93.0;901.0;-901.0;61.0
120.0;-55.0;881.0;970.0;-76.0;-117.0;947.0;-905.0;81.0
64.0;-37.0;856.0;953.0;-71.0;-117.0;887.0;-866.0;86.0
208.0;3.0;893.0;916.0;-78.0;-107.0;934.0;-945.0;78.0
107.0;5.0;924.0;1003.0;-94.0;-103.0;950.0;-891.0;87.0
145.0;8.0;886.0;998.0;-54.0;-70.0;944.0;-940.0;57.0
142.0;6.0;886.0;1028.0;-49.0;-100.0;923.0;-936.0;68.0
132.0;5.0;886.0;1029.0;-43.0;-63.0;957.0;-923.0;78.0
130.0;3.0;895.0;1023.0;-31.0;-42.0;927.0;-905.0;89.0
117.0;1.0;906.0;1034.0;-26.0;-74.0;944.0;-892.0;89.0
183.0;-20.0;902.0;1004.0;11.0;-77.0;947.0;-958.0;138.0
220.0;-143.0;896.0;1025.0;7.0;-147.0;880.0;-988.0;281.0
40.0;-118.0;883.0;994.0;36.0;-32.0;876.0;-950.0;120.0
138.0;44.0;871.0;915.0;-46.0;-9.0;909.0;-937.0;99.0
150.0;161.0;924.0;1012.0;-55.0;-160.0;925.0;-929.0;95.0
115.0;154.0;932.0;1016.0;-46.0;-153.0;971.0;-899.0;93.0
99.0;98.0;933.0;1029.0;-61.0;-134.0;946.0;-882.0;74.0
68.0;116.0;904.0;986.0;-48.0;-101.0;899.0;-894.0;89.0
93.0;139.0;904.0;991.0;-24.0;-113.0;886.0;-891.0;99.0
113.0;152.0;910.0;1006.0;-45.0;-91.0;905.0;-894.0;112.0
192.0;171.0;887.0;996.0;-63.0;-101.0;924.0;-936.0;128.0
122.0;137.0;924.0;1025.0;-67.0;-143.0;977.0;-890.0;110.0
112.0;131.0;936.0;1025.0;-78.0;-163.0;960.0;-871.0;89.0
113.0;126.0;893.0;979.0;-61.0;-145.0;898.0;-874.0;100.0
118.0;130.0;881.0;988.0;-58.0;-117.0;879.0;-879.0;76.0
120.0;136.0;866.0;967.0;-56.0;-123.0;850.0;-883.0;84.0
128.0;142.0;875.0;972.0;-53.0;-127.0;869.0;-895.0;109.0
125.0;148.0;866.0;949.0;-43.0;-133.0;892.0;-910.0;96.0
151.0;151.0;890.0;969.0;-58.0;-125.0;892.0;-928.0;99.0
163.0;157.0;905.0;1012.0;-66.0;-151.0;901.0;-946.0;118.0
135.0;162.0;935.0;996.0;-53.0;-163.0;934.0;-927.0;114.0
137.0;145.0;926.0;1007.0;4.0;-129.0;962.0;-930.0;115.0
105.0;142.0;925.0;996.0;-16.0;-138.0;970.0;-905.0;142.0
153.0;137.0;905.0;997.0;19.0;-134.0;931.0;-939.0;124.0
135.0;137.0;924.0;1012.0;-102.0;-132.0;930.0;-928.0;81.0
103.0;105.0;903.0;977.0;-108.0;-46.0;913.0;-891.0;101.0
80.0;108.0;902.0;977.0;-140.0;-35.0;916.0;-899.0;69.0
34.0;110.0;897.0;969.0;-135.0;-132.0;934.0;-889.0;81.0
37.0;112.0;889.0;1031.0;-116.0;-95.0;931.0;-876.0;65.0
84.0;116.0;907.0;987.0;-79.0;-92.0;952.0;-922.0;67.0
254.0;137.0;856.0;969.0;47.0;-32.0;868.0;-989.0;97.0
200.0;128.0;882.0;986.0;-107.0;-67.0;942.0;-927.0;55.0
169.0;140.0;898.0;1018.0;-56.0;-149.0;919.0;-931.0;80.0
105.0;117.0;913.0;995.0;-80.0;-90.0;934.0;-906.0;72.0
115.0;119.0;894.0;1010.0;-53.0;-120.0;975.0;-906.0;69.0
126.0;122.0;884.0;1010.0;-24.0;-97.0;926.0;-899.0;49.0
134.0;126.0;885.0;946.0;-21.0;-81.0;924.0;-899.0;89.0
158.0;129.0;900.0;997.0;-27.0;-64.0;955.0;-926.0;88.0
143.0;136.0;923.0;1022.0;-49.0;-132.0;952.0;-925.0;142.0
16.0;-49.0;931.0;996.0;-50.0;-80.0;950.0;-892.0;99.0
47.0;-27.0;912.0;987.0;-60.0;-112.0;921.0;-949.0;75.0
22.0;74.0;881.0;950.0;-157.0;-104.0;921.0;-901.0;84.0
1.0;76.0;843.0;919.0;-163.0;-92.0;874.0;-827.0;41.0
-97.0;90.0;908.0;992.0;-23.0;-59.0;932.0;-869.0;49.0
-41.0;98.0;842.0;1016.0;16.0;-53.0;931.0;-857.0;73.0
89.0;239.0;663.0;850.0;-44.0;110.0;747.0;-808.0;173.0
158.0;272.0;889.0;961.0;24.0;-39.0;937.0;-888.0;149.0
126.0;395.0;816.0;840.0;52.0;-55.0;852.0;-843.0;4.0
203.0;111.0;882.0;956.0;127.0;-32.0;894.0;-888.0;277.0
238.0;113.0;881.0;945.0;130.0;-52.0;915.0;-902.0;304.0
252.0;114.0;880.0;964.0;114.0;-95.0;944.0;-902.0;243.0
153.0;105.0;892.0;984.0;-103.0;-111.0;917.0;-887.0;255.0
170.0;105.0;861.0;988.0;-96.0;-90.0;923.0;-867.0;231.0
184.0;104.0;900.0;1011.0;-93.0;-79.0;942.0;-874.0;138.0
179.0;95.0;884.0;965.0;-62.0;-115.0;938.0;-881.0;70.0
186.0;95.0;895.0;969.0;-55.0;-102.0;917.0;-889.0;90.0
191.0;96.0;876.0;959.0;-49.0;-79.0;924.0;-898.0;104.0
176.0;99.0;879.0;981.0;-49.0;-82.0;914.0;-898.0;99.0
156.0;100.0;907.0;976.0;-62.0;-109.0;1000.0;-878.0;105.0
170.0;101.0;895.0;971.0;-52.0;-89.0;922.0;-879.0;113.0
159.0;100.0;882.0;1009.0;-53.0;-72.0;955.0;-870.0;120.0
155.0;95.0;865.0;987.0;-45.0;-54.0;933.0;-857.0;81.0
50.0;46.0;752.0;827.0;-34.0;-121.0;770.0;-714.0;-15.0
158.0;93.0;883.0;980.0;-60.0;-65.0;936.0;-866.0;89.0
179.0;93.0;876.0;929.0;-59.0;-58.0;922.0;-872.0;111.0
267.0;138.0;876.0;985.0;-9.0;-66.0;922.0;-936.0;130.0
234.0;140.0;871.0;966.0;-3.0;-45.0;900.0;-918.0;139.0
186.0;136.0;866.0;965.0;-5.0;-12.0;932.0;-905.0;131.0
172.0;132.0;906.0;1041.0;-2.0;-40.0;953.0;-903.0;118.0
225.0;129.0;896.0;954.0;-15.0;-115.0;945.0;-905.0;140.0
203.0;128.0;906.0;950.0;0.0;-120.0;926.0;-896.0;120.0
188.0;125.0;906.0;1017.0;-58.0;-114.0;935.0;-893.0;146.0
207.0;123.0;898.0;948.0;-65.0;-117.0;961.0;-917.0;138.0
220.0;116.0;891.0;957.0;40.0;-67.0;909.0;-910.0;125.0
208.0;112.0;920.0;987.0;23.0;-123.0;886.0;-880.0;130.0
212.0;107.0;936.0;998.0;-3.0;-148.0;980.0;-899.0;113.0
130.0;90.0;872.0;924.0;-111.0;-98.0;949.0;-874.0;158.0
116.0;87.0;925.0;1012.0;-103.0;-138.0;967.0;-829.0;147.0
121.0;81.0;867.0;937.0;-49.0;-37.0;908.0;-881.0;49.0
118.0;81.0;839.0;941.0;-95.0;-54.0;848.0;-880.0;109.0
126.0;80.0;839.0;889.0;-73.0;-75.0;898.0;-857.0;78.0
210.0;103.0;870.0;963.0;-27.0;-53.0;934.0;-903.0;124.0
170.0;103.0;884.0;996.0;-61.0;-99.0;980.0;-894.0;151.0
103.0;101.0;901.0;971.0;-25.0;-127.0;955.0;-871.0;139.0
169.0;111.0;873.0;968.0;-14.0;-49.0;905.0;-907.0;138.0
197.0;133.0;902.0;965.0;-84.0;-100.0;905.0;-885.0;176.0
201.0;128.0;894.0;948.0;-44.0;-40.0;944.0;-916.0;180.0
132.0;126.0;892.0;937.0;-32.0;-44.0;945.0;-876.0;163.0
162.0;125.0;906.0;951.0;-59.0;-104.0;923.0;-876.0;157.0
198.0;129.0;866.0;1046.0;-66.0;-79.0;970.0;-873.0;143.0
236.0;148.0;885.0;860.0;-36.0;-103.0;904.0;-912.0;103.0
189.0;155.0;877.0;913.0;2.0;-128.0;933.0;-915.0;108.0
143.0;170.0;904.0;927.0;52.0;-143.0;940.0;-870.0;111.0
148.0;177.0;889.0;957.0;34.0;-132.0;958.0;-893.0;113.0
168.0;1.0;956.0;969.0;-101.0;-243.0;897.0;-806.0;5.0
251.0;5.0;850.0;894.0;7.0;-241.0;788.0;-816.0;42.0
104.0;492.0;1025.0;551.0;-429.0;-362.0;813.0;-451.0;-139.0
174.0;175.0;899.0;990.0;135.0;-121.0;953.0;-865.0;286.0
232.0;208.0;877.0;1012.0;17.0;-112.0;946.0;-890.0;174.0
240.0;179.0;870.0;1004.0;-70.0;-98.0;961.0;-844.0;239.0
273.0;179.0;828.0;955.0;0.0;-73.0;887.0;-869.0;67.0
254.0;179.0;876.0;959.0;80.0;-78.0;890.0;-853.0;45.0
256.0;179.0;877.0;978.0;98.0;-69.0;912.0;-857.0;88.0
261.0;178.0;872.0;980.0;103.0;-110.0;914.0;-880.0;183.0
232.0;177.0;857.0;986.0;145.0;-92.0;908.0;-827.0;143.0
212.0;175.0;859.0;984.0;159.0;-112.0;893.0;-822.0;174.0
216.0;175.0;900.0;998.0;134.0;-102.0;939.0;-838.0;185.0
279.0;180.0;824.0;935.0;146.0;-62.0;898.0;-869.0;190.0
263.0;180.0;846.0;965.0;146.0;-60.0;892.0;-863.0;207.0
256.0;180.0;866.0;985.0;117.0;-73.0;919.0;-855.0;140.0
242.0;173.0;864.0;968.0;93.0;-82.0;914.0;-853.0;221.0
221.0;169.0;897.0;990.0;118.0;-122.0;978.0;-845.0;169.0
218.0;168.0;880.0;995.0;83.0;-112.0;937.0;-839.0;171.0
222.0;162.0;849.0;973.0;95.0;-80.0;914.0;-844.0;142.0
-10.0;-45.0;964.0;996.0;-65.0;-91.0;922.0;-879.0;91.0
21.0;-39.0;902.0;965.0;-76.0;-102.0;905.0;-881.0;88.0
210.0;158.0;875.0;985.0;67.0;-76.0;934.0;-832.0;209.0
195.0;157.0;867.0;960.0;136.0;-55.0;921.0;-809.0;140.0
238.0;165.0;865.0;958.0;160.0;-71.0;890.0;-860.0;224.0
187.0;162.0;883.0;991.0;100.0;-134.0;918.0;-816.0;134.0
168.0;2.0;931.0;998.0;-83.0;-240.0;921.0;-805.0;57.0
147.0;168.0;867.0;976.0;104.0;-45.0;901.0;-788.0;351.0
168.0;170.0;892.0;1027.0;143.0;-104.0;941.0;-810.0;191.0
102.0;19.0;845.0;842.0;-104.0;-164.0;830.0;-811.0;-20.0
153.0;185.0;823.0;934.0;215.0;-26.0;849.0;-799.0;181.0
190.0;190.0;868.0;958.0;190.0;-75.0;916.0;-841.0;258.0
199.0;196.0;858.0;942.0;-55.0;-64.0;909.0;-855.0;233.0
221.0;202.0;831.0;896.0;-94.0;-53.0;865.0;-874.0;211.0
256.0;210.0;806.0;899.0;-132.0;-57.0;831.0;-902.0;356.0
290.0;178.0;834.0;917.0;99.0;-61.0;893.0;-838.0;101.0
247.0;164.0;881.0;955.0;-199.0;-94.0;912.0;-804.0;134.0
243.0;162.0;866.0;945.0;-101.0;-100.0;867.0;-795.0;126.0
231.0;162.0;859.0;895.0;-43.0;-88.0;879.0;-785.0;189.0
226.0;162.0;810.0;864.0;4.0;-38.0;843.0;-794.0;57.0
291.0;165.0;829.0;898.0;-102.0;-51.0;849.0;-861.0;23.0
291.0;169.0;789.0;858.0;63.0;-43.0;845.0;-855.0;79.0
303.0;185.0;890.0;981.0;10.0;-141.0;930.0;-862.0;118.0
303.0;188.0;892.0;976.0;25.0;-133.0;943.0;-856.0;116.0
312.0;195.0;895.0;968.0;19.0;-123.0;919.0;-863.0;193.0
298.0;197.0;894.0;978.0;15.0;-131.0;942.0;-853.0;157.0
284.0;202.0;877.0;950.0;42.0;-99.0;960.0;-844.0;100.0
280.0;206.0;889.0;961.0;65.0;-110.0;926.0;-840.0;127.0
316.0;219.0;845.0;935.0;-21.0;-102.0;879.0;-875.0;144.0
326.0;223.0;871.0;947.0;-57.0;-112.0;874.0;-892.0;127.0
286.0;179.0;826.0;964.0;-62.0;-78.0;910.0;-855.0;80.0
218.0;64.0;886.0;1037.0;-2.0;-37.0;961.0;-896.0;86.0
28.0;-55.0;925.0;1007.0;-27.0;-88.0;964.0;-939.0;104.0
274.0;50.0;876.0;1028.0;-67.0;-108.0;961.0;-821.0;99.0
273.0;31.0;807.0;899.0;44.0;-8.0;846.0;-904.0;136.0
19.0;-67.0;960.0;964.0;-46.0;-65.0;957.0;-920.0;85.0
107.0;-4.0;742.0;873.0;177.0;180.0;809.0;-853.0;341.0
230.0;10.0;861.0;936.0;255.0;-22.0;848.0;-797.0;397.0
242.0;14.0;826.0;922.0;301.0;4.0;841.0;-787.0;362.0
-28.0;-82.0;932.0;1017.0;25.0;-63.0;944.0;-907.0;117.0
1.0;-81.0;944.0;1006.0;3.0;-57.0;960.0;-914.0;110.0
189.0;-140.0;866.0;936.0;276.0;-211.0;867.0;-818.0;406.0
-81.0;-80.0;927.0;984.0;14.0;-38.0;909.0;-878.0;138.0
-95.0;-81.0;905.0;960.0;27.0;-33.0;934.0;-900.0;120.0
174.0;26.0;889.0;952.0;234.0;-171.0;865.0;-733.0;413.0
6.0;102.0;804.0;904.0;-12.0;-70.0;825.0;-838.0;242.0
231.0;120.0;848.0;968.0;-77.0;14.0;859.0;-786.0;94.0
213.0;-73.0;789.0;877.0;237.0;-54.0;912.0;-909.0;-11.0
-55.0;-85.0;884.0;959.0;62.0;-65.0;879.0;-852.0;175.0
-65.0;-88.0;903.0;969.0;75.0;-54.0;892.0;-877.0;178.0
233.0;-96.0;731.0;948.0;202.0;5.0;760.0;-965.0;93.0
121.0;88.0;590.0;588.0;-158.0;150.0;369.0;-524.0;-38.0
22.0;-197.0;866.0;655.0;-114.0;-77.0;734.0;-755.0;-59.0
21.0;-193.0;879.0;635.0;-75.0;-73.0;692.0;-758.0;29.0
47.0;-195.0;882.0;655.0;-74.0;-124.0;730.0;-778.0;26.0
76.0;-201.0;882.0;614.0;-137.0;-138.0;747.0;-821.0;10.0
-5.0;-189.0;922.0;657.0;-199.0;-114.0;811.0;-775.0;-43.0
112.0;-184.0;916.0;682.0;-143.0;-171.0;750.0;-803.0;-108.0
47.0;-166.0;888.0;690.0;-201.0;-61.0;769.0;-752.0;-84.0
15.0;-160.0;877.0;651.0;-68.0;-45.0;751.0;-764.0;-76.0
83.0;-168.0;862.0;578.0;-82.0;-61.0;733.0;-853.0;-132.0
52.0;-178.0;830.0;606.0;-116.0;2.0;705.0;-820.0;48.0
105.0;-188.0;953.0;739.0;-98.0;-97.0;831.0;-797.0;-105.0
-3.0;-183.0;936.0;719.0;-95.0;-303.0;808.0;-693.0;8.0
82.0;-188.0;851.0;722.0;-69.0;-61.0;728.0;-689.0;-66.0
212.0;-192.0;787.0;631.0;-210.0;20.0;699.0;-704.0;38.0
183.0;-173.0;895.0;715.0;-54.0;-268.0;708.0;-489.0;28.0
188.0;-160.0;847.0;714.0;-80.0;-230.0;662.0;-519.0;-41.0
224.0;-143.0;808.0;640.0;-73.0;-279.0;601.0;-582.0;16.0
188.0;-101.0;704.0;532.0;-94.0;-205.0;519.0;-497.0;-6.0
118.0;-81.0;621.0;531.0;-153.0;-175.0;451.0;-449.0;18.0
219.0;-57.0;767.0;632.0;-210.0;-242.0;541.0;-497.0;26.0
350.0;-38.0;613.0;510.0;6.0;-74.0;360.0;-602.0;-29.0
132.0;-13.0;783.0;654.0;-93.0;-128.0;500.0;-322.0;-80.0
-100.0;156.0;665.0;403.0;-79.0;-2.0;676.0;-836.0;215.0
-53.0;-71.0;924.0;996.0;68.0;-38.0;924.0;-902.0;187.0
-107.0;139.0;765.0;761.0;-191.0;-59.0;794.0;-660.0;195.0
-7.0;136.0;768.0;653.0;-215.0;-192.0;740.0;-514.0;158.0
-46.0;1.0;698.0;721.0;56.0;-138.0;706.0;-299.0;128.0
89.0;-23.0;655.0;718.0;64.0;-23.0;650.0;-462.0;115.0
196.0;-41.0;559.0;423.0;0.0;43.0;487.0;-666.0;126.0
-73.0;-90.0;933.0;1003.0;69.0;-10.0;905.0;-868.0;177.0
158.0;43.0;505.0;578.0;-37.0;170.0;440.0;-622.0;165.0
-209.0;191.0;343.0;682.0;-95.0;295.0;374.0;-178.0;45.0
-59.0;-90.0;924.0;1014.0;54.0;-41.0;912.0;-896.0;134.0
-60.0;-89.0;919.0;1001.0;39.0;-41.0;916.0;-890.0;144.0
-23.0;209.0;546.0;531.0;39.0;116.0;487.0;-405.0;162.0
-45.0;212.0;563.0;531.0;70.0;103.0;535.0;-390.0;33.0
-36.0;214.0;590.0;409.0;0.0;85.0;543.0;-393.0;-35.0
103.0;160.0;544.0;287.0;-280.0;23.0;433.0;-387.0;-28.0
122.0;123.0;432.0;353.0;-33.0;41.0;385.0;-372.0;-9.0
-46.0;-22.0;739.0;864.0;59.0;-106.0;798.0;-720.0;570.0
29.0;70.0;532.0;436.0;-92.0;-23.0;430.0;-317.0;-14.0
15.0;415.0;675.0;778.0;0.0;101.0;755.0;-608.0;293.0
192.0;607.0;593.0;753.0;-208.0;-23.0;614.0;-807.0;45.0
-64.0;-81.0;941.0;988.0;30.0;-24.0;948.0;-902.0;164.0
25.0;37.0;499.0;431.0;-94.0;-60.0;402.0;-288.0;86.0
53.0;33.0;523.0;344.0;-148.0;-75.0;433.0;-330.0;80.0
59.0;27.0;456.0;459.0;-57.0;-13.0;332.0;-310.0;1.0
-64.0;-76.0;935.0;992.0;79.0;-47.0;941.0;-880.0;213.0
-95.0;24.0;827.0;829.0;44.0;-138.0;766.0;-511.0;560.0
-66.0;-84.0;946.0;975.0;89.0;-17.0;943.0;-889.0;215.0
149.0;-398.0;913.0;903.0;-35.0;-111.0;880.0;-893.0;104.0
68.0;17.0;502.0;402.0;-49.0;14.0;314.0;-329.0;64.0
-104.0;-95.0;926.0;954.0;69.0;-27.0;942.0;-889.0;192.0
95.0;197.0;638.0;847.0;-49.0;1.0;469.0;-273.0;37.0
-40.0;-93.0;948.0;990.0;71.0;-17.0;914.0;-919.0;200.0
66.0;21.0;891.0;872.0;150.0;-135.0;1021.0;-608.0;27.0
151.0;58.0;877.0;755.0;107.0;-251.0;934.0;-833.0;133.0
-122.0;-104.0;904.0;972.0;17.0;31.0;915.0;-882.0;156.0
-154.0;-120.0;740.0;900.0;51.0;154.0;859.0;-556.0;200.0
59.0;-54.0;598.0;826.0;-172.0;113.0;594.0;-901.0;148.0
-86.0;-101.0;908.0;1002.0;10.0;10.0;921.0;-886.0;144.0
63.0;-197.0;809.0;967.0;133.0;-175.0;747.0;-634.0;383.0
86.0;-79.0;952.0;1043.0;47.0;-111.0;936.0;-858.0;157.0
109.0;-79.0;938.0;965.0;52.0;-164.0;969.0;-944.0;158.0
103.0;-176.0;974.0;897.0;65.0;-194.0;1026.0;-961.0;127.0
168.0;-147.0;658.0;781.0;35.0;-60.0;631.0;-829.0;193.0
-70.0;-18.0;884.0;905.0;-91.0;-57.0;948.0;-588.0;-58.0
-85.0;-104.0;913.0;945.0;14.0;0.0;918.0;-860.0;133.0
-81.0;-104.0;904.0;959.0;15.0;8.0;884.0;-896.0;145.0
-42.0;-102.0;934.0;959.0;-5.0;-46.0;921.0;-905.0;119.0
-137.0;5.0;712.0;811.0;-127.0;179.0;742.0;-495.0;-111.0
298.0;259.0;791.0;635.0;149.0;9.0;791.0;-652.0;450.0
135.0;427.0;695.0;789.0;-28.0;44.0;768.0;-668.0;53.0
190.0;264.0;830.0;642.0;124.0;14.0;778.0;-582.0;172.0
173.0;289.0;868.0;638.0;180.0;-8.0;814.0;-539.0;257.0
-56.0;-94.0;927.0;964.0;-19.0;-40.0;948.0;-890.0;125.0
-89.0;-96.0;934.0;978.0;-13.0;-9.0;896.0;-886.0;123.0
-88.0;-95.0;926.0;978.0;-3.0;-8.0;934.0;-880.0;130.0
-60.0;-93.0;914.0;978.0;11.0;4.0;908.0;-883.0;134.0
-44.0;-91.0;923.0;988.0;5.0;-17.0;941.0;-906.0;126.0
219.0;-17.0;770.0;908.0;102.0;-96.0;821.0;-750.0;159.0
-38.0;-90.0;947.0;995.0;28.0;-46.0;942.0;-916.0;138.0
167.0;324.0;835.0;638.0;272.0;0.0;774.0;-546.0;356.0
100.0;397.0;676.0;423.0;100.0;117.0;605.0;-470.0;358.0
10.0;61.0;647.0;898.0;-182.0;181.0;635.0;-708.0;92.0
-43.0;-85.0;919.0;1003.0;31.0;-32.0;931.0;-909.0;173.0
204.0;11.0;752.0;727.0;53.0;132.0;680.0;-804.0;18.0
103.0;17.0;804.0;829.0;247.0;69.0;796.0;-576.0;84.0
54.0;26.0;835.0;941.0;251.0;3.0;832.0;-472.0;77.0
-3.0;43.0;837.0;1006.0;212.0;-75.0;809.0;-480.0;149.0
261.0;260.0;805.0;627.0;96.0;2.0;764.0;-620.0;38.0
250.0;196.0;809.0;810.0;122.0;-174.0;735.0;-722.0;250.0
453.0;415.0;781.0;729.0;55.0;-112.0;764.0;-836.0;247.0
-9.0;-61.0;951.0;1006.0;63.0;-75.0;929.0;-916.0;175.0
-198.0;376.0;1040.0;1046.0;-199.0;124.0;1107.0;-440.0;89.0
-77.0;141.0;705.0;849.0;-154.0;73.0;766.0;-573.0;-78.0
-61.0;-63.0;931.0;1006.0;85.0;-71.0;933.0;-885.0;187.0
-24.0;177.0;642.0;769.0;-198.0;85.0;665.0;-654.0;-42.0
-73.0;-62.0;925.0;967.0;80.0;-29.0;919.0;-887.0;207.0
114.0;166.0;504.0;608.0;-237.0;94.0;476.0;-1001.0;2.0
-186.0;64.0;768.0;889.0;14.0;26.0;835.0;-523.0;154.0
122.0;193.0;522.0;641.0;-64.0;91.0;509.0;-926.0;78.0
215.0;265.0;887.0;735.0;-188.0;-188.0;645.0;-491.0;44.0
155.0;264.0;822.0;606.0;-212.0;-49.0;573.0;-438.0;82.0
2.0;246.0;744.0;679.0;-206.0;-55.0;633.0;-422.0;14.0
-87.0;-52.0;914.0;972.0;113.0;-26.0;883.0;-886.0;216.0
-102.0;3.0;722.0;869.0;-100.0;107.0;750.0;-444.0;75.0
-30.0;41.0;659.0;777.0;-129.0;157.0;652.0;-506.0;71.0
284.0;10.0;522.0;652.0;8.0;-84.0;487.0;-768.0;438.0
-126.0;-4.0;856.0;988.0;37.0;41.0;949.0;-490.0;177.0
-35.0;46.0;653.0;758.0;-65.0;133.0;717.0;-466.0;143.0
-50.0;-53.0;949.0;1010.0;22.0;-7.0;912.0;-907.0;145.0
