Accelerometer HIP accZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az
-89.0;1;-945.0;-913.0;-900.0;-1;-24
-74.0;11;-945.0;-938.0;-846.0;-11;-17
80.0;-32;-918.0;-864.0;-866.0;32;-41
-72.0;-14;-959.0;-967.0;-931.0;14;-21
-84.0;5;-941.0;-901.0;-924.0;-5;-21
-30.0;-6;-974.0;-886.0;-750.0;6;-24
47.0;-6;-948.0;-957.0;-928.0;6;-23
14.0;21;-847.0;-834.0;-952.0;-21;-30
55.0;30;-957.0;-957.0;-928.0;-30;-18
33.0;-19;-947.0;-948.0;-910.0;19;-26
17.0;39;-893.0;-939.0;-868.0;-39;-23
114.0;7;-924.0;-971.0;-936.0;-7;-19
-69.0;7;-862.0;-909.0;-992.0;-7;-30
59.0;10;-880.0;-974.0;-952.0;-10;-25
-43.0;18;-923.0;-914.0;-825.0;-18;-18
20.0;17;-898.0;-977.0;-950.0;-17;-13
-72.0;-16;-972.0;-882.0;-814.0;16;-16
-119.0;105;-936.0;-950.0;-987.0;-105;-11
-21.0;-1157;-1069.0;-1123.0;-1106.0;1157;2189
-64.0;18;-948.0;-909.0;-910.0;-18;-19
-23.0;3;-965.0;-656.0;-977.0;-3;-21
-73.0;-36;-942.0;-872.0;-868.0;36;-23
127.0;2726;-807.0;-820.0;-784.0;-2726;-1648
-85.0;-20;-874.0;-935.0;-856.0;20;-22
88.0;6;-955.0;-925.0;-914.0;-6;-14
15.0;10;-945.0;-922.0;-975.0;-10;-17
38.0;-19;-892.0;-899.0;-899.0;19;-28
30.0;-15;-903.0;-928.0;-895.0;15;-24
31.0;6;-896.0;-942.0;-878.0;-6;-19
54.0;16;-897.0;-951.0;-890.0;-16;-18
45.0;5;-884.0;-898.0;-888.0;-5;-21
90.0;-9;-879.0;-912.0;-930.0;9;-23
-117.0;34;-878.0;-943.0;-904.0;-34;-27
34.0;17;-887.0;-931.0;-879.0;-17;-19
77.0;10;-826.0;-906.0;-856.0;-10;-19
65.0;-18;-969.0;-974.0;-941.0;18;-15
49.0;32;-886.0;-906.0;-871.0;-32;-22
44.0;12;-994.0;-978.0;-812.0;-12;-10
70.0;5;-978.0;-1009.0;-875.0;-5;-20
38.0;91;-897.0;-937.0;-878.0;-91;-20
48.0;-18;-868.0;-913.0;-863.0;18;-17
32.0;1;-908.0;-947.0;-907.0;-1;-19
-87.0;17;-923.0;-891.0;-850.0;-17;-16
76.0;48;-868.0;-909.0;-949.0;-48;-42
85.0;3;-959.0;-942.0;-949.0;-3;-25
7.0;13;-838.0;-914.0;-878.0;-13;-9
37.0;15;-890.0;-889.0;-891.0;-15;-14
-94.0;135;-1038.0;-1043.0;-864.0;-135;-14
-21.0;-83;-855.0;-793.0;-916.0;83;-18
6.0;14;-946.0;-952.0;-948.0;-14;-16
49.0;-28;-953.0;-917.0;-790.0;28;-17
90.0;-21;-986.0;-921.0;-785.0;21;-17
96.0;-30;-1034.0;-962.0;-883.0;30;-5
-28.0;33;-943.0;-937.0;-879.0;-33;-23
-5.0;36;-953.0;-943.0;-855.0;-36;-22
-49.0;-16;-951.0;-921.0;-836.0;16;-16
-61.0;16;-974.0;-955.0;-939.0;-16;-12
162.0;2;-984.0;-947.0;-811.0;-2;-14
-2.0;-30;-945.0;-922.0;-895.0;30;-14
-13.0;21;-948.0;-920.0;-971.0;-21;-22
-46.0;-24;-938.0;-892.0;-874.0;24;-19
-52.0;-26;-974.0;-885.0;-841.0;26;-23
-105.0;-9;-949.0;-881.0;-842.0;9;-21
22.0;63;-941.0;-976.0;-964.0;-63;-20
-75.0;43;-954.0;-953.0;-819.0;-43;-25
63.0;592;-922.0;-1000.0;-875.0;-592;-39
59.0;-2;-961.0;-940.0;-921.0;2;-23
39.0;3;-942.0;-956.0;-895.0;-3;-21
75.0;7;-964.0;-908.0;-796.0;-7;-18
47.0;13;-970.0;-895.0;-786.0;-13;-23
-81.0;12;-807.0;-1028.0;-997.0;-12;-21
-107.0;-9;-953.0;-905.0;-845.0;9;-19
-3.0;21;-969.0;-992.0;-943.0;-21;-35
-125.0;-5;-816.0;-912.0;-950.0;5;-24
56.0;28;-923.0;-967.0;-888.0;-28;-25
56.0;0;-921.0;-963.0;-900.0;0;-15
-36.0;-17;-827.0;-956.0;-889.0;17;-23
-11.0;19;-940.0;-935.0;-953.0;-19;-19
-22.0;34;-841.0;-985.0;-859.0;-34;-11
-90.0;20;-946.0;-866.0;-867.0;-20;-21
-95.0;-13;-716.0;-963.0;-913.0;13;-23
58.0;-34;-1016.0;-992.0;-822.0;34;-21
63.0;5;-946.0;-973.0;-953.0;-5;-16
-29.0;-3;-837.0;-982.0;-853.0;3;-23
-83.0;-11;-948.0;-908.0;-842.0;11;-26
-84.0;-10;-949.0;-883.0;-867.0;10;-20
-55.0;23;-945.0;-857.0;-871.0;-23;-17
-56.0;4;-948.0;-875.0;-861.0;-4;-23
78.0;24;-910.0;-937.0;-893.0;-24;-18
25.0;-48;-927.0;-933.0;-889.0;48;-21
6.0;66;-840.0;-987.0;-911.0;-66;-6
-48.0;-10;-948.0;-880.0;-829.0;10;-22
-81.0;19;-914.0;-909.0;-886.0;-19;-21
-40.0;2;-953.0;-912.0;-848.0;-2;-22
-110.0;23;-951.0;-889.0;-800.0;-23;-22
-20.0;-10;-953.0;-902.0;-858.0;10;-21
-30.0;-14;-958.0;-982.0;-914.0;14;-23
-62.0;27;-930.0;-918.0;-889.0;-27;-15
121.0;-40;-972.0;-758.0;-722.0;40;-16
66.0;-8;-918.0;-936.0;-840.0;8;-19
-30.0;-11;-957.0;-888.0;-816.0;11;-22
-31.0;-20;-951.0;-876.0;-803.0;20;-28
-2.0;-2;-917.0;-931.0;-901.0;2;-22
26.0;8;-929.0;-936.0;-793.0;-8;-18
-34.0;39;-883.0;-905.0;-729.0;-39;-15
-14.0;47;-925.0;-937.0;-856.0;-47;-25
-88.0;5;-889.0;-974.0;-896.0;-5;-19
-18.0;15;-960.0;-938.0;-776.0;-15;-20
-33.0;4;-961.0;-941.0;-775.0;-4;-27
-101.0;23;-944.0;-927.0;-928.0;-23;-20
-80.0;147;-763.0;-840.0;-842.0;-147;-64
-51.0;4;-966.0;-948.0;-760.0;-4;-25
-73.0;20;-959.0;-959.0;-796.0;-20;-21
69.0;-1;-968.0;-909.0;-828.0;1;-18
-9.0;6;-970.0;-991.0;-765.0;-6;-19
-46.0;-22;-992.0;-950.0;-784.0;22;-27
-81.0;0;-956.0;-954.0;-879.0;0;-16
-20.0;-23;-983.0;-983.0;-785.0;23;-26
-34.0;-13;-979.0;-974.0;-810.0;13;-24
-24.0;9;-982.0;-962.0;-870.0;-9;-18
135.0;14;-932.0;-873.0;-783.0;-14;-15
-5.0;-8;-965.0;-973.0;-890.0;8;-16
99.0;49;-946.0;-896.0;-813.0;-49;-23
-37.0;-14;-954.0;-971.0;-921.0;14;-22
-47.0;-44;-962.0;-917.0;-904.0;44;-23
-29.0;-9;-961.0;-911.0;-901.0;9;-19
-182.0;0;-860.0;-1019.0;-938.0;0;-21
-78.0;33;-863.0;-947.0;-873.0;-33;-20
35.0;0;-977.0;-960.0;-807.0;0;-21
5.0;26;-985.0;-976.0;-854.0;-26;-20
-18.0;15;-961.0;-990.0;-885.0;-15;-18
48.0;-21;-913.0;-949.0;-915.0;21;-19
-120.0;-6;-851.0;-925.0;-897.0;6;-25
-121.0;11;-876.0;-997.0;-939.0;-11;-24
57.0;10;-944.0;-894.0;-867.0;-10;-14
53.0;-4;-939.0;-959.0;-898.0;4;-24
-58.0;17;-952.0;-926.0;-820.0;-17;-18
-82.0;-38;-867.0;-901.0;-885.0;38;-19
-81.0;32;-874.0;-947.0;-846.0;-32;-16
-109.0;29;-944.0;-924.0;-858.0;-29;-23
-57.0;-8;-877.0;-968.0;-856.0;8;-25
-54.0;25;-976.0;-969.0;-806.0;-25;-22
-48.0;-22;-952.0;-903.0;-758.0;22;-21
101.0;22;-930.0;-952.0;-931.0;-22;-28
-96.0;-16;-949.0;-937.0;-674.0;16;-15
40.0;11;-954.0;-905.0;-816.0;-11;-18
72.0;17;-972.0;-921.0;-824.0;-17;-17
59.0;30;-946.0;-896.0;-840.0;-30;-16
62.0;3;-965.0;-913.0;-818.0;-3;-22
92.0;-27;-946.0;-944.0;-910.0;27;-17
35.0;-1;-959.0;-992.0;-954.0;1;-20
32.0;-4;-951.0;-1011.0;-932.0;4;-16
95.0;-4;-960.0;-890.0;-848.0;4;-15
63.0;-12;-959.0;-890.0;-864.0;12;-25
144.0;-50;-861.0;-1017.0;-923.0;50;-30
36.0;36;-882.0;-987.0;-852.0;-36;-16
41.0;25;-928.0;-973.0;-964.0;-25;-15
37.0;21;-946.0;-985.0;-968.0;-21;-21
-18.0;16;-961.0;-985.0;-956.0;-16;-20
-22.0;-4;-980.0;-938.0;-775.0;4;-27
-66.0;11;-977.0;-934.0;-815.0;-11;-19
61.0;26;-955.0;-946.0;-930.0;-26;-18
-87.0;3;-976.0;-956.0;-825.0;-3;-22
68.0;-31;-944.0;-872.0;-859.0;31;-19
71.0;12;-933.0;-949.0;-917.0;-12;-22
72.0;-4;-947.0;-902.0;-863.0;4;-17
53.0;110;-908.0;-974.0;-953.0;-110;-51
89.0;-9;-941.0;-956.0;-916.0;9;-17
52.0;-3;-936.0;-960.0;-909.0;3;-21
-91.0;33;-975.0;-927.0;-848.0;-33;-26
87.0;-24;-955.0;-914.0;-850.0;24;-16
-70.0;28;-984.0;-925.0;-869.0;-28;-22
-74.0;-4;-984.0;-933.0;-846.0;4;-19
80.0;-9;-957.0;-947.0;-936.0;9;-21
61.0;8;-960.0;-962.0;-888.0;-8;-18
92.0;-1;-963.0;-928.0;-857.0;1;-16
-74.0;-25;-920.0;-920.0;-917.0;25;-19
5.0;36;-940.0;-966.0;-973.0;-36;-18
-93.0;5;-882.0;-919.0;-947.0;-5;-21
-9.0;83;-999.0;-948.0;-675.0;-83;-16
81.0;-6;-952.0;-912.0;-853.0;6;-17
90.0;8;-951.0;-896.0;-872.0;-8;-18
-24.0;18;-965.0;-941.0;-760.0;-18;-16
-50.0;40;-940.0;-933.0;-854.0;-40;-29
-76.0;-35;-971.0;-915.0;-881.0;35;-20
-31.0;16;-959.0;-968.0;-959.0;-16;-18
-10.0;30;-926.0;-963.0;-960.0;-30;-18
43.0;-10;-941.0;-958.0;-920.0;10;-17
-96.0;-49;-974.0;-933.0;-807.0;49;-22
-84.0;2;-976.0;-925.0;-855.0;-2;-21
-108.0;13;-974.0;-928.0;-850.0;-13;-20
-82.0;-8;-963.0;-918.0;-891.0;8;-28
-108.0;-1;-933.0;-876.0;-880.0;1;-21
-120.0;32;-705.0;-953.0;-926.0;-32;-20
-87.0;-13;-961.0;-899.0;-902.0;13;-16
-70.0;29;-905.0;-974.0;-829.0;-29;-17
-101.0;22;-963.0;-891.0;-879.0;-22;-19
-89.0;-3;-964.0;-929.0;-874.0;3;-22
117.0;0;-955.0;-916.0;-883.0;0;-16
-84.0;2;-960.0;-924.0;-827.0;-2;-20
30.0;-3;-934.0;-976.0;-956.0;3;-21
-80.0;23;-952.0;-885.0;-869.0;-23;-20
53.0;-13;-941.0;-953.0;-910.0;13;-18
-35.0;19;-961.0;-968.0;-946.0;-19;-19
46.0;0;-950.0;-993.0;-957.0;0;-25
-99.0;-2;-961.0;-878.0;-867.0;2;-21
5.0;33;-847.0;-940.0;-885.0;-33;-24
-90.0;0;-963.0;-780.0;-836.0;0;-21
96.0;4;-960.0;-952.0;-925.0;-4;-24
15.0;19;-953.0;-1003.0;-979.0;-19;-17
-16.0;28;-949.0;-957.0;-965.0;-28;-17
-80.0;-12;-954.0;-954.0;-914.0;12;-16
43.0;16;-938.0;-957.0;-906.0;-16;-19
84.0;-5;-961.0;-930.0;-861.0;5;-16
70.0;-12;-939.0;-950.0;-913.0;12;-20
87.0;1;-956.0;-919.0;-847.0;-1;-15
54.0;-36;-946.0;-950.0;-932.0;36;-20
192.0;121;-888.0;-858.0;-914.0;-121;-4
60.0;-3;-945.0;-938.0;-925.0;3;-18
78.0;4;-958.0;-955.0;-921.0;-4;-21
72.0;3;-948.0;-944.0;-936.0;-3;-16
32.0;10;-878.0;-920.0;-899.0;-10;-15
98.0;73;-809.0;-876.0;-780.0;-73;-60
84.0;-2;-919.0;-961.0;-924.0;2;-20
57.0;-16;-952.0;-956.0;-919.0;16;-14
3.0;-3;-954.0;-943.0;-897.0;3;-21
42.0;72;-1043.0;-1084.0;-848.0;-72;-1
-62.0;32;-936.0;-933.0;-886.0;-32;-22
-121.0;12;-938.0;-918.0;-846.0;-12;-22
89.0;-4;-939.0;-930.0;-940.0;4;-20
-59.0;-21;-959.0;-860.0;-803.0;21;-18
79.0;-26;-955.0;-973.0;-922.0;26;-17
62.0;-17;-958.0;-981.0;-929.0;17;-22
51.0;-4;-953.0;-945.0;-909.0;4;-17
49.0;25;-982.0;-939.0;-695.0;-25;-15
43.0;-21;-949.0;-918.0;-759.0;21;-21
-7.0;35;-960.0;-912.0;-836.0;-35;-18
62.0;33;-966.0;-966.0;-891.0;-33;-17
-107.0;55;-947.0;-936.0;-790.0;-55;-14
-45.0;-31;-950.0;-920.0;-787.0;31;-29
-29.0;-23;-962.0;-972.0;-784.0;23;-18
43.0;-8;-998.0;-975.0;-866.0;8;-25
65.0;-4;-924.0;-934.0;-932.0;4;-16
-77.0;-10;-956.0;-856.0;-809.0;10;-23
173.0;-453;-977.0;-1001.0;-948.0;453;-146
203.0;31;-966.0;-998.0;-886.0;-31;-169
61.0;7;-960.0;-933.0;-828.0;-7;-19
-67.0;-20;-966.0;-914.0;-768.0;20;-27
-62.0;-19;-970.0;-919.0;-771.0;19;-19
54.0;159;-829.0;-795.0;-871.0;-159;616
143.0;-3;-897.0;-976.0;-780.0;3;-23
32.0;-44;-885.0;-867.0;-974.0;44;-18
-83.0;-3328;-912.0;-998.0;-853.0;3328;389
-69.0;-12;-970.0;-919.0;-822.0;12;-20
-90.0;-13;-967.0;-903.0;-819.0;13;-21
-69.0;11;-964.0;-882.0;-846.0;-11;-19
-72.0;5;-961.0;-864.0;-842.0;-5;-18
-82.0;12;-968.0;-886.0;-851.0;-12;-17
-81.0;12;-963.0;-913.0;-853.0;-12;-23
-21.0;-26;-926.0;-979.0;-948.0;26;-20
-92.0;-12;-952.0;-864.0;-777.0;12;-22
-9.0;-32;-980.0;-935.0;-928.0;32;-28
70.0;37;-965.0;-963.0;-895.0;-37;-21
71.0;-22;-952.0;-935.0;-909.0;22;-13
48.0;27;-961.0;-977.0;-865.0;-27;-20
-32.0;21;-903.0;-995.0;-974.0;-21;-29
76.0;-14;-953.0;-938.0;-920.0;14;-18
-92.0;25;-936.0;-882.0;-689.0;-25;-24
61.0;22;-954.0;-966.0;-854.0;-22;-17
71.0;17;-953.0;-966.0;-855.0;-17;-17
-57.0;11;-952.0;-949.0;-908.0;-11;-19
-111.0;-4;-929.0;-886.0;-861.0;4;-20
80.0;10;-952.0;-962.0;-858.0;-10;-14
61.0;11;-953.0;-963.0;-863.0;-11;-16
72.0;-14;-954.0;-964.0;-860.0;14;-22
-64.0;3;-975.0;-947.0;-944.0;-3;-16
-158.0;-17;-809.0;-823.0;-842.0;17;-15
-52.0;11;-957.0;-873.0;-884.0;-11;-21
71.0;6;-953.0;-958.0;-868.0;-6;-14
71.0;7;-954.0;-951.0;-912.0;-7;-13
72.0;-24;-968.0;-961.0;-806.0;24;-14
39.0;20;-959.0;-984.0;-730.0;-20;-18
-25.0;22;-978.0;-902.0;-746.0;-22;-22
4.0;21;-990.0;-969.0;-796.0;-21;-14
-25.0;33;-978.0;-965.0;-812.0;-33;-16
69.0;12;-951.0;-962.0;-855.0;-12;-18
41.0;17;-948.0;-966.0;-857.0;-17;-23
70.0;10;-953.0;-966.0;-865.0;-10;-17
60.0;-22;-950.0;-960.0;-864.0;22;-17
80.0;-6;-949.0;-967.0;-864.0;6;-16
-21.0;-9;-990.0;-940.0;-839.0;9;-23
61.0;28;-956.0;-965.0;-917.0;-28;-16
67.0;8;-949.0;-969.0;-861.0;-8;-27
73.0;5;-947.0;-956.0;-869.0;-5;-18
84.0;-15;-946.0;-955.0;-880.0;15;-18
56.0;-2;-947.0;-954.0;-864.0;2;-13
49.0;4;-955.0;-947.0;-913.0;-4;-14
58.0;38;-930.0;-976.0;-941.0;-38;-14
48.0;-4;-945.0;-960.0;-870.0;4;-17
45.0;-16;-950.0;-951.0;-911.0;16;-18
68.0;3;-953.0;-954.0;-923.0;-3;-16
-15.0;-10;-958.0;-932.0;-969.0;10;-14
-17.0;-5;-894.0;-894.0;-944.0;5;3
81.0;-9;-946.0;-949.0;-879.0;9;-15
68.0;0;-954.0;-961.0;-919.0;0;-17
13.0;419;-643.0;-679.0;-633.0;-419;40
68.0;149;-822.0;-866.0;-850.0;-149;5
70.0;-2;-949.0;-950.0;-884.0;2;-22
72.0;7;-956.0;-961.0;-918.0;-7;-14
72.0;-5;-954.0;-958.0;-931.0;5;-21
73.0;-29;-950.0;-954.0;-878.0;29;-15
-38.0;30;-947.0;-935.0;-960.0;-30;-15
31.0;5;-954.0;-962.0;-966.0;-5;-18
67.0;-23;-947.0;-969.0;-880.0;23;-17
69.0;-4;-953.0;-951.0;-884.0;4;-21
83.0;4;-952.0;-945.0;-873.0;-4;-15
79.0;-1;-938.0;-934.0;-871.0;1;-16
-10.0;-29;-896.0;-859.0;-922.0;29;-22
75.0;-14;-949.0;-974.0;-915.0;14;-16
63.0;-3;-957.0;-913.0;-799.0;3;-20
-7.0;-45;-920.0;-962.0;-918.0;45;-6
100.0;-16;-918.0;-910.0;-899.0;16;-17
73.0;-9;-953.0;-955.0;-919.0;9;-17
-89.0;3;-957.0;-960.0;-824.0;-3;-19
80.0;-9;-951.0;-954.0;-915.0;9;-20
83.0;-41;-952.0;-957.0;-931.0;41;-26
100.0;7;-952.0;-951.0;-928.0;-7;-16
78.0;-14;-951.0;-945.0;-926.0;14;-16
-141.0;4;-905.0;-792.0;-895.0;-4;-20
106.0;-3;-956.0;-953.0;-923.0;3;-23
85.0;32;-951.0;-965.0;-933.0;-32;-15
-92.0;8;-958.0;-956.0;-949.0;-8;-22
-210.0;78;-886.0;-694.0;-975.0;-78;-25
49.0;-27;-931.0;-964.0;-946.0;27;-36
-38.0;16;-822.0;-873.0;-922.0;-16;-24
-82.0;-6;-965.0;-952.0;-930.0;6;-20
40.0;33;-952.0;-959.0;-968.0;-33;-23
62.0;3;-950.0;-985.0;-919.0;-3;-7
60.0;28;-923.0;-941.0;-954.0;-28;-17
-76.0;20;-963.0;-949.0;-903.0;-20;-17
-72.0;0;-950.0;-921.0;-875.0;0;-18
53.0;-25;-936.0;-989.0;-903.0;25;-19
-69.0;26;-958.0;-926.0;-894.0;-26;-18
111.0;17;-902.0;-832.0;-997.0;-17;-5
38.0;-8;-903.0;-932.0;-951.0;8;-22
51.0;-15;-936.0;-954.0;-934.0;15;-21
9.0;21;-940.0;-921.0;-789.0;-21;-25
110.0;61;-947.0;-960.0;-851.0;-61;-24
-27.0;43;-950.0;-941.0;-791.0;-43;-16
67.0;115;-972.0;-942.0;-875.0;-115;-16
78.0;16;-883.0;-892.0;-888.0;-16;-15
111.0;-15;-947.0;-955.0;-860.0;15;-18
-115.0;-9;-933.0;-898.0;-915.0;9;-20
69.0;9;-908.0;-893.0;-890.0;-9;-19
22.0;-27;-863.0;-956.0;-936.0;27;-22
1.0;8;-860.0;-999.0;-922.0;-8;-23
-102.0;6;-923.0;-905.0;-872.0;-6;-17
-6.0;26;-838.0;-999.0;-927.0;-26;-24
3.0;-9;-877.0;-1005.0;-874.0;9;-20
-107.0;34;-935.0;-931.0;-874.0;-34;-26
-34.0;-4;-885.0;-1003.0;-824.0;4;-22
-94.0;21;-934.0;-921.0;-911.0;-21;-21
123.0;-16;-946.0;-954.0;-878.0;16;-18
26.0;-21;-919.0;-908.0;-795.0;21;-26
-87.0;3;-944.0;-940.0;-911.0;-3;-22
49.0;-23;-955.0;-1015.0;-929.0;23;-22
-123.0;7;-951.0;-944.0;-917.0;-7;-13
38.0;1;-957.0;-1013.0;-915.0;-1;-23
121.0;34;-952.0;-950.0;-863.0;-34;-18
69.0;13;-933.0;-894.0;-766.0;-13;-21
14.0;19;-964.0;-992.0;-922.0;-19;-5
27.0;18;-959.0;-1007.0;-910.0;-18;-19
75.0;-25;-950.0;-876.0;-831.0;25;-11
98.0;-7;-951.0;-919.0;-919.0;7;-20
70.0;1;-933.0;-865.0;-834.0;-1;-25
68.0;20;-960.0;-1008.0;-913.0;-20;-18
639.0;77;-939.0;-936.0;-731.0;-77;-71
78.0;-7;-951.0;-955.0;-932.0;7;-22
11.0;-10;-967.0;-877.0;-764.0;10;-21
-7.0;1;-829.0;-826.0;-793.0;-1;-18
-14.0;-23;-958.0;-861.0;-799.0;23;-21
2.0;-9;-947.0;-872.0;-776.0;9;-22
97.0;-12;-993.0;-929.0;-957.0;12;-19
0.0;-20;-950.0;-887.0;-780.0;20;-21
