InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameX
-38;5;15;79.0;74;103.0;5
-24;-40;20;36.0;79;214.0;-40
-24;-21;20;22.0;70;207.0;-21
-24;-27;20;30.0;69;201.0;-27
-24;25;20;48.0;68;226.0;25
-22;-9;19;213.0;85;365.0;-9
-23;-15;15;173.0;19;358.0;-15
-23;-34;16;154.0;71;351.0;-34
-23;-62;16;140.0;71;348.0;-62
-23;25;16;129.0;64;345.0;25
-24;-19;21;139.0;75;370.0;-19
-68;-3436;67;119.0;-881;333.0;-3436
-17;37;20;130.0;65;175.0;37
-24;-25;21;70.0;72;179.0;-25
-24;21;21;71.0;67;173.0;21
-38;-2;15;22.0;73;115.0;-2
-24;32;21;74.0;69;171.0;32
-24;28;21;77.0;71;170.0;28
-24;37;21;80.0;70;169.0;37
-24;22;21;85.0;72;169.0;22
-24;31;21;85.0;72;170.0;31
-24;18;21;86.0;73;170.0;18
-24;0;21;78.0;71;173.0;0
-24;11;21;76.0;74;172.0;11
-24;6;21;67.0;76;172.0;6
-24;-13;21;66.0;74;172.0;-13
-23;-102;20;56.0;66;125.0;-102
-24;5;21;68.0;73;171.0;5
-24;35;21;67.0;69;171.0;35
-24;-14;21;66.0;74;169.0;-14
-24;-10;21;66.0;74;169.0;-10
-24;-10;21;66.0;74;170.0;-10
-24;29;21;65.0;71;171.0;29
-24;18;21;66.0;77;172.0;18
-24;8;21;65.0;77;173.0;8
-24;28;21;63.0;72;173.0;28
-24;1;21;60.0;72;174.0;1
-24;-1;21;53.0;74;177.0;-1
-24;0;21;51.0;72;177.0;0
-24;9;21;50.0;74;176.0;9
-24;-18;21;51.0;73;176.0;-18
-24;-10;21;49.0;69;176.0;-10
-24;4;21;45.0;71;178.0;4
-25;9;15;146.0;70;139.0;9
-25;11;14;151.0;68;147.0;11
-25;14;14;154.0;71;153.0;14
-25;1;14;155.0;71;159.0;1
-25;-7;14;155.0;68;164.0;-7
-25;-21;14;165.0;73;179.0;-21
-24;-21;21;34.0;73;184.0;-21
-24;13;21;30.0;73;186.0;13
-24;14;21;25.0;70;188.0;14
-24;-18;21;23.0;75;188.0;-18
-24;-63;20;146.0;69;329.0;-63
-23;40;16;142.0;66;329.0;40
-23;46;16;145.0;67;327.0;46
-23;32;16;148.0;73;327.0;32
-23;38;16;149.0;73;327.0;38
-23;33;16;133.0;63;323.0;33
-25;-346;22;300.0;72;327.0;-346
-24;-165;21;132.0;59;116.0;-165
-25;-13;14;162.0;71;169.0;-13
-25;1;15;173.0;75;176.0;1
-69;-1141;8;251.0;220;557.0;-1141
-32;81;19;-92.0;89;-236.0;81
-23;-263;19;-45.0;53;-233.0;-263
-29;4;21;110.0;84;425.0;4
-35;339;16;-384.0;88;-659.0;339
-17;39;19;121.0;94;154.0;39
-26;-20;18;-16.0;70;253.0;-20
-29;-16;21;108.0;87;424.0;-16
-29;-21;21;107.0;87;424.0;-21
-24;0;20;13.0;70;197.0;0
-29;-2;21;101.0;89;422.0;-2
-22;126;18;409.0;77;312.0;126
-20;-380;-4;619.0;112;655.0;-380
-24;-1;20;9.0;72;197.0;-1
-29;-9;21;96.0;85;427.0;-9
-24;4;20;4.0;68;199.0;4
-24;26;20;1.0;69;200.0;26
-24;9;20;-3.0;71;202.0;9
-30;-137;26;-163.0;90;185.0;-137
-26;-46;20;-107.0;77;247.0;-46
-25;5;18;-96.0;75;340.0;5
-24;18;20;-10.0;74;207.0;18
-30;30;18;12.0;93;349.0;30
-26;39;18;187.0;70;218.0;39
-24;-10;20;-8.0;68;204.0;-10
-18;193;15;185.0;59;82.0;193
-20;180;16;518.0;51;563.0;180
-24;-9;20;-8.0;72;199.0;-9
-19;-160;21;191.0;56;336.0;-160
-28;29;21;271.0;82;394.0;29
-22;83;19;217.0;68;369.0;83
-24;-10;20;-8.0;70;194.0;-10
-24;-17;20;-9.0;64;192.0;-17
-24;-267;28;-472.0;56;-496.0;-267
-57;-746;7;454.0;207;621.0;-746
-42;-113;23;236.0;119;475.0;-113
-29;-96;22;188.0;87;375.0;-96
-24;-45;20;-7.0;69;191.0;-45
-40;-1432;15;280.0;-622;440.0;-1432
-28;54;20;67.0;83;371.0;54
-28;144;27;-67.0;89;-64.0;144
-25;42;21;84.0;68;345.0;42
-67;-305;-98;431.0;1963;578.0;-305
-24;39;21;19.0;71;316.0;39
-26;72;20;-15.0;75;251.0;72
-44;111;31;-34.0;167;276.0;111
-24;27;20;84.0;72;372.0;27
-25;3;18;62.0;71;410.0;3
-25;-10;18;63.0;71;415.0;-10
-39;1625;35;-30.0;-805;301.0;1625
-25;-29;18;28.0;68;415.0;-29
-24;-3;20;67.0;71;388.0;-3
-23;31;19;-8.0;69;108.0;31
-25;4;18;30.0;72;366.0;4
-24;-21;20;27.0;70;341.0;-21
-25;12;20;-27.0;77;342.0;12
-25;-9;20;23.0;75;342.0;-9
-24;2;21;138.0;76;404.0;2
-24;13;20;27.0;73;347.0;13
-30;-61;18;-10.0;71;322.0;-61
-24;9;20;38.0;69;352.0;9
-24;2;20;49.0;67;355.0;2
-24;17;20;62.0;67;358.0;17
-35;-10;22;-479.0;69;-669.0;-10
-24;-43;14;117.0;78;-38.0;-43
-25;-24;15;172.0;79;120.0;-24
-25;-42;15;202.0;74;100.0;-42
-25;-9;15;200.0;76;84.0;-9
-25;48;20;320.0;70;283.0;48
-25;-45;20;279.0;74;249.0;-45
-23;-85;25;-46.0;62;11.0;-85
-24;21;20;76.0;70;358.0;21
-21;15;26;283.0;76;90.0;15
-22;-70;26;326.0;77;165.0;-70
-28;-6;32;156.0;84;414.0;-6
-28;-11;21;117.0;83;430.0;-11
-42;-31;31;229.0;138;207.0;-31
-27;-7;21;106.0;78;455.0;-7
-52;-23;3;137.0;170;483.0;-23
-27;-10;21;131.0;87;428.0;-10
-26;57;20;206.0;76;321.0;57
-26;64;21;-41.0;75;302.0;64
-28;-2363;29;-166.0;31;186.0;-2363
-20;1;16;499.0;61;569.0;1
-25;-20;17;362.0;72;470.0;-20
-20;-36;19;650.0;70;366.0;-36
-29;-3;21;113.0;83;419.0;-3
-30;-12;18;42.0;67;361.0;-12
-28;-50;18;13.0;84;354.0;-50
-22;11;19;215.0;75;369.0;11
-45;7;31;278.0;-499;406.0;7
-29;5;21;108.0;87;418.0;5
-29;8;21;94.0;84;428.0;8
-29;-15;21;102.0;87;417.0;-15
-38;-53;15;81.0;70;74.0;-53
-23;1054;18;-234.0;241;-544.0;1054
-24;19;20;152.0;73;113.0;19
-20;-100;16;525.0;62;563.0;-100
-28;-48;20;70.0;78;371.0;-48
-24;5;20;0.0;74;267.0;5
-25;-20;17;298.0;73;466.0;-20
-24;-205;20;16.0;59;629.0;-205
-30;20;20;250.0;84;450.0;20
-24;-20;20;12.0;72;267.0;-20
-26;-12;18;-3.0;76;284.0;-12
-29;32;29;-17.0;79;271.0;32
-29;-18;21;104.0;86;417.0;-18
-29;-7;21;103.0;89;417.0;-7
-28;-20;18;-87.0;80;-584.0;-20
-31;-4;20;-137.0;93;-236.0;-4
-24;41;21;66.0;71;173.0;41
-21;-3;18;-61.0;68;107.0;-3
-31;6;19;-352.0;90;-233.0;6
-51;2091;6;-44.0;335;72.0;2091
-33;-133;31;97.0;77;405.0;-133
-50;7;1;103.0;246;402.0;7
-28;1;20;68.0;79;374.0;1
-28;15;20;68.0;80;372.0;15
-11;3540;31;-235.0;261;-113.0;3540
-28;-21;20;67.0;83;367.0;-21
-28;31;20;78.0;80;360.0;31
-26;67;21;106.0;82;260.0;67
-25;62;20;116.0;72;266.0;62
-25;25;17;346.0;72;470.0;25
-25;62;20;118.0;75;277.0;62
-25;0;20;36.0;68;341.0;0
-28;-19;20;66.0;79;376.0;-19
-28;11;20;58.0;85;376.0;11
-24;39;21;44.0;75;179.0;39
-28;14;20;54.0;81;372.0;14
-25;-6;20;-45.0;75;352.0;-6
-28;-56;20;122.0;87;371.0;-56
-73;-332;64;-382.0;1121;-311.0;-332
-30;-41;20;23.0;85;-255.0;-41
-28;33;20;115.0;83;370.0;33
-29;90;22;116.0;84;437.0;90
-28;-47;20;99.0;80;377.0;-47
-24;26;21;-3.0;76;197.0;26
-29;-41;20;126.0;80;403.0;-41
-29;-31;20;128.0;78;405.0;-31
-25;-48;17;215.0;73;478.0;-48
-28;28;21;216.0;77;465.0;28
-28;-101;15;336.0;75;556.0;-101
-24;21;21;-7.0;71;198.0;21
-29;11;20;180.0;85;413.0;11
-29;-14;20;198.0;85;394.0;-14
-24;8;21;-15.0;69;202.0;8
-22;37;19;213.0;74;370.0;37
-24;278;15;555.0;254;675.0;278
-20;-21;19;216.0;71;388.0;-21
-22;33;19;-212.0;66;122.0;33
-30;-34;21;168.0;91;410.0;-34
-20;42;19;660.0;61;370.0;42
-18;-949;38;34.0;-3;-382.0;-949
-25;-256;35;172.0;89;631.0;-256
-29;38;28;-122.0;75;220.0;38
-25;-35;19;158.0;84;410.0;-35
-24;-60;21;13.0;72;220.0;-60
-6;-159;48;530.0;840;534.0;-159
-27;187;19;227.0;79;338.0;187
-38;-1412;20;-528.0;-66;-538.0;-1412
-21;66;26;126.0;79;300.0;66
-27;44;15;180.0;88;35.0;44
-24;12;21;149.0;71;77.0;12
-29;-949;20;-327.0;77;22.0;-949
-25;-10;18;128.0;74;402.0;-10
-31;-20;21;131.0;88;435.0;-20
-25;2;18;145.0;72;414.0;2
-25;290;34;240.0;88;635.0;290
-23;51;16;130.0;60;321.0;51
-27;0;21;141.0;79;427.0;0
-25;-34;18;6.0;69;383.0;-34
-27;15;21;132.0;83;440.0;15
-25;-18;18;34.0;67;369.0;-18
-23;54;16;117.0;71;335.0;54
-27;64;18;148.0;82;450.0;64
-14;1016;20;309.0;143;545.0;1016
-23;53;16;119.0;75;334.0;53
-28;3;11;-12.0;100;-92.0;3
-23;614;-4;595.0;33;489.0;614
-31;-49;21;133.0;87;436.0;-49
13;62;21;-257.0;305;109.0;62
1;-1649;33;60.0;1716;413.0;-1649
-25;-69;18;87.0;73;475.0;-69
-31;-94;20;-370.0;83;61.0;-94
-41;467;26;6.0;101;-267.0;467
-25;-2;19;208.0;75;486.0;-2
-24;-2;18;558.0;66;-390.0;-2
-27;-9;21;136.0;80;500.0;-9
-29;-1;21;92.0;88;428.0;-1
-21;6;18;-369.0;71;650.0;6
-21;-64;18;-412.0;74;636.0;-64
-29;-21;21;98.0;84;427.0;-21
-29;17;21;109.0;87;425.0;17
-28;-10;19;152.0;72;451.0;-10
-25;-34;17;101.0;72;510.0;-34
-33;42;20;250.0;-1695;679.0;42
-25;24;18;46.0;73;390.0;24
-23;6;-2;-57.0;73;428.0;6
-28;2;21;69.0;83;441.0;2
-24;48;20;91.0;77;446.0;48
-74;271;-43;346.0;908;504.0;271
-27;-5;20;-42.0;79;509.0;-5
-26;-1;21;328.0;78;685.0;-1
-25;-50;20;75.0;77;470.0;-50
-26;-2;16;592.0;72;727.0;-2
-27;25;21;114.0;79;468.0;25
-25;-30;18;71.0;70;488.0;-30
-72;-499;114;-493.0;548;686.0;-499
-31;30;21;151.0;84;438.0;30
-25;-18;21;131.0;76;567.0;-18
-31;6;21;151.0;81;437.0;6
-25;-4;17;89.0;70;519.0;-4
-28;-17;21;50.0;79;456.0;-17
-25;33;18;19.0;72;430.0;33
-25;40;17;162.0;69;506.0;40
-26;37;17;55.0;70;471.0;37
-26;-20;18;94.0;82;473.0;-20
-26;-12;21;230.0;79;568.0;-12
-26;21;21;110.0;83;697.0;21
-22;-4;23;388.0;69;288.0;-4
-41;101;22;264.0;108;578.0;101
-43;-571;17;-403.0;76;-553.0;-571
-26;-19;21;88.0;79;433.0;-19
-27;-5;21;75.0;83;495.0;-5
-30;-47;21;84.0;81;428.0;-47
-29;22;21;90.0;86;428.0;22
-86;456;70;-521.0;1321;-628.0;456
-29;2;21;61.0;84;493.0;2
-27;24;21;125.0;77;440.0;24
39;46;9;-504.0;551;589.0;46
-25;-39;17;159.0;66;657.0;-39
-27;-63;21;-8.0;82;462.0;-63
-25;11;18;84.0;70;485.0;11
-25;58;20;-42.0;76;406.0;58
-25;0;18;17.0;70;434.0;0
-25;29;17;86.0;73;508.0;29
-30;19;20;112.0;83;-278.0;19
