InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit RLA gyroX
99.0;-435.0;-173.0;245.0;681.0;-93;762.0;225.0;634.0;-161.0;160.0;292.0;-59.0
-376.0;-99.0;-603.0;509.0;514.0;165;654.0;-11.0;384.0;-140.0;-55.0;76.0;15.0
-352.0;-81.0;-513.0;535.0;531.0;165;654.0;31.0;391.0;-135.0;-38.0;32.0;149.0
-339.0;-279.0;-691.0;544.0;677.0;138;620.0;298.0;419.0;112.0;288.0;51.0;406.0
49.0;-169.0;-245.0;555.0;811.0;-45;548.0;575.0;386.0;73.0;-304.0;3.0;394.0
-330.0;-100.0;-275.0;499.0;562.0;165;655.0;-9.0;420.0;-73.0;-23.0;65.0;40.0
-336.0;-95.0;-372.0;493.0;546.0;165;657.0;-53.0;425.0;-65.0;-42.0;65.0;-176.0
-326.0;-71.0;-454.0;487.0;560.0;165;659.0;-37.0;401.0;7.0;-16.0;55.0;-32.0
-378.0;-330.0;-727.0;590.0;652.0;138;615.0;207.0;414.0;-61.0;116.0;122.0;56.0
-361.0;-61.0;-559.0;491.0;513.0;166;654.0;4.0;362.0;-136.0;-75.0;19.0;-66.0
-349.0;-69.0;-492.0;519.0;530.0;166;654.0;-80.0;365.0;27.0;-19.0;24.0;48.0
-356.0;-83.0;-557.0;488.0;501.0;166;653.0;-33.0;370.0;33.0;-1.0;13.0;90.0
-377.0;-95.0;-666.0;503.0;436.0;166;654.0;-75.0;392.0;-39.0;-40.0;60.0;-179.0
-339.0;0.0;-578.0;480.0;237.0;-179;659.0;-73.0;88.0;-1099.0;-211.0;-61.0;2.0
-49.0;-365.0;98.0;640.0;348.0;-50;174.0;289.0;289.0;5.0;-324.0;396.0;778.0
-347.0;34.0;-580.0;396.0;217.0;-143;653.0;-602.0;102.0;485.0;-421.0;-19.0;-99.0
-394.0;-299.0;119.0;441.0;-38.0;10;547.0;-24.0;520.0;-116.0;-64.0;156.0;21.0
-387.0;-304.0;126.0;471.0;-38.0;10;538.0;84.0;511.0;-114.0;4.0;260.0;63.0
-394.0;-299.0;-685.0;485.0;477.0;44;623.0;779.0;591.0;178.0;332.0;193.0;201.0
197.0;-291.0;-130.0;875.0;-505.0;-108;618.0;10.0;74.0;-85.0;-51.0;111.0;-39.0
-84.0;-232.0;-342.0;968.0;69.0;-106;590.0;12.0;-425.0;-49.0;-95.0;-71.0;170.0
140.0;-278.0;-163.0;935.0;-513.0;-108;646.0;-5.0;83.0;-88.0;-48.0;84.0;-21.0
150.0;-283.0;-148.0;926.0;-492.0;-108;639.0;0.0;87.0;-97.0;-55.0;116.0;-33.0
149.0;-293.0;-147.0;942.0;-492.0;-108;638.0;-13.0;87.0;-94.0;-36.0;117.0;-54.0
147.0;-296.0;-149.0;951.0;-486.0;-108;637.0;-18.0;86.0;-73.0;-18.0;117.0;1.0
146.0;-299.0;-146.0;950.0;-486.0;-108;637.0;16.0;84.0;-60.0;-34.0;106.0;5.0
145.0;-303.0;-149.0;953.0;-488.0;-108;634.0;-33.0;85.0;-26.0;1.0;150.0;46.0
141.0;-290.0;-155.0;959.0;-490.0;-108;633.0;-8.0;85.0;-96.0;-39.0;128.0;50.0
131.0;-288.0;-162.0;939.0;-497.0;-108;634.0;48.0;82.0;-44.0;-2.0;86.0;88.0
-28.0;-101.0;-275.0;937.0;-618.0;-107;662.0;-15.0;55.0;-284.0;60.0;48.0;-230.0
-173.0;-71.0;-338.0;910.0;-733.0;-105;731.0;7.0;12.0;-83.0;-51.0;-88.0;32.0
109.0;-290.0;-201.0;953.0;-514.0;-109;654.0;-18.0;63.0;-82.0;-38.0;112.0;-12.0
-291.0;-155.0;-422.0;941.0;-158.0;-155;577.0;53.0;270.0;-252.0;202.0;155.0;795.0
111.0;-285.0;-200.0;941.0;-513.0;-109;653.0;-6.0;64.0;-56.0;-32.0;107.0;-14.0
110.0;-295.0;-200.0;929.0;-512.0;-109;657.0;-2.0;66.0;-69.0;1.0;115.0;7.0
105.0;-288.0;-206.0;958.0;-511.0;-109;657.0;-15.0;66.0;-58.0;-60.0;113.0;-7.0
104.0;-298.0;-202.0;965.0;-502.0;-109;654.0;-21.0;64.0;-62.0;-18.0;126.0;3.0
109.0;-296.0;-199.0;961.0;-499.0;-109;653.0;-1.0;64.0;-66.0;-46.0;129.0;-23.0
109.0;-312.0;-198.0;951.0;-500.0;-109;652.0;-34.0;66.0;-69.0;-29.0;122.0;25.0
104.0;-291.0;-204.0;943.0;-503.0;-109;650.0;6.0;64.0;-30.0;-31.0;117.0;45.0
98.0;-300.0;-209.0;973.0;-502.0;-109;648.0;54.0;62.0;-63.0;-10.0;135.0;-32.0
152.0;-292.0;-225.0;1009.0;-356.0;-103;571.0;-21.0;-21.0;-118.0;-179.0;65.0;-51.0
157.0;-283.0;-220.0;1008.0;-356.0;-103;571.0;-45.0;-19.0;-152.0;-163.0;86.0;-6.0
-379.0;-110.0;-537.0;538.0;538.0;165;654.0;0.0;378.0;-116.0;-74.0;44.0;123.0
-2.0;-238.0;-793.0;620.0;647.0;-97;534.0;7.0;495.0;-46.0;-25.0;67.0;2.0
-26.0;-238.0;-771.0;357.0;638.0;-90;507.0;-2.0;454.0;-55.0;-55.0;40.0;3.0
-49.0;-275.0;-847.0;346.0;544.0;-110;498.0;-52.0;472.0;-112.0;-57.0;143.0;-78.0
-102.0;-283.0;-907.0;323.0;536.0;-110;507.0;-99.0;461.0;-53.0;-113.0;112.0;-135.0
-38.0;-277.0;-836.0;365.0;551.0;-110;500.0;-98.0;469.0;-105.0;-67.0;150.0;-31.0
-20.0;-292.0;-820.0;356.0;562.0;-110;500.0;-72.0;469.0;-74.0;-79.0;159.0;-86.0
-16.0;-291.0;-821.0;366.0;560.0;-110;498.0;-80.0;467.0;-70.0;-69.0;161.0;-104.0
-23.0;-279.0;-835.0;343.0;572.0;-110;491.0;5.0;447.0;11.0;39.0;80.0;97.0
-32.0;-277.0;-829.0;368.0;556.0;-110;502.0;77.0;474.0;25.0;144.0;154.0;213.0
-26.0;-246.0;-771.0;347.0;634.0;-90;505.0;14.0;452.0;-39.0;-45.0;49.0;-2.0
299.0;-276.0;-65.0;996.0;-354.0;-102;591.0;-67.0;42.0;-47.0;-47.0;105.0;-5.0
-25.0;-244.0;-772.0;355.0;635.0;-90;506.0;-7.0;452.0;-41.0;-15.0;47.0;-8.0
-293.0;-367.0;-531.0;573.0;686.0;162;638.0;-222.0;650.0;-289.0;-280.0;333.0;325.0
301.0;-283.0;-64.0;1008.0;-354.0;-102;588.0;-26.0;44.0;-53.0;-57.0;116.0;16.0
267.0;-250.0;-101.0;970.0;-361.0;-104;623.0;9.0;9.0;-31.0;19.0;47.0;23.0
349.0;-302.0;119.0;903.0;-142.0;-154;507.0;91.0;91.0;627.0;-1.0;242.0;404.0
248.0;-267.0;-112.0;1016.0;-355.0;-103;610.0;-123.0;26.0;-225.0;-77.0;71.0;-28.0
294.0;-287.0;-73.0;1010.0;-356.0;-102;591.0;-65.0;43.0;-101.0;-93.0;104.0;109.0
278.0;-259.0;-89.0;990.0;-364.0;-102;588.0;-84.0;39.0;-45.0;-81.0;91.0;85.0
-342.0;-112.0;-611.0;512.0;459.0;165;660.0;159.0;402.0;-552.0;-8.0;97.0;271.0
-381.0;-86.0;-583.0;490.0;511.0;165;654.0;62.0;370.0;-149.0;1.0;24.0;-280.0
-358.0;-104.0;-729.0;529.0;444.0;165;661.0;-25.0;427.0;-67.0;-14.0;67.0;125.0
277.0;-253.0;-94.0;1019.0;-363.0;-102;587.0;-29.0;39.0;-60.0;-10.0;113.0;-70.0
-364.0;-97.0;-824.0;487.0;423.0;165;661.0;-73.0;430.0;-123.0;-79.0;46.0;-63.0
-94.0;-568.0;-53.0;420.0;-526.0;-6;346.0;-712.0;240.0;-629.0;-796.0;507.0;-228.0
-63.0;-267.0;-792.0;273.0;607.0;-90;526.0;365.0;446.0;319.0;400.0;43.0;376.0
-386.0;-87.0;-834.0;500.0;411.0;166;654.0;-46.0;395.0;-80.0;-60.0;61.0;-268.0
273.0;-195.0;-11.0;934.0;-213.0;-154;565.0;-232.0;273.0;-253.0;-115.0;299.0;272.0
74.0;-206.0;-118.0;971.0;-376.0;-101;530.0;26.0;-173.0;-111.0;36.0;80.0;1028.0
-331.0;-103.0;-351.0;469.0;562.0;165;658.0;-62.0;423.0;-135.0;-79.0;77.0;-183.0
-713.0;-193.0;-1341.0;612.0;1000.0;158;1008.0;-145.0;661.0;154.0;-154.0;454.0;116.0
-240.0;-221.0;-868.0;737.0;381.0;-104;560.0;19.0;482.0;128.0;293.0;134.0;6.0
-16.0;-270.0;-769.0;314.0;634.0;-90;513.0;85.0;447.0;-8.0;37.0;57.0;-54.0
327.0;-228.0;-25.0;987.0;-223.0;-154;536.0;-64.0;254.0;-180.0;-91.0;329.0;-40.0
64.0;-342.0;174.0;715.0;-61.0;-46;-321.0;-269.0;209.0;-587.0;-533.0;337.0;-1060.0
-267.0;-250.0;-885.0;762.0;349.0;-90;570.0;19.0;469.0;-85.0;-61.0;113.0;-36.0
-21.0;-244.0;-766.0;365.0;634.0;-90;505.0;10.0;453.0;-38.0;-11.0;57.0;3.0
-336.0;-473.0;-430.0;404.0;576.0;-93;669.0;98.0;611.0;401.0;403.0;353.0;-721.0
-5.0;-278.0;-822.0;354.0;583.0;-110;483.0;15.0;437.0;-63.0;-25.0;81.0;8.0
-418.0;-79.0;-856.0;518.0;405.0;165;657.0;0.0;384.0;-157.0;-56.0;27.0;92.0
-730.0;-202.0;-1269.0;475.0;1092.0;164;962.0;60.0;711.0;214.0;50.0;382.0;196.0
114.0;-234.0;-92.0;933.0;-412.0;-154;570.0;-28.0;-13.0;-327.0;-51.0;179.0;361.0
-235.0;-215.0;-871.0;801.0;441.0;-90;564.0;-114.0;499.0;-924.0;285.0;81.0;-64.0
-213.0;-217.0;-851.0;804.0;399.0;-91;566.0;-122.0;486.0;-39.0;-206.0;74.0;-27.0
-344.0;-445.0;-462.0;474.0;574.0;-93;669.0;82.0;614.0;-185.0;95.0;259.0;-976.0
-561.0;-293.0;-837.0;362.0;253.0;41;768.0;-124.0;543.0;-157.0;-418.0;144.0;136.0
-485.0;-162.0;-918.0;387.0;399.0;55;634.0;-51.0;491.0;-98.0;-125.0;114.0;225.0
-16.0;-268.0;-769.0;382.0;633.0;-90;513.0;41.0;448.0;-37.0;-15.0;55.0;21.0
-441.0;-293.0;-880.0;309.0;312.0;42;654.0;-43.0;457.0;-60.0;-63.0;42.0;-80.0
-250.0;-245.0;-876.0;727.0;365.0;-90;565.0;-63.0;467.0;-69.0;-83.0;90.0;-191.0
82.0;-268.0;-266.0;983.0;-260.0;-104;505.0;92.0;-312.0;39.0;297.0;338.0;-63.0
-25.0;-320.0;-368.0;320.0;569.0;160;773.0;145.0;671.0;152.0;97.0;303.0;826.0
-551.0;-51.0;-428.0;300.0;-33.0;-68;904.0;61.0;830.0;30.0;34.0;38.0;72.0
-273.0;-191.0;-520.0;849.0;587.0;134;725.0;-1428.0;700.0;-314.0;-1392.0;92.0;-435.0
17.0;-83.0;-163.0;114.0;140.0;-165;438.0;402.0;217.0;743.0;632.0;-31.0;920.0
175.0;-275.0;-209.0;970.0;-364.0;-101;495.0;-174.0;-288.0;-171.0;-342.0;180.0;-880.0
-11.0;-255.0;-760.0;360.0;639.0;-90;506.0;20.0;449.0;-31.0;4.0;52.0;15.0
25.0;-258.0;136.0;502.0;469.0;-88;546.0;-951.0;546.0;-411.0;-1096.0;214.0;503.0
152.0;-332.0;-144.0;966.0;-222.0;-101;499.0;33.0;-360.0;-588.0;-324.0;343.0;-219.0
1161.0;-575.0;632.0;530.0;-428.0;-8;5.0;264.0;-71.0;-116.0;296.0;846.0;512.0
592.0;-477.0;1490.0;591.0;-451.0;-4;-86.0;-258.0;-61.0;-74.0;-253.0;775.0;-47.0
-167.0;-334.0;-779.0;370.0;577.0;-90;569.0;-187.0;509.0;-342.0;-340.0;125.0;-476.0
-380.0;-113.0;-376.0;466.0;377.0;243;646.0;264.0;323.0;687.0;-23.0;90.0;181.0
-26.0;-241.0;-772.0;356.0;637.0;-90;505.0;10.0;453.0;-68.0;-49.0;41.0;-6.0
-25.0;-242.0;-772.0;350.0;635.0;-90;508.0;-4.0;453.0;-78.0;-36.0;50.0;1.0
91.0;-333.0;-264.0;954.0;-162.0;-101;530.0;-47.0;-272.0;-220.0;-230.0;305.0;214.0
139.0;-312.0;-73.0;980.0;-466.0;-103;611.0;91.0;-402.0;-25.0;-445.0;158.0;-333.0
169.0;-335.0;-252.0;951.0;-268.0;-101;503.0;-34.0;-245.0;-34.0;-157.0;195.0;533.0
-134.0;-277.0;-768.0;499.0;579.0;-173;574.0;-8.0;579.0;-69.0;-43.0;237.0;-15.0
-132.0;-315.0;-699.0;451.0;535.0;-97;684.0;7.0;643.0;12.0;-10.0;274.0;6.0
318.0;-361.0;120.0;916.0;272.0;-144;478.0;-205.0;-133.0;131.0;107.0;69.0;48.0
537.0;-333.0;887.0;435.0;-305.0;-5;-106.0;-71.0;179.0;-286.0;-213.0;475.0;-71.0
-142.0;-322.0;-803.0;449.0;559.0;-173;574.0;-68.0;577.0;-69.0;-37.0;213.0;-246.0
-114.0;-256.0;-798.0;475.0;575.0;-174;563.0;-67.0;567.0;-150.0;-268.0;190.0;10.0
-396.0;-63.0;-811.0;474.0;425.0;166;655.0;20.0;370.0;-95.0;-41.0;26.0;-117.0
-13.0;-246.0;-762.0;347.0;639.0;-90;504.0;5.0;453.0;-74.0;-28.0;50.0;-4.0
-8.0;-258.0;-757.0;349.0;638.0;-90;503.0;133.0;444.0;119.0;157.0;54.0;253.0
-394.0;-52.0;-785.0;515.0;431.0;166;657.0;-9.0;370.0;-22.0;-15.0;40.0;-97.0
-214.0;-206.0;-856.0;644.0;387.0;-90;563.0;-127.0;476.0;-220.0;-222.0;89.0;-52.0
-411.0;-260.0;-979.0;469.0;767.0;124;1123.0;-430.0;1069.0;-806.0;-472.0;142.0;-30.0
1310.0;-553.0;427.0;534.0;-434.0;-5;16.0;26.0;-76.0;-112.0;5.0;819.0;-149.0
179.0;-266.0;-170.0;938.0;-365.0;-103;517.0;24.0;-358.0;-238.0;63.0;326.0;77.0
245.0;-264.0;-114.0;1010.0;-357.0;-103;602.0;-81.0;33.0;-33.0;-12.0;86.0;-16.0
52.0;-274.0;-214.0;956.0;422.0;-144;518.0;-30.0;-109.0;-42.0;-91.0;44.0;-119.0
405.0;-247.0;-11.0;960.0;-219.0;-155;539.0;15.0;220.0;-59.0;-14.0;319.0;-7.0
-24.0;-249.0;-772.0;362.0;635.0;-90;505.0;-55.0;453.0;-107.0;-60.0;49.0;21.0
292.0;-266.0;-54.0;949.0;-452.0;-101;453.0;9.0;-505.0;23.0;-68.0;105.0;95.0
-417.0;-166.0;-782.0;1961.0;379.0;-78;1294.0;-390.0;1221.0;431.0;-432.0;131.0;141.0
-77.0;-249.0;-746.0;542.0;600.0;-173;568.0;-44.0;587.0;0.0;6.0;216.0;11.0
-372.0;-375.0;-385.0;671.0;178.0;-47;322.0;-52.0;453.0;-186.0;-123.0;315.0;2372.0
814.0;-356.0;47.0;613.0;-193.0;-84;112.0;-9.0;-32.0;-17.0;-21.0;784.0;-461.0
-17.0;-298.0;-290.0;935.0;442.0;-144;511.0;-131.0;-102.0;-174.0;-166.0;71.0;-24.0
-344.0;-326.0;-181.0;414.0;-48.0;-137;771.0;-63.0;640.0;-58.0;-443.0;219.0;124.0
-971.0;-216.0;-799.0;239.0;68.0;-85;783.0;-540.0;467.0;-935.0;-943.0;87.0;168.0
15.0;-262.0;-293.0;957.0;440.0;-144;522.0;19.0;-98.0;-93.0;-75.0;9.0;160.0
-80.0;-237.0;-749.0;533.0;601.0;-174;570.0;18.0;587.0;-66.0;-124.0;189.0;12.0
-489.0;-283.0;-869.0;325.0;264.0;42;667.0;-6.0;447.0;89.0;128.0;39.0;96.0
-49.0;-439.0;-570.0;388.0;525.0;-91;692.0;-128.0;685.0;-496.0;-286.0;367.0;145.0
-532.0;-244.0;-556.0;556.0;216.0;111;582.0;-106.0;374.0;-60.0;-393.0;121.0;337.0
-472.0;-297.0;-932.0;345.0;343.0;42;673.0;-83.0;492.0;-163.0;-133.0;99.0;-54.0
-382.0;-223.0;-458.0;498.0;-21.0;-18;913.0;621.0;704.0;431.0;481.0;297.0;580.0
395.0;-265.0;-22.0;953.0;-217.0;-155;540.0;-8.0;225.0;-77.0;-66.0;340.0;-11.0
-154.0;-339.0;-514.0;569.0;725.0;-45;609.0;992.0;472.0;451.0;1747.0;-66.0;202.0
-483.0;-291.0;-868.0;297.0;307.0;42;667.0;11.0;442.0;-97.0;-33.0;11.0;-8.0
-465.0;-292.0;-923.0;290.0;319.0;42;666.0;-114.0;479.0;-88.0;-70.0;72.0;-9.0
-477.0;-275.0;-896.0;290.0;275.0;42;677.0;-103.0;439.0;-168.0;-109.0;9.0;-154.0
-481.0;-281.0;-853.0;305.0;300.0;42;674.0;46.0;444.0;1.0;35.0;14.0;80.0
-579.0;-212.0;-854.0;325.0;315.0;54;631.0;424.0;484.0;348.0;407.0;125.0;413.0
-455.0;-269.0;-906.0;274.0;304.0;42;681.0;173.0;436.0;223.0;286.0;-11.0;285.0
-469.0;-245.0;-882.0;249.0;363.0;42;657.0;-12.0;416.0;-44.0;20.0;-32.0;-80.0
-445.0;-353.0;-358.0;208.0;-44.0;-89;890.0;-818.0;789.0;-1322.0;-1414.0;324.0;-990.0
208.0;-327.0;-117.0;929.0;-489.0;-107;642.0;-14.0;97.0;-215.0;-84.0;227.0;-30.0
-869.0;-58.0;-652.0;496.0;-140.0;-8;629.0;-4.0;371.0;-45.0;167.0;115.0;-701.0
-289.0;-233.0;-824.0;15.0;511.0;125;908.0;-810.0;881.0;-115.0;230.0;252.0;722.0
-471.0;-283.0;-857.0;317.0;308.0;42;667.0;8.0;439.0;46.0;46.0;1.0;76.0
-205.0;-220.0;-850.0;791.0;-319.0;-90;537.0;-58.0;128.0;-71.0;162.0;31.0;-23.0
-368.0;-262.0;-190.0;292.0;-77.0;33;681.0;-211.0;464.0;126.0;-424.0;151.0;20.0
-352.0;-183.0;-312.0;215.0;-265.0;43;717.0;-200.0;493.0;1218.0;254.0;223.0;129.0
-390.0;-79.0;-844.0;503.0;419.0;166;657.0;-57.0;394.0;-10.0;34.0;27.0;-90.0
392.0;-266.0;-24.0;957.0;-218.0;-155;539.0;-22.0;224.0;-112.0;-103.0;339.0;51.0
-208.0;-238.0;-850.0;770.0;-316.0;-90;534.0;-73.0;122.0;-127.0;89.0;164.0;-92.0
379.0;-242.0;-32.0;930.0;-225.0;-155;540.0;57.0;217.0;-30.0;-27.0;311.0;-136.0
43.0;-124.0;-324.0;930.0;-662.0;-106;661.0;-192.0;39.0;-177.0;-59.0;15.0;338.0
-216.0;-240.0;-856.0;750.0;-336.0;-90;530.0;-3.0;136.0;330.0;-282.0;120.0;-6.0
