Accelerometer LUA^ accX;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit RUA magneticX;Accelerometer BACK accX
12.0;-17.0;-7.0;-63.0;324.0;351.0;76.0
-7.0;15.0;-2.0;-67.0;334.0;351.0;77.0
-1.0;-7.0;-22.0;-63.0;325.0;352.0;72.0
9.0;32.0;-25.0;-67.0;335.0;353.0;97.0
-8.0;13.0;-15.0;-74.0;328.0;355.0;86.0
-1.0;-30.0;-17.0;-77.0;345.0;354.0;106.0
-27.0;15.0;-59.0;-83.0;336.0;353.0;87.0
-10.0;-13.0;-75.0;-88.0;326.0;354.0;95.0
-12.0;18.0;-31.0;-89.0;320.0;351.0;63.0
-13.0;25.0;-57.0;-87.0;330.0;354.0;76.0
-18.0;-2.0;-48.0;-86.0;341.0;354.0;84.0
23.0;-22.0;-6.0;-88.0;381.0;354.0;96.0
-29.0;9.0;-35.0;-100.0;331.0;351.0;85.0
-9.0;2.0;29.0;-103.0;356.0;353.0;93.0
-86.0;-47.0;85.0;-72.0;362.0;344.0;63.0
-25.0;-60.0;-29.0;-61.0;334.0;356.0;95.0
6.0;-86.0;-362.0;63.0;330.0;418.0;137.0
24.0;-42.0;-103.0;-65.0;321.0;356.0;86.0
13.0;-13.0;-40.0;-75.0;339.0;354.0;61.0
-84.0;6.0;-55.0;26.0;288.0;322.0;-86.0
-7.0;17.0;-37.0;-88.0;337.0;349.0;60.0
-513.0;-7.0;-99.0;148.0;-693.0;-282.0;-722.0
-20.0;52.0;22.0;-87.0;273.0;351.0;69.0
-22.0;-28.0;7.0;-85.0;293.0;351.0;85.0
-10.0;60.0;-14.0;-85.0;312.0;353.0;67.0
-11.0;15.0;18.0;-84.0;328.0;353.0;56.0
0.0;-11.0;3.0;-84.0;306.0;354.0;93.0
14.0;14.0;21.0;-83.0;326.0;355.0;73.0
38.0;-1.0;37.0;-80.0;318.0;357.0;60.0
-12.0;30.0;-11.0;-76.0;317.0;353.0;75.0
-31.0;94.0;-35.0;-73.0;320.0;373.0;100.0
74.0;109.0;-1.0;-65.0;349.0;380.0;124.0
51.0;70.0;-46.0;-84.0;326.0;352.0;99.0
-1.0;51.0;-43.0;-82.0;328.0;351.0;109.0
-11.0;68.0;-39.0;-73.0;311.0;349.0;48.0
76.0;85.0;-80.0;-88.0;318.0;365.0;165.0
32.0;25.0;-70.0;-90.0;318.0;365.0;152.0
20.0;11.0;-4.0;-88.0;314.0;366.0;112.0
27.0;13.0;0.0;-90.0;329.0;365.0;108.0
258.0;142.0;-190.0;-242.0;356.0;463.0;200.0
-20.0;26.0;-20.0;-83.0;307.0;369.0;125.0
8.0;34.0;-32.0;-80.0;324.0;370.0;124.0
47.0;36.0;-11.0;-80.0;315.0;374.0;128.0
39.0;25.0;-24.0;-79.0;319.0;374.0;135.0
38.0;0.0;44.0;-74.0;335.0;376.0;144.0
18.0;-9.0;16.0;-68.0;318.0;373.0;121.0
11.0;-54.0;-24.0;-74.0;302.0;373.0;110.0
23.0;-37.0;-24.0;-75.0;323.0;374.0;125.0
54.0;2.0;-15.0;-81.0;298.0;376.0;106.0
44.0;2.0;-6.0;-80.0;308.0;375.0;115.0
0.0;19.0;-13.0;-80.0;327.0;377.0;124.0
25.0;36.0;-15.0;-80.0;320.0;377.0;104.0
38.0;16.0;-65.0;-79.0;316.0;379.0;115.0
19.0;25.0;-79.0;-81.0;334.0;380.0;134.0
56.0;-1.0;-51.0;-86.0;311.0;383.0;135.0
36.0;13.0;-40.0;-84.0;346.0;383.0;137.0
53.0;-5.0;-15.0;-84.0;345.0;383.0;124.0
42.0;19.0;-11.0;-86.0;338.0;384.0;142.0
86.0;-25.0;297.0;-79.0;300.0;463.0;77.0
36.0;-22.0;98.0;-77.0;318.0;382.0;152.0
5.0;-28.0;90.0;-73.0;318.0;382.0;163.0
14.0;-35.0;48.0;-70.0;302.0;380.0;146.0
8.0;-77.0;27.0;-70.0;294.0;380.0;152.0
37.0;-81.0;16.0;-72.0;289.0;381.0;146.0
88.0;-72.0;-27.0;-90.0;363.0;376.0;126.0
20.0;21.0;-26.0;-88.0;316.0;368.0;50.0
141.0;124.0;-105.0;-62.0;513.0;391.0;36.0
13.0;10.0;25.0;-85.0;299.0;381.0;139.0
236.0;-140.0;261.0;37.0;328.0;197.0;206.0
29.0;33.0;-103.0;-58.0;320.0;366.0;139.0
9.0;7.0;-70.0;-56.0;352.0;368.0;160.0
49.0;-53.0;-54.0;-73.0;292.0;366.0;163.0
-1.0;-91.0;-17.0;-77.0;315.0;369.0;152.0
91.0;-65.0;118.0;-91.0;336.0;369.0;137.0
31.0;-67.0;64.0;-81.0;315.0;351.0;77.0
-103.0;-132.0;-14.0;-66.0;318.0;361.0;44.0
7.0;-31.0;-12.0;-96.0;322.0;348.0;88.0
29.0;-25.0;22.0;-105.0;301.0;351.0;114.0
-37.0;-1.0;5.0;-101.0;309.0;348.0;72.0
13.0;32.0;15.0;-101.0;330.0;349.0;75.0
-50.0;1.0;35.0;-102.0;312.0;353.0;104.0
-15.0;-21.0;42.0;-99.0;307.0;353.0;98.0
39.0;-3.0;52.0;-97.0;301.0;350.0;95.0
20.0;30.0;-81.0;-111.0;329.0;351.0;87.0
114.0;-3.0;-39.0;-46.0;245.0;399.0;163.0
123.0;12.0;-16.0;-44.0;240.0;399.0;162.0
163.0;25.0;-60.0;-37.0;281.0;399.0;171.0
135.0;-16.0;-91.0;-36.0;253.0;397.0;165.0
142.0;16.0;-100.0;-35.0;265.0;396.0;170.0
6.0;21.0;-80.0;-113.0;312.0;355.0;86.0
12.0;-7.0;-35.0;-123.0;312.0;356.0;103.0
10.0;-13.0;-19.0;-124.0;300.0;357.0;94.0
30.0;-11.0;-23.0;-125.0;317.0;360.0;94.0
26.0;-24.0;-51.0;-126.0;327.0;360.0;80.0
8.0;6.0;-4.0;-128.0;324.0;360.0;104.0
1.0;10.0;-12.0;-126.0;321.0;360.0;94.0
14.0;2.0;10.0;-126.0;336.0;361.0;90.0
24.0;21.0;-13.0;-125.0;324.0;360.0;84.0
29.0;25.0;13.0;-121.0;325.0;361.0;96.0
4.0;1.0;1.0;-119.0;356.0;361.0;125.0
-12.0;8.0;-26.0;-121.0;343.0;363.0;102.0
32.0;-4.0;-15.0;-124.0;307.0;362.0;109.0
19.0;56.0;-70.0;-126.0;280.0;362.0;108.0
9.0;27.0;-81.0;-128.0;309.0;365.0;100.0
144.0;35.0;-97.0;-411.0;876.0;575.0;-27.0
-14.0;32.0;-32.0;-136.0;383.0;369.0;116.0
-10.0;3.0;96.0;-171.0;391.0;384.0;131.0
21.0;-5.0;26.0;-130.0;361.0;368.0;86.0
7.0;-8.0;60.0;-133.0;337.0;368.0;98.0
27.0;17.0;26.0;-126.0;329.0;370.0;115.0
2.0;-25.0;-11.0;-123.0;379.0;369.0;120.0
0.0;-11.0;-40.0;-123.0;356.0;369.0;111.0
65.0;-12.0;-69.0;-123.0;365.0;380.0;119.0
43.0;-17.0;-24.0;-123.0;381.0;383.0;118.0
-39.0;-34.0;20.0;-110.0;352.0;387.0;98.0
-30.0;-33.0;-1.0;-110.0;323.0;389.0;113.0
-11.0;17.0;-24.0;-111.0;329.0;391.0;125.0
-18.0;-22.0;3.0;-109.0;330.0;388.0;80.0
3.0;14.0;-36.0;-117.0;337.0;384.0;82.0
11.0;-18.0;-43.0;-118.0;336.0;384.0;114.0
161.0;37.0;-128.0;-85.0;260.0;396.0;150.0
153.0;50.0;-129.0;-83.0;264.0;395.0;128.0
101.0;56.0;-154.0;-69.0;288.0;388.0;143.0
0.0;-18.0;-2.0;-120.0;353.0;381.0;118.0
53.0;-61.0;-33.0;-130.0;343.0;384.0;103.0
152.0;32.0;-159.0;-55.0;314.0;384.0;116.0
17.0;-12.0;-43.0;-135.0;335.0;387.0;102.0
130.0;5.0;-150.0;-51.0;336.0;384.0;125.0
-7.0;-22.0;14.0;-139.0;348.0;392.0;115.0
73.0;-20.0;16.0;-140.0;366.0;393.0;84.0
88.0;-157.0;156.0;-170.0;483.0;367.0;26.0
129.0;-30.0;-13.0;-102.0;337.0;397.0;148.0
98.0;1.0;12.0;-97.0;237.0;395.0;142.0
112.0;-37.0;8.0;-94.0;264.0;393.0;143.0
115.0;68.0;-20.0;-80.0;299.0;384.0;120.0
145.0;70.0;-70.0;-76.0;228.0;385.0;105.0
123.0;89.0;-217.0;-38.0;318.0;385.0;67.0
123.0;14.0;-46.0;-71.0;303.0;373.0;67.0
131.0;10.0;-54.0;-72.0;248.0;372.0;87.0
112.0;-21.0;11.0;-74.0;245.0;377.0;68.0
119.0;-152.0;21.0;-97.0;226.0;383.0;28.0
171.0;-76.0;163.0;-130.0;219.0;412.0;29.0
54.0;13.0;-26.0;-87.0;339.0;397.0;111.0
69.0;-33.0;-74.0;-104.0;289.0;378.0;124.0
34.0;4.0;-106.0;-104.0;330.0;379.0;93.0
29.0;17.0;-145.0;-111.0;335.0;377.0;101.0
-10.0;28.0;-471.0;-270.0;229.0;287.0;-40.0
-46.0;30.0;11.0;-116.0;326.0;381.0;130.0
-2.0;-13.0;-83.0;-133.0;324.0;368.0;140.0
199.0;-68.0;82.0;-91.0;216.0;401.0;203.0
124.0;27.0;87.0;-90.0;301.0;396.0;151.0
134.0;36.0;370.0;94.0;309.0;333.0;94.0
126.0;45.0;61.0;-91.0;219.0;394.0;123.0
131.0;-20.0;-33.0;-86.0;299.0;392.0;125.0
140.0;-15.0;-20.0;-76.0;305.0;390.0;163.0
71.0;-5.0;-23.0;-70.0;294.0;385.0;174.0
83.0;4.0;-56.0;-74.0;278.0;380.0;161.0
90.0;1.0;-4.0;-71.0;258.0;367.0;143.0
137.0;-18.0;-10.0;-71.0;295.0;362.0;158.0
103.0;1.0;-11.0;-68.0;303.0;363.0;149.0
102.0;-3.0;-62.0;-63.0;292.0;365.0;210.0
7.0;129.0;-406.0;-569.0;453.0;646.0;65.0
44.0;-15.0;35.0;-143.0;381.0;363.0;101.0
54.0;82.0;-142.0;-497.0;436.0;484.0;-10.0
-284.0;60.0;-191.0;-343.0;58.0;365.0;48.0
-132.0;168.0;66.0;-339.0;331.0;393.0;18.0
-11.0;2.0;-7.0;-148.0;342.0;373.0;124.0
-16.0;44.0;-29.0;-150.0;322.0;374.0;144.0
-30.0;8.0;-55.0;-139.0;329.0;375.0;119.0
-20.0;2.0;-58.0;-141.0;334.0;377.0;121.0
17.0;-20.0;-48.0;-141.0;334.0;377.0;135.0
11.0;21.0;-65.0;-142.0;370.0;375.0;118.0
31.0;8.0;9.0;-150.0;360.0;377.0;132.0
375.0;-18.0;117.0;-114.0;263.0;395.0;218.0
165.0;20.0;63.0;-129.0;228.0;384.0;161.0
124.0;17.0;6.0;-124.0;254.0;374.0;173.0
109.0;-11.0;35.0;-120.0;270.0;371.0;166.0
121.0;8.0;5.0;-125.0;273.0;369.0;163.0
135.0;0.0;9.0;-124.0;259.0;371.0;163.0
132.0;13.0;-26.0;-124.0;278.0;369.0;174.0
114.0;34.0;-24.0;-124.0;271.0;369.0;170.0
95.0;51.0;7.0;-124.0;273.0;367.0;151.0
93.0;-16.0;37.0;-134.0;301.0;369.0;162.0
85.0;-24.0;20.0;-133.0;305.0;372.0;171.0
70.0;-20.0;26.0;-136.0;297.0;372.0;141.0
83.0;17.0;26.0;-140.0;302.0;375.0;146.0
87.0;18.0;4.0;-144.0;308.0;378.0;151.0
79.0;-5.0;19.0;-150.0;333.0;377.0;130.0
80.0;-67.0;53.0;-145.0;333.0;376.0;145.0
107.0;-41.0;78.0;-146.0;320.0;378.0;144.0
301.0;-108.0;-142.0;-110.0;324.0;295.0;183.0
99.0;-4.0;-112.0;-146.0;331.0;382.0;172.0
43.0;16.0;-11.0;-140.0;260.0;387.0;151.0
24.0;56.0;28.0;-288.0;-39.0;345.0;37.0
142.0;-1.0;21.0;-137.0;319.0;391.0;154.0
92.0;-3.0;8.0;-139.0;306.0;389.0;158.0
142.0;-33.0;65.0;-138.0;265.0;387.0;156.0
122.0;-14.0;59.0;-140.0;326.0;389.0;181.0
81.0;-34.0;82.0;-138.0;325.0;388.0;174.0
86.0;-7.0;96.0;-142.0;328.0;391.0;172.0
102.0;-9.0;77.0;-145.0;334.0;390.0;174.0
77.0;25.0;71.0;-156.0;326.0;391.0;172.0
57.0;44.0;28.0;-159.0;327.0;391.0;177.0
68.0;37.0;54.0;-162.0;338.0;390.0;180.0
51.0;75.0;1.0;-171.0;326.0;392.0;141.0
60.0;42.0;4.0;-176.0;345.0;391.0;131.0
103.0;19.0;-32.0;-172.0;353.0;388.0;115.0
72.0;20.0;-15.0;-168.0;366.0;387.0;171.0
-20.0;-22.0;17.0;-276.0;421.0;562.0;87.0
23.0;139.0;3.0;-269.0;550.0;450.0;167.0
86.0;-9.0;25.0;-148.0;335.0;381.0;137.0
-282.0;-15.0;-26.0;-325.0;91.0;356.0;60.0
5.0;17.0;41.0;-180.0;237.0;382.0;138.0
25.0;38.0;-47.0;-176.0;338.0;377.0;132.0
-6.0;-18.0;4.0;-166.0;312.0;377.0;144.0
27.0;8.0;-37.0;-168.0;312.0;375.0;133.0
-115.0;275.0;29.0;-517.0;358.0;501.0;-176.0
67.0;6.0;-64.0;-160.0;363.0;375.0;107.0
53.0;16.0;-55.0;-153.0;352.0;377.0;104.0
0.0;4.0;-12.0;-151.0;329.0;376.0;101.0
-15.0;-26.0;18.0;-157.0;334.0;375.0;112.0
38.0;-9.0;18.0;-151.0;366.0;377.0;125.0
137.0;-74.0;10.0;-43.0;293.0;475.0;67.0
-190.0;-22.0;-65.0;99.0;348.0;284.0;49.0
344.0;-835.0;546.0;-663.0;505.0;551.0;202.0
158.0;-110.0;198.0;-323.0;932.0;986.0;-35.0
152.0;-42.0;-11.0;-19.0;295.0;473.0;68.0
180.0;-46.0;-63.0;-43.0;273.0;471.0;72.0
253.0;115.0;-83.0;-656.0;462.0;737.0;145.0
219.0;-26.0;-6.0;-49.0;382.0;847.0;-58.0
-148.0;1.0;0.0;603.0;327.0;-310.0;19.0
47.0;-196.0;104.0;-116.0;-67.0;745.0;100.0
133.0;-6.0;14.0;-30.0;255.0;480.0;60.0
169.0;21.0;-155.0;-77.0;251.0;360.0;63.0
-47.0;-71.0;59.0;-10.0;357.0;794.0;-268.0
-60.0;36.0;-43.0;-32.0;380.0;808.0;-230.0
165.0;-48.0;-102.0;-21.0;282.0;458.0;67.0
150.0;-18.0;-135.0;-10.0;302.0;449.0;68.0
259.0;-19.0;-21.0;-262.0;275.0;345.0;134.0
390.0;-16.0;109.0;-435.0;210.0;288.0;288.0
568.0;-309.0;110.0;-426.0;811.0;624.0;284.0
-151.0;46.0;-237.0;44.0;279.0;411.0;87.0
162.0;6.0;-114.0;10.0;295.0;435.0;63.0
177.0;34.0;-130.0;-14.0;305.0;423.0;65.0
275.0;-28.0;8.0;-263.0;283.0;347.0;135.0
-101.0;-193.0;287.0;-421.0;432.0;564.0;-18.0
186.0;78.0;-116.0;-76.0;269.0;384.0;50.0
156.0;17.0;-90.0;0.0;309.0;417.0;56.0
275.0;-45.0;55.0;-294.0;286.0;350.0;156.0
159.0;31.0;-167.0;-53.0;321.0;384.0;126.0
267.0;158.0;-34.0;42.0;138.0;204.0;-93.0
176.0;71.0;-170.0;-92.0;230.0;403.0;123.0
171.0;12.0;-40.0;44.0;301.0;373.0;60.0
254.0;264.0;-397.0;-285.0;150.0;623.0;-14.0
108.0;31.0;-16.0;112.0;318.0;289.0;54.0
126.0;422.0;-377.0;-461.0;339.0;652.0;122.0
628.0;488.0;-477.0;-216.0;482.0;706.0;579.0
167.0;-15.0;-18.0;39.0;303.0;377.0;105.0
247.0;79.0;11.0;258.0;288.0;461.0;124.0
353.0;13.0;-56.0;40.0;273.0;95.0;140.0
302.0;56.0;-64.0;-233.0;236.0;334.0;94.0
341.0;-40.0;-135.0;-156.0;269.0;325.0;77.0
-66.0;2.0;14.0;346.0;298.0;-103.0;87.0
-86.0;3.0;15.0;91.0;310.0;428.0;157.0
132.0;64.0;84.0;60.0;305.0;369.0;93.0
268.0;8.0;-16.0;-260.0;282.0;347.0;118.0
196.0;-10.0;-10.0;-311.0;63.0;357.0;72.0
226.0;12.0;0.0;27.0;368.0;34.0;-1.0
230.0;-39.0;84.0;-312.0;304.0;350.0;114.0
114.0;23.0;-85.0;25.0;273.0;455.0;70.0
145.0;-220.0;27.0;-438.0;254.0;491.0;173.0
220.0;262.0;-38.0;-66.0;182.0;376.0;-36.0
198.0;-100.0;-715.0;-86.0;432.0;318.0;-236.0
132.0;-90.0;-152.0;-644.0;342.0;393.0;187.0
264.0;-56.0;-39.0;-293.0;302.0;349.0;94.0
502.0;66.0;101.0;24.0;637.0;348.0;190.0
256.0;2.0;-9.0;-258.0;280.0;349.0;121.0
-180.0;-45.0;34.0;-237.0;400.0;335.0;217.0
260.0;-7.0;-3.0;-258.0;268.0;349.0;125.0
265.0;12.0;-12.0;-254.0;275.0;347.0;141.0
262.0;-11.0;-21.0;-256.0;286.0;349.0;128.0
276.0;103.0;-162.0;4.0;397.0;436.0;240.0
369.0;6.0;2.0;-289.0;261.0;285.0;274.0
267.0;59.0;84.0;-102.0;325.0;588.0;256.0
171.0;-13.0;-14.0;16.0;354.0;472.0;151.0
188.0;-26.0;-9.0;18.0;347.0;471.0;131.0
161.0;2.0;-47.0;18.0;343.0;466.0;144.0
165.0;-7.0;-25.0;17.0;345.0;466.0;157.0
269.0;21.0;-6.0;46.0;355.0;438.0;213.0
398.0;81.0;50.0;-35.0;200.0;263.0;222.0
377.0;-235.0;87.0;237.0;417.0;643.0;338.0
553.0;-292.0;409.0;474.0;311.0;442.0;249.0
169.0;-66.0;7.0;16.0;349.0;465.0;155.0
258.0;29.0;21.0;-253.0;292.0;346.0;87.0
2.0;-90.0;96.0;-80.0;300.0;359.0;97.0
174.0;-26.0;2.0;13.0;359.0;464.0;162.0
136.0;132.0;-5.0;77.0;345.0;545.0;125.0
76.0;-21.0;19.0;48.0;321.0;385.0;104.0
635.0;124.0;-7.0;386.0;10.0;243.0;383.0
353.0;-111.0;230.0;197.0;930.0;551.0;46.0
152.0;-7.0;46.0;20.0;363.0;469.0;136.0
135.0;-62.0;-23.0;59.0;344.0;574.0;168.0
160.0;-155.0;199.0;-22.0;446.0;505.0;149.0
269.0;-84.0;65.0;-48.0;440.0;558.0;153.0
-179.0;196.0;25.0;50.0;359.0;334.0;144.0
5.0;-529.0;215.0;-553.0;551.0;583.0;-101.0
152.0;95.0;-137.0;25.0;324.0;557.0;92.0
120.0;-28.0;-92.0;4.0;310.0;429.0;77.0
103.0;-27.0;-84.0;27.0;318.0;424.0;67.0
221.0;-217.0;347.0;-159.0;907.0;515.0;70.0
234.0;-78.0;-24.0;-301.0;265.0;349.0;147.0
53.0;-148.0;233.0;-312.0;15.0;460.0;59.0
119.0;59.0;-314.0;34.0;405.0;364.0;93.0
109.0;11.0;-95.0;65.0;307.0;359.0;59.0
120.0;-5.0;-143.0;17.0;309.0;382.0;84.0
59.0;-30.0;-54.0;50.0;319.0;371.0;125.0
148.0;271.0;-159.0;152.0;331.0;409.0;249.0
34.0;-123.0;3.0;146.0;463.0;301.0;95.0
46.0;-15.0;25.0;52.0;319.0;367.0;122.0
-101.0;34.0;-71.0;54.0;228.0;398.0;70.0
46.0;-2.0;63.0;46.0;336.0;366.0;122.0
127.0;-348.0;317.0;303.0;31.0;348.0;83.0
-92.0;-46.0;65.0;225.0;316.0;87.0;166.0
406.0;-12.0;-202.0;-92.0;432.0;310.0;336.0
50.0;19.0;-28.0;331.0;323.0;145.0;125.0
-3.0;-1.0;-62.0;196.0;319.0;251.0;145.0
-49.0;-4.0;161.0;74.0;314.0;255.0;162.0
31.0;13.0;8.0;59.0;317.0;365.0;120.0
44.0;-7.0;-35.0;66.0;327.0;362.0;96.0
244.0;193.0;147.0;0.0;341.0;311.0;232.0
52.0;-4.0;-21.0;48.0;345.0;363.0;118.0
-3.0;70.0;-104.0;99.0;334.0;368.0;113.0
222.0;-3.0;-53.0;-270.0;389.0;359.0;139.0
39.0;18.0;-25.0;46.0;320.0;368.0;107.0
-102.0;-29.0;330.0;218.0;344.0;168.0;108.0
78.0;458.0;-315.0;334.0;524.0;94.0;35.0
-226.0;352.0;-866.0;30.0;259.0;329.0;1.0
62.0;-30.0;-2.0;44.0;327.0;363.0;119.0
29.0;6.0;-5.0;41.0;325.0;362.0;100.0
32.0;0.0;14.0;42.0;316.0;363.0;108.0
-167.0;92.0;-120.0;216.0;319.0;382.0;132.0
10.0;26.0;-22.0;46.0;319.0;363.0;115.0
37.0;11.0;25.0;51.0;323.0;365.0;117.0
67.0;6.0;-2.0;50.0;328.0;361.0;123.0
51.0;-21.0;-31.0;43.0;352.0;364.0;135.0
48.0;-27.0;-35.0;39.0;331.0;365.0;135.0
74.0;-238.0;129.0;-663.0;444.0;744.0;-55.0
46.0;70.0;-233.0;-384.0;236.0;270.0;219.0
322.0;366.0;-94.0;-617.0;112.0;541.0;141.0
-299.0;-24.0;48.0;98.0;353.0;-395.0;-63.0
-48.0;1.0;6.0;-50.0;356.0;352.0;78.0
-70.0;-41.0;-113.0;197.0;136.0;186.0;-74.0
110.0;-3.0;-14.0;-638.0;352.0;406.0;114.0
-36.0;5.0;-62.0;-84.0;364.0;348.0;41.0
-103.0;11.0;-233.0;188.0;306.0;116.0;170.0
144.0;22.0;124.0;-251.0;362.0;201.0;35.0
-77.0;-138.0;97.0;26.0;295.0;325.0;-54.0
-169.0;46.0;-145.0;-241.0;255.0;330.0;300.0
-39.0;-32.0;-50.0;-47.0;352.0;358.0;78.0
-77.0;-17.0;-43.0;-15.0;317.0;478.0;111.0
126.0;6.0;-119.0;183.0;319.0;350.0;76.0
198.0;-179.0;76.0;-209.0;-836.0;624.0;36.0
-238.0;2.0;199.0;194.0;336.0;53.0;109.0
114.0;79.0;64.0;-16.0;270.0;462.0;21.0
417.0;-230.0;354.0;-317.0;111.0;555.0;385.0
528.0;-23.0;142.0;-63.0;275.0;397.0;435.0
352.0;561.0;-119.0;-312.0;166.0;545.0;-13.0
-124.0;-48.0;166.0;1.0;290.0;441.0;126.0
-67.0;-239.0;242.0;87.0;317.0;415.0;174.0
43.0;8.0;-484.0;381.0;298.0;-66.0;94.0
-563.0;-1082.0;185.0;-411.0;-800.0;357.0;-338.0
49.0;-117.0;60.0;51.0;294.0;346.0;-192.0
279.0;221.0;-268.0;-67.0;237.0;350.0;65.0
113.0;-30.0;-1292.0;336.0;323.0;53.0;11.0
114.0;155.0;-61.0;-514.0;335.0;379.0;115.0
261.0;25.0;-166.0;-381.0;329.0;130.0;354.0
220.0;89.0;-36.0;149.0;162.0;202.0;-157.0
139.0;8.0;-287.0;-45.0;-358.0;310.0;20.0
320.0;164.0;-135.0;-303.0;-639.0;814.0;-44.0
474.0;124.0;40.0;-272.0;301.0;740.0;377.0
162.0;-244.0;11.0;271.0;361.0;217.0;113.0
267.0;-109.0;-185.0;214.0;331.0;160.0;89.0
197.0;5.0;-101.0;-485.0;257.0;529.0;117.0
-105.0;109.0;48.0;245.0;318.0;72.0;-6.0
595.0;371.0;-310.0;-241.0;385.0;614.0;92.0
73.0;-19.0;290.0;-395.0;359.0;262.0;254.0
285.0;-214.0;297.0;-554.0;440.0;516.0;273.0
418.0;2.0;-102.0;-344.0;227.0;286.0;259.0
291.0;-293.0;343.0;-813.0;243.0;757.0;140.0
265.0;206.0;187.0;611.0;259.0;86.0;95.0
108.0;-14.0;-8.0;-535.0;222.0;393.0;71.0
219.0;-68.0;434.0;-205.0;414.0;564.0;45.0
-45.0;29.0;1124.0;-36.0;306.0;349.0;77.0
672.0;27.0;-66.0;-486.0;326.0;248.0;433.0
68.0;2.0;67.0;32.0;291.0;464.0;71.0
148.0;-544.0;363.0;-15.0;359.0;456.0;150.0
370.0;-207.0;81.0;-323.0;314.0;551.0;84.0
434.0;3.0;-135.0;-592.0;318.0;310.0;342.0
37.0;305.0;-359.0;72.0;384.0;320.0;36.0
113.0;-170.0;-87.0;34.0;425.0;153.0;149.0
315.0;-91.0;-451.0;-339.0;148.0;521.0;208.0
116.0;213.0;-288.0;-738.0;162.0;984.0;47.0
228.0;30.0;-69.0;-403.0;98.0;391.0;92.0
263.0;-15.0;-5.0;-341.0;278.0;364.0;87.0
77.0;74.0;-169.0;-29.0;250.0;396.0;164.0
111.0;47.0;-69.0;-520.0;79.0;543.0;80.0
104.0;96.0;-169.0;29.0;-30.0;736.0;33.0
539.0;-6.0;-29.0;-297.0;358.0;799.0;394.0
