InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LUA Quaternion1
605.0;350.0;456.0;164.0;-571.0;285.0;337.0;265.0;431.0
570.0;281.0;506.0;159.0;-506.0;224.0;406.0;285.0;475.0
559.0;260.0;518.0;153.0;-489.0;191.0;423.0;276.0;493.0
521.0;246.0;542.0;125.0;-477.0;128.0;463.0;217.0;554.0
298.0;-108.0;650.0;-402.0;-953.0;-15.0;561.0;-80.0;686.0
265.0;-152.0;635.0;-403.0;-846.0;-138.0;548.0;-78.0;707.0
260.0;-149.0;638.0;-401.0;-838.0;-139.0;554.0;-74.0;708.0
257.0;-142.0;640.0;-393.0;-828.0;-135.0;558.0;-71.0;707.0
277.0;-75.0;645.0;-355.0;-786.0;-109.0;565.0;-66.0;694.0
288.0;-60.0;641.0;-340.0;-775.0;-102.0;564.0;-64.0;691.0
321.0;-76.0;618.0;-366.0;-664.0;-268.0;558.0;-120.0;687.0
235.0;-230.0;596.0;-577.0;-852.0;-520.0;590.0;-251.0;768.0
207.0;-246.0;634.0;-381.0;-509.0;-441.0;608.0;-82.0;740.0
195.0;-260.0;636.0;-374.0;-502.0;-435.0;615.0;-89.0;744.0
146.0;-312.0;637.0;-353.0;-517.0;-395.0;621.0;-140.0;757.0
132.0;-320.0;634.0;-356.0;-540.0;-381.0;621.0;-170.0;762.0
108.0;-349.0;630.0;-376.0;-626.0;-349.0;612.0;-264.0;769.0
100.0;-359.0;631.0;-383.0;-662.0;-335.0;610.0;-294.0;770.0
230.0;-256.0;580.0;-568.0;-865.0;-491.0;595.0;-265.0;780.0
14.0;-433.0;658.0;-429.0;-840.0;-254.0;650.0;-330.0;749.0
-68.0;-472.0;647.0;-473.0;-872.0;-226.0;658.0;-278.0;734.0
-385.0;-677.0;453.0;-517.0;-915.0;-283.0;462.0;-583.0;681.0
-488.0;-186.0;-506.0;360.0;462.0;-442.0;-321.0;253.0;-560.0
-610.0;-252.0;-455.0;-252.0;320.0;-99.0;-336.0;-225.0;-495.0
744.0;218.0;384.0;120.0;76.0;-82.0;115.0;545.0;291.0
59.0;410.0;-625.0;-361.0;823.0;229.0;-653.0;-460.0;-756.0
712.0;166.0;427.0;96.0;-48.0;-68.0;150.0;441.0;344.0
607.0;5.0;541.0;79.0;-143.0;-91.0;290.0;362.0;470.0
685.0;498.0;402.0;-365.0;490.0;-233.0;323.0;-466.0;315.0
371.0;15.0;630.0;78.0;739.0;-70.0;576.0;117.0;638.0
201.0;-236.0;702.0;178.0;846.0;38.0;687.0;348.0;676.0
644.0;55.0;514.0;377.0;-298.0;451.0;338.0;385.0;437.0
648.0;62.0;509.0;377.0;-276.0;439.0;330.0;402.0;435.0
650.0;68.0;504.0;381.0;-243.0;443.0;321.0;430.0;434.0
663.0;84.0;471.0;340.0;-207.0;375.0;274.0;416.0;400.0
671.0;102.0;448.0;308.0;-241.0;320.0;243.0;403.0;381.0
691.0;148.0;390.0;255.0;-167.0;192.0;166.0;463.0;340.0
700.0;169.0;373.0;229.0;-81.0;124.0;145.0;526.0;319.0
722.0;424.0;256.0;91.0;525.0;-209.0;-62.0;890.0;30.0
760.0;631.0;183.0;504.0;112.0;567.0;55.0;655.0;17.0
779.0;530.0;239.0;553.0;215.0;483.0;38.0;720.0;212.0
748.0;548.0;269.0;415.0;-35.0;454.0;200.0;548.0;236.0
602.0;396.0;379.0;343.0;-226.0;415.0;164.0;373.0;432.0
600.0;398.0;387.0;329.0;-259.0;412.0;158.0;358.0;431.0
599.0;400.0;394.0;320.0;-289.0;411.0;151.0;347.0;428.0
491.0;352.0;538.0;81.0;-667.0;192.0;267.0;-47.0;567.0
484.0;348.0;544.0;67.0;-685.0;185.0;278.0;-70.0;576.0
489.0;362.0;554.0;37.0;-719.0;161.0;294.0;-118.0;568.0
481.0;352.0;570.0;0.0;-750.0;132.0;316.0;-162.0;572.0
452.0;288.0;590.0;-41.0;-782.0;103.0;377.0;-201.0;595.0
400.0;198.0;604.0;-81.0;-809.0;65.0;459.0;-243.0;643.0
369.0;142.0;615.0;-98.0;-820.0;45.0;498.0;-262.0;661.0
302.0;7.0;626.0;-132.0;-838.0;6.0;571.0;-301.0;698.0
191.0;-217.0;649.0;-173.0;-851.0;-45.0;641.0;-343.0;730.0
118.0;-321.0;656.0;-196.0;-859.0;-71.0;662.0;-373.0;744.0
88.0;-360.0;657.0;-207.0;-863.0;-84.0;666.0;-386.0;749.0
41.0;-417.0;647.0;-223.0;-871.0;-101.0;665.0;-399.0;760.0
14.0;-444.0;625.0;-239.0;-871.0;-141.0;659.0;-402.0;777.0
-3.0;-417.0;600.0;-233.0;-843.0;-181.0;635.0;-347.0;789.0
-6.0;-414.0;602.0;-227.0;-841.0;-182.0;634.0;-341.0;786.0
-6.0;-411.0;603.0;-229.0;-839.0;-191.0;634.0;-340.0;783.0
-2.0;-406.0;606.0;-237.0;-835.0;-226.0;640.0;-337.0;782.0
0.0;-401.0;609.0;-242.0;-835.0;-238.0;645.0;-334.0;781.0
-10.0;-399.0;616.0;-256.0;-840.0;-250.0;650.0;-326.0;777.0
-25.0;-404.0;616.0;-269.0;-845.0;-262.0;647.0;-330.0;775.0
-30.0;-407.0;614.0;-278.0;-849.0;-270.0;645.0;-336.0;774.0
-40.0;-405.0;610.0;-306.0;-861.0;-292.0;655.0;-361.0;773.0
-46.0;-408.0;613.0;-313.0;-864.0;-300.0;655.0;-372.0;767.0
-48.0;-405.0;622.0;-319.0;-867.0;-305.0;655.0;-382.0;760.0
-48.0;-397.0;630.0;-323.0;-869.0;-308.0;658.0;-394.0;753.0
-49.0;-388.0;641.0;-325.0;-871.0;-306.0;666.0;-403.0;744.0
-79.0;-431.0;622.0;-347.0;-880.0;-297.0;675.0;-375.0;757.0
-80.0;-454.0;614.0;-390.0;-885.0;-317.0;678.0;-347.0;765.0
-76.0;-458.0;612.0;-403.0;-890.0;-309.0;679.0;-335.0;768.0
-73.0;-457.0;612.0;-411.0;-893.0;-308.0;678.0;-331.0;768.0
-67.0;-452.0;613.0;-418.0;-894.0;-310.0;678.0;-328.0;769.0
-22.0;-379.0;587.0;-442.0;-902.0;-306.0;630.0;-373.0;803.0
-31.0;-385.0;581.0;-429.0;-898.0;-300.0;623.0;-386.0;806.0
-40.0;-397.0;571.0;-399.0;-893.0;-282.0;615.0;-417.0;810.0
-42.0;-399.0;568.0;-386.0;-896.0;-260.0;618.0;-426.0;811.0
-44.0;-401.0;565.0;-376.0;-896.0;-255.0;624.0;-433.0;811.0
-57.0;-413.0;563.0;-370.0;-891.0;-270.0;631.0;-457.0;807.0
-77.0;-430.0;560.0;-360.0;-888.0;-272.0;631.0;-477.0;801.0
-91.0;-451.0;555.0;-341.0;-877.0;-284.0;624.0;-498.0;797.0
-95.0;-458.0;552.0;-327.0;-879.0;-268.0;619.0;-512.0;796.0
-99.0;-463.0;547.0;-314.0;-883.0;-241.0;615.0;-522.0;797.0
-111.0;-470.0;533.0;-302.0;-868.0;-242.0;606.0;-536.0;800.0
-120.0;-476.0;526.0;-299.0;-853.0;-258.0;600.0;-531.0;802.0
-147.0;-494.0;512.0;-308.0;-822.0;-312.0;583.0;-492.0;801.0
-157.0;-501.0;509.0;-319.0;-809.0;-341.0;580.0;-487.0;801.0
-165.0;-510.0;505.0;-331.0;-793.0;-374.0;576.0;-489.0;800.0
-197.0;-545.0;489.0;-358.0;-784.0;-402.0;568.0;-496.0;801.0
-187.0;-457.0;396.0;-339.0;-819.0;-483.0;501.0;-621.0;843.0
-199.0;-556.0;493.0;-446.0;-827.0;-527.0;575.0;-548.0;794.0
-236.0;-785.0;311.0;-471.0;-821.0;-520.0;506.0;-585.0;874.0
-226.0;-574.0;473.0;-389.0;-786.0;-422.0;557.0;-517.0;797.0
-234.0;-580.0;460.0;-380.0;-825.0;-372.0;568.0;-459.0;785.0
-229.0;-578.0;462.0;-390.0;-828.0;-365.0;575.0;-429.0;785.0
-226.0;-577.0;463.0;-392.0;-829.0;-363.0;577.0;-423.0;785.0
-222.0;-576.0;464.0;-395.0;-830.0;-363.0;579.0;-418.0;786.0
-204.0;-567.0;468.0;-399.0;-828.0;-373.0;590.0;-406.0;793.0
-200.0;-564.0;469.0;-397.0;-828.0;-372.0;592.0;-402.0;794.0
-192.0;-558.0;473.0;-395.0;-827.0;-373.0;595.0;-395.0;796.0
-181.0;-551.0;478.0;-390.0;-822.0;-385.0;598.0;-392.0;798.0
-178.0;-549.0;480.0;-388.0;-820.0;-388.0;599.0;-392.0;798.0
-171.0;-543.0;484.0;-383.0;-810.0;-397.0;602.0;-393.0;800.0
-170.0;-543.0;484.0;-382.0;-805.0;-397.0;602.0;-393.0;802.0
-169.0;-543.0;483.0;-381.0;-804.0;-393.0;601.0;-392.0;804.0
-169.0;-545.0;481.0;-381.0;-802.0;-394.0;600.0;-389.0;806.0
-170.0;-547.0;479.0;-383.0;-796.0;-405.0;598.0;-386.0;808.0
-171.0;-549.0;477.0;-386.0;-793.0;-409.0;594.0;-381.0;810.0
-171.0;-551.0;475.0;-387.0;-796.0;-404.0;592.0;-381.0;812.0
-171.0;-552.0;472.0;-390.0;-800.0;-400.0;590.0;-382.0;815.0
-180.0;-564.0;464.0;-408.0;-827.0;-389.0;583.0;-409.0;821.0
-184.0;-567.0;462.0;-415.0;-831.0;-392.0;582.0;-415.0;820.0
-212.0;-584.0;460.0;-437.0;-856.0;-368.0;584.0;-419.0;808.0
-223.0;-591.0;460.0;-443.0;-858.0;-366.0;582.0;-415.0;803.0
-228.0;-594.0;461.0;-445.0;-858.0;-367.0;582.0;-414.0;801.0
-233.0;-596.0;463.0;-446.0;-858.0;-369.0;582.0;-416.0;798.0
-245.0;-597.0;471.0;-435.0;-855.0;-370.0;577.0;-440.0;788.0
-249.0;-596.0;473.0;-426.0;-856.0;-363.0;575.0;-450.0;784.0
-252.0;-593.0;476.0;-417.0;-855.0;-358.0;573.0;-460.0;781.0
-255.0;-581.0;487.0;-382.0;-854.0;-339.0;568.0;-484.0;771.0
-251.0;-584.0;492.0;-374.0;-857.0;-319.0;563.0;-488.0;766.0
-248.0;-585.0;494.0;-383.0;-854.0;-332.0;569.0;-486.0;765.0
-251.0;-593.0;501.0;-427.0;-836.0;-383.0;585.0;-406.0;760.0
-255.0;-601.0;503.0;-446.0;-834.0;-376.0;584.0;-363.0;760.0
-250.0;-602.0;505.0;-455.0;-825.0;-387.0;584.0;-338.0;766.0
-481.0;-714.0;633.0;-474.0;-808.0;-500.0;662.0;-305.0;545.0
-240.0;-599.0;506.0;-457.0;-819.0;-403.0;583.0;-337.0;774.0
-227.0;-591.0;507.0;-458.0;-818.0;-407.0;582.0;-343.0;782.0
-220.0;-586.0;507.0;-455.0;-822.0;-399.0;582.0;-343.0;786.0
-208.0;-576.0;509.0;-452.0;-822.0;-407.0;582.0;-350.0;791.0
-195.0;-566.0;510.0;-454.0;-819.0;-419.0;585.0;-362.0;796.0
-177.0;-554.0;514.0;-438.0;-809.0;-431.0;594.0;-389.0;797.0
-178.0;-555.0;513.0;-427.0;-779.0;-453.0;596.0;-372.0;796.0
-181.0;-556.0;513.0;-417.0;-775.0;-437.0;596.0;-354.0;795.0
-184.0;-561.0;511.0;-410.0;-759.0;-452.0;593.0;-333.0;796.0
-184.0;-564.0;508.0;-415.0;-753.0;-470.0;592.0;-328.0;800.0
-183.0;-563.0;507.0;-410.0;-746.0;-473.0;590.0;-320.0;801.0
-183.0;-561.0;506.0;-406.0;-738.0;-478.0;588.0;-317.0;801.0
-183.0;-560.0;506.0;-406.0;-733.0;-486.0;587.0;-318.0;802.0
-183.0;-560.0;505.0;-406.0;-730.0;-491.0;587.0;-321.0;802.0
-184.0;-561.0;498.0;-400.0;-727.0;-494.0;584.0;-332.0;802.0
-185.0;-562.0;497.0;-400.0;-721.0;-503.0;583.0;-332.0;802.0
-186.0;-562.0;495.0;-402.0;-687.0;-559.0;583.0;-327.0;802.0
-186.0;-563.0;494.0;-403.0;-671.0;-582.0;582.0;-323.0;803.0
314.0;-114.0;575.0;-16.0;-812.0;-207.0;525.0;60.0;697.0
299.0;-104.0;577.0;-22.0;-810.0;-225.0;525.0;58.0;708.0
313.0;-66.0;575.0;-43.0;-801.0;-241.0;539.0;44.0;700.0
333.0;-32.0;589.0;-53.0;-800.0;-207.0;557.0;-4.0;681.0
330.0;-32.0;603.0;-59.0;-804.0;-178.0;567.0;-27.0;680.0
351.0;29.0;588.0;-53.0;-721.0;13.0;558.0;12.0;677.0
372.0;47.0;573.0;-69.0;-718.0;-26.0;552.0;24.0;673.0
410.0;108.0;553.0;-107.0;-702.0;-132.0;537.0;23.0;669.0
406.0;101.0;557.0;-112.0;-705.0;-140.0;542.0;-2.0;670.0
397.0;85.0;563.0;-117.0;-711.0;-143.0;548.0;-32.0;675.0
366.0;38.0;576.0;-118.0;-733.0;-120.0;558.0;-92.0;694.0
345.0;8.0;586.0;-113.0;-745.0;-90.0;564.0;-112.0;702.0
179.0;-230.0;634.0;-64.0;-740.0;86.0;583.0;-203.0;745.0
169.0;-274.0;636.0;-68.0;-740.0;99.0;589.0;-225.0;748.0
98.0;-393.0;651.0;-86.0;-754.0;99.0;593.0;-267.0;752.0
80.0;-410.0;657.0;-103.0;-765.0;68.0;596.0;-281.0;749.0
222.0;-129.0;660.0;-168.0;-764.0;-13.0;631.0;-251.0;715.0
226.0;-127.0;656.0;-165.0;-762.0;-27.0;626.0;-240.0;717.0
154.0;-233.0;632.0;-240.0;-786.0;-104.0;604.0;-281.0;759.0
63.0;-248.0;670.0;-289.0;-813.0;-83.0;648.0;-373.0;738.0
97.0;-222.0;664.0;-275.0;-814.0;-120.0;643.0;-342.0;740.0
103.0;-212.0;661.0;-268.0;-816.0;-139.0;641.0;-329.0;742.0
131.0;-172.0;652.0;-267.0;-816.0;-147.0;641.0;-289.0;746.0
136.0;-195.0;652.0;-249.0;-797.0;-103.0;658.0;-282.0;745.0
110.0;-238.0;652.0;-246.0;-796.0;-80.0;653.0;-283.0;749.0
54.0;-319.0;652.0;-243.0;-791.0;-57.0;633.0;-284.0;751.0
407.0;196.0;615.0;-124.0;-744.0;-59.0;559.0;-94.0;652.0
405.0;189.0;608.0;-136.0;-740.0;-81.0;556.0;-91.0;660.0
360.0;121.0;608.0;-142.0;-731.0;-75.0;548.0;-105.0;689.0
336.0;88.0;611.0;-138.0;-732.0;-43.0;548.0;-116.0;701.0
309.0;52.0;618.0;-133.0;-732.0;-2.0;552.0;-124.0;711.0
-43.0;-436.0;645.0;-292.0;-788.0;-80.0;607.0;-358.0;746.0
-141.0;-558.0;629.0;-331.0;-802.0;-129.0;620.0;-413.0;724.0
-200.0;-599.0;621.0;-357.0;-806.0;-159.0;620.0;-438.0;701.0
-226.0;-611.0;616.0;-373.0;-807.0;-175.0;619.0;-454.0;691.0
-257.0;-607.0;601.0;-424.0;-806.0;-229.0;630.0;-497.0;684.0
-253.0;-596.0;594.0;-442.0;-804.0;-250.0;636.0;-517.0;690.0
-277.0;-563.0;533.0;-502.0;-790.0;-324.0;587.0;-629.0;688.0
-269.0;-557.0;524.0;-503.0;-793.0;-335.0;582.0;-634.0;699.0
-259.0;-532.0;573.0;-548.0;-800.0;-359.0;576.0;-659.0;722.0
-249.0;-541.0;511.0;-501.0;-801.0;-339.0;571.0;-628.0;716.0
-242.0;-534.0;508.0;-500.0;-805.0;-341.0;560.0;-623.0;722.0
-239.0;-516.0;506.0;-524.0;-814.0;-364.0;516.0;-606.0;732.0
-226.0;-534.0;582.0;-463.0;-785.0;-303.0;588.0;-634.0;707.0
-199.0;-505.0;598.0;-449.0;-791.0;-293.0;588.0;-626.0;714.0
-170.0;-466.0;613.0;-435.0;-799.0;-271.0;596.0;-614.0;719.0
-43.0;-378.0;658.0;-361.0;-856.0;-238.0;637.0;-477.0;727.0
-66.0;-390.0;651.0;-362.0;-832.0;-223.0;654.0;-438.0;730.0
-134.0;-447.0;619.0;-371.0;-813.0;-192.0;620.0;-470.0;730.0
-96.0;-374.0;674.0;-338.0;-810.0;-164.0;637.0;-385.0;710.0
-61.0;-340.0;672.0;-326.0;-826.0;-198.0;648.0;-332.0;716.0
-46.0;-317.0;671.0;-324.0;-834.0;-194.0;658.0;-296.0;723.0
-35.0;-312.0;669.0;-318.0;-835.0;-189.0;659.0;-288.0;727.0
-100.0;-365.0;644.0;-305.0;-823.0;-155.0;631.0;-324.0;730.0
-128.0;-396.0;635.0;-304.0;-818.0;-155.0;612.0;-327.0;727.0
39.0;-211.0;669.0;-238.0;-802.0;-116.0;648.0;-260.0;733.0
77.0;-214.0;658.0;-232.0;-798.0;-108.0;655.0;-240.0;744.0
73.0;-230.0;655.0;-230.0;-794.0;-105.0;655.0;-254.0;746.0
67.0;-236.0;652.0;-233.0;-794.0;-99.0;657.0;-271.0;749.0
57.0;-241.0;646.0;-236.0;-795.0;-89.0;657.0;-288.0;753.0
-31.0;-322.0;625.0;-252.0;-794.0;-82.0;611.0;-327.0;759.0
-77.0;-345.0;614.0;-306.0;-791.0;-131.0;601.0;-408.0;761.0
-90.0;-375.0;615.0;-305.0;-786.0;-130.0;607.0;-402.0;758.0
-108.0;-407.0;618.0;-303.0;-786.0;-126.0;612.0;-401.0;753.0
-130.0;-429.0;621.0;-301.0;-787.0;-122.0;617.0;-396.0;745.0
-163.0;-447.0;628.0;-307.0;-792.0;-149.0;623.0;-386.0;732.0
-165.0;-447.0;632.0;-315.0;-796.0;-172.0;626.0;-383.0;728.0
-158.0;-444.0;631.0;-338.0;-803.0;-220.0;631.0;-403.0;728.0
-143.0;-438.0;628.0;-348.0;-806.0;-232.0;633.0;-423.0;734.0
-114.0;-411.0;624.0;-343.0;-809.0;-212.0;635.0;-436.0;745.0
25.0;-245.0;672.0;-306.0;-801.0;-144.0;638.0;-382.0;736.0
40.0;-244.0;667.0;-300.0;-809.0;-158.0;637.0;-362.0;740.0
45.0;-243.0;664.0;-300.0;-818.0;-178.0;634.0;-341.0;742.0
55.0;-215.0;659.0;-305.0;-829.0;-203.0;630.0;-328.0;746.0
72.0;-208.0;651.0;-310.0;-823.0;-217.0;622.0;-331.0;753.0
52.0;-228.0;643.0;-310.0;-819.0;-194.0;615.0;-363.0;759.0
-25.0;-302.0;631.0;-302.0;-800.0;-140.0;572.0;-381.0;763.0
-53.0;-333.0;630.0;-313.0;-794.0;-153.0;556.0;-400.0;758.0
39.0;-254.0;688.0;-255.0;-799.0;-102.0;641.0;-294.0;724.0
67.0;-226.0;686.0;-247.0;-804.0;-122.0;638.0;-276.0;725.0
88.0;-207.0;679.0;-248.0;-813.0;-145.0;634.0;-262.0;729.0
105.0;-189.0;676.0;-255.0;-822.0;-162.0;630.0;-256.0;729.0
