Accelerometer HIP accZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az
-107.0;24;-979.0;-932.0;-887.0;-24;-24
63.0;16;-975.0;-839.0;-765.0;-16;-18
40.0;-18;-969.0;-971.0;-802.0;18;-55
-14.0;-26;-993.0;-1000.0;-794.0;26;-21
-13.0;-22;-947.0;-936.0;-790.0;22;-24
106.0;25;-907.0;-946.0;-907.0;-25;-35
-14.0;-49;-977.0;-1039.0;-956.0;49;-11
89.0;166;-1109.0;-1166.0;-873.0;-166;-28
5.0;9;-968.0;-862.0;-733.0;-9;-23
31.0;8;-911.0;-919.0;-947.0;-8;-63
1.0;-9;-957.0;-892.0;-737.0;9;-19
-51.0;-42;-626.0;-725.0;-904.0;42;-19
39.0;-24;-974.0;-871.0;-852.0;24;-16
28.0;-33;-994.0;-925.0;-898.0;33;-20
28.0;2;-991.0;-972.0;-784.0;-2;-22
-25.0;9;-971.0;-965.0;-778.0;-9;-2
9.0;-11;-960.0;-902.0;-741.0;11;-19
40.0;104;-950.0;-793.0;-673.0;-104;-15
-4.0;-12;-964.0;-845.0;-758.0;12;-24
42.0;-19;-961.0;-925.0;-842.0;19;-18
-10.0;8;-1032.0;-888.0;-901.0;-8;-14
26.0;34;-989.0;-897.0;-796.0;-34;-12
92.0;16;-963.0;-795.0;-839.0;-16;-24
-14.0;52;-935.0;-1025.0;-709.0;-52;-8
58.0;29;-917.0;-904.0;-911.0;-29;-16
10.0;1;-975.0;-976.0;-802.0;-1;-15
-17.0;36;-1003.0;-971.0;-897.0;-36;-33
-6.0;6;-958.0;-839.0;-762.0;-6;-22
-66.0;-7;-989.0;-953.0;-758.0;7;-19
36.0;-2;-987.0;-902.0;-850.0;2;-23
28.0;-33;-968.0;-931.0;-786.0;33;-18
-79.0;-15;-975.0;-924.0;-760.0;15;-22
-53.0;-13;-979.0;-968.0;-940.0;13;-25
-50.0;-14;-985.0;-966.0;-955.0;14;-22
92.0;12;-972.0;-884.0;-864.0;-12;-14
79.0;-13;-926.0;-956.0;-957.0;13;-27
-30.0;7;-970.0;-991.0;-978.0;-7;-18
82.0;7;-962.0;-881.0;-843.0;-7;-16
-95.0;-105;-1003.0;-954.0;-1012.0;105;-17
-202.0;-33;-190.0;-881.0;-886.0;33;-17
-74.0;11;-945.0;-938.0;-846.0;-11;-17
80.0;-32;-918.0;-864.0;-866.0;32;-41
-72.0;-14;-959.0;-967.0;-931.0;14;-21
146.0;25;-889.0;-863.0;-1001.0;-25;-19
168.0;24;-926.0;-877.0;-913.0;-24;-25
47.0;-6;-948.0;-957.0;-928.0;6;-23
-87.0;-38;-1078.0;-1160.0;-1009.0;38;-21
55.0;30;-957.0;-957.0;-928.0;-30;-18
33.0;-19;-947.0;-948.0;-910.0;19;-26
111.0;-7;-959.0;-952.0;-928.0;7;-14
102.0;7;-950.0;-968.0;-926.0;-7;-23
-414.0;8;-201.0;-478.0;-943.0;-8;-17
101.0;-22;-998.0;-945.0;-828.0;22;-16
-43.0;18;-923.0;-914.0;-825.0;-18;-18
-133.0;-48;-902.0;-929.0;-903.0;48;-14
-136.0;-13;-853.0;-959.0;-876.0;13;-23
-168.0;-197;-915.0;-934.0;-747.0;197;36
-116.0;-4;-875.0;-938.0;-818.0;4;-19
-113.0;-14;-891.0;-961.0;-848.0;14;-13
-111.0;28;-935.0;-970.0;-836.0;-28;-20
-113.0;28;-901.0;-953.0;-812.0;-28;-23
-60.0;131;-946.0;-989.0;-910.0;-131;-159
-85.0;-20;-874.0;-935.0;-856.0;20;-22
88.0;6;-955.0;-925.0;-914.0;-6;-14
-141.0;-26;-818.0;-844.0;-864.0;26;-14
-125.0;-2;-860.0;-917.0;-936.0;2;-27
-518.0;-528;-551.0;-704.0;-883.0;528;-20
-108.0;8;-854.0;-890.0;-910.0;-8;-20
-105.0;-14;-864.0;-906.0;-911.0;14;-14
34.0;-36;-992.0;-1012.0;-813.0;36;-16
-170.0;16;-819.0;-855.0;-837.0;-16;-19
-117.0;34;-878.0;-943.0;-904.0;-34;-27
200.0;24;-916.0;-984.0;-836.0;-24;-15
27.0;-28;-963.0;-975.0;-979.0;28;-30
65.0;-18;-969.0;-974.0;-941.0;18;-15
98.0;-11;-980.0;-982.0;-937.0;11;-15
44.0;12;-994.0;-978.0;-812.0;-12;-10
64.0;22;-980.0;-996.0;-870.0;-22;-16
-60.0;-17;-979.0;-980.0;-950.0;17;-22
98.0;-15;-998.0;-984.0;-763.0;15;-20
-71.0;6;-973.0;-977.0;-949.0;-6;-18
-87.0;17;-923.0;-891.0;-850.0;-17;-16
1.0;-101;-563.0;-667.0;-611.0;101;-59
85.0;3;-959.0;-942.0;-949.0;-3;-25
54.0;20;-981.0;-974.0;-970.0;-20;-25
114.0;7;-924.0;-971.0;-936.0;-7;-19
70.0;-8;-971.0;-992.0;-966.0;8;-17
-21.0;-83;-855.0;-793.0;-916.0;83;-18
132.0;-28;-858.0;-986.0;-948.0;28;-21
22.0;82;-953.0;-1003.0;-992.0;-82;-18
39.0;43;-942.0;-983.0;-972.0;-43;-15
18.0;27;-951.0;-977.0;-977.0;-27;-18
114.0;-54;-977.0;-751.0;-685.0;54;-19
30.0;-1;-960.0;-801.0;-704.0;1;-26
-211.0;-184;-713.0;-764.0;-803.0;184;21
-61.0;16;-974.0;-955.0;-939.0;-16;-12
100.0;-10;-981.0;-934.0;-806.0;10;-11
22.0;25;-957.0;-823.0;-753.0;-25;-18
4.0;23;-960.0;-851.0;-730.0;-23;-22
10.0;6;-964.0;-842.0;-745.0;-6;-15
98.0;-18;-995.0;-939.0;-796.0;18;-21
16.0;14;-958.0;-834.0;-748.0;-14;-23
-7.0;52;-940.0;-970.0;-948.0;-52;-23
100.0;-23;-917.0;-905.0;-950.0;23;-20
22.0;90;-894.0;-1018.0;-937.0;-90;-24
-82.0;7;-973.0;-945.0;-939.0;-7;-19
-96.0;-1;-966.0;-945.0;-938.0;1;-21
75.0;7;-964.0;-908.0;-796.0;-7;-18
47.0;13;-970.0;-895.0;-786.0;-13;-23
-29.0;9;-877.0;-997.0;-939.0;-9;-30
-82.0;-26;-327.0;-872.0;-737.0;26;-22
-39.0;-35;-840.0;-935.0;-802.0;35;-26
-36.0;-17;-827.0;-956.0;-889.0;17;-23
56.0;28;-923.0;-967.0;-888.0;-28;-25
56.0;0;-921.0;-963.0;-900.0;0;-15
-24.0;-4;-830.0;-952.0;-878.0;4;-14
31.0;-56;-975.0;-754.0;-719.0;56;-18
-22.0;34;-841.0;-985.0;-859.0;-34;-11
10.0;76;-530.0;-989.0;-702.0;-76;3
-51.0;-17;-738.0;-979.0;-911.0;17;-21
-117.0;-19;-704.0;-1098.0;-925.0;19;-23
63.0;5;-946.0;-973.0;-953.0;-5;-16
-29.0;-3;-837.0;-982.0;-853.0;3;-23
-19.0;0;-799.0;-1014.0;-833.0;0;-20
101.0;-7;-948.0;-969.0;-956.0;7;-19
-36.0;-50;-697.0;-882.0;-778.0;50;-32
-26.0;43;-874.0;-943.0;-974.0;-43;-14
78.0;24;-910.0;-937.0;-893.0;-24;-18
25.0;-48;-927.0;-933.0;-889.0;48;-21
-13.0;51;-862.0;-966.0;-893.0;-51;-20
52.0;-2;-968.0;-974.0;-975.0;2;-17
-81.0;19;-914.0;-909.0;-886.0;-19;-21
17.0;-15;-957.0;-826.0;-755.0;15;-25
-55.0;-4;-965.0;-996.0;-948.0;4;-26
100.0;45;-921.0;-998.0;-882.0;-45;-10
-30.0;-14;-958.0;-982.0;-914.0;14;-23
-62.0;27;-930.0;-918.0;-889.0;-27;-15
104.0;-14;-976.0;-804.0;-748.0;14;-17
66.0;-8;-918.0;-936.0;-840.0;8;-19
4.0;14;-951.0;-857.0;-736.0;-14;-22
14.0;-2;-955.0;-853.0;-745.0;2;-28
-2.0;-2;-917.0;-931.0;-901.0;2;-22
26.0;8;-929.0;-936.0;-793.0;-8;-18
-14.0;26;-922.0;-943.0;-782.0;-26;-16
-14.0;47;-925.0;-937.0;-856.0;-47;-25
-84.0;8;-900.0;-953.0;-887.0;-8;-15
90.0;-2;-935.0;-973.0;-959.0;2;-15
88.0;-6;-935.0;-970.0;-971.0;6;-21
-93.0;17;-946.0;-918.0;-933.0;-17;-20
-43.0;72;-807.0;-852.0;-922.0;-72;-17
60.0;-15;-942.0;-893.0;-982.0;15;-27
82.0;-23;-945.0;-980.0;-958.0;23;-13
69.0;-1;-968.0;-909.0;-828.0;1;-18
-94.0;-6;-919.0;-940.0;-939.0;6;-21
-46.0;-22;-992.0;-950.0;-784.0;22;-27
-55.0;13;-964.0;-953.0;-967.0;-13;-21
-59.0;17;-962.0;-961.0;-973.0;-17;-24
93.0;118;-1009.0;-1057.0;-869.0;-118;-21
40.0;98;-943.0;-937.0;-803.0;-98;-1
91.0;-10;-960.0;-894.0;-809.0;10;-23
-41.0;12;-961.0;-986.0;-970.0;-12;-22
99.0;49;-946.0;-896.0;-813.0;-49;-23
19.0;1;-959.0;-851.0;-740.0;-1;-11
42.0;129;-966.0;-908.0;-1071.0;-129;-21
-75.0;4;-786.0;-1030.0;-827.0;-4;-27
-95.0;9;-863.0;-970.0;-884.0;-9;-25
-78.0;33;-863.0;-947.0;-873.0;-33;-20
40.0;22;-950.0;-842.0;-762.0;-22;-24
19.0;7;-942.0;-815.0;-676.0;-7;-22
20.0;-30;-949.0;-621.0;-819.0;30;-16
48.0;-21;-913.0;-949.0;-915.0;21;-19
-78.0;5;-868.0;-936.0;-886.0;-5;-28
-88.0;5;-889.0;-974.0;-896.0;-5;-19
-89.0;-24;-874.0;-1032.0;-973.0;24;-26
64.0;-16;-949.0;-984.0;-972.0;16;-17
51.0;-16;-955.0;-991.0;-972.0;16;-17
-69.0;-24;-870.0;-930.0;-871.0;24;-28
-81.0;32;-874.0;-947.0;-846.0;-32;-16
48.0;-17;-949.0;-991.0;-978.0;17;-18
-57.0;-8;-877.0;-968.0;-856.0;8;-25
81.0;42;-938.0;-1012.0;-993.0;-42;-13
-178.0;-152;-828.0;-1017.0;-819.0;152;-51
101.0;22;-930.0;-952.0;-931.0;-22;-28
40.0;4;-947.0;-999.0;-977.0;-4;-14
40.0;11;-954.0;-905.0;-816.0;-11;-18
72.0;17;-972.0;-921.0;-824.0;-17;-17
40.0;56;-962.0;-993.0;-994.0;-56;-11
62.0;3;-965.0;-913.0;-818.0;-3;-22
61.0;12;-945.0;-989.0;-985.0;-12;-12
35.0;-1;-959.0;-992.0;-954.0;1;-20
32.0;-4;-951.0;-1011.0;-932.0;4;-16
95.0;-4;-960.0;-890.0;-848.0;4;-15
63.0;-12;-959.0;-890.0;-864.0;12;-25
85.0;-14;-910.0;-987.0;-863.0;14;-11
36.0;36;-882.0;-987.0;-852.0;-36;-16
41.0;25;-928.0;-973.0;-964.0;-25;-15
29.0;11;-949.0;-983.0;-964.0;-11;-21
-16.0;6;-954.0;-1003.0;-985.0;-6;-15
37.0;21;-946.0;-985.0;-968.0;-21;-21
-4.0;23;-947.0;-979.0;-974.0;-23;-24
14.0;14;-948.0;-974.0;-978.0;-14;-19
20.0;1;-944.0;-985.0;-984.0;-1;-17
68.0;-31;-944.0;-872.0;-859.0;31;-19
71.0;12;-933.0;-949.0;-917.0;-12;-22
72.0;-4;-947.0;-902.0;-863.0;4;-17
21.0;50;-933.0;-954.0;-915.0;-50;-20
89.0;-9;-941.0;-956.0;-916.0;9;-17
52.0;-3;-936.0;-960.0;-909.0;3;-21
-82.0;10;-913.0;-1057.0;-991.0;-10;-19
87.0;-24;-955.0;-914.0;-850.0;24;-16
84.0;203;-698.0;-738.0;-678.0;-203;-35
-23.0;3;-948.0;-983.0;-971.0;-3;-15
-15.0;25;-942.0;-985.0;-972.0;-25;-17
-4.0;3;-952.0;-1003.0;-986.0;-3;-18
92.0;-1;-963.0;-928.0;-857.0;1;-16
-74.0;-25;-920.0;-920.0;-917.0;25;-19
5.0;36;-940.0;-966.0;-973.0;-36;-18
-83.0;-15;-923.0;-912.0;-930.0;15;-18
-80.0;-20;-942.0;-922.0;-957.0;20;-25
81.0;-6;-952.0;-912.0;-853.0;6;-17
90.0;8;-951.0;-896.0;-872.0;-8;-18
74.0;30;-987.0;-1014.0;-912.0;-30;-48
-15.0;-35;-928.0;-973.0;-980.0;35;-14
-31.0;-64;-920.0;-949.0;-954.0;64;-15
170.0;-18;-1055.0;-971.0;-922.0;18;-11
-10.0;30;-926.0;-963.0;-960.0;-30;-18
43.0;-10;-941.0;-958.0;-920.0;10;-17
25.0;19;-614.0;-1016.0;-982.0;-19;-54
4.0;9;-652.0;-860.0;-979.0;-9;-20
20.0;1;-952.0;-991.0;-988.0;-1;-19
9.0;-7;-937.0;-988.0;-972.0;7;-19
15.0;19;-953.0;-1003.0;-979.0;-19;-17
-44.0;37;-836.0;-963.0;-884.0;-37;-19
-58.0;8;-838.0;-990.0;-835.0;-8;-27
-70.0;29;-905.0;-974.0;-829.0;-29;-17
47.0;-6;-943.0;-989.0;-983.0;6;-15
-17.0;85;-931.0;-1112.0;-813.0;-85;20
117.0;0;-955.0;-916.0;-883.0;0;-16
19.0;16;-957.0;-983.0;-985.0;-16;-16
30.0;-3;-934.0;-976.0;-956.0;3;-21
18.0;-5;-948.0;-990.0;-989.0;5;-17
53.0;-13;-941.0;-953.0;-910.0;13;-18
-35.0;19;-961.0;-968.0;-946.0;-19;-19
46.0;0;-950.0;-993.0;-957.0;0;-25
-59.0;-49;-839.0;-839.0;-981.0;49;-17
5.0;33;-847.0;-940.0;-885.0;-33;-24
20.0;-7;-958.0;-984.0;-982.0;7;-20
-106.0;40;-890.0;-939.0;-810.0;-40;-12
10.0;18;-949.0;-989.0;-967.0;-18;-17
6.0;5;-949.0;-995.0;-969.0;-5;-16
-80.0;-12;-954.0;-954.0;-914.0;12;-16
43.0;16;-938.0;-957.0;-906.0;-16;-19
84.0;-5;-961.0;-930.0;-861.0;5;-16
70.0;-12;-939.0;-950.0;-913.0;12;-20
87.0;1;-956.0;-919.0;-847.0;-1;-15
54.0;-36;-946.0;-950.0;-932.0;36;-20
106.0;39;-945.0;-884.0;-876.0;-39;-15
60.0;-3;-945.0;-938.0;-925.0;3;-18
67.0;115;-972.0;-942.0;-875.0;-115;-16
72.0;3;-948.0;-944.0;-936.0;-3;-16
32.0;10;-878.0;-920.0;-899.0;-10;-15
98.0;73;-809.0;-876.0;-780.0;-73;-60
84.0;-2;-919.0;-961.0;-924.0;2;-20
-24.0;21;-1052.0;-963.0;-983.0;-21;-16
3.0;-3;-954.0;-943.0;-897.0;3;-21
40.0;34;-965.0;-1013.0;-883.0;-34;-16
-62.0;32;-936.0;-933.0;-886.0;-32;-22
-87.0;3;-975.0;-967.0;-954.0;-3;-18
89.0;-4;-939.0;-930.0;-940.0;4;-20
80.0;-39;-932.0;-919.0;-928.0;39;-18
20.0;-25;-952.0;-977.0;-979.0;25;-11
21.0;-11;-946.0;-983.0;-977.0;11;-17
20.0;5;-962.0;-998.0;-976.0;-5;-20
46.0;20;-964.0;-934.0;-737.0;-20;-15
43.0;-21;-949.0;-918.0;-759.0;21;-21
-7.0;35;-960.0;-912.0;-836.0;-35;-18
62.0;33;-966.0;-966.0;-891.0;-33;-17
-80.0;33;-954.0;-950.0;-803.0;-33;-27
-45.0;-31;-950.0;-920.0;-787.0;31;-29
-29.0;-23;-962.0;-972.0;-784.0;23;-18
59.0;-11;-978.0;-965.0;-874.0;11;-17
65.0;-4;-924.0;-934.0;-932.0;4;-16
74.0;4;-987.0;-980.0;-944.0;-4;-15
63.0;-86;-936.0;-979.0;-888.0;86;-21
110.0;19;-907.0;-958.0;-859.0;-19;-53
61.0;7;-960.0;-933.0;-828.0;-7;-19
81.0;0;-990.0;-929.0;-763.0;0;-22
61.0;30;-946.0;-986.0;-977.0;-30;-21
121.0;-3;-893.0;-919.0;-889.0;3;72
80.0;-19;-904.0;-962.0;-807.0;19;-15
-7.0;-24;-896.0;-897.0;-938.0;24;-22
70.0;-212;-967.0;-973.0;-886.0;212;-11
233.0;6;-966.0;-997.0;-846.0;-6;-13
72.0;-54;-993.0;-981.0;-861.0;54;-23
-78.0;-18;-973.0;-970.0;-946.0;18;-13
20.0;-3;-970.0;-969.0;-1006.0;3;-17
-89.0;17;-965.0;-962.0;-942.0;-17;-18
-54.0;13;-965.0;-988.0;-976.0;-13;-22
-21.0;-26;-926.0;-979.0;-948.0;26;-20
-16.0;-8;-904.0;-879.0;-971.0;8;-22
-9.0;-32;-980.0;-935.0;-928.0;32;-28
70.0;37;-965.0;-963.0;-895.0;-37;-21
-50.0;586;-917.0;-912.0;-973.0;-586;-534
48.0;27;-961.0;-977.0;-865.0;-27;-20
-19.0;12;-896.0;-1000.0;-955.0;-12;-18
20.0;53;-918.0;-1100.0;-874.0;-53;-18
-80.0;-14;-964.0;-960.0;-940.0;14;-23
61.0;22;-954.0;-966.0;-854.0;-22;-17
71.0;17;-953.0;-966.0;-855.0;-17;-17
50.0;9;-946.0;-1003.0;-970.0;-9;-15
67.0;5;-941.0;-979.0;-988.0;-5;-12
80.0;10;-952.0;-962.0;-858.0;-10;-14
61.0;11;-953.0;-963.0;-863.0;-11;-16
72.0;-14;-954.0;-964.0;-860.0;14;-22
-64.0;3;-975.0;-947.0;-944.0;-3;-16
-111.0;12;-840.0;-873.0;-847.0;-12;-7
35.0;-11;-947.0;-996.0;-981.0;11;-18
71.0;6;-953.0;-958.0;-868.0;-6;-14
30.0;-14;-953.0;-993.0;-978.0;14;-18
72.0;-24;-968.0;-961.0;-806.0;24;-14
40.0;6;-969.0;-961.0;-749.0;-6;-19
29.0;-4;-951.0;-993.0;-981.0;4;-22
-89.0;14;-968.0;-968.0;-953.0;-14;-15
-67.0;0;-971.0;-967.0;-943.0;0;-15
69.0;12;-951.0;-962.0;-855.0;-12;-18
41.0;17;-948.0;-966.0;-857.0;-17;-23
70.0;10;-953.0;-966.0;-865.0;-10;-17
60.0;-22;-950.0;-960.0;-864.0;22;-17
80.0;-6;-949.0;-967.0;-864.0;6;-16
21.0;6;-950.0;-996.0;-987.0;-6;-19
-28.0;9;-970.0;-992.0;-978.0;-9;-16
67.0;8;-949.0;-969.0;-861.0;-8;-27
73.0;5;-947.0;-956.0;-869.0;-5;-18
84.0;-15;-946.0;-955.0;-880.0;15;-18
56.0;-2;-947.0;-954.0;-864.0;2;-13
33.0;19;-973.0;-1002.0;-969.0;-19;-19
58.0;38;-930.0;-976.0;-941.0;-38;-14
48.0;-4;-945.0;-960.0;-870.0;4;-17
-11.0;-16;-965.0;-989.0;-974.0;16;-21
-30.0;17;-968.0;-992.0;-979.0;-17;-19
71.0;16;-953.0;-955.0;-977.0;-16;-19
3.0;3;-898.0;-901.0;-920.0;-3;-9
81.0;-9;-946.0;-949.0;-879.0;9;-15
3.0;12;-969.0;-999.0;-973.0;-12;-15
86.0;-21;-786.0;-877.0;-747.0;21;-230
-11.0;18;-966.0;-987.0;-981.0;-18;-22
70.0;-2;-949.0;-950.0;-884.0;2;-22
80.0;27;-955.0;-1007.0;-955.0;-27;-20
82.0;2;-961.0;-1017.0;-978.0;-2;-17
73.0;-29;-950.0;-954.0;-878.0;29;-15
40.0;12;-951.0;-990.0;-976.0;-12;-18
31.0;5;-954.0;-962.0;-966.0;-5;-18
67.0;-23;-947.0;-969.0;-880.0;23;-17
69.0;-4;-953.0;-951.0;-884.0;4;-21
83.0;4;-952.0;-945.0;-873.0;-4;-15
79.0;-1;-938.0;-934.0;-871.0;1;-16
56.0;29;-956.0;-996.0;-978.0;-29;-14
75.0;-14;-949.0;-974.0;-915.0;14;-16
63.0;-3;-957.0;-913.0;-799.0;3;-20
59.0;-6;-943.0;-984.0;-960.0;6;-17
33.0;3;-940.0;-982.0;-979.0;-3;-19
-182.0;106;-941.0;-988.0;-1003.0;-106;10
-12.0;-15;-969.0;-993.0;-977.0;15;-18
-4.0;27;-972.0;-999.0;-977.0;-27;-18
-86.0;8;-961.0;-964.0;-954.0;-8;-14
-4.0;-4;-968.0;-990.0;-977.0;4;-21
-5.0;5;-973.0;-994.0;-984.0;-5;-20
0.0;-12;-971.0;-990.0;-983.0;12;-13
-102.0;11;-954.0;-958.0;-947.0;-11;-16
0.0;5;-968.0;-991.0;-984.0;-5;-18
-81.0;3;-952.0;-952.0;-943.0;-3;-22
-92.0;8;-958.0;-956.0;-949.0;-8;-22
-163.0;-8;-908.0;-908.0;-991.0;8;-22
-28.0;40;-802.0;-872.0;-874.0;-40;-111
-82.0;-6;-965.0;-952.0;-930.0;6;-20
84.0;54;-853.0;-906.0;-838.0;-54;326
8.0;9;-973.0;-997.0;-980.0;-9;-20
-102.0;5;-968.0;-950.0;-939.0;-5;-20
-76.0;20;-963.0;-949.0;-903.0;-20;-17
-72.0;0;-950.0;-921.0;-875.0;0;-18
-6.0;15;-971.0;-1001.0;-979.0;-15;-20
-69.0;26;-958.0;-926.0;-894.0;-26;-18
230.0;31;-930.0;-968.0;-926.0;-31;-1
51.0;21;-969.0;-1001.0;-967.0;-21;-20
50.0;28;-970.0;-1003.0;-971.0;-28;-17
118.0;79;-949.0;-956.0;-858.0;-79;-21
110.0;61;-947.0;-960.0;-851.0;-61;-24
129.0;2;-949.0;-950.0;-871.0;-2;-21
142.0;3;-969.0;-954.0;-846.0;-3;-25
-92.0;-15;-941.0;-931.0;-947.0;15;-16
111.0;-15;-947.0;-955.0;-860.0;15;-18
-38.0;16;-822.0;-873.0;-922.0;-16;-24
40.0;-1;-963.0;-1000.0;-979.0;1;-13
22.0;-27;-863.0;-956.0;-936.0;27;-22
1.0;8;-860.0;-999.0;-922.0;-8;-23
1.0;34;-856.0;-1014.0;-911.0;-34;-19
-10.0;20;-858.0;-988.0;-926.0;-20;-27
3.0;-9;-877.0;-1005.0;-874.0;9;-20
126.0;20;-951.0;-957.0;-869.0;-20;-12
-34.0;-4;-885.0;-1003.0;-824.0;4;-22
161.0;-12;-916.0;-980.0;-842.0;12;-21
111.0;-22;-946.0;-957.0;-875.0;22;-22
123.0;-16;-946.0;-954.0;-878.0;16;-18
-87.0;3;-944.0;-940.0;-911.0;-3;-22
127.0;33;-948.0;-936.0;-882.0;-33;-16
-103.0;6;-946.0;-945.0;-917.0;-6;-19
9.0;7;-978.0;-997.0;-979.0;-7;-16
106.0;18;-957.0;-949.0;-882.0;-18;-16
162.0;-48;-965.0;-876.0;-900.0;48;-31
121.0;18;-948.0;-923.0;-915.0;-18;-19
-4.0;-8;-976.0;-993.0;-978.0;8;-22
118.0;-4;-935.0;-922.0;-935.0;4;-20
98.0;-7;-951.0;-919.0;-919.0;7;-20
-99.0;-14;-946.0;-941.0;-932.0;14;-17
8.0;1;-972.0;-988.0;-977.0;-1;-20
135.0;14;-932.0;-873.0;-783.0;-14;-15
-20.0;-26;-952.0;-837.0;-784.0;26;-21
11.0;-10;-967.0;-877.0;-764.0;10;-21
-12.0;9;-841.0;-788.0;-816.0;-9;-11
-14.0;-23;-958.0;-861.0;-799.0;23;-21
2.0;-9;-947.0;-872.0;-776.0;9;-22
36.0;3;-973.0;-1001.0;-963.0;-3;-18
0.0;-20;-950.0;-887.0;-780.0;20;-21
1.0;-23;-942.0;-875.0;-776.0;23;-24
