InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1
-466.0;62.0;-412.0;54.0;49.0
-456.0;59.0;-418.0;48.0;59.0
-449.0;55.0;-425.0;44.0;69.0
-448.0;44.0;-430.0;35.0;83.0
-448.0;40.0;-434.0;27.0;88.0
-447.0;37.0;-442.0;13.0;100.0
-443.0;36.0;-446.0;6.0;106.0
-445.0;35.0;-447.0;6.0;111.0
-449.0;31.0;-449.0;0.0;118.0
-466.0;15.0;-461.0;-9.0;134.0
-498.0;6.0;-482.0;-32.0;165.0
-505.0;9.0;-487.0;-37.0;175.0
-512.0;16.0;-484.0;-40.0;184.0
-518.0;25.0;-478.0;-41.0;194.0
-526.0;36.0;-470.0;-42.0;204.0
-532.0;59.0;-442.0;-40.0;227.0
-519.0;89.0;-408.0;-29.0;250.0
-501.0;104.0;-392.0;-24.0;262.0
-487.0;120.0;-376.0;-18.0;274.0
-455.0;149.0;-348.0;-23.0;301.0
-445.0;159.0;-332.0;-24.0;311.0
-422.0;170.0;-291.0;-34.0;342.0
-413.0;171.0;-281.0;-42.0;350.0
-404.0;174.0;-277.0;-51.0;357.0
-390.0;180.0;-274.0;-60.0;362.0
-378.0;184.0;-273.0;-61.0;369.0
-362.0;187.0;-280.0;-54.0;381.0
-364.0;187.0;-287.0;-49.0;378.0
-366.0;187.0;-289.0;-45.0;377.0
-350.0;191.0;-289.0;-59.0;370.0
-330.0;201.0;-273.0;-45.0;347.0
-327.0;203.0;-270.0;-41.0;339.0
-325.0;204.0;-267.0;-30.0;331.0
-339.0;205.0;-265.0;10.0;306.0
-344.0;204.0;-265.0;23.0;296.0
-362.0;201.0;-264.0;53.0;269.0
-376.0;202.0;-263.0;75.0;250.0
-381.0;204.0;-261.0;84.0;241.0
-388.0;207.0;-259.0;94.0;231.0
-393.0;211.0;-256.0;101.0;222.0
-402.0;220.0;-249.0;122.0;206.0
-408.0;224.0;-245.0;136.0;198.0
-421.0;235.0;-232.0;150.0;181.0
-429.0;240.0;-229.0;159.0;175.0
-464.0;240.0;-226.0;158.0;159.0
-472.0;235.0;-223.0;160.0;157.0
-494.0;215.0;-213.0;164.0;152.0
-518.0;190.0;-210.0;153.0;142.0
-533.0;177.0;-210.0;148.0;138.0
-546.0;167.0;-210.0;137.0;134.0
-546.0;158.0;-210.0;122.0;131.0
-538.0;143.0;-210.0;105.0;125.0
-528.0;137.0;-211.0;90.0;116.0
-528.0;137.0;-211.0;96.0;112.0
-529.0;137.0;-210.0;104.0;108.0
-544.0;137.0;-213.0;115.0;97.0
-546.0;141.0;-216.0;116.0;94.0
-548.0;148.0;-218.0;116.0;89.0
-553.0;151.0;-219.0;122.0;86.0
-551.0;160.0;-224.0;127.0;81.0
-566.0;325.0;-150.0;329.0;-56.0
-570.0;326.0;-155.0;326.0;-60.0
-569.0;331.0;-170.0;330.0;-60.0
-568.0;333.0;-180.0;336.0;-58.0
-569.0;334.0;-189.0;347.0;-56.0
-571.0;330.0;-197.0;355.0;-55.0
-574.0;325.0;-207.0;364.0;-55.0
-577.0;319.0;-217.0;369.0;-53.0
-580.0;308.0;-229.0;377.0;-54.0
-578.0;286.0;-255.0;387.0;-56.0
-562.0;248.0;-309.0;413.0;-65.0
-558.0;242.0;-320.0;417.0;-62.0
-553.0;232.0;-330.0;421.0;-54.0
-547.0;220.0;-351.0;431.0;-66.0
-533.0;204.0;-424.0;469.0;-47.0
-520.0;200.0;-367.0;494.0;-85.0
477.0;-392.0;313.0;-201.0;-168.0
597.0;-227.0;-535.0;-470.0;-103.0
341.0;-479.0;-634.0;-236.0;-347.0
482.0;-365.0;318.0;-160.0;-178.0
486.0;-355.0;320.0;-142.0;-175.0
493.0;-341.0;321.0;-128.0;-172.0
500.0;-327.0;322.0;-117.0;-171.0
503.0;-314.0;323.0;-112.0;-171.0
506.0;-296.0;327.0;-109.0;-172.0
513.0;-291.0;330.0;-118.0;-173.0
518.0;-286.0;333.0;-136.0;-175.0
726.0;-79.0;-349.0;-395.0;178.0
524.0;-282.0;340.0;-164.0;-178.0
640.0;-129.0;-502.0;-495.0;-285.0
512.0;-284.0;347.0;-173.0;-179.0
509.0;-284.0;350.0;-182.0;-178.0
500.0;-278.0;360.0;-210.0;-178.0
497.0;-280.0;363.0;-207.0;-176.0
494.0;-279.0;365.0;-211.0;-172.0
485.0;-281.0;370.0;-215.0;-157.0
575.0;-314.0;641.0;-351.0;-208.0
522.0;-362.0;350.0;-379.0;-102.0
490.0;-273.0;377.0;-216.0;-127.0
547.0;-341.0;380.0;-339.0;-126.0
575.0;-269.0;444.0;-287.0;-92.0
566.0;-246.0;375.0;-332.0;-11.0
609.0;-215.0;467.0;-298.0;-41.0
506.0;-246.0;384.0;-163.0;-166.0
495.0;-249.0;380.0;-163.0;-187.0
487.0;-252.0;373.0;-164.0;-208.0
478.0;-254.0;366.0;-162.0;-230.0
468.0;-257.0;356.0;-157.0;-252.0
445.0;-261.0;339.0;-138.0;-296.0
434.0;-265.0;335.0;-125.0;-314.0
412.0;-267.0;331.0;-95.0;-357.0
399.0;-271.0;329.0;-81.0;-375.0
388.0;-272.0;327.0;-69.0;-394.0
379.0;-274.0;325.0;-60.0;-411.0
372.0;-276.0;323.0;-51.0;-427.0
366.0;-279.0;321.0;-44.0;-444.0
361.0;-281.0;319.0;-37.0;-459.0
347.0;-287.0;316.0;-21.0;-487.0
338.0;-290.0;314.0;-13.0;-500.0
330.0;-291.0;312.0;-11.0;-512.0
325.0;-294.0;309.0;-10.0;-522.0
310.0;-302.0;298.0;-15.0;-545.0
307.0;-305.0;294.0;-18.0;-549.0
303.0;-309.0;292.0;-23.0;-557.0
302.0;-310.0;291.0;-25.0;-559.0
301.0;-312.0;290.0;-27.0;-562.0
301.0;-311.0;289.0;-28.0;-563.0
302.0;-311.0;289.0;-29.0;-563.0
303.0;-312.0;287.0;-31.0;-562.0
305.0;-312.0;285.0;-33.0;-561.0
307.0;-312.0;284.0;-36.0;-560.0
309.0;-312.0;283.0;-38.0;-559.0
312.0;-312.0;281.0;-40.0;-557.0
315.0;-312.0;280.0;-42.0;-555.0
261.0;-550.0;-632.0;-132.0;-421.0
476.0;-362.0;-622.0;-334.0;-235.0
326.0;-309.0;279.0;-46.0;-548.0
332.0;-308.0;282.0;-47.0;-545.0
715.0;-560.0;124.0;-565.0;-682.0
337.0;-303.0;288.0;-42.0;-540.0
337.0;-302.0;290.0;-39.0;-538.0
336.0;-300.0;294.0;-32.0;-535.0
336.0;-299.0;295.0;-32.0;-533.0
334.0;-298.0;297.0;-26.0;-531.0
324.0;-298.0;297.0;-18.0;-524.0
321.0;-297.0;297.0;-19.0;-521.0
315.0;-294.0;298.0;-20.0;-515.0
296.0;-278.0;309.0;-13.0;-501.0
292.0;-275.0;313.0;-8.0;-499.0
289.0;-273.0;319.0;-4.0;-499.0
283.0;-271.0;337.0;2.0;-502.0
278.0;-270.0;354.0;10.0;-508.0
277.0;-271.0;360.0;14.0;-508.0
276.0;-272.0;364.0;16.0;-507.0
279.0;-276.0;366.0;8.0;-498.0
282.0;-281.0;369.0;-5.0;-480.0
287.0;-283.0;372.0;-18.0;-468.0
292.0;-284.0;374.0;-30.0;-455.0
299.0;-283.0;383.0;-46.0;-429.0
308.0;-280.0;387.0;-68.0;-395.0
311.0;-281.0;391.0;-80.0;-378.0
328.0;-284.0;396.0;-115.0;-333.0
333.0;-284.0;395.0;-124.0;-317.0
331.0;-293.0;391.0;-149.0;-271.0
328.0;-296.0;397.0;-156.0;-264.0
325.0;-297.0;404.0;-159.0;-257.0
314.0;-298.0;421.0;-160.0;-250.0
309.0;-298.0;429.0;-158.0;-248.0
292.0;-300.0;454.0;-122.0;-242.0
290.0;-300.0;460.0;-113.0;-241.0
285.0;-296.0;481.0;-103.0;-241.0
288.0;-294.0;483.0;-101.0;-241.0
306.0;-280.0;483.0;-77.0;-231.0
337.0;-270.0;506.0;-70.0;-218.0
412.0;-265.0;546.0;-101.0;-188.0
530.0;-219.0;567.0;-186.0;-109.0
199.0;-480.0;635.0;-153.0;-401.0
75.0;-497.0;642.0;-80.0;-431.0
161.0;-494.0;612.0;-81.0;-592.0
19.0;-571.0;658.0;19.0;-505.0
-38.0;-592.0;641.0;3.0;-631.0
-222.0;-609.0;547.0;153.0;-761.0
-327.0;-615.0;448.0;185.0;-777.0
-387.0;-508.0;410.0;223.0;-798.0
-396.0;-532.0;552.0;270.0;-787.0
-365.0;-522.0;357.0;301.0;-788.0
-426.0;-559.0;259.0;455.0;-820.0
-372.0;-546.0;277.0;360.0;-765.0
-390.0;-559.0;245.0;347.0;-757.0
-408.0;-574.0;218.0;311.0;-749.0
-416.0;-592.0;214.0;266.0;-742.0
-421.0;-599.0;227.0;246.0;-740.0
-430.0;-605.0;246.0;229.0;-738.0
-443.0;-606.0;273.0;214.0;-736.0
-458.0;-638.0;430.0;197.0;-727.0
-614.0;-687.0;470.0;219.0;-709.0
-504.0;-680.0;341.0;115.0;-719.0
-496.0;-663.0;294.0;201.0;-732.0
-492.0;-663.0;294.0;204.0;-732.0
-490.0;-663.0;293.0;205.0;-731.0
-490.0;-664.0;293.0;205.0;-731.0
-490.0;-664.0;292.0;206.0;-730.0
-490.0;-666.0;291.0;206.0;-728.0
-490.0;-666.0;292.0;206.0;-728.0
-491.0;-667.0;292.0;206.0;-728.0
-493.0;-666.0;293.0;207.0;-728.0
-496.0;-666.0;293.0;206.0;-729.0
-498.0;-666.0;293.0;205.0;-729.0
-503.0;-665.0;291.0;203.0;-730.0
-510.0;-665.0;294.0;204.0;-731.0
-515.0;-664.0;297.0;203.0;-732.0
-520.0;-662.0;304.0;189.0;-735.0
-747.0;-660.0;439.0;141.0;-745.0
-685.0;-655.0;310.0;153.0;-749.0
-529.0;-645.0;283.0;179.0;-748.0
-512.0;-643.0;281.0;188.0;-748.0
-500.0;-643.0;281.0;198.0;-747.0
-494.0;-643.0;280.0;205.0;-746.0
-490.0;-644.0;280.0;207.0;-745.0
-488.0;-645.0;279.0;208.0;-744.0
-488.0;-646.0;279.0;208.0;-743.0
-488.0;-646.0;279.0;207.0;-743.0
-488.0;-646.0;280.0;207.0;-743.0
-490.0;-648.0;280.0;206.0;-742.0
-491.0;-649.0;280.0;205.0;-741.0
-491.0;-649.0;280.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;280.0;205.0;-741.0
-491.0;-649.0;280.0;205.0;-741.0
-491.0;-650.0;280.0;205.0;-740.0
-490.0;-650.0;280.0;205.0;-740.0
-490.0;-650.0;279.0;205.0;-740.0
-491.0;-650.0;279.0;205.0;-740.0
-493.0;-651.0;279.0;206.0;-740.0
-496.0;-651.0;278.0;206.0;-739.0
-497.0;-651.0;277.0;206.0;-739.0
-498.0;-652.0;276.0;205.0;-738.0
-498.0;-652.0;276.0;204.0;-738.0
-497.0;-651.0;276.0;203.0;-739.0
-501.0;-649.0;278.0;203.0;-741.0
-504.0;-648.0;278.0;200.0;-743.0
-505.0;-647.0;278.0;198.0;-744.0
-505.0;-647.0;280.0;196.0;-745.0
-513.0;-646.0;286.0;197.0;-747.0
-524.0;-645.0;294.0;181.0;-749.0
-529.0;-646.0;298.0;152.0;-750.0
-593.0;-654.0;305.0;137.0;-750.0
-514.0;-654.0;299.0;156.0;-743.0
-507.0;-653.0;298.0;161.0;-744.0
-503.0;-652.0;298.0;163.0;-744.0
-500.0;-652.0;297.0;165.0;-745.0
-500.0;-651.0;297.0;166.0;-745.0
-500.0;-651.0;296.0;166.0;-745.0
-499.0;-651.0;296.0;166.0;-745.0
-499.0;-651.0;296.0;167.0;-745.0
-498.0;-651.0;295.0;167.0;-744.0
-496.0;-651.0;294.0;168.0;-744.0
-496.0;-651.0;294.0;169.0;-744.0
-495.0;-651.0;293.0;168.0;-744.0
-495.0;-650.0;293.0;169.0;-744.0
-495.0;-650.0;293.0;169.0;-744.0
-495.0;-650.0;292.0;169.0;-744.0
-494.0;-650.0;292.0;169.0;-744.0
-494.0;-650.0;291.0;170.0;-744.0
-495.0;-650.0;289.0;171.0;-744.0
-495.0;-650.0;289.0;171.0;-744.0
-494.0;-650.0;289.0;171.0;-744.0
-493.0;-650.0;287.0;173.0;-743.0
-494.0;-650.0;285.0;173.0;-742.0
-495.0;-651.0;285.0;173.0;-742.0
-495.0;-651.0;284.0;173.0;-741.0
-495.0;-652.0;284.0;173.0;-741.0
-497.0;-653.0;283.0;173.0;-740.0
-497.0;-653.0;283.0;173.0;-739.0
-498.0;-653.0;282.0;173.0;-739.0
-499.0;-653.0;283.0;173.0;-739.0
-503.0;-653.0;281.0;170.0;-740.0
-503.0;-653.0;281.0;169.0;-740.0
-503.0;-653.0;282.0;169.0;-741.0
-509.0;-653.0;286.0;169.0;-742.0
-515.0;-653.0;289.0;168.0;-742.0
-527.0;-652.0;291.0;159.0;-745.0
-534.0;-651.0;293.0;157.0;-746.0
-554.0;-654.0;303.0;146.0;-745.0
-533.0;-650.0;285.0;175.0;-746.0
-529.0;-650.0;284.0;183.0;-745.0
-528.0;-650.0;284.0;187.0;-745.0
-527.0;-651.0;282.0;189.0;-743.0
-527.0;-652.0;281.0;189.0;-743.0
-527.0;-652.0;281.0;189.0;-743.0
-526.0;-653.0;280.0;189.0;-741.0
-524.0;-653.0;280.0;190.0;-741.0
-525.0;-652.0;280.0;191.0;-741.0
-525.0;-652.0;280.0;190.0;-741.0
-526.0;-652.0;279.0;190.0;-741.0
-526.0;-653.0;279.0;190.0;-741.0
-526.0;-653.0;279.0;190.0;-740.0
-527.0;-654.0;277.0;191.0;-739.0
-528.0;-655.0;278.0;191.0;-738.0
-527.0;-655.0;277.0;191.0;-738.0
-527.0;-655.0;277.0;191.0;-737.0
-527.0;-656.0;276.0;191.0;-736.0
-528.0;-656.0;276.0;191.0;-736.0
-529.0;-656.0;276.0;191.0;-736.0
-531.0;-657.0;276.0;190.0;-735.0
-531.0;-657.0;276.0;189.0;-735.0
-533.0;-658.0;278.0;190.0;-735.0
-578.0;-658.0;294.0;173.0;-740.0
-530.0;-654.0;288.0;144.0;-743.0
-509.0;-656.0;285.0;156.0;-741.0
-487.0;-657.0;283.0;167.0;-738.0
-458.0;-660.0;281.0;188.0;-735.0
-452.0;-662.0;281.0;193.0;-733.0
-449.0;-664.0;281.0;194.0;-731.0
-449.0;-664.0;281.0;195.0;-730.0
-448.0;-665.0;280.0;195.0;-729.0
-448.0;-665.0;279.0;195.0;-729.0
-449.0;-665.0;280.0;196.0;-730.0
-449.0;-664.0;280.0;196.0;-730.0
-449.0;-665.0;280.0;197.0;-730.0
-450.0;-665.0;279.0;195.0;-730.0
-451.0;-665.0;278.0;194.0;-729.0
-451.0;-665.0;278.0;194.0;-729.0
-550.0;-561.0;218.0;418.0;-764.0
-572.0;-567.0;213.0;392.0;-770.0
-575.0;-567.0;211.0;387.0;-769.0
-571.0;-565.0;208.0;378.0;-769.0
-565.0;-564.0;207.0;371.0;-768.0
-565.0;-563.0;215.0;367.0;-768.0
-577.0;-565.0;229.0;360.0;-769.0
-575.0;-565.0;236.0;354.0;-772.0
-527.0;-549.0;263.0;388.0;-793.0
-485.0;-533.0;288.0;453.0;-809.0
-453.0;-543.0;345.0;485.0;-814.0
-336.0;-419.0;457.0;523.0;-888.0
-451.0;-664.0;277.0;194.0;-730.0
-450.0;-663.0;277.0;194.0;-731.0
-451.0;-661.0;277.0;194.0;-733.0
-452.0;-661.0;276.0;192.0;-733.0
-451.0;-660.0;276.0;192.0;-733.0
-450.0;-656.0;272.0;190.0;-737.0
-450.0;-655.0;271.0;190.0;-738.0
-451.0;-654.0;270.0;190.0;-739.0
-452.0;-652.0;270.0;188.0;-740.0
-452.0;-652.0;271.0;188.0;-740.0
-452.0;-652.0;271.0;188.0;-740.0
-453.0;-651.0;275.0;185.0;-742.0
-453.0;-650.0;275.0;181.0;-743.0
-449.0;-645.0;281.0;175.0;-749.0
-452.0;-643.0;286.0;178.0;-751.0
-455.0;-642.0;291.0;177.0;-752.0
-459.0;-642.0;293.0;172.0;-753.0
-472.0;-642.0;293.0;152.0;-755.0
-485.0;-644.0;292.0;138.0;-754.0
-529.0;-651.0;298.0;111.0;-751.0
-594.0;-641.0;304.0;65.0;-761.0
-504.0;-636.0;290.0;97.0;-762.0
-502.0;-635.0;285.0;129.0;-762.0
-508.0;-637.0;284.0;146.0;-761.0
-512.0;-639.0;282.0;159.0;-758.0
-505.0;-643.0;280.0;173.0;-755.0
-497.0;-643.0;278.0;179.0;-754.0
-481.0;-644.0;276.0;192.0;-753.0
-472.0;-644.0;275.0;200.0;-752.0
-467.0;-647.0;273.0;204.0;-750.0
-467.0;-647.0;272.0;205.0;-749.0
-467.0;-648.0;272.0;206.0;-748.0
-467.0;-648.0;272.0;206.0;-748.0
-467.0;-649.0;272.0;206.0;-748.0
-467.0;-649.0;272.0;205.0;-748.0
-467.0;-649.0;272.0;205.0;-747.0
-448.0;-482.0;300.0;341.0;-849.0
-485.0;-491.0;279.0;338.0;-839.0
-517.0;-492.0;269.0;335.0;-831.0
-526.0;-491.0;270.0;337.0;-828.0
-535.0;-485.0;272.0;344.0;-827.0
-537.0;-483.0;277.0;346.0;-827.0
-539.0;-481.0;281.0;346.0;-826.0
-541.0;-480.0;286.0;347.0;-825.0
-547.0;-476.0;294.0;348.0;-824.0
-467.0;-650.0;272.0;205.0;-747.0
-467.0;-650.0;272.0;205.0;-747.0
-467.0;-650.0;272.0;206.0;-746.0
-467.0;-651.0;271.0;207.0;-746.0
-467.0;-651.0;271.0;207.0;-746.0
-467.0;-651.0;271.0;207.0;-746.0
-466.0;-651.0;270.0;207.0;-746.0
-466.0;-651.0;269.0;207.0;-746.0
-467.0;-651.0;269.0;207.0;-745.0
-546.0;-467.0;355.0;413.0;-837.0
-467.0;-652.0;269.0;206.0;-745.0
-467.0;-652.0;269.0;206.0;-745.0
-467.0;-652.0;269.0;207.0;-745.0
-468.0;-652.0;269.0;207.0;-744.0
-468.0;-652.0;269.0;207.0;-744.0
-469.0;-652.0;268.0;207.0;-744.0
-469.0;-653.0;267.0;206.0;-743.0
-468.0;-654.0;268.0;208.0;-742.0
-469.0;-654.0;269.0;207.0;-742.0
-469.0;-654.0;269.0;207.0;-742.0
-469.0;-654.0;268.0;206.0;-742.0
-469.0;-654.0;267.0;206.0;-741.0
-470.0;-655.0;266.0;207.0;-740.0
-472.0;-655.0;266.0;208.0;-740.0
-475.0;-656.0;267.0;205.0;-739.0
-482.0;-655.0;267.0;196.0;-740.0
-502.0;-653.0;268.0;180.0;-741.0
-508.0;-653.0;262.0;183.0;-741.0
-512.0;-654.0;260.0;189.0;-742.0
-512.0;-653.0;260.0;191.0;-742.0
-502.0;-652.0;261.0;198.0;-744.0
-497.0;-651.0;263.0;200.0;-745.0
-494.0;-650.0;265.0;201.0;-748.0
-494.0;-650.0;273.0;200.0;-749.0
-498.0;-649.0;278.0;194.0;-750.0
-505.0;-647.0;285.0;163.0;-753.0
-529.0;-649.0;273.0;159.0;-753.0
-502.0;-645.0;176.0;49.0;-758.0
-458.0;-646.0;182.0;47.0;-756.0
-437.0;-647.0;207.0;44.0;-754.0
-516.0;-661.0;224.0;8.0;-740.0
-491.0;-670.0;200.0;-7.0;-724.0
-484.0;-675.0;179.0;55.0;-716.0
-488.0;-676.0;178.0;70.0;-714.0
-505.0;-678.0;179.0;101.0;-711.0
-528.0;-680.0;183.0;123.0;-709.0
-542.0;-683.0;175.0;127.0;-706.0
-551.0;-685.0;166.0;120.0;-704.0
-669.0;-659.0;168.0;150.0;-740.0
-551.0;-685.0;166.0;113.0;-703.0
-552.0;-687.0;164.0;110.0;-701.0
-552.0;-688.0;163.0;110.0;-700.0
-552.0;-689.0;161.0;109.0;-699.0
-551.0;-689.0;161.0;107.0;-698.0
-550.0;-692.0;156.0;106.0;-695.0
-551.0;-693.0;155.0;105.0;-695.0
-553.0;-693.0;152.0;105.0;-694.0
-555.0;-695.0;148.0;101.0;-692.0
-560.0;-695.0;154.0;107.0;-690.0
-560.0;-695.0;153.0;104.0;-690.0
-561.0;-697.0;152.0;101.0;-688.0
-560.0;-696.0;152.0;96.0;-688.0
-559.0;-697.0;151.0;93.0;-687.0
-558.0;-697.0;149.0;90.0;-687.0
-558.0;-696.0;148.0;91.0;-687.0
-569.0;-694.0;148.0;98.0;-689.0
-675.0;-691.0;241.0;-16.0;-712.0
-599.0;-681.0;124.0;118.0;-708.0
-650.0;-660.0;138.0;157.0;-738.0
-697.0;-678.0;314.0;-41.0;-728.0
-614.0;-668.0;219.0;89.0;-731.0
-524.0;-670.0;122.0;90.0;-727.0
-525.0;-671.0;110.0;92.0;-726.0
-513.0;-671.0;90.0;87.0;-725.0
-509.0;-671.0;87.0;79.0;-725.0
-418.0;-670.0;-391.0;335.0;-731.0
-125.0;-693.0;-485.0;119.0;-665.0
37.0;-706.0;-686.0;-26.0;-682.0
-442.0;-670.0;113.0;17.0;-726.0
-402.0;-663.0;152.0;-18.0;-731.0
-307.0;-647.0;221.0;-87.0;-744.0
-503.0;-650.0;278.0;424.0;-725.0
-503.0;-654.0;276.0;424.0;-722.0
-504.0;-652.0;277.0;424.0;-723.0
-504.0;-652.0;277.0;423.0;-723.0
-503.0;-652.0;278.0;423.0;-724.0
-502.0;-652.0;278.0;422.0;-724.0
-502.0;-652.0;278.0;422.0;-724.0
-502.0;-652.0;278.0;422.0;-724.0
-502.0;-652.0;279.0;422.0;-724.0
-499.0;-653.0;281.0;421.0;-724.0
-498.0;-653.0;281.0;421.0;-724.0
-499.0;-654.0;282.0;420.0;-723.0
-500.0;-654.0;281.0;420.0;-723.0
-500.0;-655.0;281.0;420.0;-722.0
-500.0;-655.0;280.0;420.0;-722.0
-501.0;-655.0;280.0;420.0;-722.0
-501.0;-656.0;279.0;420.0;-722.0
-501.0;-656.0;279.0;420.0;-722.0
-500.0;-655.0;280.0;421.0;-722.0
-493.0;-655.0;283.0;419.0;-723.0
-494.0;-655.0;283.0;419.0;-723.0
-494.0;-655.0;283.0;419.0;-723.0
-495.0;-655.0;283.0;419.0;-723.0
-496.0;-655.0;283.0;418.0;-723.0
-496.0;-655.0;282.0;418.0;-723.0
-497.0;-656.0;282.0;418.0;-722.0
-497.0;-656.0;282.0;418.0;-722.0
-497.0;-656.0;282.0;418.0;-722.0
-497.0;-656.0;282.0;418.0;-722.0
-497.0;-656.0;282.0;418.0;-722.0
-496.0;-657.0;281.0;418.0;-722.0
-495.0;-656.0;282.0;419.0;-722.0
-495.0;-656.0;282.0;419.0;-722.0
-493.0;-659.0;280.0;422.0;-726.0
-494.0;-656.0;283.0;419.0;-722.0
-494.0;-656.0;283.0;419.0;-722.0
-494.0;-657.0;283.0;418.0;-722.0
-492.0;-658.0;283.0;417.0;-722.0
-492.0;-658.0;283.0;417.0;-722.0
