InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
-3;50;126.0;-240;-43;-4;-228.0;43;-517.0;-173.0;50;-5.0
-3;13;6.0;-258;16;3;21.0;-16;-394.0;10.0;13;-34.0
-508;-221;-1185.0;-414;-724;-349;-837.0;724;-547.0;65.0;-221;255.0
1;22;43.0;-260;-23;-2;18.0;23;-401.0;35.0;22;7.0
2;5;38.0;-315;-13;3;7.0;13;-199.0;-13.0;5;56.0
-2;19;63.0;-260;-35;-1;20.0;35;-399.0;12.0;19;10.0
96;315;-80.0;-369;-245;-180;-17.0;245;-458.0;-158.0;315;19.0
4;-28;-53.0;-290;-11;-2;-39.0;11;-388.0;-174.0;-28;9.0
6;-14;-23.0;-250;33;1;-84.0;-33;-283.0;-222.0;-14;26.0
-1;-20;-14.0;-252;8;9;-10.0;-8;-290.0;-193.0;-20;57.0
-4;-8;33.0;-267;27;-5;-45.0;-27;-420.0;5.0;-8;-50.0
9;27;19.0;-288;-4;-3;-36.0;4;-366.0;-179.0;27;-64.0
-4;4;-6.0;-262;13;-4;6.0;-13;-408.0;56.0;4;17.0
7;6;81.0;-282;50;3;5.0;-50;-371.0;-171.0;6;-36.0
-1;18;-85.0;-268;5;-6;-62.0;-5;-253.0;-162.0;18;72.0
-1;5;-72.0;-252;28;-3;-10.0;-28;-65.0;-171.0;5;147.0
-5;17;60.0;-262;20;1;93.0;-20;-429.0;0.0;17;-26.0
-3;21;-148.0;-263;-29;4;-118.0;29;-261.0;-109.0;21;250.0
1;23;26.0;-257;-8;-1;-1.0;8;-389.0;22.0;23;-18.0
-40;11;147.0;-252;-72;-27;-23.0;72;-381.0;-28.0;11;-65.0
19;33;86.0;-210;-30;29;33.0;30;-398.0;-174.0;33;31.0
-4;0;235.0;-266;2;-3;-170.0;-2;-238.0;-63.0;0;-110.0
8;31;72.0;-242;10;13;46.0;-10;-434.0;-25.0;31;31.0
4;-20;-6.0;-254;12;-2;19.0;-12;-430.0;-4.0;-20;75.0
0;17;-4.0;-258;4;-5;31.0;-4;-425.0;-18.0;17;33.0
-3;-4;43.0;-258;-7;-5;47.0;7;-424.0;-18.0;-4;27.0
-1;9;290.0;-264;8;5;230.0;-8;-364.0;73.0;9;-312.0
27;8;42.0;-265;24;11;26.0;-24;-339.0;-181.0;8;-81.0
-14;-19;22.0;-288;-32;-5;4.0;32;-201.0;-193.0;-19;39.0
4;21;2.0;-259;22;-1;-40.0;-22;-371.0;15.0;21;-62.0
12;-19;65.0;-248;-115;-15;37.0;115;-311.0;-256.0;-19;79.0
0;-8;-126.0;-249;38;5;-156.0;-38;-403.0;27.0;-8;-58.0
0;-9;-28.0;-274;-21;-6;-40.0;21;-430.0;90.0;-9;10.0
1;-2;-54.0;-264;-3;-2;-43.0;3;-406.0;24.0;-2;34.0
-12;-25;7.0;-278;-57;4;-27.0;57;-309.0;-179.0;-25;33.0
-10;-232;69.0;-246;-441;43;32.0;441;-359.0;-263.0;-232;-13.0
1;26;20.0;-233;20;7;-15.0;-20;-356.0;-243.0;26;33.0
1;39;-403.0;-246;-42;2;748.0;42;-367.0;-91.0;39;-484.0
2;-7;18.0;-283;-17;-1;-64.0;17;-285.0;-171.0;-7;10.0
1;-17;20.0;-287;-9;-7;-6.0;9;-280.0;-172.0;-17;46.0
-4;-32;11.0;-274;-40;7;11.0;40;-280.0;-180.0;-32;27.0
-6;-46;9.0;-272;-47;9;-14.0;47;-284.0;-181.0;-46;-8.0
0;6;-30.0;-278;-26;0;-18.0;26;-282.0;-181.0;6;-16.0
1;25;3.0;-285;16;-7;-58.0;-16;-283.0;-182.0;25;8.0
8;4;-1.0;-280;7;1;15.0;-7;-292.0;-180.0;4;64.0
7;-37;-6.0;-287;24;-5;1.0;-24;-292.0;-181.0;-37;34.0
3;27;9.0;-253;37;-15;1.0;-37;-347.0;-203.0;27;0.0
3;-31;3.0;-333;8;-8;-7.0;-8;-199.0;-29.0;-31;-6.0
2;17;24.0;-283;5;-1;-29.0;-5;-303.0;-182.0;17;34.0
9;17;10.0;-258;17;10;-40.0;-17;-431.0;-139.0;17;-9.0
8;2;68.0;-270;-32;0;92.0;32;-378.0;-151.0;2;-15.0
1;-6;-22.0;-234;-5;2;-11.0;5;-372.0;-142.0;-6;-50.0
3;9;2.0;-231;-12;3;45.0;12;-368.0;-150.0;9;-27.0
4;29;78.0;-232;13;9;67.0;-13;-355.0;-137.0;29;-43.0
-339;-1230;431.0;-355;438;197;135.0;-438;-418.0;-238.0;-1230;490.0
-6;-2;35.0;-238;38;-6;-47.0;-38;-378.0;-113.0;-2;14.0
-1;-13;-2.0;-234;26;0;-42.0;-26;-355.0;-155.0;-13;24.0
3;19;4.0;-234;6;-2;28.0;-6;-352.0;-96.0;19;48.0
82;551;611.0;-276;2094;269;336.0;-2094;-314.0;-29.0;551;-447.0
-6;10;83.0;-244;12;3;67.0;-12;-350.0;-119.0;10;-72.0
-6;-36;81.0;-247;14;-4;-39.0;-14;-304.0;-114.0;-36;1.0
2;-13;3.0;-280;-14;1;-28.0;14;-282.0;-177.0;-13;-36.0
7;-31;-27.0;-278;-12;6;-58.0;12;-286.0;-168.0;-31;-4.0
-4;-20;298.0;-249;-88;-4;138.0;88;-362.0;-102.0;-20;-170.0
-4;7;7.0;-227;-10;8;-9.0;10;-349.0;-240.0;7;13.0
1;18;-48.0;-269;-19;-3;-48.0;19;-218.0;-168.0;18;25.0
5;-41;-295.0;-327;7;-8;457.0;-7;-252.0;-32.0;-41;-146.0
-2;-26;-25.0;-249;-9;-3;55.0;9;-275.0;-8.0;-26;-73.0
0;-4;49.0;-247;-44;0;81.0;44;-282.0;3.0;-4;-13.0
6;17;125.0;-238;-5;7;91.0;5;-309.0;-6.0;17;-33.0
2;-12;33.0;-263;14;2;0.0;-14;-198.0;-171.0;-12;14.0
8;18;-4.0;-240;-32;-12;36.0;32;-245.0;12.0;18;43.0
3;1;15.0;-243;40;-3;54.0;-40;-232.0;-14.0;1;-20.0
3;8;0.0;-265;-32;2;-22.0;32;-200.0;-159.0;8;-8.0
-1;8;43.0;-265;-16;0;-23.0;16;-206.0;-163.0;8;25.0
5;-24;52.0;-275;27;2;-7.0;-27;-137.0;-152.0;-24;13.0
2;-14;36.0;-261;14;4;26.0;-14;-219.0;-151.0;-14;9.0
4;-13;39.0;-227;7;9;6.0;-7;-331.0;-229.0;-13;11.0
-9;-29;27.0;-255;-36;0;-7.0;36;-283.0;-1.0;-29;18.0
-1;18;41.0;-230;-15;7;38.0;15;-335.0;-247.0;18;32.0
0;-15;-26.0;-275;-51;3;-40.0;51;-166.0;-167.0;-15;18.0
0;5;-101.0;-318;-13;-3;-76.0;13;-225.0;-49.0;5;-77.0
2;4;-26.0;-245;12;1;-39.0;-12;-223.0;3.0;4;-37.0
10;-5;168.0;-267;0;-4;2.0;0;-193.0;-153.0;-5;-43.0
3;29;-45.0;-248;29;-4;-107.0;-29;-301.0;-28.0;29;37.0
3;47;50.0;-221;2;17;-13.0;-2;-359.0;-237.0;47;7.0
2;22;85.0;-235;2;5;-24.0;-2;-367.0;-238.0;22;45.0
-7;-29;2.0;-242;-16;-3;30.0;16;-341.0;-261.0;-29;-26.0
-5;16;-41.0;-254;4;-4;3.0;-4;-226.0;5.0;16;34.0
616;881;86.0;-367;-2991;-170;-9.0;2991;-290.0;47.0;881;75.0
-2;-19;49.0;-244;-8;-4;15.0;8;-349.0;-269.0;-19;-18.0
-6;6;-11.0;-255;48;-5;-24.0;-48;-264.0;-7.0;6;55.0
1;-1;-1060.0;-294;-73;-1;-768.0;73;-306.0;29.0;-1;-805.0
6;-4;-23.0;-228;25;9;-18.0;-25;-351.0;-223.0;-4;45.0
1;-24;22.0;-250;-22;-13;-34.0;22;-340.0;-221.0;-24;27.0
-3;24;63.0;-232;-2;-4;4.0;2;-348.0;-228.0;24;-7.0
-4;7;-1.0;-261;-17;-2;3.0;17;-394.0;-151.0;7;-13.0
16;-22;54.0;-244;-22;-11;-2.0;22;-337.0;-224.0;-22;18.0
1;11;18.0;-263;-25;0;-14.0;25;-307.0;-162.0;11;-30.0
-7;-18;5.0;-257;-37;-4;-31.0;37;-272.0;-16.0;-18;70.0
3;18;-71.0;-232;14;-1;-142.0;-14;-364.0;-251.0;18;137.0
-3;32;-13.0;-244;-13;4;23.0;13;-289.0;-5.0;32;-13.0
-5;-21;47.0;-253;-3;-4;-8.0;3;-288.0;22.0;-21;-26.0
-1;-14;17.0;-248;-25;-3;3.0;25;-279.0;17.0;-14;-25.0
-6;-18;-22.0;-253;10;3;-6.0;-10;-275.0;2.0;-18;17.0
3;-17;56.0;-243;3;3;0.0;-3;-260.0;1.0;-17;-52.0
0;-17;71.0;-248;2;-4;81.0;-2;-276.0;-18.0;-17;4.0
-3;19;10.0;-242;17;-4;-17.0;-17;-328.0;-228.0;19;4.0
2;-11;-34.0;-245;-20;-3;-25.0;20;-298.0;-11.0;-11;-9.0
1;-4;60.0;-245;7;2;44.0;-7;-275.0;-21.0;-4;-23.0
1;6;152.0;-244;18;-1;63.0;-18;-237.0;-20.0;6;53.0
-4;19;22.0;-239;5;1;-52.0;-5;-340.0;-221.0;19;8.0
-5;-7;28.0;-232;22;6;-10.0;-22;-349.0;-231.0;-7;8.0
4;-19;24.0;-263;-12;0;-10.0;12;-319.0;-173.0;-19;-5.0
5;9;-11.0;-241;-24;7;-76.0;24;-299.0;17.0;9;-43.0
1;69;30.0;-293;-130;-34;-305.0;130;-715.0;-122.0;69;-225.0
-25;-192;-337.0;-335;-255;-19;-261.0;255;-538.0;-139.0;-192;13.0
-23;-1683;-379.0;-209;-2270;462;-62.0;2270;-684.0;-111.0;-1683;-408.0
-6;-1;27.0;-261;29;0;13.0;-29;-321.0;-183.0;-1;52.0
22;-103;75.0;-213;7;20;64.0;-7;-338.0;-278.0;-103;6.0
50;27;168.0;-239;-15;14;-77.0;15;-268.0;123.0;27;193.0
-9;-24;15.0;-258;-49;-4;53.0;49;-448.0;-110.0;-24;-327.0
-7;21;16.0;-261;-64;0;-11.0;64;-320.0;-154.0;21;33.0
-7;39;19.0;-256;3;-6;7.0;-3;-340.0;-119.0;39;-102.0
2;-23;37.0;-262;-24;0;1.0;24;-321.0;-169.0;-23;16.0
-2;-47;-12.0;-257;21;3;3.0;-21;-315.0;-160.0;-47;19.0
-4;6;-38.0;-256;14;-3;-47.0;-14;-325.0;-14.0;6;32.0
11;-6;45.0;-219;8;9;1.0;-8;-346.0;-228.0;-6;-50.0
0;6;93.0;-256;16;2;8.0;-16;-288.0;-11.0;6;39.0
2;-1;-224.0;-271;20;-3;4.0;-20;-346.0;21.0;-1;17.0
3;-23;4.0;-251;16;-3;-4.0;-16;-292.0;1.0;-23;14.0
-1;12;13.0;-252;-1;2;12.0;1;-290.0;11.0;12;31.0
3;-14;48.0;-248;-44;3;40.0;44;-292.0;-1.0;-14;16.0
3;-19;75.0;-248;-7;5;21.0;7;-302.0;0.0;-19;-16.0
1;-1;45.0;-253;-20;-1;9.0;20;-299.0;-10.0;-1;-10.0
-6;-8;-20.0;-260;57;-4;21.0;-57;-294.0;-23.0;-8;-67.0
5;10;-1.0;-250;-12;1;22.0;12;-274.0;-16.0;10;-52.0
3;7;-24.0;-250;16;3;-10.0;-16;-274.0;-3.0;7;-44.0
4;-2;-19.0;-249;-39;6;6.0;39;-282.0;2.0;-2;-11.0
-2;-35;5.0;-257;-14;2;50.0;14;-298.0;0.0;-35;17.0
0;7;-56.0;-255;22;-4;-32.0;-22;-291.0;-3.0;7;-38.0
15;-5;-530.0;-232;67;-75;161.0;-67;-420.0;625.0;-5;46.0
-13;25;14.0;-264;40;1;-10.0;-40;-361.0;-1.0;25;-19.0
-6;-7;32.0;-259;18;1;37.0;-18;-279.0;-1.0;-7;-30.0
1;134;430.0;-321;250;-17;1660.0;-250;-505.0;-131.0;134;-1292.0
-3;4;187.0;-324;-13;-4;134.0;13;-133.0;-7.0;4;-114.0
2;-18;164.0;-243;-3;9;18.0;3;-280.0;-16.0;-18;53.0
1;11;-90.0;-249;7;3;-61.0;-7;-300.0;8.0;11;110.0
1;13;-79.0;-251;5;-4;-73.0;-5;-307.0;11.0;13;34.0
6;11;-28.0;-213;15;0;5.0;-15;-340.0;-253.0;11;14.0
0;1;39.0;-249;-27;2;32.0;27;-304.0;20.0;1;44.0
5;33;15.0;-244;15;5;31.0;-15;-308.0;15.0;33;40.0
4;-6;10.0;-249;-12;-5;-11.0;12;-296.0;6.0;-6;16.0
7;6;-20.0;-245;0;-1;-48.0;0;-310.0;-19.0;6;40.0
4;3;-11.0;-249;-2;-2;-39.0;2;-311.0;-20.0;3;12.0
-2;34;78.0;-253;-32;-1;-28.0;32;-302.0;-10.0;34;32.0
4;-5;61.0;-246;-43;2;-2.0;43;-312.0;-11.0;-5;74.0
-6;-15;9.0;-251;-17;1;-3.0;17;-319.0;-18.0;-15;101.0
35;29;90.0;-207;-8;30;79.0;8;-295.0;31.0;29;156.0
-4;7;65.0;-252;-22;0;-93.0;22;-311.0;0.0;7;104.0
22;-2;172.0;-259;-3;13;-351.0;3;-251.0;-82.0;-2;438.0
-10;52;41.0;-263;16;-10;-51.0;-16;-329.0;-13.0;52;-14.0
2;-3;92.0;-247;53;4;-26.0;-53;-378.0;-26.0;-3;160.0
7;23;52.0;-243;0;1;5.0;0;-321.0;-11.0;23;95.0
3;35;105.0;-244;24;2;-4.0;-24;-313.0;-5.0;35;64.0
-1;7;178.0;-247;87;-1;80.0;-87;-357.0;3.0;7;41.0
-1;8;-4.0;-248;-23;-3;45.0;23;-311.0;-35.0;8;-56.0
-2;-13;13.0;-253;53;-7;-11.0;-53;-315.0;-11.0;-13;-27.0
0;-7;-60.0;-251;22;-7;-30.0;-22;-311.0;-48.0;-7;33.0
1;-4;-4.0;-251;-35;-6;-40.0;35;-312.0;-31.0;-4;86.0
2;-13;231.0;-272;18;-14;56.0;-18;-378.0;27.0;-13;216.0
-57;-1638;77.0;-371;1106;-95;90.0;-1106;-713.0;-245.0;-1638;-66.0
12;-9;-187.0;-315;-14;0;-242.0;14;-255.0;-38.0;-9;35.0
-6;-8;41.0;-265;-18;-4;19.0;18;-330.0;-160.0;-8;16.0
-53;6;-202.0;-265;-103;-3;-246.0;103;-475.0;-90.0;6;38.0
-3;-45;18.0;-327;18;0;-49.0;-18;-207.0;-39.0;-45;-2.0
1;-32;-1.0;-322;18;4;-34.0;-18;-199.0;-20.0;-32;5.0
-1;24;69.0;-327;24;2;1.0;-24;-161.0;-11.0;24;-38.0
18;-532;103.0;-222;228;25;64.0;-228;-339.0;-277.0;-532;52.0
1;-16;24.0;-212;-1;1;-16.0;1;-321.0;-270.0;-16;8.0
0;-13;37.0;-202;-9;6;4.0;9;-331.0;-244.0;-13;33.0
-1;-29;41.0;-195;-5;12;3.0;5;-337.0;-245.0;-29;-20.0
-4;-4;7.0;-265;-6;-3;-16.0;6;-319.0;-161.0;-4;30.0
-3;16;-45.0;-260;11;0;0.0;-11;-306.0;-174.0;16;-58.0
-1;0;32.0;-187;-4;19;-2.0;4;-340.0;-240.0;0;-12.0
-13;27;-90.0;-277;-15;-31;61.0;15;-499.0;-216.0;27;-201.0
-7;16;31.0;-314;14;5;5.0;-14;-243.0;-20.0;16;90.0
7;-17;68.0;-274;13;0;1.0;-13;-276.0;-132.0;-17;82.0
0;8;70.0;-322;18;-3;53.0;-18;-290.0;-30.0;8;61.0
1;106;18.0;-270;39;22;-29.0;-39;-319.0;-273.0;106;-93.0
7;-16;-23.0;-253;17;2;-178.0;-17;-500.0;-149.0;-16;-224.0
-3;11;53.0;-276;-13;-4;-26.0;13;-353.0;-153.0;11;8.0
-8;-44;50.0;-241;10;-3;40.0;-10;-340.0;-234.0;-44;11.0
-12;-15;-50.0;-261;-35;-2;-58.0;35;-482.0;-141.0;-15;-159.0
8;-28;41.0;-254;12;-9;-2.0;-12;-329.0;-258.0;-28;33.0
-10;47;97.0;-237;13;0;-106.0;-13;-393.0;-169.0;47;-210.0
0;-15;-102.0;-270;9;-1;-42.0;-9;-671.0;-181.0;-15;-227.0
1;-8;-24.0;-314;-37;4;11.0;37;-227.0;-11.0;-8;74.0
8;34;63.0;-235;3;8;-2.0;-3;-334.0;-255.0;34;38.0
42;-44;-60.0;-194;66;13;36.0;-66;-492.0;-200.0;-44;-321.0
-3;-28;55.0;-246;-35;0;77.0;35;-422.0;-117.0;-28;9.0
-7;-35;-81.0;-241;-26;1;-69.0;26;-287.0;-201.0;-35;48.0
31;41;-4.0;-282;62;-16;-8.0;-62;-334.0;-241.0;41;34.0
21;41;103.0;-274;-44;8;30.0;44;-283.0;-202.0;41;-44.0
1;36;18.0;-274;-43;-4;-40.0;43;-301.0;-145.0;36;-44.0
-7;-2;-141.0;-232;12;0;-100.0;-12;-367.0;-229.0;-2;-23.0
0;2;-10.0;-235;-9;2;-51.0;9;-389.0;-242.0;2;-22.0
1;3;-57.0;-240;45;1;132.0;-45;-510.0;-109.0;3;-122.0
-2;-4;35.0;-234;-32;9;-2.0;32;-356.0;-214.0;-4;28.0
2;46;56.0;-246;-18;0;23.0;18;-463.0;-96.0;46;-49.0
-7;-10;109.0;-229;-23;1;53.0;23;-369.0;-277.0;-10;312.0
-2;8;51.0;-256;-36;3;40.0;36;-603.0;-171.0;8;-62.0
0;15;5.0;-266;-32;6;-11.0;32;-319.0;-145.0;15;-32.0
1;22;25.0;-263;-38;10;-11.0;38;-321.0;-131.0;22;-53.0
0;-26;-21.0;-263;-48;-23;-22.0;48;-453.0;-108.0;-26;3.0
-13;-111;20.0;-230;-9;-1;-10.0;9;-341.0;-212.0;-111;-39.0
274;-314;238.0;664;328;915;-29.0;-328;-432.0;-15.0;-314;-344.0
1;24;45.0;-230;11;1;-3.0;-11;-453.0;-225.0;24;-21.0
0;-9;40.0;-269;-17;2;-19.0;17;-340.0;-140.0;-9;4.0
7;-18;-42.0;-273;10;0;71.0;-10;-350.0;-140.0;-18;-19.0
2;-32;-351.0;-268;45;3;-423.0;-45;-481.0;-174.0;-32;315.0
-240;-3929;701.0;59;2324;-18;783.0;-2324;-532.0;-170.0;-3929;1336.0
-2;-40;18.0;-332;-40;-4;-7.0;40;-348.0;-16.0;-40;-15.0
2;-27;1.0;-330;18;-4;1.0;-18;-231.0;-9.0;-27;83.0
2;-6;6.0;-329;-49;-2;9.0;49;-230.0;-17.0;-6;76.0
-4;-23;8.0;-325;18;0;-35.0;-18;-208.0;-40.0;-23;37.0
-1;40;-22.0;-327;-5;-2;-30.0;5;-220.0;-18.0;40;41.0
5;23;-31.0;-327;-16;-2;-36.0;16;-234.0;-10.0;23;23.0
-2;-13;-20.0;-326;11;-1;-58.0;-11;-201.0;-22.0;-13;24.0
1;-24;-16.0;-319;75;1;14.0;-75;-236.0;-19.0;-24;44.0
-1;-4;-17.0;-320;-1;4;16.0;1;-149.0;-37.0;-4;10.0
5;-18;-1.0;-323;-7;1;-14.0;7;-227.0;-12.0;-18;42.0
-1;0;0.0;-321;12;2;18.0;-12;-212.0;-22.0;0;21.0
-13;13;-95.0;-263;21;-21;-146.0;-21;-440.0;-146.0;13;-39.0
6;39;-1.0;-233;-38;-2;17.0;38;-359.0;-253.0;39;-21.0
-9;-8;29.0;-296;-27;5;-38.0;27;-327.0;-112.0;-8;-22.0
38;-490;19.0;-397;-77;86;178.0;77;-372.0;-136.0;-490;1065.0
-10;26;114.0;-312;-7;-21;65.0;7;-356.0;-66.0;26;12.0
3;6;-17.0;-313;-15;-15;-42.0;15;-350.0;-90.0;6;-4.0
76;26;-207.0;-220;52;80;202.0;-52;-356.0;-58.0;26;-710.0
-5;-42;515.0;-243;-47;-8;132.0;47;-511.0;-240.0;-42;-96.0
-16;-1;-14.0;-299;-48;-9;-34.0;48;-348.0;-71.0;-1;-134.0
-8;201;78.0;-265;72;9;94.0;-72;-418.0;-163.0;201;10.0
-12;6;121.0;-236;55;0;-19.0;-55;-465.0;-165.0;6;38.0
1;11;13.0;-274;40;-3;327.0;-40;-360.0;-141.0;11;-184.0
6;-3;221.0;-238;-14;-2;75.0;14;-105.0;-135.0;-3;320.0
-138;-1293;-134.0;-81;2099;-5;-274.0;-2099;-509.0;-101.0;-1293;277.0
17;13;316.0;-292;33;-8;-436.0;-33;-294.0;-171.0;13;-375.0
2;-13;21.0;-259;-8;0;-87.0;8;-271.0;-161.0;-13;0.0
-24;666;5.0;-218;706;385;-67.0;-706;-193.0;23.0;666;-213.0
0;-101;-343.0;-309;-42;-24;-642.0;42;-372.0;-110.0;-101;-384.0
-201;317;1037.0;-248;1201;-20;208.0;-1201;-164.0;44.0;317;-63.0
-3;40;-7.0;-254;29;5;-29.0;-29;-235.0;-132.0;40;-38.0
-13;-24;109.0;-267;15;60;145.0;-15;-348.0;-144.0;-24;-100.0
3;-4;92.0;-300;-1;12;66.0;1;-356.0;-99.0;-4;-95.0
