Accelerometer RUA^ accY;Accelerometer RKN_ accZ;Accelerometer RUA_ accY;Accelerometer LUA^ accY;Accelerometer RWR accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit L-SHOE EuX;Accelerometer RWR accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit BACK magneticY
877.0;29.0;-157.0;867.0;-59.0;149.0;-120.0;-71.0;-157;-992.0;-244.0;-530.0;213.0
1060.0;-166.0;958.0;1015.0;924.0;-885.0;-19.0;183.0;83;-384.0;381.0;136.0;-58.0
719.0;9.0;196.0;834.0;690.0;303.0;-133.0;-69.0;-157;-854.0;-102.0;-621.0;245.0
734.0;29.0;188.0;835.0;461.0;302.0;-133.0;-69.0;-157;-518.0;-79.0;-624.0;244.0
1047.0;-143.0;967.0;1009.0;906.0;-886.0;-19.0;183.0;83;-325.0;383.0;134.0;-55.0
1040.0;-197.0;971.0;1001.0;946.0;-889.0;-18.0;183.0;83;-338.0;383.0;138.0;-55.0
1040.0;-148.0;977.0;993.0;940.0;-872.0;-18.0;183.0;83;-320.0;380.0;138.0;-55.0
1040.0;-132.0;955.0;1007.0;830.0;-903.0;-22.0;186.0;83;-301.0;383.0;134.0;-58.0
560.0;22.0;302.0;977.0;6.0;50.0;-64.0;-87.0;-157;-985.0;-49.0;-727.0;96.0
694.0;26.0;187.0;998.0;-277.0;93.0;-62.0;-86.0;-157;-778.0;-47.0;-722.0;86.0
715.0;30.0;145.0;961.0;-62.0;90.0;-63.0;-81.0;-157;-959.0;-51.0;-715.0;88.0
1051.0;-110.0;1013.0;921.0;1038.0;-942.0;103.0;119.0;141;-271.0;131.0;-69.0;160.0
956.0;-239.0;895.0;998.0;839.0;-777.0;95.0;40.0;140;-265.0;145.0;-25.0;144.0
906.0;-281.0;854.0;995.0;939.0;-806.0;88.0;63.0;141;-197.0;168.0;6.0;129.0
1056.0;-141.0;972.0;997.0;868.0;-890.0;-39.0;206.0;83;-315.0;407.0;159.0;-90.0
1069.0;-133.0;945.0;1016.0;821.0;-874.0;-60.0;246.0;83;-276.0;457.0;206.0;-141.0
580.0;43.0;366.0;992.0;-99.0;-116.0;-1.0;-80.0;-157;-1113.0;-60.0;-726.0;-23.0
631.0;37.0;274.0;977.0;-154.0;-122.0;-24.0;-51.0;-157;-945.0;-110.0;-678.0;49.0
645.0;10.0;398.0;959.0;-160.0;-258.0;-38.0;-39.0;-157;-980.0;-124.0;-671.0;91.0
584.0;-2.0;258.0;969.0;23.0;-170.0;-51.0;-33.0;-157;-989.0;-134.0;-664.0;133.0
963.0;-233.0;642.0;1039.0;1025.0;-270.0;-85.0;264.0;141;-347.0;384.0;287.0;-152.0
540.0;-203.0;261.0;969.0;398.0;714.0;-112.0;-59.0;-166;-1152.0;-141.0;-655.0;186.0
925.0;-239.0;496.0;1068.0;812.0;-267.0;-87.0;267.0;141;-303.0;386.0;292.0;-154.0
979.0;-221.0;347.0;961.0;327.0;-97.0;-92.0;267.0;141;-702.0;383.0;295.0;-156.0
1009.0;-213.0;197.0;949.0;48.0;-94.0;-91.0;265.0;141;-956.0;380.0;293.0;-153.0
998.0;-206.0;212.0;935.0;37.0;-84.0;-93.0;264.0;141;-716.0;384.0;293.0;-152.0
995.0;-180.0;216.0;965.0;59.0;-89.0;-93.0;265.0;141;-720.0;382.0;291.0;-151.0
1006.0;-192.0;237.0;951.0;82.0;-106.0;-93.0;265.0;141;-729.0;382.0;292.0;-153.0
983.0;-213.0;247.0;959.0;94.0;-74.0;-93.0;266.0;141;-824.0;383.0;292.0;-152.0
971.0;-231.0;219.0;958.0;94.0;-72.0;-94.0;266.0;141;-735.0;382.0;290.0;-154.0
979.0;-241.0;238.0;949.0;98.0;-54.0;-94.0;267.0;141;-704.0;384.0;292.0;-154.0
987.0;-213.0;240.0;937.0;99.0;-44.0;-93.0;268.0;141;-728.0;383.0;291.0;-150.0
1007.0;-212.0;200.0;962.0;70.0;-81.0;-92.0;268.0;141;-759.0;382.0;289.0;-148.0
990.0;-236.0;168.0;941.0;47.0;-154.0;-88.0;263.0;141;-679.0;377.0;282.0;-144.0
997.0;-241.0;243.0;947.0;102.0;-156.0;-79.0;256.0;141;-764.0;369.0;277.0;-129.0
983.0;-162.0;353.0;956.0;282.0;-164.0;-51.0;226.0;141;-735.0;347.0;232.0;-94.0
983.0;-173.0;499.0;957.0;344.0;-136.0;-50.0;223.0;141;-543.0;355.0;234.0;-92.0
1019.0;-241.0;392.0;966.0;462.0;-759.0;-72.0;247.0;141;-1029.0;403.0;287.0;-138.0
1026.0;-250.0;603.0;987.0;498.0;-814.0;-78.0;254.0;141;-935.0;412.0;295.0;-149.0
1023.0;-242.0;746.0;970.0;687.0;-826.0;-79.0;256.0;141;-875.0;411.0;291.0;-150.0
1289.0;13.0;985.0;895.0;935.0;-573.0;-103.0;275.0;108;-972.0;375.0;441.0;-188.0
991.0;-221.0;883.0;968.0;762.0;-789.0;-78.0;258.0;141;-591.0;411.0;295.0;-149.0
1000.0;-181.0;876.0;975.0;790.0;-780.0;-75.0;256.0;141;-638.0;409.0;288.0;-142.0
990.0;-217.0;862.0;972.0;811.0;-824.0;-72.0;251.0;141;-621.0;405.0;284.0;-138.0
1006.0;-217.0;905.0;979.0;812.0;-768.0;-70.0;244.0;141;-566.0;409.0;287.0;-138.0
1027.0;-212.0;858.0;978.0;816.0;-772.0;-65.0;234.0;141;-572.0;389.0;260.0;-124.0
1003.0;-200.0;859.0;989.0;777.0;-764.0;-63.0;231.0;141;-599.0;388.0;262.0;-125.0
990.0;-202.0;842.0;940.0;775.0;-761.0;-59.0;223.0;141;-648.0;386.0;273.0;-114.0
999.0;-188.0;850.0;1001.0;773.0;-771.0;-59.0;219.0;141;-604.0;384.0;269.0;-115.0
985.0;-169.0;876.0;978.0;763.0;-772.0;-60.0;219.0;141;-591.0;381.0;266.0;-116.0
980.0;-163.0;860.0;978.0;773.0;-778.0;-61.0;219.0;141;-617.0;381.0;268.0;-116.0
990.0;-181.0;857.0;980.0;766.0;-811.0;-73.0;231.0;141;-627.0;390.0;276.0;-134.0
982.0;-171.0;916.0;997.0;812.0;-690.0;-78.0;239.0;141;-732.0;405.0;290.0;-146.0
997.0;-143.0;814.0;968.0;754.0;-781.0;-81.0;247.0;141;-639.0;407.0;296.0;-152.0
1007.0;-214.0;952.0;968.0;893.0;-814.0;-89.0;265.0;139;-500.0;421.0;297.0;-176.0
1014.0;-218.0;170.0;987.0;-75.0;-46.0;-21.0;-112.0;-166;-648.0;-98.0;-690.0;15.0
743.0;-156.0;734.0;970.0;552.0;-40.0;-21.0;-111.0;-166;-1037.0;-99.0;-691.0;15.0
594.0;-168.0;217.0;987.0;23.0;-32.0;-32.0;-99.0;-166;-1008.0;-94.0;-674.0;35.0
570.0;-164.0;198.0;959.0;46.0;609.0;-72.0;-50.0;-166;-1113.0;-95.0;-657.0;124.0
1002.0;-206.0;888.0;950.0;921.0;-862.0;-89.0;263.0;139;-473.0;425.0;298.0;-175.0
990.0;-206.0;879.0;1018.0;885.0;-853.0;-82.0;235.0;139;-343.0;417.0;267.0;-156.0
960.0;-210.0;941.0;956.0;882.0;-885.0;-74.0;223.0;139;-361.0;403.0;254.0;-140.0
739.0;-184.0;-96.0;985.0;-116.0;-3.0;-36.0;-76.0;-166;-1093.0;-137.0;-703.0;48.0
1078.0;-91.0;955.0;1017.0;964.0;-865.0;-58.0;243.0;83;-371.0;455.0;200.0;-134.0
661.0;-159.0;219.0;982.0;-79.0;-31.0;-35.0;-78.0;-166;-977.0;-134.0;-710.0;39.0
649.0;-175.0;210.0;997.0;-131.0;2.0;-35.0;-76.0;-166;-980.0;-132.0;-709.0;35.0
632.0;-172.0;205.0;980.0;-99.0;-30.0;-36.0;-75.0;-166;-922.0;-141.0;-710.0;37.0
637.0;-180.0;212.0;983.0;-86.0;0.0;-36.0;-76.0;-166;-980.0;-142.0;-708.0;39.0
920.0;-157.0;-77.0;948.0;122.0;358.0;-115.0;-87.0;-166;-792.0;-306.0;-468.0;180.0
878.0;-174.0;-41.0;1010.0;320.0;340.0;-114.0;-87.0;-166;-961.0;-313.0;-465.0;178.0
801.0;-156.0;-180.0;884.0;125.0;265.0;-117.0;-78.0;-166;-715.0;-255.0;-466.0;184.0
880.0;-162.0;976.0;946.0;1199.0;-314.0;-205.0;386.0;142;-594.0;406.0;366.0;-250.0
921.0;-209.0;680.0;957.0;1015.0;-292.0;-60.0;228.0;139;-144.0;354.0;210.0;-113.0
936.0;-211.0;680.0;987.0;842.0;-187.0;-64.0;239.0;139;-198.0;352.0;209.0;-115.0
887.0;-196.0;279.0;936.0;596.0;-244.0;-71.0;267.0;139;-544.0;349.0;232.0;-122.0
950.0;-221.0;311.0;934.0;606.0;-159.0;-70.0;273.0;139;-597.0;351.0;231.0;-122.0
947.0;-236.0;352.0;940.0;485.0;-143.0;-70.0;275.0;139;-722.0;349.0;231.0;-122.0
989.0;-241.0;438.0;943.0;55.0;-142.0;-70.0;277.0;139;-783.0;349.0;230.0;-124.0
1000.0;-210.0;157.0;961.0;-243.0;-76.0;-45.0;268.0;139;-842.0;315.0;180.0;-83.0
791.0;214.0;-53.0;998.0;-915.0;114.0;-310.0;409.0;-59;-617.0;527.0;416.0;-379.0
1005.0;-188.0;192.0;959.0;-195.0;-104.0;-34.0;258.0;139;-656.0;299.0;163.0;-64.0
795.0;-164.0;-117.0;972.0;392.0;313.0;-87.0;-107.0;-166;-669.0;-165.0;-644.0;119.0
804.0;-174.0;-186.0;914.0;342.0;187.0;-79.0;-105.0;-166;-764.0;-160.0;-648.0;107.0
797.0;-180.0;-57.0;925.0;431.0;219.0;-78.0;-103.0;-166;-964.0;-154.0;-646.0;110.0
1009.0;-172.0;203.0;947.0;-176.0;-210.0;-23.0;251.0;139;-603.0;283.0;144.0;-51.0
1033.0;-177.0;265.0;943.0;-212.0;-255.0;-22.0;250.0;139;-671.0;278.0;138.0;-45.0
1069.0;-170.0;262.0;921.0;38.0;-277.0;-19.0;248.0;139;-847.0;276.0;136.0;-44.0
1059.0;-182.0;377.0;947.0;210.0;-263.0;-19.0;248.0;139;-981.0;279.0;138.0;-47.0
1055.0;-164.0;389.0;930.0;151.0;-373.0;-18.0;246.0;139;-896.0;275.0;135.0;-43.0
972.0;-171.0;-176.0;966.0;-64.0;326.0;-103.0;-69.0;-166;-589.0;-105.0;-582.0;165.0
958.0;-240.0;-41.0;895.0;137.0;595.0;-104.0;-64.0;-166;-629.0;-144.0;-642.0;169.0
1031.0;-165.0;415.0;927.0;235.0;-300.0;-18.0;245.0;139;-835.0;276.0;136.0;-42.0
1039.0;-175.0;482.0;936.0;373.0;-261.0;-18.0;246.0;139;-801.0;274.0;135.0;-40.0
1049.0;-169.0;357.0;935.0;262.0;-232.0;-22.0;263.0;139;-929.0;258.0;130.0;-38.0
1053.0;-164.0;377.0;926.0;232.0;-180.0;-22.0;265.0;139;-919.0;254.0;127.0;-38.0
1021.0;-154.0;338.0;950.0;318.0;-129.0;-24.0;269.0;139;-746.0;255.0;132.0;-38.0
1051.0;-169.0;332.0;922.0;258.0;-104.0;-24.0;272.0;139;-786.0;254.0;133.0;-40.0
1027.0;-180.0;279.0;913.0;241.0;-129.0;-25.0;275.0;139;-957.0;256.0;134.0;-41.0
882.0;-193.0;-223.0;950.0;139.0;285.0;-111.0;-120.0;-166;-834.0;41.0;-548.0;157.0
757.0;-184.0;-328.0;908.0;56.0;540.0;-50.0;-121.0;-166;-868.0;-84.0;-542.0;71.0
1144.0;-166.0;526.0;919.0;273.0;-463.0;-25.0;284.0;139;-1232.0;260.0;142.0;-43.0
1122.0;-178.0;537.0;904.0;666.0;-479.0;-25.0;284.0;139;-1090.0;260.0;143.0;-46.0
1184.0;-173.0;580.0;905.0;580.0;-386.0;-26.0;284.0;139;-1088.0;262.0;141.0;-45.0
1205.0;-158.0;664.0;909.0;474.0;-363.0;-26.0;285.0;139;-803.0;262.0;144.0;-46.0
1089.0;-153.0;565.0;944.0;540.0;-356.0;-28.0;287.0;139;-863.0;267.0;147.0;-50.0
1079.0;-143.0;497.0;927.0;537.0;-347.0;-28.0;287.0;139;-909.0;266.0;146.0;-52.0
1094.0;-171.0;489.0;921.0;427.0;-303.0;-30.0;287.0;139;-826.0;266.0;147.0;-54.0
1082.0;-161.0;508.0;930.0;472.0;-292.0;-30.0;288.0;139;-883.0;268.0;149.0;-54.0
1076.0;-147.0;474.0;928.0;479.0;-490.0;-29.0;286.0;139;-896.0;265.0;143.0;-52.0
1094.0;-152.0;442.0;909.0;415.0;-285.0;-29.0;284.0;139;-826.0;267.0;144.0;-50.0
1079.0;-150.0;603.0;931.0;332.0;-297.0;-30.0;283.0;139;-885.0;268.0;148.0;-55.0
1080.0;-157.0;434.0;927.0;696.0;-356.0;-31.0;284.0;139;-1130.0;270.0;150.0;-58.0
1071.0;-178.0;373.0;908.0;429.0;-359.0;-32.0;285.0;139;-985.0;270.0;151.0;-59.0
1073.0;-181.0;512.0;930.0;317.0;-426.0;-36.0;290.0;139;-986.0;278.0;157.0;-64.0
1101.0;-179.0;576.0;933.0;282.0;-453.0;-39.0;295.0;139;-965.0;284.0;163.0;-69.0
1081.0;-192.0;589.0;928.0;157.0;-495.0;-40.0;295.0;139;-963.0;282.0;164.0;-71.0
1061.0;-162.0;579.0;935.0;166.0;-491.0;-40.0;294.0;139;-916.0;285.0;165.0;-72.0
1070.0;-189.0;578.0;941.0;164.0;-490.0;-40.0;292.0;139;-933.0;284.0;162.0;-70.0
1094.0;-151.0;620.0;920.0;113.0;-484.0;-40.0;283.0;139;-942.0;291.0;170.0;-72.0
1110.0;-188.0;534.0;949.0;150.0;-340.0;-38.0;286.0;139;-1026.0;292.0;171.0;-71.0
1023.0;-221.0;702.0;923.0;348.0;-542.0;-14.0;272.0;139;-1185.0;278.0;136.0;-45.0
983.0;-117.0;-83.0;848.0;180.0;505.0;-119.0;-123.0;-166;-1084.0;63.0;-436.0;201.0
1079.0;-239.0;641.0;948.0;295.0;-451.0;-5.0;264.0;139;-910.0;271.0;123.0;-33.0
1073.0;-133.0;645.0;959.0;243.0;-700.0;7.0;250.0;139;-944.0;256.0;99.0;-18.0
1061.0;-148.0;576.0;947.0;430.0;-730.0;16.0;235.0;139;-1034.0;248.0;82.0;-3.0
1101.0;-133.0;645.0;934.0;0.0;-629.0;20.0;227.0;139;-844.0;246.0;77.0;0.0
980.0;-203.0;-254.0;646.0;-330.0;259.0;-265.0;20.0;-167;-1048.0;-180.0;-480.0;452.0
1030.0;-67.0;853.0;964.0;791.0;62.0;27.0;207.0;139;-1111.0;243.0;85.0;14.0
1093.0;-92.0;735.0;954.0;756.0;111.0;27.0;206.0;139;-732.0;241.0;82.0;15.0
994.0;-111.0;-22.0;967.0;-246.0;-193.0;30.0;214.0;139;-567.0;222.0;75.0;25.0
1107.0;-161.0;622.0;880.0;387.0;-587.0;18.0;265.0;139;-846.0;200.0;88.0;25.0
927.0;-161.0;-114.0;879.0;60.0;426.0;-159.0;-91.0;-166;-769.0;4.0;-582.0;250.0
1130.0;-182.0;701.0;902.0;370.0;-517.0;15.0;268.0;139;-918.0;204.0;94.0;21.0
1085.0;-152.0;575.0;902.0;304.0;-387.0;-7.0;282.0;140;-968.0;217.0;123.0;-5.0
1060.0;-178.0;595.0;912.0;159.0;-479.0;-10.0;285.0;140;-1067.0;221.0;126.0;-7.0
1075.0;-209.0;552.0;908.0;188.0;-435.0;-13.0;288.0;140;-1097.0;224.0;133.0;-11.0
1074.0;-224.0;492.0;916.0;81.0;-685.0;-16.0;290.0;140;-963.0;229.0;138.0;-17.0
1107.0;-221.0;502.0;904.0;155.0;-558.0;-21.0;290.0;140;-921.0;235.0;147.0;-24.0
1132.0;-201.0;612.0;903.0;131.0;-594.0;-24.0;289.0;140;-1054.0;239.0;151.0;-29.0
1173.0;-213.0;531.0;888.0;-58.0;-507.0;-27.0;287.0;140;-766.0;242.0;156.0;-30.0
731.0;-132.0;-40.0;762.0;111.0;69.0;-176.0;-85.0;-166;-277.0;-126.0;-515.0;272.0
1147.0;-203.0;837.0;920.0;-67.0;-415.0;-36.0;265.0;140;-923.0;263.0;170.0;-43.0
1112.0;-152.0;584.0;927.0;-31.0;-345.0;-35.0;255.0;140;-1151.0;261.0;165.0;-44.0
1088.0;-159.0;574.0;916.0;-146.0;-241.0;-34.0;252.0;140;-989.0;257.0;163.0;-42.0
1113.0;-135.0;577.0;949.0;-101.0;-266.0;-33.0;250.0;140;-820.0;256.0;160.0;-37.0
950.0;-194.0;-173.0;844.0;279.0;52.0;-166.0;-87.0;-166;-956.0;-146.0;-498.0;248.0
1011.0;-6.0;-181.0;820.0;528.0;188.0;-167.0;-78.0;-166;-879.0;-161.0;-515.0;259.0
970.0;-248.0;-128.0;900.0;274.0;284.0;-172.0;-79.0;-166;-687.0;-127.0;-504.0;259.0
1047.0;-155.0;366.0;938.0;272.0;-300.0;-17.0;239.0;140;-577.0;239.0;135.0;-18.0
884.0;-159.0;-242.0;895.0;371.0;77.0;-186.0;-73.0;-166;-850.0;-121.0;-512.0;288.0
977.0;-125.0;-113.0;802.0;439.0;138.0;-195.0;-60.0;-166;-856.0;-102.0;-515.0;316.0
953.0;-149.0;75.0;774.0;355.0;199.0;-197.0;-50.0;-166;-537.0;-90.0;-497.0;319.0
970.0;-119.0;-70.0;874.0;284.0;279.0;-196.0;-52.0;-166;-849.0;-95.0;-504.0;317.0
1029.0;-135.0;415.0;937.0;375.0;-273.0;-4.0;233.0;140;-723.0;226.0;116.0;-2.0
870.0;-180.0;29.0;841.0;278.0;453.0;-195.0;-44.0;-166;-598.0;-90.0;-492.0;322.0
860.0;-190.0;35.0;897.0;439.0;271.0;-203.0;-26.0;-166;-811.0;-106.0;-499.0;346.0
1027.0;-152.0;-25.0;804.0;386.0;-20.0;-204.0;-26.0;-166;-943.0;-117.0;-508.0;347.0
1019.0;-121.0;414.0;927.0;369.0;-279.0;0.0;230.0;140;-599.0;222.0;109.0;6.0
1059.0;-141.0;425.0;940.0;341.0;-323.0;10.0;223.0;140;-590.0;213.0;91.0;17.0
1080.0;-139.0;415.0;930.0;381.0;-347.0;24.0;212.0;140;-752.0;201.0;75.0;36.0
1111.0;-129.0;452.0;929.0;407.0;-331.0;28.0;209.0;140;-764.0;200.0;67.0;39.0
