InertialMeasurementUnit LUA accY;InertialMeasurementUnit LLA Quaternion2;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit RUA accY;Accelerometer LUA^ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accX;Accelerometer RUA^ accZ
243.0;111.0;772.0;984.0;5.0;-9.0;882.0;-783.0;71.0
115.0;44.0;695.0;846.0;11.0;66.0;750.0;-669.0;204.0
142.0;8.0;833.0;874.0;22.0;-24.0;840.0;-732.0;35.0
135.0;137.0;767.0;957.0;-112.0;60.0;811.0;-1050.0;53.0
64.0;18.0;632.0;759.0;118.0;109.0;621.0;-601.0;199.0
-230.0;-188.0;551.0;893.0;-146.0;612.0;545.0;-573.0;-125.0
-34.0;-61.0;790.0;901.0;-35.0;105.0;866.0;-747.0;131.0
5.0;250.0;959.0;1034.0;-77.0;-114.0;984.0;-912.0;77.0
33.0;226.0;938.0;1042.0;8.0;-72.0;962.0;-913.0;132.0
-1.0;-281.0;893.0;910.0;250.0;-110.0;909.0;-791.0;543.0
68.0;-46.0;792.0;978.0;87.0;-10.0;888.0;-764.0;260.0
132.0;-146.0;875.0;941.0;368.0;-101.0;873.0;-817.0;394.0
345.0;-485.0;912.0;1001.0;136.0;-146.0;988.0;-903.0;141.0
142.0;137.0;943.0;1034.0;-77.0;-163.0;971.0;-916.0;97.0
93.0;139.0;904.0;991.0;-24.0;-113.0;886.0;-891.0;99.0
120.0;136.0;866.0;967.0;-56.0;-123.0;850.0;-883.0;84.0
128.0;142.0;875.0;972.0;-53.0;-127.0;869.0;-895.0;109.0
151.0;151.0;890.0;969.0;-58.0;-125.0;892.0;-928.0;99.0
173.0;-40.0;576.0;878.0;-305.0;94.0;588.0;-1198.0;102.0
-361.0;-412.0;708.0;853.0;316.0;280.0;810.0;-700.0;439.0
-7.0;-388.0;694.0;846.0;-64.0;45.0;741.0;-640.0;51.0
-463.0;-445.0;486.0;339.0;348.0;591.0;580.0;-671.0;500.0
196.0;-553.0;799.0;894.0;50.0;-88.0;873.0;-1138.0;170.0
151.0;58.0;877.0;755.0;107.0;-251.0;934.0;-833.0;133.0
166.0;-309.0;801.0;891.0;610.0;-73.0;802.0;-785.0;689.0
51.0;-496.0;885.0;977.0;169.0;-75.0;914.0;-868.0;188.0
348.0;-314.0;793.0;550.0;102.0;-95.0;584.0;-634.0;177.0
208.0;-577.0;978.0;1093.0;-182.0;-213.0;945.0;-996.0;33.0
-24.0;-621.0;965.0;1114.0;-74.0;-119.0;1018.0;-749.0;33.0
29.0;331.0;633.0;840.0;-68.0;82.0;709.0;-699.0;113.0
-142.0;-98.0;777.0;849.0;-66.0;57.0;818.0;-716.0;-1.0
-13.0;-74.0;779.0;836.0;-1.0;32.0;770.0;-692.0;75.0
56.0;-98.0;720.0;760.0;-121.0;30.0;685.0;-658.0;91.0
61.0;21.0;770.0;849.0;9.0;-15.0;820.0;-761.0;72.0
-50.0;196.0;503.0;499.0;-20.0;149.0;457.0;-353.0;139.0
81.0;131.0;378.0;892.0;243.0;54.0;364.0;-214.0;303.0
134.0;126.0;885.0;946.0;-21.0;-81.0;924.0;-899.0;89.0
8.0;34.0;771.0;849.0;47.0;-37.0;798.0;-726.0;37.0
67.0;20.0;699.0;734.0;-120.0;8.0;681.0;-637.0;90.0
-376.0;-58.0;-131.0;-100.0;544.0;501.0;-243.0;384.0;708.0
36.0;-4.0;846.0;959.0;-36.0;-101.0;806.0;-859.0;105.0
96.0;128.0;275.0;83.0;-172.0;275.0;18.0;-824.0;-44.0
79.0;104.0;867.0;987.0;-217.0;-68.0;908.0;-809.0;-43.0
106.0;-342.0;1000.0;1090.0;46.0;-248.0;1056.0;-1006.0;96.0
76.0;-29.0;739.0;805.0;-47.0;-1.0;726.0;-687.0;113.0
89.0;239.0;663.0;850.0;-44.0;110.0;747.0;-808.0;173.0
162.0;68.0;438.0;121.0;85.0;206.0;197.0;-347.0;321.0
126.0;395.0;816.0;840.0;52.0;-55.0;852.0;-843.0;4.0
89.0;-23.0;655.0;718.0;64.0;-23.0;650.0;-462.0;115.0
-290.0;124.0;819.0;585.0;-181.0;120.0;791.0;-57.0;67.0
-7.0;136.0;768.0;653.0;-215.0;-192.0;740.0;-514.0;158.0
-107.0;139.0;765.0;761.0;-191.0;-59.0;794.0;-660.0;195.0
70.0;-57.0;727.0;772.0;-121.0;15.0;728.0;-720.0;51.0
202.0;-372.0;316.0;-35.0;-383.0;97.0;380.0;-266.0;-179.0
173.0;122.0;940.0;1043.0;-82.0;-160.0;982.0;-935.0;69.0
179.0;95.0;884.0;965.0;-62.0;-115.0;938.0;-881.0;70.0
191.0;96.0;876.0;959.0;-49.0;-79.0;924.0;-898.0;104.0
158.0;129.0;900.0;997.0;-27.0;-64.0;955.0;-926.0;88.0
254.0;-190.0;737.0;520.0;-277.0;-242.0;537.0;-571.0;-94.0
170.0;101.0;895.0;971.0;-52.0;-89.0;922.0;-879.0;113.0
324.0;-210.0;762.0;531.0;-251.0;-245.0;577.0;-596.0;-155.0
155.0;95.0;865.0;987.0;-45.0;-54.0;933.0;-857.0;81.0
50.0;46.0;752.0;827.0;-34.0;-121.0;770.0;-714.0;-15.0
158.0;93.0;883.0;980.0;-60.0;-65.0;936.0;-866.0;89.0
179.0;93.0;876.0;929.0;-59.0;-58.0;922.0;-872.0;111.0
-264.0;-522.0;719.0;788.0;127.0;135.0;720.0;-670.0;232.0
638.0;-800.0;971.0;717.0;-476.0;-491.0;759.0;-894.0;-355.0
310.0;-452.0;588.0;432.0;-495.0;20.0;665.0;-518.0;-327.0
24.0;-596.0;666.0;751.0;18.0;-31.0;683.0;-582.0;82.0
287.0;-420.0;855.0;771.0;-269.0;-179.0;866.0;-806.0;-84.0
203.0;128.0;906.0;950.0;0.0;-120.0;926.0;-896.0;120.0
116.0;-46.0;752.0;770.0;127.0;-50.0;716.0;-682.0;141.0
52.0;-178.0;830.0;606.0;-116.0;2.0;705.0;-820.0;48.0
220.0;116.0;891.0;957.0;40.0;-67.0;909.0;-910.0;125.0
208.0;112.0;920.0;987.0;23.0;-123.0;886.0;-880.0;130.0
136.0;-44.0;704.0;748.0;153.0;-59.0;680.0;-725.0;207.0
130.0;90.0;872.0;924.0;-111.0;-98.0;949.0;-874.0;158.0
15.0;-160.0;877.0;651.0;-68.0;-45.0;751.0;-764.0;-76.0
121.0;81.0;867.0;937.0;-49.0;-37.0;908.0;-881.0;49.0
118.0;81.0;839.0;941.0;-95.0;-54.0;848.0;-880.0;109.0
126.0;80.0;839.0;889.0;-73.0;-75.0;898.0;-857.0;78.0
210.0;103.0;870.0;963.0;-27.0;-53.0;934.0;-903.0;124.0
120.0;-54.0;764.0;875.0;73.0;-96.0;719.0;-745.0;280.0
109.0;118.0;960.0;1054.0;-68.0;-159.0;1013.0;-901.0;122.0
169.0;111.0;873.0;968.0;-14.0;-49.0;905.0;-907.0;138.0
164.0;-248.0;806.0;864.0;130.0;-133.0;858.0;-807.0;221.0
47.0;-195.0;882.0;655.0;-74.0;-124.0;730.0;-778.0;26.0
132.0;126.0;892.0;937.0;-32.0;-44.0;945.0;-876.0;163.0
162.0;125.0;906.0;951.0;-59.0;-104.0;923.0;-876.0;157.0
58.0;-548.0;439.0;484.0;15.0;-90.0;457.0;-546.0;189.0
236.0;148.0;885.0;860.0;-36.0;-103.0;904.0;-912.0;103.0
264.0;254.0;904.0;986.0;18.0;-188.0;912.0;-1003.0;-20.0
107.0;199.0;937.0;1002.0;59.0;-142.0;938.0;-899.0;141.0
21.0;-193.0;879.0;635.0;-75.0;-73.0;692.0;-758.0;29.0
47.0;-166.0;888.0;690.0;-201.0;-61.0;769.0;-752.0;-84.0
676.0;228.0;857.0;903.0;-269.0;-370.0;1001.0;-928.0;-49.0
-65.0;-88.0;903.0;969.0;75.0;-54.0;892.0;-877.0;178.0
-4.0;199.0;943.0;1019.0;-24.0;-171.0;967.0;-907.0;210.0
52.0;96.0;861.0;984.0;-21.0;-61.0;899.0;-826.0;142.0
110.0;102.0;766.0;843.0;22.0;-96.0;797.0;-808.0;131.0
231.0;120.0;848.0;968.0;-77.0;14.0;859.0;-786.0;94.0
6.0;102.0;804.0;904.0;-12.0;-70.0;825.0;-838.0;242.0
282.0;90.0;923.0;967.0;487.0;-198.0;873.0;-868.0;677.0
260.0;-555.0;622.0;330.0;661.0;37.0;564.0;-506.0;603.0
-194.0;-825.0;160.0;426.0;600.0;274.0;-134.0;91.0;652.0
257.0;-85.0;661.0;874.0;363.0;112.0;735.0;-913.0;292.0
-7.0;-229.0;1058.0;1109.0;52.0;-176.0;1045.0;-790.0;225.0
273.0;31.0;807.0;899.0;44.0;-8.0;846.0;-904.0;136.0
150.0;150.0;835.0;921.0;-100.0;-57.0;925.0;-731.0;-230.0
221.0;-130.0;779.0;873.0;-204.0;-71.0;767.0;-986.0;29.0
255.0;-277.0;860.0;937.0;276.0;-109.0;849.0;-806.0;-76.0
92.0;107.0;826.0;865.0;5.0;-96.0;833.0;-732.0;185.0
58.0;-7.0;986.0;1085.0;-61.0;-193.0;983.0;-746.0;129.0
222.0;162.0;849.0;973.0;95.0;-80.0;914.0;-844.0;142.0
230.0;169.0;854.0;807.0;436.0;-156.0;784.0;-760.0;612.0
37.0;-53.0;964.0;1016.0;-24.0;-95.0;958.0;-930.0;108.0
165.0;171.0;891.0;1027.0;161.0;-92.0;960.0;-871.0;271.0
212.0;175.0;859.0;984.0;159.0;-112.0;893.0;-822.0;174.0
49.0;-32.0;871.0;948.0;5.0;-111.0;854.0;-783.0;128.0
122.0;269.0;914.0;1105.0;32.0;-286.0;969.0;-844.0;196.0
106.0;-39.0;827.0;924.0;-23.0;-67.0;784.0;-767.0;127.0
88.0;-60.0;664.0;763.0;46.0;-27.0;640.0;-641.0;224.0
575.0;-603.0;742.0;736.0;-175.0;-146.0;817.0;-1156.0;111.0
271.0;51.0;867.0;793.0;-320.0;-205.0;737.0;-675.0;-251.0
180.0;481.0;865.0;1056.0;536.0;-59.0;916.0;-860.0;465.0
71.0;-171.0;695.0;772.0;48.0;26.0;694.0;-634.0;109.0
199.0;196.0;858.0;942.0;-55.0;-64.0;909.0;-855.0;233.0
301.0;87.0;756.0;814.0;-157.0;-101.0;739.0;-1021.0;318.0
-31.0;-330.0;710.0;711.0;0.0;108.0;619.0;-592.0;200.0
254.0;179.0;876.0;959.0;80.0;-78.0;890.0;-853.0;45.0
188.0;-222.0;663.0;746.0;136.0;93.0;632.0;-775.0;214.0
247.0;197.0;863.0;939.0;-313.0;-20.0;923.0;-891.0;162.0
231.0;162.0;859.0;895.0;-43.0;-88.0;879.0;-785.0;189.0
226.0;162.0;810.0;864.0;4.0;-38.0;843.0;-794.0;57.0
89.0;126.0;686.0;913.0;-7.0;-161.0;510.0;-896.0;79.0
247.0;109.0;885.0;989.0;245.0;-105.0;947.0;-900.0;398.0
485.0;414.0;990.0;1061.0;-450.0;-414.0;1012.0;-1006.0;-297.0
291.0;420.0;928.0;1106.0;-217.0;-131.0;1044.0;-932.0;-99.0
-1.0;245.0;473.0;664.0;-133.0;182.0;500.0;-622.0;122.0
226.0;535.0;908.0;1010.0;365.0;-102.0;916.0;-861.0;652.0
128.0;286.0;870.0;372.0;7.0;-61.0;746.0;-810.0;332.0
95.0;251.0;666.0;695.0;-173.0;-64.0;609.0;-867.0;-113.0
284.0;10.0;522.0;652.0;8.0;-84.0;487.0;-768.0;438.0
534.0;304.0;1027.0;1159.0;428.0;-329.0;1036.0;-1061.0;762.0
345.0;414.0;620.0;444.0;-395.0;28.0;701.0;-543.0;-274.0
249.0;279.0;969.0;1060.0;53.0;-259.0;1015.0;-937.0;182.0
261.0;178.0;872.0;980.0;103.0;-110.0;914.0;-880.0;183.0
62.0;234.0;764.0;666.0;-296.0;-150.0;606.0;-510.0;-176.0
645.0;491.0;789.0;805.0;219.0;-118.0;801.0;-1173.0;24.0
268.0;-875.0;791.0;436.0;-88.0;-134.0;478.0;-553.0;61.0
232.0;237.0;968.0;1112.0;379.0;-207.0;1010.0;-882.0;191.0
-215.0;-56.0;840.0;959.0;-102.0;-43.0;725.0;-534.0;27.0
305.0;-601.0;626.0;692.0;-41.0;147.0;648.0;-965.0;78.0
271.0;180.0;886.0;1006.0;158.0;-124.0;951.0;-869.0;95.0
103.0;368.0;820.0;913.0;-469.0;-101.0;887.0;-649.0;-221.0
-77.0;141.0;705.0;849.0;-154.0;73.0;766.0;-573.0;-78.0
135.0;-11.0;911.0;1019.0;-80.0;-130.0;952.0;-898.0;78.0
-316.0;145.0;879.0;961.0;421.0;-124.0;824.0;-426.0;181.0
298.0;-556.0;1075.0;1181.0;-144.0;-300.0;1140.0;-1072.0;30.0
253.0;179.0;924.0;1017.0;23.0;-182.0;939.0;-961.0;-115.0
341.0;228.0;903.0;1005.0;-4.0;-141.0;910.0;-914.0;86.0
538.0;-335.0;936.0;1086.0;11.0;-192.0;1016.0;-999.0;94.0
136.0;-162.0;698.0;1041.0;130.0;-84.0;720.0;-857.0;247.0
-66.0;-83.0;948.0;1009.0;72.0;-41.0;972.0;-913.0;179.0
270.0;277.0;671.0;339.0;106.0;10.0;432.0;-485.0;278.0
317.0;836.0;688.0;295.0;-151.0;-28.0;364.0;-447.0;7.0
76.0;561.0;1285.0;1274.0;-42.0;-313.0;1371.0;-804.0;63.0
275.0;305.0;975.0;1056.0;25.0;-249.0;989.0;-984.0;76.0
201.0;128.0;894.0;948.0;-44.0;-40.0;944.0;-916.0;180.0
220.0;-812.0;846.0;690.0;-349.0;-212.0;675.0;-741.0;-214.0
238.0;214.0;887.0;1004.0;-157.0;-126.0;921.0;-913.0;146.0
176.0;22.0;915.0;1087.0;-45.0;-9.0;994.0;-939.0;89.0
60.0;-468.0;1221.0;1438.0;76.0;-329.0;1290.0;-824.0;188.0
70.0;240.0;940.0;1014.0;-24.0;-122.0;976.0;-933.0;121.0
161.0;-610.0;813.0;879.0;14.0;-111.0;829.0;-783.0;78.0
93.0;256.0;951.0;1014.0;-71.0;-167.0;974.0;-942.0;73.0
157.0;-440.0;767.0;711.0;-180.0;40.0;650.0;-940.0;177.0
186.0;-271.0;1012.0;961.0;-276.0;-292.0;979.0;-957.0;-124.0
257.0;234.0;980.0;1071.0;-40.0;-225.0;1027.0;-971.0;143.0
186.0;136.0;866.0;965.0;-5.0;-12.0;932.0;-905.0;131.0
183.0;-173.0;895.0;715.0;-54.0;-268.0;708.0;-489.0;28.0
267.0;138.0;876.0;985.0;-9.0;-66.0;922.0;-936.0;130.0
170.0;103.0;884.0;996.0;-61.0;-99.0;980.0;-894.0;151.0
80.0;108.0;902.0;977.0;-140.0;-35.0;916.0;-899.0;69.0
121.0;-387.0;670.0;190.0;-99.0;-65.0;277.0;-463.0;264.0
243.0;-185.0;712.0;531.0;-391.0;-244.0;553.0;-578.0;-264.0
391.0;-317.0;938.0;977.0;-325.0;-265.0;960.0;-955.0;-202.0
317.0;-366.0;847.0;573.0;79.0;-178.0;615.0;-636.0;268.0
33.0;617.0;990.0;1031.0;-245.0;-179.0;979.0;-936.0;-69.0
170.0;105.0;861.0;988.0;-96.0;-90.0;923.0;-867.0;231.0
-46.0;104.0;964.0;1057.0;-44.0;-137.0;1026.0;-833.0;55.0
93.0;-631.0;810.0;901.0;-152.0;13.0;793.0;-750.0;-39.0
102.0;462.0;795.0;966.0;-136.0;40.0;805.0;-780.0;-89.0
107.0;-437.0;842.0;995.0;-282.0;-51.0;911.0;-831.0;-166.0
283.0;113.0;1020.0;986.0;252.0;-332.0;1001.0;-1007.0;380.0
143.0;117.0;897.0;982.0;-12.0;-124.0;961.0;-920.0;368.0
5.0;171.0;946.0;1063.0;-162.0;-120.0;958.0;-908.0;11.0
450.0;605.0;1018.0;1013.0;-210.0;-413.0;997.0;-1013.0;-38.0
-100.0;156.0;665.0;403.0;-79.0;-2.0;676.0;-836.0;215.0
359.0;640.0;1304.0;1481.0;39.0;-390.0;1389.0;-1293.0;-1.0
161.0;230.0;1009.0;1063.0;-132.0;-269.0;1038.0;-959.0;-60.0
211.0;551.0;857.0;968.0;13.0;-217.0;793.0;-817.0;190.0
85.0;157.0;510.0;411.0;-216.0;-4.0;420.0;-372.0;17.0
363.0;538.0;650.0;466.0;153.0;76.0;511.0;-744.0;374.0
569.0;735.0;872.0;501.0;-371.0;-216.0;670.0;-747.0;-91.0
253.0;571.0;852.0;913.0;-88.0;-153.0;858.0;-799.0;-19.0
277.0;-92.0;1285.0;1426.0;72.0;-347.0;1331.0;-1239.0;-145.0
26.0;556.0;621.0;689.0;-7.0;25.0;632.0;-566.0;168.0
-37.0;443.0;887.0;958.0;-2.0;21.0;916.0;-875.0;67.0
327.0;463.0;955.0;1050.0;-30.0;-137.0;995.0;-939.0;480.0
-202.0;-175.0;-29.0;-176.0;318.0;274.0;-124.0;231.0;458.0
143.0;-4.0;1008.0;1006.0;-104.0;-240.0;985.0;-971.0;48.0
341.0;348.0;1175.0;1283.0;45.0;-250.0;1217.0;-1128.0;192.0
284.0;-54.0;1019.0;1119.0;-185.0;-119.0;1096.0;-1239.0;-77.0
150.0;519.0;522.0;80.0;122.0;-42.0;218.0;-166.0;31.0
219.0;673.0;495.0;59.0;-94.0;-33.0;154.0;-260.0;241.0
92.0;-139.0;294.0;273.0;-76.0;171.0;82.0;-377.0;39.0
12.0;-819.0;750.0;585.0;-384.0;-28.0;563.0;-625.0;-9.0
224.0;215.0;1028.0;1079.0;-284.0;-335.0;1045.0;-932.0;35.0
66.0;603.0;770.0;767.0;-61.0;-2.0;756.0;-708.0;66.0
247.0;-542.0;930.0;964.0;79.0;-124.0;899.0;-722.0;271.0
-121.0;-37.0;1467.0;1543.0;-41.0;-501.0;1549.0;-654.0;179.0
298.0;533.0;985.0;1039.0;242.0;-246.0;1043.0;-972.0;322.0
-52.0;-83.0;945.0;995.0;8.0;-62.0;941.0;-914.0;130.0
315.0;-143.0;1028.0;1092.0;452.0;-235.0;1062.0;-961.0;502.0
113.0;100.0;1175.0;1316.0;-41.0;-344.0;1290.0;-777.0;100.0
346.0;102.0;746.0;808.0;203.0;12.0;828.0;-903.0;95.0
-86.0;-101.0;908.0;1002.0;10.0;10.0;921.0;-886.0;144.0
