InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
-4;5;-95.0;-261;9;1;-92.0;-9;-387.0;109.0;5;24.0
-5;-11;-146.0;-295;24;4;-42.0;-24;-377.0;-141.0;-11;13.0
1;4;260.0;-246;-12;-2;58.0;12;-323.0;0.0;4;106.0
-3;25;-47.0;-300;32;-3;7.0;-32;-342.0;-110.0;25;19.0
-1;0;0.0;-321;12;2;18.0;-12;-212.0;-22.0;0;21.0
92;-2309;90.0;-558;1323;216;90.0;-1323;-548.0;-135.0;-2309;143.0
-5;-44;-12.0;-260;22;1;-36.0;-22;-393.0;13.0;-44;-116.0
9;-17;-324.0;-246;-25;1;-349.0;25;-494.0;-131.0;-17;-518.0
-1;-16;70.0;-244;-23;2;72.0;23;-292.0;7.0;-16;-27.0
0;2;-111.0;-264;-22;1;-93.0;22;-291.0;-140.0;2;49.0
-34;415;341.0;-252;1099;-2;133.0;-1099;-335.0;-107.0;415;-110.0
110;-8;-859.0;-230;41;-26;-461.0;-41;-442.0;-48.0;-8;-775.0
1;-11;312.0;-269;11;0;125.0;-11;-104.0;-120.0;-11;-66.0
1;43;655.0;-229;3;-2;858.0;-3;-341.0;-232.0;43;-676.0
0;-15;27.0;-268;18;5;34.0;-18;-347.0;-122.0;-15;-23.0
14;-1;784.0;-266;82;-2;295.0;-82;-244.0;-112.0;-1;-239.0
5;10;-37.0;-235;11;-3;-142.0;-11;-140.0;-169.0;10;-373.0
-4;-20;-13.0;-294;8;5;-2.0;-8;-368.0;-111.0;-20;-4.0
-53;1029;-201.0;-220;-192;-69;-30.0;192;-287.0;-195.0;1029;-20.0
7;-3;47.0;-243;-45;3;-75.0;45;-537.0;-89.0;-3;14.0
-2;-44;121.0;-211;17;1;-49.0;-17;-472.0;-381.0;-44;242.0
-607;2745;1284.0;-1013;6011;-465;278.0;-6011;-320.0;-45.0;2745;-145.0
-2;-5;3.0;-248;-22;-2;-46.0;22;-303.0;4.0;-5;86.0
3;-15;3.0;-289;52;-8;4.0;-52;-424.0;-169.0;-15;42.0
3;6;-32.0;-268;6;0;-32.0;-6;-508.0;-151.0;6;194.0
5;36;1670.0;-271;54;0;-108.0;-54;-230.0;-99.0;36;58.0
2;6;41.0;-243;-9;9;18.0;9;-577.0;-234.0;6;22.0
27;-51;318.0;-247;35;3;-554.0;-35;-247.0;-131.0;-51;-71.0
11;33;-108.0;-367;-436;-136;-102.0;436;-442.0;-162.0;33;25.0
1;22;-21.0;-285;17;0;-35.0;-17;-395.0;-180.0;22;21.0
-7;17;-253.0;-285;12;-1;5.0;-12;-511.0;-193.0;17;-56.0
-2;23;15.0;-254;18;-5;54.0;-18;-394.0;-9.0;23;136.0
-1;35;-164.0;-279;28;-7;-36.0;-28;-509.0;-214.0;35;94.0
3;-14;-1.0;-289;-22;-5;-18.0;22;-414.0;-162.0;-14;38.0
0;26;-261.0;-291;37;-6;-317.0;-37;-404.0;-131.0;26;155.0
1;21;14.0;-235;36;0;19.0;-36;-387.0;-235.0;21;45.0
3;6;50.0;-235;-45;-5;-107.0;45;-488.0;-278.0;6;-41.0
-3;-5;-35.0;-234;10;0;-52.0;-10;-368.0;-227.0;-5;14.0
48;-20;21.0;-281;-58;-27;-756.0;58;-351.0;-38.0;-20;787.0
5;-1;-45.0;-260;-4;-2;141.0;4;-458.0;-121.0;-1;-66.0
284;1132;407.0;-383;2991;-411;61.0;-2991;-395.0;-9.0;1132;64.0
-12;-15;-50.0;-261;-35;-2;-58.0;35;-482.0;-141.0;-15;-159.0
1;-2;37.0;-336;-7;-51;-87.0;7;-169.0;-9.0;-2;-53.0
7;17;-56.0;-296;25;4;-132.0;-25;-420.0;-21.0;17;-97.0
2;-26;280.0;-291;-4;-4;536.0;4;-408.0;-227.0;-26;-89.0
-3;8;24.0;-273;11;-3;-21.0;-11;-636.0;-162.0;8;-59.0
-9;-8;29.0;-296;-27;5;-38.0;27;-327.0;-112.0;-8;-22.0
-3;19;10.0;-242;17;-4;-17.0;-17;-328.0;-228.0;19;4.0
-415;-1884;281.0;-361;-1573;501;-336.0;1573;-548.0;-22.0;-1884;169.0
-9;-7;-498.0;-264;-41;2;508.0;41;-471.0;-199.0;-7;-46.0
0;-9;40.0;-269;-17;2;-19.0;17;-340.0;-140.0;-9;4.0
-1;-4;55.0;-277;5;-2;117.0;-5;-149.0;-122.0;-4;269.0
-2;55;129.0;-230;-22;5;-50.0;22;-361.0;-240.0;55;32.0
-27;-4;-513.0;-264;-17;-7;-191.0;17;-477.0;-326.0;-4;84.0
-1;27;-68.0;-227;11;5;-101.0;-11;-281.0;-245.0;27;70.0
-489;480;-6.0;-88;-1593;31;79.0;1593;-509.0;-109.0;480;-198.0
35;7;64.0;-280;-15;0;-35.0;15;-304.0;-150.0;7;-181.0
-10;18;102.0;-231;-29;-2;-77.0;29;-404.0;-208.0;18;-501.0
1;45;33.0;-276;-47;-6;-11.0;47;-317.0;-130.0;45;-68.0
-1;-7;-102.0;-259;25;0;-79.0;-25;-69.0;-175.0;-7;-10.0
2;-6;-17.0;-261;-34;-2;3.0;34;-102.0;-130.0;-6;12.0
-17;473;-39.0;-429;-196;145;-12.0;196;-400.0;-163.0;473;40.0
-150;2088;-114.0;-200;-1052;-43;11.0;1052;-358.0;-366.0;2088;-137.0
3;-4;419.0;-230;-22;19;-91.0;22;-357.0;-159.0;-4;-149.0
-2;5;141.0;-273;-24;1;-14.0;24;-145.0;-183.0;5;89.0
2;-13;21.0;-259;-8;0;-87.0;8;-271.0;-161.0;-13;0.0
0;0;17.0;-260;-4;0;-11.0;4;-411.0;94.0;0;2.0
7;-25;-273.0;-246;80;-11;24.0;-80;-366.0;-245.0;-25;-113.0
8;4;-1.0;-280;7;1;15.0;-7;-292.0;-180.0;4;64.0
79;-15;-929.0;-281;27;24;-428.0;-27;-439.0;-177.0;-15;470.0
4;21;2.0;-259;22;-1;-40.0;-22;-371.0;15.0;21;-62.0
395;-403;-61.0;-457;-3225;107;68.0;3225;-437.0;-161.0;-403;267.0
-2;0;75.0;-275;-22;0;48.0;22;-377.0;-182.0;0;60.0
7;9;117.0;-291;-12;5;151.0;12;-346.0;67.0;9;-254.0
-7;7;-180.0;-240;87;19;-41.0;-87;-270.0;-280.0;7;277.0
