InertialMeasurementUnit RLA Quaternion1;Accelerometer RWR accZ;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit RLA accY;Accelerometer RUA_ accZ
-71.0;53.0;221.0;-8.0;318.0;280.0;297.0
-71.0;101.0;224.0;19.0;327.0;324.0;319.0
-70.0;77.0;205.0;28.0;300.0;302.0;322.0
-85.0;-6.0;230.0;86.0;318.0;299.0;339.0
-100.0;13.0;234.0;72.0;308.0;267.0;341.0
-107.0;22.0;221.0;30.0;311.0;267.0;357.0
-116.0;-20.0;219.0;30.0;312.0;290.0;351.0
-155.0;-31.0;217.0;-25.0;319.0;340.0;379.0
-177.0;72.0;210.0;4.0;337.0;332.0;329.0
-189.0;66.0;219.0;0.0;348.0;345.0;310.0
384.0;-93.0;251.0;-565.0;417.0;396.0;503.0
-195.0;32.0;229.0;-25.0;362.0;363.0;331.0
-198.0;4.0;234.0;-34.0;354.0;373.0;329.0
-199.0;47.0;232.0;-17.0;340.0;357.0;329.0
-197.0;3.0;226.0;-57.0;325.0;299.0;340.0
-200.0;40.0;237.0;18.0;327.0;311.0;336.0
-200.0;-10.0;240.0;41.0;330.0;318.0;319.0
-199.0;17.0;239.0;20.0;325.0;317.0;338.0
-179.0;23.0;264.0;-3.0;355.0;309.0;336.0
-176.0;12.0;243.0;5.0;340.0;300.0;341.0
-165.0;-23.0;242.0;12.0;344.0;271.0;310.0
-165.0;-34.0;248.0;-3.0;336.0;274.0;342.0
-168.0;17.0;239.0;29.0;317.0;287.0;338.0
-169.0;47.0;240.0;-9.0;326.0;289.0;330.0
-168.0;32.0;247.0;12.0;334.0;290.0;343.0
-170.0;-6.0;237.0;-27.0;332.0;287.0;314.0
-171.0;43.0;236.0;4.0;322.0;283.0;335.0
-188.0;57.0;237.0;-24.0;336.0;285.0;341.0
-190.0;21.0;233.0;-19.0;329.0;297.0;329.0
-189.0;7.0;241.0;-21.0;337.0;297.0;329.0
-188.0;33.0;234.0;-21.0;335.0;295.0;339.0
-183.0;-49.0;239.0;0.0;329.0;272.0;334.0
-183.0;19.0;242.0;2.0;334.0;274.0;329.0
-180.0;-31.0;239.0;-13.0;333.0;272.0;350.0
-181.0;51.0;241.0;2.0;328.0;280.0;344.0
-180.0;41.0;241.0;-19.0;330.0;280.0;350.0
-181.0;-53.0;244.0;-11.0;328.0;266.0;341.0
-181.0;35.0;242.0;-8.0;327.0;269.0;346.0
-185.0;33.0;246.0;4.0;333.0;281.0;329.0
-186.0;14.0;242.0;6.0;331.0;282.0;350.0
-187.0;37.0;244.0;-16.0;331.0;284.0;339.0
-187.0;19.0;240.0;-19.0;329.0;278.0;345.0
-187.0;52.0;247.0;0.0;335.0;286.0;347.0
-186.0;9.0;246.0;-11.0;336.0;291.0;324.0
-185.0;38.0;248.0;-1.0;333.0;288.0;343.0
-183.0;-1.0;250.0;18.0;330.0;270.0;334.0
-183.0;-13.0;252.0;21.0;331.0;263.0;349.0
-184.0;36.0;258.0;14.0;334.0;278.0;331.0
-183.0;24.0;253.0;48.0;334.0;280.0;338.0
-185.0;17.0;248.0;-12.0;330.0;276.0;329.0
-111.0;13.0;184.0;17.0;300.0;325.0;297.0
-111.0;19.0;179.0;10.0;303.0;328.0;316.0
78.0;18.0;166.0;137.0;465.0;421.0;763.0
-186.0;-1.0;247.0;-21.0;334.0;287.0;350.0
-186.0;19.0;249.0;-2.0;335.0;289.0;340.0
-111.0;79.0;182.0;-5.0;310.0;331.0;315.0
-111.0;66.0;180.0;-7.0;309.0;331.0;290.0
-184.0;40.0;256.0;6.0;336.0;271.0;351.0
-182.0;16.0;254.0;25.0;334.0;269.0;320.0
-182.0;4.0;259.0;-5.0;331.0;263.0;341.0
-182.0;5.0;260.0;-13.0;331.0;268.0;339.0
-182.0;-61.0;258.0;23.0;334.0;267.0;331.0
-184.0;-19.0;259.0;18.0;332.0;262.0;335.0
29.0;-166.0;154.0;86.0;597.0;493.0;716.0
-103.0;-198.0;561.0;314.0;526.0;229.0;322.0
42.0;-168.0;136.0;-79.0;570.0;357.0;755.0
-118.0;-58.0;360.0;-14.0;412.0;195.0;610.0
-118.0;-34.0;409.0;-67.0;433.0;211.0;604.0
-114.0;-77.0;328.0;40.0;345.0;238.0;534.0
-108.0;-65.0;290.0;38.0;291.0;239.0;423.0
-96.0;-3.0;255.0;151.0;271.0;245.0;433.0
-186.0;-5.0;257.0;2.0;335.0;278.0;339.0
-187.0;2.0;255.0;4.0;336.0;282.0;329.0
-187.0;14.0;253.0;-25.0;335.0;282.0;330.0
-181.0;60.0;247.0;34.0;341.0;279.0;360.0
-180.0;-27.0;250.0;6.0;335.0;273.0;343.0
-180.0;45.0;250.0;25.0;336.0;269.0;355.0
-183.0;-23.0;251.0;-9.0;340.0;274.0;340.0
-183.0;52.0;254.0;-1.0;344.0;283.0;338.0
-181.0;28.0;255.0;2.0;336.0;266.0;349.0
-181.0;15.0;255.0;0.0;336.0;266.0;343.0
-180.0;31.0;259.0;-9.0;335.0;269.0;331.0
-180.0;-11.0;263.0;4.0;336.0;271.0;336.0
-180.0;-37.0;263.0;19.0;337.0;265.0;322.0
-180.0;-37.0;263.0;-15.0;338.0;256.0;340.0
-181.0;31.0;261.0;17.0;338.0;271.0;348.0
-181.0;-61.0;260.0;6.0;339.0;266.0;352.0
-182.0;-16.0;261.0;8.0;339.0;266.0;330.0
-183.0;11.0;259.0;5.0;341.0;268.0;341.0
-182.0;41.0;261.0;-4.0;344.0;265.0;341.0
-182.0;7.0;263.0;-12.0;346.0;272.0;319.0
-182.0;38.0;264.0;10.0;344.0;273.0;362.0
-181.0;8.0;264.0;31.0;340.0;272.0;339.0
-181.0;58.0;263.0;6.0;341.0;266.0;359.0
-180.0;40.0;265.0;9.0;343.0;258.0;343.0
-181.0;-32.0;264.0;-7.0;340.0;265.0;340.0
-180.0;34.0;265.0;2.0;343.0;270.0;337.0
-180.0;0.0;263.0;-6.0;339.0;266.0;347.0
-180.0;46.0;257.0;29.0;338.0;276.0;340.0
-180.0;5.0;258.0;4.0;334.0;266.0;348.0
-182.0;-16.0;254.0;-2.0;333.0;272.0;330.0
-184.0;4.0;254.0;4.0;336.0;269.0;349.0
-186.0;29.0;251.0;-2.0;335.0;278.0;352.0
-185.0;17.0;251.0;-3.0;340.0;274.0;333.0
-184.0;-1.0;255.0;1.0;335.0;276.0;364.0
-182.0;42.0;255.0;26.0;343.0;279.0;349.0
-181.0;47.0;254.0;18.0;336.0;272.0;332.0
-181.0;-18.0;251.0;18.0;331.0;269.0;340.0
-181.0;48.0;248.0;-6.0;332.0;273.0;341.0
-182.0;53.0;251.0;-17.0;336.0;277.0;341.0
-182.0;42.0;245.0;14.0;335.0;275.0;330.0
-110.0;18.0;178.0;-24.0;299.0;326.0;299.0
-183.0;25.0;244.0;6.0;336.0;284.0;327.0
-183.0;-38.0;244.0;-11.0;338.0;285.0;320.0
-182.0;65.0;247.0;0.0;334.0;275.0;350.0
-182.0;-8.0;248.0;18.0;332.0;263.0;344.0
-110.0;82.0;176.0;-26.0;292.0;327.0;317.0
-108.0;15.0;179.0;-3.0;303.0;324.0;300.0
-183.0;19.0;248.0;-13.0;334.0;267.0;333.0
-227.0;-6.0;381.0;-162.0;392.0;560.0;405.0
-110.0;65.0;179.0;3.0;300.0;328.0;304.0
-186.0;54.0;251.0;-13.0;339.0;284.0;331.0
-111.0;63.0;185.0;12.0;302.0;331.0;313.0
-186.0;-6.0;251.0;-19.0;336.0;274.0;330.0
-111.0;76.0;188.0;-3.0;310.0;331.0;320.0
14.0;55.0;195.0;78.0;433.0;311.0;296.0
-112.0;69.0;186.0;-23.0;314.0;334.0;299.0
-9.0;-20.0;354.0;-25.0;322.0;267.0;280.0
-111.0;20.0;180.0;8.0;306.0;332.0;317.0
-108.0;27.0;187.0;-34.0;295.0;331.0;320.0
-186.0;-19.0;249.0;12.0;333.0;276.0;323.0
-185.0;14.0;253.0;-1.0;336.0;275.0;347.0
-185.0;38.0;250.0;23.0;337.0;280.0;334.0
-185.0;70.0;248.0;6.0;337.0;286.0;343.0
-184.0;42.0;250.0;26.0;337.0;287.0;350.0
-183.0;40.0;245.0;12.0;338.0;283.0;359.0
-182.0;36.0;243.0;-8.0;324.0;276.0;343.0
-181.0;-29.0;244.0;21.0;333.0;283.0;330.0
-181.0;-1.0;252.0;12.0;335.0;278.0;320.0
-109.0;27.0;177.0;-24.0;291.0;342.0;306.0
-181.0;14.0;243.0;-11.0;332.0;261.0;361.0
-183.0;-13.0;250.0;-36.0;330.0;271.0;344.0
-107.0;67.0;182.0;18.0;303.0;329.0;311.0
-159.0;4.0;250.0;-41.0;299.0;278.0;457.0
-131.0;148.0;282.0;-67.0;439.0;418.0;370.0
-107.0;125.0;246.0;-121.0;422.0;491.0;367.0
-77.0;81.0;254.0;-96.0;362.0;453.0;398.0
-48.0;41.0;277.0;-103.0;282.0;424.0;477.0
-16.0;38.0;270.0;-86.0;278.0;460.0;485.0
31.0;-9.0;271.0;-88.0;299.0;491.0;466.0
44.0;53.0;273.0;-42.0;314.0;517.0;445.0
106.0;30.0;334.0;68.0;389.0;482.0;358.0
22.0;275.0;311.0;127.0;349.0;602.0;445.0
121.0;-43.0;302.0;9.0;382.0;504.0;502.0
118.0;67.0;290.0;-171.0;272.0;472.0;526.0
119.0;39.0;285.0;-191.0;340.0;453.0;528.0
122.0;94.0;334.0;-166.0;441.0;493.0;563.0
-106.0;42.0;185.0;28.0;311.0;329.0;300.0
-106.0;35.0;174.0;10.0;315.0;333.0;289.0
-105.0;43.0;182.0;-8.0;321.0;321.0;305.0
-101.0;45.0;179.0;-21.0;306.0;329.0;308.0
-101.0;45.0;173.0;-7.0;312.0;331.0;320.0
-101.0;82.0;178.0;-24.0;312.0;332.0;300.0
-100.0;23.0;176.0;-29.0;307.0;333.0;295.0
-101.0;41.0;178.0;-5.0;309.0;335.0;309.0
-101.0;71.0;180.0;18.0;309.0;329.0;299.0
-101.0;33.0;181.0;3.0;319.0;341.0;323.0
-169.0;-162.0;373.0;-224.0;373.0;616.0;650.0
142.0;61.0;363.0;-125.0;273.0;546.0;399.0
-81.0;-78.0;285.0;67.0;540.0;493.0;645.0
-118.0;-201.0;332.0;140.0;478.0;618.0;714.0
131.0;14.0;362.0;-60.0;235.0;596.0;390.0
-101.0;36.0;181.0;-5.0;317.0;322.0;330.0
-105.0;72.0;179.0;-11.0;314.0;331.0;318.0
-106.0;87.0;187.0;10.0;318.0;338.0;295.0
-107.0;-57.0;177.0;-11.0;319.0;343.0;313.0
-109.0;19.0;189.0;13.0;319.0;332.0;320.0
-106.0;105.0;182.0;10.0;316.0;324.0;322.0
-105.0;6.0;186.0;-18.0;323.0;320.0;296.0
-106.0;59.0;183.0;14.0;321.0;315.0;311.0
-109.0;50.0;179.0;-9.0;316.0;326.0;310.0
-113.0;14.0;170.0;3.0;298.0;326.0;323.0
468.0;-84.0;376.0;-3.0;496.0;545.0;763.0
251.0;-191.0;345.0;181.0;630.0;582.0;710.0
224.0;-257.0;306.0;-56.0;502.0;679.0;689.0
-121.0;-15.0;171.0;-7.0;294.0;335.0;318.0
-123.0;73.0;174.0;18.0;299.0;329.0;320.0
-145.0;52.0;183.0;48.0;342.0;348.0;311.0
-145.0;72.0;172.0;-7.0;339.0;347.0;308.0
-146.0;87.0;178.0;8.0;314.0;334.0;336.0
-146.0;19.0;178.0;-36.0;301.0;331.0;333.0
-147.0;3.0;162.0;18.0;298.0;358.0;318.0
-146.0;35.0;177.0;-90.0;386.0;350.0;368.0
-147.0;89.0;193.0;-41.0;373.0;347.0;369.0
-151.0;-5.0;188.0;-77.0;350.0;347.0;370.0
-154.0;-13.0;227.0;-74.0;382.0;330.0;390.0
-160.0;-17.0;200.0;-84.0;339.0;289.0;361.0
-174.0;-10.0;262.0;24.0;405.0;284.0;414.0
-186.0;-27.0;289.0;55.0;492.0;323.0;327.0
-203.0;-92.0;172.0;40.0;418.0;269.0;470.0
-241.0;-143.0;209.0;-57.0;555.0;420.0;342.0
-185.0;-91.0;289.0;-57.0;338.0;334.0;276.0
-128.0;42.0;237.0;-134.0;396.0;306.0;332.0
-42.0;79.0;182.0;149.0;296.0;330.0;370.0
-16.0;38.0;190.0;-124.0;322.0;318.0;327.0
-12.0;77.0;183.0;-115.0;314.0;334.0;327.0
568.0;-389.0;209.0;10.0;581.0;113.0;729.0
-7.0;43.0;197.0;65.0;316.0;316.0;327.0
-7.0;103.0;195.0;44.0;315.0;318.0;364.0
-8.0;14.0;197.0;101.0;317.0;324.0;329.0
-71.0;-98.0;248.0;236.0;337.0;354.0;455.0
-10.0;132.0;200.0;-22.0;307.0;347.0;358.0
-8.0;83.0;197.0;-55.0;326.0;330.0;313.0
-6.0;112.0;196.0;-76.0;324.0;323.0;323.0
96.0;166.0;267.0;-24.0;389.0;376.0;379.0
80.0;108.0;223.0;-19.0;383.0;381.0;341.0
15.0;-95.0;293.0;-182.0;413.0;206.0;459.0
14.0;-150.0;204.0;-221.0;262.0;354.0;465.0
0.0;61.0;198.0;-96.0;320.0;297.0;307.0
-1.0;41.0;205.0;-55.0;309.0;287.0;301.0
-35.0;99.0;226.0;108.0;287.0;339.0;337.0
-43.0;59.0;439.0;25.0;331.0;301.0;377.0
-10.0;-58.0;204.0;0.0;308.0;301.0;322.0
-15.0;53.0;200.0;49.0;309.0;309.0;333.0
-19.0;85.0;201.0;41.0;314.0;314.0;322.0
-30.0;50.0;224.0;-57.0;320.0;322.0;321.0
-40.0;8.0;207.0;66.0;322.0;356.0;304.0
-48.0;93.0;184.0;36.0;316.0;396.0;320.0
-37.0;65.0;203.0;30.0;319.0;355.0;325.0
-30.0;102.0;182.0;42.0;324.0;351.0;303.0
-7.0;40.0;153.0;78.0;296.0;337.0;332.0
2.0;34.0;160.0;71.0;278.0;308.0;321.0
-4.0;53.0;201.0;-10.0;302.0;321.0;318.0
-2.0;99.0;203.0;14.0;308.0;317.0;309.0
-1.0;16.0;205.0;13.0;302.0;323.0;310.0
2.0;99.0;202.0;5.0;302.0;322.0;330.0
4.0;63.0;204.0;-5.0;298.0;322.0;328.0
16.0;69.0;209.0;-31.0;332.0;303.0;297.0
15.0;60.0;198.0;-42.0;296.0;303.0;307.0
3.0;59.0;168.0;-41.0;288.0;317.0;309.0
-4.0;23.0;207.0;-64.0;308.0;331.0;294.0
-15.0;149.0;209.0;10.0;349.0;339.0;318.0
-16.0;37.0;206.0;66.0;350.0;340.0;316.0
-18.0;50.0;210.0;80.0;345.0;325.0;303.0
-22.0;51.0;230.0;89.0;344.0;321.0;349.0
-26.0;2.0;212.0;171.0;312.0;303.0;350.0
-26.0;25.0;221.0;170.0;298.0;302.0;340.0
-26.0;70.0;217.0;12.0;309.0;279.0;348.0
-29.0;61.0;228.0;-38.0;324.0;282.0;302.0
-32.0;12.0;218.0;34.0;325.0;287.0;304.0
-36.0;99.0;237.0;79.0;326.0;290.0;314.0
-57.0;68.0;202.0;72.0;304.0;321.0;319.0
-61.0;72.0;232.0;51.0;327.0;297.0;304.0
-65.0;45.0;205.0;-51.0;316.0;335.0;267.0
-58.0;83.0;203.0;-14.0;312.0;318.0;281.0
-24.0;18.0;213.0;72.0;302.0;266.0;323.0
-21.0;16.0;220.0;60.0;297.0;259.0;321.0
-17.0;6.0;214.0;35.0;292.0;311.0;310.0
3.0;48.0;196.0;88.0;308.0;312.0;314.0
10.0;-6.0;196.0;75.0;299.0;292.0;271.0
-2.0;63.0;206.0;-44.0;330.0;316.0;301.0
-10.0;44.0;213.0;5.0;358.0;331.0;285.0
-13.0;38.0;211.0;40.0;362.0;337.0;325.0
-14.0;17.0;211.0;6.0;339.0;349.0;320.0
-15.0;74.0;201.0;-15.0;326.0;347.0;300.0
-13.0;3.0;204.0;-64.0;312.0;343.0;323.0
-11.0;-19.0;202.0;-78.0;302.0;341.0;353.0
-8.0;-42.0;195.0;-139.0;294.0;345.0;371.0
58.0;16.0;244.0;-45.0;382.0;328.0;346.0
84.0;6.0;180.0;25.0;357.0;316.0;360.0
98.0;-20.0;203.0;140.0;325.0;300.0;338.0
30.0;48.0;228.0;-90.0;383.0;348.0;317.0
-5.0;76.0;227.0;-85.0;408.0;405.0;330.0
-13.0;-10.0;245.0;-181.0;380.0;388.0;352.0
-19.0;-81.0;238.0;-158.0;355.0;374.0;368.0
-23.0;-3.0;204.0;-104.0;346.0;351.0;361.0
-27.0;-147.0;191.0;-107.0;340.0;339.0;356.0
-33.0;-52.0;187.0;91.0;293.0;305.0;375.0
-203.0;-83.0;486.0;51.0;583.0;582.0;524.0
-200.0;-164.0;366.0;28.0;550.0;481.0;542.0
-143.0;-28.0;292.0;76.0;550.0;523.0;291.0
-186.0;-61.0;191.0;177.0;270.0;414.0;621.0
-389.0;81.0;134.0;147.0;385.0;545.0;537.0
-267.0;-215.0;211.0;-26.0;365.0;532.0;617.0
-279.0;-121.0;233.0;49.0;402.0;592.0;537.0
-301.0;-30.0;255.0;65.0;520.0;498.0;490.0
-217.0;-50.0;210.0;218.0;338.0;521.0;621.0
-70.0;-68.0;242.0;175.0;558.0;520.0;678.0
-63.0;-117.0;189.0;128.0;491.0;449.0;663.0
-55.0;-71.0;136.0;108.0;412.0;490.0;581.0
-17.0;-68.0;272.0;63.0;457.0;435.0;490.0
-28.0;-59.0;278.0;-70.0;447.0;331.0;507.0
-40.0;-19.0;106.0;-147.0;592.0;479.0;489.0
-28.0;-225.0;262.0;-141.0;570.0;571.0;463.0
-136.0;-4.0;265.0;-14.0;330.0;286.0;320.0
-135.0;22.0;268.0;9.0;328.0;277.0;323.0
-134.0;-14.0;265.0;41.0;337.0;270.0;340.0
79.0;-95.0;196.0;132.0;440.0;460.0;528.0
77.0;-218.0;180.0;163.0;406.0;486.0;546.0
80.0;-149.0;151.0;218.0;380.0;521.0;546.0
108.0;-63.0;172.0;267.0;321.0;527.0;488.0
-135.0;-51.0;267.0;78.0;325.0;278.0;329.0
93.0;-40.0;296.0;-221.0;305.0;380.0;384.0
3.0;7.0;109.0;-29.0;276.0;433.0;350.0
-16.0;-40.0;116.0;-101.0;318.0;395.0;330.0
-47.0;106.0;160.0;-16.0;311.0;391.0;334.0
-137.0;-29.0;265.0;20.0;345.0;270.0;346.0
-138.0;-40.0;269.0;26.0;335.0;292.0;347.0
-138.0;-28.0;265.0;42.0;334.0;291.0;327.0
-138.0;-1.0;269.0;23.0;337.0;301.0;328.0
-138.0;-83.0;265.0;1.0;339.0;304.0;342.0
-138.0;-139.0;261.0;-33.0;341.0;289.0;323.0
-130.0;-31.0;265.0;-3.0;333.0;274.0;328.0
-129.0;-6.0;261.0;65.0;331.0;271.0;317.0
-127.0;60.0;255.0;42.0;321.0;265.0;331.0
-127.0;54.0;268.0;81.0;340.0;275.0;320.0
-129.0;10.0;262.0;49.0;329.0;273.0;320.0
-131.0;15.0;264.0;-7.0;334.0;282.0;321.0
-134.0;-8.0;259.0;-58.0;333.0;300.0;330.0
431.0;-409.0;195.0;559.0;404.0;540.0;808.0
-131.0;21.0;254.0;-81.0;340.0;278.0;332.0
-126.0;23.0;251.0;42.0;336.0;285.0;322.0
-126.0;-53.0;256.0;44.0;336.0;285.0;326.0
-130.0;-7.0;234.0;88.0;337.0;301.0;309.0
-135.0;-19.0;245.0;138.0;331.0;298.0;330.0
-137.0;49.0;238.0;105.0;338.0;315.0;338.0
-142.0;-20.0;247.0;-63.0;335.0;309.0;348.0
-146.0;15.0;246.0;-7.0;337.0;314.0;322.0
-148.0;38.0;246.0;30.0;336.0;314.0;321.0
-152.0;71.0;247.0;-12.0;334.0;316.0;350.0
-154.0;58.0;245.0;-41.0;330.0;319.0;321.0
-152.0;39.0;249.0;13.0;334.0;289.0;329.0
-150.0;39.0;255.0;26.0;328.0;268.0;339.0
-148.0;0.0;252.0;13.0;325.0;261.0;360.0
-155.0;10.0;260.0;51.0;343.0;309.0;312.0
-157.0;-12.0;254.0;16.0;343.0;312.0;302.0
-158.0;-43.0;252.0;-17.0;339.0;307.0;330.0
-157.0;-12.0;258.0;-99.0;334.0;282.0;339.0
-158.0;16.0;260.0;-47.0;330.0;280.0;352.0
-157.0;32.0;258.0;28.0;341.0;284.0;339.0
-152.0;-77.0;265.0;-1.0;313.0;250.0;331.0
-152.0;-2.0;266.0;27.0;322.0;263.0;325.0
-154.0;25.0;263.0;37.0;330.0;303.0;339.0
-158.0;-13.0;266.0;20.0;340.0;322.0;310.0
-156.0;-3.0;267.0;-39.0;337.0;294.0;329.0
-149.0;36.0;257.0;-41.0;334.0;244.0;341.0
-153.0;55.0;242.0;-42.0;355.0;325.0;321.0
-152.0;-9.0;234.0;-1.0;358.0;347.0;343.0
-136.0;-18.0;234.0;-10.0;318.0;328.0;365.0
-131.0;-40.0;231.0;22.0;329.0;310.0;356.0
-120.0;24.0;235.0;16.0;353.0;246.0;372.0
-116.0;26.0;246.0;-16.0;258.0;417.0;342.0
-110.0;2.0;259.0;22.0;415.0;231.0;321.0
-106.0;11.0;257.0;42.0;339.0;257.0;373.0
-159.0;-366.0;195.0;17.0;514.0;639.0;701.0
-106.0;-61.0;261.0;49.0;315.0;258.0;375.0
-103.0;-130.0;259.0;51.0;313.0;248.0;337.0
-106.0;-178.0;279.0;-1.0;320.0;246.0;304.0
-110.0;-19.0;278.0;-3.0;320.0;260.0;302.0
-114.0;1.0;280.0;-5.0;313.0;269.0;317.0
-323.0;249.0;326.0;702.0;574.0;412.0;693.0
-222.0;-23.0;245.0;-121.0;469.0;469.0;518.0
-116.0;-12.0;279.0;33.0;319.0;272.0;323.0
-117.0;-64.0;272.0;54.0;314.0;265.0;283.0
-123.0;-62.0;281.0;37.0;313.0;262.0;318.0
-129.0;-137.0;277.0;72.0;320.0;282.0;310.0
-132.0;-85.0;277.0;53.0;330.0;280.0;300.0
-139.0;-6.0;280.0;-38.0;322.0;306.0;295.0
-140.0;-67.0;267.0;-124.0;339.0;315.0;299.0
-134.0;-35.0;278.0;-24.0;334.0;247.0;330.0
-130.0;0.0;293.0;56.0;348.0;251.0;309.0
-145.0;-18.0;250.0;40.0;335.0;309.0;295.0
-141.0;-61.0;256.0;-66.0;338.0;319.0;358.0
-139.0;-24.0;264.0;-112.0;330.0;311.0;341.0
-128.0;108.0;261.0;-47.0;344.0;280.0;356.0
-122.0;15.0;257.0;44.0;321.0;259.0;364.0
-117.0;24.0;236.0;107.0;340.0;284.0;332.0
-114.0;-16.0;225.0;116.0;320.0;288.0;325.0
-110.0;-22.0;223.0;56.0;305.0;286.0;321.0
-108.0;-77.0;228.0;2.0;318.0;304.0;311.0
-92.0;-23.0;256.0;-16.0;319.0;272.0;305.0
181.0;-562.0;351.0;27.0;270.0;284.0;220.0
-178.0;42.0;232.0;-34.0;360.0;365.0;325.0
-173.0;-25.0;231.0;-1.0;356.0;337.0;358.0
-148.0;83.0;235.0;-28.0;321.0;288.0;370.0
-141.0;42.0;275.0;44.0;339.0;294.0;319.0
-139.0;50.0;265.0;19.0;328.0;302.0;298.0
-133.0;12.0;256.0;-14.0;331.0;298.0;334.0
-127.0;20.0;261.0;-22.0;327.0;281.0;305.0
-127.0;-21.0;275.0;13.0;338.0;296.0;307.0
-148.0;-85.0;326.0;-206.0;295.0;601.0;490.0
-129.0;-22.0;293.0;-84.0;458.0;730.0;536.0
-122.0;-102.0;369.0;-32.0;463.0;694.0;559.0
-111.0;-128.0;305.0;-58.0;434.0;494.0;573.0
-76.0;-142.0;181.0;27.0;359.0;488.0;536.0
-43.0;34.0;213.0;-17.0;343.0;492.0;667.0
-28.0;-3.0;237.0;-87.0;347.0;513.0;717.0
-47.0;-258.0;453.0;173.0;373.0;654.0;629.0
-43.0;-301.0;453.0;-82.0;442.0;686.0;668.0
213.0;-612.0;458.0;-401.0;684.0;433.0;753.0
-127.0;-24.0;275.0;7.0;338.0;294.0;307.0
-123.0;1.0;267.0;3.0;334.0;286.0;330.0
-124.0;38.0;273.0;5.0;337.0;291.0;328.0
-124.0;34.0;269.0;36.0;343.0;294.0;318.0
-124.0;65.0;268.0;42.0;329.0;293.0;318.0
-124.0;-2.0;266.0;8.0;325.0;292.0;331.0
-124.0;41.0;262.0;11.0;328.0;295.0;311.0
-124.0;31.0;262.0;1.0;331.0;293.0;330.0
-124.0;-18.0;259.0;-16.0;326.0;291.0;320.0
-124.0;9.0;263.0;0.0;327.0;299.0;320.0
-125.0;58.0;257.0;-14.0;323.0;296.0;307.0
-125.0;-13.0;253.0;-8.0;318.0;293.0;331.0
-125.0;7.0;260.0;-4.0;331.0;293.0;326.0
-126.0;10.0;253.0;4.0;326.0;300.0;328.0
-127.0;-2.0;245.0;11.0;313.0;307.0;292.0
-127.0;34.0;245.0;8.0;321.0;293.0;298.0
-127.0;-6.0;246.0;16.0;317.0;289.0;292.0
-134.0;-10.0;248.0;19.0;321.0;299.0;323.0
-139.0;-33.0;243.0;5.0;336.0;316.0;306.0
-141.0;13.0;246.0;29.0;330.0;321.0;313.0
-144.0;11.0;253.0;7.0;331.0;331.0;288.0
-144.0;-68.0;261.0;3.0;336.0;339.0;308.0
-143.0;26.0;264.0;-1.0;335.0;346.0;319.0
-141.0;9.0;256.0;-8.0;333.0;343.0;330.0
-133.0;58.0;239.0;-39.0;329.0;325.0;326.0
-118.0;30.0;253.0;-22.0;307.0;281.0;334.0
-112.0;66.0;242.0;-19.0;307.0;268.0;328.0
-106.0;-98.0;256.0;-29.0;342.0;259.0;306.0
-105.0;4.0;276.0;-42.0;363.0;248.0;340.0
