Accelerometer LUA^ accX;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit RUA magneticX;Accelerometer BACK accX
-114.0;8.0;9.0;299.0;296.0;-37.0;106.0
-86.0;-35.0;-23.0;137.0;309.0;121.0;145.0
226.0;12.0;0.0;27.0;368.0;34.0;-1.0
75.0;124.0;-302.0;-159.0;338.0;210.0;123.0
-105.0;32.0;-250.0;165.0;290.0;227.0;97.0
-146.0;130.0;12.0;192.0;337.0;347.0;123.0
2.0;-1.0;-53.0;-29.0;318.0;351.0;76.0
16.0;-2.0;8.0;-61.0;327.0;350.0;75.0
12.0;-17.0;-7.0;-63.0;324.0;351.0;76.0
-48.0;1.0;6.0;-50.0;356.0;352.0;78.0
-1.0;-7.0;-22.0;-63.0;325.0;352.0;72.0
9.0;32.0;-25.0;-67.0;335.0;353.0;97.0
-8.0;13.0;-15.0;-74.0;328.0;355.0;86.0
-1.0;-30.0;-17.0;-77.0;345.0;354.0;106.0
-27.0;15.0;-59.0;-83.0;336.0;353.0;87.0
24.0;-42.0;-103.0;-65.0;321.0;356.0;86.0
-12.0;18.0;-31.0;-89.0;320.0;351.0;63.0
-13.0;25.0;-57.0;-87.0;330.0;354.0;76.0
-18.0;-2.0;-48.0;-86.0;341.0;354.0;84.0
23.0;-22.0;-6.0;-88.0;381.0;354.0;96.0
-29.0;9.0;-35.0;-100.0;331.0;351.0;85.0
-9.0;2.0;29.0;-103.0;356.0;353.0;93.0
-324.0;-51.0;311.0;100.0;324.0;19.0;165.0
-25.0;-60.0;-29.0;-61.0;334.0;356.0;95.0
-222.0;-151.0;-605.0;291.0;345.0;-325.0;-44.0
26.0;-276.0;-224.0;312.0;343.0;-47.0;106.0
13.0;-13.0;-40.0;-75.0;339.0;354.0;61.0
7.0;40.0;-29.0;26.0;284.0;321.0;-101.0
-7.0;17.0;-37.0;-88.0;337.0;349.0;60.0
-513.0;-7.0;-99.0;148.0;-693.0;-282.0;-722.0
-253.0;167.0;334.0;430.0;347.0;-327.0;-41.0
-22.0;-28.0;7.0;-85.0;293.0;351.0;85.0
-10.0;60.0;-14.0;-85.0;312.0;353.0;67.0
-11.0;15.0;18.0;-84.0;328.0;353.0;56.0
0.0;-11.0;3.0;-84.0;306.0;354.0;93.0
14.0;14.0;21.0;-83.0;326.0;355.0;73.0
38.0;-1.0;37.0;-80.0;318.0;357.0;60.0
-12.0;30.0;-11.0;-76.0;317.0;353.0;75.0
0.0;103.0;-127.0;-71.0;308.0;357.0;70.0
141.0;124.0;-105.0;-62.0;513.0;391.0;36.0
62.0;98.0;-20.0;-76.0;321.0;355.0;117.0
0.0;71.0;-57.0;-78.0;308.0;355.0;92.0
-188.0;166.0;-230.0;169.0;318.0;60.0;-37.0
171.0;236.0;-168.0;-76.0;444.0;484.0;250.0
32.0;25.0;-70.0;-90.0;318.0;365.0;152.0
20.0;11.0;-4.0;-88.0;314.0;366.0;112.0
27.0;13.0;0.0;-90.0;329.0;365.0;108.0
356.0;-17.0;-30.0;-754.0;652.0;766.0;241.0
-117.0;16.0;-48.0;-38.0;319.0;463.0;112.0
0.0;19.0;-13.0;-80.0;327.0;377.0;124.0
47.0;36.0;-11.0;-80.0;315.0;374.0;128.0
39.0;25.0;-24.0;-79.0;319.0;374.0;135.0
36.0;-22.0;98.0;-77.0;318.0;382.0;152.0
18.0;-9.0;16.0;-68.0;318.0;373.0;121.0
11.0;-54.0;-24.0;-74.0;302.0;373.0;110.0
23.0;-37.0;-24.0;-75.0;323.0;374.0;125.0
54.0;2.0;-15.0;-81.0;298.0;376.0;106.0
44.0;2.0;-6.0;-80.0;308.0;375.0;115.0
-85.0;-3.0;-11.0;-13.0;325.0;477.0;110.0
25.0;36.0;-15.0;-80.0;320.0;377.0;104.0
38.0;16.0;-65.0;-79.0;316.0;379.0;115.0
19.0;25.0;-79.0;-81.0;334.0;380.0;134.0
56.0;-1.0;-51.0;-86.0;311.0;383.0;135.0
36.0;13.0;-40.0;-84.0;346.0;383.0;137.0
53.0;-5.0;-15.0;-84.0;345.0;383.0;124.0
42.0;19.0;-11.0;-86.0;338.0;384.0;142.0
-24.0;-31.0;985.0;102.0;301.0;244.0;84.0
217.0;-96.0;237.0;-23.0;346.0;332.0;141.0
-102.0;-40.0;169.0;30.0;302.0;395.0;125.0
8.0;-77.0;27.0;-70.0;294.0;380.0;152.0
-108.0;-134.0;133.0;8.0;337.0;427.0;129.0
52.0;-270.0;160.0;-107.0;149.0;386.0;225.0
116.0;-224.0;-30.0;-71.0;399.0;214.0;263.0
20.0;21.0;-26.0;-88.0;316.0;368.0;50.0
321.0;351.0;-48.0;18.0;502.0;352.0;129.0
13.0;10.0;25.0;-85.0;299.0;381.0;139.0
186.0;-293.0;455.0;-17.0;486.0;325.0;177.0
-3.0;42.0;-226.0;98.0;313.0;363.0;118.0
-56.0;1.0;-60.0;6.0;329.0;438.0;208.0
49.0;-53.0;-54.0;-73.0;292.0;366.0;163.0
51.0;-371.0;22.0;-100.0;347.0;252.0;122.0
-247.0;42.0;659.0;258.0;370.0;-332.0;-50.0
25.0;-304.0;302.0;28.0;304.0;368.0;-38.0
-103.0;-82.0;9.0;20.0;300.0;341.0;-30.0
7.0;-31.0;-12.0;-96.0;322.0;348.0;88.0
29.0;-25.0;22.0;-105.0;301.0;351.0;114.0
-37.0;-1.0;5.0;-101.0;309.0;348.0;72.0
13.0;32.0;15.0;-101.0;330.0;349.0;75.0
-163.0;47.0;342.0;149.0;308.0;380.0;130.0
-86.0;-47.0;85.0;-72.0;362.0;344.0;63.0
39.0;-3.0;52.0;-97.0;301.0;350.0;95.0
20.0;30.0;-81.0;-111.0;329.0;351.0;87.0
114.0;-3.0;-39.0;-46.0;245.0;399.0;163.0
537.0;173.0;-63.0;412.0;-6.0;225.0;367.0
878.0;61.0;-30.0;-231.0;456.0;707.0;535.0
333.0;-17.0;7.0;39.0;275.0;100.0;140.0
294.0;66.0;-186.0;196.0;246.0;200.0;255.0
6.0;21.0;-80.0;-113.0;312.0;355.0;86.0
12.0;-7.0;-35.0;-123.0;312.0;356.0;103.0
10.0;-13.0;-19.0;-124.0;300.0;357.0;94.0
30.0;-11.0;-23.0;-125.0;317.0;360.0;94.0
26.0;-24.0;-51.0;-126.0;327.0;360.0;80.0
8.0;6.0;-4.0;-128.0;324.0;360.0;104.0
1.0;10.0;-12.0;-126.0;321.0;360.0;94.0
14.0;2.0;10.0;-126.0;336.0;361.0;90.0
24.0;21.0;-13.0;-125.0;324.0;360.0;84.0
29.0;25.0;13.0;-121.0;325.0;361.0;96.0
4.0;1.0;1.0;-119.0;356.0;361.0;125.0
-12.0;8.0;-26.0;-121.0;343.0;363.0;102.0
32.0;-4.0;-15.0;-124.0;307.0;362.0;109.0
19.0;56.0;-70.0;-126.0;280.0;362.0;108.0
9.0;27.0;-81.0;-128.0;309.0;365.0;100.0
300.0;172.0;-33.0;45.0;1024.0;381.0;67.0
-13.0;-48.0;123.0;-356.0;500.0;428.0;23.0
7.0;-8.0;60.0;-133.0;337.0;368.0;98.0
21.0;-5.0;26.0;-130.0;361.0;368.0;86.0
23.0;0.0;45.0;-129.0;355.0;371.0;104.0
27.0;17.0;26.0;-126.0;329.0;370.0;115.0
2.0;-25.0;-11.0;-123.0;379.0;369.0;120.0
0.0;-11.0;-40.0;-123.0;356.0;369.0;111.0
65.0;-12.0;-69.0;-123.0;365.0;380.0;119.0
43.0;-17.0;-24.0;-123.0;381.0;383.0;118.0
-96.0;-34.0;52.0;-19.0;318.0;455.0;131.0
-106.0;-32.0;-26.0;-37.0;320.0;464.0;104.0
-11.0;17.0;-24.0;-111.0;329.0;391.0;125.0
-30.0;-33.0;-1.0;-110.0;323.0;389.0;113.0
3.0;14.0;-36.0;-117.0;337.0;384.0;82.0
11.0;-18.0;-43.0;-118.0;336.0;384.0;114.0
289.0;150.0;-313.0;-330.0;151.0;764.0;268.0
181.0;68.0;-197.0;-88.0;202.0;399.0;129.0
170.0;390.0;-517.0;-136.0;328.0;634.0;97.0
0.0;-18.0;-2.0;-120.0;353.0;381.0;118.0
20.0;-277.0;-143.0;-186.0;437.0;589.0;187.0
168.0;21.0;-163.0;31.0;251.0;359.0;90.0
17.0;-12.0;-43.0;-135.0;335.0;387.0;102.0
-18.0;71.0;-842.0;0.0;282.0;427.0;79.0
-15.0;-26.0;18.0;-157.0;334.0;375.0;112.0
66.0;-15.0;5.0;-167.0;396.0;387.0;103.0
35.0;-45.0;281.0;-839.0;354.0;824.0;115.0
129.0;-30.0;-13.0;-102.0;337.0;397.0;148.0
98.0;1.0;12.0;-97.0;237.0;395.0;142.0
112.0;-37.0;8.0;-94.0;264.0;393.0;143.0
115.0;68.0;-20.0;-80.0;299.0;384.0;120.0
362.0;194.0;-152.0;-242.0;-676.0;758.0;97.0
9.0;61.0;-374.0;67.0;302.0;338.0;74.0
123.0;14.0;-46.0;-71.0;303.0;373.0;67.0
145.0;70.0;-70.0;-76.0;228.0;385.0;105.0
112.0;-21.0;11.0;-74.0;245.0;377.0;68.0
119.0;-152.0;21.0;-97.0;226.0;383.0;28.0
202.0;-102.0;149.0;-138.0;183.0;411.0;38.0
54.0;13.0;-26.0;-87.0;339.0;397.0;111.0
69.0;-33.0;-74.0;-104.0;289.0;378.0;124.0
18.0;-1.0;-138.0;-121.0;332.0;379.0;83.0
-324.0;-125.0;-2242.0;353.0;345.0;-108.0;73.0
-7.0;117.0;-569.0;-559.0;466.0;641.0;24.0
-132.0;2.0;-17.0;-32.0;296.0;449.0;105.0
-2.0;-13.0;-83.0;-133.0;324.0;368.0;140.0
54.0;-416.0;357.0;-19.0;-336.0;460.0;318.0
244.0;193.0;147.0;0.0;341.0;311.0;232.0
83.0;38.0;320.0;-6.0;346.0;568.0;143.0
293.0;65.0;44.0;-16.0;-244.0;406.0;70.0
131.0;-20.0;-33.0;-86.0;299.0;392.0;125.0
180.0;-17.0;1.0;17.0;354.0;467.0;158.0
71.0;-5.0;-23.0;-70.0;294.0;385.0;174.0
83.0;4.0;-56.0;-74.0;278.0;380.0;161.0
90.0;1.0;-4.0;-71.0;258.0;367.0;143.0
137.0;-18.0;-10.0;-71.0;295.0;362.0;158.0
103.0;1.0;-11.0;-68.0;303.0;363.0;149.0
100.0;32.0;-17.0;34.0;323.0;405.0;231.0
-18.0;222.0;-399.0;-405.0;345.0;421.0;154.0
152.0;-160.0;200.0;-78.0;656.0;387.0;-23.0
77.0;494.0;-180.0;-222.0;423.0;441.0;27.0
-284.0;60.0;-191.0;-343.0;58.0;365.0;48.0
-132.0;168.0;66.0;-339.0;331.0;393.0;18.0
-11.0;2.0;-7.0;-148.0;342.0;373.0;124.0
-16.0;44.0;-29.0;-150.0;322.0;374.0;144.0
-30.0;8.0;-55.0;-139.0;329.0;375.0;119.0
-20.0;2.0;-58.0;-141.0;334.0;377.0;121.0
17.0;-20.0;-48.0;-141.0;334.0;377.0;135.0
-14.0;32.0;-32.0;-136.0;383.0;369.0;116.0
31.0;8.0;9.0;-150.0;360.0;377.0;132.0
375.0;-18.0;117.0;-114.0;263.0;395.0;218.0
165.0;20.0;63.0;-129.0;228.0;384.0;161.0
124.0;17.0;6.0;-124.0;254.0;374.0;173.0
199.0;-68.0;82.0;-91.0;216.0;401.0;203.0
121.0;8.0;5.0;-125.0;273.0;369.0;163.0
196.0;-10.0;-10.0;-311.0;63.0;357.0;72.0
132.0;13.0;-26.0;-124.0;278.0;369.0;174.0
117.0;27.0;-59.0;-197.0;261.0;266.0;143.0
95.0;51.0;7.0;-124.0;273.0;367.0;151.0
93.0;-16.0;37.0;-134.0;301.0;369.0;162.0
85.0;-24.0;20.0;-133.0;305.0;372.0;171.0
70.0;-20.0;26.0;-136.0;297.0;372.0;141.0
83.0;17.0;26.0;-140.0;302.0;375.0;146.0
87.0;18.0;4.0;-144.0;308.0;378.0;151.0
79.0;-5.0;19.0;-150.0;333.0;377.0;130.0
48.0;-709.0;546.0;-654.0;332.0;504.0;212.0
86.0;-305.0;322.0;-376.0;328.0;520.0;161.0
275.0;-123.0;-92.0;-158.0;248.0;431.0;327.0
429.0;56.0;-418.0;-437.0;208.0;352.0;233.0
5.0;17.0;41.0;-180.0;237.0;382.0;138.0
24.0;56.0;28.0;-288.0;-39.0;345.0;37.0
422.0;-15.0;26.0;-484.0;218.0;287.0;288.0
92.0;-3.0;8.0;-139.0;306.0;389.0;158.0
348.0;-272.0;352.0;-403.0;97.0;619.0;281.0
122.0;-14.0;59.0;-140.0;326.0;389.0;181.0
148.0;-221.0;135.0;-514.0;224.0;577.0;280.0
222.0;-36.0;356.0;-288.0;289.0;311.0;238.0
86.0;-7.0;96.0;-142.0;328.0;391.0;172.0
77.0;25.0;71.0;-156.0;326.0;391.0;172.0
57.0;44.0;28.0;-159.0;327.0;391.0;177.0
68.0;37.0;54.0;-162.0;338.0;390.0;180.0
-38.0;161.0;-258.0;-1003.0;319.0;934.0;160.0
51.0;75.0;1.0;-171.0;326.0;392.0;141.0
237.0;52.0;-152.0;-337.0;372.0;474.0;205.0
72.0;20.0;-15.0;-168.0;366.0;387.0;171.0
158.0;-110.0;198.0;-323.0;932.0;986.0;-35.0
174.0;-134.0;208.0;-377.0;834.0;478.0;18.0
86.0;-9.0;25.0;-148.0;335.0;381.0;137.0
-282.0;-15.0;-26.0;-325.0;91.0;356.0;60.0
181.0;15.0;-25.0;-563.0;341.0;315.0;125.0
-13.0;7.0;-115.0;-529.0;281.0;510.0;73.0
-81.0;-31.0;-5.0;-220.0;256.0;327.0;210.0
25.0;38.0;-47.0;-176.0;338.0;377.0;132.0
-161.0;442.0;-41.0;-550.0;339.0;599.0;-124.0
67.0;6.0;-64.0;-160.0;363.0;375.0;107.0
53.0;16.0;-55.0;-153.0;352.0;377.0;104.0
0.0;4.0;-12.0;-151.0;329.0;376.0;101.0
-62.0;-146.0;61.0;-619.0;416.0;490.0;18.0
38.0;-9.0;18.0;-151.0;366.0;377.0;125.0
261.0;-54.0;30.0;-52.0;403.0;850.0;-31.0
34.0;-74.0;-100.0;240.0;356.0;189.0;166.0
107.0;8.0;-95.0;141.0;307.0;437.0;69.0
-171.0;32.0;-59.0;-15.0;292.0;448.0;98.0
115.0;2.0;32.0;68.0;351.0;578.0;144.0
374.0;40.0;-164.0;-136.0;323.0;674.0;113.0
224.0;-167.0;740.0;-440.0;413.0;597.0;163.0
-5.0;0.0;-51.0;317.0;320.0;-1.0;118.0
-114.0;-15.0;139.0;43.0;280.0;-213.0;40.0
192.0;-186.0;89.0;-485.0;-503.0;862.0;339.0
117.0;83.0;28.0;16.0;55.0;744.0;65.0
421.0;-27.0;-12.0;-575.0;221.0;590.0;239.0
110.0;-3.0;-14.0;-638.0;352.0;406.0;114.0
54.0;-88.0;38.0;235.0;321.0;201.0;145.0
-156.0;9.0;-10.0;605.0;327.0;-323.0;19.0
-29.0;4.0;-27.0;374.0;392.0;-313.0;-19.0
112.0;0.0;-12.0;-534.0;220.0;395.0;74.0
-178.0;205.0;-254.0;116.0;476.0;293.0;-111.0
284.0;-176.0;-6.0;-21.0;512.0;545.0;202.0
-139.0;41.0;-32.0;23.0;261.0;355.0;29.0
-151.0;-9.0;29.0;34.0;287.0;401.0;106.0
-135.0;6.0;-41.0;34.0;289.0;398.0;106.0
271.0;-13.0;-73.0;234.0;332.0;332.0;210.0
27.0;-11.0;263.0;324.0;288.0;114.0;81.0
340.0;490.0;-270.0;-244.0;133.0;587.0;84.0
171.0;12.0;-40.0;44.0;301.0;373.0;60.0
35.0;2.0;-406.0;392.0;319.0;-19.0;86.0
32.0;4.0;-848.0;320.0;317.0;93.0;104.0
147.0;21.0;-10.0;631.0;342.0;-297.0;48.0
137.0;115.0;98.0;124.0;270.0;385.0;35.0
