InertialMeasurementUnit LLA accZ;Accelerometer LWR accX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer LUA_ accZ;Accelerometer LH accZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Compass;Accelerometer RUA_ accX
242.0;-117.0;-95.0;-20.0;937.0;397.0;-145.0;-260.0;14;17;222.0
133.0;-86.0;-117.0;-18.0;1149.0;377.0;61.0;-463.0;10;44;114.0
385.0;408.0;-154.0;66.0;976.0;548.0;-238.0;-235.0;-2;-71;3.0
107.0;-113.0;-364.0;125.0;877.0;643.0;182.0;-503.0;-2;-74;-253.0
180.0;92.0;8.0;6.0;1131.0;496.0;-10.0;-352.0;-9;-80;329.0
100.0;-190.0;-202.0;122.0;830.0;318.0;215.0;-378.0;20;53;144.0
174.0;-52.0;-304.0;259.0;816.0;364.0;-57.0;-571.0;8;-25;18.0
314.0;-94.0;-525.0;122.0;857.0;483.0;27.0;-666.0;-5;-41;185.0
324.0;61.0;-178.0;23.0;837.0;424.0;-212.0;-321.0;4;-32;229.0
338.0;137.0;-782.0;28.0;1028.0;593.0;15.0;-935.0;15;65;379.0
54.0;-97.0;-668.0;821.0;26.0;186.0;-243.0;-918.0;109;-17;301.0
653.0;437.0;-490.0;797.0;18.0;821.0;-767.0;-901.0;16;-3;490.0
327.0;106.0;-339.0;225.0;783.0;459.0;-32.0;-504.0;30;-4;305.0
303.0;50.0;-243.0;121.0;924.0;451.0;-4.0;-428.0;28;-20;531.0
287.0;-9.0;-255.0;67.0;891.0;418.0;-10.0;-437.0;30;-20;398.0
161.0;-94.0;-79.0;-100.0;992.0;308.0;42.0;-220.0;73;174;211.0
227.0;-1.0;-119.0;13.0;980.0;400.0;-2.0;-320.0;4;126;204.0
247.0;-12.0;-190.0;191.0;758.0;384.0;-112.0;-423.0;24;53;97.0
103.0;-174.0;-296.0;95.0;941.0;481.0;-106.0;-386.0;-2;-74;275.0
295.0;-90.0;-179.0;85.0;938.0;382.0;110.0;-409.0;6;127;138.0
154.0;-157.0;-123.0;-20.0;1149.0;301.0;158.0;-604.0;-27;-120;331.0
136.0;-36.0;-176.0;102.0;952.0;402.0;19.0;-358.0;4;126;155.0
162.0;-36.0;-158.0;108.0;942.0;449.0;0.0;-370.0;5;126;144.0
114.0;-186.0;-148.0;67.0;886.0;273.0;170.0;-421.0;100;174;134.0
202.0;-152.0;-75.0;78.0;897.0;369.0;0.0;-308.0;50;49;329.0
127.0;-117.0;-275.0;51.0;937.0;311.0;145.0;-392.0;9;-154;92.0
221.0;-186.0;-178.0;123.0;837.0;327.0;-68.0;-429.0;3;-35;124.0
120.0;-67.0;-189.0;61.0;857.0;311.0;-28.0;-510.0;5;-66;143.0
277.0;19.0;-128.0;89.0;898.0;408.0;-156.0;-442.0;11;-4;168.0
247.0;27.0;-181.0;91.0;921.0;446.0;-41.0;-381.0;5;127;151.0
160.0;36.0;-161.0;97.0;933.0;488.0;29.0;-431.0;4;127;145.0
337.0;114.0;-62.0;140.0;841.0;583.0;-313.0;-453.0;51;-5;149.0
96.0;-138.0;-385.0;54.0;1006.0;339.0;127.0;-498.0;5;-45;43.0
208.0;-8.0;-343.0;119.0;949.0;374.0;23.0;-327.0;2;124;216.0
133.0;-58.0;-261.0;71.0;914.0;340.0;109.0;-421.0;9;-137;181.0
268.0;-153.0;-364.0;27.0;929.0;423.0;212.0;-656.0;68;11;164.0
91.0;-167.0;-356.0;39.0;1006.0;304.0;123.0;-486.0;19;-48;369.0
96.0;-96.0;-397.0;151.0;883.0;643.0;191.0;-509.0;-2;-74;-364.0
187.0;-108.0;-257.0;13.0;929.0;360.0;64.0;-402.0;3;-155;184.0
148.0;-14.0;-253.0;60.0;911.0;399.0;40.0;-349.0;3;-150;122.0
183.0;-60.0;-268.0;28.0;942.0;387.0;7.0;-350.0;3;-150;154.0
199.0;-30.0;-255.0;43.0;843.0;427.0;1.0;-416.0;2;-170;125.0
239.0;77.0;-278.0;109.0;960.0;417.0;-455.0;-288.0;-4;-74;544.0
307.0;22.0;-245.0;184.0;934.0;702.0;-364.0;-362.0;-1;-75;398.0
156.0;-48.0;-276.0;47.0;946.0;405.0;55.0;-365.0;2;-155;136.0
135.0;-45.0;-275.0;46.0;909.0;391.0;50.0;-365.0;2;-149;139.0
205.0;-11.0;-263.0;55.0;941.0;392.0;53.0;-359.0;3;-149;193.0
196.0;-55.0;-275.0;52.0;948.0;392.0;26.0;-345.0;3;-149;87.0
195.0;-29.0;-293.0;44.0;949.0;379.0;47.0;-362.0;3;-149;138.0
183.0;-94.0;-293.0;44.0;937.0;409.0;70.0;-354.0;3;-149;125.0
182.0;-68.0;-276.0;59.0;951.0;349.0;68.0;-321.0;2;-149;187.0
178.0;-98.0;-316.0;42.0;980.0;401.0;62.0;-333.0;2;-149;154.0
153.0;-68.0;-294.0;40.0;928.0;423.0;52.0;-372.0;2;-149;96.0
330.0;30.0;-638.0;3.0;1038.0;592.0;200.0;-645.0;52;-87;319.0
172.0;-76.0;-317.0;58.0;945.0;390.0;74.0;-381.0;2;-149;145.0
139.0;-58.0;-323.0;39.0;937.0;352.0;88.0;-334.0;2;-145;168.0
185.0;-54.0;-313.0;60.0;941.0;379.0;72.0;-369.0;2;-149;148.0
184.0;-62.0;-323.0;71.0;939.0;396.0;84.0;-385.0;2;-149;139.0
183.0;-75.0;-312.0;67.0;923.0;406.0;99.0;-360.0;2;-149;131.0
183.0;-73.0;-317.0;65.0;933.0;385.0;74.0;-358.0;2;-149;132.0
144.0;-117.0;-292.0;28.0;942.0;335.0;141.0;-360.0;10;-156;155.0
187.0;-94.0;-302.0;64.0;939.0;386.0;97.0;-375.0;2;-149;143.0
135.0;-107.0;-286.0;49.0;931.0;327.0;157.0;-380.0;9;-154;111.0
143.0;-46.0;-293.0;78.0;894.0;346.0;101.0;-448.0;9;-138;252.0
178.0;-108.0;-303.0;56.0;944.0;368.0;89.0;-380.0;2;-149;147.0
173.0;-84.0;-304.0;59.0;932.0;370.0;82.0;-390.0;2;-149;132.0
172.0;-88.0;-322.0;53.0;954.0;394.0;96.0;-379.0;2;-149;129.0
26.0;-273.0;-135.0;77.0;911.0;255.0;53.0;-426.0;6;-26;59.0
152.0;-80.0;-296.0;12.0;964.0;371.0;119.0;-339.0;2;-144;91.0
161.0;-81.0;-320.0;58.0;932.0;370.0;89.0;-370.0;2;-149;114.0
160.0;-62.0;-307.0;51.0;931.0;384.0;69.0;-371.0;2;-149;112.0
46.0;-214.0;-264.0;110.0;990.0;472.0;-30.0;-367.0;20;15;196.0
84.0;-176.0;-102.0;81.0;905.0;330.0;-3.0;-286.0;5;-10;5.0
120.0;-104.0;-124.0;-43.0;981.0;387.0;3.0;-236.0;8;-19;284.0
99.0;-20.0;-249.0;47.0;934.0;437.0;-47.0;-303.0;21;14;141.0
520.0;348.0;-142.0;-11.0;944.0;639.0;-740.0;-360.0;-1;-76;490.0
163.0;-77.0;-290.0;63.0;924.0;385.0;102.0;-377.0;2;-143;116.0
151.0;-54.0;-275.0;73.0;888.0;362.0;80.0;-433.0;9;-139;234.0
126.0;-39.0;-222.0;226.0;858.0;284.0;103.0;-507.0;18;-144;156.0
122.0;-57.0;-285.0;89.0;981.0;349.0;39.0;-331.0;2;-142;188.0
155.0;-14.0;-207.0;18.0;1019.0;429.0;23.0;-254.0;8;-144;212.0
146.0;-19.0;-275.0;71.0;940.0;428.0;17.0;-259.0;2;-142;200.0
249.0;-84.0;-296.0;-65.0;974.0;379.0;-2.0;-262.0;-2;-74;163.0
540.0;250.0;-149.0;190.0;874.0;702.0;-621.0;-615.0;42;-113;-70.0
186.0;-140.0;-179.0;458.0;765.0;332.0;106.0;-299.0;8;-32;314.0
185.0;-67.0;-138.0;249.0;790.0;220.0;-96.0;-270.0;10;-145;251.0
139.0;-89.0;-297.0;81.0;808.0;340.0;170.0;-339.0;7;11;380.0
-11.0;182.0;-136.0;21.0;994.0;328.0;-337.0;-281.0;4;126;167.0
174.0;-58.0;-323.0;117.0;865.0;342.0;117.0;-542.0;5;-137;366.0
190.0;132.0;-311.0;218.0;918.0;349.0;-131.0;-512.0;91;36;174.0
155.0;-88.0;-285.0;79.0;888.0;361.0;86.0;-470.0;9;-138;298.0
238.0;28.0;-288.0;123.0;950.0;394.0;-45.0;-484.0;4;-11;129.0
4.0;-283.0;-449.0;419.0;658.0;304.0;13.0;-728.0;28;7;323.0
-402.0;-649.0;-339.0;446.0;603.0;324.0;647.0;-694.0;19;5;249.0
182.0;63.0;-131.0;157.0;912.0;330.0;55.0;-437.0;16;-148;177.0
82.0;-144.0;-92.0;84.0;862.0;236.0;144.0;-335.0;19;-2;203.0
212.0;-109.0;-276.0;84.0;960.0;527.0;-72.0;-269.0;5;-127;149.0
172.0;-85.0;-136.0;53.0;965.0;337.0;136.0;-321.0;0;-129;174.0
153.0;-158.0;-313.0;38.0;942.0;349.0;122.0;-321.0;2;-145;74.0
222.0;-28.0;-106.0;-25.0;867.0;391.0;37.0;-299.0;6;-38;321.0
163.0;-88.0;-298.0;57.0;936.0;371.0;114.0;-370.0;2;-149;111.0
149.0;-105.0;-139.0;53.0;970.0;348.0;110.0;-309.0;0;-130;163.0
206.0;-162.0;-377.0;-173.0;896.0;377.0;170.0;-519.0;10;-30;23.0
150.0;-99.0;-301.0;30.0;971.0;340.0;98.0;-311.0;7;-144;174.0
311.0;-201.0;-509.0;-143.0;1044.0;526.0;95.0;-507.0;8;6;7.0
137.0;-57.0;-125.0;24.0;961.0;349.0;96.0;-295.0;2;-129;173.0
171.0;-71.0;-302.0;30.0;953.0;349.0;83.0;-312.0;7;-145;155.0
533.0;417.0;-166.0;106.0;969.0;723.0;-623.0;-299.0;-2;-71;407.0
129.0;-80.0;-301.0;79.0;924.0;344.0;105.0;-375.0;3;-145;92.0
147.0;-97.0;-136.0;48.0;965.0;330.0;92.0;-309.0;1;-130;192.0
105.0;-49.0;-311.0;157.0;959.0;409.0;-115.0;-348.0;-5;-79;660.0
154.0;-68.0;-71.0;2.0;962.0;367.0;53.0;-272.0;2;-130;178.0
169.0;-66.0;-296.0;15.0;976.0;340.0;88.0;-326.0;7;-144;184.0
16.0;-256.0;-180.0;-31.0;917.0;294.0;247.0;-364.0;-9;-13;218.0
294.0;-7.0;-270.0;227.0;1027.0;455.0;-56.0;-542.0;10;-121;208.0
84.0;-94.0;-181.0;86.0;686.0;205.0;272.0;-261.0;-1;-62;113.0
180.0;-89.0;-104.0;11.0;917.0;370.0;150.0;-310.0;1;-129;161.0
