Accelerometer HIP accZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az
96.0;-30;-1034.0;-962.0;-883.0;30;-5
38.0;-8;-903.0;-932.0;-951.0;8;-22
4.0;-5;-969.0;-883.0;-750.0;5;-20
330.0;-544;-988.0;-978.0;-893.0;544;-55
-10.0;-19;-947.0;-835.0;-759.0;19;-17
-95.0;48;-993.0;-1011.0;-956.0;-48;-19
33.0;8;-795.0;-714.0;-785.0;-8;43
91.0;-39;-979.0;-763.0;-708.0;39;-19
78.0;-7;-951.0;-955.0;-932.0;7;-22
261.0;7;-933.0;-1007.0;-777.0;-7;-17
-39.0;-72;-855.0;-857.0;-999.0;72;-21
-35.0;-5171;-1098.0;-1071.0;-1031.0;5171;-109
-90.0;-13;-967.0;-903.0;-819.0;13;-21
92.0;16;-963.0;-795.0;-839.0;-16;-24
-69.0;11;-964.0;-882.0;-846.0;-11;-19
-107.0;8;-966.0;-793.0;-820.0;-8;-20
-82.0;12;-968.0;-886.0;-851.0;-12;-17
-81.0;12;-963.0;-913.0;-853.0;-12;-23
223.0;-73;-975.0;-699.0;-727.0;73;-19
34.0;31;-989.0;-1057.0;-941.0;-31;-21
-162.0;-24;-941.0;-916.0;-902.0;24;-23
63.0;592;-922.0;-1000.0;-875.0;-592;-39
92.0;-27;-946.0;-944.0;-910.0;27;-17
151.0;209;-1495.0;-1561.0;-1517.0;-209;476
1003.0;142;-379.0;-102.0;-136.0;-142;56
76.0;-14;-953.0;-938.0;-920.0;14;-18
217.0;48;-941.0;-980.0;-931.0;-48;-31
68.0;16;-998.0;-1084.0;-946.0;-16;-23
-12.0;-237;-964.0;-846.0;-524.0;237;-14
-76.0;20;-963.0;-949.0;-903.0;-20;-17
138.0;-14;-1029.0;-1074.0;-953.0;14;0
110.0;61;-947.0;-960.0;-851.0;-61;-24
-126.0;-1;-948.0;-947.0;-939.0;1;-18
72.0;-14;-954.0;-964.0;-860.0;14;-22
32.0;-8;-946.0;-966.0;-935.0;8;-20
-434.0;-2;-254.0;-536.0;-886.0;2;-19
-55.0;23;-945.0;-857.0;-871.0;-23;-17
17.0;-21;-977.0;-1044.0;-783.0;21;-31
71.0;7;-954.0;-951.0;-912.0;-7;-13
172.0;-14;-977.0;-976.0;-731.0;14;-20
-146.0;35;-914.0;-932.0;-943.0;-35;-22
-61.0;10;-947.0;-1089.0;-845.0;-10;-23
4.0;21;-990.0;-969.0;-796.0;-21;-14
-25.0;33;-978.0;-965.0;-812.0;-33;-16
-19.0;-109;-848.0;-1097.0;-885.0;109;-15
-250.0;-9;-868.0;-977.0;-887.0;9;-26
-6.0;-5;-995.0;-966.0;-911.0;5;-31
60.0;-22;-950.0;-960.0;-864.0;22;-17
80.0;-6;-949.0;-967.0;-864.0;6;-16
-21.0;-9;-990.0;-940.0;-839.0;9;-23
85.0;32;-951.0;-965.0;-933.0;-32;-15
3.0;-13;-954.0;-918.0;-933.0;13;-22
-11.0;-26;-974.0;-1040.0;-899.0;26;-17
111.0;-22;-946.0;-957.0;-875.0;22;-22
6.0;-35;-938.0;-1186.0;-855.0;35;-32
9.0;6;-963.0;-998.0;-885.0;-6;-24
75.0;42;-955.0;-1003.0;-993.0;-42;-23
-32.0;13;-973.0;-973.0;-929.0;-13;-17
14.0;-9;-964.0;-980.0;-902.0;9;-24
68.0;3;-953.0;-954.0;-923.0;-3;-16
69.0;9;-908.0;-893.0;-890.0;-9;-19
-12.0;1;-956.0;-983.0;-928.0;-1;-23
81.0;-9;-946.0;-949.0;-879.0;9;-15
68.0;0;-954.0;-961.0;-919.0;0;-17
-132.0;68;-874.0;-712.0;-925.0;-68;-18
27.0;244;-738.0;-810.0;-735.0;-244;18
-19.0;-2;-952.0;-964.0;-940.0;2;-22
72.0;7;-956.0;-961.0;-918.0;-7;-14
72.0;-5;-954.0;-958.0;-931.0;5;-21
61.0;-67;-994.0;-980.0;-856.0;67;-21
-93.0;72;-977.0;-957.0;-1082.0;-72;0
43.0;-2;-785.0;-813.0;-955.0;2;-16
67.0;-23;-947.0;-969.0;-880.0;23;-17
6.0;28;-953.0;-974.0;-934.0;-28;-19
126.0;20;-951.0;-957.0;-869.0;-20;-12
3.0;6;-950.0;-964.0;-932.0;-6;-20
-5.0;0;-874.0;-883.0;-951.0;0;-18
79.0;-26;-955.0;-973.0;-922.0;26;-17
75.0;7;-964.0;-908.0;-796.0;-7;-18
-78.0;-1830;-875.0;-915.0;-974.0;1830;171
224.0;-59;-877.0;-886.0;-917.0;59;79
73.0;-9;-953.0;-955.0;-919.0;9;-17
-124.0;-11;-961.0;-956.0;-814.0;11;-21
80.0;-9;-951.0;-954.0;-915.0;9;-20
80.0;6744;-870.0;-870.0;-852.0;-6744;-623
72.0;199;-1035.0;-1020.0;-515.0;-199;-12
85.0;-23;-949.0;-945.0;-921.0;23;-21
31.0;29;-952.0;-976.0;-931.0;-29;-26
51.0;-15;-936.0;-954.0;-934.0;15;-21
133.0;38;-969.0;-1021.0;-967.0;-38;-15
23.0;-26;-866.0;-937.0;-1044.0;26;-20
-82.0;44;-939.0;-926.0;-924.0;-44;-20
53.0;-25;-936.0;-989.0;-903.0;25;-19
-207.0;9;-742.0;-823.0;-993.0;-9;-10
-72.0;0;-950.0;-921.0;-875.0;0;-18
-121.0;34;-956.0;-960.0;-915.0;-34;-15
0.0;245;-1059.0;-807.0;-1087.0;-245;1004
-11.0;26;-971.0;-980.0;-988.0;-26;-23
132.0;14;-967.0;-657.0;-727.0;-14;-15
-196.0;-10;-898.0;-906.0;-1001.0;10;-23
-122.0;24;-938.0;-923.0;-837.0;-24;-20
-28.0;45;-974.0;-934.0;-1132.0;-45;-13
198.0;119;-968.0;-981.0;-982.0;-119;-37
102.0;-43;-944.0;-957.0;-936.0;43;-20
167.0;70;-990.0;-974.0;-737.0;-70;-21
-106.0;23;-491.0;-660.0;-996.0;-23;-12
-120.0;32;-705.0;-953.0;-926.0;-32;-20
68.0;-51;-977.0;-1007.0;-992.0;51;-13
-182.0;-112;-735.0;-732.0;-977.0;112;-24
32.0;14;-956.0;-993.0;-1007.0;-14;-18
245.0;-48;-964.0;-921.0;-826.0;48;-13
192.0;-2;-960.0;-973.0;-969.0;2;-18
71.0;16;-953.0;-955.0;-977.0;-16;-19
47.0;-33;-970.0;-871.0;-960.0;33;-1
29.0;-14;-961.0;-958.0;-958.0;14;-26
92.0;-1;-959.0;-959.0;-946.0;1;-25
-56.0;12;-779.0;-965.0;-951.0;-12;-18
-55.0;-27;-966.0;-938.0;-674.0;27;-20
97.0;-1;-977.0;-963.0;-380.0;1;-15
159.0;-179;-945.0;-970.0;-952.0;179;9
-10.0;-6;-967.0;-522.0;-483.0;6;-22
-144.0;-877;-868.0;-975.0;-982.0;877;119
-79.0;0;-797.0;-828.0;-1046.0;0;-9
88.0;8;-967.0;-995.0;-989.0;-8;-16
23.0;7;-943.0;-838.0;-665.0;-7;-19
-125.0;-9;-956.0;-926.0;-706.0;9;-12
169.0;-40;-975.0;-912.0;-939.0;40;-7
-124.0;2;-949.0;-835.0;-698.0;-2;-28
57.0;1204;-998.0;-999.0;-935.0;-1204;-44
0.0;1;-959.0;-972.0;-642.0;-1;-16
-71.0;9;-967.0;-941.0;-643.0;-9;-21
34.0;-14;-960.0;-973.0;-1020.0;14;-15
-310.0;151;-879.0;-926.0;-916.0;-151;19
-171.0;-7;-945.0;-928.0;-762.0;7;-22
-96.0;12;-901.0;-1000.0;-1006.0;-12;-24
-132.0;1;-937.0;-895.0;-867.0;-1;-21
259.0;-27;-966.0;-990.0;-960.0;27;-17
45.0;83;-944.0;-968.0;-1016.0;-83;-8
163.0;54;-891.0;-942.0;-953.0;-54;-38
-165.0;18;-981.0;-961.0;-849.0;-18;-15
-37.0;9;-970.0;-999.0;-986.0;-9;-19
-143.0;-4;-944.0;-858.0;-959.0;4;-19
