InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
611;2;0;1;-6;875.0;14;7;992.0;-35;-818;-6;7
718;-1;-12;3;-19;892.0;149;-18;984.0;-45;-707;-19;-18
589;61;10;40;16;908.0;-197;-461;851.0;-38;-824;16;-461
578;0;1;2;10;841.0;-8;3;1005.0;-33;-840;10;3
582;-1;2;4;6;897.0;-26;18;985.0;-35;-844;6;18
597;0;1;-2;3;934.0;-16;10;965.0;-35;-834;3;10
504;41;6;36;-73;672.0;-100;-58;945.0;-32;-911;-73;-58
593;2;4;2;-18;924.0;-10;-26;1007.0;-35;-835;-18;-26
594;2;3;-1;19;906.0;-2;7;1004.0;-35;-833;19;7
603;1;0;5;-19;902.0;8;-16;1005.0;-34;-825;-19;-16
504;13;6;-8;29;1237.0;-100;53;942.0;-29;-876;29;53
506;19;2;44;68;819.0;-38;177;919.0;-33;-886;68;177
590;6;2;0;1;905.0;-17;11;990.0;-35;-831;1;11
504;-2;3;-4;9;925.0;-58;7;743.0;-28;-888;9;7
514;-3;7;3;-100;882.0;-75;-99;864.0;-30;-876;-100;-99
690;1;-3;-1;4;857.0;84;8;946.0;-42;-743;4;8
593;0;4;1;-13;905.0;-11;28;992.0;-35;-841;-13;28
588;0;4;-1;-9;914.0;-8;-2;1003.0;-35;-835;-9;-2
586;-3;4;0;-6;910.0;-9;-26;983.0;-35;-835;-6;-26
591;1;4;-1;10;920.0;-7;4;993.0;-35;-833;10;4
583;0;1;3;20;871.0;-2;-15;945.0;-34;-837;20;-15
592;2;2;0;-28;923.0;-22;-10;990.0;-35;-833;-28;-10
311;211;8;-240;-2684;865.0;-319;4915;1004.0;-35;-758;-2684;4915
585;-5;4;-8;6;908.0;-3;18;983.0;-35;-841;6;18
617;2;-4;5;29;942.0;13;14;1016.0;-37;-813;29;14
591;6;3;-3;14;923.0;-19;-3;981.0;-35;-835;14;-3
602;5;0;1;-19;895.0;11;6;998.0;-34;-826;-19;6
591;-1;4;5;7;904.0;-14;6;998.0;-35;-831;7;6
497;0;4;5;7;942.0;-62;3;841.0;-29;-893;7;3
541;639;67;766;83;977.0;-121;76;956.0;25;-856;83;76
589;1;2;-2;-11;926.0;-23;-1;979.0;-35;-834;-11;-1
475;0;11;2;16;933.0;-66;11;981.0;-27;-899;16;11
1115;248;32;-320;-3251;811.0;104;911;877.0;-69;-591;-3251;911
492;24;8;-23;-286;912.0;-136;-153;964.0;-27;-890;-286;-153
433;230;11;-13;1781;896.0;88;-2311;1000.0;-37;-709;1781;-2311
590;1;4;5;41;909.0;-20;6;998.0;-35;-831;41;6
590;-1;4;2;2;909.0;-12;0;993.0;-35;-834;2;0
581;1;1;4;-16;881.0;-11;2;950.0;-34;-834;-16;2
581;3;2;4;16;913.0;-28;8;976.0;-35;-839;16;8
595;3;4;6;1;923.0;-14;23;1009.0;-35;-833;1;23
587;3;4;5;15;914.0;-12;-37;996.0;-35;-832;15;-37
604;7;2;-9;24;914.0;-8;3;982.0;-35;-823;24;3
588;0;4;2;-20;919.0;-7;8;995.0;-35;-831;-20;8
593;3;4;3;12;913.0;-13;-7;993.0;-35;-832;12;-7
588;0;4;-3;13;913.0;-6;19;1005.0;-35;-833;13;19
595;2;4;-4;36;887.0;-5;8;999.0;-35;-837;36;8
577;4;1;-1;32;916.0;-17;30;997.0;-33;-845;32;30
589;-2;4;3;8;914.0;-16;0;989.0;-35;-837;8;0
597;5;3;6;11;918.0;-8;-9;1015.0;-35;-830;11;-9
573;1;1;0;5;917.0;-21;14;1039.0;-33;-848;5;14
531;75;1;43;441;846.0;-37;403;961.0;-35;-883;441;403
622;9;-4;1;17;891.0;21;57;985.0;-37;-807;17;57
591;0;4;-4;-35;906.0;-5;-3;1014.0;-35;-837;-35;-3
617;-2;-4;2;14;931.0;17;11;1012.0;-37;-814;14;11
615;0;-4;0;-9;937.0;15;-4;1015.0;-37;-816;-9;-4
569;-20;5;52;-679;863.0;-120;1404;824.0;-30;-853;-679;1404
557;110;0;349;-832;1008.0;-255;-1288;902.0;-22;-809;-832;-1288
619;2;-4;0;15;936.0;17;-1;994.0;-37;-813;15;-1
571;-1;2;-1;-52;888.0;-31;16;988.0;-32;-850;-52;16
501;7;2;29;30;1583.0;-73;46;970.0;-29;-882;30;46
701;-1;-3;0;7;858.0;75;7;912.0;-44;-728;7;7
607;-5;0;-3;35;904.0;17;11;1003.0;-35;-822;35;11
