InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
481;-2;5;1;9;918.0;-91;6;976.0;-29;-888;9;6
486;4;5;-4;23;889.0;-97;-10;1004.0;-29;-886;23;-10
484;14;5;2;16;912.0;-104;12;997.0;-29;-897;16;12
487;1;5;1;-4;917.0;-93;-19;1008.0;-29;-885;-4;-19
489;-1;5;0;11;915.0;-92;16;1001.0;-29;-888;11;16
491;6;5;-3;-5;944.0;-99;13;993.0;-29;-886;-5;13
492;-10;5;3;5;918.0;-81;22;992.0;-29;-896;5;22
489;2;5;-3;5;914.0;-92;-4;1028.0;-29;-884;5;-4
484;-1;5;9;20;918.0;-88;-12;1014.0;-29;-896;20;-12
484;-10;6;3;51;919.0;-98;18;960.0;-28;-895;51;18
493;-1;5;-2;-12;926.0;-87;0;1022.0;-29;-894;-12;0
481;4;5;7;4;926.0;-91;0;1006.0;-29;-893;4;0
471;-8;9;5;-6;927.0;-86;5;973.0;-27;-897;-6;5
481;2;9;1;-17;915.0;-85;-15;985.0;-27;-896;-17;-15
486;1;5;-2;11;932.0;-92;-16;1013.0;-29;-885;11;-16
480;-40;5;6;57;830.0;-106;12;1054.0;-27;-895;57;12
476;1;9;3;7;914.0;-94;-15;983.0;-27;-896;7;-15
500;12;5;-6;-3;907.0;-113;-1;1013.0;-29;-884;-3;-1
475;-5;9;0;-15;907.0;-89;-25;984.0;-27;-900;-15;-25
473;-4;9;3;10;920.0;-91;1;1004.0;-27;-899;10;1
478;4;9;-1;-14;915.0;-91;17;1005.0;-27;-890;-14;17
488;15;3;-13;-41;815.0;-68;-83;1018.0;-26;-892;-41;-83
479;-1;9;-2;31;907.0;-89;-19;984.0;-27;-900;31;-19
474;-4;9;-1;-4;926.0;-88;13;980.0;-27;-897;-4;13
476;0;9;1;-7;910.0;-91;-11;994.0;-27;-895;-7;-11
478;-3;9;-4;4;917.0;-87;19;995.0;-27;-901;4;19
497;2;5;-1;44;938.0;-92;-4;989.0;-30;-885;44;-4
476;-5;9;-3;3;952.0;-86;-1;976.0;-27;-903;3;-1
472;-2;9;0;-6;940.0;-91;-28;986.0;-27;-899;-6;-28
476;8;9;9;2;926.0;-98;22;991.0;-27;-896;2;22
378;-188;3;68;128;898.0;21;51;985.0;-29;-1018;128;51
473;-1;4;13;-14;961.0;-68;-21;964.0;-29;-899;-14;-21
512;123;-1;-68;-10;884.0;-131;-4;998.0;-31;-885;-10;-4
473;-8;11;-6;8;909.0;-78;16;993.0;-27;-896;8;16
484;4;11;7;-2;904.0;-97;-17;1005.0;-27;-898;-2;-17
488;22;7;30;1;831.0;-116;-15;1019.0;-29;-886;1;-15
517;-251;6;-2;-32;894.0;-65;-41;861.0;-14;-877;-32;-41
486;2;11;-3;-11;878.0;-90;-14;986.0;-27;-894;-11;-14
473;-14;2;-13;8;928.0;-58;19;1008.0;-26;-896;8;19
478;0;11;3;-25;895.0;-92;-5;1005.0;-27;-890;-25;-5
480;-1;11;1;-21;909.0;-87;23;971.0;-27;-897;-21;23
475;-1;11;1;15;915.0;-81;-30;969.0;-27;-896;15;-30
481;6;11;0;-14;914.0;-83;-20;972.0;-27;-895;-14;-20
473;-2;11;3;23;909.0;-81;2;984.0;-27;-894;23;2
478;2;11;6;-26;934.0;-86;-7;1003.0;-27;-900;-26;-7
482;4;11;-3;1;934.0;-79;19;977.0;-27;-894;1;19
475;0;11;4;13;931.0;-83;-7;957.0;-27;-896;13;-7
3293;-2565;-2;311;3;832.0;-675;-383;1097.0;-24;-1415;3;-383
499;25;1;-11;-18;948.0;-40;-24;985.0;-30;-888;-18;-24
479;3;11;4;23;934.0;-84;-19;988.0;-27;-897;23;-19
483;1;11;-5;-7;932.0;-76;-10;997.0;-27;-898;-7;-10
494;-1;4;-1;-24;962.0;-78;16;1017.0;-29;-887;-24;16
493;-11;5;4;-4;916.0;-71;-6;1026.0;-29;-889;-4;-6
493;-1;5;1;-21;979.0;-80;12;984.0;-29;-886;-21;12
478;-5;11;-2;20;943.0;-76;11;957.0;-27;-906;20;11
618;-1;-4;-6;19;990.0;27;12;1027.0;-37;-814;19;12
477;1;11;0;-14;926.0;-79;32;972.0;-27;-894;-14;32
477;1;11;-2;-11;944.0;-70;-24;964.0;-27;-896;-11;-24
485;-5;5;3;-4;888.0;-83;-9;972.0;-29;-891;-4;-9
481;4;11;2;-19;941.0;-72;8;970.0;-27;-903;-19;8
489;-21;6;-15;61;1022.0;-69;-6;1099.0;-29;-886;61;-6
461;-14;2;-2;3;941.0;-64;15;1009.0;-26;-897;3;15
483;15;2;4;25;934.0;-92;11;1015.0;-26;-896;25;11
482;4;11;-3;-17;941.0;-66;1;961.0;-27;-897;-17;1
471;-10;11;-3;-31;933.0;-56;3;968.0;-27;-904;-31;3
508;1;6;-15;-32;948.0;-84;-30;938.0;-29;-878;-32;-30
616;-6;-4;-6;17;953.0;21;11;989.0;-37;-820;17;11
624;6;-4;10;15;932.0;10;-6;1004.0;-37;-806;15;-6
623;6;-4;5;10;942.0;17;27;1011.0;-37;-812;10;27
478;-1;11;-5;-15;933.0;-58;3;967.0;-27;-900;-15;3
474;-1;11;-3;29;933.0;-59;26;947.0;-27;-895;29;26
479;7;11;6;-15;946.0;-72;-9;964.0;-27;-898;-15;-9
476;-1;11;-3;-7;952.0;-60;24;946.0;-27;-897;-7;24
487;-12;7;-1;-35;930.0;-78;12;1005.0;-29;-890;-35;12
487;-9;7;1;-5;954.0;-83;1;1011.0;-29;-894;-5;1
484;-6;8;3;-7;942.0;-86;-33;1006.0;-29;-892;-7;-33
491;-2;8;-2;-6;952.0;-91;1;1014.0;-29;-897;-6;1
475;0;11;2;16;933.0;-66;11;981.0;-27;-899;16;11
475;-3;11;-2;10;952.0;-62;-7;955.0;-27;-898;10;-7
503;6;8;-8;-19;929.0;-104;22;1015.0;-29;-884;-19;22
477;0;11;5;25;932.0;-70;0;965.0;-27;-903;25;0
494;0;8;3;-3;906.0;-99;-9;976.0;-29;-890;-3;-9
493;-3;8;3;3;926.0;-96;-17;1030.0;-29;-883;3;-17
473;-2;11;5;-8;954.0;-69;6;956.0;-27;-897;-8;6
481;3;11;-2;-2;946.0;-64;0;956.0;-27;-894;-2;0
497;-6;8;2;-27;940.0;-95;-2;1021.0;-29;-886;-27;-2
494;2;8;4;-13;926.0;-104;-2;1023.0;-29;-885;-13;-2
495;-4;8;4;-16;912.0;-100;1;1031.0;-29;-884;-16;1
503;0;8;-2;-10;930.0;-105;21;1007.0;-29;-878;-10;21
497;-4;8;2;0;915.0;-103;1;1012.0;-29;-888;0;1
472;-2;11;5;-35;942.0;-67;3;946.0;-27;-894;-35;3
495;2;9;-2;0;933.0;-110;-5;980.0;-29;-884;0;-5
488;2;9;5;-4;915.0;-110;11;987.0;-29;-886;-4;11
479;8;11;3;16;942.0;-69;2;963.0;-27;-893;16;2
499;5;9;-5;-17;959.0;-110;0;1000.0;-29;-878;-17;0
476;-1;12;-1;18;946.0;-64;-17;1006.0;-27;-898;18;-17
491;-3;9;4;-1;943.0;-101;-6;1026.0;-29;-881;-1;-6
482;4;12;2;34;933.0;-84;5;969.0;-27;-895;34;5
502;6;9;-2;14;930.0;-106;4;1003.0;-29;-874;14;4
503;1;9;0;7;919.0;-103;-19;1029.0;-29;-881;7;-19
496;-3;9;7;-16;925.0;-97;-5;1015.0;-29;-886;-16;-5
500;4;9;-3;31;922.0;-100;24;1016.0;-29;-877;31;24
487;-13;7;-9;36;959.0;-93;-39;978.0;-28;-899;36;-39
499;-5;9;2;0;924.0;-92;-1;994.0;-29;-881;0;-1
488;-3;8;3;-19;952.0;-89;12;996.0;-23;-888;-19;12
505;-1;9;-8;6;916.0;-96;26;1025.0;-29;-878;6;26
504;-7;9;-7;9;915.0;-91;17;1010.0;-29;-878;9;17
500;-2;9;-2;19;920.0;-94;2;995.0;-29;-881;19;2
492;0;9;2;12;901.0;-94;5;1006.0;-29;-877;12;5
497;-6;9;3;-30;921.0;-89;18;995.0;-29;-885;-30;18
497;-6;9;0;18;933.0;-90;-4;1025.0;-29;-876;18;-4
506;-2;9;-3;-1;922.0;-95;-4;1022.0;-29;-878;-1;-4
501;-4;9;4;-5;914.0;-93;11;1007.0;-29;-881;-5;11
505;6;9;-1;12;915.0;-102;-12;1024.0;-29;-880;12;-12
501;-2;9;7;4;921.0;-93;37;1031.0;-29;-879;4;37
483;4;11;-2;17;941.0;-54;-33;926.0;-27;-895;17;-33
510;1;9;1;1;924.0;-93;-28;1009.0;-29;-870;1;-28
505;0;9;8;12;924.0;-92;10;1017.0;-29;-871;12;10
519;0;9;0;3;929.0;-94;-4;978.0;-30;-876;3;-4
517;3;9;-2;-16;903.0;-98;-16;1021.0;-30;-871;-16;-16
512;0;9;2;-22;906.0;-96;-31;999.0;-30;-879;-22;-31
507;-7;9;0;-17;930.0;-87;1;1001.0;-29;-880;-17;1
501;-7;9;3;-18;903.0;-86;-10;1026.0;-29;-878;-18;-10
500;-1;9;2;13;894.0;-91;-4;1004.0;-29;-883;13;-4
497;6;9;2;-10;906.0;-96;-22;1016.0;-29;-885;-10;-22
498;0;9;-1;0;924.0;-90;19;1024.0;-29;-886;0;19
491;0;9;8;6;936.0;-93;10;1025.0;-29;-892;6;10
497;-4;9;2;21;917.0;-89;33;1016.0;-29;-887;21;33
497;1;9;1;-18;923.0;-93;-17;1018.0;-29;-883;-18;-17
495;10;9;1;-5;942.0;-102;-10;1022.0;-29;-882;-5;-10
486;7;11;7;17;940.0;-67;-22;917.0;-27;-897;17;-22
499;-1;9;-2;23;922.0;-92;1;1022.0;-29;-880;23;1
501;-5;9;-2;11;923.0;-88;-9;1035.0;-29;-884;11;-9
499;5;9;-3;3;924.0;-98;-3;999.0;-29;-878;3;-3
493;6;9;3;12;915.0;-100;18;1003.0;-29;-883;12;18
499;3;9;-4;46;923.0;-97;5;1006.0;-29;-879;46;5
497;5;9;3;4;916.0;-98;12;1012.0;-29;-886;4;12
496;0;9;4;25;944.0;-94;-19;1023.0;-29;-886;25;-19
491;2;9;7;-4;892.0;-93;-10;1026.0;-29;-885;-4;-10
501;-1;9;-3;25;936.0;-91;-29;993.0;-29;-882;25;-29
446;-21;9;65;109;909.0;-108;15;1026.0;-30;-900;109;15
499;-2;9;2;17;906.0;-89;-14;1031.0;-29;-884;17;-14
500;4;9;-3;17;914.0;-95;23;1007.0;-29;-879;17;23
496;0;9;3;-1;929.0;-90;31;1015.0;-29;-884;-1;31
499;4;9;-3;-22;926.0;-95;-12;1014.0;-29;-881;-22;-12
496;-3;9;2;7;924.0;-90;-13;1014.0;-29;-887;7;-13
499;4;9;-5;4;923.0;-98;-9;1035.0;-29;-883;4;-9
493;1;9;3;-17;929.0;-93;10;1031.0;-29;-888;-17;10
494;0;9;1;8;921.0;-92;-4;1024.0;-29;-884;8;-4
492;3;9;2;-10;917.0;-96;-12;1016.0;-29;-882;-10;-12
498;-1;9;-2;-26;925.0;-93;-5;1014.0;-29;-885;-26;-5
480;2;11;10;8;956.0;-68;23;967.0;-27;-898;8;23
489;10;11;3;49;932.0;-62;-11;940.0;-27;-894;49;-11
498;0;9;-8;-14;933.0;-97;-17;1018.0;-29;-882;-14;-17
486;19;9;-6;18;934.0;-119;13;995.0;-29;-884;18;13
474;-7;11;2;49;942.0;-55;-10;942.0;-27;-898;49;-10
495;5;9;-17;-1;923.0;-108;6;1027.0;-29;-881;-1;6
483;-7;9;0;-25;924.0;-94;-13;1001.0;-29;-893;-25;-13
477;-5;12;-1;43;957.0;-55;-5;939.0;-27;-897;43;-5
483;9;9;-2;-18;924.0;-114;-16;983.0;-29;-888;-18;-16
494;5;9;-4;15;915.0;-113;4;985.0;-29;-887;15;4
482;4;5;3;38;959.0;-74;26;910.0;-32;-895;38;26
483;4;12;2;-10;967.0;-74;19;935.0;-27;-894;-10;19
494;-1;9;1;11;916.0;-106;10;1024.0;-29;-887;11;10
490;-9;9;4;-24;910.0;-98;7;1006.0;-29;-885;-24;7
483;7;12;0;25;963.0;-75;20;925.0;-27;-886;25;20
493;3;9;-2;-15;916.0;-112;10;1012.0;-29;-880;-15;10
480;0;12;1;32;952.0;-73;26;928.0;-27;-894;32;26
489;1;9;3;13;925.0;-106;12;1008.0;-29;-882;13;12
491;-4;9;5;4;923.0;-99;-11;997.0;-29;-889;4;-11
493;1;9;-4;13;905.0;-104;6;996.0;-29;-878;13;6
494;9;9;-3;5;924.0;-112;15;1016.0;-29;-884;5;15
493;3;9;-2;8;923.0;-106;20;1026.0;-29;-884;8;20
493;0;9;-3;18;915.0;-103;-10;1001.0;-29;-884;18;-10
489;-7;9;3;0;919.0;-95;-32;1008.0;-29;-886;0;-32
477;-2;5;-3;49;978.0;-85;32;962.0;-32;-894;49;32
488;14;9;-2;2;932.0;-121;0;1008.0;-29;-885;2;0
483;2;0;0;-29;940.0;-35;-30;914.0;-27;-900;-29;-30
481;-4;9;2;10;924.0;-102;-14;1013.0;-29;-891;10;-14
495;-8;8;-1;-19;970.0;-87;17;976.0;-23;-888;-19;17
484;3;9;-2;2;925.0;-108;-11;1014.0;-29;-891;2;-11
485;2;9;-2;-5;925.0;-108;5;1014.0;-29;-891;-5;5
486;0;8;-5;-6;930.0;-96;-22;994.0;-23;-884;-6;-22
483;-10;9;6;14;932.0;-89;-23;1011.0;-29;-886;14;-23
484;-1;9;5;21;922.0;-98;-14;1024.0;-29;-890;21;-14
491;1;8;-9;3;904.0;-99;-28;1002.0;-23;-888;3;-28
488;6;9;2;22;942.0;-107;-3;1001.0;-29;-883;22;-3
497;1;1;-3;-16;887.0;-72;-27;874.0;-29;-886;-16;-27
501;11;2;-6;16;918.0;-63;-5;915.0;-28;-882;16;-5
491;4;9;-4;28;931.0;-102;-1;1013.0;-29;-883;28;-1
489;-1;9;-2;-6;932.0;-91;-9;1022.0;-29;-884;-6;-9
486;-2;9;5;22;928.0;-89;-5;1005.0;-29;-887;22;-5
493;3;9;-4;1;910.0;-96;-12;1005.0;-29;-881;1;-12
491;7;9;1;-12;918.0;-100;5;1014.0;-29;-886;-12;5
490;4;9;0;-14;919.0;-98;20;1006.0;-29;-882;-14;20
490;-5;9;4;26;943.0;-91;20;1022.0;-29;-888;26;20
489;20;8;-12;-12;874.0;-108;-8;943.0;-29;-894;-12;-8
494;-3;4;2;-27;929.0;-54;7;828.0;-29;-887;-27;7
615;1;-4;-1;24;955.0;18;38;1006.0;-37;-816;24;38
615;0;-4;0;-9;937.0;15;-4;1015.0;-37;-816;-9;-4
619;1;-4;6;-9;942.0;11;2;1001.0;-37;-816;-9;2
496;-10;4;-17;17;903.0;-58;-6;924.0;-28;-886;17;-6
487;0;8;-5;-10;952.0;-95;3;1013.0;-23;-886;-10;3
480;-1;5;-7;-34;907.0;-87;14;970.0;-27;-892;-34;14
613;0;-4;-2;-13;938.0;18;0;989.0;-37;-814;-13;0
614;-1;-4;-6;-28;933.0;14;15;1003.0;-37;-816;-28;15
609;-7;-4;-4;-33;930.0;11;15;998.0;-37;-819;-33;15
619;2;-4;-3;-6;952.0;13;4;1025.0;-37;-816;-6;4
471;-7;2;-6;23;931.0;-66;4;1021.0;-27;-896;23;4
618;0;-4;-1;-24;916.0;11;9;1018.0;-37;-817;-24;9
615;0;-4;-2;-23;942.0;12;5;1004.0;-37;-814;-23;5
614;-1;-4;-2;-9;938.0;11;-11;993.0;-37;-815;-9;-11
610;-3;-4;-3;-38;939.0;12;15;1004.0;-37;-815;-38;15
619;5;-4;4;-28;924.0;9;-10;1006.0;-37;-810;-28;-10
621;1;-4;2;3;922.0;13;26;1005.0;-37;-817;3;26
611;-10;-4;-5;-26;945.0;15;-13;1020.0;-37;-826;-26;-13
613;-4;-4;-2;-14;925.0;16;-32;1004.0;-37;-818;-14;-32
485;12;5;-9;-17;919.0;-101;-8;968.0;-27;-893;-17;-8
621;4;-4;-1;-14;932.0;17;26;1006.0;-37;-817;-14;26
613;-3;-4;1;14;934.0;15;-35;1010.0;-37;-817;14;-35
615;0;-4;1;3;923.0;17;0;1013.0;-37;-814;3;0
622;5;-4;-1;26;933.0;21;2;1005.0;-37;-815;26;2
618;2;-4;-2;24;933.0;18;4;994.0;-37;-815;24;4
615;0;-4;3;6;942.0;12;15;1016.0;-37;-813;6;15
624;6;-4;10;-29;921.0;10;5;994.0;-37;-814;-29;5
481;0;5;-9;9;888.0;-92;4;972.0;-27;-892;9;4
618;2;-4;4;26;938.0;13;32;1014.0;-37;-813;26;32
622;4;-4;2;-16;940.0;16;3;1023.0;-37;-816;-16;3
622;3;-4;7;35;937.0;12;16;1002.0;-37;-809;35;16
475;-5;5;-6;15;905.0;-86;24;968.0;-27;-891;15;24
615;-1;-4;3;21;926.0;14;-6;994.0;-37;-812;21;-6
617;-2;-4;-2;6;933.0;20;15;1005.0;-37;-819;6;15
622;2;-4;8;-5;952.0;12;19;1009.0;-37;-814;-5;19
551;74;3;55;71;927.0;-151;36;879.0;-28;-896;71;36
621;3;-4;1;0;938.0;18;21;1003.0;-37;-815;0;21
623;4;-4;3;-13;925.0;16;15;1005.0;-37;-814;-13;15
621;3;-4;-1;9;924.0;20;19;1024.0;-37;-815;9;19
621;5;-4;0;7;916.0;18;15;1022.0;-37;-812;7;15
620;1;-4;-2;27;942.0;18;-17;1002.0;-37;-818;27;-17
621;4;-4;-1;-7;922.0;18;16;1008.0;-37;-813;-7;16
618;0;-4;4;-5;921.0;13;-1;1011.0;-37;-812;-5;-1
616;0;-4;0;-7;921.0;18;-28;1014.0;-37;-812;-7;-28
618;1;-4;2;-4;923.0;18;0;995.0;-37;-814;-4;0
622;2;-4;9;-4;954.0;11;25;1000.0;-37;-815;-4;25
625;6;-4;2;16;931.0;18;19;1007.0;-37;-815;16;19
616;2;-4;5;5;936.0;12;12;998.0;-37;-807;5;12
616;-1;-4;5;14;939.0;12;8;994.0;-37;-811;14;8
615;-2;-4;4;4;932.0;13;4;1010.0;-37;-813;4;4
618;2;-4;5;7;929.0;13;28;1014.0;-37;-811;7;28
618;2;-4;0;-24;951.0;19;-4;997.0;-37;-815;-24;-4
617;0;-4;5;1;924.0;15;-27;1003.0;-37;-813;1;-27
627;7;-4;11;25;930.0;9;7;1008.0;-37;-815;25;7
620;3;-4;7;-5;942.0;11;-2;1017.0;-37;-815;-5;-2
617;2;-4;5;29;942.0;13;14;1016.0;-37;-813;29;14
613;-2;-4;3;0;935.0;13;4;1013.0;-37;-816;0;4
619;3;-4;1;8;933.0;19;-1;1014.0;-37;-816;8;-1
613;-2;-4;0;-19;925.0;17;-14;1013.0;-37;-817;-19;-14
619;1;-4;-2;13;942.0;19;-28;1008.0;-37;-821;13;-28
615;-1;-4;1;-4;941.0;15;-32;1005.0;-37;-819;-4;-32
622;3;-4;4;11;912.0;14;-35;1003.0;-37;-818;11;-35
614;-4;-4;-6;-2;942.0;19;22;1016.0;-37;-824;-2;22
615;1;-4;0;14;913.0;16;10;1010.0;-37;-813;14;10
615;1;-4;1;15;932.0;15;10;1000.0;-37;-813;15;10
617;3;-4;-2;-1;961.0;18;-14;995.0;-37;-815;-1;-14
619;2;-4;0;15;936.0;17;-1;994.0;-37;-813;15;-1
614;-4;-4;6;-18;932.0;10;10;995.0;-37;-816;-18;10
619;-4;-4;3;-28;935.0;14;-4;1016.0;-37;-819;-28;-4
623;9;-4;7;11;941.0;14;7;1001.0;-37;-804;11;7
625;4;-4;11;-15;933.0;9;17;987.0;-37;-813;-15;17
621;1;-4;3;-7;937.0;16;21;1013.0;-37;-813;-7;21
619;1;-4;4;14;936.0;15;19;1006.0;-37;-811;14;19
618;-2;-4;7;-7;943.0;12;-20;1014.0;-37;-812;-7;-20
613;1;-4;-2;26;934.0;20;40;1014.0;-37;-817;26;40
621;1;-4;0;26;925.0;20;27;1022.0;-37;-818;26;27
616;-2;-4;1;26;942.0;17;22;1020.0;-37;-816;26;22
618;-1;-4;2;15;961.0;16;16;987.0;-37;-818;15;16
618;-2;-4;8;-1;946.0;10;-8;1008.0;-37;-816;-1;-8
618;2;-4;0;1;941.0;18;-10;1004.0;-37;-813;1;-10
623;5;-4;5;8;934.0;12;-23;1014.0;-37;-814;8;-23
621;3;-4;4;25;924.0;12;-14;995.0;-37;-816;25;-14
615;-2;-4;8;12;924.0;6;-1;1017.0;-37;-815;12;-1
613;-4;-4;2;-22;945.0;15;-17;977.0;-37;-816;-22;-17
476;8;6;0;-21;905.0;-118;-11;948.0;-27;-888;-21;-11
609;-3;-4;7;11;930.0;11;10;968.0;-37;-812;11;10
613;-6;-4;8;-13;935.0;9;7;1005.0;-37;-819;-13;7
619;3;-4;9;16;942.0;12;-25;994.0;-37;-811;16;-25
617;-1;-4;4;-7;933.0;16;-12;981.0;-37;-815;-7;-12
620;6;-4;5;29;941.0;16;-5;993.0;-37;-807;29;-5
615;1;-4;-1;-14;951.0;18;26;994.0;-37;-810;-14;26
623;3;-4;5;2;940.0;14;-23;976.0;-37;-815;2;-23
486;-1;8;2;-1;977.0;-91;14;994.0;-23;-891;-1;14
618;1;-4;3;-10;961.0;17;-11;1005.0;-37;-810;-10;-11
618;-3;-4;10;11;941.0;10;21;1015.0;-37;-812;11;21
620;-1;-4;-1;5;924.0;20;15;1005.0;-37;-816;5;15
474;3;8;-1;29;914.0;-143;-15;920.0;-29;-886;29;-15
485;7;6;-3;20;913.0;-118;26;952.0;-27;-888;20;26
618;-7;-4;1;-15;933.0;18;-3;1024.0;-37;-814;-15;-3
622;-4;-4;1;9;931.0;19;-1;1031.0;-37;-815;9;-1
616;-8;-4;0;17;936.0;17;-16;1018.0;-37;-812;17;-16
488;5;6;0;20;905.0;-116;-3;926.0;-27;-896;20;-3
473;3;2;1;-12;944.0;-77;-17;994.0;-26;-895;-12;-17
619;-3;-4;-1;22;924.0;20;6;1024.0;-37;-812;22;6
473;-5;6;2;24;921.0;-102;1;956.0;-27;-892;24;1
482;1;9;7;9;923.0;-147;-14;966.0;-29;-883;9;-14
496;-16;7;13;15;907.0;-127;13;941.0;-28;-897;15;13
625;2;-4;9;10;945.0;14;-1;1024.0;-37;-811;10;-1
489;30;7;-8;30;953.0;-73;-12;927.0;-28;-884;30;-12
472;-3;2;-1;12;944.0;-70;-19;1008.0;-26;-897;12;-19
475;5;7;-3;2;920.0;-119;8;954.0;-27;-895;2;8
