InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameX
-34;32;16;-50.0;67;250.0;32
-29;-7;21;72.0;83;451.0;-7
-26;31;21;189.0;83;540.0;31
-22;-276;18;499.0;68;642.0;-276
-22;-22;19;216.0;73;369.0;-22
-25;-39;17;357.0;70;546.0;-39
-10;232;16;267.0;121;540.0;232
-20;11;19;236.0;63;395.0;11
-27;28;21;157.0;77;225.0;28
-25;28;14;170.0;73;180.0;28
-42;28;31;213.0;125;179.0;28
-41;-457;19;-380.0;82;-542.0;-457
-27;3;21;159.0;77;184.0;3
-22;37;19;213.0;74;370.0;37
-25;-40;21;177.0;80;614.0;-40
-26;-190;18;46.0;61;352.0;-190
-25;0;20;-38.0;76;347.0;0
-24;28;20;25.0;70;343.0;28
-24;3;20;54.0;76;303.0;3
-24;1;20;36.0;62;286.0;1
-24;-14;20;33.0;65;279.0;-14
-24;16;20;33.0;72;268.0;16
-24;-14;20;34.0;71;268.0;-14
-24;21;20;88.0;70;356.0;21
-24;29;20;96.0;70;347.0;29
-24;31;20;101.0;69;347.0;31
-24;17;20;115.0;71;358.0;17
-24;14;20;116.0;69;362.0;14
-24;-44;20;111.0;70;338.0;-44
-20;-74;16;420.0;82;328.0;-74
-30;-51;20;236.0;84;484.0;-51
-25;22;17;211.0;70;472.0;22
-31;-49;21;133.0;87;436.0;-49
-30;-47;21;84.0;81;428.0;-47
-25;0;18;62.0;69;405.0;0
-28;2;21;100.0;86;369.0;2
-28;-45;21;103.0;84;371.0;-45
-25;48;20;320.0;70;283.0;48
-28;-37;20;76.0;83;371.0;-37
-53;1;18;96.0;172;384.0;1
11;-411;32;415.0;2016;427.0;-411
-28;-33;21;95.0;88;368.0;-33
-28;-56;20;122.0;87;371.0;-56
-28;-41;20;120.0;80;363.0;-41
-28;-31;20;107.0;80;367.0;-31
-29;-19;21;98.0;85;425.0;-19
-28;-21;20;67.0;83;367.0;-21
-28;14;20;54.0;81;372.0;14
-28;-93;19;92.0;72;385.0;-93
-20;-273;16;389.0;68;333.0;-273
-29;22;21;90.0;86;428.0;22
-28;33;20;115.0;83;370.0;33
-26;57;20;206.0;76;321.0;57
-28;30;19;134.0;80;441.0;30
-60;-119;13;167.0;262;380.0;-119
-29;22;21;186.0;85;363.0;22
-25;62;20;118.0;75;277.0;62
-28;-61;32;167.0;119;332.0;-61
-24;9;20;38.0;69;352.0;9
-25;-14;18;85.0;73;346.0;-14
-29;-3;21;184.0;81;359.0;-3
-25;-3;18;84.0;75;351.0;-3
-25;-2;18;85.0;67;350.0;-2
-25;-18;18;88.0;73;347.0;-18
-25;11;18;94.0;71;344.0;11
-25;10;18;95.0;71;341.0;10
-25;-20;18;130.0;71;362.0;-20
-25;15;18;129.0;67;372.0;15
-25;-7;18;134.0;73;401.0;-7
-29;8;21;98.0;82;427.0;8
-31;-16;21;145.0;84;436.0;-16
-29;53;29;-18.0;93;300.0;53
-25;14;20;73.0;78;307.0;14
-16;966;29;271.0;1852;457.0;966
-24;-154;19;43.0;45;152.0;-154
-21;-472;23;79.0;-411;218.0;-472
-25;77;20;95.0;80;244.0;77
13;216;21;-150.0;37;170.0;216
-26;-23;20;48.0;77;271.0;-23
-24;-20;20;12.0;72;267.0;-20
-44;111;31;-34.0;167;276.0;111
-24;5;20;0.0;74;267.0;5
-24;4;20;37.0;73;268.0;4
-24;42;20;38.0;73;273.0;42
-24;40;20;71.0;70;267.0;40
-22;50;22;432.0;78;374.0;50
-20;-16;19;662.0;68;372.0;-16
-28;36;31;151.0;54;259.0;36
-28;32;31;160.0;95;233.0;32
-22;-2;22;208.0;70;329.0;-2
-24;-531;24;108.0;159;298.0;-531
-29;-88;21;185.0;82;367.0;-88
-23;6;16;189.0;-5;365.0;6
-23;-627;18;499.0;36;640.0;-627
-28;48;21;288.0;82;392.0;48
-56;-958;8;281.0;507;580.0;-958
-28;-10;32;134.0;86;377.0;-10
-25;-37;20;253.0;76;246.0;-37
-26;39;18;187.0;70;218.0;39
-25;49;20;157.0;77;239.0;49
-68;161;2;249.0;-755;568.0;161
-26;4;16;-119.0;77;-258.0;4
-24;-47;20;8.0;70;197.0;-47
-24;-21;20;22.0;70;207.0;-21
-24;-27;20;30.0;69;201.0;-27
-24;25;20;48.0;68;226.0;25
-29;-14;21;265.0;81;438.0;-14
-52;-303;29;607.0;-1453;682.0;-303
-29;-40;21;185.0;86;366.0;-40
-29;-150;21;185.0;85;374.0;-150
-23;25;16;129.0;64;345.0;25
-24;-19;21;139.0;75;370.0;-19
-41;-3051;23;-128.0;-261;12.0;-3051
-32;552;35;-110.0;99;-370.0;552
-24;-25;21;70.0;72;179.0;-25
-24;21;21;71.0;67;173.0;21
-28;-6;18;-86.0;84;-590.0;-6
-24;35;21;67.0;69;171.0;35
-24;28;21;77.0;71;170.0;28
-23;197;19;-47.0;103;-196.0;197
-24;22;21;85.0;72;169.0;22
-24;31;21;85.0;72;170.0;31
-24;18;21;86.0;73;170.0;18
-24;0;21;78.0;71;173.0;0
-24;11;21;76.0;74;172.0;11
-24;6;21;67.0;76;172.0;6
-24;-13;21;66.0;74;172.0;-13
-19;-210;-7;-11.0;70;-283.0;-210
-24;5;21;68.0;73;171.0;5
-73;-538;52;-560.0;-1200;-639.0;-538
-38;-52;15;73.0;69;59.0;-52
-38;-3;15;61.0;73;106.0;-3
-24;-10;21;66.0;74;169.0;-10
-38;63;15;43.0;69;115.0;63
-24;18;21;66.0;77;172.0;18
-24;8;21;65.0;77;173.0;8
-24;28;21;63.0;72;173.0;28
-24;1;21;60.0;72;174.0;1
-24;-1;21;53.0;74;177.0;-1
-24;4;21;45.0;71;178.0;4
-24;13;21;30.0;73;186.0;13
-24;-18;21;51.0;73;176.0;-18
-38;5;15;17.0;69;112.0;5
-21;7;18;-61.0;67;59.0;7
-25;12;15;217.0;78;61.0;12
-24;25;21;152.0;74;79.0;25
-25;9;15;146.0;70;139.0;9
-25;-13;14;162.0;71;169.0;-13
-25;-48;14;161.0;72;166.0;-48
-25;-121;15;179.0;79;113.0;-121
-24;-18;21;23.0;75;188.0;-18
-24;26;21;-3.0;76;197.0;26
-37;-23;28;-343.0;93;63.0;-23
-26;-194;36;-338.0;89;-112.0;-194
-24;-63;20;146.0;69;329.0;-63
-23;53;16;119.0;75;334.0;53
-26;94;20;183.0;80;347.0;94
-23;32;16;148.0;73;327.0;32
-23;46;16;145.0;67;327.0;46
-23;33;16;133.0;63;323.0;33
-40;-1432;15;280.0;-622;440.0;-1432
-24;-43;14;117.0;78;-38.0;-43
-25;-37;15;194.0;73;104.0;-37
-21;15;26;283.0;76;90.0;15
-29;-1103;19;-424.0;45;-464.0;-1103
-27;-37;21;92.0;74;482.0;-37
-3;-324;17;-538.0;470;672.0;-324
-26;32;21;73.0;74;365.0;32
-30;73;21;96.0;84;453.0;73
-16;740;28;-381.0;432;-661.0;740
-25;23;17;114.0;68;520.0;23
-26;432;18;523.0;108;554.0;432
-26;-1;21;328.0;78;685.0;-1
-24;9;20;-3.0;71;202.0;9
-22;-70;26;326.0;77;165.0;-70
-32;-163;14;144.0;57;703.0;-163
-58;1077;13;195.0;-1689;366.0;1077
-31;6;19;-352.0;90;-233.0;6
-20;-36;16;512.0;63;590.0;-36
-69;-1748;28;94.0;480;391.0;-1748
-25;9;17;343.0;68;470.0;9
-27;-18;20;-27.0;76;510.0;-18
-29;-1;19;114.0;85;-279.0;-1
-25;-1;17;92.0;73;509.0;-1
-49;2080;20;48.0;306;180.0;2080
-11;3540;31;-235.0;261;-113.0;3540
-26;-65;21;-26.0;79;444.0;-65
-23;188;20;536.0;74;559.0;188
-25;-20;18;28.0;70;363.0;-20
-25;5;18;-96.0;75;340.0;5
-34;-51;16;-131.0;100;221.0;-51
-25;-11;18;15.0;72;430.0;-11
-39;1200;11;-269.0;-80;-511.0;1200
-20;13;16;504.0;66;564.0;13
-26;-2;16;592.0;72;727.0;-2
-25;33;18;19.0;72;430.0;33
-26;9;21;112.0;76;694.0;9
-35;10;22;-474.0;78;-673.0;10
-14;1016;20;309.0;143;545.0;1016
-25;23;18;70.0;70;486.0;23
-21;-11;18;-393.0;73;640.0;-11
-49;52;6;73.0;841;418.0;52
