InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accY;Accelerometer LUA_ accX;InertialMeasurementUnit RLA magneticX;Accelerometer LH accX;InertialMeasurementUnit LLA magneticX;Accelerometer LWR accZ;InertialMeasurementUnit LUA magneticY
-583.0;523.0;874.0;-446.0;-196.0;-230.0;437.0;323.0;358.0;194.0
-584.0;521.0;884.0;-446.0;-179.0;-228.0;417.0;325.0;407.0;193.0
-585.0;473.0;851.0;-482.0;-213.0;-104.0;452.0;388.0;313.0;132.0
-580.0;516.0;879.0;-392.0;-203.0;-216.0;390.0;294.0;355.0;203.0
-582.0;520.0;875.0;-427.0;-194.0;-224.0;387.0;299.0;373.0;206.0
-816.0;780.0;373.0;-496.0;-536.0;-416.0;414.0;-189.0;596.0;624.0
-503.0;343.0;1031.0;-467.0;-324.0;172.0;242.0;285.0;269.0;242.0
-558.0;397.0;-125.0;-481.0;-262.0;224.0;578.0;-36.0;562.0;776.0
-311.0;100.0;1006.0;-905.0;-841.0;-114.0;144.0;-515.0;351.0;243.0
-524.0;327.0;771.0;-332.0;-203.0;-22.0;263.0;318.0;387.0;-48.0
-562.0;555.0;917.0;-385.0;-202.0;-109.0;276.0;206.0;388.0;291.0
-581.0;524.0;883.0;-438.0;-164.0;-180.0;393.0;317.0;389.0;182.0
-603.0;527.0;966.0;-502.0;-284.0;-347.0;425.0;199.0;536.0;328.0
-38.0;-90.0;972.0;-794.0;-746.0;190.0;486.0;-7.0;468.0;-164.0
-203.0;40.0;1019.0;-691.0;-407.0;-32.0;636.0;-124.0;506.0;-2.0
-579.0;525.0;923.0;-446.0;-171.0;-177.0;442.0;306.0;332.0;184.0
-540.0;346.0;766.0;-342.0;-204.0;-18.0;302.0;358.0;313.0;56.0
-424.0;256.0;1014.0;-442.0;-281.0;211.0;359.0;373.0;324.0;-108.0
-540.0;356.0;729.0;-395.0;-166.0;-4.0;262.0;377.0;405.0;44.0
-425.0;230.0;767.0;-574.0;-492.0;228.0;383.0;389.0;440.0;-147.0
-23.0;327.0;941.0;-559.0;-585.0;-20.0;643.0;-421.0;644.0;518.0
-106.0;174.0;930.0;-705.0;-547.0;-191.0;587.0;-145.0;665.0;397.0
-540.0;366.0;717.0;-379.0;-194.0;-8.0;308.0;354.0;322.0;28.0
-525.0;345.0;708.0;-356.0;-159.0;15.0;291.0;346.0;393.0;59.0
-186.0;30.0;983.0;-410.0;-269.0;1100.0;256.0;1134.0;298.0;-279.0
-543.0;371.0;734.0;-387.0;-175.0;-18.0;298.0;349.0;351.0;35.0
-321.0;-123.0;828.0;-675.0;-612.0;-101.0;704.0;-427.0;734.0;347.0
-547.0;381.0;711.0;-384.0;-194.0;-17.0;287.0;340.0;354.0;47.0
-530.0;657.0;880.0;-493.0;-323.0;-221.0;414.0;222.0;442.0;372.0
-546.0;387.0;739.0;-383.0;-233.0;-15.0;327.0;343.0;247.0;52.0
-564.0;580.0;748.0;-404.0;-237.0;-76.0;289.0;275.0;420.0;331.0
-523.0;350.0;736.0;-352.0;-187.0;40.0;224.0;340.0;322.0;63.0
-583.0;526.0;874.0;-405.0;-209.0;-184.0;382.0;330.0;320.0;184.0
-591.0;588.0;952.0;-405.0;-256.0;-59.0;319.0;196.0;337.0;369.0
-536.0;549.0;870.0;-356.0;-173.0;17.0;543.0;225.0;308.0;269.0
-600.0;574.0;825.0;-401.0;-247.0;-45.0;273.0;211.0;335.0;360.0
-599.0;550.0;995.0;-360.0;-201.0;-279.0;253.0;206.0;312.0;259.0
-604.0;447.0;715.0;-384.0;-415.0;-434.0;361.0;129.0;503.0;130.0
-473.0;298.0;1073.0;-358.0;-129.0;-325.0;315.0;344.0;259.0;-89.0
-412.0;339.0;1055.0;-502.0;-218.0;-141.0;423.0;319.0;219.0;-1.0
-400.0;326.0;997.0;-526.0;-174.0;-125.0;295.0;330.0;242.0;-13.0
-584.0;524.0;854.0;-372.0;-182.0;-240.0;545.0;249.0;380.0;237.0
-465.0;486.0;1035.0;-704.0;-331.0;-482.0;899.0;-123.0;613.0;613.0
-581.0;453.0;886.0;-592.0;-508.0;-335.0;779.0;-30.0;505.0;566.0
-614.0;576.0;1087.0;-384.0;-41.0;59.0;428.0;169.0;329.0;465.0
-584.0;539.0;914.0;-449.0;-172.0;-234.0;439.0;319.0;394.0;218.0
-431.0;-384.0;884.0;-906.0;-692.0;-215.0;916.0;704.0;809.0;-295.0
-765.0;619.0;949.0;-483.0;-383.0;-640.0;509.0;49.0;473.0;664.0
-693.0;675.0;519.0;-950.0;-752.0;-450.0;948.0;-198.0;978.0;713.0
-649.0;417.0;952.0;-582.0;-395.0;-609.0;695.0;-628.0;516.0;602.0
-584.0;528.0;898.0;-384.0;-211.0;-238.0;438.0;285.0;306.0;214.0
-547.0;390.0;751.0;-435.0;-202.0;-18.0;347.0;348.0;212.0;53.0
-531.0;351.0;743.0;-409.0;-188.0;21.0;236.0;381.0;319.0;24.0
-402.0;-156.0;707.0;-358.0;-307.0;-92.0;370.0;892.0;406.0;-48.0
-514.0;329.0;816.0;-502.0;-222.0;42.0;392.0;475.0;422.0;-119.0
-581.0;521.0;892.0;-440.0;-177.0;-226.0;405.0;323.0;331.0;193.0
-579.0;517.0;890.0;-385.0;-174.0;-217.0;400.0;291.0;345.0;204.0
-483.0;527.0;1000.0;-1036.0;-184.0;131.0;652.0;-179.0;503.0;479.0
-585.0;530.0;909.0;-452.0;-185.0;-254.0;408.0;296.0;353.0;215.0
-533.0;394.0;860.0;-440.0;-79.0;65.0;574.0;302.0;304.0;198.0
-537.0;373.0;711.0;-345.0;-213.0;7.0;340.0;412.0;399.0;24.0
-647.0;487.0;863.0;-404.0;-203.0;-291.0;429.0;281.0;442.0;183.0
-396.0;-215.0;567.0;-595.0;-24.0;-58.0;1033.0;205.0;693.0;145.0
-579.0;583.0;844.0;-335.0;-282.0;-16.0;320.0;211.0;354.0;375.0
-643.0;480.0;887.0;-411.0;-195.0;-289.0;446.0;290.0;437.0;176.0
-514.0;518.0;1007.0;-615.0;-280.0;208.0;134.0;223.0;384.0;489.0
-560.0;563.0;766.0;-381.0;-211.0;-110.0;357.0;245.0;308.0;339.0
-525.0;328.0;783.0;-378.0;-162.0;-14.0;250.0;307.0;323.0;-37.0
357.0;-418.0;973.0;-617.0;-505.0;323.0;654.0;678.0;616.0;-339.0
-396.0;228.0;782.0;-457.0;-176.0;162.0;563.0;383.0;473.0;-167.0
-611.0;556.0;1043.0;-526.0;-298.0;-290.0;399.0;118.0;410.0;310.0
-605.0;548.0;1001.0;-261.0;-240.0;-270.0;319.0;56.0;387.0;312.0
-422.0;218.0;982.0;-418.0;-228.0;226.0;321.0;386.0;369.0;-119.0
-417.0;252.0;1012.0;-436.0;-237.0;218.0;327.0;371.0;316.0;-107.0
-428.0;258.0;993.0;-436.0;-287.0;210.0;280.0;356.0;294.0;-98.0
-433.0;249.0;986.0;-438.0;-262.0;204.0;317.0;396.0;368.0;-137.0
-513.0;386.0;1762.0;-461.0;-90.0;17.0;541.0;113.0;424.0;82.0
-583.0;534.0;908.0;-331.0;-248.0;-234.0;431.0;311.0;406.0;214.0
-531.0;361.0;716.0;-383.0;-172.0;7.0;271.0;359.0;334.0;14.0
-530.0;358.0;717.0;-391.0;-193.0;1.0;274.0;354.0;279.0;16.0
-532.0;361.0;717.0;-394.0;-193.0;0.0;261.0;356.0;319.0;16.0
-600.0;576.0;822.0;-407.0;-260.0;-34.0;271.0;218.0;320.0;359.0
-167.0;313.0;938.0;-812.0;-494.0;-250.0;916.0;-313.0;746.0;483.0
-534.0;370.0;730.0;-340.0;-242.0;15.0;247.0;416.0;382.0;23.0
-604.0;575.0;845.0;-387.0;-238.0;-57.0;273.0;210.0;326.0;358.0
-571.0;462.0;978.0;-387.0;-152.0;-371.0;414.0;211.0;437.0;173.0
-605.0;577.0;822.0;-409.0;-224.0;-64.0;240.0;204.0;346.0;354.0
-607.0;580.0;842.0;-416.0;-239.0;-64.0;254.0;205.0;329.0;355.0
-586.0;536.0;887.0;-405.0;-161.0;-259.0;453.0;285.0;346.0;240.0
-448.0;384.0;972.0;-456.0;-198.0;-196.0;171.0;295.0;331.0;34.0
-142.0;134.0;1251.0;-631.0;-616.0;-421.0;479.0;161.0;544.0;271.0
-588.0;536.0;855.0;-419.0;-136.0;-261.0;487.0;282.0;405.0;239.0
-112.0;218.0;960.0;-305.0;-276.0;73.0;239.0;197.0;340.0;361.0
-497.0;433.0;964.0;-642.0;-448.0;-194.0;754.0;25.0;361.0;569.0
-503.0;437.0;915.0;-667.0;-396.0;-199.0;802.0;26.0;429.0;573.0
-508.0;439.0;882.0;-569.0;-366.0;-206.0;835.0;23.0;493.0;574.0
-526.0;453.0;904.0;-542.0;-487.0;-236.0;804.0;20.0;560.0;581.0
-558.0;463.0;903.0;-596.0;-429.0;-326.0;702.0;-16.0;404.0;575.0
-608.0;511.0;775.0;-664.0;-517.0;-379.0;573.0;-258.0;504.0;516.0
-604.0;570.0;1512.0;-260.0;-99.0;104.0;325.0;63.0;372.0;247.0
-564.0;491.0;1021.0;-386.0;-197.0;-112.0;253.0;225.0;314.0;291.0
-707.0;811.0;442.0;-911.0;-871.0;-475.0;898.0;-1013.0;966.0;844.0
-831.0;683.0;346.0;-704.0;-736.0;-695.0;511.0;-330.0;836.0;752.0
-494.0;677.0;991.0;-470.0;-396.0;502.0;373.0;-13.0;413.0;442.0
-534.0;360.0;715.0;-381.0;-178.0;8.0;256.0;362.0;311.0;17.0
-709.0;782.0;284.0;-225.0;-233.0;-290.0;-87.0;-42.0;311.0;448.0
-555.0;445.0;793.0;-431.0;-334.0;-525.0;426.0;131.0;414.0;212.0
-107.0;12.0;934.0;-548.0;-652.0;164.0;286.0;-129.0;360.0;178.0
-466.0;496.0;1032.0;-820.0;-695.0;-336.0;604.0;-309.0;645.0;277.0
-582.0;520.0;881.0;-442.0;-188.0;-223.0;410.0;320.0;269.0;192.0
-580.0;519.0;887.0;-418.0;-191.0;-220.0;365.0;306.0;279.0;198.0
-584.0;558.0;827.0;-368.0;-222.0;-22.0;262.0;227.0;343.0;353.0
-584.0;557.0;831.0;-364.0;-225.0;-17.0;272.0;228.0;316.0;354.0
-585.0;573.0;819.0;-399.0;-222.0;-33.0;252.0;211.0;351.0;380.0
-461.0;269.0;1011.0;-422.0;-279.0;198.0;364.0;395.0;365.0;-151.0
-582.0;544.0;893.0;-382.0;-165.0;-217.0;344.0;323.0;409.0;220.0
-523.0;322.0;746.0;-457.0;-258.0;-54.0;178.0;406.0;268.0;-120.0
-12.0;-96.0;930.0;-952.0;-811.0;264.0;936.0;-401.0;888.0;193.0
-596.0;220.0;1006.0;-588.0;-397.0;-442.0;422.0;737.0;408.0;221.0
-488.0;228.0;888.0;-823.0;-733.0;-220.0;533.0;-415.0;745.0;544.0
-371.0;160.0;922.0;-810.0;-690.0;-192.0;623.0;-408.0;653.0;405.0
-582.0;532.0;936.0;-350.0;-232.0;-231.0;485.0;305.0;336.0;211.0
-451.0;228.0;931.0;-927.0;-809.0;-182.0;522.0;-490.0;719.0;458.0
-421.0;207.0;1013.0;-415.0;-232.0;229.0;312.0;386.0;360.0;-123.0
-421.0;256.0;1032.0;-432.0;-211.0;214.0;381.0;373.0;316.0;-108.0
-596.0;223.0;1042.0;-496.0;-624.0;-439.0;467.0;736.0;371.0;211.0
-585.0;559.0;834.0;-370.0;-234.0;-23.0;262.0;225.0;306.0;357.0
-585.0;562.0;829.0;-367.0;-212.0;-18.0;249.0;226.0;314.0;355.0
-443.0;216.0;990.0;-399.0;-227.0;218.0;341.0;421.0;337.0;-174.0
-591.0;573.0;847.0;-353.0;-213.0;-30.0;263.0;214.0;296.0;362.0
-435.0;204.0;1011.0;-419.0;-267.0;220.0;361.0;425.0;377.0;-186.0
-250.0;15.0;1216.0;-440.0;-219.0;211.0;538.0;673.0;428.0;-330.0
-590.0;576.0;831.0;-395.0;-284.0;-30.0;196.0;226.0;284.0;357.0
586.0;-396.0;1078.0;-331.0;-227.0;776.0;258.0;403.0;280.0;-189.0
-537.0;376.0;710.0;-376.0;-89.0;3.0;293.0;399.0;347.0;27.0
-648.0;470.0;865.0;-413.0;-213.0;-313.0;359.0;328.0;345.0;150.0
-1028.0;294.0;1083.0;-406.0;-275.0;-758.0;138.0;745.0;280.0;46.0
-587.0;589.0;960.0;-378.0;-237.0;-66.0;270.0;188.0;297.0;370.0
-241.0;388.0;950.0;-642.0;-325.0;-445.0;367.0;272.0;570.0;426.0
-294.0;-632.0;946.0;-429.0;-125.0;13.0;213.0;673.0;297.0;-844.0
-443.0;219.0;1010.0;-424.0;-232.0;218.0;345.0;419.0;380.0;-171.0
-465.0;255.0;1013.0;-456.0;-255.0;199.0;312.0;392.0;406.0;-157.0
-372.0;186.0;1034.0;-486.0;-123.0;162.0;561.0;402.0;405.0;-226.0
-589.0;280.0;1143.0;-296.0;-1.0;-215.0;66.0;443.0;73.0;-79.0
-22.0;27.0;620.0;-462.0;-935.0;-338.0;367.0;230.0;469.0;209.0
-644.0;469.0;874.0;-379.0;-160.0;-302.0;405.0;308.0;440.0;155.0
-605.0;577.0;841.0;-400.0;-245.0;-61.0;258.0;205.0;258.0;356.0
-167.0;201.0;925.0;-328.0;-215.0;141.0;173.0;16.0;268.0;216.0
-445.0;240.0;1032.0;-431.0;-263.0;216.0;388.0;413.0;360.0;-165.0
-856.0;307.0;1020.0;-388.0;-136.0;-758.0;292.0;313.0;354.0;-53.0
-555.0;597.0;961.0;-361.0;-289.0;-30.0;316.0;167.0;364.0;442.0
-206.0;-68.0;1068.0;-451.0;-194.0;530.0;276.0;795.0;374.0;-336.0
-399.0;170.0;1012.0;-406.0;-227.0;231.0;326.0;430.0;383.0;-181.0
-558.0;590.0;966.0;-306.0;-273.0;-35.0;390.0;164.0;405.0;434.0
-608.0;582.0;844.0;-387.0;-247.0;-54.0;248.0;209.0;260.0;358.0
115.0;-285.0;1068.0;-425.0;-198.0;598.0;156.0;786.0;360.0;-559.0
-573.0;577.0;972.0;-419.0;-176.0;-62.0;207.0;173.0;318.0;392.0
-324.0;133.0;782.0;-443.0;-287.0;176.0;295.0;395.0;337.0;-213.0
-576.0;569.0;807.0;-328.0;-252.0;-19.0;247.0;210.0;376.0;389.0
-632.0;607.0;863.0;-391.0;-171.0;43.0;342.0;187.0;400.0;325.0
-425.0;214.0;1001.0;-381.0;-215.0;218.0;318.0;404.0;360.0;-161.0
-582.0;526.0;843.0;-390.0;-196.0;-240.0;496.0;253.0;247.0;239.0
-430.0;225.0;1019.0;-417.0;-236.0;213.0;301.0;397.0;348.0;-153.0
-462.0;263.0;999.0;-429.0;-233.0;203.0;284.0;394.0;393.0;-154.0
-685.0;686.0;959.0;-510.0;-149.0;50.0;306.0;153.0;320.0;283.0
-535.0;396.0;697.0;-320.0;-180.0;25.0;181.0;340.0;252.0;91.0
-457.0;498.0;723.0;-433.0;-277.0;244.0;223.0;88.0;260.0;423.0
-355.0;179.0;1116.0;-434.0;-91.0;-3.0;425.0;406.0;427.0;-67.0
-234.0;82.0;1772.0;-251.0;-173.0;93.0;327.0;405.0;283.0;-333.0
-198.0;-800.0;1070.0;-452.0;-233.0;-56.0;347.0;799.0;450.0;-806.0
