InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accY;Accelerometer LUA_ accX;InertialMeasurementUnit RLA magneticX;Accelerometer LH accX;InertialMeasurementUnit LLA magneticX;Accelerometer LWR accZ;InertialMeasurementUnit LUA magneticY
-128.0;14.0;1065.0;-613.0;-583.0;202.0;490.0;-172.0;437.0;256.0
307.0;-113.0;904.0;-901.0;-737.0;672.0;810.0;151.0;819.0;153.0
85.0;-55.0;1011.0;-370.0;-338.0;281.0;283.0;60.0;425.0;-69.0
-79.0;2.0;921.0;-359.0;-447.0;234.0;693.0;-127.0;379.0;244.0
-59.0;-56.0;900.0;-564.0;-833.0;203.0;274.0;-143.0;313.0;-73.0
-105.0;10.0;942.0;-480.0;-438.0;154.0;754.0;-132.0;526.0;154.0
-294.0;-632.0;946.0;-429.0;-125.0;13.0;213.0;673.0;297.0;-844.0
-457.0;255.0;989.0;-206.0;-42.0;191.0;145.0;351.0;126.0;-75.0
-438.0;224.0;996.0;-299.0;-125.0;211.0;233.0;363.0;192.0;-130.0
-409.0;211.0;951.0;-306.0;-107.0;250.0;224.0;395.0;232.0;-141.0
-909.0;-106.0;1015.0;-468.0;-164.0;-398.0;375.0;990.0;365.0;-493.0
-107.0;12.0;934.0;-548.0;-652.0;164.0;286.0;-129.0;360.0;178.0
-407.0;220.0;1063.0;-294.0;-117.0;240.0;278.0;403.0;180.0;-154.0
-422.0;187.0;1000.0;-309.0;-130.0;217.0;259.0;376.0;237.0;-144.0
647.0;-687.0;880.0;-799.0;-659.0;904.0;650.0;830.0;652.0;-598.0
-507.0;-39.0;950.0;-413.0;-150.0;-335.0;442.0;542.0;450.0;-317.0
526.0;-568.0;853.0;-529.0;-151.0;829.0;712.0;716.0;586.0;-451.0
-787.0;121.0;775.0;-390.0;-243.0;-647.0;216.0;340.0;367.0;-223.0
-670.0;412.0;1068.0;-674.0;-123.0;-461.0;335.0;258.0;294.0;26.0
-425.0;230.0;767.0;-574.0;-492.0;228.0;383.0;389.0;440.0;-147.0
-668.0;527.0;984.0;-366.0;-421.0;-384.0;586.0;212.0;496.0;190.0
-393.0;254.0;1117.0;-449.0;-147.0;44.0;515.0;396.0;537.0;-12.0
-29.0;-261.0;728.0;83.0;173.0;449.0;23.0;646.0;-6.0;-270.0
-415.0;214.0;976.0;-327.0;-109.0;228.0;322.0;400.0;256.0;-138.0
-322.0;-14.0;1017.0;-934.0;-699.0;-87.0;907.0;-104.0;880.0;27.0
-571.0;-171.0;556.0;-650.0;87.0;-8.0;847.0;129.0;510.0;200.0
-329.0;117.0;975.0;-693.0;-611.0;-97.0;548.0;-272.0;736.0;282.0
-356.0;137.0;929.0;-883.0;-650.0;-142.0;827.0;-298.0;579.0;137.0
-412.0;206.0;972.0;-315.0;-129.0;246.0;307.0;394.0;265.0;-146.0
-378.0;143.0;1012.0;-669.0;-252.0;-164.0;260.0;-280.0;752.0;139.0
-366.0;159.0;980.0;-707.0;-595.0;-134.0;787.0;-142.0;921.0;189.0
-362.0;99.0;1010.0;-240.0;-32.0;260.0;288.0;528.0;281.0;-272.0
-405.0;194.0;965.0;-349.0;-154.0;252.0;311.0;400.0;282.0;-157.0
-406.0;193.0;951.0;-368.0;-165.0;253.0;300.0;401.0;275.0;-158.0
-403.0;202.0;1000.0;-354.0;-160.0;252.0;331.0;399.0;310.0;-168.0
-97.0;-69.0;708.0;-829.0;-978.0;-377.0;750.0;353.0;770.0;25.0
-346.0;184.0;903.0;-966.0;-779.0;-83.0;769.0;-34.0;741.0;165.0
-323.0;-233.0;538.0;-516.0;-41.0;-51.0;1088.0;238.0;705.0;117.0
-411.0;222.0;944.0;-736.0;-732.0;-140.0;656.0;-409.0;713.0;254.0
-657.0;502.0;897.0;-456.0;-8.0;-109.0;250.0;203.0;333.0;93.0
-768.0;676.0;1011.0;-526.0;-267.0;-831.0;487.0;1.0;438.0;644.0
-139.0;126.0;1002.0;-611.0;-614.0;-416.0;558.0;159.0;560.0;270.0
-821.0;687.0;1027.0;-488.0;-326.0;-649.0;588.0;55.0;487.0;528.0
-671.0;821.0;453.0;-912.0;-876.0;-413.0;906.0;-1016.0;998.0;836.0
-419.0;178.0;1019.0;-714.0;-531.0;-8.0;408.0;-622.0;693.0;427.0
-534.0;177.0;929.0;-767.0;-638.0;-674.0;681.0;-269.0;670.0;343.0
-437.0;252.0;994.0;-343.0;-129.0;245.0;300.0;392.0;284.0;-112.0
142.0;-263.0;1005.0;-395.0;-160.0;749.0;247.0;805.0;268.0;-405.0
264.0;-282.0;1040.0;-672.0;-521.0;1058.0;418.0;815.0;438.0;-351.0
-441.0;252.0;1011.0;-365.0;-173.0;246.0;290.0;395.0;302.0;-118.0
-442.0;251.0;1006.0;-355.0;-146.0;240.0;315.0;393.0;279.0;-120.0
-439.0;247.0;1010.0;-357.0;-155.0;226.0;301.0;392.0;270.0;-123.0
-437.0;249.0;1011.0;-368.0;-146.0;225.0;310.0;395.0;266.0;-125.0
-437.0;247.0;1003.0;-380.0;-173.0;225.0;300.0;395.0;305.0;-124.0
-438.0;248.0;999.0;-382.0;-168.0;225.0;305.0;395.0;278.0;-125.0
-437.0;251.0;1001.0;-371.0;-177.0;228.0;316.0;397.0;315.0;-123.0
-440.0;253.0;1025.0;-393.0;-186.0;230.0;307.0;402.0;286.0;-122.0
-440.0;253.0;1011.0;-377.0;-168.0;230.0;326.0;403.0;271.0;-126.0
-440.0;254.0;1014.0;-359.0;-141.0;227.0;317.0;408.0;285.0;-127.0
-440.0;253.0;1017.0;-355.0;-153.0;225.0;317.0;412.0;266.0;-127.0
-443.0;251.0;1004.0;-306.0;-137.0;220.0;340.0;410.0;301.0;-121.0
-441.0;161.0;914.0;-797.0;-688.0;-332.0;680.0;-324.0;682.0;365.0
-371.0;160.0;922.0;-810.0;-690.0;-192.0;623.0;-408.0;653.0;405.0
-342.0;162.0;929.0;-808.0;-646.0;-149.0;656.0;-445.0;659.0;422.0
-423.0;228.0;999.0;-400.0;-205.0;246.0;315.0;426.0;326.0;-146.0
-373.0;247.0;1042.0;-443.0;-165.0;360.0;680.0;464.0;421.0;-83.0
-261.0;10.0;993.0;-392.0;-169.0;471.0;401.0;756.0;377.0;-272.0
-422.0;214.0;1011.0;-393.0;-183.0;226.0;304.0;420.0;281.0;-165.0
-435.0;232.0;981.0;-404.0;-200.0;221.0;335.0;415.0;365.0;-164.0
-444.0;242.0;1021.0;-399.0;-227.0;216.0;303.0;417.0;299.0;-164.0
-452.0;239.0;1025.0;-411.0;-215.0;213.0;252.0;397.0;313.0;-163.0
-457.0;246.0;1010.0;-472.0;-272.0;206.0;346.0;411.0;335.0;-173.0
-462.0;264.0;990.0;-421.0;-239.0;201.0;376.0;413.0;360.0;-162.0
-460.0;273.0;1015.0;-429.0;-232.0;201.0;322.0;402.0;358.0;-155.0
-459.0;273.0;1028.0;-419.0;-242.0;202.0;272.0;398.0;310.0;-155.0
-462.0;263.0;999.0;-429.0;-233.0;203.0;284.0;394.0;393.0;-154.0
-465.0;255.0;1013.0;-456.0;-255.0;199.0;312.0;392.0;406.0;-157.0
-461.0;269.0;1011.0;-422.0;-279.0;198.0;364.0;395.0;365.0;-151.0
-456.0;279.0;1012.0;-400.0;-264.0;199.0;351.0;392.0;299.0;-144.0
-444.0;268.0;990.0;-459.0;-246.0;214.0;295.0;405.0;320.0;-161.0
-447.0;238.0;1028.0;-487.0;-254.0;217.0;360.0;414.0;347.0;-171.0
-445.0;240.0;1032.0;-431.0;-263.0;216.0;388.0;413.0;360.0;-165.0
-441.0;235.0;1021.0;-426.0;-196.0;217.0;360.0;413.0;355.0;-171.0
-439.0;228.0;1022.0;-385.0;-241.0;217.0;339.0;411.0;325.0;-170.0
-439.0;226.0;1031.0;-382.0;-222.0;214.0;300.0;410.0;328.0;-173.0
-436.0;224.0;1043.0;-400.0;-209.0;217.0;254.0;410.0;329.0;-175.0
-435.0;225.0;1032.0;-410.0;-229.0;217.0;260.0;411.0;322.0;-176.0
-443.0;218.0;970.0;-405.0;-251.0;223.0;296.0;420.0;362.0;-179.0
-441.0;216.0;1020.0;-416.0;-237.0;225.0;297.0;417.0;286.0;-181.0
-439.0;216.0;1031.0;-413.0;-218.0;225.0;295.0;415.0;373.0;-180.0
-439.0;216.0;1012.0;-403.0;-212.0;223.0;322.0;415.0;298.0;-181.0
-441.0;216.0;1017.0;-399.0;-235.0;225.0;305.0;412.0;317.0;-181.0
-441.0;217.0;1005.0;-415.0;-236.0;223.0;280.0;412.0;339.0;-180.0
-446.0;218.0;1005.0;-398.0;-235.0;222.0;303.0;412.0;338.0;-177.0
-421.0;266.0;1023.0;-394.0;-235.0;246.0;325.0;406.0;302.0;-160.0
-421.0;272.0;1029.0;-344.0;-155.0;247.0;265.0;395.0;334.0;-143.0
-425.0;270.0;982.0;-392.0;-223.0;242.0;196.0;388.0;297.0;-144.0
-426.0;271.0;1021.0;-414.0;-222.0;241.0;258.0;389.0;354.0;-142.0
-446.0;302.0;1008.0;-451.0;-267.0;217.0;242.0;397.0;370.0;-134.0
-451.0;304.0;1002.0;-430.0;-264.0;212.0;291.0;399.0;383.0;-131.0
-452.0;300.0;1013.0;-398.0;-223.0;210.0;371.0;399.0;310.0;-128.0
-454.0;297.0;1005.0;-375.0;-175.0;212.0;346.0;398.0;293.0;-122.0
-797.0;458.0;964.0;-348.0;-178.0;476.0;214.0;972.0;357.0;-164.0
-438.0;254.0;1028.0;-348.0;-211.0;221.0;243.0;376.0;295.0;-128.0
-435.0;247.0;1025.0;-364.0;-183.0;222.0;229.0;377.0;317.0;-134.0
-431.0;239.0;1012.0;-405.0;-220.0;225.0;253.0;385.0;354.0;-145.0
-431.0;235.0;1011.0;-437.0;-223.0;225.0;288.0;396.0;333.0;-154.0
-428.0;238.0;1017.0;-374.0;-209.0;243.0;358.0;404.0;285.0;-167.0
-414.0;225.0;1588.0;-223.0;-22.0;246.0;199.0;413.0;190.0;-111.0
-436.0;228.0;1031.0;-381.0;-200.0;225.0;253.0;395.0;325.0;-162.0
-433.0;220.0;1015.0;-433.0;-213.0;235.0;319.0;407.0;313.0;-173.0
-433.0;220.0;1010.0;-434.0;-233.0;236.0;315.0;406.0;371.0;-173.0
-433.0;220.0;1009.0;-428.0;-244.0;236.0;342.0;406.0;404.0;-176.0
-432.0;219.0;1013.0;-416.0;-249.0;236.0;324.0;409.0;291.0;-176.0
-433.0;216.0;1003.0;-408.0;-213.0;229.0;237.0;404.0;321.0;-176.0
-433.0;219.0;1002.0;-433.0;-241.0;229.0;320.0;405.0;355.0;-173.0
-438.0;223.0;993.0;-425.0;-232.0;228.0;338.0;409.0;351.0;-168.0
-439.0;225.0;1016.0;-418.0;-241.0;226.0;319.0;412.0;335.0;-164.0
-441.0;226.0;1001.0;-406.0;-219.0;226.0;308.0;412.0;365.0;-160.0
-441.0;226.0;1020.0;-383.0;-219.0;225.0;305.0;410.0;376.0;-154.0
-439.0;225.0;1020.0;-389.0;-214.0;224.0;285.0;411.0;284.0;-153.0
-442.0;226.0;1004.0;-343.0;-216.0;220.0;247.0;410.0;289.0;-155.0
-443.0;219.0;1014.0;-423.0;-238.0;217.0;318.0;407.0;325.0;-159.0
-440.0;218.0;1009.0;-449.0;-200.0;222.0;311.0;410.0;367.0;-162.0
-442.0;218.0;1003.0;-402.0;-241.0;222.0;398.0;408.0;332.0;-165.0
-441.0;219.0;998.0;-414.0;-261.0;221.0;422.0;410.0;378.0;-168.0
-443.0;219.0;1010.0;-424.0;-232.0;218.0;345.0;419.0;380.0;-171.0
-443.0;216.0;990.0;-399.0;-227.0;218.0;341.0;421.0;337.0;-174.0
-437.0;208.0;1024.0;-418.0;-199.0;217.0;329.0;424.0;296.0;-181.0
-435.0;205.0;1000.0;-426.0;-249.0;218.0;303.0;425.0;325.0;-181.0
-435.0;204.0;1011.0;-419.0;-267.0;220.0;361.0;425.0;377.0;-186.0
-421.0;197.0;1003.0;-460.0;-222.0;231.0;415.0;431.0;367.0;-195.0
-410.0;186.0;1001.0;-389.0;-196.0;248.0;461.0;438.0;289.0;-198.0
-440.0;167.0;912.0;-800.0;-699.0;-299.0;680.0;-308.0;708.0;363.0
-401.0;110.0;1016.0;-394.0;-150.0;203.0;577.0;735.0;441.0;-358.0
-343.0;79.0;1166.0;-196.0;38.0;279.0;157.0;823.0;210.0;-146.0
-187.0;-100.0;1022.0;-253.0;-99.0;282.0;131.0;509.0;138.0;-435.0
-307.0;34.0;985.0;-495.0;-367.0;248.0;75.0;409.0;276.0;-172.0
-398.0;159.0;1007.0;-360.0;-139.0;245.0;304.0;421.0;326.0;-191.0
-404.0;163.0;1020.0;-392.0;-185.0;228.0;319.0;427.0;390.0;-193.0
-402.0;162.0;1031.0;-386.0;-163.0;232.0;356.0;434.0;328.0;-196.0
-398.0;159.0;1009.0;-397.0;-165.0;237.0;340.0;440.0;355.0;-203.0
-366.0;115.0;1021.0;-343.0;-146.0;256.0;338.0;517.0;261.0;-254.0
-397.0;162.0;1019.0;-424.0;-233.0;240.0;349.0;443.0;316.0;-201.0
-399.0;167.0;1005.0;-391.0;-204.0;235.0;330.0;430.0;303.0;-184.0
-398.0;169.0;1014.0;-385.0;-192.0;237.0;268.0;420.0;259.0;-176.0
-400.0;168.0;1015.0;-405.0;-205.0;235.0;340.0;428.0;344.0;-182.0
-400.0;168.0;987.0;-404.0;-194.0;237.0;332.0;431.0;320.0;-184.0
-398.0;167.0;1028.0;-407.0;-215.0;235.0;308.0;432.0;323.0;-189.0
-324.0;133.0;782.0;-443.0;-287.0;176.0;295.0;395.0;337.0;-213.0
-397.0;164.0;994.0;-410.0;-225.0;234.0;310.0;431.0;297.0;-186.0
-399.0;170.0;1012.0;-406.0;-227.0;231.0;326.0;430.0;383.0;-181.0
-414.0;185.0;999.0;-421.0;-214.0;223.0;323.0;422.0;376.0;-174.0
-412.0;185.0;1021.0;-378.0;-206.0;226.0;269.0;413.0;233.0;-171.0
-412.0;188.0;1010.0;-378.0;-225.0;217.0;252.0;406.0;293.0;-176.0
-420.0;199.0;992.0;-398.0;-211.0;210.0;288.0;406.0;307.0;-175.0
-423.0;209.0;1011.0;-402.0;-193.0;216.0;332.0;419.0;332.0;-171.0
-425.0;211.0;1003.0;-381.0;-192.0;219.0;351.0;416.0;272.0;-170.0
-423.0;211.0;1000.0;-392.0;-190.0;220.0;297.0;412.0;304.0;-171.0
-425.0;212.0;991.0;-416.0;-248.0;219.0;284.0;407.0;300.0;-167.0
-425.0;214.0;1001.0;-381.0;-215.0;218.0;318.0;404.0;360.0;-161.0
-428.0;213.0;998.0;-399.0;-205.0;217.0;268.0;397.0;295.0;-158.0
-430.0;225.0;1019.0;-417.0;-236.0;213.0;301.0;397.0;348.0;-153.0
-433.0;249.0;986.0;-438.0;-262.0;204.0;317.0;396.0;368.0;-137.0
-434.0;267.0;1011.0;-377.0;-194.0;200.0;267.0;357.0;250.0;-98.0
-427.0;261.0;1022.0;-336.0;-192.0;207.0;289.0;350.0;267.0;-83.0
-423.0;257.0;985.0;-397.0;-192.0;215.0;215.0;346.0;272.0;-82.0
-428.0;258.0;993.0;-436.0;-287.0;210.0;280.0;356.0;294.0;-98.0
-414.0;172.0;909.0;-814.0;-682.0;-236.0;688.0;-339.0;722.0;378.0
