InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameX
-21;-98;?;-378.0;65;?;-98
-21;-48;18;-375.0;68;605.0;-48
-21;?;18;-373.0;75;?;7
-21;23;18;-132.0;68;-180.0;23
-21;-16;18;-130.0;70;-178.0;-16
-21;?;?;-128.0;68;-176.0;-18
?;-33;18;-127.0;65;-173.0;-33
?;-31;18;-125.0;?;-168.0;?
-21;23;?;-125.0;64;-163.0;23
-21;23;?;-129.0;64;?;23
-21;15;18;-137.0;64;-136.0;15
-21;30;18;-147.0;65;-111.0;30
-21;33;18;-159.0;65;-75.0;33
-21;?;18;-172.0;63;-28.0;40
-21;-27;18;-187.0;66;33.0;-27
-21;-75;18;-202.0;71;111.0;-75
-21;1;18;-218.0;68;197.0;1
-21;-23;18;-231.0;67;286.0;?
-21;-32;18;?;68;374.0;-32
-21;?;?;-243.0;?;447.0;56
?;18;18;-240.0;?;513.0;18
-21;-22;18;-242.0;67;583.0;-22
-21;6;18;-250.0;67;635.0;6
-21;4;18;-264.0;68;668.0;4
-21;6;18;-280.0;65;684.0;?
-21;23;18;-296.0;71;697.0;23
-21;10;18;-314.0;71;?;10
-21;0;18;-334.0;66;694.0;0
-21;3;?;-354.0;69;683.0;3
-21;-2;18;?;65;675.0;-2
-21;25;18;-373.0;61;670.0;25
-21;37;18;-373.0;66;673.0;37
-21;-9;18;-372.0;63;680.0;-9
-21;-18;18;-373.0;63;681.0;-18
-21;?;18;?;69;676.0;23
-21;25;18;-373.0;68;669.0;25
-21;?;18;-371.0;67;657.0;2
-21;-24;?;-368.0;?;642.0;-24
-21;-22;18;-365.0;65;622.0;-22
-21;-3;18;-361.0;75;602.0;-3
-22;32;18;-73.0;69;-178.0;32
-22;44;18;-75.0;64;-175.0;44
-22;13;18;-75.0;64;-166.0;13
?;-11;18;-78.0;66;-153.0;-11
-22;0;18;-82.0;?;?;0
-22;-6;18;-88.0;69;-113.0;-6
-22;-18;18;-104.0;75;-86.0;?
-22;16;18;-126.0;65;-52.0;16
-22;27;18;-150.0;?;-10.0;27
-22;-6;18;-178.0;?;39.0;-6
-22;-10;18;-204.0;?;97.0;-10
-22;8;18;-220.0;70;166.0;8
-22;?;18;-234.0;62;242.0;24
-22;40;18;-251.0;67;322.0;40
-22;39;18;-270.0;79;409.0;39
?;28;18;-291.0;69;489.0;28
-22;1;18;-309.0;58;553.0;1
-21;-28;18;?;57;593.0;-28
-21;-23;18;-340.0;?;?;-23
?;?;18;-359.0;72;611.0;-35
-21;-86;18;-376.0;62;617.0;-86
-21;-60;18;-388.0;67;632.0;-60
-21;-11;18;-393.0;73;640.0;-11
-21;-50;18;-398.0;67;637.0;-50
-21;-51;?;-405.0;67;631.0;-51
?;-16;18;-410.0;70;629.0;-16
-21;-25;?;-410.0;71;628.0;-25
?;-16;18;-409.0;70;628.0;-16
-21;18;18;?;64;634.0;18
-21;27;18;?;62;640.0;27
?;7;18;-410.0;65;640.0;7
?;24;18;?;67;641.0;24
?;28;18;-413.0;69;644.0;28
?;?;18;-415.0;?;647.0;34
-21;37;18;-414.0;68;?;37
-21;-54;18;-413.0;71;640.0;?
-21;-64;18;-412.0;74;636.0;-64
-21;9;18;-62.0;62;-124.0;9
-21;-7;18;-59.0;63;-124.0;-7
-21;-33;18;-55.0;69;-123.0;-33
-21;-31;18;-53.0;65;-122.0;-31
-21;9;?;-49.0;69;-121.0;9
-21;44;18;-47.0;70;?;44
-21;22;18;-46.0;67;?;22
-21;-2;18;-47.0;?;-106.0;-2
-21;13;18;-52.0;68;-93.0;13
-21;11;18;-57.0;67;-75.0;11
-21;-12;18;-58.0;?;-52.0;-12
-21;?;18;-59.0;68;-23.0;-39
-21;-26;18;-59.0;70;15.0;-26
-21;7;18;-61.0;67;59.0;7
-21;-3;18;-61.0;68;107.0;-3
-21;-20;18;?;68;168.0;-20
-21;-14;18;-46.0;66;242.0;-14
-21;1;18;-29.0;67;321.0;1
-21;25;18;0.0;67;399.0;25
-21;59;18;34.0;70;474.0;59
-21;47;?;68.0;68;546.0;47
-21;3;18;104.0;68;607.0;?
-21;-1;18;143.0;77;659.0;?
-21;-3;18;182.0;71;708.0;-3
-21;11;18;218.0;63;746.0;11
-21;?;18;255.0;69;768.0;15
?;-21;18;294.0;68;791.0;-21
-21;-22;18;330.0;68;818.0;-22
-21;-13;18;?;69;837.0;-13
-21;1;18;385.0;67;841.0;1
-21;15;18;405.0;67;836.0;15
-21;23;18;?;65;832.0;23
?;20;18;442.0;62;828.0;20
-21;-16;18;463.0;65;825.0;-16
-21;?;18;488.0;70;825.0;-17
-21;-7;18;513.0;?;827.0;-7
-21;-12;?;535.0;71;830.0;-12
-21;-10;18;552.0;71;831.0;-10
-21;-10;18;565.0;71;828.0;-10
?;-9;18;576.0;72;821.0;-9
-21;-20;18;584.0;67;814.0;-20
-21;-8;18;591.0;67;807.0;-8
-21;16;18;595.0;68;?;16
-21;8;18;600.0;?;791.0;8
-21;0;18;604.0;66;783.0;0
?;0;18;607.0;?;776.0;0
-21;-1;18;609.0;?;?;-1
-21;5;18;610.0;68;765.0;5
?;7;18;611.0;67;760.0;7
-21;-26;18;611.0;67;757.0;?
-21;-42;18;611.0;62;754.0;-42
-21;7;?;611.0;59;754.0;7
?;29;18;611.0;61;755.0;29
-21;12;18;610.0;58;755.0;12
-21;29;18;610.0;74;?;29
-21;15;18;609.0;65;756.0;15
-21;-28;18;609.0;63;756.0;-28
-21;-53;?;608.0;79;756.0;-53
?;-122;18;608.0;?;756.0;-122
-21;-155;18;607.0;60;754.0;-155
-21;-316;19;607.0;-97;753.0;-316
-21;-574;19;?;-200;751.0;-574
-18;-613;21;608.0;-9;748.0;-613
-14;?;23;?;-128;745.0;-517
-10;-261;23;610.0;69;740.0;-261
-7;-79;23;612.0;203;734.0;-79
-4;-72;23;613.0;15;728.0;-72
-1;-25;23;614.0;?;722.0;-25
1;?;23;615.0;137;717.0;-52
2;-88;23;617.0;40;713.0;?
3;-67;23;618.0;85;711.0;-67
5;-66;23;620.0;54;710.0;-66
6;-81;23;?;35;710.0;-81
7;-130;24;622.0;57;711.0;-130
8;-193;?;?;52;711.0;?
9;-201;25;623.0;2;710.0;?
9;-139;25;623.0;25;708.0;-139
?;-116;25;622.0;9;706.0;-116
10;-108;25;621.0;-62;703.0;-108
10;-80;25;621.0;-5;700.0;-80
10;-51;?;621.0;49;?;-51
10;-49;26;622.0;-111;695.0;-49
10;-9;26;622.0;234;692.0;-9
?;-57;26;622.0;-209;?;-57
10;96;26;621.0;200;689.0;?
10;62;26;621.0;33;?;62
7;687;24;622.0;585;688.0;687
-7;1619;21;622.0;3617;?;?
-16;-1296;20;623.0;-3313;686.0;-1296
-14;-3192;23;623.0;-4861;686.0;-3192
-14;-932;?;623.0;2874;686.0;-932
-15;-225;23;623.0;372;685.0;-225
-16;-255;24;622.0;-564;?;-255
-16;-5;24;620.0;686;685.0;-5
0;-348;28;614.0;151;706.0;?
2;-282;28;614.0;88;706.0;-282
?;-188;29;615.0;34;705.0;-188
6;?;29;615.0;70;705.0;?
7;54;29;615.0;?;705.0;54
7;60;29;615.0;47;706.0;60
9;46;29;616.0;55;706.0;46
11;-141;29;616.0;50;706.0;-141
12;-162;30;617.0;37;706.0;-162
13;?;30;617.0;36;706.0;?
13;-166;30;617.0;31;705.0;-166
14;-152;31;616.0;22;705.0;-152
14;-351;?;616.0;53;704.0;-351
14;-415;31;615.0;52;702.0;-415
15;-116;32;614.0;25;699.0;-116
15;33;32;612.0;58;696.0;33
15;-31;32;?;10;693.0;-31
15;-63;32;?;-55;689.0;-63
15;-71;32;607.0;0;685.0;-71
14;-10;32;605.0;-6;?;-10
14;?;?;604.0;-36;677.0;46
14;-34;32;604.0;23;?;-34
?;193;32;602.0;70;670.0;193
?;4;32;600.0;52;667.0;4
13;-1;31;599.0;95;665.0;-1
14;290;31;599.0;486;664.0;290
3;-355;29;598.0;1113;663.0;?
-11;1655;29;598.0;1387;663.0;1655
-16;2890;31;599.0;?;665.0;2890
-17;637;30;599.0;802;667.0;637
-17;321;29;601.0;145;668.0;321
-17;226;29;?;52;670.0;226
-17;-148;29;602.0;130;672.0;-148
?;137;29;602.0;70;674.0;137
-18;-15;29;601.0;96;676.0;-15
-18;42;29;601.0;85;678.0;42
-18;?;29;604.0;86;681.0;44
-18;?;29;608.0;98;687.0;-47
-18;-75;29;612.0;96;?;-75
-18;-24;29;615.0;93;703.0;-24
-17;21;?;621.0;?;705.0;21
?;23;29;624.0;?;706.0;23
-17;43;29;625.0;87;705.0;43
?;15;29;626.0;81;707.0;15
-17;69;29;627.0;91;710.0;?
-17;68;29;628.0;?;713.0;68
-17;-22;29;629.0;92;711.0;-22
-17;?;29;629.0;88;708.0;-9
-18;-66;29;?;68;705.0;-66
-17;-257;29;624.0;34;704.0;-257
-17;?;29;622.0;-139;705.0;?
-15;-369;29;?;-152;705.0;-369
-14;-269;30;618.0;1;705.0;-269
-12;-270;30;616.0;-2;704.0;-270
?;-149;?;615.0;41;703.0;-149
?;-126;30;613.0;89;701.0;-126
-7;?;30;612.0;19;699.0;-73
-3;72;29;611.0;110;698.0;72
-1;52;29;611.0;215;698.0;?
1;-27;29;611.0;121;699.0;-27
3;-80;29;611.0;63;700.0;?
3;-74;29;611.0;81;700.0;-74
4;-59;29;611.0;?;699.0;?
5;-119;29;610.0;?;699.0;-119
6;-412;30;609.0;58;698.0;?
6;-551;30;608.0;47;?;-551
7;-168;31;607.0;33;698.0;-168
7;-72;31;607.0;-91;696.0;?
7;-65;31;607.0;161;?;-65
?;?;32;606.0;-72;694.0;-160
7;?;32;606.0;120;?;-21
7;-34;32;?;98;693.0;-34
7;-242;32;608.0;-411;692.0;-242
?;566;31;?;864;691.0;566
8;-535;32;609.0;-1053;690.0;-535
4;1200;31;609.0;?;?;1200
-13;?;26;610.0;2435;687.0;861
-33;-4202;24;609.0;?;685.0;-4202
-52;-303;29;607.0;-1453;682.0;-303
?;1986;31;605.0;2394;680.0;1986
-54;-654;30;603.0;-799;678.0;-654
-55;77;31;?;738;678.0;77
-54;-202;32;601.0;159;678.0;?
?;-93;31;602.0;80;698.0;-93
-53;-109;?;603.0;14;699.0;-109
-50;-196;30;604.0;6;699.0;-196
-47;-168;29;605.0;41;?;-168
-48;?;29;605.0;18;700.0;?
-42;-291;?;606.0;?;700.0;-291
-35;-316;27;606.0;97;700.0;-316
-33;-46;27;606.0;86;701.0;?
-27;96;26;607.0;318;701.0;96
-24;8;25;607.0;293;700.0;8
-25;-2;25;607.0;275;700.0;-2
?;-23;25;607.0;?;700.0;-23
-18;-68;24;607.0;170;700.0;-68
?;-45;24;?;220;700.0;-45
-15;-91;25;607.0;130;699.0;-91
-15;-124;25;607.0;-18;?;-124
-15;-63;25;607.0;82;697.0;-63
-14;-101;25;606.0;176;696.0;-101
?;-19;25;604.0;90;696.0;-19
-14;-131;?;603.0;176;695.0;?
-14;-53;25;601.0;128;694.0;-53
-14;88;25;600.0;131;?;88
-15;172;25;600.0;1245;?;172
-19;1164;24;599.0;2993;691.0;1164
-27;-205;23;600.0;3792;691.0;-205
-35;-1620;22;600.0;1828;690.0;-1620
-39;184;21;601.0;-545;691.0;184
-39;506;21;601.0;-192;691.0;?
-39;-154;20;602.0;190;?;-154
-39;-198;21;601.0;-4;692.0;-198
-39;-188;21;601.0;172;693.0;-188
-39;126;22;600.0;98;693.0;126
-39;267;21;?;104;696.0;267
-39;283;?;601.0;109;700.0;283
-39;205;?;605.0;85;703.0;205
-39;197;20;610.0;101;?;197
?;126;20;?;87;?;126
-39;-27;?;617.0;94;713.0;-27
-39;-10;20;621.0;93;715.0;-10
-39;-5;20;620.0;91;714.0;-5
-39;-5;20;618.0;108;715.0;-5
?;22;20;616.0;108;717.0;22
-39;3;20;615.0;102;718.0;3
-39;17;20;?;?;719.0;17
-39;41;20;614.0;93;718.0;41
?;19;20;?;106;?;19
-39;-2;20;612.0;97;718.0;-2
-39;6;20;611.0;89;719.0;6
-39;-7;20;611.0;95;719.0;-7
-39;7;20;610.0;90;?;7
-39;41;20;610.0;88;719.0;41
?;24;20;610.0;81;718.0;24
-39;24;20;610.0;83;?;24
-39;13;20;610.0;66;717.0;13
-39;36;20;611.0;78;716.0;36
-39;45;20;?;68;716.0;45
-39;-8;20;611.0;65;715.0;-8
-39;11;20;610.0;92;716.0;11
-39;-43;20;609.0;7;716.0;-43
-39;-127;?;607.0;109;716.0;-127
-39;-226;20;607.0;?;716.0;-226
-36;-399;20;605.0;-347;?;-399
-30;-385;20;604.0;18;716.0;-385
-25;-218;20;604.0;151;?;-218
-19;-98;?;?;93;716.0;-98
-15;-64;20;604.0;137;716.0;-64
-13;-68;20;604.0;93;716.0;-68
-8;-150;20;605.0;132;716.0;-150
-5;-254;20;606.0;96;718.0;?
-4;-158;20;?;42;718.0;-158
-1;-98;20;608.0;96;718.0;-98
-1;-38;20;608.0;?;718.0;?
0;-107;20;609.0;120;?;-107
?;13;20;609.0;71;718.0;13
1;158;21;610.0;292;717.0;158
2;?;20;609.0;?;716.0;?
?;1298;18;609.0;1467;714.0;1298
-24;-215;17;609.0;2085;713.0;-215
-23;-1683;16;608.0;1657;713.0;-1683
?;85;15;607.0;-678;712.0;85
-26;182;14;607.0;-239;712.0;182
-26;-348;15;607.0;274;712.0;-348
-27;-108;15;607.0;-106;711.0;-108
-26;-165;?;?;171;711.0;-165
-27;95;16;609.0;?;711.0;95
-26;144;16;610.0;73;711.0;144
-26;94;16;612.0;83;714.0;94
-26;47;16;616.0;41;717.0;47
-26;-11;16;624.0;75;719.0;-11
-26;8;?;627.0;58;723.0;8
-26;24;16;630.0;67;725.0;24
-26;?;16;631.0;65;724.0;32
?;-1;16;?;?;?;-1
?;-20;16;627.0;73;722.0;-20
-26;14;16;624.0;67;722.0;14
-26;49;16;622.0;65;722.0;49
-26;37;16;620.0;66;720.0;37
-26;11;16;619.0;64;717.0;11
-26;10;?;618.0;69;713.0;10
-26;11;16;617.0;71;711.0;11
-26;12;16;617.0;71;710.0;12
-26;7;16;616.0;69;710.0;7
-26;?;16;617.0;67;712.0;-12
?;-11;16;616.0;72;713.0;-11
-26;1;16;615.0;63;714.0;1
?;?;16;?;61;715.0;-8
-26;-9;16;613.0;?;715.0;-9
-26;-14;16;?;63;714.0;-14
-26;-7;?;612.0;64;714.0;?
-26;?;16;612.0;57;714.0;28
-26;?;16;612.0;65;713.0;19
-26;13;16;611.0;68;?;13
-26;45;16;611.0;58;713.0;45
-26;31;16;611.0;?;714.0;31
-26;0;16;611.0;66;715.0;0
-26;?;16;611.0;65;716.0;0
-26;5;16;611.0;65;716.0;5
?;19;16;611.0;63;716.0;19
-26;-6;16;611.0;64;716.0;-6
-26;-15;?;611.0;?;716.0;-15
-26;-1;16;611.0;64;716.0;-1
-26;-29;16;611.0;62;716.0;-29
-26;2;16;610.0;63;716.0;?
-26;26;16;610.0;65;716.0;26
-26;5;16;610.0;68;716.0;5
-26;9;16;609.0;64;716.0;9
-26;-30;16;608.0;61;717.0;-30
-26;?;16;607.0;67;717.0;-40
-26;9;16;607.0;64;717.0;9
-26;?;?;606.0;62;717.0;-16
-26;-38;16;606.0;69;716.0;-38
-26;-7;16;606.0;69;717.0;?
-26;?;16;606.0;65;717.0;?
-26;17;16;606.0;70;?;17
-26;55;16;606.0;69;718.0;55
-26;33;?;607.0;62;719.0;33
-27;22;16;607.0;62;719.0;22
-27;29;16;607.0;?;720.0;29
-27;2;16;607.0;60;720.0;2
-27;-28;16;607.0;64;720.0;-28
-27;-25;16;607.0;68;721.0;-25
-27;-22;16;607.0;63;721.0;?
?;-52;16;607.0;62;722.0;-52
-27;-43;16;606.0;67;?;-43
-27;26;16;606.0;67;?;26
-27;28;16;606.0;66;723.0;28
-27;-38;16;604.0;69;?;-38
-27;-71;16;603.0;65;723.0;-71
-27;-68;16;602.0;61;723.0;-68
-27;-49;16;602.0;63;723.0;-49
-27;-49;16;603.0;63;723.0;-49
?;-46;16;603.0;64;723.0;-46
-27;?;16;605.0;68;723.0;-1
-27;-40;16;607.0;72;723.0;-40
-27;-32;16;610.0;69;?;-32
-27;29;?;612.0;66;726.0;29
-27;-32;16;?;71;729.0;?
-27;-23;16;612.0;?;732.0;?
-27;-17;16;611.0;68;?;-17
-27;-44;16;609.0;69;735.0;-44
-27;-13;16;608.0;63;737.0;-13
-27;1;16;?;65;737.0;1
-27;20;16;606.0;?;737.0;20
-27;-13;16;606.0;70;736.0;-13
-27;-38;16;606.0;?;734.0;-38
-27;-4;16;606.0;68;732.0;-4
-27;25;?;607.0;69;731.0;25
-27;30;16;607.0;70;730.0;30
-27;19;16;607.0;67;729.0;19
-27;32;?;?;68;729.0;32
-27;11;16;606.0;70;?;?
-27;?;16;606.0;69;729.0;-11
-27;18;16;605.0;67;730.0;18
?;42;16;605.0;64;731.0;42
-27;46;16;604.0;70;731.0;46
-27;9;16;604.0;74;731.0;9
-27;-18;16;?;73;731.0;-18
-27;-5;16;602.0;67;730.0;-5
-27;-11;16;601.0;64;729.0;-11
?;-1;16;600.0;67;728.0;-1
-26;37;16;600.0;69;726.0;37
-26;30;16;599.0;75;724.0;30
-26;-13;?;598.0;?;722.0;-13
-26;-33;16;598.0;?;721.0;-33
-26;-28;16;597.0;69;721.0;-28
?;-2;16;597.0;70;722.0;?
?;21;16;596.0;?;723.0;21
-26;?;16;596.0;68;?;8
-26;-2;16;595.0;70;727.0;-2
-26;2;16;594.0;70;729.0;2
-26;23;16;594.0;69;730.0;23
-26;15;16;592.0;64;730.0;15
-26;-33;16;591.0;66;731.0;?
-26;?;16;?;70;730.0;14
-26;36;16;589.0;71;729.0;36
-26;8;16;589.0;69;727.0;8
-26;31;16;589.0;67;725.0;31
-26;15;16;590.0;70;723.0;15
-26;1;16;591.0;?;721.0;1
?;-4;16;591.0;72;720.0;-4
?;-11;16;?;68;720.0;-11
-26;-13;16;590.0;71;720.0;-13
-26;-19;16;590.0;73;720.0;-19
-26;-1;16;589.0;68;?;-1
-26;-14;?;589.0;70;721.0;-14
?;-18;16;589.0;67;720.0;-18
-26;-6;16;588.0;66;719.0;-6
-26;?;16;588.0;70;?;4
-26;10;16;589.0;65;719.0;10
-26;7;16;589.0;66;720.0;7
-26;37;16;590.0;75;722.0;?
-26;25;16;?;73;723.0;25
-26;14;16;591.0;72;724.0;14
-26;31;16;592.0;?;725.0;31
-26;?;16;593.0;66;726.0;?
-26;3;16;594.0;68;727.0;3
-26;-15;16;593.0;70;728.0;-15
-26;?;16;593.0;67;728.0;?
-26;1;16;592.0;68;728.0;1
?;3;16;592.0;72;727.0;3
-26;10;16;592.0;74;?;?
-26;?;16;592.0;74;?;?
-26;-2;16;592.0;72;727.0;-2
-26;13;?;592.0;67;727.0;13
-26;-6;16;592.0;65;727.0;-6
-26;-24;16;592.0;66;728.0;-24
-26;-22;16;592.0;66;729.0;-22
-26;33;?;593.0;68;730.0;33
-26;19;16;593.0;67;?;19
-26;-25;16;593.0;68;731.0;-25
-26;3;16;594.0;70;730.0;3
-26;20;16;594.0;68;730.0;20
-26;20;16;594.0;?;729.0;20
-26;19;16;594.0;66;?;19
-26;-15;?;593.0;67;729.0;-15
-26;-8;16;593.0;69;728.0;-8
?;11;16;593.0;68;727.0;11
-26;-11;16;592.0;70;727.0;-11
-26;?;16;591.0;68;726.0;-20
-26;-24;16;591.0;66;726.0;-24
-26;?;16;590.0;73;726.0;-5
-26;-5;16;?;69;725.0;-5
-26;-4;?;588.0;61;725.0;-4
-26;21;16;587.0;65;725.0;21
-26;12;16;587.0;66;725.0;?
?;2;16;588.0;68;724.0;2
-26;?;16;590.0;69;725.0;-43
?;-30;16;592.0;65;725.0;-30
-26;12;16;595.0;66;?;12
-26;-22;16;597.0;68;725.0;-22
?;-23;16;599.0;66;?;-23
-26;-20;16;600.0;71;725.0;-20
-26;-16;16;601.0;69;726.0;-16
-26;-29;16;?;70;725.0;-29
-26;-9;16;601.0;74;724.0;-9
-26;20;16;600.0;67;723.0;20
-26;-52;16;599.0;69;722.0;-52
-26;-20;16;598.0;76;721.0;-20
-26;51;16;598.0;72;719.0;?
-26;11;16;?;66;718.0;11
?;5;16;598.0;70;717.0;5
-26;31;?;598.0;75;717.0;31
-26;24;16;598.0;74;?;?
-26;18;16;599.0;74;?;18
-26;23;16;599.0;?;718.0;23
-26;22;16;600.0;73;718.0;22
-26;46;?;598.0;69;719.0;46
-26;43;16;596.0;70;720.0;43
-26;-22;16;593.0;72;721.0;-22
-26;-5;16;590.0;70;722.0;-5
-26;?;16;589.0;71;723.0;?
-26;31;16;588.0;66;723.0;31
-26;-10;16;?;64;722.0;-10
-26;9;16;589.0;74;?;9
?;6;16;590.0;73;719.0;6
-26;-5;16;591.0;66;717.0;-5
-26;8;16;592.0;67;715.0;8
-26;5;16;592.0;80;714.0;5
-26;-23;16;592.0;77;715.0;-23
-26;-6;?;592.0;61;715.0;-6
-26;49;16;592.0;76;716.0;49
-26;18;16;592.0;79;718.0;18
-27;-15;16;591.0;71;720.0;-15
-27;20;16;591.0;80;722.0;20
-27;19;16;591.0;77;724.0;19
-27;-7;16;591.0;71;726.0;-7
-27;0;16;590.0;70;728.0;0
-27;22;16;590.0;68;729.0;22
-27;-9;16;590.0;69;730.0;-9
-27;-11;16;591.0;76;729.0;-11
-27;32;16;593.0;77;728.0;32
-27;15;16;595.0;72;727.0;15
-27;8;16;596.0;74;727.0;8
-27;2;16;597.0;71;?;2
-27;?;16;597.0;64;728.0;-31
-27;-11;16;597.0;67;728.0;-11
-27;0;16;596.0;72;728.0;0
-27;-22;16;594.0;74;726.0;-22
?;17;?;?;76;725.0;17
-27;?;16;591.0;71;724.0;35
-27;32;16;590.0;?;723.0;32
-27;-1;16;589.0;73;722.0;-1
-27;-40;16;588.0;73;724.0;-40
-27;-1;16;589.0;71;724.0;-1
-27;-39;16;590.0;67;725.0;-39
-27;-53;16;591.0;70;?;-53
-27;-9;16;592.0;73;726.0;-9
-27;-10;16;593.0;70;727.0;-10
-27;0;16;594.0;71;?;0
-27;?;16;594.0;70;728.0;-3
-27;30;16;595.0;68;728.0;30
-27;27;?;594.0;71;729.0;27
