InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
1;-5;-110.0;-320;-41;-3;6.0;41;-199.0;-20.0;-5;-140.0
-4;-24;-14.0;-271;-52;-5;-34.0;52;-429.0;95.0;-24;10.0
0;-9;-28.0;-274;-21;-6;-40.0;21;-430.0;90.0;-9;10.0
2;15;19.0;-314;-10;3;31.0;10;-257.0;-28.0;15;59.0
3;-5;1.0;-317;34;0;-49.0;-34;-217.0;-46.0;-5;15.0
2;16;17.0;-268;6;1;-7.0;-6;-404.0;88.0;16;-17.0
-2;44;-7.0;-253;56;0;-53.0;-56;-338.0;-117.0;44;34.0
3;15;8.0;-247;-12;-4;-32.0;12;-292.0;-97.0;15;-30.0
5;-86;23.0;-229;10;-46;-43.0;-10;-302.0;-99.0;-86;-45.0
2;3;50.0;-274;6;-3;-3.0;-6;-416.0;84.0;3;3.0
-2;34;-56.0;-270;12;-3;-37.0;-12;-499.0;80.0;34;2.0
-5;-15;36.0;-267;-19;2;-25.0;19;-489.0;90.0;-15;3.0
-1;-5;64.0;-269;7;-1;25.0;-7;-465.0;100.0;-5;13.0
-1;-22;75.0;-266;18;3;116.0;-18;-368.0;80.0;-22;-5.0
-2;-34;63.0;-268;-5;0;-44.0;5;-404.0;93.0;-34;128.0
2;5;38.0;-315;-13;3;7.0;13;-199.0;-13.0;5;56.0
4;-9;-95.0;-321;-21;-4;104.0;21;-187.0;-1.0;-9;-118.0
6;19;-47.0;-324;31;-9;120.0;-31;-217.0;-8.0;19;6.0
1;40;-90.0;-264;-35;3;-3.0;35;-375.0;81.0;40;94.0
-5;38;-31.0;-265;9;-4;-41.0;-9;-415.0;54.0;38;-78.0
-4;7;-70.0;-310;97;0;12.0;-97;-348.0;-43.0;7;57.0
-4;-8;33.0;-267;27;-5;-45.0;-27;-420.0;5.0;-8;-50.0
-1;-1;33.0;-316;-22;-1;-112.0;22;-287.0;-5.0;-1;416.0
-1;23;18.0;-263;27;-4;8.0;-27;-417.0;12.0;23;141.0
-1;-7;-137.0;-319;-12;-1;-139.0;12;-300.0;-37.0;-7;95.0
-3;12;-26.0;-320;-24;-1;-40.0;24;-132.0;-26.0;12;64.0
-3;-30;-5.0;-323;18;-3;-47.0;-18;-124.0;-28.0;-30;-90.0
-5;0;42.0;-261;20;1;51.0;-20;-412.0;10.0;0;32.0
-5;17;60.0;-262;20;1;93.0;-20;-429.0;0.0;17;-26.0
-3;2;67.0;-266;70;-5;53.0;-70;-437.0;0.0;2;-85.0
-7;-7;62.0;-255;-63;8;-39.0;63;-396.0;13.0;-7;-13.0
-6;-11;-27.0;-257;8;2;-87.0;-8;-415.0;26.0;-11;76.0
0;4;105.0;-271;10;-17;64.0;-10;-441.0;-13.0;4;38.0
8;31;72.0;-242;10;13;46.0;-10;-434.0;-25.0;31;31.0
4;-20;-6.0;-254;12;-2;19.0;-12;-430.0;-4.0;-20;75.0
0;17;-4.0;-258;4;-5;31.0;-4;-425.0;-18.0;17;33.0
-3;-4;43.0;-258;-7;-5;47.0;7;-424.0;-18.0;-4;27.0
1;-6;98.0;-259;-39;-7;69.0;39;-424.0;-25.0;-6;-28.0
1;7;128.0;-257;3;-5;107.0;-3;-402.0;8.0;7;-19.0
1;5;91.0;-256;1;-4;74.0;-1;-421.0;50.0;5;-100.0
4;21;2.0;-259;22;-1;-40.0;-22;-371.0;15.0;21;-62.0
-1;30;-69.0;-266;16;-7;-117.0;-16;-382.0;39.0;30;41.0
-1;-6;-56.0;-263;31;-4;-94.0;-31;-395.0;30.0;-6;5.0
3;-19;-34.0;-263;4;-2;-44.0;-4;-404.0;49.0;-19;-2.0
1;-2;-54.0;-264;-3;-2;-43.0;3;-406.0;24.0;-2;34.0
0;26;-96.0;-260;-38;2;-80.0;38;-403.0;92.0;26;55.0
4;-23;-94.0;-262;10;-2;-103.0;-10;-404.0;61.0;-23;36.0
72;92;-70.0;-229;-31;43;27.0;31;-376.0;-91.0;92;-50.0
41;37;-48.0;-233;21;-1;59.0;-21;-382.0;-115.0;37;-92.0
1;12;-13.0;-261;36;0;-2.0;-36;-412.0;111.0;12;21.0
-3;30;72.0;-259;-31;2;58.0;31;-389.0;91.0;30;12.0
-4;46;54.0;-317;-62;14;145.0;62;-411.0;-26.0;46;94.0
-3;35;12.0;-260;-12;0;0.0;12;-402.0;104.0;35;-34.0
-2;53;8.0;-258;21;0;-22.0;-21;-407.0;105.0;53;-73.0
6;20;56.0;-256;23;2;-10.0;-23;-395.0;100.0;20;45.0
7;13;41.0;-265;61;-8;2.0;-61;-397.0;100.0;13;47.0
4;-22;38.0;-330;-22;1;-53.0;22;-128.0;-26.0;-22;12.0
6;-34;27.0;-334;-37;-6;-11.0;37;-209.0;-7.0;-34;44.0
3;-31;3.0;-333;8;-8;-7.0;-8;-199.0;-29.0;-31;-6.0
-1;23;76.0;-258;22;2;61.0;-22;-389.0;98.0;23;-3.0
26;-6;213.0;-239;-8;51;161.0;8;-372.0;-49.0;-6;-70.0
4;-16;62.0;-234;-14;5;56.0;14;-365.0;-139.0;-16;-18.0
1;-6;-22.0;-234;-5;2;-11.0;5;-372.0;-142.0;-6;-50.0
3;9;2.0;-231;-12;3;45.0;12;-368.0;-150.0;9;-27.0
4;29;78.0;-232;13;9;67.0;-13;-355.0;-137.0;29;-43.0
-3;-36;127.0;-236;37;-4;16.0;-37;-366.0;-160.0;-36;65.0
-6;-2;35.0;-238;38;-6;-47.0;-38;-378.0;-113.0;-2;14.0
-1;-13;-2.0;-234;26;0;-42.0;-26;-355.0;-155.0;-13;24.0
3;19;4.0;-234;6;-2;28.0;-6;-352.0;-96.0;19;48.0
0;-2;48.0;-237;60;7;46.0;-60;-357.0;-134.0;-2;-71.0
-6;10;83.0;-244;12;3;67.0;-12;-350.0;-119.0;10;-72.0
-6;-36;81.0;-247;14;-4;-39.0;-14;-304.0;-114.0;-36;1.0
-2;-22;199.0;-268;-9;-5;-187.0;9;-370.0;-78.0;-22;206.0
-1;-14;-189.0;-244;5;0;-11.0;-5;-359.0;-60.0;-14;76.0
-2;40;133.0;-247;19;0;143.0;-19;-337.0;-38.0;40;-23.0
-4;1;185.0;-251;68;-9;118.0;-68;-341.0;1.0;1;52.0
-1;7;178.0;-247;87;-1;80.0;-87;-357.0;3.0;7;41.0
0;-36;-27.0;-245;15;6;67.0;-15;-299.0;-19.0;-36;-92.0
-2;-26;-25.0;-249;-9;-3;55.0;9;-275.0;-8.0;-26;-73.0
0;-4;49.0;-247;-44;0;81.0;44;-282.0;3.0;-4;-13.0
-1;-16;70.0;-244;-23;2;72.0;23;-292.0;7.0;-16;-27.0
1;54;122.0;-250;-23;-1;84.0;23;-265.0;34.0;54;-19.0
8;18;-4.0;-240;-32;-12;36.0;32;-245.0;12.0;18;43.0
3;1;15.0;-243;40;-3;54.0;-40;-232.0;-14.0;1;-20.0
4;3;54.0;-257;3;2;52.0;-3;-377.0;108.0;3;4.0
-1;1;-196.0;-248;32;-2;-55.0;-32;-203.0;4.0;1;-21.0
1;4;260.0;-246;-12;-2;58.0;12;-323.0;0.0;4;106.0
1;6;152.0;-244;18;-1;63.0;-18;-237.0;-20.0;6;53.0
0;10;73.0;-245;-23;-4;32.0;23;-225.0;11.0;10;42.0
-9;-29;27.0;-255;-36;0;-7.0;36;-283.0;-1.0;-29;18.0
-7;38;-129.0;-252;38;6;-56.0;-38;-263.0;-19.0;38;-31.0
-2;15;-168.0;-250;12;-6;-81.0;-12;-250.0;-16.0;15;-51.0
-7;15;-58.0;-255;-26;-11;-59.0;26;-252.0;-19.0;15;-28.0
2;4;-26.0;-245;12;1;-39.0;-12;-223.0;3.0;4;-37.0
-1;47;-101.0;-247;30;12;-83.0;-30;-306.0;8.0;47;185.0
3;29;-45.0;-248;29;-4;-107.0;-29;-301.0;-28.0;29;37.0
2;-4;-104.0;-246;57;2;-30.0;-57;-274.0;-30.0;-4;-77.0
-2;20;-41.0;-256;13;3;-43.0;-13;-386.0;114.0;20;-37.0
-7;-2;26.0;-253;-35;10;17.0;35;-382.0;114.0;-2;33.0
-5;16;-41.0;-254;4;-4;3.0;-4;-226.0;5.0;16;34.0
-9;-21;-77.0;-256;22;2;-22.0;-22;-288.0;17.0;-21;140.0
1;11;-90.0;-249;7;3;-61.0;-7;-300.0;8.0;11;110.0
-6;6;-11.0;-255;48;-5;-24.0;-48;-264.0;-7.0;6;55.0
7;-8;77.0;-241;-55;-2;36.0;55;-248.0;20.0;-8;7.0
2;-18;164.0;-243;-3;9;18.0;3;-280.0;-16.0;-18;53.0
6;-66;124.0;-240;44;4;-54.0;-44;-319.0;-10.0;-66;115.0
10;1;-174.0;-239;3;-3;-102.0;-3;-255.0;20.0;1;117.0
-9;-10;-174.0;-256;-53;0;-32.0;53;-304.0;13.0;-10;84.0
1;16;-104.0;-249;-12;-3;-9.0;12;-294.0;10.0;16;-108.0
3;10;102.0;-274;-36;-5;188.0;36;-349.0;91.0;10;-115.0
-7;-18;5.0;-257;-37;-4;-31.0;37;-272.0;-16.0;-18;70.0
-9;27;-9.0;-258;-91;-2;-9.0;91;-282.0;40.0;27;22.0
-3;32;-13.0;-244;-13;4;23.0;13;-289.0;-5.0;32;-13.0
-5;-21;47.0;-253;-3;-4;-8.0;3;-288.0;22.0;-21;-26.0
-1;-14;17.0;-248;-25;-3;3.0;25;-279.0;17.0;-14;-25.0
-6;-18;-22.0;-253;10;3;-6.0;-10;-275.0;2.0;-18;17.0
3;-17;56.0;-243;3;3;0.0;-3;-260.0;1.0;-17;-52.0
0;-17;71.0;-248;2;-4;81.0;-2;-276.0;-18.0;-17;4.0
-3;16;50.0;-252;-14;-5;22.0;14;-240.0;-27.0;16;146.0
2;-11;-34.0;-245;-20;-3;-25.0;20;-298.0;-11.0;-11;-9.0
1;-4;60.0;-245;7;2;44.0;-7;-275.0;-21.0;-4;-23.0
2;-4;82.0;-244;9;1;63.0;-9;-255.0;-20.0;-4;29.0
-12;-57;142.0;-257;-15;0;-12.0;15;-251.0;-13.0;-57;43.0
6;17;125.0;-238;-5;7;91.0;5;-309.0;-6.0;17;-33.0
13;20;23.0;-235;14;7;-117.0;-14;-227.0;-21.0;20;187.0
5;9;-11.0;-241;-24;7;-76.0;24;-299.0;17.0;9;-43.0
-2;-16;71.0;-254;-58;7;26.0;58;-366.0;108.0;-16;19.0
1;-3;107.0;-259;-3;4;92.0;3;-397.0;100.0;-3;-24.0
0;33;146.0;-260;5;3;95.0;-5;-384.0;102.0;33;-19.0
1;-22;75.0;-258;-17;5;10.0;17;-414.0;105.0;-22;39.0
-6;19;-6.0;-255;-14;3;-12.0;14;-346.0;-27.0;19;-179.0
-6;13;80.0;-261;6;0;-43.0;-6;-255.0;20.0;13;70.0
0;13;-45.0;-262;9;1;-21.0;-9;-413.0;110.0;13;47.0
0;38;-64.0;-260;-11;3;-46.0;11;-391.0;110.0;38;28.0
6;-11;-205.0;-278;33;-5;-101.0;-33;-414.0;120.0;-11;81.0
1;-23;-54.0;-251;-6;0;-107.0;6;-245.0;1.0;-23;122.0
-2;-42;-45.0;-260;-16;0;-67.0;16;-415.0;105.0;-42;-1.0
-4;6;-38.0;-256;14;-3;-47.0;-14;-325.0;-14.0;6;32.0
-6;-6;150.0;-256;-20;3;67.0;20;-313.0;-5.0;-6;-39.0
-6;-6;56.0;-257;7;-2;10.0;-7;-292.0;-13.0;-6;24.0
-1;-1;-85.0;-254;2;-5;-15.0;-2;-280.0;-11.0;-1;8.0
3;-23;4.0;-251;16;-3;-4.0;-16;-292.0;1.0;-23;14.0
-1;12;13.0;-252;-1;2;12.0;1;-290.0;11.0;12;31.0
3;-14;48.0;-248;-44;3;40.0;44;-292.0;-1.0;-14;16.0
3;-19;75.0;-248;-7;5;21.0;7;-302.0;0.0;-19;-16.0
1;-1;45.0;-253;-20;-1;9.0;20;-299.0;-10.0;-1;-10.0
-6;-8;-20.0;-260;57;-4;21.0;-57;-294.0;-23.0;-8;-67.0
5;10;-1.0;-250;-12;1;22.0;12;-274.0;-16.0;10;-52.0
3;7;-24.0;-250;16;3;-10.0;-16;-274.0;-3.0;7;-44.0
4;-2;-19.0;-249;-39;6;6.0;39;-282.0;2.0;-2;-11.0
-2;-35;5.0;-257;-14;2;50.0;14;-298.0;0.0;-35;17.0
0;7;-56.0;-255;22;-4;-32.0;-22;-291.0;-3.0;7;-38.0
-5;-15;-47.0;-258;-41;-2;50.0;41;-278.0;9.0;-15;16.0
-13;25;14.0;-264;40;1;-10.0;-40;-361.0;-1.0;25;-19.0
-6;-7;32.0;-259;18;1;37.0;-18;-279.0;-1.0;-7;-30.0
7;16;32.0;-254;47;-4;101.0;-47;-294.0;-27.0;16;-61.0
3;7;72.0;-252;-19;6;85.0;19;-264.0;-31.0;7;-46.0
0;6;93.0;-256;16;2;8.0;-16;-288.0;-11.0;6;39.0
-2;-7;-41.0;-259;5;-5;-29.0;-5;-313.0;-11.0;-7;121.0
1;13;-79.0;-251;5;-4;-73.0;-5;-307.0;11.0;13;34.0
-4;-3;147.0;-253;6;2;44.0;-6;-303.0;19.0;-3;-63.0
0;1;39.0;-249;-27;2;32.0;27;-304.0;20.0;1;44.0
5;33;15.0;-244;15;5;31.0;-15;-308.0;15.0;33;40.0
4;-6;10.0;-249;-12;-5;-11.0;12;-296.0;6.0;-6;16.0
7;6;-20.0;-245;0;-1;-48.0;0;-310.0;-19.0;6;40.0
4;3;-11.0;-249;-2;-2;-39.0;2;-311.0;-20.0;3;12.0
-2;34;78.0;-253;-32;-1;-28.0;32;-302.0;-10.0;34;32.0
4;-5;61.0;-246;-43;2;-2.0;43;-312.0;-11.0;-5;74.0
-6;-15;9.0;-251;-17;1;-3.0;17;-319.0;-18.0;-15;101.0
5;0;56.0;-241;6;4;14.0;-6;-312.0;0.0;0;89.0
-2;-5;3.0;-248;-22;-2;-46.0;22;-303.0;4.0;-5;86.0
-4;7;65.0;-252;-22;0;-93.0;22;-311.0;0.0;7;104.0
-10;52;41.0;-263;16;-10;-51.0;-16;-329.0;-13.0;52;-14.0
2;7;52.0;-250;55;-7;-5.0;-55;-320.0;-12.0;7;64.0
7;23;52.0;-243;0;1;5.0;0;-321.0;-11.0;23;95.0
3;35;105.0;-244;24;2;-4.0;-24;-313.0;-5.0;35;64.0
1;-5;84.0;-247;23;2;30.0;-23;-359.0;3.0;-5;37.0
-1;8;-4.0;-248;-23;-3;45.0;23;-311.0;-35.0;8;-56.0
-2;-13;13.0;-253;53;-7;-11.0;-53;-315.0;-11.0;-13;-27.0
0;-7;-60.0;-251;22;-7;-30.0;-22;-311.0;-48.0;-7;33.0
1;-4;-4.0;-251;-35;-6;-40.0;35;-312.0;-31.0;-4;86.0
1;-28;114.0;-247;-8;2;66.0;8;-369.0;-13.0;-28;58.0
-7;-70;10.0;-257;34;0;14.0;-34;-350.0;-20.0;-70;-21.0
1;-4;-64.0;-256;-24;-3;-115.0;24;-301.0;-22.0;-4;35.0
0;-27;41.0;-258;21;3;-28.0;-21;-416.0;105.0;-27;49.0
-21;9;-90.0;-308;-58;-23;-77.0;58;-428.0;-138.0;9;-6.0
-3;-45;18.0;-327;18;0;-49.0;-18;-207.0;-39.0;-45;-2.0
1;-32;-1.0;-322;18;4;-34.0;-18;-199.0;-20.0;-32;5.0
6;6;39.0;-327;3;1;-13.0;-3;-197.0;-13.0;6;-40.0
4;13;16.0;-330;30;-2;-33.0;-30;-180.0;-4.0;13;34.0
6;-41;-4.0;-325;8;3;-23.0;-8;-195.0;-18.0;-41;53.0
1;20;28.0;-326;21;2;10.0;-21;-206.0;-26.0;20;-96.0
5;-7;-6.0;-330;1;-4;62.0;-1;-194.0;-20.0;-7;-63.0
3;-8;-46.0;-324;12;0;70.0;-12;-190.0;-10.0;-8;-162.0
2;-11;7.0;-256;4;4;-7.0;-4;-419.0;98.0;-11;80.0
1;0;51.0;-261;4;-2;14.0;-4;-400.0;78.0;0;62.0
0;-31;49.0;-259;9;3;36.0;-9;-400.0;98.0;-31;62.0
-7;16;31.0;-314;14;5;5.0;-14;-243.0;-20.0;16;90.0
1;35;88.0;-315;9;5;43.0;-9;-311.0;-21.0;35;96.0
0;8;70.0;-322;18;-3;53.0;-18;-290.0;-30.0;8;61.0
1;-24;-16.0;-319;75;1;14.0;-75;-236.0;-19.0;-24;44.0
2;4;73.0;-323;35;-1;-53.0;-35;-187.0;-17.0;4;-45.0
2;-11;47.0;-317;18;3;-52.0;-18;-170.0;-40.0;-11;-41.0
5;-5;76.0;-318;8;2;-143.0;-8;-198.0;-26.0;-5;-126.0
-1;35;19.0;-264;-21;-3;1.0;21;-389.0;90.0;35;-33.0
-2;18;-11.0;-257;5;4;-8.0;-5;-401.0;101.0;18;-11.0
6;29;-16.0;-264;-12;-7;4.0;12;-406.0;94.0;29;-57.0
5;-3;-39.0;-321;6;-3;-10.0;-6;-150.0;-37.0;-3;31.0
1;-8;-24.0;-314;-37;4;11.0;37;-227.0;-11.0;-8;74.0
2;-17;12.0;-312;-29;4;60.0;29;-211.0;-13.0;-17;68.0
6;-16;161.0;-317;10;1;68.0;-10;-195.0;-30.0;-16;65.0
3;-10;25.0;-326;56;-4;26.0;-56;-164.0;-20.0;-10;22.0
8;-8;-7.0;-318;-51;7;1.0;51;-143.0;-32.0;-8;74.0
0;-9;9.0;-270;27;-6;18.0;-27;-409.0;80.0;-9;8.0
4;-11;34.0;-278;8;-13;-2.0;-8;-421.0;80.0;-11;-25.0
-1;-4;-17.0;-320;-1;4;16.0;1;-149.0;-37.0;-4;10.0
0;-25;-19.0;-317;2;5;54.0;-2;-135.0;-30.0;-25;-106.0
1;-6;98.0;-322;-23;-1;137.0;23;-239.0;-12.0;-6;-1.0
2;-22;103.0;-322;-25;2;126.0;25;-246.0;-23.0;-22;105.0
5;-39;37.0;-328;2;-3;88.0;-2;-158.0;-39.0;-39;138.0
-4;-10;88.0;-270;-11;-3;78.0;11;-417.0;99.0;-10;11.0
2;6;-111.0;-321;11;-1;-120.0;-11;-187.0;-17.0;6;-102.0
0;4;-11.0;-321;-14;1;-29.0;14;-180.0;-22.0;4;111.0
-2;-14;164.0;-324;-2;-4;-37.0;2;-193.0;-28.0;-14;139.0
-3;-10;90.0;-322;29;0;-49.0;-29;-199.0;-26.0;-10;-58.0
5;10;37.0;-210;-28;36;-13.0;28;-369.0;118.0;10;67.0
2;122;186.0;-239;437;-5;251.0;-437;-311.0;-237.0;122;55.0
10;41;21.0;-333;-73;-5;9.0;73;-252.0;12.0;41;38.0
8;17;16.0;-333;-19;-3;-26.0;19;-159.0;1.0;17;34.0
3;47;9.0;-337;6;-4;-21.0;-6;-122.0;2.0;47;-6.0
-5;-22;-237.0;-296;-1;5;-155.0;1;-324.0;-94.0;-22;-13.0
-2;-33;-68.0;-301;-5;0;-94.0;5;-362.0;-70.0;-33;103.0
-27;-67;-41.0;-307;33;23;-52.0;-33;-381.0;-5.0;-67;8.0
-2;-40;18.0;-332;-40;-4;-7.0;40;-348.0;-16.0;-40;-15.0
2;-27;1.0;-330;18;-4;1.0;-18;-231.0;-9.0;-27;83.0
2;-6;6.0;-329;-49;-2;9.0;49;-230.0;-17.0;-6;76.0
-4;-23;8.0;-325;18;0;-35.0;-18;-208.0;-40.0;-23;37.0
-1;40;-22.0;-327;-5;-2;-30.0;5;-220.0;-18.0;40;41.0
5;23;-31.0;-327;-16;-2;-36.0;16;-234.0;-10.0;23;23.0
-2;-13;-20.0;-326;11;-1;-58.0;-11;-201.0;-22.0;-13;24.0
3;2;-16.0;-326;23;-1;1.0;-23;-214.0;-40.0;2;31.0
-1;0;0.0;-321;12;2;18.0;-12;-212.0;-22.0;0;21.0
5;-18;-1.0;-323;-7;1;-14.0;7;-227.0;-12.0;-18;42.0
-3;4;12.0;-326;8;-2;6.0;-8;-217.0;-30.0;4;35.0
2;-7;59.0;-322;29;3;24.0;-29;-199.0;-20.0;-7;5.0
-5;36;4.0;-331;-23;-6;27.0;23;-217.0;-19.0;36;-126.0
5;23;52.0;-328;25;-7;117.0;-25;-210.0;-20.0;23;-110.0
-4;-20;53.0;-301;-21;-4;-1.0;21;-296.0;-75.0;-20;136.0
-10;26;114.0;-312;-7;-21;65.0;7;-356.0;-66.0;26;12.0
-17;-14;173.0;-304;15;-13;68.0;-15;-357.0;-73.0;-14;-54.0
1;-2;-71.0;-306;30;10;20.0;-30;-282.0;-45.0;-2;-125.0
-15;7;163.0;-305;-37;-15;28.0;37;-366.0;-126.0;7;-9.0
-16;-1;-14.0;-299;-48;-9;-34.0;48;-348.0;-71.0;-1;-134.0
-17;28;64.0;-301;45;-15;18.0;-45;-377.0;-84.0;28;-1.0
-2;-22;-125.0;-320;-24;-2;-101.0;24;-295.0;-7.0;-22;77.0
-1;-1;-1.0;-317;9;1;-45.0;-9;-191.0;-12.0;-1;-25.0
4;-15;-14.0;-319;-25;-1;-10.0;25;-170.0;-4.0;-15;-45.0
-3;5;56.0;-315;-14;5;-16.0;14;-143.0;-14.0;5;2.0
-4;-15;-5.0;-318;45;3;2.0;-45;-131.0;-26.0;-15;3.0
7;100;59.0;-321;2;20;-8.0;-2;-384.0;-166.0;100;-75.0
16;44;70.0;-303;44;31;-63.0;-44;-378.0;-38.0;44;-77.0
2;-12;-74.0;-310;23;16;-129.0;-23;-389.0;-130.0;-12;-76.0
4;14;74.0;-296;55;20;39.0;-55;-360.0;-114.0;14;-103.0
-3;-9;69.0;-320;33;0;27.0;-33;-122.0;8.0;-9;-65.0
3;-4;92.0;-300;-1;12;66.0;1;-356.0;-99.0;-4;-95.0
1;3;93.0;-295;1;18;38.0;-1;-402.0;-94.0;3;-94.0
-4;35;10.0;-298;71;-14;52.0;-71;-379.0;-136.0;35;22.0
-14;7;18.0;-292;-7;-14;6.0;7;-330.0;-80.0;7;55.0
