InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
591;-14;1;2;-19;941.0;-11;-20;982.0;-35;-843;-19;-20
591;-4;0;-4;36;879.0;11;10;962.0;-34;-830;36;10
594;-4;2;7;14;934.0;-28;25;1011.0;-35;-833;14;25
589;2;2;1;-13;894.0;-22;-25;970.0;-35;-835;-13;-25
579;-4;2;4;6;901.0;-29;-6;977.0;-35;-837;6;-6
581;-1;2;0;38;906.0;-24;6;1009.0;-35;-838;38;6
599;9;0;5;-5;878.0;5;19;966.0;-34;-822;-5;19
592;-4;1;-1;8;856.0;-13;11;976.0;-36;-825;8;11
605;10;1;5;7;895.0;-17;5;1004.0;-36;-816;7;5
582;-1;2;4;6;897.0;-26;18;985.0;-35;-844;6;18
594;-5;1;5;36;907.0;-25;17;1003.0;-35;-833;36;17
724;4;11;-315;53;893.0;-29;-13;963.0;-24;-882;53;-13
602;-4;2;3;-12;914.0;-21;14;967.0;-35;-827;-12;14
600;-2;2;-6;-3;929.0;-12;-19;958.0;-35;-831;-3;-19
597;0;2;-4;-13;934.0;-17;8;988.0;-35;-826;-13;8
596;6;2;-1;-6;933.0;-15;-12;987.0;-35;-824;-6;-12
586;4;2;-14;-5;923.0;-7;-16;976.0;-35;-822;-5;-16
591;3;2;-5;-28;906.0;-17;-6;978.0;-35;-833;-28;-6
588;-6;0;-4;6;882.0;12;-24;946.0;-34;-834;6;-24
586;-2;0;-1;13;879.0;5;30;966.0;-34;-833;13;30
590;-1;0;0;5;889.0;4;4;980.0;-34;-835;5;4
592;5;2;0;-10;907.0;-21;14;984.0;-35;-829;-10;14
592;2;2;0;-28;923.0;-22;-10;990.0;-35;-833;-28;-10
594;3;2;-5;-10;911.0;-18;0;987.0;-35;-837;-10;0
592;6;2;-7;-33;922.0;-15;7;978.0;-35;-829;-33;7
587;2;2;-5;-37;911.0;-18;-6;986.0;-35;-831;-37;-6
589;1;2;-2;-11;926.0;-23;-1;979.0;-35;-834;-11;-1
593;10;3;-4;-23;912.0;-21;-13;989.0;-35;-831;-23;-13
591;6;3;-2;-20;918.0;-23;10;977.0;-35;-833;-20;10
581;-4;3;-8;-31;896.0;-20;-7;986.0;-35;-839;-31;-7
591;6;3;-3;14;923.0;-19;-3;981.0;-35;-835;14;-3
582;-5;3;-6;20;931.0;-20;-22;985.0;-35;-842;20;-22
585;5;2;1;-11;930.0;-22;28;980.0;-35;-842;-11;28
586;1;3;3;-30;916.0;-26;7;994.0;-35;-831;-30;7
589;2;3;9;-14;907.0;-28;3;976.0;-35;-833;-14;3
579;-5;3;-1;-8;925.0;-21;-3;984.0;-35;-837;-8;-3
582;-1;3;-2;33;907.0;-19;17;996.0;-35;-834;33;17
581;-3;4;-5;-17;906.0;-18;32;993.0;-35;-834;-17;32
586;7;4;-19;-16;909.0;0;10;994.0;-35;-830;-16;10
595;10;4;-1;-7;898.0;-17;-21;997.0;-35;-833;-7;-21
584;-1;4;-7;29;922.0;-14;4;995.0;-35;-837;29;4
584;-2;4;-3;6;916.0;-17;9;1014.0;-35;-837;6;9
582;2;2;4;-7;910.0;-27;1;963.0;-35;-841;-7;1
581;3;2;4;16;913.0;-28;8;976.0;-35;-839;16;8
592;0;4;3;0;924.0;-20;14;995.0;-35;-837;0;14
584;-8;4;2;7;923.0;-22;-12;991.0;-35;-839;7;-12
590;1;4;5;41;909.0;-20;6;998.0;-35;-831;41;6
591;1;4;-5;8;907.0;-8;30;1000.0;-35;-836;8;30
593;3;4;3;12;913.0;-13;-7;993.0;-35;-832;12;-7
585;-7;4;1;-9;925.0;-14;-21;988.0;-35;-838;-9;-21
590;1;4;-1;20;896.0;-12;4;995.0;-35;-836;20;4
595;6;4;1;15;919.0;-11;17;984.0;-35;-834;15;17
595;6;4;0;9;925.0;-9;19;1003.0;-35;-834;9;19
593;6;4;1;10;915.0;-10;-8;995.0;-35;-828;10;-8
583;-9;4;-5;-15;915.0;-9;10;1005.0;-35;-842;-15;10
582;-11;0;3;-6;909.0;-10;-19;992.0;-34;-846;-6;-19
589;-2;4;3;8;914.0;-16;0;989.0;-35;-837;8;0
587;-2;4;-2;9;919.0;-11;18;993.0;-35;-835;9;18
587;-1;4;-2;-5;923.0;-10;10;1001.0;-35;-833;-5;10
597;1;0;4;25;903.0;6;6;1007.0;-34;-821;25;6
591;2;4;-1;19;917.0;-9;5;986.0;-35;-833;19;5
601;1;0;5;33;893.0;5;4;970.0;-34;-825;33;4
590;-1;4;2;2;909.0;-12;0;993.0;-35;-834;2;0
598;7;4;3;33;925.0;-9;26;989.0;-35;-833;33;26
595;3;4;6;1;923.0;-14;23;1009.0;-35;-833;1;23
593;0;4;1;13;917.0;-11;-35;997.0;-35;-838;13;-35
589;-2;4;4;17;907.0;-14;-16;993.0;-35;-831;17;-16
596;2;4;-4;34;907.0;-4;8;1015.0;-35;-837;34;8
595;2;4;-4;36;887.0;-5;8;999.0;-35;-837;36;8
581;2;2;0;-19;906.0;-23;-10;957.0;-35;-841;-19;-10
584;-4;1;2;24;885.0;-2;-27;959.0;-34;-839;24;-27
587;1;1;4;16;868.0;-2;-5;976.0;-34;-837;16;-5
579;3;2;-1;-22;906.0;-22;11;982.0;-35;-837;-22;11
587;3;1;8;31;889.0;-5;5;975.0;-34;-834;31;5
583;0;1;3;20;871.0;-2;-15;945.0;-34;-837;20;-15
585;0;1;3;-4;864.0;-6;20;952.0;-34;-840;-4;20
572;-7;2;-2;-5;904.0;-23;18;957.0;-35;-843;-5;18
597;3;4;5;3;908.0;-11;27;1005.0;-35;-831;3;27
578;-1;2;5;-2;920.0;-28;18;958.0;-35;-830;-2;18
580;6;1;1;-41;905.0;-8;4;1005.0;-34;-839;-41;4
597;5;4;-3;18;915.0;-3;28;1002.0;-35;-831;18;28
594;3;4;1;-28;915.0;-9;-17;985.0;-35;-828;-28;-17
592;-1;4;0;-21;910.0;-8;8;989.0;-35;-834;-21;8
591;-1;4;5;7;904.0;-14;6;998.0;-35;-831;7;6
589;-3;4;0;-14;924.0;-9;13;1002.0;-35;-835;-14;13
585;1;1;3;12;860.0;-5;19;946.0;-34;-837;12;19
588;-3;4;4;-3;915.0;-13;-3;1012.0;-35;-833;-3;-3
586;0;4;-4;46;913.0;-2;-5;988.0;-35;-828;46;-5
588;-1;4;2;-29;914.0;-6;-4;1000.0;-35;-831;-29;-4
588;0;4;2;-20;919.0;-7;8;995.0;-35;-831;-20;8
585;-4;4;-2;-24;931.0;-5;-3;981.0;-35;-837;-24;-3
589;0;4;6;-29;914.0;-14;-13;995.0;-35;-834;-29;-13
607;-4;0;7;-5;896.0;8;9;983.0;-35;-822;-5;9
588;0;4;-1;-9;914.0;-8;-2;1003.0;-35;-835;-9;-2
586;-3;4;0;-6;910.0;-9;-26;983.0;-35;-835;-6;-26
592;4;4;3;-20;911.0;-12;-14;1004.0;-35;-831;-20;-14
593;0;4;1;-13;905.0;-11;28;992.0;-35;-841;-13;28
589;-1;4;0;-20;907.0;-11;-20;988.0;-35;-837;-20;-20
595;6;4;5;12;899.0;-15;23;986.0;-35;-832;12;23
587;1;4;-5;3;902.0;-4;-25;1001.0;-35;-832;3;-25
593;5;4;-2;-3;911.0;-7;7;994.0;-35;-833;-3;7
590;3;4;0;21;930.0;-9;9;996.0;-35;-832;21;9
595;4;4;2;-16;906.0;-9;34;982.0;-35;-834;-16;34
585;-5;4;-8;6;908.0;-3;18;983.0;-35;-841;6;18
584;-5;4;-3;3;902.0;-9;-15;1013.0;-35;-838;3;-15
590;0;4;8;-12;906.0;-17;17;1016.0;-35;-833;-12;17
589;2;4;-1;20;923.0;-7;9;1011.0;-35;-833;20;9
585;-2;4;-1;-4;915.0;-8;22;1005.0;-35;-831;-4;22
589;-1;4;2;26;914.0;-9;-2;1002.0;-35;-833;26;-2
589;-2;4;4;7;922.0;-13;28;983.0;-35;-835;7;28
592;3;4;2;8;925.0;-10;16;1003.0;-35;-831;8;16
581;-4;1;4;-14;875.0;-7;30;949.0;-34;-839;-14;30
585;-1;1;4;3;869.0;-6;0;932.0;-34;-839;3;0
585;5;1;0;6;882.0;-3;9;945.0;-34;-835;6;9
574;-2;1;0;7;888.0;-11;-4;980.0;-33;-849;7;-4
584;1;1;2;32;869.0;-7;0;947.0;-34;-838;32;0
588;0;4;-3;13;913.0;-6;19;1005.0;-35;-833;13;19
577;-2;1;-1;4;896.0;-10;9;1022.0;-33;-842;4;9
589;0;4;3;29;916.0;-12;18;1005.0;-35;-833;29;18
591;1;4;-1;10;920.0;-7;4;993.0;-35;-833;10;4
587;-2;4;2;8;906.0;-10;21;1021.0;-35;-834;8;21
576;-2;1;-9;27;885.0;-1;13;996.0;-33;-846;27;13
589;2;1;11;-15;877.0;-13;-2;954.0;-34;-839;-15;-2
589;0;4;8;-1;905.0;-16;20;1002.0;-35;-830;-1;20
588;1;1;11;-16;893.0;-13;17;963.0;-34;-840;-16;17
588;-1;4;-2;0;918.0;-8;2;996.0;-35;-835;0;2
588;0;4;5;32;921.0;-14;-13;1004.0;-35;-832;32;-13
591;1;4;-2;6;910.0;-7;10;1011.0;-35;-836;6;10
583;1;1;1;-3;888.0;-4;1;942.0;-34;-838;-3;1
577;0;1;5;6;886.0;-15;8;937.0;-33;-843;6;8
592;12;1;-2;4;874.0;3;-17;941.0;-34;-834;4;-17
581;1;1;4;-16;881.0;-11;2;950.0;-34;-834;-16;2
583;3;1;-1;-6;880.0;-5;9;935.0;-34;-837;-6;9
585;3;1;-1;2;876.0;-8;1;941.0;-34;-839;2;1
590;6;2;0;1;905.0;-17;11;990.0;-35;-831;1;11
586;-4;4;-1;27;914.0;-9;-1;1014.0;-35;-837;27;-1
592;10;2;-2;12;907.0;-14;15;950.0;-35;-831;12;15
594;6;4;2;5;911.0;-10;-4;1005.0;-35;-833;5;-4
593;0;4;-1;-5;906.0;-9;-5;996.0;-35;-839;-5;-5
589;2;4;-2;-4;906.0;-7;-23;984.0;-35;-831;-4;-23
592;2;4;2;16;914.0;-12;17;1011.0;-35;-832;16;17
575;3;1;-3;18;877.0;-6;-12;956.0;-33;-838;18;-12
594;2;4;1;-9;921.0;-10;-30;995.0;-35;-837;-9;-30
586;-2;4;2;8;907.0;-9;5;995.0;-35;-835;8;5
594;7;4;7;-6;916.0;-11;23;1016.0;-35;-829;-6;23
519;0;9;0;3;929.0;-94;-4;978.0;-30;-876;3;-4
595;7;4;7;24;911.0;-12;14;1013.0;-35;-830;24;14
591;4;4;6;-13;923.0;-12;-3;1004.0;-35;-830;-13;-3
588;2;4;4;0;915.0;-11;-29;1002.0;-35;-834;0;-29
109;-370;11;-204;58;934.0;174;-235;1126.0;-17;-842;58;-235
587;3;4;5;15;914.0;-12;-37;996.0;-35;-832;15;-37
588;1;4;1;2;909.0;-10;26;995.0;-35;-837;2;26
589;5;4;-1;-6;907.0;-8;0;1007.0;-35;-833;-6;0
582;4;1;4;37;882.0;-11;7;957.0;-33;-841;37;7
587;0;4;-3;-13;906.0;-7;8;1003.0;-35;-841;-13;8
584;-3;4;-1;-8;923.0;-10;-6;1001.0;-35;-841;-8;-6
574;-3;1;1;-14;879.0;-11;-3;967.0;-33;-843;-14;-3
593;9;4;-1;-18;914.0;-7;15;990.0;-35;-827;-18;15
588;-2;4;6;39;923.0;-16;9;1011.0;-35;-834;39;9
593;-1;3;9;6;923.0;-12;5;967.0;-35;-826;6;5
594;-1;3;0;-13;917.0;-2;-11;1001.0;-35;-829;-13;-11
601;3;3;0;31;913.0;-3;22;1005.0;-35;-830;31;22
590;-10;3;8;-13;923.0;-12;-7;992.0;-35;-831;-13;-7
586;3;1;5;20;875.0;-13;11;947.0;-34;-838;20;11
580;1;1;3;2;878.0;-13;4;983.0;-33;-842;2;4
576;-9;2;12;18;888.0;-33;-23;1006.0;-34;-839;18;-23
579;-3;1;1;15;886.0;-12;-15;947.0;-34;-839;15;-15
599;3;3;2;0;914.0;-1;-4;987.0;-35;-832;0;-4
594;1;3;-1;6;917.0;1;-18;1009.0;-35;-829;6;-18
601;9;3;6;-8;912.0;-9;16;1005.0;-35;-826;-8;16
589;-2;3;-4;18;908.0;-1;24;1018.0;-35;-831;18;24
593;0;3;4;18;907.0;-9;26;1003.0;-35;-833;18;26
594;2;3;-1;19;906.0;-2;7;1004.0;-35;-833;19;7
592;6;1;5;-32;850.0;-1;-11;964.0;-34;-839;-32;-11
576;-2;1;4;36;896.0;-13;29;966.0;-33;-839;36;29
602;10;3;3;-5;915.0;-2;25;1010.0;-35;-830;-5;25
594;3;3;6;1;910.0;-7;7;999.0;-35;-828;1;7
594;5;3;7;18;909.0;-8;-3;1015.0;-35;-827;18;-3
579;-3;1;-1;4;883.0;-10;7;943.0;-34;-839;4;7
589;1;3;-1;10;914.0;-2;5;1006.0;-35;-830;10;5
580;1;1;3;-15;878.0;-10;11;980.0;-33;-843;-15;11
585;9;1;1;-4;879.0;-5;18;981.0;-33;-839;-4;18
574;0;1;-9;24;884.0;1;33;993.0;-33;-853;24;33
590;2;3;-4;1;916.0;1;7;1011.0;-35;-831;1;7
590;-1;3;-1;3;913.0;-3;7;1005.0;-35;-833;3;7
595;4;3;-3;31;913.0;1;-1;994.0;-35;-833;31;-1
592;0;3;1;30;929.0;-4;7;1019.0;-35;-833;30;7
598;5;3;-1;-7;906.0;0;18;1016.0;-35;-832;-7;18
589;-4;3;4;-14;924.0;-8;7;1009.0;-35;-831;-14;7
581;2;1;12;0;932.0;-37;-38;986.0;-33;-843;0;-38
577;1;1;-8;24;871.0;-11;5;1009.0;-33;-842;24;5
593;0;3;-1;-1;916.0;-3;-5;1005.0;-35;-831;-1;-5
583;-3;1;0;2;871.0;-11;36;947.0;-34;-843;2;36
579;-3;1;8;-9;906.0;-29;-21;1008.0;-33;-845;-9;-21
584;3;1;5;27;875.0;-20;25;944.0;-34;-836;27;25
583;0;1;-2;6;873.0;-16;-12;921.0;-34;-837;6;-12
596;3;3;6;5;916.0;-9;-20;1004.0;-35;-829;5;-20
597;5;3;6;11;918.0;-8;-9;1015.0;-35;-830;11;-9
570;-5;1;-1;-8;925.0;-26;-11;972.0;-33;-843;-8;-11
574;-1;1;-4;34;889.0;-16;-4;1022.0;-33;-850;34;-4
588;-4;3;0;-4;895.0;-5;-3;1016.0;-35;-834;-4;-3
597;2;3;1;-22;923.0;-4;5;1003.0;-35;-835;-22;5
574;-2;1;-1;-5;886.0;-22;18;1006.0;-33;-847;-5;18
565;-7;1;-7;12;889.0;-18;9;1005.0;-33;-846;12;9
579;5;1;-2;23;902.0;-16;0;992.0;-33;-841;23;0
580;2;1;4;35;892.0;-22;-23;999.0;-33;-845;35;-23
591;2;3;-3;-17;918.0;1;10;1002.0;-35;-829;-17;10
579;5;1;-1;28;906.0;-19;21;1011.0;-33;-844;28;21
579;1;1;5;34;906.0;-26;7;1003.0;-33;-845;34;7
595;-1;3;-3;-14;913.0;1;18;1005.0;-35;-837;-14;18
570;-8;1;10;25;892.0;-33;-5;966.0;-33;-845;25;-5
594;3;3;2;5;920.0;-3;12;988.0;-35;-827;5;12
594;-1;3;-1;-4;911.0;0;2;1013.0;-35;-833;-4;2
589;-2;3;-2;-19;924.0;0;10;992.0;-35;-829;-19;10
597;2;3;7;10;916.0;-7;-1;1002.0;-35;-829;10;-1
493;6;1;-6;17;912.0;-68;-13;871.0;-23;-896;17;-13
501;-1;4;-15;9;938.0;-80;-5;977.0;-28;-891;9;-5
589;0;1;-4;26;888.0;-6;28;997.0;-34;-840;26;28
570;-2;1;-1;16;892.0;-21;8;1029.0;-33;-850;16;8
571;2;1;-4;-15;907.0;-17;6;1014.0;-33;-847;-15;6
574;4;1;10;3;906.0;-32;-8;1023.0;-33;-840;3;-8
570;-1;1;6;-4;905.0;-28;8;1024.0;-33;-845;-4;8
565;-18;1;13;17;877.0;-38;8;1013.0;-33;-864;17;8
606;7;0;3;-3;894.0;12;13;1003.0;-34;-823;-3;13
570;-2;1;-1;-2;891.0;-21;4;1000.0;-33;-850;-2;4
569;-1;1;1;3;904.0;-22;-7;1003.0;-33;-846;3;-7
573;2;1;-1;-20;896.0;-20;-5;1023.0;-33;-847;-20;-5
571;0;1;1;19;901.0;-8;1;1004.0;-34;-833;19;1
566;-4;1;5;-26;897.0;-26;7;1016.0;-33;-843;-26;7
572;-4;1;4;-10;885.0;-26;2;1013.0;-33;-851;-10;2
574;2;1;-5;22;906.0;-16;14;1008.0;-33;-846;22;14
569;-2;1;-6;5;900.0;-16;23;1020.0;-33;-849;5;23
593;-2;3;2;24;910.0;-3;1;997.0;-35;-835;24;1
596;1;3;4;-15;906.0;-4;11;1015.0;-35;-832;-15;11
570;-5;1;4;29;883.0;-30;9;993.0;-33;-846;29;9
571;-4;1;3;14;899.0;-29;-18;996.0;-33;-847;14;-18
599;1;3;1;15;906.0;-3;18;1015.0;-35;-835;15;18
593;1;3;1;6;916.0;1;20;1009.0;-35;-826;6;20
594;1;3;2;10;930.0;1;-6;994.0;-35;-825;10;-6
573;1;1;-1;-15;884.0;-15;9;997.0;-33;-847;-15;9
575;-4;2;3;37;937.0;-17;2;971.0;-34;-845;37;2
567;0;1;4;1;901.0;-25;-16;1019.0;-33;-846;1;-16
575;2;1;14;7;906.0;-34;-28;1007.0;-33;-843;7;-28
595;-2;3;5;6;921.0;-2;9;989.0;-35;-828;6;9
596;-1;3;11;14;921.0;-8;11;986.0;-35;-825;14;11
605;4;3;4;29;928.0;0;-5;980.0;-35;-833;29;-5
574;6;1;-6;21;874.0;-13;13;1005.0;-33;-839;21;13
602;6;3;-1;9;902.0;6;6;1020.0;-35;-827;9;6
599;-2;3;2;16;904.0;1;8;986.0;-35;-834;16;8
576;1;2;-3;-23;897.0;-11;-2;945.0;-34;-837;-23;-2
562;-1;1;0;8;896.0;-27;17;1024.0;-33;-849;8;17
560;-3;1;1;27;887.0;-31;14;1005.0;-33;-851;27;14
577;-2;1;-6;-5;890.0;1;-5;980.0;-34;-839;-5;-5
567;3;1;4;0;911.0;-35;11;1024.0;-33;-853;0;11
577;4;1;-1;32;916.0;-17;30;997.0;-33;-845;32;30
580;3;1;-5;24;914.0;1;23;996.0;-34;-836;24;23
585;6;1;-2;16;897.0;-3;-3;1013.0;-34;-837;16;-3
580;-3;1;3;50;933.0;-12;-1;976.0;-34;-841;50;-1
576;-4;1;2;-1;937.0;-13;12;1007.0;-34;-836;-1;12
565;2;1;1;14;882.0;-33;17;1017.0;-33;-851;14;17
588;3;1;7;-18;901.0;-15;-21;984.0;-34;-839;-18;-21
575;4;0;-3;-3;868.0;-6;2;1002.0;-33;-845;-3;2
574;1;0;8;4;873.0;-20;21;1005.0;-33;-847;4;21
584;2;1;-5;-1;877.0;2;17;972.0;-34;-839;-1;17
484;-2;6;1;-8;846.0;-68;24;943.0;-14;-896;-8;24
577;-7;1;1;16;919.0;-9;2;977.0;-34;-843;16;2
581;1;1;-5;-18;913.0;1;5;990.0;-34;-834;-18;5
578;-5;1;0;10;915.0;-6;-1;983.0;-34;-840;10;-1
580;-1;1;-13;3;912.0;6;-5;957.0;-34;-838;3;-5
605;4;0;1;-3;884.0;9;5;963.0;-34;-824;-3;5
588;-4;1;0;23;919.0;-1;4;1028.0;-35;-838;23;4
583;-8;1;-3;2;927.0;5;12;979.0;-35;-835;2;12
501;-1;5;-1;34;915.0;-64;1;937.0;-28;-886;34;1
596;-4;0;9;-5;869.0;-5;-11;966.0;-34;-833;-5;-11
586;-4;1;-1;15;913.0;5;34;983.0;-35;-833;15;34
583;-3;1;-4;19;916.0;7;-8;998.0;-35;-828;19;-8
580;7;1;-5;-5;906.0;-7;-7;996.0;-33;-841;-5;-7
584;-5;1;1;7;922.0;-1;30;994.0;-35;-836;7;30
585;-4;1;-3;-5;917.0;2;-5;1006.0;-35;-831;-5;-5
589;-2;1;6;-13;914.0;-6;26;995.0;-35;-831;-13;26
582;-10;1;3;-6;916.0;-8;4;997.0;-35;-837;-6;4
590;1;1;3;-28;925.0;-3;4;1003.0;-35;-832;-28;4
593;2;1;-1;3;916.0;-1;2;1004.0;-35;-834;3;2
591;1;1;4;15;915.0;-3;8;1008.0;-35;-835;15;8
588;-1;1;-7;15;917.0;5;13;1011.0;-35;-840;15;13
423;-70;4;82;41;961.0;0;15;985.0;-29;-924;41;15
592;6;1;1;-7;932.0;-4;-18;1000.0;-35;-829;-7;-18
593;4;1;1;-5;914.0;-3;-13;973.0;-35;-835;-5;-13
592;9;1;4;0;903.0;-9;7;975.0;-35;-830;0;7
590;-1;0;-7;3;878.0;10;-15;991.0;-34;-837;3;-15
592;7;1;1;-9;943.0;-8;-10;994.0;-35;-837;-9;-10
589;7;1;-6;5;922.0;-1;-24;982.0;-35;-836;5;-24
605;-8;1;3;28;906.0;5;6;1005.0;-36;-821;28;6
576;-4;1;9;-6;889.0;-28;-12;1024.0;-33;-848;-6;-12
603;3;0;0;7;887.0;12;20;984.0;-34;-824;7;20
591;-1;0;-2;8;880.0;7;21;955.0;-34;-831;8;21
597;5;0;-8;18;878.0;16;7;946.0;-34;-827;18;7
594;4;0;9;3;885.0;-1;-1;991.0;-34;-818;3;-1
571;-6;2;-6;27;907.0;-24;49;969.0;-34;-847;27;49
595;3;0;6;7;888.0;1;9;998.0;-34;-821;7;9
579;3;1;-4;23;923.0;-11;27;988.0;-33;-842;23;27
593;1;0;0;24;898.0;7;-7;988.0;-34;-827;24;-7
596;3;0;0;18;884.0;12;3;997.0;-34;-827;18;3
597;2;0;-2;17;896.0;13;28;987.0;-34;-829;17;28
598;0;0;4;5;885.0;9;16;990.0;-34;-830;5;16
597;-1;0;5;-15;890.0;6;-6;1000.0;-34;-822;-15;-6
580;-1;2;-3;61;881.0;-21;33;992.0;-33;-841;61;33
566;-5;2;1;37;903.0;-38;15;984.0;-32;-848;37;15
569;-8;1;2;10;883.0;-19;1;1001.0;-33;-849;10;1
599;5;1;2;36;914.0;-21;16;1010.0;-35;-827;36;16
582;9;1;11;-25;891.0;-27;9;1016.0;-33;-826;-25;9
597;0;1;4;-25;916.0;-22;8;1009.0;-35;-824;-25;8
483;-1;2;-2;15;936.0;-52;6;996.0;-26;-894;15;6
617;-1;-4;4;-7;933.0;16;-12;981.0;-37;-815;-7;-12
484;-4;8;-5;63;914.0;-140;25;968.0;-28;-889;63;25
593;3;0;-2;-24;880.0;9;3;974.0;-34;-828;-24;3
604;3;1;4;35;905.0;-21;-1;1013.0;-35;-831;35;-1
602;2;2;-6;-44;942.0;-13;-11;955.0;-35;-824;-44;-11
602;5;0;1;-19;895.0;11;6;998.0;-34;-826;-19;6
489;-11;5;1;15;916.0;-81;11;1017.0;-29;-884;15;11
620;-1;-4;-1;5;924.0;20;15;1005.0;-37;-816;5;15
579;5;2;9;-43;887.0;-39;-3;980.0;-32;-846;-43;-3
602;-9;0;7;-21;893.0;-1;-20;983.0;-35;-823;-21;-20
615;-2;-4;8;12;924.0;6;-1;1017.0;-37;-815;12;-1
621;3;-4;4;25;924.0;12;-14;995.0;-37;-816;25;-14
482;4;5;3;38;959.0;-74;26;910.0;-32;-895;38;26
491;-12;4;7;20;917.0;-74;27;975.0;-27;-892;20;27
593;-6;1;7;21;854.0;-23;19;1007.0;-35;-834;21;19
595;4;1;-4;-17;865.0;0;5;966.0;-35;-821;-17;5
484;4;7;6;-8;950.0;-101;-1;916.0;-29;-895;-8;-1
594;-3;0;0;-23;893.0;12;0;1005.0;-34;-826;-23;0
601;1;0;-3;5;879.0;15;2;1004.0;-34;-829;5;2
482;-9;5;1;13;916.0;-84;-22;966.0;-29;-887;13;-22
605;7;1;-8;9;951.0;3;33;984.0;-36;-827;9;33
486;-7;4;6;9;953.0;-65;13;976.0;-27;-899;9;13
597;-3;0;3;46;877.0;7;-2;1000.0;-34;-828;46;-2
597;-1;0;0;-22;893.0;10;17;1009.0;-34;-827;-22;17
622;-6;-1;-1;3;870.0;18;13;976.0;-37;-822;3;13
599;2;0;1;-8;878.0;10;-18;984.0;-34;-826;-8;-18
618;2;-4;0;1;941.0;18;-10;1004.0;-37;-813;1;-10
617;-2;-4;2;14;931.0;17;11;1012.0;-37;-814;14;11
618;-2;-4;8;-1;946.0;10;-8;1008.0;-37;-816;-1;-8
1090;-654;1;-98;0;780.0;-373;-51;1023.0;-26;-964;0;-51
