InertialMeasurementUnit LUA accY;InertialMeasurementUnit LLA Quaternion2;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit RUA accY;Accelerometer LUA^ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accX;Accelerometer RUA^ accZ
116.0;-46.0;752.0;770.0;127.0;-50.0;716.0;-682.0;141.0
385.0;-391.0;956.0;841.0;-279.0;-298.0;915.0;-891.0;-217.0
229.0;316.0;811.0;890.0;193.0;-194.0;819.0;-794.0;309.0
271.0;51.0;867.0;793.0;-320.0;-205.0;737.0;-675.0;-251.0
70.0;-57.0;727.0;772.0;-121.0;15.0;728.0;-720.0;51.0
400.0;416.0;571.0;442.0;-338.0;15.0;679.0;-574.0;-153.0
-150.0;357.0;893.0;725.0;-515.0;-14.0;732.0;-604.0;-147.0
54.0;26.0;835.0;941.0;251.0;3.0;832.0;-472.0;77.0
-113.0;82.0;540.0;519.0;-173.0;204.0;395.0;-50.0;-146.0
237.0;-88.0;1229.0;1332.0;-30.0;-227.0;1292.0;-1184.0;-86.0
29.0;70.0;532.0;436.0;-92.0;-23.0;430.0;-317.0;-14.0
296.0;308.0;696.0;710.0;74.0;-24.0;648.0;-955.0;9.0
119.0;-9.0;1023.0;1044.0;-84.0;-193.0;986.0;-945.0;59.0
117.0;413.0;512.0;161.0;-56.0;26.0;168.0;-291.0;231.0
209.0;-85.0;784.0;900.0;131.0;-28.0;854.0;-787.0;267.0
29.0;331.0;633.0;840.0;-68.0;82.0;709.0;-699.0;113.0
76.0;-29.0;739.0;805.0;-47.0;-1.0;726.0;-687.0;113.0
173.0;289.0;868.0;638.0;180.0;-8.0;814.0;-539.0;257.0
226.0;162.0;810.0;864.0;4.0;-38.0;843.0;-794.0;57.0
310.0;19.0;617.0;650.0;5.0;-67.0;609.0;-1171.0;215.0
23.0;32.0;279.0;281.0;-271.0;321.0;257.0;-625.0;0.0
115.0;44.0;695.0;846.0;11.0;66.0;750.0;-669.0;204.0
158.0;142.0;845.0;918.0;49.0;-64.0;944.0;-748.0;-49.0
125.0;-14.0;885.0;964.0;-53.0;-73.0;943.0;-905.0;85.0
64.0;18.0;632.0;759.0;118.0;109.0;621.0;-601.0;199.0
67.0;20.0;699.0;734.0;-120.0;8.0;681.0;-637.0;90.0
-142.0;-98.0;777.0;849.0;-66.0;57.0;818.0;-716.0;-1.0
-154.0;116.0;821.0;969.0;-56.0;12.0;909.0;-584.0;0.0
-314.0;-175.0;-86.0;-266.0;559.0;395.0;-176.0;307.0;698.0
61.0;21.0;770.0;849.0;9.0;-15.0;820.0;-761.0;72.0
-55.0;-82.0;962.0;1002.0;90.0;-29.0;942.0;-910.0;206.0
402.0;-90.0;1023.0;1096.0;354.0;-298.0;1018.0;-966.0;531.0
56.0;-98.0;720.0;760.0;-121.0;30.0;685.0;-658.0;91.0
-215.0;-56.0;840.0;959.0;-102.0;-43.0;725.0;-534.0;27.0
67.0;-595.0;879.0;961.0;56.0;-101.0;898.0;-841.0;116.0
140.0;-213.0;840.0;913.0;597.0;-39.0;848.0;-829.0;647.0
345.0;-549.0;875.0;909.0;-56.0;-195.0;917.0;-1068.0;159.0
407.0;350.0;879.0;971.0;-53.0;-216.0;886.0;-923.0;53.0
282.0;199.0;904.0;999.0;1.0;-129.0;981.0;-890.0;121.0
212.0;445.0;895.0;1020.0;-242.0;-81.0;956.0;-889.0;-55.0
226.0;-565.0;590.0;276.0;632.0;102.0;459.0;-437.0;719.0
90.0;248.0;964.0;1024.0;-74.0;-162.0;971.0;-942.0;83.0
59.0;-54.0;598.0;826.0;-172.0;113.0;594.0;-901.0;148.0
110.0;325.0;842.0;571.0;-290.0;-100.0;534.0;-279.0;-48.0
508.0;19.0;1003.0;910.0;-356.0;-531.0;958.0;-973.0;-268.0
239.0;-629.0;1199.0;1297.0;-107.0;-235.0;1209.0;-1135.0;-9.0
266.0;-187.0;731.0;497.0;-372.0;-261.0;575.0;-587.0;-217.0
70.0;-572.0;976.0;1079.0;-95.0;-194.0;943.0;-900.0;-12.0
