InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LUA Quaternion1
719.0;273.0;385.0;287.0;-82.0;49.0;96.0;445.0;349.0
712.0;166.0;427.0;96.0;-48.0;-68.0;150.0;441.0;344.0
716.0;275.0;396.0;295.0;-68.0;42.0;114.0;434.0;362.0
779.0;530.0;239.0;553.0;215.0;483.0;38.0;720.0;212.0
778.0;654.0;91.0;575.0;246.0;535.0;-5.0;699.0;-44.0
239.0;-127.0;644.0;233.0;-633.0;-142.0;641.0;98.0;726.0
-488.0;-827.0;596.0;388.0;-265.0;-492.0;302.0;-295.0;605.0
-726.0;-394.0;-397.0;351.0;302.0;-401.0;-360.0;303.0;-433.0
-579.0;-265.0;-497.0;-213.0;328.0;-70.0;-397.0;-239.0;-497.0
-570.0;-749.0;228.0;546.0;615.0;455.0;250.0;811.0;482.0
169.0;-258.0;691.0;221.0;863.0;80.0;679.0;336.0;693.0
441.0;154.0;595.0;50.0;746.0;-104.0;492.0;111.0;599.0
685.0;498.0;402.0;-365.0;490.0;-233.0;323.0;-466.0;315.0
733.0;687.0;74.0;-537.0;242.0;572.0;41.0;-702.0;-51.0
688.0;700.0;-78.0;-601.0;692.0;497.0;-116.0;-792.0;-181.0
114.0;452.0;-620.0;-426.0;832.0;292.0;-624.0;-509.0;-750.0
224.0;-246.0;586.0;-571.0;-862.0;-498.0;596.0;-257.0;778.0
424.0;78.0;612.0;267.0;-768.0;-25.0;600.0;-157.0;655.0
507.0;184.0;523.0;288.0;-640.0;-435.0;483.0;-22.0;664.0
315.0;-43.0;576.0;-26.0;-600.0;-189.0;557.0;-118.0;741.0
313.0;-66.0;575.0;-43.0;-801.0;-241.0;539.0;44.0;700.0
258.0;-112.0;618.0;-69.0;-620.0;-236.0;558.0;-126.0;730.0
44.0;-257.0;521.0;-282.0;-700.0;-460.0;621.0;-523.0;838.0
165.0;-135.0;545.0;-192.0;-747.0;-286.0;614.0;-330.0;820.0
-28.0;-434.0;617.0;-286.0;-801.0;-139.0;600.0;-382.0;781.0
677.0;241.0;437.0;531.0;-140.0;350.0;198.0;440.0;435.0
-178.0;255.0;-591.0;126.0;732.0;159.0;-584.0;117.0;-782.0
291.0;-107.0;597.0;-343.0;-862.0;-241.0;585.0;-51.0;747.0
27.0;-348.0;628.0;-258.0;-809.0;-93.0;604.0;-344.0;773.0
54.0;-319.0;652.0;-243.0;-791.0;-57.0;633.0;-284.0;751.0
723.0;283.0;402.0;308.0;-66.0;36.0;128.0;452.0;371.0
724.0;282.0;389.0;433.0;134.0;282.0;108.0;544.0;357.0
132.0;-320.0;634.0;-356.0;-540.0;-381.0;621.0;-170.0;762.0
-40.0;-405.0;610.0;-306.0;-861.0;-292.0;655.0;-361.0;773.0
-213.0;-502.0;508.0;-381.0;-725.0;-543.0;567.0;-413.0;774.0
724.0;282.0;399.0;315.0;-57.0;49.0;124.0;455.0;370.0
242.0;-187.0;540.0;-359.0;-908.0;-137.0;583.0;-191.0;806.0
88.0;-207.0;679.0;-248.0;-813.0;-145.0;634.0;-262.0;729.0
722.0;280.0;394.0;322.0;-49.0;60.0;117.0;453.0;369.0
723.0;286.0;408.0;326.0;51.0;131.0;131.0;515.0;370.0
163.0;-146.0;664.0;-250.0;-820.0;-160.0;637.0;-209.0;729.0
91.0;-215.0;678.0;250.0;-770.0;-128.0;645.0;308.0;723.0
95.0;-268.0;603.0;-326.0;-815.0;-234.0;698.0;-109.0;778.0
332.0;28.0;627.0;-134.0;-808.0;-2.0;622.0;-192.0;690.0
570.0;281.0;506.0;159.0;-506.0;224.0;406.0;285.0;475.0
-654.0;-484.0;264.0;-579.0;-671.0;-593.0;660.0;-778.0;384.0
737.0;478.0;308.0;-414.0;169.0;572.0;245.0;-498.0;189.0
216.0;-196.0;612.0;-355.0;-979.0;60.0;642.0;-221.0;755.0
397.0;85.0;563.0;-117.0;-711.0;-143.0;548.0;-32.0;675.0
299.0;8.0;632.0;-86.0;-751.0;58.0;610.0;-102.0;703.0
106.0;-296.0;632.0;-227.0;-803.0;-69.0;604.0;-309.0;767.0
48.0;-255.0;570.0;-329.0;-823.0;-177.0;684.0;-184.0;807.0
270.0;-148.0;634.0;-359.0;-970.0;65.0;605.0;-136.0;725.0
40.0;-244.0;667.0;-300.0;-809.0;-158.0;637.0;-362.0;740.0
67.0;-236.0;652.0;-233.0;-794.0;-99.0;657.0;-271.0;749.0
