Accelerometer LUA^ accX;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit RUA magneticX;Accelerometer BACK accX
275.0;-27.0;-61.0;-320.0;239.0;340.0;297.0
-84.0;-57.0;-22.0;24.0;289.0;383.0;115.0
402.0;34.0;-234.0;-335.0;281.0;287.0;293.0
392.0;39.0;-507.0;-278.0;240.0;355.0;219.0
192.0;-52.0;69.0;-303.0;287.0;348.0;87.0
101.0;-47.0;-25.0;-371.0;206.0;477.0;211.0
151.0;98.0;-96.0;-195.0;249.0;260.0;143.0
117.0;27.0;-59.0;-197.0;261.0;266.0;143.0
45.0;144.0;-322.0;-374.0;244.0;298.0;203.0
380.0;339.0;-36.0;-163.0;334.0;269.0;287.0
235.0;-58.0;67.0;-311.0;272.0;353.0;97.0
361.0;41.0;-65.0;-209.0;208.0;211.0;206.0
219.0;-82.0;131.0;-405.0;353.0;535.0;243.0
74.0;43.0;-89.0;-192.0;306.0;243.0;85.0
-61.0;23.0;222.0;-53.0;336.0;92.0;88.0
74.0;-81.0;-134.0;-514.0;27.0;928.0;239.0
210.0;-40.0;23.0;-335.0;291.0;349.0;102.0
466.0;446.0;-522.0;-444.0;362.0;820.0;151.0
280.0;-37.0;3.0;-377.0;297.0;361.0;86.0
108.0;30.0;64.0;-195.0;357.0;244.0;146.0
89.0;144.0;-171.0;-702.0;218.0;1170.0;18.0
355.0;-33.0;-29.0;-463.0;362.0;507.0;-107.0
80.0;113.0;-121.0;-223.0;376.0;244.0;146.0
238.0;176.0;-181.0;-402.0;380.0;277.0;136.0
97.0;98.0;-46.0;-292.0;310.0;251.0;177.0
244.0;180.0;154.0;-428.0;370.0;179.0;163.0
418.0;-114.0;239.0;-621.0;266.0;363.0;501.0
171.0;-77.0;-104.0;-542.0;358.0;520.0;136.0
460.0;-35.0;-166.0;-632.0;334.0;528.0;85.0
347.0;133.0;-25.0;-721.0;360.0;645.0;157.0
-103.0;-22.0;-35.0;25.0;303.0;326.0;-73.0
134.0;-165.0;-28.0;384.0;743.0;314.0;-4.0
654.0;105.0;-241.0;-240.0;400.0;688.0;557.0
385.0;169.0;683.0;-297.0;241.0;440.0;10.0
17.0;23.0;-82.0;-215.0;335.0;299.0;232.0
214.0;91.0;162.0;-194.0;305.0;372.0;22.0
157.0;258.0;-320.0;-371.0;490.0;758.0;88.0
247.0;184.0;46.0;-87.0;281.0;360.0;40.0
477.0;258.0;-124.0;-67.0;109.0;363.0;48.0
151.0;228.0;-106.0;-84.0;850.0;352.0;-39.0
352.0;-39.0;177.0;-282.0;218.0;277.0;276.0
239.0;50.0;-102.0;-245.0;252.0;338.0;90.0
236.0;-140.0;261.0;37.0;328.0;197.0;206.0
158.0;-47.0;-78.0;241.0;283.0;317.0;328.0
117.0;-171.0;151.0;420.0;305.0;280.0;34.0
264.0;-27.0;-134.0;-278.0;284.0;351.0;88.0
146.0;66.0;-187.0;-391.0;227.0;351.0;63.0
263.0;2.0;-55.0;-303.0;245.0;354.0;77.0
266.0;-1.0;-33.0;-313.0;253.0;355.0;86.0
420.0;-14.0;23.0;-310.0;112.0;359.0;48.0
247.0;-2.0;18.0;-338.0;251.0;367.0;78.0
63.0;67.0;64.0;-363.0;253.0;348.0;199.0
110.0;-3.0;-14.0;-638.0;352.0;406.0;114.0
-144.0;-81.0;-621.0;465.0;364.0;-265.0;-11.0
428.0;-62.0;-270.0;-151.0;200.0;296.0;331.0
222.0;-3.0;-53.0;-270.0;389.0;359.0;139.0
398.0;81.0;50.0;-35.0;200.0;263.0;222.0
216.0;19.0;-12.0;-251.0;399.0;359.0;165.0
247.0;106.0;94.0;-181.0;353.0;355.0;111.0
209.0;89.0;119.0;-170.0;317.0;358.0;158.0
592.0;44.0;-10.0;-179.0;219.0;420.0;298.0
209.0;4.0;-20.0;-59.0;390.0;847.0;-77.0
128.0;14.0;12.0;-272.0;285.0;933.0;75.0
97.0;-31.0;4.0;-518.0;319.0;392.0;208.0
322.0;-101.0;472.0;-109.0;223.0;287.0;266.0
178.0;-16.0;-88.0;-18.0;329.0;418.0;237.0
169.0;-370.0;-113.0;-671.0;264.0;626.0;127.0
128.0;23.0;35.0;25.0;328.0;405.0;233.0
198.0;38.0;163.0;-163.0;260.0;361.0;143.0
11.0;12.0;-38.0;23.0;274.0;420.0;73.0
-102.0;-28.0;-15.0;23.0;287.0;421.0;79.0
99.0;32.0;-23.0;25.0;324.0;407.0;240.0
85.0;32.0;-69.0;23.0;334.0;408.0;226.0
20.0;37.0;-18.0;23.0;342.0;406.0;243.0
50.0;17.0;50.0;19.0;312.0;411.0;231.0
-133.0;13.0;-28.0;27.0;289.0;413.0;68.0
100.0;32.0;-17.0;34.0;323.0;405.0;231.0
181.0;16.0;133.0;-158.0;222.0;363.0;103.0
55.0;25.0;-91.0;34.0;327.0;406.0;238.0
179.0;2.0;142.0;-158.0;359.0;363.0;102.0
6.0;-86.0;-362.0;63.0;330.0;418.0;137.0
103.0;6.0;69.0;54.0;327.0;397.0;242.0
127.0;29.0;65.0;62.0;328.0;394.0;240.0
131.0;-17.0;32.0;65.0;325.0;393.0;254.0
122.0;8.0;52.0;67.0;330.0;388.0;240.0
39.0;31.0;135.0;-396.0;242.0;366.0;57.0
427.0;-118.0;-31.0;-9.0;266.0;274.0;147.0
134.0;36.0;370.0;94.0;309.0;333.0;94.0
162.0;-14.0;49.0;51.0;306.0;385.0;108.0
76.0;-21.0;19.0;48.0;321.0;385.0;104.0
69.0;-39.0;58.0;77.0;327.0;386.0;240.0
-14.0;-35.0;15.0;90.0;327.0;376.0;238.0
228.0;-212.0;181.0;-508.0;478.0;307.0;269.0
-1.0;-26.0;26.0;93.0;336.0;375.0;234.0
25.0;-11.0;29.0;96.0;324.0;374.0;251.0
76.0;-125.0;205.0;184.0;307.0;278.0;202.0
106.0;33.0;-266.0;35.0;400.0;359.0;105.0
168.0;21.0;-163.0;31.0;251.0;359.0;90.0
199.0;-97.0;-60.0;10.0;252.0;369.0;86.0
51.0;-279.0;11.0;167.0;-155.0;420.0;236.0
229.0;-129.0;66.0;-10.0;244.0;381.0;99.0
127.0;-348.0;317.0;303.0;31.0;348.0;83.0
114.0;-3.0;-39.0;-46.0;245.0;399.0;163.0
123.0;12.0;-16.0;-44.0;240.0;399.0;162.0
163.0;25.0;-60.0;-37.0;281.0;399.0;171.0
135.0;-16.0;-91.0;-36.0;253.0;397.0;165.0
142.0;16.0;-100.0;-35.0;265.0;396.0;170.0
164.0;-1.0;-143.0;-32.0;207.0;396.0;167.0
159.0;78.0;-148.0;-32.0;350.0;394.0;169.0
77.0;74.0;-169.0;-29.0;250.0;396.0;164.0
106.0;225.0;-315.0;66.0;147.0;514.0;199.0
140.0;89.0;-194.0;-29.0;272.0;391.0;139.0
107.0;102.0;-182.0;-28.0;294.0;387.0;107.0
366.0;388.0;-448.0;68.0;226.0;443.0;122.0
123.0;89.0;-217.0;-38.0;318.0;385.0;67.0
333.0;97.0;-520.0;26.0;-349.0;568.0;-27.0
162.0;71.0;-206.0;-62.0;239.0;389.0;49.0
162.0;12.0;-166.0;-78.0;298.0;391.0;17.0
161.0;6.0;-148.0;-87.0;264.0;391.0;5.0
265.0;-232.0;397.0;-380.0;193.0;516.0;160.0
171.0;-76.0;163.0;-130.0;219.0;412.0;29.0
155.0;-76.0;197.0;-123.0;169.0;411.0;-12.0
199.0;-1.0;0.0;91.0;338.0;376.0;234.0
243.0;5.0;18.0;-341.0;264.0;368.0;80.0
189.0;-30.0;-15.0;91.0;329.0;377.0;244.0
187.0;-9.0;-10.0;93.0;326.0;376.0;257.0
75.0;-13.0;15.0;92.0;353.0;376.0;268.0
-3.0;70.0;-104.0;99.0;334.0;368.0;113.0
-11.0;44.0;-86.0;99.0;326.0;367.0;70.0
363.0;17.0;100.0;-114.0;269.0;404.0;202.0
266.0;0.0;22.0;-344.0;265.0;370.0;101.0
355.0;34.0;65.0;-96.0;194.0;439.0;207.0
126.0;89.0;-48.0;-92.0;167.0;430.0;193.0
178.0;125.0;-103.0;-93.0;273.0;428.0;188.0
138.0;121.0;-149.0;-94.0;252.0;418.0;160.0
115.0;134.0;-176.0;-96.0;211.0;407.0;133.0
176.0;71.0;-170.0;-92.0;230.0;403.0;123.0
115.0;95.0;-436.0;1.0;-183.0;366.0;119.0
161.0;37.0;-128.0;-85.0;260.0;396.0;150.0
153.0;50.0;-129.0;-83.0;264.0;395.0;128.0
101.0;56.0;-154.0;-69.0;288.0;388.0;143.0
150.0;52.0;-177.0;-63.0;260.0;385.0;124.0
141.0;124.0;-105.0;-62.0;513.0;391.0;36.0
152.0;32.0;-159.0;-55.0;314.0;384.0;116.0
159.0;31.0;-167.0;-53.0;321.0;384.0;126.0
130.0;5.0;-150.0;-51.0;336.0;384.0;125.0
139.0;52.0;-215.0;-51.0;343.0;383.0;85.0
165.0;85.0;-169.0;-68.0;244.0;384.0;58.0
186.0;78.0;-116.0;-76.0;269.0;384.0;50.0
129.0;-30.0;-13.0;-102.0;337.0;397.0;148.0
98.0;1.0;12.0;-97.0;237.0;395.0;142.0
112.0;-37.0;8.0;-94.0;264.0;393.0;143.0
115.0;68.0;-20.0;-80.0;299.0;384.0;120.0
145.0;70.0;-70.0;-76.0;228.0;385.0;105.0
113.0;43.0;-145.0;-66.0;290.0;374.0;79.0
123.0;14.0;-46.0;-71.0;303.0;373.0;67.0
131.0;10.0;-54.0;-72.0;248.0;372.0;87.0
118.0;-33.0;-9.0;-72.0;297.0;372.0;74.0
112.0;-21.0;11.0;-74.0;245.0;377.0;68.0
106.0;-52.0;39.0;-80.0;238.0;381.0;19.0
112.0;-83.0;8.0;-89.0;272.0;381.0;-60.0
119.0;-152.0;21.0;-97.0;226.0;383.0;28.0
260.0;-36.0;9.0;-342.0;261.0;366.0;85.0
263.0;-15.0;-5.0;-341.0;278.0;364.0;87.0
203.0;-99.0;4.0;-85.0;401.0;403.0;145.0
-155.0;-39.0;-172.0;352.0;301.0;-86.0;96.0
277.0;-179.0;103.0;-290.0;132.0;539.0;282.0
199.0;-68.0;82.0;-91.0;216.0;401.0;203.0
124.0;27.0;87.0;-90.0;301.0;396.0;151.0
102.0;26.0;109.0;-88.0;325.0;394.0;147.0
126.0;45.0;61.0;-91.0;219.0;394.0;123.0
131.0;-20.0;-33.0;-86.0;299.0;392.0;125.0
140.0;-15.0;-20.0;-76.0;305.0;390.0;163.0
71.0;-5.0;-23.0;-70.0;294.0;385.0;174.0
83.0;4.0;-56.0;-74.0;278.0;380.0;161.0
90.0;1.0;-4.0;-71.0;258.0;367.0;143.0
137.0;-18.0;-10.0;-71.0;295.0;362.0;158.0
103.0;1.0;-11.0;-68.0;303.0;363.0;149.0
102.0;-3.0;-62.0;-63.0;292.0;365.0;210.0
26.0;-27.0;-8.0;210.0;342.0;174.0;114.0
-260.0;207.0;-288.0;28.0;321.0;363.0;-135.0
-362.0;534.0;-752.0;-50.0;165.0;174.0;-54.0
-25.0;78.0;-730.0;8.0;271.0;429.0;87.0
169.0;21.0;-155.0;-77.0;251.0;360.0;63.0
156.0;-114.0;-47.0;-98.0;164.0;367.0;53.0
301.0;-587.0;342.0;-122.0;92.0;404.0;182.0
68.0;-113.0;-87.0;51.0;299.0;242.0;207.0
103.0;35.0;-131.0;64.0;292.0;316.0;97.0
121.0;29.0;41.0;181.0;311.0;257.0;136.0
44.0;17.0;-382.0;388.0;306.0;-65.0;132.0
245.0;-32.0;-112.0;-412.0;296.0;400.0;76.0
237.0;61.0;65.0;-93.0;222.0;436.0;184.0
137.0;45.0;59.0;-125.0;254.0;384.0;163.0
124.0;17.0;6.0;-124.0;254.0;374.0;173.0
109.0;-11.0;35.0;-120.0;270.0;371.0;166.0
121.0;8.0;5.0;-125.0;273.0;369.0;163.0
135.0;0.0;9.0;-124.0;259.0;371.0;163.0
132.0;13.0;-26.0;-124.0;278.0;369.0;174.0
114.0;34.0;-24.0;-124.0;271.0;369.0;170.0
95.0;51.0;7.0;-124.0;273.0;367.0;151.0
93.0;-16.0;37.0;-134.0;301.0;369.0;162.0
85.0;-24.0;20.0;-133.0;305.0;372.0;171.0
70.0;-20.0;26.0;-136.0;297.0;372.0;141.0
83.0;17.0;26.0;-140.0;302.0;375.0;146.0
87.0;18.0;4.0;-144.0;308.0;378.0;151.0
79.0;-5.0;19.0;-150.0;333.0;377.0;130.0
80.0;-67.0;53.0;-145.0;333.0;376.0;145.0
107.0;-41.0;78.0;-146.0;320.0;378.0;144.0
148.0;-35.0;-86.0;-151.0;322.0;382.0;164.0
99.0;-4.0;-112.0;-146.0;331.0;382.0;172.0
43.0;16.0;-11.0;-140.0;260.0;387.0;151.0
55.0;31.0;53.0;-135.0;219.0;388.0;143.0
142.0;-1.0;21.0;-137.0;319.0;391.0;154.0
92.0;-3.0;8.0;-139.0;306.0;389.0;158.0
142.0;-33.0;65.0;-138.0;265.0;387.0;156.0
122.0;-14.0;59.0;-140.0;326.0;389.0;181.0
81.0;-34.0;82.0;-138.0;325.0;388.0;174.0
86.0;-7.0;96.0;-142.0;328.0;391.0;172.0
102.0;-9.0;77.0;-145.0;334.0;390.0;174.0
77.0;25.0;71.0;-156.0;326.0;391.0;172.0
57.0;44.0;28.0;-159.0;327.0;391.0;177.0
68.0;37.0;54.0;-162.0;338.0;390.0;180.0
51.0;75.0;1.0;-171.0;326.0;392.0;141.0
60.0;42.0;4.0;-176.0;345.0;391.0;131.0
103.0;19.0;-32.0;-172.0;353.0;388.0;115.0
72.0;20.0;-15.0;-168.0;366.0;387.0;171.0
66.0;-15.0;5.0;-167.0;396.0;387.0;103.0
127.0;191.0;56.0;-380.0;603.0;516.0;55.0
-13.0;-48.0;123.0;-356.0;500.0;428.0;23.0
5.0;17.0;41.0;-180.0;237.0;382.0;138.0
34.0;0.0;38.0;-184.0;268.0;380.0;135.0
25.0;38.0;-47.0;-176.0;338.0;377.0;132.0
-6.0;-18.0;4.0;-166.0;312.0;377.0;144.0
27.0;8.0;-37.0;-168.0;312.0;375.0;133.0
-18.0;85.0;37.0;-171.0;334.0;377.0;125.0
67.0;6.0;-64.0;-160.0;363.0;375.0;107.0
53.0;16.0;-55.0;-153.0;352.0;377.0;104.0
0.0;4.0;-12.0;-151.0;329.0;376.0;101.0
-15.0;-26.0;18.0;-157.0;334.0;375.0;112.0
38.0;-9.0;18.0;-151.0;366.0;377.0;125.0
-45.0;-61.0;60.0;-139.0;364.0;380.0;125.0
-18.0;-78.0;100.0;-144.0;334.0;381.0;137.0
18.0;-7.0;44.0;-151.0;329.0;382.0;152.0
86.0;-9.0;25.0;-148.0;335.0;381.0;137.0
31.0;8.0;9.0;-150.0;360.0;377.0;132.0
11.0;21.0;-65.0;-142.0;370.0;375.0;118.0
17.0;-20.0;-48.0;-141.0;334.0;377.0;135.0
-20.0;2.0;-58.0;-141.0;334.0;377.0;121.0
-30.0;8.0;-55.0;-139.0;329.0;375.0;119.0
-16.0;44.0;-29.0;-150.0;322.0;374.0;144.0
-11.0;2.0;-7.0;-148.0;342.0;373.0;124.0
-19.0;55.0;-36.0;-146.0;353.0;371.0;134.0
-20.0;64.0;-32.0;-145.0;274.0;374.0;121.0
-4.0;82.0;-51.0;-144.0;353.0;366.0;95.0
44.0;-15.0;35.0;-143.0;381.0;363.0;101.0
0.0;19.0;-126.0;-142.0;329.0;366.0;127.0
-2.0;-13.0;-83.0;-133.0;324.0;368.0;140.0
-46.0;30.0;11.0;-116.0;326.0;381.0;130.0
18.0;-1.0;-138.0;-121.0;332.0;379.0;83.0
29.0;17.0;-145.0;-111.0;335.0;377.0;101.0
34.0;4.0;-106.0;-104.0;330.0;379.0;93.0
69.0;-33.0;-74.0;-104.0;289.0;378.0;124.0
54.0;13.0;-26.0;-87.0;339.0;397.0;111.0
-39.0;-47.0;106.0;-124.0;334.0;386.0;55.0
25.0;-18.0;88.0;-150.0;356.0;388.0;79.0
73.0;-20.0;16.0;-140.0;366.0;393.0;84.0
-7.0;-22.0;14.0;-139.0;348.0;392.0;115.0
17.0;-12.0;-43.0;-135.0;335.0;387.0;102.0
53.0;-61.0;-33.0;-130.0;343.0;384.0;103.0
0.0;-18.0;-2.0;-120.0;353.0;381.0;118.0
11.0;-18.0;-43.0;-118.0;336.0;384.0;114.0
3.0;14.0;-36.0;-117.0;337.0;384.0;82.0
-18.0;-22.0;3.0;-109.0;330.0;388.0;80.0
-11.0;17.0;-24.0;-111.0;329.0;391.0;125.0
-30.0;-33.0;-1.0;-110.0;323.0;389.0;113.0
-39.0;-34.0;20.0;-110.0;352.0;387.0;98.0
43.0;-17.0;-24.0;-123.0;381.0;383.0;118.0
65.0;-12.0;-69.0;-123.0;365.0;380.0;119.0
0.0;-11.0;-40.0;-123.0;356.0;369.0;111.0
2.0;-25.0;-11.0;-123.0;379.0;369.0;120.0
27.0;17.0;26.0;-126.0;329.0;370.0;115.0
23.0;0.0;45.0;-129.0;355.0;371.0;104.0
21.0;-5.0;26.0;-130.0;361.0;368.0;86.0
7.0;-8.0;60.0;-133.0;337.0;368.0;98.0
-14.0;32.0;-32.0;-136.0;383.0;369.0;116.0
15.0;29.0;-62.0;-134.0;418.0;369.0;112.0
9.0;27.0;-81.0;-128.0;309.0;365.0;100.0
19.0;56.0;-70.0;-126.0;280.0;362.0;108.0
32.0;-4.0;-15.0;-124.0;307.0;362.0;109.0
-12.0;8.0;-26.0;-121.0;343.0;363.0;102.0
4.0;1.0;1.0;-119.0;356.0;361.0;125.0
29.0;25.0;13.0;-121.0;325.0;361.0;96.0
24.0;21.0;-13.0;-125.0;324.0;360.0;84.0
14.0;2.0;10.0;-126.0;336.0;361.0;90.0
1.0;10.0;-12.0;-126.0;321.0;360.0;94.0
8.0;6.0;-4.0;-128.0;324.0;360.0;104.0
26.0;-24.0;-51.0;-126.0;327.0;360.0;80.0
30.0;-11.0;-23.0;-125.0;317.0;360.0;94.0
10.0;-13.0;-19.0;-124.0;300.0;357.0;94.0
12.0;-7.0;-35.0;-123.0;312.0;356.0;103.0
6.0;21.0;-80.0;-113.0;312.0;355.0;86.0
20.0;30.0;-81.0;-111.0;329.0;351.0;87.0
39.0;-3.0;52.0;-97.0;301.0;350.0;95.0
-15.0;-21.0;42.0;-99.0;307.0;353.0;98.0
-50.0;1.0;35.0;-102.0;312.0;353.0;104.0
13.0;32.0;15.0;-101.0;330.0;349.0;75.0
-37.0;-1.0;5.0;-101.0;309.0;348.0;72.0
29.0;-25.0;22.0;-105.0;301.0;351.0;114.0
7.0;-31.0;-12.0;-96.0;322.0;348.0;88.0
-35.0;-47.0;-36.0;-90.0;332.0;347.0;72.0
31.0;-67.0;64.0;-81.0;315.0;351.0;77.0
47.0;-40.0;117.0;-82.0;315.0;354.0;87.0
2.0;-90.0;96.0;-80.0;300.0;359.0;97.0
-112.0;-133.0;-125.0;-155.0;363.0;326.0;215.0
-1.0;-91.0;-17.0;-77.0;315.0;369.0;152.0
49.0;-53.0;-54.0;-73.0;292.0;366.0;163.0
9.0;7.0;-70.0;-56.0;352.0;368.0;160.0
29.0;33.0;-103.0;-58.0;320.0;366.0;139.0
-103.0;-132.0;-14.0;-66.0;318.0;361.0;44.0
91.0;-65.0;118.0;-91.0;336.0;369.0;137.0
13.0;10.0;25.0;-85.0;299.0;381.0;139.0
74.0;109.0;-1.0;-65.0;349.0;380.0;124.0
-31.0;94.0;-35.0;-73.0;320.0;373.0;100.0
20.0;21.0;-26.0;-88.0;316.0;368.0;50.0
88.0;-72.0;-27.0;-90.0;363.0;376.0;126.0
37.0;-81.0;16.0;-72.0;289.0;381.0;146.0
8.0;-77.0;27.0;-70.0;294.0;380.0;152.0
14.0;-35.0;48.0;-70.0;302.0;380.0;146.0
5.0;-28.0;90.0;-73.0;318.0;382.0;163.0
36.0;-22.0;98.0;-77.0;318.0;382.0;152.0
41.0;-5.0;113.0;-84.0;303.0;384.0;122.0
42.0;19.0;-11.0;-86.0;338.0;384.0;142.0
53.0;-5.0;-15.0;-84.0;345.0;383.0;124.0
36.0;13.0;-40.0;-84.0;346.0;383.0;137.0
56.0;-1.0;-51.0;-86.0;311.0;383.0;135.0
19.0;25.0;-79.0;-81.0;334.0;380.0;134.0
38.0;16.0;-65.0;-79.0;316.0;379.0;115.0
25.0;36.0;-15.0;-80.0;320.0;377.0;104.0
0.0;19.0;-13.0;-80.0;327.0;377.0;124.0
44.0;2.0;-6.0;-80.0;308.0;375.0;115.0
54.0;2.0;-15.0;-81.0;298.0;376.0;106.0
23.0;-37.0;-24.0;-75.0;323.0;374.0;125.0
11.0;-54.0;-24.0;-74.0;302.0;373.0;110.0
18.0;-9.0;16.0;-68.0;318.0;373.0;121.0
38.0;0.0;44.0;-74.0;335.0;376.0;144.0
39.0;25.0;-24.0;-79.0;319.0;374.0;135.0
47.0;36.0;-11.0;-80.0;315.0;374.0;128.0
8.0;34.0;-32.0;-80.0;324.0;370.0;124.0
-20.0;26.0;-20.0;-83.0;307.0;369.0;125.0
27.0;13.0;0.0;-90.0;329.0;365.0;108.0
20.0;11.0;-4.0;-88.0;314.0;366.0;112.0
32.0;25.0;-70.0;-90.0;318.0;365.0;152.0
76.0;85.0;-80.0;-88.0;318.0;365.0;165.0
21.0;147.0;-112.0;-75.0;327.0;363.0;103.0
0.0;103.0;-127.0;-71.0;308.0;357.0;70.0
-11.0;68.0;-39.0;-73.0;311.0;349.0;48.0
-1.0;51.0;-43.0;-82.0;328.0;351.0;109.0
51.0;70.0;-46.0;-84.0;326.0;352.0;99.0
62.0;98.0;-20.0;-76.0;321.0;355.0;117.0
0.0;71.0;-57.0;-78.0;308.0;355.0;92.0
-12.0;30.0;-11.0;-76.0;317.0;353.0;75.0
38.0;-1.0;37.0;-80.0;318.0;357.0;60.0
14.0;14.0;21.0;-83.0;326.0;355.0;73.0
0.0;-11.0;3.0;-84.0;306.0;354.0;93.0
-11.0;15.0;18.0;-84.0;328.0;353.0;56.0
-10.0;60.0;-14.0;-85.0;312.0;353.0;67.0
-22.0;-28.0;7.0;-85.0;293.0;351.0;85.0
-20.0;52.0;22.0;-87.0;273.0;351.0;69.0
-13.0;49.0;17.0;-89.0;265.0;350.0;45.0
-46.0;45.0;-38.0;-91.0;302.0;353.0;48.0
-7.0;17.0;-37.0;-88.0;337.0;349.0;60.0
-36.0;5.0;-62.0;-84.0;364.0;348.0;41.0
-29.0;17.0;-101.0;-77.0;335.0;345.0;53.0
41.0;-25.0;-9.0;-58.0;332.0;341.0;21.0
-34.0;-58.0;41.0;-64.0;325.0;341.0;64.0
-86.0;-47.0;85.0;-72.0;362.0;344.0;63.0
-57.0;-59.0;81.0;-78.0;370.0;349.0;85.0
-126.0;0.0;390.0;-338.0;444.0;416.0;-12.0
13.0;-13.0;-40.0;-75.0;339.0;354.0;61.0
-68.0;-8.0;-19.0;-43.0;327.0;359.0;65.0
-39.0;-32.0;-50.0;-47.0;352.0;358.0;78.0
26.0;-48.0;-98.0;-63.0;351.0;356.0;86.0
24.0;-42.0;-103.0;-65.0;321.0;356.0;86.0
-25.0;-60.0;-29.0;-61.0;334.0;356.0;95.0
-9.0;-15.0;76.0;-90.0;345.0;356.0;83.0
-9.0;2.0;29.0;-103.0;356.0;353.0;93.0
-29.0;9.0;-35.0;-100.0;331.0;351.0;85.0
23.0;-22.0;-6.0;-88.0;381.0;354.0;96.0
-18.0;-2.0;-48.0;-86.0;341.0;354.0;84.0
-13.0;25.0;-57.0;-87.0;330.0;354.0;76.0
-12.0;18.0;-31.0;-89.0;320.0;351.0;63.0
-10.0;-13.0;-75.0;-88.0;326.0;354.0;95.0
-27.0;15.0;-59.0;-83.0;336.0;353.0;87.0
-1.0;-30.0;-17.0;-77.0;345.0;354.0;106.0
-8.0;13.0;-15.0;-74.0;328.0;355.0;86.0
9.0;32.0;-25.0;-67.0;335.0;353.0;97.0
-1.0;-7.0;-22.0;-63.0;325.0;352.0;72.0
-7.0;15.0;-2.0;-67.0;334.0;351.0;77.0
12.0;-17.0;-7.0;-63.0;324.0;351.0;76.0
16.0;-2.0;8.0;-61.0;327.0;350.0;75.0
12.0;6.0;-51.0;-55.0;332.0;354.0;87.0
-19.0;2.0;13.0;-50.0;324.0;351.0;86.0
-48.0;1.0;6.0;-50.0;356.0;352.0;78.0
5.0;4.0;-72.0;-33.0;314.0;353.0;78.0
2.0;-1.0;-53.0;-29.0;318.0;351.0;76.0
5.0;-33.0;-42.0;-24.0;320.0;351.0;95.0
3.0;-60.0;-26.0;-20.0;326.0;353.0;85.0
16.0;-52.0;-13.0;-12.0;348.0;352.0;100.0
16.0;-69.0;2.0;-13.0;342.0;354.0;91.0
27.0;-75.0;23.0;-7.0;310.0;362.0;118.0
1.0;-11.0;-29.0;-2.0;318.0;363.0;126.0
20.0;5.0;-32.0;1.0;318.0;363.0;106.0
40.0;-24.0;-21.0;10.0;330.0;360.0;97.0
53.0;-15.0;-7.0;11.0;324.0;363.0;97.0
52.0;-12.0;0.0;17.0;318.0;363.0;118.0
47.0;-9.0;-7.0;26.0;325.0;363.0;123.0
48.0;-29.0;-17.0;30.0;319.0;366.0;134.0
48.0;-27.0;-35.0;39.0;331.0;365.0;135.0
51.0;-21.0;-31.0;43.0;352.0;364.0;135.0
67.0;6.0;-2.0;50.0;328.0;361.0;123.0
37.0;11.0;25.0;51.0;323.0;365.0;117.0
15.0;21.0;-7.0;46.0;315.0;364.0;123.0
10.0;26.0;-22.0;46.0;319.0;363.0;115.0
32.0;0.0;14.0;42.0;316.0;363.0;108.0
29.0;6.0;-5.0;41.0;325.0;362.0;100.0
62.0;-30.0;-2.0;44.0;327.0;363.0;119.0
