Accelerometer RUA^ accY;Accelerometer RKN_ accZ;Accelerometer RUA_ accY;Accelerometer LUA^ accY;Accelerometer RWR accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit L-SHOE EuX;Accelerometer RWR accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit BACK magneticY
502.0;-86.0;?;413.0;-626.0;515.0;386.0;-614.0;86;245.0;?;333.0;-556.0
517.0;-73.0;-383.0;476.0;-572.0;507.0;387.0;-610.0;?;?;636.0;345.0;-552.0
?;-62.0;-377.0;?;-547.0;515.0;390.0;-603.0;86;19.0;646.0;364.0;?
517.0;-77.0;-407.0;547.0;-460.0;554.0;394.0;-599.0;86;119.0;656.0;?;-545.0
567.0;-92.0;-466.0;594.0;-485.0;561.0;398.0;-594.0;86;?;655.0;404.0;-547.0
587.0;-91.0;-483.0;552.0;-672.0;571.0;?;-591.0;?;268.0;644.0;421.0;-547.0
?;-85.0;-520.0;594.0;-520.0;562.0;404.0;-588.0;86;148.0;622.0;433.0;-545.0
?;-37.0;-547.0;637.0;-515.0;525.0;406.0;-588.0;86;?;587.0;438.0;-539.0
722.0;-103.0;-496.0;678.0;-467.0;508.0;406.0;-585.0;86;49.0;545.0;431.0;?
752.0;-46.0;-509.0;718.0;-411.0;469.0;406.0;-582.0;86;-46.0;491.0;410.0;-533.0
683.0;-60.0;-476.0;694.0;-393.0;413.0;403.0;-580.0;86;-150.0;428.0;386.0;-524.0
810.0;?;-418.0;738.0;-391.0;416.0;401.0;?;86;?;355.0;330.0;-522.0
808.0;-72.0;-505.0;794.0;-458.0;392.0;396.0;-569.0;86;?;285.0;258.0;-517.0
886.0;-74.0;-497.0;674.0;-617.0;386.0;399.0;-568.0;86;-697.0;220.0;186.0;-504.0
738.0;-49.0;-450.0;664.0;-876.0;431.0;401.0;-567.0;86;-1212.0;149.0;121.0;-501.0
841.0;-54.0;-446.0;634.0;-1007.0;503.0;404.0;-569.0;86;-1095.0;84.0;83.0;-489.0
796.0;-49.0;-493.0;?;-988.0;588.0;408.0;-570.0;86;-842.0;20.0;53.0;-482.0
764.0;-97.0;-568.0;559.0;-1085.0;707.0;414.0;-573.0;86;-601.0;-24.0;62.0;-478.0
847.0;-75.0;-687.0;552.0;-1026.0;?;417.0;-577.0;86;-325.0;-55.0;89.0;-479.0
647.0;-80.0;?;507.0;-1042.0;1172.0;421.0;-582.0;86;-218.0;-78.0;89.0;-474.0
749.0;-61.0;-1079.0;560.0;?;1172.0;426.0;-585.0;86;-251.0;-89.0;60.0;-470.0
869.0;-71.0;-1021.0;476.0;-1335.0;1108.0;426.0;-582.0;86;-191.0;-84.0;64.0;-469.0
809.0;-49.0;?;449.0;-1137.0;950.0;424.0;-581.0;86;-189.0;-78.0;88.0;-468.0
772.0;?;-782.0;509.0;-1082.0;841.0;423.0;-580.0;86;-218.0;-68.0;94.0;-467.0
794.0;-74.0;-688.0;551.0;-997.0;773.0;423.0;-579.0;86;-194.0;?;94.0;-471.0
779.0;-96.0;-637.0;625.0;-955.0;763.0;422.0;-578.0;86;-100.0;-46.0;?;-472.0
753.0;-101.0;-634.0;620.0;-936.0;789.0;422.0;-578.0;86;-77.0;-32.0;86.0;-476.0
795.0;-97.0;-677.0;601.0;-962.0;800.0;424.0;-576.0;?;-95.0;-24.0;93.0;-475.0
753.0;?;-672.0;598.0;?;828.0;425.0;-576.0;86;-89.0;-19.0;109.0;?
728.0;-65.0;-713.0;564.0;-1016.0;877.0;425.0;-576.0;86;-101.0;-5.0;133.0;-476.0
712.0;-75.0;-787.0;532.0;-981.0;899.0;425.0;-576.0;86;-195.0;7.0;156.0;-475.0
740.0;-101.0;-786.0;541.0;-1025.0;863.0;423.0;-574.0;86;-184.0;?;183.0;?
535.0;-111.0;-786.0;356.0;-891.0;867.0;360.0;-596.0;86;193.0;600.0;339.0;-578.0
518.0;-87.0;-798.0;346.0;-858.0;866.0;361.0;-596.0;86;245.0;606.0;348.0;?
535.0;-76.0;-795.0;329.0;-861.0;849.0;362.0;-596.0;86;211.0;608.0;349.0;-574.0
540.0;-60.0;-767.0;359.0;-833.0;818.0;364.0;?;86;157.0;605.0;341.0;-572.0
563.0;-73.0;?;377.0;-831.0;745.0;365.0;-594.0;86;178.0;611.0;337.0;-571.0
484.0;-75.0;-642.0;418.0;-748.0;?;368.0;-592.0;86;91.0;613.0;330.0;-571.0
541.0;-73.0;-541.0;470.0;-609.0;?;372.0;-589.0;?;-13.0;616.0;326.0;-563.0
523.0;-54.0;-446.0;585.0;?;454.0;?;-580.0;86;2.0;621.0;325.0;-563.0
?;-66.0;-380.0;665.0;-388.0;409.0;381.0;-574.0;86;13.0;618.0;324.0;-560.0
535.0;-41.0;-329.0;692.0;-417.0;356.0;385.0;-575.0;86;-151.0;612.0;?;?
695.0;?;-351.0;789.0;-576.0;296.0;391.0;-574.0;86;-198.0;603.0;349.0;-552.0
793.0;?;-246.0;803.0;-457.0;356.0;395.0;-572.0;86;-337.0;576.0;374.0;-548.0
957.0;-60.0;-384.0;822.0;?;?;399.0;-571.0;86;-300.0;539.0;399.0;-538.0
903.0;?;-430.0;917.0;-520.0;330.0;?;-570.0;86;-484.0;493.0;?;-532.0
1087.0;-59.0;-442.0;986.0;-457.0;329.0;400.0;-567.0;86;-745.0;432.0;401.0;-525.0
?;-49.0;-438.0;987.0;-476.0;298.0;399.0;-561.0;86;-1170.0;356.0;389.0;-519.0
1045.0;?;?;975.0;-782.0;210.0;403.0;-559.0;86;-1726.0;272.0;382.0;?
1064.0;?;-199.0;1054.0;?;?;406.0;-555.0;86;-1877.0;199.0;325.0;-501.0
1041.0;-19.0;?;844.0;?;408.0;409.0;-556.0;86;-1618.0;134.0;252.0;-494.0
1014.0;-53.0;-372.0;800.0;-1039.0;531.0;?;?;86;-1408.0;63.0;177.0;-486.0
880.0;-40.0;-492.0;796.0;-979.0;?;423.0;-566.0;86;-945.0;-4.0;105.0;-476.0
786.0;-79.0;-643.0;546.0;?;754.0;428.0;-570.0;86;?;-64.0;53.0;-468.0
867.0;-64.0;-668.0;534.0;-1198.0;972.0;433.0;-572.0;86;-414.0;-105.0;31.0;-465.0
781.0;-36.0;-884.0;597.0;-1152.0;1064.0;436.0;-576.0;86;-107.0;-132.0;11.0;-464.0
786.0;-35.0;-910.0;598.0;-1158.0;923.0;441.0;-579.0;86;-138.0;?;-5.0;-463.0
829.0;-89.0;-768.0;597.0;-1146.0;950.0;441.0;-579.0;86;-160.0;-152.0;-11.0;-467.0
?;-36.0;-800.0;578.0;-1139.0;867.0;442.0;-581.0;86;-185.0;-141.0;-38.0;-470.0
806.0;-6.0;-690.0;627.0;-1067.0;?;442.0;-581.0;86;-267.0;-140.0;-36.0;-468.0
829.0;-39.0;?;671.0;-918.0;703.0;440.0;-581.0;86;-248.0;-145.0;-18.0;-465.0
813.0;-30.0;?;659.0;-951.0;651.0;?;-581.0;86;-351.0;-144.0;-20.0;-464.0
776.0;-52.0;-500.0;684.0;-908.0;680.0;438.0;-581.0;86;-296.0;-142.0;-28.0;-463.0
744.0;-56.0;?;627.0;-878.0;752.0;?;-581.0;86;-182.0;-138.0;-24.0;-465.0
781.0;?;-625.0;622.0;-920.0;797.0;437.0;?;86;-69.0;-133.0;-9.0;-463.0
801.0;-81.0;-661.0;576.0;?;815.0;434.0;-579.0;86;-219.0;-125.0;10.0;-461.0
850.0;-54.0;-667.0;492.0;-984.0;861.0;428.0;-573.0;86;-271.0;-101.0;43.0;-465.0
920.0;-64.0;-732.0;535.0;-1040.0;959.0;422.0;-566.0;86;-268.0;?;76.0;-475.0
501.0;-63.0;-732.0;393.0;-885.0;810.0;385.0;-566.0;86;152.0;564.0;272.0;-556.0
489.0;-32.0;-726.0;384.0;-928.0;814.0;385.0;-567.0;86;229.0;564.0;273.0;-554.0
518.0;-48.0;-736.0;400.0;-890.0;818.0;386.0;-569.0;86;225.0;565.0;278.0;-552.0
539.0;-81.0;-722.0;400.0;-902.0;781.0;?;-571.0;86;179.0;553.0;273.0;-552.0
522.0;-78.0;-707.0;407.0;-830.0;770.0;386.0;-572.0;86;146.0;552.0;273.0;-550.0
508.0;-38.0;-669.0;?;-912.0;696.0;386.0;-573.0;?;126.0;561.0;278.0;-547.0
506.0;-40.0;-582.0;417.0;-937.0;619.0;386.0;-573.0;86;110.0;564.0;284.0;-549.0
497.0;-43.0;-485.0;462.0;-684.0;487.0;386.0;-573.0;86;-46.0;566.0;293.0;-543.0
507.0;-48.0;-372.0;540.0;-556.0;?;386.0;-572.0;86;-5.0;567.0;311.0;-539.0
548.0;-40.0;-331.0;654.0;-361.0;357.0;386.0;-571.0;86;-101.0;583.0;?;-535.0
602.0;?;-290.0;692.0;-264.0;318.0;386.0;-571.0;86;-120.0;599.0;367.0;-531.0
684.0;-71.0;-257.0;720.0;-406.0;307.0;388.0;-570.0;86;-118.0;602.0;400.0;-525.0
847.0;-67.0;-312.0;842.0;-429.0;331.0;389.0;-570.0;86;-156.0;591.0;431.0;-519.0
970.0;-69.0;-392.0;893.0;-266.0;352.0;390.0;?;86;-286.0;557.0;453.0;?
1008.0;-43.0;-481.0;887.0;-362.0;296.0;390.0;-569.0;?;-561.0;503.0;463.0;-504.0
1029.0;-27.0;-445.0;1020.0;-427.0;261.0;?;-567.0;86;-1163.0;441.0;463.0;-502.0
1105.0;-38.0;-406.0;1004.0;-677.0;229.0;387.0;-562.0;86;-1327.0;355.0;449.0;-498.0
1238.0;-59.0;-332.0;?;-906.0;217.0;389.0;?;86;-1590.0;257.0;416.0;-493.0
?;-41.0;-265.0;1028.0;-953.0;?;393.0;-561.0;86;?;155.0;320.0;-490.0
1204.0;-19.0;-245.0;968.0;?;257.0;401.0;-566.0;86;?;64.0;201.0;?
1080.0;-14.0;-201.0;881.0;-1165.0;425.0;410.0;-570.0;86;-1564.0;?;100.0;-481.0
977.0;-76.0;-377.0;?;-1171.0;692.0;420.0;-576.0;86;-1182.0;-93.0;?;-480.0
921.0;?;-596.0;628.0;?;945.0;428.0;-571.0;86;-654.0;-148.0;-47.0;-477.0
794.0;-80.0;-852.0;528.0;-1385.0;1111.0;?;-559.0;86;-392.0;-184.0;-98.0;-482.0
813.0;?;-1021.0;468.0;-1314.0;1232.0;444.0;-557.0;86;-190.0;-195.0;-112.0;-481.0
764.0;-65.0;-1124.0;523.0;-1317.0;1222.0;445.0;?;86;153.0;-196.0;-104.0;-480.0
798.0;-34.0;-1062.0;?;-1231.0;998.0;445.0;-565.0;86;160.0;-191.0;-92.0;-480.0
?;-52.0;-790.0;552.0;-1168.0;698.0;443.0;-564.0;86;-268.0;-180.0;-74.0;-485.0
831.0;-69.0;-494.0;680.0;-981.0;535.0;441.0;-563.0;86;-389.0;-162.0;-50.0;-483.0
808.0;-62.0;-364.0;?;-805.0;478.0;439.0;-563.0;86;-289.0;-153.0;-52.0;-486.0
762.0;-88.0;-378.0;720.0;-852.0;562.0;438.0;-562.0;86;-40.0;-151.0;?;-486.0
778.0;-93.0;-461.0;662.0;-798.0;695.0;?;-562.0;?;85.0;-147.0;-47.0;-489.0
?;-58.0;-606.0;641.0;-914.0;730.0;439.0;?;86;28.0;-142.0;-31.0;-486.0
742.0;-38.0;?;601.0;-1162.0;?;439.0;-561.0;86;-162.0;-133.0;?;-488.0
796.0;-80.0;?;581.0;-1050.0;875.0;438.0;?;86;-208.0;-115.0;18.0;-486.0
798.0;-81.0;-763.0;541.0;-1128.0;891.0;435.0;-555.0;86;-191.0;-88.0;54.0;-487.0
836.0;-82.0;-780.0;562.0;-1103.0;916.0;431.0;-551.0;86;-297.0;-43.0;97.0;-490.0
621.0;-86.0;-713.0;424.0;-930.0;810.0;373.0;-572.0;86;63.0;585.0;261.0;-540.0
?;-87.0;?;464.0;-875.0;778.0;372.0;-572.0;86;57.0;586.0;258.0;-539.0
622.0;-85.0;-670.0;445.0;-892.0;701.0;371.0;-571.0;86;3.0;587.0;261.0;-536.0
565.0;-81.0;-567.0;442.0;-747.0;595.0;370.0;-569.0;86;-107.0;582.0;261.0;-538.0
540.0;-64.0;-464.0;475.0;-621.0;608.0;371.0;-567.0;86;?;587.0;277.0;?
590.0;?;-508.0;?;-615.0;571.0;371.0;-565.0;?;-503.0;594.0;297.0;-531.0
544.0;-91.0;-417.0;563.0;-540.0;440.0;370.0;-564.0;86;-368.0;602.0;324.0;?
?;-60.0;-309.0;611.0;-555.0;442.0;371.0;-563.0;86;-173.0;613.0;356.0;-528.0
658.0;-83.0;-324.0;710.0;-454.0;440.0;?;-563.0;86;-235.0;610.0;390.0;-529.0
773.0;-65.0;-329.0;694.0;-432.0;?;374.0;-562.0;86;-40.0;603.0;423.0;?
874.0;-68.0;-332.0;773.0;-369.0;403.0;375.0;-563.0;86;122.0;586.0;450.0;-523.0
906.0;-88.0;-338.0;815.0;-246.0;378.0;375.0;-561.0;86;-78.0;548.0;470.0;-522.0
987.0;-47.0;?;882.0;-316.0;353.0;376.0;-559.0;86;-587.0;494.0;479.0;-519.0
?;-63.0;-393.0;889.0;-544.0;337.0;375.0;-561.0;86;-840.0;418.0;471.0;-513.0
1065.0;-67.0;-356.0;888.0;-597.0;336.0;?;-557.0;86;-1337.0;344.0;442.0;-505.0
1202.0;-84.0;-374.0;?;-609.0;330.0;377.0;-557.0;86;-1363.0;275.0;390.0;-496.0
1157.0;-50.0;-359.0;1007.0;-735.0;274.0;377.0;?;86;-1344.0;?;329.0;-485.0
1021.0;-70.0;-315.0;?;-688.0;314.0;377.0;-549.0;86;-1741.0;100.0;256.0;-472.0
958.0;-92.0;-287.0;766.0;-1002.0;409.0;383.0;-552.0;86;-1373.0;?;180.0;-469.0
949.0;-74.0;-369.0;657.0;-995.0;638.0;389.0;-555.0;86;-1196.0;-69.0;126.0;-464.0
853.0;-111.0;?;581.0;-1118.0;911.0;404.0;-562.0;?;-685.0;-122.0;88.0;-467.0
795.0;-82.0;-864.0;640.0;?;1137.0;401.0;-558.0;86;-322.0;-153.0;43.0;-469.0
?;-101.0;-1019.0;644.0;-1228.0;1179.0;408.0;-552.0;86;-116.0;-162.0;15.0;-469.0
739.0;-90.0;-1026.0;408.0;-1433.0;1134.0;413.0;-552.0;86;23.0;-146.0;14.0;-469.0
856.0;-67.0;-967.0;?;-1461.0;1014.0;415.0;-554.0;86;-157.0;-128.0;30.0;-472.0
859.0;-52.0;-823.0;702.0;-1169.0;910.0;416.0;-555.0;86;-86.0;-119.0;46.0;-470.0
904.0;-74.0;-713.0;762.0;-1047.0;717.0;418.0;-555.0;86;0.0;-106.0;55.0;-469.0
881.0;-89.0;-546.0;?;-933.0;653.0;416.0;-554.0;86;-397.0;-97.0;65.0;-471.0
?;?;-481.0;757.0;-949.0;629.0;416.0;-553.0;86;-282.0;-89.0;69.0;-474.0
826.0;-138.0;-472.0;715.0;-957.0;681.0;417.0;-552.0;86;-177.0;-84.0;60.0;-475.0
819.0;-103.0;-556.0;749.0;-932.0;739.0;418.0;-551.0;86;-111.0;-88.0;57.0;-475.0
810.0;-80.0;-594.0;717.0;-992.0;730.0;419.0;-551.0;86;?;-89.0;58.0;?
774.0;-71.0;-591.0;681.0;?;736.0;420.0;-551.0;86;?;-92.0;55.0;-474.0
770.0;-94.0;-606.0;685.0;-876.0;772.0;423.0;-551.0;86;-31.0;-95.0;53.0;-475.0
736.0;-81.0;-640.0;?;-938.0;819.0;424.0;-551.0;86;59.0;-94.0;47.0;-474.0
795.0;-76.0;-692.0;597.0;-1111.0;882.0;424.0;-550.0;86;-182.0;-91.0;51.0;-471.0
819.0;-83.0;-757.0;548.0;-1061.0;954.0;423.0;-550.0;?;?;?;64.0;-471.0
522.0;-96.0;-738.0;?;-973.0;847.0;353.0;-563.0;86;?;535.0;?;-556.0
516.0;-93.0;?;335.0;-980.0;838.0;?;-563.0;86;55.0;539.0;?;-553.0
535.0;-106.0;-721.0;359.0;-952.0;?;357.0;-563.0;86;?;540.0;204.0;-550.0
566.0;-82.0;?;366.0;-939.0;?;358.0;-564.0;86;4.0;528.0;202.0;?
564.0;-70.0;-710.0;405.0;-905.0;?;360.0;-564.0;86;-79.0;531.0;205.0;-550.0
557.0;-64.0;-652.0;390.0;-976.0;750.0;?;-563.0;86;3.0;538.0;208.0;-546.0
562.0;-66.0;-621.0;?;-918.0;685.0;362.0;-563.0;86;-119.0;540.0;213.0;-546.0
541.0;-89.0;-540.0;409.0;-887.0;?;364.0;-563.0;86;-196.0;542.0;218.0;?
?;-83.0;-508.0;433.0;-743.0;608.0;366.0;-563.0;86;?;?;227.0;-542.0
590.0;-60.0;-500.0;496.0;-751.0;589.0;369.0;-563.0;86;-36.0;547.0;247.0;-539.0
618.0;-71.0;-482.0;489.0;-804.0;?;?;-564.0;86;-33.0;565.0;270.0;-540.0
603.0;-49.0;-487.0;517.0;-756.0;553.0;377.0;-566.0;86;-75.0;581.0;301.0;-533.0
658.0;-66.0;-462.0;648.0;-713.0;549.0;380.0;-567.0;86;-219.0;597.0;335.0;-530.0
675.0;-90.0;-457.0;588.0;-651.0;521.0;382.0;-566.0;86;-235.0;601.0;368.0;-527.0
?;-64.0;-464.0;621.0;-696.0;535.0;384.0;-563.0;86;-97.0;604.0;402.0;-523.0
?;-66.0;-507.0;692.0;-551.0;514.0;383.0;-559.0;86;-111.0;604.0;435.0;-517.0
852.0;-83.0;-513.0;?;-330.0;485.0;383.0;-553.0;86;-113.0;587.0;458.0;-511.0
877.0;-60.0;-487.0;761.0;-238.0;416.0;383.0;-551.0;86;-125.0;563.0;?;-505.0
943.0;-70.0;-479.0;781.0;-255.0;297.0;382.0;-545.0;86;-351.0;525.0;464.0;-501.0
944.0;-55.0;-386.0;?;-205.0;156.0;380.0;-542.0;86;-893.0;484.0;461.0;-499.0
983.0;?;-233.0;793.0;-186.0;146.0;380.0;-538.0;86;-818.0;444.0;453.0;-500.0
858.0;-71.0;-217.0;881.0;?;4.0;381.0;-536.0;86;-989.0;397.0;441.0;-497.0
876.0;-73.0;-49.0;?;?;-106.0;382.0;-533.0;86;-1100.0;350.0;425.0;-496.0
1009.0;-51.0;111.0;843.0;-338.0;-76.0;384.0;-530.0;86;-1063.0;304.0;383.0;-493.0
1060.0;-70.0;90.0;?;-113.0;?;386.0;?;86;-1356.0;266.0;342.0;-497.0
?;?;270.0;734.0;79.0;-268.0;385.0;-532.0;86;-1215.0;238.0;321.0;-494.0
1010.0;-71.0;305.0;759.0;236.0;?;?;-530.0;86;-1374.0;219.0;303.0;-493.0
825.0;?;505.0;801.0;225.0;-658.0;384.0;-530.0;86;-1404.0;208.0;258.0;-493.0
786.0;-40.0;769.0;?;146.0;-734.0;384.0;-530.0;86;-1127.0;202.0;217.0;-493.0
842.0;-39.0;816.0;839.0;195.0;-726.0;?;-530.0;86;-941.0;194.0;192.0;-491.0
816.0;-27.0;?;800.0;?;-741.0;380.0;-531.0;86;-1065.0;187.0;177.0;-487.0
831.0;-41.0;?;795.0;507.0;?;378.0;?;86;-1196.0;?;160.0;-485.0
867.0;-83.0;839.0;802.0;719.0;-658.0;376.0;-529.0;86;-1156.0;189.0;141.0;-482.0
880.0;-69.0;?;830.0;896.0;-701.0;375.0;-528.0;86;-1029.0;194.0;147.0;-481.0
918.0;-64.0;846.0;869.0;1028.0;-824.0;374.0;?;86;-922.0;202.0;151.0;-478.0
933.0;-73.0;953.0;925.0;1066.0;-863.0;374.0;-526.0;?;-735.0;212.0;168.0;-475.0
934.0;?;961.0;868.0;1059.0;-866.0;374.0;?;86;-468.0;234.0;199.0;-476.0
980.0;-81.0;946.0;899.0;1018.0;-890.0;374.0;-521.0;86;-478.0;263.0;237.0;-475.0
947.0;-34.0;983.0;978.0;1043.0;-886.0;374.0;-521.0;86;-419.0;290.0;286.0;-474.0
922.0;-47.0;952.0;926.0;1083.0;-908.0;375.0;-523.0;86;-301.0;320.0;322.0;-474.0
977.0;?;1003.0;?;1131.0;-951.0;376.0;-525.0;86;-367.0;352.0;354.0;?
1019.0;-60.0;1046.0;1039.0;1144.0;-968.0;376.0;-527.0;86;-419.0;388.0;391.0;-472.0
1017.0;-61.0;1046.0;992.0;1071.0;-964.0;?;-529.0;86;-358.0;422.0;427.0;-474.0
962.0;-77.0;1035.0;1009.0;1031.0;-950.0;378.0;-531.0;86;-257.0;457.0;468.0;-472.0
1002.0;-26.0;1014.0;?;973.0;-942.0;379.0;-533.0;86;-294.0;484.0;503.0;-476.0
1035.0;-49.0;1016.0;996.0;1025.0;-979.0;380.0;-535.0;86;-312.0;507.0;?;?
1069.0;-75.0;1051.0;1077.0;967.0;?;381.0;-537.0;86;-293.0;529.0;555.0;-477.0
996.0;-59.0;1038.0;1062.0;973.0;-942.0;382.0;-540.0;86;-325.0;545.0;571.0;-475.0
