InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1
-499.0;68.0;-389.0;64.0;22.0
-512.0;70.0;-383.0;72.0;13.0
-208.0;209.0;-562.0;269.0;60.0
434.0;-265.0;335.0;-125.0;-314.0
-217.0;248.0;-579.0;250.0;107.0
-211.0;212.0;-561.0;276.0;60.0
-211.0;214.0;-561.0;276.0;61.0
108.0;-459.0;535.0;46.0;-707.0
-212.0;220.0;-561.0;274.0;64.0
-213.0;227.0;-555.0;282.0;66.0
-212.0;228.0;-555.0;281.0;67.0
-212.0;229.0;-556.0;281.0;68.0
-212.0;230.0;-556.0;281.0;70.0
-210.0;233.0;-556.0;279.0;72.0
-211.0;235.0;-554.0;278.0;74.0
-215.0;237.0;-553.0;278.0;76.0
-425.0;316.0;-502.0;458.0;113.0
769.0;-50.0;501.0;-414.0;202.0
519.0;-358.0;355.0;-380.0;-99.0
-225.0;236.0;-552.0;270.0;81.0
-226.0;236.0;-552.0;267.0;81.0
-228.0;237.0;-553.0;265.0;82.0
-228.0;237.0;-552.0;262.0;85.0
-227.0;238.0;-553.0;261.0;87.0
-221.0;244.0;-571.0;253.0;98.0
183.0;-365.0;567.0;-7.0;-607.0
143.0;-630.0;531.0;-174.0;-725.0
-378.0;-665.0;464.0;319.0;-734.0
-468.0;-392.0;290.0;244.0;-864.0
-447.0;-527.0;352.0;493.0;-825.0
-137.0;-693.0;-491.0;129.0;-667.0
485.0;-280.0;375.0;-216.0;-141.0
-446.0;-673.0;-389.0;341.0;-728.0
-665.0;-601.0;145.0;509.0;-701.0
-219.0;246.0;-576.0;251.0;103.0
-487.0;120.0;-376.0;-18.0;274.0
-455.0;149.0;-348.0;-23.0;301.0
-445.0;159.0;-332.0;-24.0;311.0
-422.0;170.0;-291.0;-34.0;342.0
-413.0;171.0;-281.0;-42.0;350.0
-404.0;174.0;-277.0;-51.0;357.0
412.0;-265.0;546.0;-101.0;-188.0
589.0;-221.0;459.0;-295.0;-55.0
761.0;139.0;344.0;-531.0;303.0
563.0;-218.0;-355.0;-552.0;143.0
727.0;-71.0;-351.0;-405.0;173.0
728.0;1.0;-336.0;-537.0;223.0
337.0;-270.0;506.0;-70.0;-218.0
288.0;-294.0;483.0;-101.0;-241.0
278.0;-435.0;588.0;-179.0;-315.0
290.0;-300.0;460.0;-113.0;-241.0
-184.0;214.0;-609.0;262.0;91.0
-186.0;211.0;-603.0;261.0;83.0
-188.0;208.0;-597.0;261.0;76.0
398.0;329.0;-666.0;-367.0;187.0
292.0;-300.0;454.0;-122.0;-242.0
251.0;-284.0;501.0;-359.0;-311.0
370.0;-288.0;446.0;-182.0;-247.0
391.0;-242.0;390.0;-269.0;-57.0
314.0;-298.0;421.0;-160.0;-250.0
331.0;-293.0;391.0;-149.0;-271.0
333.0;-284.0;395.0;-124.0;-317.0
316.0;-301.0;490.0;-154.0;-335.0
311.0;-281.0;391.0;-80.0;-378.0
308.0;-280.0;387.0;-68.0;-395.0
299.0;-283.0;383.0;-46.0;-429.0
-410.0;226.0;-478.0;14.0;217.0
-290.0;232.0;-704.0;-45.0;388.0
-464.0;128.0;-588.0;117.0;173.0
292.0;-284.0;374.0;-30.0;-455.0
287.0;-283.0;372.0;-18.0;-468.0
282.0;-281.0;369.0;-5.0;-480.0
279.0;-276.0;366.0;8.0;-498.0
-291.0;315.0;-606.0;153.0;464.0
-226.0;108.0;-582.0;-207.0;574.0
483.0;673.0;-432.0;-228.0;725.0
104.0;618.0;-594.0;-109.0;597.0
276.0;-272.0;364.0;16.0;-507.0
277.0;-271.0;360.0;14.0;-508.0
278.0;-270.0;354.0;10.0;-508.0
283.0;-271.0;337.0;2.0;-502.0
289.0;-273.0;319.0;-4.0;-499.0
292.0;-275.0;313.0;-8.0;-499.0
25.0;-567.0;657.0;2.0;-491.0
139.0;-535.0;595.0;56.0;-575.0
167.0;-493.0;611.0;-86.0;-592.0
188.0;-363.0;450.0;-51.0;-457.0
168.0;-598.0;587.0;-250.0;-726.0
95.0;-594.0;608.0;-156.0;-690.0
296.0;-278.0;309.0;-13.0;-501.0
315.0;-294.0;298.0;-20.0;-515.0
321.0;-297.0;297.0;-19.0;-521.0
-194.0;205.0;-577.0;259.0;65.0
324.0;-298.0;297.0;-18.0;-524.0
305.0;-312.0;285.0;-33.0;-561.0
303.0;-312.0;287.0;-31.0;-562.0
302.0;-311.0;289.0;-29.0;-563.0
-188.0;488.0;-482.0;235.0;378.0
301.0;-311.0;289.0;-28.0;-563.0
301.0;-312.0;290.0;-27.0;-562.0
302.0;-310.0;291.0;-25.0;-559.0
303.0;-309.0;292.0;-23.0;-557.0
307.0;-305.0;294.0;-18.0;-549.0
310.0;-302.0;298.0;-15.0;-545.0
325.0;-294.0;309.0;-10.0;-522.0
330.0;-291.0;312.0;-11.0;-512.0
-232.0;399.0;-589.0;406.0;248.0
201.0;-336.0;380.0;108.0;-548.0
338.0;-290.0;314.0;-13.0;-500.0
347.0;-287.0;316.0;-21.0;-487.0
361.0;-281.0;319.0;-37.0;-459.0
366.0;-279.0;321.0;-44.0;-444.0
-209.0;278.0;-591.0;309.0;161.0
372.0;-276.0;323.0;-51.0;-427.0
-203.0;263.0;-583.0;245.0;132.0
-209.0;255.0;-582.0;245.0;119.0
-212.0;253.0;-581.0;247.0;115.0
379.0;-274.0;325.0;-60.0;-411.0
388.0;-272.0;327.0;-69.0;-394.0
-198.0;205.0;-573.0;260.0;64.0
399.0;-271.0;329.0;-81.0;-375.0
412.0;-267.0;331.0;-95.0;-357.0
307.0;-312.0;284.0;-36.0;-560.0
-624.0;108.0;-413.0;400.0;-123.0
-542.0;302.0;-628.0;395.0;140.0
763.0;-358.0;-248.0;-632.0;-520.0
-130.0;223.0;-528.0;352.0;262.0
-625.0;165.0;-291.0;348.0;-56.0
-628.0;170.0;-276.0;332.0;-57.0
-715.0;-540.0;-90.0;483.0;-684.0
-137.0;226.0;-531.0;363.0;258.0
-703.0;14.0;448.0;585.0;-220.0
-767.0;-226.0;290.0;631.0;-429.0
-498.0;6.0;-482.0;-32.0;165.0
245.0;-256.0;504.0;107.0;-576.0
228.0;-300.0;411.0;133.0;-562.0
621.0;-254.0;608.0;-340.0;-95.0
-601.0;-570.0;272.0;549.0;-779.0
-413.0;-506.0;468.0;413.0;-818.0
-501.0;104.0;-392.0;-24.0;262.0
-573.0;210.0;-328.0;287.0;62.0
-124.0;224.0;-528.0;349.0;264.0
-108.0;232.0;-533.0;348.0;280.0
32.0;275.0;-616.0;413.0;310.0
-380.0;336.0;-569.0;306.0;164.0
664.0;696.0;-346.0;-53.0;708.0
-513.0;264.0;-436.0;416.0;17.0
-619.0;177.0;-284.0;329.0;-38.0
309.0;-312.0;283.0;-38.0;-559.0
312.0;-312.0;281.0;-40.0;-557.0
351.0;-614.0;451.0;-370.0;-774.0
251.0;-544.0;-646.0;-149.0;-463.0
373.0;-480.0;-632.0;-268.0;-330.0
326.0;-309.0;279.0;-46.0;-548.0
713.0;-560.0;126.0;-563.0;-683.0
775.0;-535.0;153.0;-480.0;-684.0
337.0;-303.0;288.0;-42.0;-540.0
337.0;-302.0;290.0;-39.0;-538.0
336.0;-300.0;294.0;-32.0;-535.0
336.0;-299.0;295.0;-32.0;-533.0
334.0;-298.0;297.0;-26.0;-531.0
-630.0;181.0;-576.0;456.0;15.0
-627.0;171.0;-270.0;336.0;-68.0
-232.0;499.0;-633.0;76.0;443.0
789.0;371.0;93.0;-528.0;643.0
129.0;-520.0;605.0;-135.0;-420.0
-177.0;225.0;-626.0;288.0;117.0
738.0;459.0;-110.0;-607.0;635.0
-586.0;201.0;-314.0;307.0;26.0
-683.0;168.0;-445.0;484.0;-65.0
-652.0;277.0;-6.0;548.0;-292.0
-301.0;280.0;-370.0;14.0;435.0
-613.0;181.0;-288.0;328.0;-30.0
-334.0;302.0;-334.0;56.0;542.0
-564.0;287.0;-563.0;325.0;94.0
-564.0;181.0;-401.0;458.0;-94.0
-438.0;245.0;-436.0;13.0;272.0
-545.0;228.0;-361.0;227.0;135.0
-540.0;230.0;-367.0;217.0;145.0
530.0;-219.0;567.0;-186.0;-109.0
-137.0;233.0;-548.0;390.0;246.0
-705.0;-559.0;568.0;453.0;-767.0
-720.0;21.0;-516.0;555.0;-131.0
-736.0;15.0;38.0;550.0;-505.0
-543.0;-478.0;291.0;348.0;-825.0
203.0;-244.0;616.0;71.0;-606.0
-518.0;25.0;-478.0;-41.0;194.0
487.0;-252.0;373.0;-164.0;-208.0
-519.0;89.0;-408.0;-29.0;250.0
-297.0;271.0;-355.0;8.0;580.0
-349.0;416.0;-621.0;234.0;292.0
458.0;-391.0;463.0;-324.0;-208.0
518.0;-286.0;333.0;-136.0;-175.0
-571.0;330.0;-197.0;355.0;-55.0
414.0;-390.0;607.0;-340.0;-215.0
-512.0;-653.0;263.0;427.0;-725.0
-776.0;-624.0;169.0;186.0;-772.0
-117.0;272.0;-621.0;421.0;326.0
-463.0;260.0;-414.0;67.0;285.0
-808.0;-646.0;324.0;178.0;-758.0
477.0;-392.0;313.0;-201.0;-168.0
-522.0;240.0;-397.0;161.0;203.0
-359.0;286.0;-498.0;235.0;274.0
-454.0;378.0;-647.0;302.0;274.0
-169.0;232.0;-635.0;363.0;162.0
206.0;-454.0;671.0;-252.0;-316.0
-414.0;-532.0;505.0;228.0;-787.0
-468.0;-663.0;328.0;389.0;-730.0
-488.0;184.0;-746.0;191.0;303.0
646.0;666.0;-327.0;-225.0;722.0
-530.0;-654.0;288.0;144.0;-743.0
-680.0;-680.0;302.0;-51.0;-723.0
-467.0;-652.0;269.0;206.0;-745.0
-505.0;-647.0;280.0;196.0;-745.0
-484.0;257.0;-413.0;113.0;261.0
526.0;-298.0;-577.0;-370.0;-163.0
660.0;-65.0;-556.0;-518.0;-211.0
-316.0;220.0;-583.0;465.0;160.0
-673.0;140.0;372.0;415.0;-102.0
