InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit RLA gyroX
213.0;-304.0;-109.0;936.0;-492.0;-107;645.0;11.0;93.0;-54.0;59.0;154.0;5.0
-103.0;-234.0;-814.0;1381.0;686.0;114;586.0;-267.0;625.0;-397.0;-782.0;264.0;-424.0
214.0;-277.0;-109.0;950.0;-498.0;-107;647.0;-32.0;90.0;-147.0;-77.0;136.0;28.0
-416.0;-283.0;-718.0;301.0;460.0;147;677.0;1078.0;597.0;1212.0;1274.0;293.0;1098.0
-230.0;-242.0;-859.0;806.0;357.0;-88;566.0;186.0;494.0;-11.0;171.0;110.0;61.0
-240.0;-238.0;-868.0;740.0;347.0;-89;567.0;271.0;484.0;231.0;-37.0;111.0;118.0
-241.0;-267.0;-866.0;744.0;344.0;-90;570.0;229.0;477.0;50.0;-75.0;145.0;144.0
-257.0;-240.0;-865.0;666.0;390.0;-93;573.0;47.0;484.0;78.0;87.0;137.0;109.0
-251.0;-234.0;-871.0;747.0;405.0;-103;568.0;-51.0;482.0;15.0;-27.0;134.0;-104.0
-240.0;-221.0;-868.0;737.0;381.0;-104;560.0;19.0;482.0;128.0;293.0;134.0;6.0
-325.0;-209.0;-893.0;771.0;243.0;-103;527.0;-17.0;437.0;761.0;789.0;85.0;113.0
-245.0;-197.0;-867.0;750.0;376.0;-104;547.0;209.0;475.0;-26.0;65.0;101.0;188.0
215.0;-273.0;-108.0;954.0;-504.0;-107;656.0;-56.0;98.0;-71.0;-95.0;163.0;-10.0
214.0;-272.0;-110.0;959.0;-508.0;-107;660.0;8.0;101.0;-53.0;-26.0;146.0;-5.0
-333.0;-212.0;-910.0;584.0;110.0;-103;528.0;-87.0;460.0;19.0;124.0;55.0;-144.0
-738.0;-162.0;-876.0;1324.0;276.0;128;1001.0;114.0;792.0;-854.0;-160.0;41.0;-738.0
215.0;-272.0;-110.0;948.0;-509.0;-107;659.0;8.0;104.0;-82.0;-21.0;146.0;19.0
214.0;-272.0;-110.0;950.0;-510.0;-107;661.0;-13.0;102.0;-71.0;-20.0;146.0;-20.0
213.0;-274.0;-110.0;922.0;-511.0;-107;661.0;17.0;102.0;-62.0;-26.0;154.0;-10.0
208.0;-262.0;-114.0;970.0;-522.0;-107;662.0;-13.0;106.0;-100.0;-46.0;139.0;-69.0
165.0;-250.0;-162.0;935.0;-537.0;-107;663.0;22.0;102.0;-8.0;48.0;136.0;-138.0
-54.0;-271.0;-859.0;358.0;559.0;-110;487.0;-30.0;461.0;-66.0;-9.0;109.0;13.0
-52.0;-270.0;-852.0;372.0;563.0;-110;487.0;-16.0;456.0;-51.0;-44.0;103.0;7.0
-59.0;-276.0;-869.0;355.0;568.0;-110;494.0;3.0;458.0;-13.0;156.0;99.0;9.0
-58.0;-273.0;-870.0;365.0;569.0;-110;496.0;1.0;458.0;-76.0;156.0;112.0;-10.0
-58.0;-277.0;-865.0;364.0;559.0;-110;492.0;-15.0;463.0;-71.0;148.0;119.0;-71.0
-54.0;-269.0;-861.0;325.0;553.0;-110;487.0;-59.0;467.0;-99.0;14.0;101.0;-121.0
-50.0;-264.0;-854.0;343.0;553.0;-110;488.0;-12.0;462.0;-203.0;-219.0;91.0;21.0
-83.0;-337.0;-842.0;243.0;565.0;-100;470.0;301.0;373.0;121.0;-369.0;48.0;408.0
-10.0;-291.0;-827.0;373.0;576.0;-110;487.0;-109.0;449.0;-135.0;-201.0;133.0;-70.0
-7.0;-286.0;-823.0;358.0;608.0;-110;490.0;-52.0;446.0;-62.0;-257.0;94.0;62.0
-9.0;-288.0;-822.0;330.0;607.0;-110;485.0;-31.0;437.0;-35.0;-204.0;92.0;50.0
-10.0;-291.0;-826.0;346.0;615.0;-110;484.0;12.0;436.0;-115.0;-104.0;82.0;116.0
-7.0;-285.0;-823.0;337.0;631.0;-110;493.0;21.0;446.0;-83.0;82.0;90.0;-105.0
-29.0;-282.0;-831.0;386.0;553.0;-110;503.0;64.0;473.0;35.0;105.0;147.0;191.0
-13.0;-285.0;-825.0;390.0;581.0;-110;492.0;58.0;444.0;47.0;81.0;87.0;104.0
-23.0;-279.0;-835.0;343.0;572.0;-110;491.0;5.0;447.0;11.0;39.0;80.0;97.0
-5.0;-278.0;-822.0;354.0;583.0;-110;483.0;15.0;437.0;-63.0;-25.0;81.0;8.0
-90.0;-306.0;-905.0;385.0;530.0;-110;496.0;113.0;447.0;-43.0;36.0;105.0;143.0
-103.0;-271.0;-912.0;330.0;533.0;-110;507.0;-32.0;460.0;-56.0;-89.0;107.0;-158.0
-102.0;-283.0;-907.0;323.0;536.0;-110;507.0;-99.0;461.0;-53.0;-113.0;112.0;-135.0
-144.0;-315.0;-786.0;283.0;585.0;-90;560.0;-270.0;503.0;-275.0;-325.0;132.0;-322.0
2.0;-289.0;-842.0;323.0;557.0;-110;478.0;-304.0;440.0;-340.0;-592.0;66.0;-610.0
-62.0;-257.0;-862.0;340.0;560.0;-110;499.0;-79.0;467.0;-20.0;-101.0;104.0;-28.0
-61.0;-260.0;-861.0;343.0;561.0;-110;496.0;-62.0;464.0;-14.0;-113.0;101.0;88.0
-65.0;-252.0;-864.0;302.0;568.0;-110;495.0;-71.0;458.0;-251.0;-131.0;76.0;199.0
-55.0;-265.0;-855.0;341.0;548.0;-110;487.0;-82.0;449.0;-163.0;-50.0;98.0;-312.0
-553.0;-291.0;-887.0;306.0;306.0;57;637.0;-46.0;481.0;-137.0;-47.0;105.0;-132.0
-561.0;-288.0;-885.0;305.0;296.0;58;640.0;67.0;485.0;-23.0;-10.0;88.0;10.0
-45.0;-260.0;-844.0;388.0;548.0;-110;485.0;-96.0;454.0;-101.0;-3.0;98.0;-62.0
-53.0;-208.0;-804.0;486.0;652.0;-174;553.0;-175.0;570.0;-15.0;-213.0;153.0;416.0
-50.0;-270.0;-851.0;359.0;521.0;-110;518.0;57.0;470.0;10.0;34.0;156.0;-50.0
-64.0;-282.0;-858.0;359.0;527.0;-110;493.0;44.0;475.0;-39.0;14.0;140.0;71.0
-65.0;-274.0;-861.0;399.0;526.0;-110;492.0;-19.0;472.0;-34.0;-33.0;140.0;55.0
-65.0;-264.0;-861.0;367.0;526.0;-110;492.0;46.0;473.0;-33.0;1.0;138.0;-20.0
-67.0;-268.0;-863.0;362.0;525.0;-110;491.0;2.0;474.0;-73.0;-21.0;136.0;11.0
-66.0;-268.0;-860.0;344.0;525.0;-110;490.0;34.0;471.0;-45.0;-15.0;135.0;5.0
-66.0;-269.0;-860.0;364.0;528.0;-110;493.0;8.0;471.0;-35.0;-6.0;137.0;36.0
-66.0;-266.0;-859.0;365.0;526.0;-110;493.0;-20.0;471.0;-50.0;-31.0;131.0;26.0
-65.0;-267.0;-862.0;359.0;530.0;-110;492.0;-49.0;471.0;-115.0;-63.0;137.0;12.0
-722.0;-269.0;-1320.0;643.0;980.0;159;1005.0;-131.0;636.0;46.0;-317.0;448.0;129.0
-470.0;-198.0;-1073.0;454.0;526.0;122;1162.0;-217.0;1044.0;-861.0;-661.0;192.0;134.0
-448.0;-293.0;-982.0;369.0;587.0;124;1104.0;57.0;1023.0;-187.0;-349.0;200.0;108.0
-64.0;-262.0;-858.0;340.0;529.0;-110;492.0;-37.0;472.0;-110.0;-44.0;128.0;-43.0
-534.0;-294.0;-907.0;324.0;354.0;53;650.0;47.0;487.0;-167.0;27.0;112.0;-5.0
-62.0;-272.0;-858.0;340.0;532.0;-110;492.0;-23.0;471.0;-115.0;-27.0;137.0;-69.0
-62.0;-269.0;-857.0;346.0;533.0;-110;492.0;-4.0;472.0;-159.0;-55.0;142.0;-31.0
-61.0;-270.0;-856.0;367.0;534.0;-110;492.0;-23.0;473.0;-164.0;-38.0;148.0;18.0
-56.0;-272.0;-854.0;348.0;539.0;-110;500.0;-47.0;476.0;-159.0;-69.0;143.0;-3.0
-533.0;-206.0;-908.0;341.0;346.0;50;636.0;202.0;484.0;108.0;171.0;79.0;405.0
-527.0;-319.0;-889.0;414.0;365.0;54;661.0;-60.0;491.0;-217.0;-129.0;129.0;-28.0
-521.0;-273.0;-917.0;324.0;323.0;50;654.0;-18.0;476.0;-44.0;25.0;92.0;-63.0
-523.0;-271.0;-925.0;330.0;325.0;51;655.0;59.0;479.0;-39.0;-10.0;80.0;23.0
-529.0;-247.0;-931.0;411.0;319.0;50;647.0;-7.0;477.0;-172.0;-111.0;69.0;-129.0
-645.0;-314.0;-1123.0;394.0;541.0;-83;1195.0;231.0;964.0;-3.0;266.0;280.0;-32.0
-521.0;-142.0;-929.0;342.0;320.0;53;636.0;-36.0;471.0;-16.0;-23.0;63.0;78.0
-49.0;-275.0;-847.0;346.0;544.0;-110;498.0;-52.0;472.0;-112.0;-57.0;143.0;-78.0
-41.0;-274.0;-840.0;353.0;551.0;-110;501.0;-69.0;470.0;-97.0;-53.0;140.0;-94.0
-38.0;-277.0;-836.0;365.0;551.0;-110;500.0;-98.0;469.0;-105.0;-67.0;150.0;-31.0
-20.0;-292.0;-820.0;356.0;562.0;-110;500.0;-72.0;469.0;-74.0;-79.0;159.0;-86.0
-16.0;-291.0;-821.0;366.0;560.0;-110;498.0;-80.0;467.0;-70.0;-69.0;161.0;-104.0
-17.0;-290.0;-830.0;328.0;565.0;-110;503.0;-41.0;474.0;-37.0;-9.0;149.0;56.0
-23.0;-280.0;-830.0;375.0;562.0;-110;504.0;-10.0;475.0;-64.0;44.0;140.0;121.0
-534.0;-132.0;-1042.0;586.0;394.0;113;1124.0;-597.0;990.0;-680.0;-22.0;159.0;-498.0
-543.0;-266.0;-914.0;334.0;320.0;52;642.0;31.0;481.0;-103.0;-44.0;113.0;-256.0
-750.0;-327.0;-1201.0;291.0;345.0;96;1188.0;-101.0;963.0;-84.0;-167.0;202.0;117.0
-523.0;-282.0;-944.0;384.0;293.0;53;668.0;-133.0;478.0;-162.0;-108.0;80.0;-79.0
-523.0;-319.0;-950.0;415.0;295.0;53;667.0;-154.0;477.0;-182.0;-133.0;94.0;-94.0
-522.0;-292.0;-945.0;326.0;288.0;53;666.0;-84.0;478.0;-47.0;-39.0;85.0;-32.0
-521.0;-347.0;-937.0;343.0;293.0;48;668.0;53.0;478.0;-65.0;-36.0;69.0;-34.0
-522.0;-291.0;-933.0;360.0;291.0;46;667.0;-63.0;479.0;-96.0;-64.0;84.0;-4.0
-522.0;-314.0;-934.0;330.0;284.0;43;666.0;-108.0;479.0;-129.0;-112.0;84.0;-70.0
-526.0;-321.0;-932.0;354.0;282.0;43;667.0;-19.0;481.0;-94.0;-76.0;74.0;-42.0
-35.0;-290.0;-861.0;314.0;550.0;-110;487.0;78.0;447.0;71.0;-22.0;121.0;339.0
17.0;-261.0;-735.0;304.0;646.0;-90;509.0;195.0;441.0;183.0;210.0;47.0;212.0
-23.0;-331.0;-828.0;328.0;546.0;-110;494.0;-68.0;462.0;-137.0;-155.0;141.0;-180.0
104.0;-293.0;-147.0;139.0;753.0;-155;694.0;-883.0;645.0;-340.0;-1229.0;71.0;-353.0
39.0;-189.0;-666.0;-319.0;793.0;142;733.0;-150.0;670.0;-83.0;-161.0;168.0;647.0
-146.0;-352.0;-967.0;267.0;448.0;-110;493.0;82.0;431.0;21.0;57.0;125.0;-111.0
-118.0;-136.0;-93.0;845.0;-811.0;-110;713.0;-26.0;93.0;-117.0;-69.0;178.0;177.0
82.0;-229.0;-691.0;495.0;606.0;-82;490.0;8.0;454.0;-227.0;-106.0;4.0;-182.0
-477.0;-312.0;-931.0;334.0;346.0;42;672.0;-56.0;493.0;-280.0;-145.0;90.0;-20.0
-472.0;-297.0;-932.0;345.0;343.0;42;673.0;-83.0;492.0;-163.0;-133.0;99.0;-54.0
-478.0;-294.0;-927.0;308.0;333.0;42;669.0;-148.0;485.0;-101.0;-87.0;95.0;-21.0
-476.0;-305.0;-920.0;305.0;334.0;42;669.0;-66.0;486.0;-128.0;-90.0;84.0;-48.0
-384.0;-247.0;-971.0;32.0;749.0;124;1145.0;-661.0;1109.0;53.0;-18.0;286.0;214.0
-470.0;-297.0;-925.0;296.0;327.0;42;665.0;1.0;482.0;-93.0;-59.0;91.0;-75.0
-525.0;-262.0;-969.0;116.0;305.0;53;659.0;-190.0;482.0;-211.0;-113.0;100.0;27.0
-473.0;-317.0;-914.0;268.0;325.0;42;665.0;-163.0;479.0;-87.0;-60.0;77.0;-55.0
-474.0;-299.0;-914.0;272.0;325.0;42;667.0;-90.0;479.0;-107.0;-109.0;77.0;-131.0
-475.0;-301.0;-912.0;245.0;319.0;42;670.0;39.0;478.0;-46.0;-9.0;76.0;42.0
-465.0;-292.0;-923.0;290.0;319.0;42;666.0;-114.0;479.0;-88.0;-70.0;72.0;-9.0
-464.0;-279.0;-912.0;307.0;318.0;42;663.0;-98.0;478.0;-77.0;-53.0;67.0;18.0
-469.0;-263.0;-947.0;-196.0;336.0;42;675.0;-58.0;501.0;-98.0;153.0;133.0;60.0
-528.0;-335.0;-887.0;131.0;361.0;55;665.0;-93.0;497.0;-165.0;-223.0;112.0;-141.0
-790.0;-300.0;-863.0;303.0;511.0;32;783.0;-401.0;612.0;340.0;-459.0;194.0;-160.0
-468.0;-306.0;-887.0;307.0;305.0;42;670.0;-121.0;480.0;-206.0;-138.0;94.0;28.0
-452.0;-251.0;-994.0;184.0;657.0;124;1115.0;-336.0;1043.0;-352.0;-674.0;223.0;247.0
-399.0;-381.0;-721.0;91.0;358.0;-83;1361.0;-1111.0;1273.0;831.0;-220.0;293.0;-1017.0
-464.0;-337.0;-858.0;280.0;292.0;42;676.0;-62.0;469.0;-21.0;-87.0;92.0;30.0
-449.0;-322.0;-869.0;317.0;292.0;42;672.0;17.0;464.0;-60.0;-72.0;80.0;146.0
-444.0;-308.0;-877.0;298.0;294.0;42;663.0;86.0;464.0;-94.0;-70.0;61.0;188.0
-441.0;-293.0;-880.0;309.0;312.0;42;654.0;-43.0;457.0;-60.0;-63.0;42.0;-80.0
-440.0;-261.0;-879.0;235.0;311.0;42;653.0;-63.0;457.0;-125.0;-174.0;37.0;13.0
-423.0;-293.0;-867.0;272.0;328.0;42;686.0;-82.0;447.0;21.0;17.0;0.0;-79.0
-267.0;-409.0;-563.0;481.0;595.0;-93;655.0;46.0;612.0;95.0;99.0;288.0;248.0
-439.0;-291.0;-876.0;280.0;323.0;42;677.0;18.0;443.0;-98.0;-119.0;-17.0;-308.0
-443.0;-300.0;-877.0;275.0;319.0;42;677.0;-25.0;442.0;-69.0;-120.0;-25.0;-224.0
-441.0;-290.0;-881.0;277.0;312.0;42;671.0;-124.0;440.0;-110.0;-64.0;8.0;-74.0
-444.0;-272.0;-880.0;275.0;313.0;42;672.0;-85.0;439.0;-41.0;-41.0;0.0;-158.0
-447.0;-294.0;-880.0;236.0;313.0;42;668.0;-37.0;440.0;-134.0;-86.0;2.0;-167.0
-453.0;-290.0;-881.0;285.0;306.0;42;662.0;76.0;442.0;-94.0;-122.0;-8.0;63.0
-305.0;-396.0;-535.0;496.0;578.0;-93;666.0;72.0;621.0;4.0;30.0;298.0;-923.0
-435.0;-309.0;-902.0;323.0;304.0;42;669.0;-210.0;444.0;-138.0;-64.0;-15.0;-180.0
-449.0;-328.0;-895.0;255.0;302.0;42;661.0;-431.0;443.0;-60.0;-1.0;8.0;190.0
-468.0;-274.0;-892.0;271.0;296.0;42;682.0;112.0;439.0;-24.0;3.0;-21.0;-19.0
-227.0;-293.0;-387.0;577.0;564.0;-173;596.0;-75.0;610.0;-83.0;-69.0;290.0;16.0
-228.0;-293.0;-386.0;532.0;576.0;-173;597.0;7.0;609.0;-59.0;29.0;275.0;44.0
-463.0;-288.0;-899.0;255.0;323.0;42;687.0;-47.0;432.0;-164.0;-54.0;-10.0;108.0
-229.0;-284.0;-385.0;537.0;558.0;-173;599.0;9.0;612.0;-35.0;39.0;278.0;-26.0
-447.0;-263.0;-886.0;294.0;338.0;42;692.0;-27.0;436.0;-131.0;30.0;35.0;-198.0
-227.0;-285.0;-384.0;556.0;556.0;-173;597.0;-4.0;612.0;-66.0;65.0;288.0;55.0
-134.0;-277.0;-768.0;499.0;579.0;-173;574.0;-8.0;579.0;-69.0;-43.0;237.0;-15.0
-139.0;-282.0;-773.0;494.0;582.0;-174;577.0;-14.0;581.0;-40.0;-24.0;221.0;15.0
-456.0;-264.0;-897.0;285.0;322.0;42;690.0;-156.0;438.0;-242.0;-241.0;-4.0;-103.0
-599.0;-336.0;-792.0;297.0;185.0;42;666.0;-183.0;452.0;-240.0;-147.0;79.0;-303.0
-130.0;-289.0;-767.0;485.0;567.0;-173;574.0;-72.0;583.0;-31.0;-50.0;227.0;-33.0
-128.0;-284.0;-767.0;455.0;574.0;-174;574.0;-111.0;583.0;-108.0;-139.0;217.0;-8.0
-487.0;-363.0;-738.0;380.0;428.0;-78;928.0;-854.0;820.0;-1482.0;-1245.0;61.0;-1208.0
-452.0;-289.0;-908.0;240.0;304.0;42;681.0;-14.0;437.0;-8.0;95.0;24.0;-68.0
-454.0;-270.0;-903.0;266.0;307.0;42;672.0;31.0;440.0;-62.0;1.0;38.0;-15.0
-455.0;-272.0;-909.0;231.0;297.0;42;666.0;-35.0;438.0;-67.0;-22.0;21.0;24.0
-446.0;-280.0;-918.0;229.0;296.0;42;658.0;-25.0;439.0;-62.0;-5.0;8.0;-107.0
-452.0;-271.0;-912.0;296.0;305.0;42;657.0;-36.0;440.0;-79.0;-16.0;5.0;-73.0
-450.0;-283.0;-909.0;246.0;296.0;42;684.0;-31.0;437.0;204.0;124.0;39.0;84.0
-450.0;-249.0;-914.0;308.0;316.0;42;651.0;30.0;441.0;6.0;18.0;4.0;89.0
-449.0;-258.0;-915.0;298.0;318.0;42;649.0;-22.0;443.0;16.0;58.0;1.0;64.0
-455.0;-234.0;-908.0;292.0;336.0;42;645.0;-88.0;440.0;105.0;8.0;-18.0;-116.0
-461.0;-250.0;-912.0;293.0;328.0;42;644.0;-101.0;436.0;-64.0;-82.0;-14.0;98.0
-458.0;-244.0;-913.0;310.0;323.0;42;643.0;-60.0;437.0;-76.0;-55.0;-21.0;-75.0
-455.0;-256.0;-910.0;307.0;320.0;42;645.0;-53.0;437.0;-141.0;-64.0;-16.0;1.0
-456.0;-255.0;-908.0;303.0;318.0;42;646.0;-72.0;438.0;-126.0;-136.0;8.0;-146.0
-77.0;-249.0;-746.0;542.0;600.0;-173;568.0;-44.0;587.0;0.0;6.0;216.0;11.0
-462.0;-258.0;-903.0;285.0;308.0;42;645.0;-2.0;439.0;-249.0;-99.0;-22.0;-113.0
-466.0;-255.0;-899.0;277.0;306.0;42;646.0;-169.0;439.0;-15.0;-111.0;-15.0;-105.0
-461.0;-266.0;-904.0;286.0;313.0;42;646.0;2.0;438.0;-255.0;-157.0;-10.0;-273.0
-473.0;-265.0;-900.0;326.0;288.0;42;647.0;-133.0;439.0;-161.0;-227.0;-5.0;-57.0
-472.0;-279.0;-900.0;289.0;284.0;42;653.0;-201.0;444.0;-114.0;-54.0;-8.0;-52.0
-513.0;-241.0;-854.0;262.0;317.0;42;662.0;-128.0;424.0;-132.0;-65.0;-17.0;-225.0
-80.0;-237.0;-749.0;533.0;601.0;-174;570.0;18.0;587.0;-66.0;-124.0;189.0;12.0
-483.0;-226.0;-872.0;348.0;294.0;42;663.0;-13.0;438.0;49.0;5.0;-11.0;59.0
-82.0;-240.0;-752.0;569.0;608.0;-174;571.0;13.0;587.0;-125.0;-129.0;209.0;16.0
-492.0;-295.0;-873.0;281.0;269.0;42;665.0;-108.0;447.0;-115.0;-106.0;1.0;-3.0
-492.0;-300.0;-874.0;320.0;265.0;42;665.0;-35.0;446.0;-107.0;-66.0;6.0;31.0
-452.0;-289.0;-909.0;265.0;289.0;42;687.0;155.0;436.0;205.0;162.0;67.0;313.0
-596.0;-316.0;-828.0;217.0;235.0;49;629.0;216.0;465.0;375.0;312.0;87.0;7.0
-561.0;-292.0;-886.0;235.0;296.0;58;640.0;268.0;483.0;93.0;243.0;98.0;46.0
-483.0;-291.0;-868.0;297.0;307.0;42;667.0;11.0;442.0;-97.0;-33.0;11.0;-8.0
-481.0;-268.0;-868.0;305.0;298.0;42;666.0;-83.0;442.0;-67.0;-37.0;18.0;13.0
-485.0;-285.0;-859.0;304.0;293.0;42;669.0;-86.0;445.0;-94.0;-70.0;13.0;-82.0
-485.0;-281.0;-856.0;297.0;296.0;42;672.0;35.0;442.0;3.0;-7.0;13.0;25.0
-481.0;-281.0;-853.0;305.0;300.0;42;674.0;46.0;444.0;1.0;35.0;14.0;80.0
-471.0;-283.0;-857.0;317.0;308.0;42;667.0;8.0;439.0;46.0;46.0;1.0;76.0
-468.0;-258.0;-850.0;302.0;319.0;42;669.0;-58.0;439.0;-43.0;-12.0;35.0;7.0
-546.0;-298.0;-727.0;512.0;289.0;-131;880.0;-209.0;755.0;-507.0;-342.0;175.0;-935.0
-632.0;-246.0;-892.0;371.0;365.0;41;795.0;942.0;617.0;-978.0;772.0;224.0;-761.0
-479.0;-277.0;-845.0;333.0;319.0;42;666.0;78.0;436.0;92.0;92.0;-13.0;11.0
-472.0;-234.0;-853.0;336.0;320.0;42;668.0;-125.0;429.0;-55.0;32.0;-37.0;49.0
-470.0;-239.0;-853.0;314.0;333.0;42;666.0;20.0;424.0;-2.0;40.0;-25.0;54.0
-114.0;-249.0;-750.0;521.0;594.0;-174;578.0;124.0;588.0;223.0;373.0;213.0;256.0
-466.0;-246.0;-864.0;349.0;365.0;42;656.0;-69.0;404.0;164.0;306.0;-57.0;-45.0
-492.0;-244.0;-868.0;339.0;391.0;42;646.0;-15.0;398.0;-263.0;-148.0;-60.0;-65.0
-506.0;-247.0;-862.0;346.0;349.0;42;652.0;-15.0;402.0;-32.0;43.0;-35.0;-154.0
-469.0;-245.0;-882.0;249.0;363.0;42;657.0;-12.0;416.0;-44.0;20.0;-32.0;-80.0
-476.0;-256.0;-878.0;286.0;368.0;42;659.0;-2.0;417.0;-68.0;-16.0;-17.0;-21.0
-476.0;-252.0;-879.0;239.0;366.0;42;659.0;-17.0;416.0;-116.0;-69.0;-38.0;-44.0
-477.0;-251.0;-878.0;246.0;363.0;42;662.0;44.0;418.0;-168.0;-109.0;-33.0;-77.0
-481.0;-250.0;-874.0;287.0;349.0;42;657.0;14.0;420.0;-66.0;-28.0;-20.0;-68.0
