InertialMeasurementUnit LLA accZ;Accelerometer LWR accX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer LUA_ accZ;Accelerometer LH accZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Compass;Accelerometer RUA_ accX
237.0;-61.0;-212.0;74.0;951.0;479.0;13.0;-337.0;0;-55;173.0
66.0;-38.0;-305.0;278.0;800.0;488.0;-196.0;-522.0;-28;-100;426.0
147.0;-107.0;-354.0;155.0;855.0;462.0;47.0;-488.0;-13;-169;260.0
80.0;-201.0;-324.0;513.0;755.0;202.0;193.0;-562.0;12;-1;-101.0
118.0;-114.0;-212.0;196.0;899.0;267.0;-20.0;-482.0;8;-24;187.0
174.0;-52.0;-304.0;259.0;816.0;364.0;-57.0;-571.0;8;-25;18.0
111.0;-157.0;-286.0;199.0;851.0;348.0;34.0;-538.0;8;-24;93.0
189.0;-125.0;-247.0;203.0;979.0;347.0;97.0;-477.0;8;-22;59.0
42.0;-155.0;-161.0;304.0;818.0;345.0;-364.0;-546.0;173;148;180.0
121.0;-186.0;-449.0;360.0;730.0;382.0;-46.0;-581.0;32;8;370.0
245.0;35.0;-354.0;301.0;737.0;539.0;-222.0;-609.0;-51;-162;313.0
197.0;11.0;-356.0;175.0;1007.0;382.0;-108.0;-486.0;6;-28;104.0
191.0;-69.0;-139.0;113.0;894.0;412.0;-68.0;-436.0;5;-29;102.0
221.0;-36.0;-252.0;-5.0;902.0;406.0;-80.0;-412.0;3;-31;104.0
295.0;-133.0;-300.0;-44.0;877.0;395.0;-104.0;-543.0;1;-71;1.0
53.0;-69.0;-324.0;132.0;949.0;370.0;-91.0;-272.0;-4;-78;155.0
318.0;13.0;-251.0;241.0;904.0;478.0;-90.0;-482.0;5;-84;334.0
307.0;22.0;-245.0;184.0;934.0;702.0;-364.0;-362.0;-1;-75;398.0
316.0;-119.0;-164.0;214.0;876.0;435.0;31.0;-408.0;-78;174;426.0
233.0;-39.0;-244.0;176.0;861.0;468.0;19.0;-481.0;-3;-116;405.0
238.0;-25.0;-230.0;174.0;866.0;456.0;12.0;-487.0;-3;-116;444.0
205.0;-75.0;-174.0;166.0;866.0;447.0;6.0;-295.0;14;-14;215.0
440.0;229.0;-179.0;109.0;949.0;682.0;-184.0;-310.0;-2;-71;458.0
225.0;9.0;-179.0;135.0;759.0;389.0;-6.0;-323.0;-27;-73;162.0
233.0;94.0;-224.0;120.0;977.0;295.0;-141.0;-353.0;12;-21;232.0
191.0;-29.0;-192.0;88.0;942.0;387.0;-116.0;-307.0;72;-113;316.0
156.0;-79.0;-161.0;168.0;913.0;329.0;-82.0;-340.0;78;-12;132.0
253.0;-1.0;-225.0;149.0;866.0;459.0;-16.0;-478.0;-3;-116;493.0
240.0;-25.0;-229.0;145.0;885.0;465.0;61.0;-474.0;-3;-116;344.0
131.0;-12.0;-324.0;110.0;909.0;581.0;62.0;-467.0;-2;-74;533.0
220.0;-44.0;-232.0;123.0;885.0;498.0;50.0;-494.0;-3;-116;436.0
231.0;-38.0;-235.0;120.0;900.0;496.0;35.0;-443.0;-3;-116;354.0
167.0;-72.0;-186.0;173.0;915.0;366.0;-103.0;-331.0;79;-12;248.0
153.0;-106.0;-177.0;198.0;924.0;359.0;-81.0;-368.0;81;-12;356.0
112.0;-142.0;-430.0;379.0;932.0;330.0;-82.0;-443.0;91;-11;377.0
205.0;30.0;-179.0;124.0;875.0;423.0;-100.0;-394.0;2;-72;300.0
228.0;14.0;-265.0;57.0;960.0;569.0;-361.0;-319.0;-2;-74;388.0
248.0;-58.0;-245.0;107.0;900.0;483.0;39.0;-458.0;-3;-116;310.0
118.0;-85.0;-296.0;71.0;922.0;328.0;112.0;-373.0;10;-156;136.0
259.0;-77.0;-263.0;-66.0;884.0;524.0;-42.0;-642.0;32;17;261.0
191.0;-47.0;-289.0;37.0;922.0;376.0;81.0;-358.0;9;-157;137.0
187.0;-78.0;-264.0;41.0;931.0;378.0;85.0;-340.0;9;-157;184.0
171.0;-66.0;-292.0;37.0;913.0;402.0;87.0;-339.0;9;-157;175.0
158.0;-51.0;-270.0;44.0;907.0;388.0;98.0;-366.0;9;-157;140.0
219.0;-94.0;-178.0;141.0;955.0;392.0;77.0;-408.0;-3;-115;173.0
198.0;-63.0;-174.0;125.0;936.0;429.0;72.0;-371.0;-3;-115;276.0
135.0;-62.0;-285.0;25.0;943.0;345.0;32.0;-368.0;9;-157;101.0
206.0;-72.0;-194.0;97.0;967.0;398.0;41.0;-397.0;-3;-115;223.0
207.0;-76.0;-202.0;81.0;972.0;424.0;-75.0;-362.0;-3;-115;169.0
180.0;-45.0;-215.0;90.0;944.0;375.0;-60.0;-369.0;-3;-115;82.0
120.0;-49.0;-140.0;155.0;980.0;399.0;46.0;-290.0;10;-150;237.0
312.0;139.0;-157.0;44.0;999.0;517.0;-457.0;-183.0;-5;-75;-71.0
269.0;-39.0;-183.0;64.0;927.0;464.0;-16.0;-363.0;-3;-115;107.0
169.0;-70.0;-308.0;19.0;985.0;350.0;84.0;-339.0;7;-145;201.0
178.0;-67.0;-291.0;23.0;942.0;339.0;91.0;-310.0;8;-144;196.0
167.0;-110.0;-295.0;51.0;939.0;359.0;96.0;-316.0;7;-145;180.0
165.0;-76.0;-282.0;59.0;955.0;358.0;90.0;-351.0;7;-145;159.0
176.0;-51.0;-295.0;45.0;945.0;359.0;89.0;-302.0;7;-145;188.0
141.0;-83.0;-214.0;82.0;926.0;369.0;86.0;-301.0;7;-145;167.0
68.0;-72.0;-190.0;45.0;969.0;355.0;40.0;-307.0;5;-129;174.0
137.0;-73.0;-117.0;67.0;944.0;360.0;86.0;-340.0;2;-129;174.0
161.0;-74.0;-141.0;-17.0;932.0;377.0;-71.0;-361.0;5;-31;7.0
273.0;-118.0;-164.0;55.0;945.0;419.0;-28.0;-395.0;-3;-115;68.0
126.0;-77.0;-154.0;65.0;959.0;359.0;59.0;-356.0;1;-129;173.0
212.0;26.0;-109.0;39.0;981.0;582.0;-152.0;-258.0;-5;-78;184.0
171.0;-50.0;-135.0;69.0;953.0;341.0;94.0;-344.0;0;-129;165.0
155.0;-97.0;-132.0;73.0;960.0;363.0;84.0;-323.0;0;-130;185.0
222.0;33.0;-194.0;136.0;952.0;440.0;-44.0;-351.0;8;-51;145.0
196.0;-23.0;-227.0;160.0;955.0;329.0;-33.0;-369.0;8;-44;143.0
244.0;-54.0;-167.0;56.0;959.0;465.0;-1.0;-362.0;-3;-115;192.0
207.0;-32.0;-195.0;71.0;946.0;484.0;-166.0;-339.0;-3;-115;194.0
336.0;162.0;-148.0;65.0;998.0;579.0;-485.0;-240.0;-5;-75;-15.0
119.0;-82.0;-262.0;139.0;828.0;274.0;89.0;-469.0;79;174;136.0
109.0;-41.0;-360.0;226.0;961.0;647.0;88.0;-343.0;-3;-78;375.0
259.0;41.0;-250.0;37.0;921.0;496.0;-96.0;-379.0;-3;-115;214.0
285.0;-9.0;-203.0;73.0;968.0;447.0;-160.0;-389.0;-3;-115;208.0
282.0;-68.0;-189.0;45.0;963.0;448.0;-69.0;-399.0;-3;-115;238.0
225.0;-83.0;-176.0;72.0;919.0;427.0;-27.0;-368.0;-3;-115;178.0
193.0;-100.0;-208.0;84.0;928.0;453.0;37.0;-447.0;-3;-115;192.0
133.0;-78.0;-143.0;53.0;960.0;346.0;81.0;-339.0;0;-130;166.0
215.0;-35.0;-227.0;6.0;727.0;358.0;38.0;-224.0;25;-23;67.0
157.0;-74.0;-133.0;101.0;961.0;422.0;7.0;-282.0;5;-8;200.0
271.0;137.0;-208.0;151.0;982.0;501.0;-509.0;-243.0;-4;-74;232.0
206.0;-66.0;-196.0;93.0;952.0;443.0;-54.0;-384.0;-3;-115;214.0
174.0;-61.0;-208.0;95.0;936.0;436.0;-21.0;-374.0;-3;-115;234.0
166.0;-66.0;-190.0;87.0;947.0;464.0;-30.0;-380.0;-3;-115;244.0
203.0;46.0;-206.0;81.0;935.0;546.0;-50.0;-363.0;-3;-115;243.0
275.0;-8.0;-237.0;86.0;932.0;451.0;-34.0;-381.0;-3;-115;242.0
256.0;-68.0;-215.0;81.0;943.0;445.0;62.0;-382.0;-3;-115;211.0
195.0;-39.0;-224.0;81.0;942.0;465.0;-11.0;-351.0;-3;-115;249.0
181.0;-17.0;-212.0;87.0;942.0;486.0;-30.0;-376.0;-3;-115;243.0
193.0;-17.0;-200.0;84.0;932.0;522.0;-53.0;-360.0;-3;-115;254.0
319.0;99.0;-165.0;107.0;955.0;563.0;-119.0;-305.0;-2;-71;338.0
263.0;18.0;-216.0;90.0;936.0;476.0;-39.0;-381.0;-3;-115;252.0
189.0;-2.0;-217.0;120.0;1004.0;298.0;6.0;-327.0;4;-10;213.0
223.0;-10.0;-345.0;198.0;889.0;335.0;-20.0;-455.0;4;-11;227.0
269.0;5.0;-215.0;91.0;931.0;475.0;-48.0;-368.0;-3;-115;242.0
228.0;-44.0;-221.0;90.0;942.0;479.0;10.0;-399.0;-3;-115;285.0
228.0;-25.0;-217.0;92.0;943.0;483.0;0.0;-366.0;-3;-115;301.0
226.0;-57.0;-232.0;92.0;987.0;494.0;-3.0;-327.0;-3;-115;333.0
230.0;-7.0;-196.0;94.0;921.0;462.0;-59.0;-398.0;-3;-115;388.0
270.0;44.0;-160.0;88.0;905.0;478.0;-32.0;-387.0;-6;-97;593.0
220.0;-9.0;-191.0;118.0;913.0;438.0;-10.0;-460.0;-3;-115;434.0
219.0;-49.0;-179.0;150.0;889.0;403.0;-83.0;-431.0;115;52;-155.0
216.0;22.0;-186.0;113.0;922.0;445.0;-11.0;-428.0;-3;-115;350.0
223.0;40.0;-189.0;128.0;909.0;444.0;-71.0;-427.0;-3;-116;317.0
234.0;-39.0;-236.0;126.0;908.0;468.0;-55.0;-453.0;-3;-116;378.0
241.0;-34.0;-266.0;116.0;896.0;448.0;-42.0;-444.0;-3;-115;270.0
241.0;16.0;-377.0;186.0;914.0;369.0;-89.0;-420.0;3;-11;334.0
144.0;-75.0;-155.0;141.0;905.0;414.0;3.0;-480.0;3;-11;205.0
217.0;-41.0;-249.0;137.0;895.0;478.0;-9.0;-460.0;-3;-116;330.0
228.0;-45.0;-235.0;150.0;880.0;506.0;6.0;-449.0;-3;-115;401.0
-537.0;-609.0;-149.0;81.0;950.0;341.0;783.0;-350.0;-3;-74;261.0
230.0;-48.0;-236.0;151.0;905.0;471.0;-3.0;-467.0;-3;-115;344.0
231.0;-15.0;-245.0;156.0;884.0;451.0;-29.0;-466.0;-3;-116;329.0
182.0;-5.0;-292.0;198.0;846.0;480.0;-112.0;-464.0;-12;-136;359.0
190.0;-44.0;-264.0;34.0;871.0;513.0;107.0;-316.0;8;-7;205.0
237.0;-16.0;-232.0;151.0;893.0;475.0;-33.0;-486.0;-3;-115;393.0
238.0;-38.0;-254.0;151.0;882.0;471.0;-36.0;-483.0;-3;-116;406.0
151.0;-48.0;-237.0;-3.0;943.0;401.0;-68.0;-341.0;9;-19;261.0
158.0;-63.0;-320.0;32.0;932.0;390.0;-50.0;-381.0;9;-19;183.0
242.0;-13.0;-264.0;147.0;875.0;467.0;-31.0;-475.0;-3;-116;416.0
243.0;-11.0;-264.0;151.0;900.0;467.0;-8.0;-500.0;-3;-115;425.0
236.0;-59.0;-243.0;160.0;895.0;476.0;6.0;-433.0;-3;-116;370.0
239.0;-1.0;-247.0;155.0;914.0;457.0;-10.0;-433.0;-3;-116;395.0
192.0;-30.0;-186.0;89.0;956.0;396.0;65.0;-383.0;4;126;146.0
-72.0;-280.0;-214.0;-38.0;929.0;518.0;212.0;-360.0;-2;-74;400.0
243.0;-55.0;-257.0;141.0;914.0;473.0;11.0;-428.0;-4;-115;340.0
227.0;-113.0;-269.0;131.0;905.0;452.0;31.0;-430.0;-4;-115;287.0
114.0;-114.0;-63.0;36.0;915.0;281.0;50.0;-370.0;75;174;140.0
215.0;84.0;-92.0;78.0;876.0;418.0;-75.0;-320.0;12;6;190.0
294.0;93.0;-235.0;42.0;874.0;461.0;-64.0;-400.0;11;7;163.0
189.0;-118.0;-193.0;173.0;828.0;433.0;111.0;-522.0;41;22;264.0
162.0;-108.0;-316.0;93.0;950.0;390.0;8.0;-410.0;9;-19;147.0
113.0;-57.0;-241.0;91.0;932.0;409.0;-24.0;-370.0;9;-19;403.0
110.0;-284.0;-177.0;68.0;832.0;412.0;147.0;-345.0;-13;-64;-104.0
160.0;-150.0;-177.0;364.0;680.0;314.0;268.0;-292.0;15;11;27.0
107.0;-103.0;-126.0;178.0;855.0;465.0;14.0;-562.0;19;12;324.0
-57.0;-283.0;-206.0;98.0;931.0;473.0;120.0;-380.0;-1;-74;755.0
227.0;-65.0;-434.0;-72.0;1032.0;488.0;-116.0;-626.0;-8;-106;421.0
229.0;-22.0;-429.0;35.0;883.0;380.0;-39.0;-360.0;54;23;247.0
122.0;-148.0;-338.0;93.0;919.0;481.0;-117.0;-423.0;-2;-75;516.0
70.0;-51.0;-401.0;65.0;936.0;439.0;62.0;-693.0;-6;-26;544.0
154.0;-55.0;-158.0;2.0;878.0;354.0;20.0;-366.0;144;19;541.0
325.0;137.0;-185.0;324.0;755.0;573.0;-447.0;-641.0;-2;-140;-166.0
-524.0;-725.0;-135.0;33.0;944.0;124.0;708.0;-266.0;3;-13;773.0
15.0;-26.0;-269.0;136.0;887.0;485.0;37.0;-345.0;18;5;365.0
278.0;-9.0;-308.0;77.0;1002.0;411.0;9.0;-434.0;4;-23;246.0
242.0;-117.0;-95.0;-20.0;937.0;397.0;-145.0;-260.0;14;17;222.0
220.0;-87.0;-127.0;7.0;1195.0;438.0;156.0;-570.0;12;11;192.0
274.0;140.0;-202.0;116.0;855.0;384.0;-105.0;-403.0;3;-146;224.0
-52.0;-123.0;-384.0;33.0;861.0;573.0;213.0;-534.0;-2;-74;-87.0
246.0;56.0;-154.0;90.0;1008.0;391.0;-117.0;-332.0;15;3;288.0
178.0;-161.0;-211.0;119.0;920.0;346.0;98.0;-375.0;18;-23;221.0
296.0;48.0;-342.0;231.0;885.0;456.0;-177.0;-586.0;-4;-57;-138.0
314.0;-94.0;-525.0;122.0;857.0;483.0;27.0;-666.0;-5;-41;185.0
298.0;136.0;-218.0;-10.0;876.0;437.0;-175.0;-330.0;-11;-66;310.0
270.0;7.0;-363.0;187.0;905.0;410.0;89.0;-566.0;33;-5;424.0
176.0;-172.0;-531.0;636.0;462.0;445.0;10.0;-831.0;-11;-161;545.0
116.0;-121.0;-491.0;474.0;642.0;221.0;-153.0;-763.0;74;-12;350.0
327.0;106.0;-339.0;225.0;783.0;459.0;-32.0;-504.0;30;-4;305.0
303.0;50.0;-243.0;121.0;924.0;451.0;-4.0;-428.0;28;-20;531.0
277.0;37.0;-245.0;102.0;861.0;441.0;-30.0;-408.0;30;-21;432.0
143.0;-87.0;-104.0;-44.0;990.0;300.0;67.0;-249.0;73;174;202.0
204.0;-31.0;-197.0;80.0;958.0;406.0;46.0;-353.0;4;126;169.0
264.0;34.0;-171.0;200.0;769.0;492.0;-179.0;-325.0;17;-6;3.0
103.0;-174.0;-296.0;95.0;941.0;481.0;-106.0;-386.0;-2;-74;275.0
207.0;-58.0;-168.0;70.0;972.0;406.0;124.0;-376.0;4;127;161.0
154.0;-157.0;-123.0;-20.0;1149.0;301.0;158.0;-604.0;-27;-120;331.0
136.0;-36.0;-176.0;102.0;952.0;402.0;19.0;-358.0;4;126;155.0
162.0;-36.0;-158.0;108.0;942.0;449.0;0.0;-370.0;5;126;144.0
135.0;-97.0;-234.0;148.0;874.0;306.0;61.0;-404.0;75;174;117.0
205.0;-140.0;-114.0;203.0;870.0;404.0;65.0;-322.0;171;37;186.0
137.0;-102.0;-261.0;68.0;924.0;330.0;99.0;-404.0;9;-147;105.0
181.0;-409.0;-17.0;117.0;785.0;237.0;-63.0;-327.0;30;1;-40.0
120.0;-67.0;-189.0;61.0;857.0;311.0;-28.0;-510.0;5;-66;143.0
277.0;19.0;-128.0;89.0;898.0;408.0;-156.0;-442.0;11;-4;168.0
315.0;-16.0;-237.0;111.0;815.0;415.0;-15.0;-427.0;-156;125;112.0
173.0;7.0;-174.0;76.0;952.0;463.0;21.0;-406.0;5;127;154.0
337.0;114.0;-62.0;140.0;841.0;583.0;-313.0;-453.0;51;-5;149.0
96.0;-138.0;-385.0;54.0;1006.0;339.0;127.0;-498.0;5;-45;43.0
208.0;-8.0;-343.0;119.0;949.0;374.0;23.0;-327.0;2;124;216.0
133.0;-58.0;-261.0;71.0;914.0;340.0;109.0;-421.0;9;-137;181.0
181.0;-92.0;-451.0;99.0;898.0;409.0;134.0;-564.0;137;27;185.0
134.0;-94.0;-285.0;81.0;915.0;331.0;99.0;-450.0;9;-138;276.0
173.0;-88.0;-552.0;172.0;927.0;430.0;2.0;-682.0;1;-115;-139.0
187.0;-108.0;-257.0;13.0;929.0;360.0;64.0;-402.0;3;-155;184.0
148.0;-14.0;-253.0;60.0;911.0;399.0;40.0;-349.0;3;-150;122.0
183.0;-60.0;-268.0;28.0;942.0;387.0;7.0;-350.0;3;-150;154.0
199.0;-30.0;-255.0;43.0;843.0;427.0;1.0;-416.0;2;-170;125.0
259.0;2.0;-256.0;62.0;933.0;569.0;-398.0;-381.0;-2;-74;478.0
250.0;-206.0;-248.0;205.0;951.0;612.0;-325.0;-346.0;-1;-75;357.0
156.0;-48.0;-276.0;47.0;946.0;405.0;55.0;-365.0;2;-155;136.0
135.0;-45.0;-275.0;46.0;909.0;391.0;50.0;-365.0;2;-149;139.0
205.0;-11.0;-263.0;55.0;941.0;392.0;53.0;-359.0;3;-149;193.0
196.0;-55.0;-275.0;52.0;948.0;392.0;26.0;-345.0;3;-149;87.0
195.0;-29.0;-293.0;44.0;949.0;379.0;47.0;-362.0;3;-149;138.0
183.0;-94.0;-293.0;44.0;937.0;409.0;70.0;-354.0;3;-149;125.0
182.0;-68.0;-276.0;59.0;951.0;349.0;68.0;-321.0;2;-149;187.0
178.0;-98.0;-316.0;42.0;980.0;401.0;62.0;-333.0;2;-149;154.0
153.0;-68.0;-294.0;40.0;928.0;423.0;52.0;-372.0;2;-149;96.0
184.0;-62.0;-323.0;71.0;939.0;396.0;84.0;-385.0;2;-149;139.0
172.0;-76.0;-317.0;58.0;945.0;390.0;74.0;-381.0;2;-149;145.0
139.0;-58.0;-323.0;39.0;937.0;352.0;88.0;-334.0;2;-145;168.0
185.0;-54.0;-313.0;60.0;941.0;379.0;72.0;-369.0;2;-149;148.0
181.0;-66.0;-315.0;62.0;942.0;399.0;93.0;-370.0;2;-149;141.0
183.0;-75.0;-312.0;67.0;923.0;406.0;99.0;-360.0;2;-149;131.0
183.0;-73.0;-317.0;65.0;933.0;385.0;74.0;-358.0;2;-149;132.0
155.0;-104.0;-299.0;50.0;950.0;359.0;123.0;-354.0;2;-145;161.0
187.0;-94.0;-302.0;64.0;939.0;386.0;97.0;-375.0;2;-149;143.0
161.0;-106.0;-261.0;42.0;938.0;334.0;112.0;-381.0;2;-145;127.0
143.0;-46.0;-293.0;78.0;894.0;346.0;101.0;-448.0;9;-138;252.0
178.0;-108.0;-303.0;56.0;944.0;368.0;89.0;-380.0;2;-149;147.0
173.0;-84.0;-304.0;59.0;932.0;370.0;82.0;-390.0;2;-149;132.0
172.0;-88.0;-322.0;53.0;954.0;394.0;96.0;-379.0;2;-149;129.0
58.0;-216.0;-218.0;189.0;939.0;359.0;-21.0;-365.0;20;-20;126.0
165.0;-98.0;-316.0;54.0;942.0;398.0;91.0;-361.0;2;-149;132.0
161.0;-81.0;-320.0;58.0;932.0;370.0;89.0;-370.0;2;-149;114.0
160.0;-62.0;-307.0;51.0;931.0;384.0;69.0;-371.0;2;-149;112.0
46.0;-214.0;-264.0;110.0;990.0;472.0;-30.0;-367.0;20;15;196.0
84.0;-176.0;-102.0;81.0;905.0;330.0;-3.0;-286.0;5;-10;5.0
99.0;-161.0;-197.0;-5.0;936.0;364.0;-41.0;-354.0;20;14;267.0
99.0;-20.0;-249.0;47.0;934.0;437.0;-47.0;-303.0;21;14;141.0
334.0;136.0;-59.0;1.0;936.0;486.0;-171.0;-337.0;-17;-73;354.0
163.0;-77.0;-290.0;63.0;924.0;385.0;102.0;-377.0;2;-143;116.0
151.0;-54.0;-275.0;73.0;888.0;362.0;80.0;-433.0;9;-139;234.0
156.0;-58.0;-272.0;93.0;874.0;330.0;71.0;-437.0;9;-139;253.0
122.0;-57.0;-285.0;89.0;981.0;349.0;39.0;-331.0;2;-142;188.0
114.0;22.0;-274.0;63.0;980.0;390.0;10.0;-258.0;2;-142;233.0
146.0;-19.0;-275.0;71.0;940.0;428.0;17.0;-259.0;2;-142;200.0
249.0;-84.0;-296.0;-65.0;974.0;379.0;-2.0;-262.0;-2;-74;163.0
199.0;65.0;-253.0;55.0;833.0;427.0;-195.0;-521.0;-15;-88;175.0
186.0;-140.0;-179.0;458.0;765.0;332.0;106.0;-299.0;8;-32;314.0
247.0;-121.0;-96.0;187.0;1023.0;329.0;-13.0;-254.0;-139;-64;163.0
139.0;-89.0;-297.0;81.0;808.0;340.0;170.0;-339.0;7;11;380.0
-11.0;182.0;-136.0;21.0;994.0;328.0;-337.0;-281.0;4;126;167.0
171.0;-67.0;-311.0;111.0;824.0;323.0;91.0;-555.0;3;-138;324.0
227.0;109.0;-290.0;224.0;924.0;361.0;-35.0;-461.0;92;30;259.0
155.0;-88.0;-285.0;79.0;888.0;361.0;86.0;-470.0;9;-138;298.0
238.0;28.0;-288.0;123.0;950.0;394.0;-45.0;-484.0;4;-11;129.0
129.0;-136.0;-341.0;214.0;856.0;246.0;167.0;-560.0;-16;-138;302.0
162.0;-349.0;-278.0;95.0;855.0;431.0;144.0;-524.0;-5;-36;251.0
182.0;63.0;-131.0;157.0;912.0;330.0;55.0;-437.0;16;-148;177.0
163.0;-63.0;-313.0;60.0;944.0;379.0;115.0;-349.0;2;-145;118.0
175.0;31.0;-467.0;577.0;488.0;223.0;-12.0;-791.0;11;-135;-29.0
249.0;-57.0;-349.0;230.0;820.0;489.0;-12.0;-549.0;-4;-116;578.0
251.0;29.0;-187.0;188.0;816.0;315.0;90.0;-363.0;170;-171;139.0
413.0;-135.0;-146.0;124.0;817.0;371.0;80.0;-269.0;14;6;240.0
130.0;-87.0;-304.0;64.0;933.0;340.0;128.0;-371.0;2;-146;110.0
87.0;-127.0;-310.0;-95.0;1205.0;446.0;25.0;-520.0;103;30;378.0
354.0;187.0;-410.0;308.0;704.0;427.0;-286.0;-623.0;81;-12;248.0
601.0;342.0;-85.0;326.0;731.0;696.0;-658.0;-645.0;140;-119;44.0
212.0;5.0;-224.0;-17.0;993.0;461.0;31.0;-337.0;0;-45;371.0
15.0;-174.0;-427.0;289.0;808.0;174.0;186.0;-623.0;26;-34;-146.0
-568.0;-777.0;-302.0;419.0;762.0;175.0;794.0;-613.0;24;8;231.0
356.0;88.0;-305.0;210.0;857.0;478.0;-190.0;-505.0;5;-93;327.0
129.0;-80.0;-301.0;79.0;924.0;344.0;105.0;-375.0;3;-145;92.0
151.0;-130.0;-265.0;33.0;892.0;380.0;147.0;-356.0;7;-46;33.0
171.0;-107.0;-338.0;51.0;940.0;348.0;70.0;-379.0;3;-145;97.0
159.0;-66.0;-304.0;156.0;949.0;252.0;-36.0;-431.0;-5;-47;-108.0
210.0;-35.0;-120.0;225.0;893.0;436.0;18.0;-244.0;13;-15;174.0
182.0;22.0;-176.0;71.0;1015.0;577.0;14.0;-398.0;13;-20;353.0
157.0;30.0;-136.0;141.0;980.0;591.0;-145.0;-330.0;-5;-78;629.0
159.0;-85.0;-301.0;12.0;961.0;388.0;108.0;-340.0;2;-144;143.0
109.0;-126.0;-185.0;268.0;902.0;341.0;-27.0;-379.0;87;-11;425.0
133.0;-85.0;-288.0;50.0;935.0;345.0;131.0;-361.0;9;-154;119.0
118.0;-65.0;-261.0;30.0;931.0;312.0;98.0;-361.0;9;-156;158.0
121.0;-50.0;-269.0;32.0;940.0;359.0;51.0;-368.0;9;-157;25.0
139.0;-75.0;-274.0;53.0;928.0;350.0;151.0;-380.0;9;-157;134.0
132.0;-89.0;-263.0;41.0;915.0;314.0;131.0;-350.0;10;-156;178.0
