InertialMeasurementUnit LLA accZ;Accelerometer LWR accX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer LUA_ accZ;Accelerometer LH accZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Compass;Accelerometer RUA_ accX
232.0;5.0;-300.0;239.0;818.0;525.0;-61.0;-547.0;-3;-116;562.0
251.0;-60.0;-342.0;228.0;810.0;494.0;-41.0;-550.0;-4;-116;659.0
593.0;138.0;-126.0;-150.0;904.0;632.0;-72.0;-421.0;-2;-74;434.0
115.0;4.0;-267.0;371.0;651.0;427.0;57.0;-531.0;-4;-74;511.0
239.0;-10.0;-354.0;241.0;785.0;528.0;-13.0;-591.0;-3;-117;552.0
164.0;-41.0;-334.0;288.0;759.0;320.0;81.0;-609.0;-1;-139;782.0
261.0;-22.0;-335.0;230.0;830.0;486.0;-29.0;-548.0;-4;-116;528.0
232.0;-28.0;-276.0;156.0;854.0;485.0;-10.0;-511.0;-3;-116;715.0
538.0;437.0;-111.0;-148.0;897.0;736.0;-593.0;-428.0;-2;-74;738.0
332.0;153.0;-187.0;-3.0;932.0;642.0;-366.0;-340.0;-1;-75;759.0
295.0;3.0;-305.0;224.0;840.0;476.0;-51.0;-524.0;-5;-116;574.0
161.0;-71.0;-293.0;207.0;838.0;499.0;18.0;-503.0;-6;-117;470.0
182.0;-79.0;-342.0;302.0;764.0;301.0;89.0;-609.0;-1;-139;846.0
284.0;-24.0;-386.0;192.0;861.0;447.0;-3.0;-533.0;-8;-117;540.0
370.0;30.0;-354.0;202.0;856.0;494.0;-113.0;-520.0;-13;-117;230.0
327.0;37.0;-236.0;165.0;775.0;533.0;-124.0;-549.0;-11;-116;228.0
182.0;-5.0;-292.0;198.0;846.0;480.0;-112.0;-464.0;-12;-136;359.0
147.0;-107.0;-354.0;155.0;855.0;462.0;47.0;-488.0;-13;-169;260.0
131.0;-154.0;-388.0;60.0;807.0;378.0;12.0;-451.0;-14;203;417.0
170.0;-166.0;-368.0;-87.0;863.0;484.0;116.0;-417.0;-14;127;361.0
101.0;-139.0;-174.0;89.0;933.0;484.0;85.0;-479.0;-14;143;432.0
59.0;-192.0;-238.0;99.0;930.0;271.0;86.0;-351.0;-11;148;245.0
527.0;17.0;-141.0;214.0;948.0;531.0;-228.0;-308.0;134;25;460.0
29.0;-203.0;-202.0;97.0;870.0;262.0;95.0;-350.0;-8;149;317.0
461.0;370.0;-399.0;192.0;923.0;709.0;-502.0;-409.0;-4;-76;-80.0
47.0;-188.0;-219.0;112.0;848.0;258.0;99.0;-360.0;-4;149;300.0
411.0;228.0;-138.0;57.0;998.0;564.0;-708.0;-250.0;-2;-71;-45.0
87.0;-190.0;-349.0;69.0;1042.0;450.0;69.0;-534.0;179;164;364.0
248.0;-107.0;-199.0;84.0;906.0;360.0;192.0;-294.0;-37;153;386.0
264.0;-110.0;-107.0;154.0;894.0;391.0;99.0;-290.0;-38;156;404.0
292.0;-103.0;-203.0;115.0;896.0;456.0;90.0;-288.0;-41;168;397.0
279.0;-90.0;-254.0;150.0;921.0;466.0;39.0;-293.0;-41;153;373.0
257.0;7.0;-177.0;248.0;754.0;504.0;91.0;-399.0;-42;-209;369.0
-39.0;-67.0;-491.0;59.0;840.0;358.0;-18.0;-532.0;-41;-160;155.0
233.0;-39.0;-244.0;176.0;861.0;468.0;19.0;-481.0;-3;-116;405.0
238.0;-25.0;-230.0;174.0;866.0;456.0;12.0;-487.0;-3;-116;444.0
250.0;-14.0;-216.0;155.0;877.0;458.0;15.0;-470.0;-3;-116;513.0
309.0;26.0;-300.0;91.0;935.0;589.0;-84.0;-398.0;-2;-74;205.0
356.0;174.0;-137.0;43.0;1008.0;563.0;-538.0;-169.0;-5;-74;-77.0
-26.0;-197.0;-285.0;101.0;920.0;501.0;117.0;-346.0;-2;-75;-9.0
-452.0;-408.0;-88.0;-22.0;932.0;555.0;358.0;-300.0;-3;-74;189.0
253.0;-1.0;-225.0;149.0;866.0;459.0;-16.0;-478.0;-3;-116;493.0
239.0;-20.0;-237.0;153.0;868.0;477.0;6.0;-481.0;-3;-116;458.0
240.0;-25.0;-229.0;145.0;885.0;465.0;61.0;-474.0;-3;-116;344.0
227.0;-46.0;-262.0;109.0;899.0;498.0;45.0;-455.0;-3;-116;418.0
220.0;-44.0;-232.0;123.0;885.0;498.0;50.0;-494.0;-3;-116;436.0
231.0;-38.0;-235.0;120.0;900.0;496.0;35.0;-443.0;-3;-116;354.0
-33.0;-229.0;-300.0;-77.0;934.0;406.0;39.0;-366.0;-2;-75;294.0
119.0;-252.0;-248.0;-21.0;970.0;389.0;99.0;-304.0;-2;-74;350.0
285.0;-95.0;-310.0;2.0;962.0;435.0;124.0;-330.0;-2;-75;230.0
209.0;-153.0;-205.0;-41.0;943.0;428.0;11.0;-321.0;-2;-75;-157.0
218.0;-155.0;-229.0;-19.0;988.0;390.0;-43.0;-260.0;-2;-75;76.0
248.0;-58.0;-245.0;107.0;900.0;483.0;39.0;-458.0;-3;-116;310.0
198.0;117.0;-250.0;-60.0;974.0;484.0;-216.0;-296.0;-2;-75;6.0
253.0;-39.0;-227.0;103.0;880.0;461.0;50.0;-496.0;-3;-116;327.0
273.0;-49.0;-321.0;-70.0;975.0;400.0;63.0;-268.0;-2;-74;136.0
249.0;-84.0;-296.0;-65.0;974.0;379.0;-2.0;-262.0;-2;-74;163.0
206.0;-72.0;-273.0;-76.0;977.0;376.0;29.0;-289.0;-2;-74;259.0
287.0;93.0;-253.0;-57.0;973.0;375.0;119.0;-275.0;-2;-74;242.0
219.0;-94.0;-178.0;141.0;955.0;392.0;77.0;-408.0;-3;-115;173.0
198.0;-63.0;-174.0;125.0;936.0;429.0;72.0;-371.0;-3;-115;276.0
277.0;-157.0;-138.0;115.0;999.0;487.0;-15.0;-341.0;153;25;410.0
206.0;-72.0;-194.0;97.0;967.0;398.0;41.0;-397.0;-3;-115;223.0
207.0;-76.0;-202.0;81.0;972.0;424.0;-75.0;-362.0;-3;-115;169.0
180.0;-45.0;-215.0;90.0;944.0;375.0;-60.0;-369.0;-3;-115;82.0
174.0;2.0;-208.0;81.0;942.0;491.0;-164.0;-370.0;-3;-115;15.0
207.0;13.0;-206.0;82.0;934.0;527.0;-198.0;-380.0;-3;-115;150.0
269.0;-39.0;-183.0;64.0;927.0;464.0;-16.0;-363.0;-3;-115;107.0
166.0;-53.0;-128.0;39.0;979.0;341.0;-32.0;-324.0;146;173;133.0
144.0;-65.0;-127.0;45.0;959.0;348.0;4.0;-313.0;147;173;124.0
130.0;-96.0;-145.0;25.0;941.0;332.0;21.0;-341.0;147;173;126.0
155.0;-99.0;-135.0;76.0;895.0;273.0;-3.0;-410.0;148;173;127.0
209.0;-70.0;-130.0;88.0;905.0;269.0;-61.0;-444.0;148;173;136.0
-6.0;-105.0;-209.0;177.0;869.0;148.0;-68.0;-473.0;110;173;134.0
314.0;-140.0;-176.0;53.0;936.0;443.0;-17.0;-359.0;-3;-115;77.0
273.0;-118.0;-164.0;55.0;945.0;419.0;-28.0;-395.0;-3;-115;68.0
220.0;-131.0;-172.0;66.0;951.0;403.0;-57.0;-365.0;-3;-115;69.0
247.0;-57.0;-157.0;65.0;945.0;428.0;-22.0;-368.0;-3;-115;131.0
56.0;-196.0;-165.0;142.0;884.0;212.0;100.0;-461.0;133;173;79.0
207.0;-32.0;-195.0;71.0;946.0;484.0;-166.0;-339.0;-3;-115;194.0
301.0;57.0;-210.0;54.0;939.0;476.0;-92.0;-315.0;-3;-115;111.0
315.0;124.0;-273.0;102.0;968.0;494.0;-517.0;-305.0;-4;-74;561.0
304.0;-88.0;-174.0;104.0;941.0;666.0;-368.0;-370.0;-1;-75;552.0
260.0;-7.0;-262.0;75.0;929.0;542.0;-385.0;-374.0;-2;-74;460.0
244.0;-54.0;-167.0;56.0;959.0;465.0;-1.0;-362.0;-3;-115;192.0
199.0;-5.0;-243.0;52.0;943.0;512.0;-89.0;-347.0;-3;-115;204.0
229.0;3.0;-235.0;48.0;913.0;513.0;-221.0;-358.0;-3;-114;184.0
393.0;204.0;-148.0;137.0;966.0;618.0;-553.0;-319.0;-5;-73;397.0
181.0;-33.0;-192.0;129.0;877.0;234.0;-107.0;-423.0;111;173;45.0
259.0;41.0;-250.0;37.0;921.0;496.0;-96.0;-379.0;-3;-115;214.0
285.0;-9.0;-203.0;73.0;968.0;447.0;-160.0;-389.0;-3;-115;208.0
282.0;-68.0;-189.0;45.0;963.0;448.0;-69.0;-399.0;-3;-115;238.0
225.0;-83.0;-176.0;72.0;919.0;427.0;-27.0;-368.0;-3;-115;178.0
193.0;-100.0;-208.0;84.0;928.0;453.0;37.0;-447.0;-3;-115;192.0
113.0;-84.0;-186.0;135.0;901.0;241.0;32.0;-463.0;144;173;77.0
82.0;-76.0;-172.0;132.0;881.0;249.0;3.0;-438.0;144;173;107.0
62.0;-146.0;-142.0;125.0;910.0;247.0;5.0;-459.0;144;173;96.0
254.0;34.0;-197.0;94.0;942.0;475.0;-182.0;-381.0;-3;-115;236.0
206.0;-66.0;-196.0;93.0;952.0;443.0;-54.0;-384.0;-3;-115;214.0
174.0;-61.0;-208.0;95.0;936.0;436.0;-21.0;-374.0;-3;-115;234.0
166.0;-66.0;-190.0;87.0;947.0;464.0;-30.0;-380.0;-3;-115;244.0
203.0;46.0;-206.0;81.0;935.0;546.0;-50.0;-363.0;-3;-115;243.0
275.0;-8.0;-237.0;86.0;932.0;451.0;-34.0;-381.0;-3;-115;242.0
256.0;-68.0;-215.0;81.0;943.0;445.0;62.0;-382.0;-3;-115;211.0
195.0;-39.0;-224.0;81.0;942.0;465.0;-11.0;-351.0;-3;-115;249.0
181.0;-17.0;-212.0;87.0;942.0;486.0;-30.0;-376.0;-3;-115;243.0
193.0;-17.0;-200.0;84.0;932.0;522.0;-53.0;-360.0;-3;-115;254.0
235.0;32.0;-205.0;89.0;935.0;517.0;-56.0;-369.0;-3;-115;249.0
263.0;18.0;-216.0;90.0;936.0;476.0;-39.0;-381.0;-3;-115;252.0
246.0;49.0;-255.0;45.0;960.0;584.0;-392.0;-330.0;-2;-74;404.0
259.0;-7.0;-272.0;56.0;954.0;573.0;-375.0;-323.0;-2;-74;416.0
269.0;5.0;-215.0;91.0;931.0;475.0;-48.0;-368.0;-3;-115;242.0
228.0;-44.0;-221.0;90.0;942.0;479.0;10.0;-399.0;-3;-115;285.0
228.0;-25.0;-217.0;92.0;943.0;483.0;0.0;-366.0;-3;-115;301.0
226.0;-57.0;-232.0;92.0;987.0;494.0;-3.0;-327.0;-3;-115;333.0
230.0;-7.0;-196.0;94.0;921.0;462.0;-59.0;-398.0;-3;-115;388.0
236.0;-7.0;-200.0;89.0;935.0;432.0;-35.0;-406.0;-3;-115;452.0
220.0;-9.0;-191.0;118.0;913.0;438.0;-10.0;-460.0;-3;-115;434.0
97.0;-128.0;-69.0;66.0;922.0;299.0;28.0;-415.0;98;174;82.0
216.0;22.0;-186.0;113.0;922.0;445.0;-11.0;-428.0;-3;-115;350.0
223.0;40.0;-189.0;128.0;909.0;444.0;-71.0;-427.0;-3;-116;317.0
234.0;-39.0;-236.0;126.0;908.0;468.0;-55.0;-453.0;-3;-116;378.0
241.0;-34.0;-266.0;116.0;896.0;448.0;-42.0;-444.0;-3;-115;270.0
121.0;-133.0;-88.0;55.0;941.0;294.0;63.0;-380.0;93;174;128.0
94.0;-127.0;-67.0;52.0;932.0;272.0;64.0;-375.0;97;174;139.0
217.0;-41.0;-249.0;137.0;895.0;478.0;-9.0;-460.0;-3;-116;330.0
228.0;-45.0;-235.0;150.0;880.0;506.0;6.0;-449.0;-3;-115;401.0
-140.0;-399.0;-633.0;669.0;450.0;319.0;241.0;-918.0;-5;-124;467.0
230.0;-48.0;-236.0;151.0;905.0;471.0;-3.0;-467.0;-3;-115;344.0
231.0;-15.0;-245.0;156.0;884.0;451.0;-29.0;-466.0;-3;-116;329.0
242.0;0.0;-260.0;155.0;898.0;472.0;-62.0;-476.0;-3;-116;359.0
47.0;-184.0;-124.0;90.0;919.0;208.0;69.0;-480.0;70;174;39.0
237.0;-16.0;-232.0;151.0;893.0;475.0;-33.0;-486.0;-3;-115;393.0
238.0;-38.0;-254.0;151.0;882.0;471.0;-36.0;-483.0;-3;-116;406.0
224.0;-137.0;-369.0;245.0;801.0;326.0;25.0;-359.0;59;71;31.0
295.0;3.0;-392.0;232.0;1021.0;488.0;-179.0;-510.0;131;71;222.0
242.0;-13.0;-264.0;147.0;875.0;467.0;-31.0;-475.0;-3;-116;416.0
243.0;-11.0;-264.0;151.0;900.0;467.0;-8.0;-500.0;-3;-115;425.0
236.0;-59.0;-243.0;160.0;895.0;476.0;6.0;-433.0;-3;-116;370.0
239.0;-1.0;-247.0;155.0;914.0;457.0;-10.0;-433.0;-3;-116;395.0
217.0;18.0;-264.0;61.0;962.0;543.0;-374.0;-340.0;-2;-74;389.0
121.0;55.0;-154.0;60.0;785.0;437.0;72.0;-444.0;74;174;153.0
243.0;-55.0;-257.0;141.0;914.0;473.0;11.0;-428.0;-4;-115;340.0
227.0;-113.0;-269.0;131.0;905.0;452.0;31.0;-430.0;-4;-115;287.0
168.0;-23.0;-105.0;60.0;904.0;331.0;-110.0;-421.0;73;174;111.0
130.0;-43.0;-104.0;67.0;923.0;302.0;-82.0;-371.0;73;174;90.0
104.0;-132.0;-86.0;53.0;914.0;290.0;-17.0;-392.0;73;174;90.0
91.0;-120.0;-107.0;45.0;915.0;263.0;35.0;-395.0;74;174;106.0
229.0;-668.0;-161.0;100.0;952.0;485.0;740.0;-336.0;4;127;199.0
115.0;-122.0;-88.0;28.0;946.0;290.0;67.0;-396.0;74;174;141.0
146.0;-145.0;-79.0;47.0;946.0;292.0;33.0;-368.0;74;174;155.0
138.0;-100.0;-83.0;25.0;930.0;303.0;4.0;-387.0;75;174;153.0
134.0;-127.0;-86.0;20.0;940.0;307.0;37.0;-383.0;74;174;144.0
114.0;-114.0;-63.0;36.0;915.0;281.0;50.0;-370.0;75;174;140.0
127.0;-103.0;-87.0;3.0;947.0;293.0;12.0;-386.0;75;174;165.0
130.0;-116.0;-56.0;9.0;921.0;302.0;51.0;-316.0;76;174;202.0
91.0;-10.0;-287.0;64.0;990.0;467.0;-20.0;-448.0;-2;-114;-13.0
155.0;-110.0;-99.0;5.0;977.0;298.0;41.0;-331.0;74;174;158.0
175.0;-153.0;-123.0;29.0;953.0;313.0;60.0;-331.0;72;174;155.0
206.0;-78.0;-137.0;-4.0;953.0;347.0;-142.0;-346.0;72;174;183.0
183.0;14.0;-120.0;0.0;931.0;375.0;108.0;-347.0;72;174;205.0
214.0;-168.0;-36.0;-49.0;966.0;329.0;157.0;-331.0;145;173;277.0
185.0;-109.0;-115.0;-36.0;952.0;330.0;1.0;-328.0;71;174;176.0
211.0;-64.0;-138.0;-49.0;947.0;380.0;36.0;-320.0;72;174;181.0
212.0;-35.0;-130.0;-51.0;957.0;380.0;6.0;-281.0;72;174;196.0
202.0;-46.0;-101.0;-63.0;966.0;401.0;-1.0;-286.0;71;174;192.0
100.0;-96.0;-317.0;77.0;965.0;507.0;102.0;-406.0;-1;-114;147.0
217.0;-127.0;-272.0;117.0;895.0;478.0;201.0;-425.0;-1;-114;348.0
144.0;-171.0;-160.0;98.0;899.0;217.0;162.0;-460.0;-1;-114;96.0
10.0;20.0;-217.0;122.0;902.0;355.0;3.0;-379.0;3;-114;79.0
228.0;14.0;-265.0;57.0;960.0;569.0;-361.0;-319.0;-2;-74;388.0
41.0;37.0;-229.0;105.0;913.0;327.0;-87.0;-346.0;3;-114;43.0
226.0;-18.0;-266.0;49.0;970.0;555.0;-353.0;-310.0;-2;-74;389.0
234.0;10.0;-286.0;51.0;979.0;558.0;-358.0;-310.0;-2;-74;395.0
225.0;-1.0;-284.0;58.0;970.0;564.0;-344.0;-309.0;-2;-74;377.0
83.0;6.0;-254.0;144.0;944.0;577.0;-327.0;-327.0;-2;-75;430.0
195.0;-22.0;-273.0;138.0;963.0;534.0;-346.0;-332.0;-2;-74;378.0
47.0;-111.0;-224.0;181.0;936.0;424.0;-430.0;-346.0;126;22;370.0
62.0;-19.0;-248.0;72.0;969.0;292.0;-81.0;-335.0;3;-113;13.0
-62.0;524.0;-226.0;-10.0;972.0;665.0;-791.0;-295.0;-2;-74;620.0
189.0;-125.0;-111.0;72.0;951.0;403.0;126.0;-300.0;3;-113;99.0
103.0;-174.0;-296.0;95.0;941.0;481.0;-106.0;-386.0;-2;-74;275.0
114.0;-116.0;-324.0;100.0;927.0;457.0;-131.0;-317.0;-2;-74;446.0
104.0;-151.0;-335.0;91.0;914.0;441.0;-129.0;-417.0;-2;-74;546.0
232.0;-5.0;-221.0;4.0;913.0;466.0;75.0;-141.0;3;-139;210.0
237.0;9.0;-225.0;41.0;949.0;436.0;17.0;-187.0;3;-137;265.0
106.0;-126.0;-324.0;105.0;931.0;480.0;-125.0;-400.0;-2;-74;561.0
96.0;-157.0;-346.0;105.0;916.0;465.0;-124.0;-406.0;-2;-74;563.0
-126.0;-239.0;-217.0;113.0;920.0;492.0;47.0;-401.0;-1;-75;750.0
48.0;-256.0;-223.0;127.0;915.0;583.0;-81.0;-397.0;-1;-75;645.0
121.0;-144.0;-328.0;88.0;931.0;504.0;-142.0;-372.0;-2;-74;495.0
255.0;12.0;-308.0;-101.0;1039.0;512.0;0.0;-270.0;3;-157;203.0
122.0;-148.0;-338.0;93.0;919.0;481.0;-117.0;-423.0;-2;-75;516.0
131.0;-179.0;-349.0;88.0;907.0;478.0;-75.0;-406.0;-2;-74;526.0
135.0;-171.0;-355.0;79.0;913.0;476.0;-97.0;-420.0;-2;-74;536.0
218.0;136.0;-206.0;-24.0;906.0;482.0;-43.0;-241.0;3;-156;140.0
144.0;-137.0;-325.0;76.0;942.0;478.0;-113.0;-421.0;-2;-74;504.0
329.0;-31.0;-257.0;-38.0;922.0;492.0;1.0;-232.0;3;-156;215.0
267.0;-141.0;-229.0;1.0;928.0;388.0;158.0;-339.0;3;-156;139.0
172.0;-89.0;-327.0;62.0;943.0;480.0;-119.0;-392.0;-2;-75;557.0
197.0;-80.0;-248.0;-70.0;940.0;388.0;117.0;-340.0;3;-155;198.0
187.0;-108.0;-257.0;13.0;929.0;360.0;64.0;-402.0;3;-155;184.0
148.0;-14.0;-253.0;60.0;911.0;399.0;40.0;-349.0;3;-150;122.0
183.0;-60.0;-268.0;28.0;942.0;387.0;7.0;-350.0;3;-150;154.0
192.0;-96.0;-279.0;41.0;920.0;494.0;-173.0;-355.0;-2;-74;576.0
206.0;-96.0;-247.0;-8.0;959.0;482.0;-139.0;-360.0;-2;-74;392.0
203.0;-96.0;-244.0;-16.0;946.0;498.0;-150.0;-361.0;-2;-74;337.0
213.0;-53.0;-227.0;-16.0;961.0;515.0;-183.0;-330.0;-2;-75;170.0
214.0;-34.0;-213.0;-34.0;981.0;562.0;-212.0;-231.0;-2;-74;-21.0
205.0;-11.0;-263.0;55.0;941.0;392.0;53.0;-359.0;3;-149;193.0
196.0;-55.0;-275.0;52.0;948.0;392.0;26.0;-345.0;3;-149;87.0
195.0;-29.0;-293.0;44.0;949.0;379.0;47.0;-362.0;3;-149;138.0
183.0;-94.0;-293.0;44.0;937.0;409.0;70.0;-354.0;3;-149;125.0
182.0;-68.0;-276.0;59.0;951.0;349.0;68.0;-321.0;2;-149;187.0
178.0;-98.0;-316.0;42.0;980.0;401.0;62.0;-333.0;2;-149;154.0
153.0;-68.0;-294.0;40.0;928.0;423.0;52.0;-372.0;2;-149;96.0
184.0;-62.0;-323.0;71.0;939.0;396.0;84.0;-385.0;2;-149;139.0
172.0;-76.0;-317.0;58.0;945.0;390.0;74.0;-381.0;2;-149;145.0
318.0;143.0;-156.0;67.0;1003.0;523.0;-458.0;-174.0;-4;-76;3.0
185.0;-54.0;-313.0;60.0;941.0;379.0;72.0;-369.0;2;-149;148.0
181.0;-66.0;-315.0;62.0;942.0;399.0;93.0;-370.0;2;-149;141.0
183.0;-75.0;-312.0;67.0;923.0;406.0;99.0;-360.0;2;-149;131.0
183.0;-73.0;-317.0;65.0;933.0;385.0;74.0;-358.0;2;-149;132.0
131.0;-12.0;-324.0;110.0;909.0;581.0;62.0;-467.0;-2;-74;533.0
187.0;-94.0;-302.0;64.0;939.0;386.0;97.0;-375.0;2;-149;143.0
118.0;32.0;-324.0;115.0;894.0;602.0;54.0;-473.0;-2;-74;458.0
108.0;-7.0;-349.0;119.0;897.0;674.0;92.0;-468.0;-2;-74;362.0
178.0;-108.0;-303.0;56.0;944.0;368.0;89.0;-380.0;2;-149;147.0
173.0;-84.0;-304.0;59.0;932.0;370.0;82.0;-390.0;2;-149;132.0
172.0;-88.0;-322.0;53.0;954.0;394.0;96.0;-379.0;2;-149;129.0
143.0;-84.0;-99.0;-3.0;939.0;309.0;26.0;-337.0;73;174;164.0
165.0;-98.0;-316.0;54.0;942.0;398.0;91.0;-361.0;2;-149;132.0
161.0;-81.0;-320.0;58.0;932.0;370.0;89.0;-370.0;2;-149;114.0
160.0;-62.0;-307.0;51.0;931.0;384.0;69.0;-371.0;2;-149;112.0
163.0;-88.0;-298.0;57.0;936.0;371.0;114.0;-370.0;2;-149;111.0
154.0;-29.0;-94.0;-29.0;962.0;301.0;-9.0;-303.0;73;174;179.0
163.0;-81.0;-308.0;56.0;947.0;373.0;118.0;-371.0;2;-149;115.0
163.0;-63.0;-313.0;60.0;944.0;379.0;115.0;-349.0;2;-145;118.0
169.0;-119.0;-299.0;65.0;951.0;389.0;103.0;-343.0;2;-144;115.0
163.0;-77.0;-290.0;63.0;924.0;385.0;102.0;-377.0;2;-143;116.0
165.0;-102.0;-333.0;40.0;903.0;380.0;111.0;-416.0;2;-143;114.0
163.0;-81.0;-314.0;41.0;886.0;369.0;121.0;-422.0;2;-143;108.0
122.0;-57.0;-285.0;89.0;981.0;349.0;39.0;-331.0;2;-142;188.0
114.0;22.0;-274.0;63.0;980.0;390.0;10.0;-258.0;2;-142;233.0
146.0;-19.0;-275.0;71.0;940.0;428.0;17.0;-259.0;2;-142;200.0
198.0;-65.0;-307.0;-4.0;936.0;399.0;-2.0;-295.0;2;-142;162.0
208.0;-79.0;-293.0;39.0;962.0;371.0;143.0;-307.0;2;-143;97.0
198.0;-105.0;-299.0;15.0;966.0;394.0;177.0;-314.0;2;-144;97.0
156.0;-127.0;-310.0;-7.0;941.0;402.0;154.0;-333.0;2;-147;86.0
137.0;-111.0;-294.0;3.0;942.0;409.0;88.0;-339.0;2;-145;99.0
141.0;-80.0;-315.0;6.0;927.0;426.0;71.0;-344.0;2;-145;113.0
149.0;-59.0;-324.0;8.0;890.0;427.0;-17.0;-329.0;2;-145;81.0
225.0;-60.0;-315.0;24.0;986.0;421.0;84.0;-291.0;2;-144;98.0
184.0;7.0;-295.0;0.0;961.0;342.0;3.0;-310.0;2;-144;145.0
132.0;-53.0;-295.0;-17.0;969.0;409.0;89.0;-332.0;2;-145;96.0
161.0;-152.0;-303.0;41.0;942.0;341.0;132.0;-353.0;2;-145;112.0
153.0;-158.0;-313.0;38.0;942.0;349.0;122.0;-321.0;2;-145;74.0
127.0;-60.0;-345.0;52.0;930.0;338.0;88.0;-357.0;2;-145;58.0
95.0;-44.0;-340.0;122.0;895.0;667.0;116.0;-481.0;-2;-74;197.0
154.0;-136.0;-305.0;52.0;921.0;348.0;162.0;-369.0;2;-145;94.0
48.0;61.0;-462.0;406.0;793.0;550.0;-359.0;-595.0;-167;-65;314.0
45.0;-7.0;-360.0;245.0;810.0;520.0;-218.0;-431.0;-28;-96;465.0
105.0;-181.0;-417.0;427.0;652.0;365.0;-169.0;-781.0;-174;-15;627.0
130.0;-87.0;-304.0;64.0;933.0;340.0;128.0;-371.0;2;-146;110.0
132.0;-126.0;-305.0;76.0;942.0;335.0;133.0;-381.0;2;-145;96.0
-220.0;-77.0;-301.0;323.0;713.0;569.0;-61.0;-619.0;-50;-158;384.0
137.0;-184.0;-217.0;345.0;752.0;479.0;-35.0;-473.0;-29;-81;326.0
187.0;-189.0;-228.0;334.0;760.0;485.0;27.0;-494.0;-29;-71;306.0
-163.0;-336.0;-392.0;487.0;720.0;340.0;109.0;-663.0;-22;-68;634.0
169.0;-182.0;-256.0;202.0;793.0;427.0;29.0;-596.0;-29;-94;185.0
128.0;-79.0;-314.0;69.0;936.0;337.0;111.0;-350.0;3;-145;98.0
129.0;-80.0;-301.0;79.0;924.0;344.0;105.0;-375.0;3;-145;92.0
151.0;-97.0;-314.0;61.0;924.0;368.0;120.0;-375.0;3;-145;85.0
171.0;-107.0;-338.0;51.0;940.0;348.0;70.0;-379.0;3;-145;97.0
164.0;-71.0;-327.0;57.0;929.0;338.0;101.0;-371.0;2;-145;76.0
204.0;-221.0;-245.0;157.0;804.0;436.0;71.0;-530.0;-29;-118;220.0
169.0;-117.0;-303.0;59.0;961.0;359.0;135.0;-359.0;3;-145;91.0
149.0;-126.0;-291.0;28.0;981.0;350.0;168.0;-295.0;3;-144;100.0
159.0;-85.0;-301.0;12.0;961.0;388.0;108.0;-340.0;2;-144;143.0
287.0;-20.0;-169.0;208.0;868.0;485.0;-103.0;-425.0;122;55;62.0
135.0;-197.0;-91.0;257.0;932.0;473.0;-213.0;-353.0;120;51;383.0
-40.0;-125.0;-275.0;153.0;928.0;387.0;-115.0;-292.0;127;21;297.0
-26.0;-200.0;-336.0;215.0;973.0;335.0;-42.0;-260.0;128;21;369.0
129.0;-100.0;-295.0;-1.0;969.0;340.0;94.0;-320.0;2;-144;150.0
