Accelerometer LUA^ accX;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit RUA magneticX;Accelerometer BACK accX
53.0;-52.0;82.0;95.0;336.0;372.0;245.0
86.0;13.0;-215.0;32.0;405.0;360.0;92.0
168.0;21.0;-163.0;31.0;251.0;359.0;90.0
199.0;-97.0;-60.0;10.0;252.0;369.0;86.0
237.0;-116.0;29.0;-2.0;197.0;374.0;95.0
229.0;-129.0;66.0;-10.0;244.0;381.0;99.0
225.0;-121.0;100.0;-15.0;198.0;387.0;97.0
114.0;-3.0;-39.0;-46.0;245.0;399.0;163.0
123.0;12.0;-16.0;-44.0;240.0;399.0;162.0
163.0;25.0;-60.0;-37.0;281.0;399.0;171.0
135.0;-16.0;-91.0;-36.0;253.0;397.0;165.0
142.0;16.0;-100.0;-35.0;265.0;396.0;170.0
164.0;-1.0;-143.0;-32.0;207.0;396.0;167.0
159.0;78.0;-148.0;-32.0;350.0;394.0;169.0
77.0;74.0;-169.0;-29.0;250.0;396.0;164.0
106.0;225.0;-315.0;66.0;147.0;514.0;199.0
140.0;89.0;-194.0;-29.0;272.0;391.0;139.0
107.0;102.0;-182.0;-28.0;294.0;387.0;107.0
112.0;133.0;-226.0;-34.0;275.0;387.0;87.0
123.0;89.0;-217.0;-38.0;318.0;385.0;67.0
152.0;47.0;-214.0;-55.0;227.0;385.0;37.0
162.0;71.0;-206.0;-62.0;239.0;389.0;49.0
162.0;12.0;-166.0;-78.0;298.0;391.0;17.0
161.0;6.0;-148.0;-87.0;264.0;391.0;5.0
202.0;-102.0;149.0;-138.0;183.0;411.0;38.0
172.0;-91.0;152.0;-135.0;231.0;413.0;38.0
171.0;-76.0;163.0;-130.0;219.0;412.0;29.0
199.0;-1.0;0.0;91.0;338.0;376.0;234.0
243.0;5.0;18.0;-341.0;264.0;368.0;80.0
189.0;-30.0;-15.0;91.0;329.0;377.0;244.0
187.0;-9.0;-10.0;93.0;326.0;376.0;257.0
75.0;-13.0;15.0;92.0;353.0;376.0;268.0
-3.0;70.0;-104.0;99.0;334.0;368.0;113.0
-11.0;44.0;-86.0;99.0;326.0;367.0;70.0
236.0;19.0;110.0;-107.0;223.0;441.0;231.0
266.0;0.0;22.0;-344.0;265.0;370.0;101.0
237.0;61.0;65.0;-93.0;222.0;436.0;184.0
126.0;89.0;-48.0;-92.0;167.0;430.0;193.0
178.0;125.0;-103.0;-93.0;273.0;428.0;188.0
138.0;121.0;-149.0;-94.0;252.0;418.0;160.0
115.0;134.0;-176.0;-96.0;211.0;407.0;133.0
176.0;71.0;-170.0;-92.0;230.0;403.0;123.0
352.0;237.0;-277.0;-11.0;127.0;416.0;170.0
161.0;37.0;-128.0;-85.0;260.0;396.0;150.0
153.0;50.0;-129.0;-83.0;264.0;395.0;128.0
101.0;56.0;-154.0;-69.0;288.0;388.0;143.0
150.0;52.0;-177.0;-63.0;260.0;385.0;124.0
151.0;44.0;-139.0;-59.0;496.0;384.0;125.0
152.0;32.0;-159.0;-55.0;314.0;384.0;116.0
159.0;31.0;-167.0;-53.0;321.0;384.0;126.0
130.0;5.0;-150.0;-51.0;336.0;384.0;125.0
139.0;52.0;-215.0;-51.0;343.0;383.0;85.0
165.0;85.0;-169.0;-68.0;244.0;384.0;58.0
186.0;78.0;-116.0;-76.0;269.0;384.0;50.0
129.0;-30.0;-13.0;-102.0;337.0;397.0;148.0
98.0;1.0;12.0;-97.0;237.0;395.0;142.0
112.0;-37.0;8.0;-94.0;264.0;393.0;143.0
115.0;68.0;-20.0;-80.0;299.0;384.0;120.0
145.0;70.0;-70.0;-76.0;228.0;385.0;105.0
113.0;43.0;-145.0;-66.0;290.0;374.0;79.0
123.0;14.0;-46.0;-71.0;303.0;373.0;67.0
131.0;10.0;-54.0;-72.0;248.0;372.0;87.0
118.0;-33.0;-9.0;-72.0;297.0;372.0;74.0
112.0;-21.0;11.0;-74.0;245.0;377.0;68.0
106.0;-52.0;39.0;-80.0;238.0;381.0;19.0
112.0;-83.0;8.0;-89.0;272.0;381.0;-60.0
119.0;-152.0;21.0;-97.0;226.0;383.0;28.0
260.0;-36.0;9.0;-342.0;261.0;366.0;85.0
263.0;-15.0;-5.0;-341.0;278.0;364.0;87.0
203.0;-99.0;4.0;-85.0;401.0;403.0;145.0
-137.0;47.0;-124.0;299.0;518.0;108.0;49.0
199.0;-68.0;82.0;-91.0;216.0;401.0;203.0
141.0;-30.0;62.0;-96.0;228.0;399.0;163.0
124.0;27.0;87.0;-90.0;301.0;396.0;151.0
102.0;26.0;109.0;-88.0;325.0;394.0;147.0
126.0;45.0;61.0;-91.0;219.0;394.0;123.0
131.0;-20.0;-33.0;-86.0;299.0;392.0;125.0
140.0;-15.0;-20.0;-76.0;305.0;390.0;163.0
71.0;-5.0;-23.0;-70.0;294.0;385.0;174.0
83.0;4.0;-56.0;-74.0;278.0;380.0;161.0
90.0;1.0;-4.0;-71.0;258.0;367.0;143.0
137.0;-18.0;-10.0;-71.0;295.0;362.0;158.0
103.0;1.0;-11.0;-68.0;303.0;363.0;149.0
102.0;-3.0;-62.0;-63.0;292.0;365.0;210.0
16.0;-1.0;-44.0;95.0;328.0;306.0;51.0
41.0;108.0;-249.0;-60.0;399.0;360.0;76.0
80.0;130.0;-250.0;-62.0;269.0;363.0;55.0
124.0;66.0;-229.0;-69.0;247.0;362.0;57.0
169.0;21.0;-155.0;-77.0;251.0;360.0;63.0
156.0;-114.0;-47.0;-98.0;164.0;367.0;53.0
157.0;-208.0;83.0;-117.0;210.0;375.0;70.0
80.0;0.0;-106.0;42.0;316.0;271.0;78.0
103.0;35.0;-131.0;64.0;292.0;316.0;97.0
108.0;31.0;-16.0;112.0;318.0;289.0;54.0
125.0;19.0;-137.0;130.0;321.0;317.0;57.0
261.0;-22.0;-25.0;-335.0;278.0;362.0;86.0
165.0;20.0;63.0;-129.0;228.0;384.0;161.0
137.0;45.0;59.0;-125.0;254.0;384.0;163.0
124.0;17.0;6.0;-124.0;254.0;374.0;173.0
109.0;-11.0;35.0;-120.0;270.0;371.0;166.0
121.0;8.0;5.0;-125.0;273.0;369.0;163.0
135.0;0.0;9.0;-124.0;259.0;371.0;163.0
132.0;13.0;-26.0;-124.0;278.0;369.0;174.0
114.0;34.0;-24.0;-124.0;271.0;369.0;170.0
95.0;51.0;7.0;-124.0;273.0;367.0;151.0
93.0;-16.0;37.0;-134.0;301.0;369.0;162.0
85.0;-24.0;20.0;-133.0;305.0;372.0;171.0
70.0;-20.0;26.0;-136.0;297.0;372.0;141.0
83.0;17.0;26.0;-140.0;302.0;375.0;146.0
87.0;18.0;4.0;-144.0;308.0;378.0;151.0
79.0;-5.0;19.0;-150.0;333.0;377.0;130.0
80.0;-67.0;53.0;-145.0;333.0;376.0;145.0
107.0;-41.0;78.0;-146.0;320.0;378.0;144.0
148.0;-35.0;-86.0;-151.0;322.0;382.0;164.0
99.0;-4.0;-112.0;-146.0;331.0;382.0;172.0
43.0;16.0;-11.0;-140.0;260.0;387.0;151.0
55.0;31.0;53.0;-135.0;219.0;388.0;143.0
142.0;-1.0;21.0;-137.0;319.0;391.0;154.0
92.0;-3.0;8.0;-139.0;306.0;389.0;158.0
142.0;-33.0;65.0;-138.0;265.0;387.0;156.0
122.0;-14.0;59.0;-140.0;326.0;389.0;181.0
81.0;-34.0;82.0;-138.0;325.0;388.0;174.0
86.0;-7.0;96.0;-142.0;328.0;391.0;172.0
102.0;-9.0;77.0;-145.0;334.0;390.0;174.0
77.0;25.0;71.0;-156.0;326.0;391.0;172.0
57.0;44.0;28.0;-159.0;327.0;391.0;177.0
68.0;37.0;54.0;-162.0;338.0;390.0;180.0
51.0;75.0;1.0;-171.0;326.0;392.0;141.0
60.0;42.0;4.0;-176.0;345.0;391.0;131.0
103.0;19.0;-32.0;-172.0;353.0;388.0;115.0
72.0;20.0;-15.0;-168.0;366.0;387.0;171.0
66.0;-15.0;5.0;-167.0;396.0;387.0;103.0
15.0;26.0;66.0;-171.0;394.0;384.0;136.0
-10.0;3.0;96.0;-171.0;391.0;384.0;131.0
5.0;17.0;41.0;-180.0;237.0;382.0;138.0
34.0;0.0;38.0;-184.0;268.0;380.0;135.0
25.0;38.0;-47.0;-176.0;338.0;377.0;132.0
-6.0;-18.0;4.0;-166.0;312.0;377.0;144.0
27.0;8.0;-37.0;-168.0;312.0;375.0;133.0
-18.0;85.0;37.0;-171.0;334.0;377.0;125.0
67.0;6.0;-64.0;-160.0;363.0;375.0;107.0
53.0;16.0;-55.0;-153.0;352.0;377.0;104.0
0.0;4.0;-12.0;-151.0;329.0;376.0;101.0
-15.0;-26.0;18.0;-157.0;334.0;375.0;112.0
38.0;-9.0;18.0;-151.0;366.0;377.0;125.0
-45.0;-61.0;60.0;-139.0;364.0;380.0;125.0
-18.0;-78.0;100.0;-144.0;334.0;381.0;137.0
18.0;-7.0;44.0;-151.0;329.0;382.0;152.0
86.0;-9.0;25.0;-148.0;335.0;381.0;137.0
31.0;8.0;9.0;-150.0;360.0;377.0;132.0
11.0;21.0;-65.0;-142.0;370.0;375.0;118.0
17.0;-20.0;-48.0;-141.0;334.0;377.0;135.0
-20.0;2.0;-58.0;-141.0;334.0;377.0;121.0
-30.0;8.0;-55.0;-139.0;329.0;375.0;119.0
-16.0;44.0;-29.0;-150.0;322.0;374.0;144.0
-11.0;2.0;-7.0;-148.0;342.0;373.0;124.0
-19.0;55.0;-36.0;-146.0;353.0;371.0;134.0
-20.0;64.0;-32.0;-145.0;274.0;374.0;121.0
-4.0;82.0;-51.0;-144.0;353.0;366.0;95.0
44.0;-15.0;35.0;-143.0;381.0;363.0;101.0
0.0;19.0;-126.0;-142.0;329.0;366.0;127.0
-2.0;-13.0;-83.0;-133.0;324.0;368.0;140.0
-46.0;30.0;11.0;-116.0;326.0;381.0;130.0
18.0;-1.0;-138.0;-121.0;332.0;379.0;83.0
29.0;17.0;-145.0;-111.0;335.0;377.0;101.0
34.0;4.0;-106.0;-104.0;330.0;379.0;93.0
69.0;-33.0;-74.0;-104.0;289.0;378.0;124.0
54.0;13.0;-26.0;-87.0;339.0;397.0;111.0
-39.0;-47.0;106.0;-124.0;334.0;386.0;55.0
25.0;-18.0;88.0;-150.0;356.0;388.0;79.0
73.0;-20.0;16.0;-140.0;366.0;393.0;84.0
-7.0;-22.0;14.0;-139.0;348.0;392.0;115.0
17.0;-12.0;-43.0;-135.0;335.0;387.0;102.0
53.0;-61.0;-33.0;-130.0;343.0;384.0;103.0
0.0;-18.0;-2.0;-120.0;353.0;381.0;118.0
11.0;-18.0;-43.0;-118.0;336.0;384.0;114.0
3.0;14.0;-36.0;-117.0;337.0;384.0;82.0
-18.0;-22.0;3.0;-109.0;330.0;388.0;80.0
-11.0;17.0;-24.0;-111.0;329.0;391.0;125.0
-30.0;-33.0;-1.0;-110.0;323.0;389.0;113.0
-39.0;-34.0;20.0;-110.0;352.0;387.0;98.0
43.0;-17.0;-24.0;-123.0;381.0;383.0;118.0
65.0;-12.0;-69.0;-123.0;365.0;380.0;119.0
0.0;-11.0;-40.0;-123.0;356.0;369.0;111.0
2.0;-25.0;-11.0;-123.0;379.0;369.0;120.0
27.0;17.0;26.0;-126.0;329.0;370.0;115.0
23.0;0.0;45.0;-129.0;355.0;371.0;104.0
21.0;-5.0;26.0;-130.0;361.0;368.0;86.0
7.0;-8.0;60.0;-133.0;337.0;368.0;98.0
-14.0;32.0;-32.0;-136.0;383.0;369.0;116.0
15.0;29.0;-62.0;-134.0;418.0;369.0;112.0
9.0;27.0;-81.0;-128.0;309.0;365.0;100.0
19.0;56.0;-70.0;-126.0;280.0;362.0;108.0
32.0;-4.0;-15.0;-124.0;307.0;362.0;109.0
-12.0;8.0;-26.0;-121.0;343.0;363.0;102.0
4.0;1.0;1.0;-119.0;356.0;361.0;125.0
29.0;25.0;13.0;-121.0;325.0;361.0;96.0
24.0;21.0;-13.0;-125.0;324.0;360.0;84.0
14.0;2.0;10.0;-126.0;336.0;361.0;90.0
1.0;10.0;-12.0;-126.0;321.0;360.0;94.0
8.0;6.0;-4.0;-128.0;324.0;360.0;104.0
26.0;-24.0;-51.0;-126.0;327.0;360.0;80.0
30.0;-11.0;-23.0;-125.0;317.0;360.0;94.0
10.0;-13.0;-19.0;-124.0;300.0;357.0;94.0
12.0;-7.0;-35.0;-123.0;312.0;356.0;103.0
6.0;21.0;-80.0;-113.0;312.0;355.0;86.0
20.0;30.0;-81.0;-111.0;329.0;351.0;87.0
39.0;-3.0;52.0;-97.0;301.0;350.0;95.0
-15.0;-21.0;42.0;-99.0;307.0;353.0;98.0
-50.0;1.0;35.0;-102.0;312.0;353.0;104.0
13.0;32.0;15.0;-101.0;330.0;349.0;75.0
-37.0;-1.0;5.0;-101.0;309.0;348.0;72.0
29.0;-25.0;22.0;-105.0;301.0;351.0;114.0
7.0;-31.0;-12.0;-96.0;322.0;348.0;88.0
-35.0;-47.0;-36.0;-90.0;332.0;347.0;72.0
31.0;-67.0;64.0;-81.0;315.0;351.0;77.0
47.0;-40.0;117.0;-82.0;315.0;354.0;87.0
2.0;-90.0;96.0;-80.0;300.0;359.0;97.0
-32.0;-140.0;-17.0;-85.0;338.0;367.0;149.0
-1.0;-91.0;-17.0;-77.0;315.0;369.0;152.0
49.0;-53.0;-54.0;-73.0;292.0;366.0;163.0
9.0;7.0;-70.0;-56.0;352.0;368.0;160.0
29.0;33.0;-103.0;-58.0;320.0;366.0;139.0
-103.0;-132.0;-14.0;-66.0;318.0;361.0;44.0
91.0;-65.0;118.0;-91.0;336.0;369.0;137.0
13.0;10.0;25.0;-85.0;299.0;381.0;139.0
74.0;109.0;-1.0;-65.0;349.0;380.0;124.0
-31.0;94.0;-35.0;-73.0;320.0;373.0;100.0
20.0;21.0;-26.0;-88.0;316.0;368.0;50.0
88.0;-72.0;-27.0;-90.0;363.0;376.0;126.0
37.0;-81.0;16.0;-72.0;289.0;381.0;146.0
8.0;-77.0;27.0;-70.0;294.0;380.0;152.0
14.0;-35.0;48.0;-70.0;302.0;380.0;146.0
5.0;-28.0;90.0;-73.0;318.0;382.0;163.0
36.0;-22.0;98.0;-77.0;318.0;382.0;152.0
41.0;-5.0;113.0;-84.0;303.0;384.0;122.0
42.0;19.0;-11.0;-86.0;338.0;384.0;142.0
53.0;-5.0;-15.0;-84.0;345.0;383.0;124.0
36.0;13.0;-40.0;-84.0;346.0;383.0;137.0
56.0;-1.0;-51.0;-86.0;311.0;383.0;135.0
19.0;25.0;-79.0;-81.0;334.0;380.0;134.0
38.0;16.0;-65.0;-79.0;316.0;379.0;115.0
25.0;36.0;-15.0;-80.0;320.0;377.0;104.0
0.0;19.0;-13.0;-80.0;327.0;377.0;124.0
44.0;2.0;-6.0;-80.0;308.0;375.0;115.0
54.0;2.0;-15.0;-81.0;298.0;376.0;106.0
23.0;-37.0;-24.0;-75.0;323.0;374.0;125.0
11.0;-54.0;-24.0;-74.0;302.0;373.0;110.0
18.0;-9.0;16.0;-68.0;318.0;373.0;121.0
38.0;0.0;44.0;-74.0;335.0;376.0;144.0
39.0;25.0;-24.0;-79.0;319.0;374.0;135.0
47.0;36.0;-11.0;-80.0;315.0;374.0;128.0
8.0;34.0;-32.0;-80.0;324.0;370.0;124.0
-20.0;26.0;-20.0;-83.0;307.0;369.0;125.0
27.0;13.0;0.0;-90.0;329.0;365.0;108.0
20.0;11.0;-4.0;-88.0;314.0;366.0;112.0
32.0;25.0;-70.0;-90.0;318.0;365.0;152.0
76.0;85.0;-80.0;-88.0;318.0;365.0;165.0
21.0;147.0;-112.0;-75.0;327.0;363.0;103.0
0.0;103.0;-127.0;-71.0;308.0;357.0;70.0
-11.0;68.0;-39.0;-73.0;311.0;349.0;48.0
-1.0;51.0;-43.0;-82.0;328.0;351.0;109.0
51.0;70.0;-46.0;-84.0;326.0;352.0;99.0
62.0;98.0;-20.0;-76.0;321.0;355.0;117.0
0.0;71.0;-57.0;-78.0;308.0;355.0;92.0
-12.0;30.0;-11.0;-76.0;317.0;353.0;75.0
38.0;-1.0;37.0;-80.0;318.0;357.0;60.0
14.0;14.0;21.0;-83.0;326.0;355.0;73.0
0.0;-11.0;3.0;-84.0;306.0;354.0;93.0
-11.0;15.0;18.0;-84.0;328.0;353.0;56.0
-10.0;60.0;-14.0;-85.0;312.0;353.0;67.0
-22.0;-28.0;7.0;-85.0;293.0;351.0;85.0
-20.0;52.0;22.0;-87.0;273.0;351.0;69.0
-13.0;49.0;17.0;-89.0;265.0;350.0;45.0
-46.0;45.0;-38.0;-91.0;302.0;353.0;48.0
-7.0;17.0;-37.0;-88.0;337.0;349.0;60.0
-36.0;5.0;-62.0;-84.0;364.0;348.0;41.0
-29.0;17.0;-101.0;-77.0;335.0;345.0;53.0
41.0;-25.0;-9.0;-58.0;332.0;341.0;21.0
-34.0;-58.0;41.0;-64.0;325.0;341.0;64.0
-86.0;-47.0;85.0;-72.0;362.0;344.0;63.0
-57.0;-59.0;81.0;-78.0;370.0;349.0;85.0
-81.0;-19.0;82.0;-80.0;390.0;352.0;78.0
13.0;-13.0;-40.0;-75.0;339.0;354.0;61.0
-68.0;-8.0;-19.0;-43.0;327.0;359.0;65.0
-39.0;-32.0;-50.0;-47.0;352.0;358.0;78.0
26.0;-48.0;-98.0;-63.0;351.0;356.0;86.0
24.0;-42.0;-103.0;-65.0;321.0;356.0;86.0
-25.0;-60.0;-29.0;-61.0;334.0;356.0;95.0
-9.0;-15.0;76.0;-90.0;345.0;356.0;83.0
-9.0;2.0;29.0;-103.0;356.0;353.0;93.0
-29.0;9.0;-35.0;-100.0;331.0;351.0;85.0
23.0;-22.0;-6.0;-88.0;381.0;354.0;96.0
-18.0;-2.0;-48.0;-86.0;341.0;354.0;84.0
-13.0;25.0;-57.0;-87.0;330.0;354.0;76.0
-12.0;18.0;-31.0;-89.0;320.0;351.0;63.0
-10.0;-13.0;-75.0;-88.0;326.0;354.0;95.0
-27.0;15.0;-59.0;-83.0;336.0;353.0;87.0
-1.0;-30.0;-17.0;-77.0;345.0;354.0;106.0
-8.0;13.0;-15.0;-74.0;328.0;355.0;86.0
9.0;32.0;-25.0;-67.0;335.0;353.0;97.0
-1.0;-7.0;-22.0;-63.0;325.0;352.0;72.0
-7.0;15.0;-2.0;-67.0;334.0;351.0;77.0
12.0;-17.0;-7.0;-63.0;324.0;351.0;76.0
16.0;-2.0;8.0;-61.0;327.0;350.0;75.0
12.0;6.0;-51.0;-55.0;332.0;354.0;87.0
-19.0;2.0;13.0;-50.0;324.0;351.0;86.0
-48.0;1.0;6.0;-50.0;356.0;352.0;78.0
5.0;4.0;-72.0;-33.0;314.0;353.0;78.0
2.0;-1.0;-53.0;-29.0;318.0;351.0;76.0
5.0;-33.0;-42.0;-24.0;320.0;351.0;95.0
3.0;-60.0;-26.0;-20.0;326.0;353.0;85.0
16.0;-52.0;-13.0;-12.0;348.0;352.0;100.0
16.0;-69.0;2.0;-13.0;342.0;354.0;91.0
27.0;-75.0;23.0;-7.0;310.0;362.0;118.0
1.0;-11.0;-29.0;-2.0;318.0;363.0;126.0
20.0;5.0;-32.0;1.0;318.0;363.0;106.0
40.0;-24.0;-21.0;10.0;330.0;360.0;97.0
53.0;-15.0;-7.0;11.0;324.0;363.0;97.0
52.0;-12.0;0.0;17.0;318.0;363.0;118.0
47.0;-9.0;-7.0;26.0;325.0;363.0;123.0
48.0;-29.0;-17.0;30.0;319.0;366.0;134.0
48.0;-27.0;-35.0;39.0;331.0;365.0;135.0
51.0;-21.0;-31.0;43.0;352.0;364.0;135.0
67.0;6.0;-2.0;50.0;328.0;361.0;123.0
37.0;11.0;25.0;51.0;323.0;365.0;117.0
15.0;21.0;-7.0;46.0;315.0;364.0;123.0
10.0;26.0;-22.0;46.0;319.0;363.0;115.0
32.0;0.0;14.0;42.0;316.0;363.0;108.0
29.0;6.0;-5.0;41.0;325.0;362.0;100.0
62.0;-30.0;-2.0;44.0;327.0;363.0;119.0
