Accelerometer RUA^ accY;Accelerometer RKN_ accZ;Accelerometer RUA_ accY;Accelerometer LUA^ accY;Accelerometer RWR accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit L-SHOE EuX;Accelerometer RWR accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit BACK magneticY
990.0;7.0;323.0;885.0;601.0;-582.0;724.0;-671.0;77;-637.0;-71.0;152.0;-63.0
919.0;-38.0;609.0;732.0;47.0;-269.0;229.0;208.0;155;-970.0;-63.0;-24.0;299.0
715.0;30.0;145.0;961.0;-62.0;90.0;-63.0;-81.0;-157;-959.0;-51.0;-715.0;88.0
611.0;-256.0;137.0;951.0;7.0;110.0;-10.0;82.0;-156;-1000.0;354.0;-379.0;-66.0
982.0;-185.0;-132.0;925.0;-325.0;281.0;143.0;86.0;-158;-610.0;280.0;-162.0;222.0
905.0;32.0;569.0;964.0;361.0;-374.0;153.0;15.0;144;-864.0;3.0;-30.0;208.0
451.0;80.0;283.0;955.0;-123.0;-110.0;-494.0;567.0;118;-221.0;152.0;56.0;17.0
963.0;80.0;632.0;1015.0;125.0;-473.0;12.0;-23.0;145;-1205.0;164.0;26.0;-52.0
1031.0;41.0;733.0;764.0;329.0;-533.0;36.0;255.0;167;-1069.0;50.0;-113.0;19.0
999.0;55.0;630.0;970.0;172.0;-469.0;-8.0;-10.0;145;-878.0;146.0;14.0;-25.0
1018.0;-166.0;962.0;1005.0;951.0;-886.0;-47.0;203.0;83;-316.0;414.0;174.0;-104.0
1044.0;-79.0;547.0;1013.0;329.0;-676.0;100.0;56.0;172;-773.0;53.0;-187.0;104.0
1069.0;-2.0;907.0;992.0;922.0;-864.0;746.0;-603.0;46;-400.0;-358.0;-352.0;357.0
819.0;182.0;349.0;1101.0;341.0;-404.0;-66.0;215.0;97;-499.0;77.0;-91.0;87.0
1006.0;51.0;577.0;956.0;664.0;-526.0;5.0;330.0;167;-433.0;208.0;152.0;-11.0
874.0;71.0;603.0;783.0;763.0;-650.0;20.0;186.0;98;-777.0;55.0;-56.0;146.0
1065.0;48.0;729.0;904.0;724.0;-562.0;73.0;100.0;76;-542.0;-4.0;-138.0;151.0
895.0;-187.0;807.0;1017.0;850.0;-708.0;-689.0;674.0;-144;-364.0;-112.0;-44.0;90.0
846.0;142.0;971.0;898.0;988.0;-942.0;-239.0;209.0;129;-90.0;-2.0;-45.0;-2.0
762.0;-897.0;789.0;783.0;696.0;-1088.0;-215.0;334.0;160;-94.0;140.0;11.0;31.0
1090.0;114.0;1050.0;948.0;1035.0;-899.0;-866.0;356.0;-55;-543.0;-513.0;-448.0;517.0
557.0;-175.0;-634.0;950.0;-813.0;789.0;100.0;71.0;-167;-384.0;313.0;-314.0;168.0
1009.0;57.0;236.0;912.0;363.0;-348.0;81.0;115.0;-162;-529.0;22.0;-37.0;194.0
996.0;123.0;855.0;981.0;720.0;-806.0;-752.0;593.0;-108;-427.0;-548.0;-416.0;446.0
764.0;-166.0;-156.0;968.0;416.0;424.0;-136.0;-86.0;-166;-659.0;-198.0;-563.0;208.0
838.0;-147.0;827.0;1096.0;698.0;-231.0;215.0;-26.0;-171;-601.0;-202.0;-434.0;305.0
1059.0;-94.0;479.0;904.0;331.0;-283.0;35.0;207.0;140;-625.0;193.0;58.0;48.0
1175.0;-266.0;603.0;996.0;650.0;-237.0;117.0;68.0;-113;-635.0;-39.0;-95.0;231.0
1080.0;-139.0;415.0;930.0;381.0;-347.0;24.0;212.0;140;-752.0;201.0;75.0;36.0
1059.0;-141.0;425.0;940.0;341.0;-323.0;10.0;223.0;140;-590.0;213.0;91.0;17.0
887.0;-196.0;279.0;936.0;596.0;-244.0;-71.0;267.0;139;-544.0;349.0;232.0;-122.0
962.0;87.0;530.0;1033.0;348.0;-461.0;-175.0;-218.0;165;-604.0;-69.0;42.0;291.0
1052.0;54.0;630.0;894.0;713.0;-471.0;-842.0;317.0;-123;-745.0;-477.0;-151.0;617.0
924.0;-175.0;891.0;714.0;386.0;-763.0;-766.0;98.0;-101;-749.0;-836.0;-883.0;846.0
1021.0;-154.0;338.0;950.0;318.0;-129.0;-24.0;269.0;139;-746.0;255.0;132.0;-38.0
907.0;-245.0;150.0;929.0;-606.0;-14.0;-35.0;208.0;-47;-895.0;388.0;121.0;-55.0
998.0;-206.0;212.0;935.0;37.0;-84.0;-93.0;264.0;141;-716.0;384.0;293.0;-152.0
1049.0;-169.0;357.0;935.0;262.0;-232.0;-22.0;263.0;139;-929.0;258.0;130.0;-38.0
1069.0;195.0;656.0;912.0;495.0;-608.0;141.0;240.0;175;-788.0;-74.0;-230.0;167.0
440.0;-240.0;-53.0;922.0;-42.0;125.0;-81.0;-43.0;-166;-46.0;449.0;-186.0;139.0
1001.0;-52.0;991.0;976.0;937.0;-949.0;309.0;-438.0;83;-319.0;605.0;597.0;-428.0
1037.0;-49.0;543.0;1007.0;33.0;-539.0;125.0;-116.0;144;-694.0;320.0;190.0;-178.0
950.0;-101.0;872.0;998.0;911.0;-852.0;-627.0;478.0;-74;-234.0;-740.0;-642.0;741.0
997.0;-31.0;1002.0;755.0;849.0;-838.0;-973.0;116.0;-72;-425.0;-371.0;-10.0;300.0
1063.0;-66.0;540.0;1008.0;457.0;-104.0;-409.0;228.0;-128;-1125.0;-322.0;-225.0;547.0
1009.0;-57.0;553.0;976.0;-75.0;-498.0;102.0;-104.0;145;-1046.0;275.0;34.0;-110.0
952.0;-9.0;704.0;900.0;75.0;-450.0;5.0;14.0;145;-726.0;134.0;171.0;-16.0
916.0;-131.0;984.0;873.0;935.0;-984.0;191.0;99.0;134;-117.0;-40.0;-232.0;303.0
945.0;-215.0;95.0;651.0;79.0;-82.0;-228.0;-49.0;-168;-1004.0;12.0;-86.0;350.0
1094.0;-171.0;489.0;921.0;427.0;-303.0;-30.0;287.0;139;-826.0;266.0;147.0;-54.0
1118.0;-193.0;507.0;921.0;544.0;-355.0;-63.0;321.0;125;-785.0;294.0;167.0;-74.0
989.0;-241.0;438.0;943.0;55.0;-142.0;-70.0;277.0;139;-783.0;349.0;230.0;-124.0
1005.0;83.0;838.0;861.0;683.0;-674.0;899.0;-90.0;-66;-876.0;-733.0;-665.0;629.0
952.0;149.0;962.0;965.0;609.0;-756.0;62.0;116.0;175;-912.0;230.0;4.0;76.0
1013.0;-60.0;578.0;934.0;763.0;-535.0;1.0;193.0;98;-1165.0;58.0;-61.0;133.0
1022.0;-49.0;445.0;1029.0;459.0;-655.0;110.0;48.0;172;-915.0;16.0;-239.0;122.0
645.0;10.0;398.0;959.0;-160.0;-258.0;-38.0;-39.0;-157;-980.0;-124.0;-671.0;91.0
934.0;-47.0;641.0;959.0;105.0;-574.0;105.0;-91.0;145;-770.0;293.0;79.0;-133.0
986.0;4.0;809.0;1041.0;614.0;-700.0;388.0;-411.0;96;-829.0;557.0;601.0;-395.0
1149.0;-125.0;828.0;863.0;894.0;-290.0;431.0;-459.0;124;-816.0;369.0;424.0;-407.0
976.0;-50.0;651.0;981.0;196.0;-480.0;109.0;-94.0;145;-900.0;285.0;65.0;-123.0
997.0;13.0;519.0;906.0;563.0;-469.0;362.0;-506.0;101;-812.0;489.0;466.0;-398.0
886.0;-186.0;896.0;940.0;573.0;-904.0;133.0;-246.0;122;-315.0;164.0;-488.0;-237.0
960.0;-98.0;591.0;957.0;343.0;-470.0;-827.0;537.0;-57;-301.0;-338.0;232.0;170.0
1073.0;-181.0;512.0;930.0;317.0;-426.0;-36.0;290.0;139;-986.0;278.0;157.0;-64.0
986.0;8.0;294.0;973.0;-16.0;-275.0;407.0;-458.0;97;-615.0;437.0;360.0;-321.0
1235.0;215.0;363.0;1051.0;458.0;-131.0;93.0;88.0;-148;-703.0;1.0;-66.0;202.0
964.0;-157.0;-294.0;900.0;-253.0;464.0;-136.0;-110.0;-166;-912.0;-137.0;-588.0;188.0
1005.0;120.0;957.0;983.0;954.0;-898.0;-54.0;244.0;122;-310.0;449.0;311.0;-144.0
1201.0;410.0;1290.0;1225.0;1239.0;-888.0;-273.0;400.0;145;-400.0;60.0;32.0;50.0
1081.0;-192.0;589.0;928.0;157.0;-495.0;-40.0;295.0;139;-963.0;282.0;164.0;-71.0
1051.0;-25.0;500.0;1019.0;490.0;-458.0;565.0;-183.0;-121;-649.0;-558.0;-395.0;678.0
976.0;-43.0;666.0;1005.0;176.0;-665.0;96.0;-103.0;144;-791.0;311.0;178.0;-136.0
1189.0;231.0;392.0;1170.0;386.0;-446.0;-16.0;186.0;97;-791.0;54.0;-69.0;123.0
