InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1
-582.0;203.0;-320.0;301.0;38.0
-586.0;201.0;-314.0;307.0;26.0
-590.0;197.0;-309.0;315.0;16.0
-613.0;181.0;-288.0;328.0;-30.0
-619.0;177.0;-284.0;329.0;-38.0
-625.0;165.0;-291.0;348.0;-56.0
-628.0;170.0;-276.0;332.0;-57.0
-627.0;170.0;-272.0;334.0;-63.0
-627.0;171.0;-270.0;336.0;-68.0
-565.0;182.0;-399.0;468.0;-96.0
-624.0;108.0;-413.0;400.0;-123.0
-727.0;-32.0;-471.0;554.0;-234.0
-548.0;74.0;-371.0;107.0;-3.0
-512.0;70.0;-383.0;72.0;13.0
-499.0;68.0;-389.0;64.0;22.0
-488.0;67.0;-396.0;63.0;30.0
-478.0;65.0;-405.0;60.0;39.0
391.0;-248.0;382.0;-262.0;-65.0
387.0;-265.0;395.0;-228.0;-128.0
-175.0;230.0;-636.0;335.0;144.0
-448.0;44.0;-430.0;35.0;83.0
-448.0;40.0;-434.0;27.0;88.0
-447.0;37.0;-442.0;13.0;100.0
-443.0;36.0;-446.0;6.0;106.0
-445.0;35.0;-447.0;6.0;111.0
-449.0;31.0;-449.0;0.0;118.0
-466.0;15.0;-461.0;-9.0;134.0
-498.0;6.0;-482.0;-32.0;165.0
-505.0;9.0;-487.0;-37.0;175.0
-512.0;16.0;-484.0;-40.0;184.0
-518.0;25.0;-478.0;-41.0;194.0
387.0;-266.0;403.0;-221.0;-142.0
530.0;-357.0;354.0;-341.0;-131.0
-519.0;89.0;-408.0;-29.0;250.0
-501.0;104.0;-392.0;-24.0;262.0
-487.0;120.0;-376.0;-18.0;274.0
-455.0;149.0;-348.0;-23.0;301.0
-445.0;159.0;-332.0;-24.0;311.0
-422.0;170.0;-291.0;-34.0;342.0
-413.0;171.0;-281.0;-42.0;350.0
-404.0;174.0;-277.0;-51.0;357.0
-390.0;180.0;-274.0;-60.0;362.0
-378.0;184.0;-273.0;-61.0;369.0
-362.0;187.0;-280.0;-54.0;381.0
-364.0;187.0;-287.0;-49.0;378.0
-366.0;187.0;-289.0;-45.0;377.0
-350.0;191.0;-289.0;-59.0;370.0
-330.0;201.0;-273.0;-45.0;347.0
-179.0;221.0;-620.0;276.0;108.0
14.0;-416.0;282.0;6.0;-626.0
20.0;-421.0;274.0;-4.0;-627.0
-184.0;214.0;-609.0;262.0;91.0
-186.0;211.0;-603.0;261.0;83.0
-188.0;208.0;-597.0;261.0;76.0
-189.0;206.0;-591.0;260.0;71.0
-381.0;333.0;-598.0;355.0;165.0
-392.0;294.0;-546.0;177.0;223.0
-359.0;286.0;-498.0;235.0;274.0
29.0;-423.0;269.0;-14.0;-629.0
-441.0;245.0;-621.0;274.0;145.0
-405.0;157.0;-575.0;185.0;153.0
-464.0;240.0;-226.0;158.0;159.0
-472.0;235.0;-223.0;160.0;157.0
-494.0;215.0;-213.0;164.0;152.0
-518.0;190.0;-210.0;153.0;142.0
-533.0;177.0;-210.0;148.0;138.0
-546.0;167.0;-210.0;137.0;134.0
-546.0;158.0;-210.0;122.0;131.0
-538.0;143.0;-210.0;105.0;125.0
-532.0;105.0;-622.0;110.0;221.0
412.0;-397.0;610.0;-327.0;-243.0
373.0;-284.0;592.0;-369.0;-122.0
-544.0;137.0;-213.0;115.0;97.0
-546.0;141.0;-216.0;116.0;94.0
-548.0;148.0;-218.0;116.0;89.0
-553.0;151.0;-219.0;122.0;86.0
-551.0;160.0;-224.0;127.0;81.0
-566.0;325.0;-150.0;329.0;-56.0
-570.0;326.0;-155.0;326.0;-60.0
-569.0;331.0;-170.0;330.0;-60.0
-569.0;334.0;-189.0;347.0;-56.0
165.0;-444.0;703.0;-230.0;-355.0
129.0;-520.0;605.0;-135.0;-420.0
25.0;-567.0;657.0;2.0;-491.0
193.0;-427.0;561.0;-10.0;-413.0
182.0;-369.0;441.0;-47.0;-464.0
171.0;-385.0;420.0;-40.0;-477.0
351.0;-614.0;451.0;-370.0;-774.0
106.0;-595.0;606.0;-152.0;-694.0
-256.0;214.0;-627.0;463.0;237.0
141.0;-433.0;376.0;-26.0;-505.0
127.0;-438.0;360.0;-7.0;-514.0
-194.0;205.0;-577.0;259.0;65.0
125.0;-431.0;355.0;9.0;-523.0
129.0;-429.0;356.0;20.0;-525.0
157.0;-407.0;348.0;36.0;-532.0
-207.0;280.0;-593.0;332.0;167.0
-203.0;266.0;-583.0;248.0;138.0
486.0;-355.0;320.0;-142.0;-175.0
500.0;-327.0;322.0;-117.0;-171.0
503.0;-314.0;323.0;-112.0;-171.0
506.0;-296.0;327.0;-109.0;-172.0
513.0;-291.0;330.0;-118.0;-173.0
161.0;-397.0;343.0;36.0;-534.0
158.0;-393.0;344.0;38.0;-535.0
161.0;-386.0;348.0;46.0;-537.0
-203.0;263.0;-583.0;245.0;132.0
201.0;-336.0;380.0;108.0;-548.0
224.0;-312.0;401.0;129.0;-558.0
233.0;-279.0;437.0;136.0;-569.0
243.0;-250.0;525.0;102.0;-578.0
188.0;-256.0;616.0;64.0;-607.0
-205.0;260.0;-582.0;245.0;128.0
-759.0;-156.0;340.0;632.0;-389.0
-206.0;258.0;-582.0;245.0;123.0
-209.0;255.0;-582.0;245.0;119.0
-212.0;253.0;-581.0;247.0;115.0
-217.0;248.0;-579.0;250.0;107.0
-659.0;164.0;248.0;407.0;-119.0
-198.0;205.0;-573.0;260.0;64.0
-681.0;152.0;169.0;371.0;-118.0
-659.0;261.0;-17.0;539.0;-304.0
-577.0;335.0;53.0;477.0;-176.0
487.0;-252.0;373.0;-164.0;-208.0
468.0;-257.0;356.0;-157.0;-252.0
445.0;-261.0;339.0;-138.0;-296.0
434.0;-265.0;335.0;-125.0;-314.0
412.0;-267.0;331.0;-95.0;-357.0
399.0;-271.0;329.0;-81.0;-375.0
388.0;-272.0;327.0;-69.0;-394.0
379.0;-274.0;325.0;-60.0;-411.0
372.0;-276.0;323.0;-51.0;-427.0
366.0;-279.0;321.0;-44.0;-444.0
361.0;-281.0;319.0;-37.0;-459.0
347.0;-287.0;316.0;-21.0;-487.0
338.0;-290.0;314.0;-13.0;-500.0
330.0;-291.0;312.0;-11.0;-512.0
325.0;-294.0;309.0;-10.0;-522.0
310.0;-302.0;298.0;-15.0;-545.0
307.0;-305.0;294.0;-18.0;-549.0
303.0;-309.0;292.0;-23.0;-557.0
302.0;-310.0;291.0;-25.0;-559.0
301.0;-312.0;290.0;-27.0;-562.0
301.0;-311.0;289.0;-28.0;-563.0
302.0;-311.0;289.0;-29.0;-563.0
303.0;-312.0;287.0;-31.0;-562.0
305.0;-312.0;285.0;-33.0;-561.0
307.0;-312.0;284.0;-36.0;-560.0
309.0;-312.0;283.0;-38.0;-559.0
312.0;-312.0;281.0;-40.0;-557.0
315.0;-312.0;280.0;-42.0;-555.0
209.0;-575.0;-651.0;-116.0;-490.0
373.0;-480.0;-632.0;-268.0;-330.0
326.0;-309.0;279.0;-46.0;-548.0
713.0;-565.0;113.0;-569.0;-681.0
775.0;-535.0;153.0;-480.0;-684.0
337.0;-303.0;288.0;-42.0;-540.0
337.0;-302.0;290.0;-39.0;-538.0
336.0;-300.0;294.0;-32.0;-535.0
336.0;-299.0;295.0;-32.0;-533.0
334.0;-298.0;297.0;-26.0;-531.0
324.0;-298.0;297.0;-18.0;-524.0
321.0;-297.0;297.0;-19.0;-521.0
315.0;-294.0;298.0;-20.0;-515.0
296.0;-278.0;309.0;-13.0;-501.0
292.0;-275.0;313.0;-8.0;-499.0
289.0;-273.0;319.0;-4.0;-499.0
283.0;-271.0;337.0;2.0;-502.0
278.0;-270.0;354.0;10.0;-508.0
277.0;-271.0;360.0;14.0;-508.0
276.0;-272.0;364.0;16.0;-507.0
279.0;-276.0;366.0;8.0;-498.0
282.0;-281.0;369.0;-5.0;-480.0
287.0;-283.0;372.0;-18.0;-468.0
292.0;-284.0;374.0;-30.0;-455.0
299.0;-283.0;383.0;-46.0;-429.0
308.0;-280.0;387.0;-68.0;-395.0
311.0;-281.0;391.0;-80.0;-378.0
288.0;-311.0;493.0;-135.0;-363.0
333.0;-284.0;395.0;-124.0;-317.0
331.0;-293.0;391.0;-149.0;-271.0
328.0;-296.0;397.0;-156.0;-264.0
314.0;-298.0;421.0;-160.0;-250.0
370.0;-288.0;446.0;-182.0;-247.0
345.0;-295.0;480.0;-166.0;-303.0
292.0;-300.0;454.0;-122.0;-242.0
290.0;-300.0;460.0;-113.0;-241.0
285.0;-296.0;481.0;-103.0;-241.0
288.0;-294.0;483.0;-101.0;-241.0
337.0;-270.0;506.0;-70.0;-218.0
412.0;-265.0;546.0;-101.0;-188.0
530.0;-219.0;567.0;-186.0;-109.0
-673.0;168.0;161.0;353.0;-110.0
35.0;-424.0;265.0;-22.0;-631.0
-200.0;205.0;-568.0;261.0;61.0
-666.0;175.0;177.0;334.0;-76.0
-658.0;179.0;197.0;322.0;-47.0
-203.0;207.0;-565.0;263.0;61.0
33.0;-578.0;521.0;146.0;-639.0
-633.0;209.0;283.0;272.0;33.0
-552.0;240.0;464.0;167.0;248.0
-467.0;339.0;629.0;365.0;177.0
-219.0;246.0;-576.0;251.0;103.0
-399.0;-476.0;399.0;511.0;-858.0
-428.0;-566.0;270.0;447.0;-816.0
-372.0;-546.0;277.0;360.0;-765.0
-617.0;-595.0;-158.0;510.0;-698.0
-418.0;-670.0;-391.0;335.0;-731.0
-416.0;-592.0;214.0;266.0;-742.0
-430.0;-605.0;246.0;229.0;-738.0
-443.0;-606.0;273.0;214.0;-736.0
-705.0;-559.0;568.0;453.0;-767.0
-758.0;-370.0;210.0;590.0;-518.0
-163.0;-637.0;638.0;161.0;-585.0
-747.0;-492.0;-36.0;567.0;-613.0
183.0;-365.0;567.0;-7.0;-607.0
162.0;-344.0;392.0;-10.0;-651.0
-221.0;244.0;-571.0;253.0;98.0
-227.0;238.0;-553.0;261.0;87.0
58.0;-416.0;264.0;-30.0;-638.0
-228.0;237.0;-552.0;262.0;85.0
-228.0;237.0;-553.0;265.0;82.0
-226.0;236.0;-552.0;267.0;81.0
-225.0;236.0;-552.0;270.0;81.0
-225.0;237.0;-551.0;277.0;78.0
-475.0;-656.0;267.0;205.0;-739.0
-472.0;-655.0;266.0;208.0;-740.0
-470.0;-655.0;266.0;207.0;-740.0
-469.0;-654.0;267.0;206.0;-741.0
-205.0;207.0;-564.0;265.0;61.0
100.0;-380.0;373.0;84.0;-558.0
-469.0;-654.0;268.0;206.0;-742.0
-469.0;-654.0;269.0;207.0;-742.0
-469.0;-654.0;269.0;207.0;-742.0
-468.0;-654.0;268.0;208.0;-742.0
-469.0;-653.0;267.0;206.0;-743.0
-469.0;-652.0;268.0;207.0;-744.0
-468.0;-652.0;269.0;207.0;-744.0
-468.0;-652.0;269.0;207.0;-744.0
-467.0;-652.0;269.0;207.0;-745.0
-467.0;-652.0;269.0;206.0;-745.0
-467.0;-652.0;269.0;206.0;-745.0
55.0;-702.0;-682.0;-22.0;-681.0
-467.0;-651.0;269.0;207.0;-745.0
-466.0;-651.0;269.0;207.0;-746.0
-466.0;-651.0;270.0;207.0;-746.0
-467.0;-651.0;271.0;207.0;-746.0
-467.0;-651.0;271.0;207.0;-746.0
-467.0;-651.0;271.0;207.0;-746.0
-467.0;-650.0;272.0;206.0;-746.0
-125.0;-693.0;-485.0;119.0;-665.0
-215.0;237.0;-553.0;278.0;76.0
-211.0;235.0;-554.0;278.0;74.0
-210.0;233.0;-556.0;279.0;72.0
-212.0;230.0;-556.0;281.0;70.0
-212.0;229.0;-556.0;281.0;68.0
-212.0;228.0;-555.0;281.0;67.0
-467.0;-649.0;272.0;205.0;-747.0
-467.0;-648.0;272.0;206.0;-748.0
-467.0;-648.0;272.0;206.0;-748.0
-467.0;-647.0;272.0;205.0;-749.0
-213.0;227.0;-555.0;282.0;66.0
-212.0;220.0;-561.0;274.0;64.0
-453.0;-650.0;275.0;181.0;-743.0
-453.0;-651.0;275.0;185.0;-742.0
-452.0;-652.0;271.0;188.0;-740.0
-452.0;-652.0;271.0;188.0;-740.0
72.0;-374.0;617.0;64.0;-600.0
108.0;-459.0;535.0;46.0;-707.0
-452.0;-652.0;270.0;188.0;-740.0
-451.0;-654.0;270.0;190.0;-739.0
-450.0;-655.0;271.0;190.0;-738.0
-450.0;-656.0;272.0;190.0;-737.0
-451.0;-660.0;276.0;192.0;-733.0
-452.0;-661.0;276.0;192.0;-733.0
-451.0;-661.0;277.0;194.0;-733.0
-450.0;-663.0;277.0;194.0;-731.0
-451.0;-664.0;277.0;194.0;-730.0
-211.0;214.0;-561.0;276.0;61.0
-211.0;212.0;-561.0;276.0;60.0
-451.0;-665.0;278.0;194.0;-729.0
-451.0;-665.0;278.0;194.0;-729.0
-450.0;-665.0;279.0;195.0;-730.0
-449.0;-665.0;280.0;197.0;-730.0
-449.0;-664.0;280.0;196.0;-730.0
-449.0;-665.0;280.0;196.0;-730.0
-448.0;-665.0;279.0;195.0;-729.0
-448.0;-665.0;280.0;195.0;-729.0
-449.0;-664.0;281.0;195.0;-730.0
-449.0;-664.0;281.0;194.0;-731.0
-452.0;-662.0;281.0;193.0;-733.0
-208.0;209.0;-562.0;269.0;60.0
-546.0;-476.0;295.0;349.0;-823.0
-532.0;59.0;-442.0;-40.0;227.0
-657.0;115.0;402.0;397.0;-76.0
-488.0;-645.0;279.0;208.0;-744.0
-488.0;-646.0;279.0;208.0;-743.0
-488.0;-646.0;279.0;207.0;-743.0
-488.0;-646.0;280.0;207.0;-743.0
-538.0;-630.0;216.0;451.0;-723.0
-511.0;-678.0;236.0;390.0;-704.0
-467.0;-650.0;272.0;205.0;-747.0
-618.0;184.0;-570.0;463.0;0.0
-467.0;-650.0;272.0;205.0;-747.0
-482.0;-655.0;267.0;196.0;-740.0
-467.0;-649.0;272.0;205.0;-748.0
-467.0;-649.0;272.0;206.0;-748.0
-467.0;-647.0;273.0;204.0;-750.0
-472.0;-644.0;275.0;200.0;-752.0
-452.0;-643.0;286.0;178.0;-751.0
-488.0;-670.0;195.0;2.0;-723.0
198.0;-608.0;582.0;-240.0;-727.0
-648.0;180.0;-601.0;437.0;48.0
-533.0;244.0;-593.0;423.0;70.0
-427.0;-548.0;481.0;437.0;-813.0
-584.0;280.0;-565.0;321.0;89.0
-467.0;263.0;-408.0;65.0;285.0
-472.0;265.0;-408.0;72.0;280.0
-472.0;264.0;-410.0;82.0;277.0
-883.0;92.0;428.0;423.0;-163.0
480.0;-88.0;485.0;-216.0;64.0
485.0;-280.0;375.0;-216.0;-141.0
-649.0;120.0;363.0;458.0;-128.0
512.0;-284.0;347.0;-173.0;-179.0
-505.0;248.0;-405.0;148.0;228.0
-518.0;243.0;-399.0;161.0;212.0
477.0;-392.0;313.0;-201.0;-168.0
575.0;-314.0;641.0;-351.0;-208.0
-458.0;-660.0;281.0;188.0;-735.0
-490.0;-644.0;280.0;207.0;-745.0
-491.0;-649.0;280.0;205.0;-741.0
-494.0;-643.0;280.0;205.0;-746.0
-322.0;372.0;-508.0;353.0;173.0
-526.0;36.0;-470.0;-42.0;204.0
-490.0;-648.0;280.0;206.0;-742.0
-488.0;184.0;-746.0;191.0;303.0
-491.0;-649.0;280.0;205.0;-741.0
-526.0;323.0;-616.0;382.0;158.0
234.0;-287.0;489.0;-354.0;-308.0
-288.0;503.0;-652.0;149.0;402.0
-288.0;233.0;-703.0;-40.0;378.0
157.0;635.0;-586.0;-135.0;611.0
646.0;685.0;-373.0;-152.0;712.0
278.0;-435.0;588.0;-179.0;-315.0
-577.0;319.0;-217.0;369.0;-53.0
-558.0;242.0;-320.0;417.0;-62.0
-319.0;444.0;-626.0;257.0;259.0
526.0;-334.0;-606.0;-355.0;-199.0
-291.0;315.0;-606.0;153.0;464.0
-491.0;256.0;-411.0;129.0;249.0
-491.0;-649.0;280.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-736.0;15.0;38.0;550.0;-505.0
-699.0;9.0;453.0;588.0;-222.0
-642.0;108.0;252.0;548.0;-262.0
-629.0;180.0;574.0;475.0;30.0
-487.0;257.0;-412.0;121.0;255.0
757.0;86.0;417.0;-532.0;268.0
-484.0;257.0;-413.0;113.0;261.0
-480.0;258.0;-414.0;107.0;268.0
-268.0;-588.0;563.0;155.0;-765.0
-477.0;261.0;-412.0;97.0;274.0
-232.0;424.0;541.0;217.0;355.0
-491.0;-649.0;281.0;205.0;-741.0
-500.0;-655.0;281.0;421.0;-723.0
-491.0;-649.0;281.0;205.0;-741.0
-712.0;-540.0;-190.0;310.0;-743.0
-692.0;-690.0;309.0;-74.0;-718.0
-491.0;-649.0;281.0;205.0;-741.0
-505.0;-647.0;280.0;196.0;-745.0
-461.0;-642.0;386.0;375.0;-754.0
-482.0;-669.0;284.0;403.0;-720.0
-455.0;-642.0;291.0;177.0;-752.0
-459.0;-642.0;293.0;172.0;-753.0
-491.0;-649.0;281.0;205.0;-741.0
-494.0;-650.0;265.0;201.0;-748.0
-504.0;-648.0;278.0;200.0;-743.0
-501.0;-649.0;278.0;203.0;-741.0
-497.0;-651.0;263.0;200.0;-745.0
-508.0;-653.0;262.0;183.0;-741.0
-759.0;-604.0;307.0;225.0;-793.0
-491.0;-649.0;281.0;205.0;-741.0
-767.0;-668.0;310.0;81.0;-739.0
-656.0;-661.0;168.0;150.0;-738.0
-481.0;-644.0;276.0;192.0;-753.0
-470.0;-684.0;219.0;355.0;-705.0
-469.0;-682.0;218.0;354.0;-706.0
-497.0;-651.0;276.0;203.0;-739.0
-515.0;-664.0;297.0;203.0;-732.0
-498.0;-652.0;276.0;205.0;-738.0
-460.0;-683.0;227.0;363.0;-702.0
-508.0;-653.0;265.0;429.0;-726.0
-497.0;-651.0;277.0;206.0;-739.0
-498.0;-666.0;293.0;205.0;-729.0
-490.0;-666.0;292.0;206.0;-728.0
161.0;-494.0;612.0;-81.0;-592.0
-495.0;-625.0;402.0;224.0;-751.0
-491.0;-650.0;279.0;205.0;-740.0
-490.0;-650.0;279.0;205.0;-740.0
-490.0;-664.0;293.0;205.0;-731.0
-491.0;-650.0;280.0;205.0;-740.0
-491.0;-649.0;280.0;205.0;-741.0
-351.0;-662.0;489.0;305.0;-733.0
-680.0;121.0;-495.0;504.0;-78.0
-494.0;-650.0;273.0;200.0;-749.0
-117.0;272.0;-621.0;421.0;326.0
-825.0;-659.0;322.0;185.0;-744.0
-526.0;-653.0;280.0;189.0;-741.0
-784.0;-617.0;132.0;144.0;-779.0
-356.0;259.0;-568.0;467.0;109.0
611.0;-207.0;-542.0;-482.0;-102.0
-454.0;378.0;-647.0;302.0;274.0
-373.0;438.0;-629.0;219.0;330.0
-466.0;-379.0;291.0;252.0;-870.0
-495.0;-651.0;285.0;173.0;-742.0
-500.0;-651.0;296.0;166.0;-745.0
-620.0;-586.0;261.0;525.0;-758.0
-496.0;-694.0;347.0;97.0;-685.0
-602.0;-654.0;310.0;145.0;-747.0
