InertialMeasurementUnit LLA accZ;Accelerometer LWR accX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer LUA_ accZ;Accelerometer LH accZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Compass;Accelerometer RUA_ accX
248.0;-58.0;-245.0;107.0;900.0;483.0;39.0;-458.0;-3;-116;310.0
118.0;-85.0;-296.0;71.0;922.0;328.0;112.0;-373.0;10;-156;136.0
253.0;-39.0;-227.0;103.0;880.0;461.0;50.0;-496.0;-3;-116;327.0
191.0;-47.0;-289.0;37.0;922.0;376.0;81.0;-358.0;9;-157;137.0
187.0;-78.0;-264.0;41.0;931.0;378.0;85.0;-340.0;9;-157;184.0
171.0;-66.0;-292.0;37.0;913.0;402.0;87.0;-339.0;9;-157;175.0
158.0;-51.0;-270.0;44.0;907.0;388.0;98.0;-366.0;9;-157;140.0
219.0;-94.0;-178.0;141.0;955.0;392.0;77.0;-408.0;-3;-115;173.0
198.0;-63.0;-174.0;125.0;936.0;429.0;72.0;-371.0;-3;-115;276.0
135.0;-62.0;-285.0;25.0;943.0;345.0;32.0;-368.0;9;-157;101.0
206.0;-72.0;-194.0;97.0;967.0;398.0;41.0;-397.0;-3;-115;223.0
207.0;-76.0;-202.0;81.0;972.0;424.0;-75.0;-362.0;-3;-115;169.0
180.0;-45.0;-215.0;90.0;944.0;375.0;-60.0;-369.0;-3;-115;82.0
120.0;-49.0;-140.0;155.0;980.0;399.0;46.0;-290.0;10;-150;237.0
207.0;13.0;-206.0;82.0;934.0;527.0;-198.0;-380.0;-3;-115;150.0
269.0;-39.0;-183.0;64.0;927.0;464.0;-16.0;-363.0;-3;-115;107.0
169.0;-70.0;-308.0;19.0;985.0;350.0;84.0;-339.0;7;-145;201.0
178.0;-67.0;-291.0;23.0;942.0;339.0;91.0;-310.0;8;-144;196.0
167.0;-110.0;-295.0;51.0;939.0;359.0;96.0;-316.0;7;-145;180.0
165.0;-76.0;-282.0;59.0;955.0;358.0;90.0;-351.0;7;-145;159.0
176.0;-51.0;-295.0;45.0;945.0;359.0;89.0;-302.0;7;-145;188.0
141.0;-83.0;-214.0;82.0;926.0;369.0;86.0;-301.0;7;-145;167.0
68.0;-72.0;-190.0;45.0;969.0;355.0;40.0;-307.0;5;-129;174.0
137.0;-73.0;-117.0;67.0;944.0;360.0;86.0;-340.0;2;-129;174.0
220.0;-131.0;-172.0;66.0;951.0;403.0;-57.0;-365.0;-3;-115;69.0
247.0;-57.0;-157.0;65.0;945.0;428.0;-22.0;-368.0;-3;-115;131.0
126.0;-77.0;-154.0;65.0;959.0;359.0;59.0;-356.0;1;-129;173.0
207.0;-32.0;-195.0;71.0;946.0;484.0;-166.0;-339.0;-3;-115;194.0
171.0;-50.0;-135.0;69.0;953.0;341.0;94.0;-344.0;0;-129;165.0
155.0;-97.0;-132.0;73.0;960.0;363.0;84.0;-323.0;0;-130;185.0
222.0;33.0;-194.0;136.0;952.0;440.0;-44.0;-351.0;8;-51;145.0
196.0;-23.0;-227.0;160.0;955.0;329.0;-33.0;-369.0;8;-44;143.0
244.0;-54.0;-167.0;56.0;959.0;465.0;-1.0;-362.0;-3;-115;192.0
199.0;-5.0;-243.0;52.0;943.0;512.0;-89.0;-347.0;-3;-115;204.0
380.0;174.0;-276.0;-121.0;987.0;482.0;-457.0;-293.0;-2;-74;109.0
105.0;-97.0;-231.0;152.0;889.0;300.0;19.0;-511.0;10;0;178.0
199.0;-61.0;-342.0;149.0;964.0;595.0;72.0;-378.0;-3;-77;279.0
259.0;41.0;-250.0;37.0;921.0;496.0;-96.0;-379.0;-3;-115;214.0
285.0;-9.0;-203.0;73.0;968.0;447.0;-160.0;-389.0;-3;-115;208.0
282.0;-68.0;-189.0;45.0;963.0;448.0;-69.0;-399.0;-3;-115;238.0
225.0;-83.0;-176.0;72.0;919.0;427.0;-27.0;-368.0;-3;-115;178.0
193.0;-100.0;-208.0;84.0;928.0;453.0;37.0;-447.0;-3;-115;192.0
133.0;-78.0;-143.0;53.0;960.0;346.0;81.0;-339.0;0;-130;166.0
243.0;17.0;-229.0;67.0;768.0;370.0;-35.0;-265.0;4;6;203.0
157.0;-74.0;-133.0;101.0;961.0;422.0;7.0;-282.0;5;-8;200.0
254.0;34.0;-197.0;94.0;942.0;475.0;-182.0;-381.0;-3;-115;236.0
206.0;-66.0;-196.0;93.0;952.0;443.0;-54.0;-384.0;-3;-115;214.0
174.0;-61.0;-208.0;95.0;936.0;436.0;-21.0;-374.0;-3;-115;234.0
166.0;-66.0;-190.0;87.0;947.0;464.0;-30.0;-380.0;-3;-115;244.0
203.0;46.0;-206.0;81.0;935.0;546.0;-50.0;-363.0;-3;-115;243.0
275.0;-8.0;-237.0;86.0;932.0;451.0;-34.0;-381.0;-3;-115;242.0
256.0;-68.0;-215.0;81.0;943.0;445.0;62.0;-382.0;-3;-115;211.0
195.0;-39.0;-224.0;81.0;942.0;465.0;-11.0;-351.0;-3;-115;249.0
181.0;-17.0;-212.0;87.0;942.0;486.0;-30.0;-376.0;-3;-115;243.0
193.0;-17.0;-200.0;84.0;932.0;522.0;-53.0;-360.0;-3;-115;254.0
235.0;32.0;-205.0;89.0;935.0;517.0;-56.0;-369.0;-3;-115;249.0
263.0;18.0;-216.0;90.0;936.0;476.0;-39.0;-381.0;-3;-115;252.0
189.0;-2.0;-217.0;120.0;1004.0;298.0;6.0;-327.0;4;-10;213.0
223.0;-10.0;-345.0;198.0;889.0;335.0;-20.0;-455.0;4;-11;227.0
269.0;5.0;-215.0;91.0;931.0;475.0;-48.0;-368.0;-3;-115;242.0
228.0;-44.0;-221.0;90.0;942.0;479.0;10.0;-399.0;-3;-115;285.0
228.0;-25.0;-217.0;92.0;943.0;483.0;0.0;-366.0;-3;-115;301.0
226.0;-57.0;-232.0;92.0;987.0;494.0;-3.0;-327.0;-3;-115;333.0
230.0;-7.0;-196.0;94.0;921.0;462.0;-59.0;-398.0;-3;-115;388.0
236.0;-7.0;-200.0;89.0;935.0;432.0;-35.0;-406.0;-3;-115;452.0
220.0;-9.0;-191.0;118.0;913.0;438.0;-10.0;-460.0;-3;-115;434.0
240.0;-18.0;-242.0;151.0;921.0;360.0;-65.0;-436.0;4;-11;51.0
216.0;22.0;-186.0;113.0;922.0;445.0;-11.0;-428.0;-3;-115;350.0
223.0;40.0;-189.0;128.0;909.0;444.0;-71.0;-427.0;-3;-116;317.0
234.0;-39.0;-236.0;126.0;908.0;468.0;-55.0;-453.0;-3;-116;378.0
241.0;-34.0;-266.0;116.0;896.0;448.0;-42.0;-444.0;-3;-115;270.0
241.0;16.0;-377.0;186.0;914.0;369.0;-89.0;-420.0;3;-11;334.0
144.0;-75.0;-155.0;141.0;905.0;414.0;3.0;-480.0;3;-11;205.0
217.0;-41.0;-249.0;137.0;895.0;478.0;-9.0;-460.0;-3;-116;330.0
228.0;-45.0;-235.0;150.0;880.0;506.0;6.0;-449.0;-3;-115;401.0
28.0;-185.0;-230.0;85.0;904.0;272.0;77.0;-325.0;-27;-107;173.0
230.0;-48.0;-236.0;151.0;905.0;471.0;-3.0;-467.0;-3;-115;344.0
231.0;-15.0;-245.0;156.0;884.0;451.0;-29.0;-466.0;-3;-116;329.0
242.0;0.0;-260.0;155.0;898.0;472.0;-62.0;-476.0;-3;-116;359.0
190.0;-44.0;-264.0;34.0;871.0;513.0;107.0;-316.0;8;-7;205.0
237.0;-16.0;-232.0;151.0;893.0;475.0;-33.0;-486.0;-3;-115;393.0
238.0;-38.0;-254.0;151.0;882.0;471.0;-36.0;-483.0;-3;-116;406.0
151.0;-48.0;-237.0;-3.0;943.0;401.0;-68.0;-341.0;9;-19;261.0
158.0;-63.0;-320.0;32.0;932.0;390.0;-50.0;-381.0;9;-19;183.0
242.0;-13.0;-264.0;147.0;875.0;467.0;-31.0;-475.0;-3;-116;416.0
243.0;-11.0;-264.0;151.0;900.0;467.0;-8.0;-500.0;-3;-115;425.0
236.0;-59.0;-243.0;160.0;895.0;476.0;6.0;-433.0;-3;-116;370.0
239.0;-1.0;-247.0;155.0;914.0;457.0;-10.0;-433.0;-3;-116;395.0
192.0;-30.0;-186.0;89.0;956.0;396.0;65.0;-383.0;4;126;146.0
205.0;-165.0;-228.0;51.0;941.0;387.0;126.0;-376.0;10;-19;311.0
243.0;-55.0;-257.0;141.0;914.0;473.0;11.0;-428.0;-4;-115;340.0
227.0;-113.0;-269.0;131.0;905.0;452.0;31.0;-430.0;-4;-115;287.0
56.0;-76.0;100.0;-29.0;943.0;417.0;52.0;-301.0;87;20;111.0
215.0;84.0;-92.0;78.0;876.0;418.0;-75.0;-320.0;12;6;190.0
294.0;93.0;-235.0;42.0;874.0;461.0;-64.0;-400.0;11;7;163.0
189.0;-118.0;-193.0;173.0;828.0;433.0;111.0;-522.0;41;22;264.0
162.0;-108.0;-316.0;93.0;950.0;390.0;8.0;-410.0;9;-19;147.0
113.0;-57.0;-241.0;91.0;932.0;409.0;-24.0;-370.0;9;-19;403.0
156.0;-151.0;-284.0;130.0;826.0;353.0;99.0;-421.0;18;-75;87.0
140.0;-129.0;-266.0;218.0;799.0;317.0;115.0;-408.0;18;-84;119.0
107.0;-103.0;-126.0;178.0;855.0;465.0;14.0;-562.0;19;12;324.0
108.0;-143.0;-323.0;131.0;929.0;389.0;14.0;-396.0;9;-19;547.0
255.0;-109.0;-397.0;34.0;848.0;380.0;-110.0;-527.0;-158;172;468.0
229.0;-22.0;-429.0;35.0;883.0;380.0;-39.0;-360.0;54;23;247.0
164.0;-70.0;-385.0;163.0;917.0;400.0;-52.0;-471.0;9;-19;436.0
69.0;-107.0;-443.0;37.0;929.0;429.0;42.0;-683.0;-9;-26;492.0
249.0;42.0;-187.0;68.0;890.0;414.0;-1.0;-369.0;131;22;380.0
293.0;65.0;-238.0;246.0;778.0;446.0;-117.0;-433.0;5;-18;147.0
-21.0;-106.0;-163.0;138.0;996.0;415.0;35.0;-465.0;18;5;433.0
15.0;-26.0;-269.0;136.0;887.0;485.0;37.0;-345.0;18;5;365.0
278.0;-9.0;-308.0;77.0;1002.0;411.0;9.0;-434.0;4;-23;246.0
270.0;-82.0;-162.0;70.0;930.0;381.0;-42.0;-361.0;3;-23;196.0
149.0;-143.0;-193.0;26.0;1027.0;324.0;18.0;-401.0;15;-23;144.0
274.0;140.0;-202.0;116.0;855.0;384.0;-105.0;-403.0;3;-146;224.0
100.0;-96.0;-317.0;77.0;965.0;507.0;102.0;-406.0;-1;-114;147.0
246.0;56.0;-154.0;90.0;1008.0;391.0;-117.0;-332.0;15;3;288.0
178.0;-161.0;-211.0;119.0;920.0;346.0;98.0;-375.0;18;-23;221.0
182.0;-31.0;-224.0;236.0;801.0;341.0;-66.0;-446.0;-7;-62;56.0
242.0;-107.0;-373.0;128.0;919.0;393.0;-76.0;-515.0;-23;-63;242.0
234.0;41.0;-288.0;35.0;871.0;419.0;-141.0;-365.0;-13;-65;230.0
259.0;9.0;-352.0;216.0;837.0;408.0;7.0;-545.0;33;-5;369.0
280.0;21.0;-341.0;233.0;801.0;428.0;11.0;-558.0;32;-5;358.0
166.0;129.0;-324.0;318.0;783.0;341.0;-166.0;-561.0;33;-10;298.0
329.0;52.0;-287.0;137.0;855.0;458.0;-73.0;-463.0;31;-13;378.0
277.0;37.0;-245.0;102.0;861.0;441.0;-30.0;-408.0;30;-21;432.0
287.0;-9.0;-255.0;67.0;891.0;418.0;-10.0;-437.0;30;-20;398.0
174.0;-58.0;-186.0;64.0;962.0;393.0;57.0;-357.0;4;127;180.0
204.0;-31.0;-197.0;80.0;958.0;406.0;46.0;-353.0;4;126;169.0
247.0;-12.0;-190.0;191.0;758.0;384.0;-112.0;-423.0;24;53;97.0
103.0;-174.0;-296.0;95.0;941.0;481.0;-106.0;-386.0;-2;-74;275.0
213.0;-41.0;-179.0;84.0;936.0;411.0;72.0;-357.0;4;127;159.0
84.0;-59.0;-201.0;59.0;954.0;338.0;114.0;-437.0;-13;-115;227.0
136.0;-36.0;-176.0;102.0;952.0;402.0;19.0;-358.0;4;126;155.0
162.0;-36.0;-158.0;108.0;942.0;449.0;0.0;-370.0;5;126;144.0
146.0;-95.0;-183.0;102.0;935.0;424.0;49.0;-401.0;5;127;148.0
131.0;-70.0;-86.0;49.0;848.0;378.0;35.0;-350.0;11;43;149.0
137.0;-102.0;-261.0;68.0;924.0;330.0;99.0;-404.0;9;-147;105.0
221.0;-186.0;-178.0;123.0;837.0;327.0;-68.0;-429.0;3;-35;124.0
120.0;-67.0;-189.0;61.0;857.0;311.0;-28.0;-510.0;5;-66;143.0
277.0;19.0;-128.0;89.0;898.0;408.0;-156.0;-442.0;11;-4;168.0
247.0;27.0;-181.0;91.0;921.0;446.0;-41.0;-381.0;5;127;151.0
173.0;7.0;-174.0;76.0;952.0;463.0;21.0;-406.0;5;127;154.0
320.0;46.0;-23.0;144.0;850.0;433.0;-245.0;-531.0;36;-6;220.0
136.0;-80.0;-287.0;75.0;943.0;344.0;108.0;-420.0;9;-138;98.0
208.0;-8.0;-343.0;119.0;949.0;374.0;23.0;-327.0;2;124;216.0
133.0;-58.0;-261.0;71.0;914.0;340.0;109.0;-421.0;9;-137;181.0
229.0;-42.0;-288.0;88.0;918.0;402.0;77.0;-447.0;2;123;182.0
134.0;-94.0;-285.0;81.0;915.0;331.0;99.0;-450.0;9;-138;276.0
196.0;-39.0;-282.0;42.0;837.0;435.0;38.0;-432.0;2;-144;88.0
187.0;-108.0;-257.0;13.0;929.0;360.0;64.0;-402.0;3;-155;184.0
148.0;-14.0;-253.0;60.0;911.0;399.0;40.0;-349.0;3;-150;122.0
183.0;-60.0;-268.0;28.0;942.0;387.0;7.0;-350.0;3;-150;154.0
199.0;-30.0;-255.0;43.0;843.0;427.0;1.0;-416.0;2;-170;125.0
206.0;-96.0;-247.0;-8.0;959.0;482.0;-139.0;-360.0;-2;-74;392.0
203.0;-96.0;-244.0;-16.0;946.0;498.0;-150.0;-361.0;-2;-74;337.0
156.0;-48.0;-276.0;47.0;946.0;405.0;55.0;-365.0;2;-155;136.0
135.0;-45.0;-275.0;46.0;909.0;391.0;50.0;-365.0;2;-149;139.0
205.0;-11.0;-263.0;55.0;941.0;392.0;53.0;-359.0;3;-149;193.0
196.0;-55.0;-275.0;52.0;948.0;392.0;26.0;-345.0;3;-149;87.0
195.0;-29.0;-293.0;44.0;949.0;379.0;47.0;-362.0;3;-149;138.0
183.0;-94.0;-293.0;44.0;937.0;409.0;70.0;-354.0;3;-149;125.0
182.0;-68.0;-276.0;59.0;951.0;349.0;68.0;-321.0;2;-149;187.0
178.0;-98.0;-316.0;42.0;980.0;401.0;62.0;-333.0;2;-149;154.0
153.0;-68.0;-294.0;40.0;928.0;423.0;52.0;-372.0;2;-149;96.0
184.0;-62.0;-323.0;71.0;939.0;396.0;84.0;-385.0;2;-149;139.0
172.0;-76.0;-317.0;58.0;945.0;390.0;74.0;-381.0;2;-149;145.0
139.0;-58.0;-323.0;39.0;937.0;352.0;88.0;-334.0;2;-145;168.0
185.0;-54.0;-313.0;60.0;941.0;379.0;72.0;-369.0;2;-149;148.0
181.0;-66.0;-315.0;62.0;942.0;399.0;93.0;-370.0;2;-149;141.0
183.0;-75.0;-312.0;67.0;923.0;406.0;99.0;-360.0;2;-149;131.0
183.0;-73.0;-317.0;65.0;933.0;385.0;74.0;-358.0;2;-149;132.0
155.0;-104.0;-299.0;50.0;950.0;359.0;123.0;-354.0;2;-145;161.0
187.0;-94.0;-302.0;64.0;939.0;386.0;97.0;-375.0;2;-149;143.0
161.0;-106.0;-261.0;42.0;938.0;334.0;112.0;-381.0;2;-145;127.0
143.0;-46.0;-293.0;78.0;894.0;346.0;101.0;-448.0;9;-138;252.0
178.0;-108.0;-303.0;56.0;944.0;368.0;89.0;-380.0;2;-149;147.0
173.0;-84.0;-304.0;59.0;932.0;370.0;82.0;-390.0;2;-149;132.0
172.0;-88.0;-322.0;53.0;954.0;394.0;96.0;-379.0;2;-149;129.0
58.0;-216.0;-218.0;189.0;939.0;359.0;-21.0;-365.0;20;-20;126.0
165.0;-98.0;-316.0;54.0;942.0;398.0;91.0;-361.0;2;-149;132.0
161.0;-81.0;-320.0;58.0;932.0;370.0;89.0;-370.0;2;-149;114.0
160.0;-62.0;-307.0;51.0;931.0;384.0;69.0;-371.0;2;-149;112.0
46.0;-214.0;-264.0;110.0;990.0;472.0;-30.0;-367.0;20;15;196.0
84.0;-135.0;-189.0;49.0;910.0;374.0;-36.0;-343.0;20;15;141.0
99.0;-161.0;-197.0;-5.0;936.0;364.0;-41.0;-354.0;20;14;267.0
99.0;-20.0;-249.0;47.0;934.0;437.0;-47.0;-303.0;21;14;141.0
273.0;58.0;-162.0;26.0;913.0;439.0;-132.0;-401.0;-44;-120;299.0
163.0;-77.0;-290.0;63.0;924.0;385.0;102.0;-377.0;2;-143;116.0
151.0;-54.0;-275.0;73.0;888.0;362.0;80.0;-433.0;9;-139;234.0
156.0;-58.0;-272.0;93.0;874.0;330.0;71.0;-437.0;9;-139;253.0
122.0;-57.0;-285.0;89.0;981.0;349.0;39.0;-331.0;2;-142;188.0
114.0;22.0;-274.0;63.0;980.0;390.0;10.0;-258.0;2;-142;233.0
146.0;-19.0;-275.0;71.0;940.0;428.0;17.0;-259.0;2;-142;200.0
198.0;-65.0;-307.0;-4.0;936.0;399.0;-2.0;-295.0;2;-142;162.0
199.0;65.0;-253.0;55.0;833.0;427.0;-195.0;-521.0;-15;-88;175.0
254.0;-113.0;-176.0;277.0;863.0;420.0;41.0;-291.0;-14;-94;235.0
247.0;-121.0;-96.0;187.0;1023.0;329.0;-13.0;-254.0;-139;-64;163.0
148.0;-58.0;-269.0;96.0;867.0;327.0;100.0;-450.0;9;-138;298.0
-11.0;182.0;-136.0;21.0;994.0;328.0;-337.0;-281.0;4;126;167.0
152.0;-55.0;-278.0;96.0;862.0;362.0;101.0;-478.0;9;-138;289.0
227.0;109.0;-290.0;224.0;924.0;361.0;-35.0;-461.0;92;30;259.0
155.0;-88.0;-285.0;79.0;888.0;361.0;86.0;-470.0;9;-138;298.0
238.0;28.0;-288.0;123.0;950.0;394.0;-45.0;-484.0;4;-11;129.0
171.0;-67.0;-311.0;111.0;824.0;323.0;91.0;-555.0;3;-138;324.0
162.0;-349.0;-278.0;95.0;855.0;431.0;144.0;-524.0;-5;-36;251.0
182.0;63.0;-131.0;157.0;912.0;330.0;55.0;-437.0;16;-148;177.0
163.0;-63.0;-313.0;60.0;944.0;379.0;115.0;-349.0;2;-145;118.0
218.0;14.0;-345.0;242.0;767.0;240.0;11.0;-411.0;14;-13;199.0
261.0;-41.0;-253.0;186.0;862.0;466.0;0.0;-492.0;-3;-115;484.0
277.0;21.0;-222.0;243.0;900.0;285.0;4.0;-429.0;103;-120;158.0
319.0;-14.0;-201.0;85.0;867.0;422.0;66.0;-288.0;-4;-121;245.0
130.0;-87.0;-304.0;64.0;933.0;340.0;128.0;-371.0;2;-146;110.0
101.0;-103.0;-243.0;58.0;1011.0;436.0;45.0;-453.0;2;93;377.0
455.0;27.0;-407.0;251.0;918.0;479.0;-183.0;-412.0;-4;-78;95.0
327.0;37.0;-236.0;165.0;775.0;533.0;-124.0;-549.0;-11;-116;228.0
212.0;5.0;-224.0;-17.0;993.0;461.0;31.0;-337.0;0;-45;371.0
6.0;-174.0;-412.0;284.0;809.0;147.0;214.0;-626.0;26;-28;-136.0
48.0;-224.0;-179.0;164.0;863.0;336.0;94.0;-444.0;6;-25;155.0
350.0;69.0;-303.0;223.0;877.0;468.0;-165.0;-492.0;5;-89;327.0
129.0;-80.0;-301.0;79.0;924.0;344.0;105.0;-375.0;3;-145;92.0
151.0;-97.0;-314.0;61.0;924.0;368.0;120.0;-375.0;3;-145;85.0
171.0;-107.0;-338.0;51.0;940.0;348.0;70.0;-379.0;3;-145;97.0
123.0;-75.0;-208.0;207.0;847.0;321.0;-54.0;-383.0;-25;-73;20.0
210.0;-35.0;-120.0;225.0;893.0;436.0;18.0;-244.0;13;-15;174.0
180.0;92.0;8.0;6.0;1131.0;496.0;-10.0;-352.0;-9;-80;329.0
253.0;-1.0;-225.0;149.0;866.0;459.0;-16.0;-478.0;-3;-116;493.0
159.0;-85.0;-301.0;12.0;961.0;388.0;108.0;-340.0;2;-144;143.0
328.0;-147.0;-161.0;360.0;960.0;305.0;-100.0;-403.0;49;17;544.0
133.0;-85.0;-288.0;50.0;935.0;345.0;131.0;-361.0;9;-154;119.0
118.0;-65.0;-261.0;30.0;931.0;312.0;98.0;-361.0;9;-156;158.0
137.0;-90.0;-293.0;40.0;940.0;371.0;79.0;-359.0;9;-157;80.0
139.0;-75.0;-274.0;53.0;928.0;350.0;151.0;-380.0;9;-157;134.0
132.0;-89.0;-263.0;41.0;915.0;314.0;131.0;-350.0;10;-156;178.0
127.0;-97.0;-221.0;27.0;913.0;321.0;120.0;-351.0;10;-156;243.0
