Accelerometer RUA^ accY;Accelerometer RKN_ accZ;Accelerometer RUA_ accY;Accelerometer LUA^ accY;Accelerometer RWR accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit L-SHOE EuX;Accelerometer RWR accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit BACK magneticY
1040.0;52.0;563.0;932.0;604.0;-543.0;63.0;256.0;166;-729.0;93.0;-64.0;68.0
1065.0;48.0;729.0;904.0;724.0;-562.0;73.0;100.0;76;-542.0;-4.0;-138.0;151.0
954.0;-192.0;644.0;1034.0;584.0;-479.0;14.0;209.0;-153;-677.0;114.0;-87.0;42.0
755.0;60.0;502.0;784.0;609.0;-784.0;-152.0;311.0;161;-80.0;93.0;-80.0;150.0
948.0;-401.0;660.0;1026.0;579.0;-332.0;7.0;209.0;-153;-667.0;126.0;-68.0;36.0
1044.0;101.0;695.0;714.0;991.0;-576.0;216.0;47.0;118;-294.0;-72.0;-76.0;300.0
432.0;-231.0;-77.0;915.0;-70.0;145.0;-82.0;-42.0;-166;-27.0;456.0;-173.0;137.0
765.0;192.0;323.0;898.0;302.0;-296.0;-284.0;88.0;-137;-462.0;-82.0;-115.0;450.0
930.0;24.0;484.0;949.0;482.0;-385.0;-182.0;-260.0;155;-566.0;-111.0;23.0;289.0
1009.0;57.0;236.0;912.0;363.0;-348.0;81.0;115.0;-162;-529.0;22.0;-37.0;194.0
916.0;47.0;941.0;1031.0;1105.0;-34.0;532.0;-119.0;-121;-281.0;-564.0;-362.0;692.0
1059.0;-94.0;479.0;904.0;331.0;-283.0;35.0;207.0;140;-625.0;193.0;58.0;48.0
1111.0;-129.0;452.0;929.0;407.0;-331.0;28.0;209.0;140;-764.0;200.0;67.0;39.0
1080.0;-139.0;415.0;930.0;381.0;-347.0;24.0;212.0;140;-752.0;201.0;75.0;36.0
1059.0;-141.0;425.0;940.0;341.0;-323.0;10.0;223.0;140;-590.0;213.0;91.0;17.0
1019.0;-121.0;414.0;927.0;369.0;-279.0;0.0;230.0;140;-599.0;222.0;109.0;6.0
962.0;87.0;530.0;1033.0;348.0;-461.0;-175.0;-218.0;165;-604.0;-69.0;42.0;291.0
1001.0;70.0;556.0;992.0;464.0;-375.0;-175.0;-211.0;165;-775.0;-67.0;8.0;292.0
1084.0;108.0;559.0;1086.0;359.0;-478.0;-178.0;-178.0;165;-716.0;-49.0;-59.0;291.0
1029.0;-135.0;415.0;937.0;375.0;-273.0;-4.0;233.0;140;-723.0;226.0;116.0;-2.0
1047.0;-155.0;366.0;938.0;272.0;-300.0;-17.0;239.0;140;-577.0;239.0;135.0;-18.0
1021.0;-154.0;338.0;950.0;318.0;-129.0;-24.0;269.0;139;-746.0;255.0;132.0;-38.0
1039.0;-175.0;482.0;936.0;373.0;-261.0;-18.0;246.0;139;-801.0;274.0;135.0;-40.0
1142.0;138.0;575.0;1000.0;483.0;-443.0;152.0;266.0;175;-713.0;-39.0;-146.0;208.0
745.0;5.0;201.0;997.0;503.0;90.0;7.0;103.0;128;-461.0;82.0;37.0;70.0
940.0;-39.0;657.0;986.0;385.0;-483.0;95.0;-103.0;144;-677.0;305.0;188.0;-147.0
679.0;-187.0;384.0;830.0;378.0;-1296.0;-948.0;4.0;-74;-206.0;-564.0;-119.0;496.0
961.0;94.0;275.0;890.0;184.0;-344.0;312.0;-86.0;175;-915.0;-119.0;-224.0;416.0
976.0;-40.0;620.0;950.0;158.0;-564.0;96.0;-100.0;145;-899.0;296.0;170.0;-152.0
925.0;59.0;834.0;982.0;655.0;-712.0;-43.0;-48.0;-166;-723.0;143.0;417.0;62.0
946.0;-55.0;577.0;960.0;207.0;-495.0;96.0;-100.0;145;-916.0;265.0;14.0;-100.0
688.0;-216.0;104.0;937.0;-199.0;147.0;-7.0;130.0;-167;-1038.0;349.0;-386.0;-76.0
946.0;-56.0;574.0;963.0;149.0;-504.0;98.0;-101.0;145;-837.0;290.0;134.0;-141.0
1191.0;-273.0;278.0;837.0;77.0;-566.0;48.0;-263.0;-167;-931.0;321.0;357.0;-110.0
1161.0;61.0;843.0;999.0;495.0;-571.0;395.0;-420.0;94;-899.0;551.0;601.0;-396.0
958.0;-181.0;590.0;946.0;291.0;-453.0;-825.0;539.0;-57;-219.0;-336.0;227.0;175.0
1020.0;-37.0;671.0;968.0;150.0;-391.0;99.0;-113.0;144;-944.0;273.0;41.0;-111.0
997.0;-21.0;617.0;1049.0;603.0;-515.0;356.0;-218.0;-63;-856.0;-240.0;-315.0;420.0
990.0;-86.0;347.0;977.0;169.0;-153.0;-854.0;485.0;-57;-887.0;-378.0;176.0;276.0
1063.0;-66.0;540.0;1008.0;457.0;-104.0;-409.0;228.0;-128;-1125.0;-322.0;-225.0;547.0
1039.0;-94.0;765.0;950.0;772.0;-521.0;-843.0;502.0;-57;-383.0;-318.0;264.0;262.0
922.0;-42.0;682.0;1000.0;-10.0;-575.0;95.0;-105.0;145;-694.0;278.0;63.0;-103.0
1080.0;154.0;186.0;1030.0;286.0;-168.0;-445.0;252.0;-160;-761.0;-415.0;119.0;606.0
1065.0;-788.0;572.0;1212.0;755.0;-246.0;-192.0;37.0;-140;-802.0;45.0;33.0;300.0
1096.0;147.0;1020.0;971.0;1077.0;-724.0;-344.0;482.0;111;-355.0;310.0;266.0;-213.0
736.0;-508.0;200.0;714.0;232.0;-204.0;-410.0;228.0;-158;-579.0;-350.0;174.0;521.0
1067.0;35.0;714.0;1000.0;570.0;-495.0;-172.0;-142.0;146;-880.0;-30.0;-292.0;251.0
-80.0;-354.0;4.0;-6.0;416.0;22.0;418.0;173.0;167;16.0;378.0;-565.0;-419.0
949.0;-40.0;727.0;988.0;215.0;-587.0;96.0;-103.0;145;-905.0;292.0;99.0;-108.0
958.0;-39.0;683.0;967.0;139.0;-532.0;100.0;-93.0;145;-757.0;282.0;58.0;-121.0
950.0;-25.0;600.0;1008.0;171.0;-568.0;96.0;-102.0;144;-967.0;293.0;105.0;-110.0
881.0;84.0;906.0;881.0;511.0;-856.0;194.0;-253.0;120;-568.0;112.0;-450.0;-286.0
956.0;-31.0;634.0;987.0;265.0;-577.0;98.0;-98.0;144;-938.0;301.0;129.0;-117.0
949.0;-39.0;633.0;989.0;185.0;-585.0;100.0;-96.0;145;-766.0;324.0;197.0;-143.0
992.0;58.0;906.0;998.0;884.0;-953.0;-864.0;336.0;-55;-440.0;-545.0;-528.0;534.0
908.0;9.0;257.0;995.0;62.0;-285.0;-819.0;423.0;-97;-954.0;-391.0;-352.0;394.0
693.0;75.0;-16.0;983.0;222.0;220.0;-134.0;259.0;131;-156.0;121.0;120.0;42.0
959.0;-55.0;637.0;998.0;252.0;-526.0;100.0;-91.0;144;-905.0;300.0;111.0;-124.0
939.0;-82.0;378.0;928.0;1.0;-255.0;259.0;-292.0;142;-402.0;440.0;256.0;-308.0
922.0;-45.0;555.0;986.0;157.0;-502.0;105.0;-90.0;145;-800.0;296.0;81.0;-117.0
997.0;13.0;519.0;906.0;563.0;-469.0;362.0;-506.0;101;-812.0;489.0;466.0;-398.0
820.0;-19.0;788.0;874.0;718.0;-707.0;-131.0;273.0;174;-89.0;294.0;193.0;-10.0
513.0;-8.0;575.0;617.0;548.0;-1162.0;-187.0;332.0;150;-201.0;21.0;-126.0;184.0
950.0;-48.0;604.0;1003.0;194.0;-475.0;108.0;-93.0;145;-828.0;293.0;89.0;-129.0
984.0;83.0;509.0;959.0;807.0;-459.0;4.0;329.0;167;-733.0;217.0;163.0;-19.0
961.0;-28.0;581.0;953.0;319.0;-494.0;109.0;-94.0;145;-962.0;310.0;176.0;-161.0
940.0;112.0;652.0;907.0;608.0;-523.0;322.0;-342.0;105;-1008.0;506.0;480.0;-340.0
976.0;-50.0;651.0;981.0;196.0;-480.0;109.0;-94.0;145;-900.0;285.0;65.0;-123.0
993.0;48.0;797.0;953.0;793.0;-711.0;-708.0;647.0;-127;-660.0;-84.0;91.0;-128.0
704.0;94.0;123.0;917.0;92.0;-59.0;594.0;-564.0;32;-291.0;371.0;480.0;-533.0
1041.0;-119.0;152.0;902.0;76.0;93.0;-91.0;-59.0;160;-871.0;31.0;68.0;157.0
999.0;-270.0;463.0;783.0;257.0;-480.0;13.0;-243.0;-168;-878.0;304.0;314.0;-55.0
910.0;-10.0;752.0;799.0;711.0;-886.0;-285.0;441.0;114;-212.0;323.0;263.0;-167.0
998.0;-206.0;212.0;935.0;37.0;-84.0;-93.0;264.0;141;-716.0;384.0;293.0;-152.0
983.0;-173.0;499.0;957.0;344.0;-136.0;-50.0;223.0;141;-543.0;355.0;234.0;-92.0
773.0;-162.0;-192.0;940.0;-393.0;356.0;48.0;81.0;-156;-633.0;328.0;-307.0;93.0
944.0;2.0;131.0;957.0;431.0;47.0;-220.0;-7.0;163;-874.0;-100.0;253.0;320.0
970.0;-54.0;773.0;955.0;458.0;-456.0;122.0;-107.0;144;-792.0;291.0;60.0;-125.0
1023.0;93.0;156.0;956.0;182.0;-511.0;372.0;-455.0;97;-576.0;483.0;435.0;-344.0
1007.0;-152.0;594.0;1148.0;351.0;-820.0;399.0;-360.0;118;-874.0;525.0;563.0;-420.0
1004.0;-9.0;801.0;1074.0;470.0;-133.0;339.0;-395.0;118;-608.0;518.0;609.0;-387.0
940.0;-203.0;-371.0;583.0;-327.0;546.0;-138.0;-60.0;-166;-884.0;143.0;-376.0;199.0
1050.0;170.0;816.0;981.0;959.0;-410.0;-307.0;434.0;150;-242.0;-59.0;-44.0;10.0
873.0;-90.0;756.0;1052.0;260.0;-593.0;143.0;-33.0;144;-723.0;295.0;-42.0;-213.0
903.0;-53.0;734.0;1005.0;314.0;-613.0;138.0;-14.0;144;-772.0;280.0;129.0;-176.0
887.0;305.0;918.0;854.0;114.0;-943.0;333.0;-297.0;88;-399.0;203.0;-84.0;-378.0
959.0;-84.0;717.0;1094.0;324.0;-649.0;107.0;38.0;144;-788.0;248.0;-20.0;-161.0
970.0;-85.0;717.0;967.0;271.0;-653.0;103.0;41.0;145;-792.0;245.0;-34.0;-155.0
1020.0;-43.0;709.0;986.0;304.0;-648.0;100.0;38.0;144;-825.0;246.0;-14.0;-153.0
1104.0;-56.0;779.0;1032.0;600.0;-759.0;42.0;-211.0;172;-669.0;121.0;201.0;-63.0
1278.0;418.0;611.0;1223.0;363.0;-434.0;112.0;-241.0;173;-941.0;304.0;339.0;-140.0
852.0;25.0;639.0;724.0;514.0;-808.0;242.0;-361.0;132;-523.0;403.0;230.0;-251.0
952.0;149.0;962.0;965.0;609.0;-756.0;62.0;116.0;175;-912.0;230.0;4.0;76.0
950.0;-40.0;642.0;973.0;289.0;-577.0;101.0;-92.0;145;-713.0;304.0;171.0;-162.0
1032.0;61.0;719.0;939.0;813.0;-468.0;36.0;300.0;167;-477.0;181.0;109.0;12.0
964.0;-153.0;687.0;744.0;657.0;-740.0;229.0;-21.0;-179;-957.0;-126.0;-242.0;319.0
918.0;-111.0;63.0;818.0;526.0;653.0;-183.0;-73.0;-166;-786.0;-131.0;-514.0;280.0
1005.0;120.0;957.0;983.0;954.0;-898.0;-54.0;244.0;122;-310.0;449.0;311.0;-144.0
920.0;-22.0;597.0;985.0;177.0;-537.0;102.0;-91.0;145;-843.0;279.0;29.0;-112.0
967.0;97.0;722.0;992.0;751.0;145.0;147.0;128.0;-184;-798.0;-50.0;-312.0;212.0
1009.0;-220.0;899.0;1028.0;692.0;-629.0;-11.0;147.0;-200;-407.0;162.0;-8.0;109.0
902.0;120.0;854.0;1019.0;533.0;-611.0;104.0;53.0;172;-960.0;31.0;-165.0;160.0
1000.0;63.0;433.0;1091.0;217.0;-593.0;128.0;33.0;172;-790.0;-55.0;-346.0;151.0
1022.0;-49.0;445.0;1029.0;459.0;-655.0;110.0;48.0;172;-915.0;16.0;-239.0;122.0
1217.0;-53.0;637.0;958.0;605.0;-778.0;14.0;-204.0;120;-1135.0;185.0;-58.0;-10.0
918.0;-31.0;588.0;968.0;175.0;-521.0;104.0;-90.0;145;-798.0;307.0;164.0;-166.0
962.0;54.0;781.0;1035.0;421.0;-513.0;101.0;64.0;159;-929.0;30.0;-166.0;155.0
1070.0;196.0;710.0;889.0;624.0;-669.0;141.0;228.0;175;-783.0;-89.0;-262.0;163.0
1069.0;195.0;656.0;912.0;495.0;-608.0;141.0;240.0;175;-788.0;-74.0;-230.0;167.0
1025.0;-6.0;905.0;882.0;878.0;-818.0;739.0;-651.0;52;-266.0;-222.0;-149.0;216.0
1080.0;131.0;589.0;940.0;527.0;-510.0;132.0;287.0;175;-840.0;-26.0;-117.0;184.0
906.0;71.0;667.0;1044.0;294.0;-591.0;85.0;101.0;154;-956.0;40.0;-220.0;136.0
925.0;-200.0;748.0;958.0;1105.0;-308.0;-59.0;223.0;139;-285.0;355.0;207.0;-111.0
950.0;-221.0;311.0;934.0;606.0;-159.0;-70.0;273.0;139;-597.0;351.0;231.0;-122.0
947.0;-236.0;352.0;940.0;485.0;-143.0;-70.0;275.0;139;-722.0;349.0;231.0;-122.0
982.0;-171.0;916.0;997.0;812.0;-690.0;-78.0;239.0;141;-732.0;405.0;290.0;-146.0
989.0;79.0;728.0;1039.0;441.0;-653.0;51.0;193.0;154;-898.0;47.0;-318.0;76.0
767.0;-158.0;-141.0;969.0;276.0;246.0;-123.0;-83.0;-166;-258.0;-215.0;-679.0;191.0
1048.0;37.0;710.0;1055.0;425.0;-648.0;47.0;205.0;154;-884.0;41.0;-326.0;68.0
1049.0;140.0;1005.0;986.0;928.0;-856.0;-713.0;682.0;82;-386.0;-361.0;-291.0;384.0
1008.0;-80.0;535.0;829.0;87.0;-202.0;330.0;-53.0;-143;-933.0;-120.0;-546.0;425.0
852.0;-52.0;745.0;1018.0;151.0;-689.0;146.0;-64.0;144;-808.0;317.0;130.0;-182.0
910.0;30.0;-211.0;835.0;-319.0;315.0;-124.0;-88.0;-157;-963.0;-264.0;-599.0;210.0
1038.0;101.0;179.0;1016.0;-19.0;-177.0;170.0;92.0;-174;-758.0;-130.0;-394.0;244.0
907.0;-245.0;150.0;929.0;-606.0;-14.0;-35.0;208.0;-47;-895.0;388.0;121.0;-55.0
1013.0;125.0;480.0;1157.0;196.0;-208.0;-156.0;313.0;137;-1184.0;381.0;373.0;-182.0
1113.0;-135.0;577.0;949.0;-101.0;-266.0;-33.0;250.0;140;-820.0;256.0;160.0;-37.0
1032.0;54.0;339.0;952.0;182.0;-30.0;261.0;-400.0;118;-707.0;459.0;471.0;-298.0
1043.0;6.0;595.0;587.0;251.0;-326.0;191.0;239.0;155;-750.0;-35.0;66.0;254.0
1055.0;-164.0;389.0;930.0;151.0;-373.0;-18.0;246.0;139;-896.0;275.0;135.0;-43.0
1059.0;23.0;-140.0;959.0;-416.0;285.0;-145.0;-68.0;-157;-677.0;-60.0;-673.0;267.0
1049.0;-169.0;357.0;935.0;262.0;-232.0;-22.0;263.0;139;-929.0;258.0;130.0;-38.0
1053.0;-164.0;377.0;926.0;232.0;-180.0;-22.0;265.0;139;-919.0;254.0;127.0;-38.0
924.0;-175.0;891.0;714.0;386.0;-763.0;-766.0;98.0;-101;-749.0;-836.0;-883.0;846.0
1051.0;-169.0;332.0;922.0;258.0;-104.0;-24.0;272.0;139;-786.0;254.0;133.0;-40.0
1027.0;-180.0;279.0;913.0;241.0;-129.0;-25.0;275.0;139;-957.0;256.0;134.0;-41.0
1041.0;-83.0;591.0;967.0;94.0;-535.0;107.0;-36.0;145;-867.0;260.0;55.0;-170.0
1028.0;-3.0;706.0;731.0;239.0;-521.0;10.0;280.0;156;-820.0;58.0;-31.0;11.0
947.0;-34.0;611.0;971.0;67.0;-542.0;106.0;-91.0;145;-813.0;313.0;159.0;-165.0
886.0;-263.0;564.0;763.0;443.0;-806.0;489.0;-329.0;-84;-261.0;-66.0;-148.0;326.0
955.0;157.0;617.0;678.0;243.0;-475.0;63.0;228.0;174;-1005.0;33.0;-143.0;49.0
1030.0;-67.0;853.0;964.0;791.0;62.0;27.0;207.0;139;-1111.0;243.0;85.0;14.0
1089.0;-153.0;565.0;944.0;540.0;-356.0;-28.0;287.0;139;-863.0;267.0;147.0;-50.0
1122.0;-178.0;537.0;904.0;666.0;-479.0;-25.0;284.0;139;-1090.0;260.0;143.0;-46.0
1094.0;-171.0;489.0;921.0;427.0;-303.0;-30.0;287.0;139;-826.0;266.0;147.0;-54.0
1082.0;-161.0;508.0;930.0;472.0;-292.0;-30.0;288.0;139;-883.0;268.0;149.0;-54.0
1076.0;-147.0;474.0;928.0;479.0;-490.0;-29.0;286.0;139;-896.0;265.0;143.0;-52.0
1094.0;-152.0;442.0;909.0;415.0;-285.0;-29.0;284.0;139;-826.0;267.0;144.0;-50.0
1079.0;-150.0;603.0;931.0;332.0;-297.0;-30.0;283.0;139;-885.0;268.0;148.0;-55.0
944.0;10.0;859.0;868.0;813.0;-1023.0;-235.0;362.0;14;-676.0;81.0;-35.0;75.0
1071.0;-178.0;373.0;908.0;429.0;-359.0;-32.0;285.0;139;-985.0;270.0;151.0;-59.0
1073.0;-181.0;512.0;930.0;317.0;-426.0;-36.0;290.0;139;-986.0;278.0;157.0;-64.0
1101.0;-179.0;576.0;933.0;282.0;-453.0;-39.0;295.0;139;-965.0;284.0;163.0;-69.0
1164.0;-11.0;869.0;903.0;880.0;-523.0;39.0;219.0;-153;-728.0;71.0;-126.0;65.0
1070.0;-189.0;578.0;941.0;164.0;-490.0;-40.0;292.0;139;-933.0;284.0;162.0;-70.0
988.0;53.0;635.0;937.0;96.0;-493.0;-22.0;18.0;145;-914.0;132.0;-13.0;-1.0
878.0;128.0;860.0;736.0;745.0;-1014.0;291.0;-50.0;52;-300.0;-54.0;-183.0;178.0
952.0;-9.0;704.0;900.0;75.0;-450.0;5.0;14.0;145;-726.0;134.0;171.0;-16.0
890.0;-269.0;255.0;884.0;256.0;15.0;-19.0;88.0;-156;-764.0;360.0;-376.0;-84.0
1189.0;231.0;392.0;1170.0;386.0;-446.0;-16.0;186.0;97;-791.0;54.0;-69.0;123.0
1079.0;-239.0;641.0;948.0;295.0;-451.0;-5.0;264.0;139;-910.0;271.0;123.0;-33.0
911.0;-52.0;741.0;1094.0;65.0;-474.0;37.0;-45.0;145;-807.0;223.0;43.0;-55.0
832.0;98.0;1018.0;753.0;858.0;-1032.0;86.0;173.0;135;60.0;88.0;-51.0;171.0
960.0;-43.0;680.0;993.0;110.0;-590.0;49.0;-63.0;145;-776.0;260.0;84.0;-100.0
975.0;-155.0;636.0;799.0;430.0;-437.0;200.0;40.0;174;-985.0;-54.0;-248.0;249.0
1003.0;-200.0;859.0;989.0;777.0;-764.0;-63.0;231.0;141;-599.0;388.0;262.0;-125.0
965.0;-509.0;590.0;959.0;596.0;-156.0;-12.0;208.0;-153;-615.0;145.0;-19.0;23.0
863.0;262.0;367.0;1009.0;294.0;-82.0;-17.0;203.0;-153;-990.0;150.0;34.0;35.0
1073.0;-133.0;645.0;959.0;243.0;-700.0;7.0;250.0;139;-944.0;256.0;99.0;-18.0
1224.0;-63.0;273.0;1082.0;-79.0;-390.0;788.0;-604.0;-3;-1131.0;-25.0;536.0;129.0
1130.0;-182.0;701.0;902.0;370.0;-517.0;15.0;268.0;139;-918.0;204.0;94.0;21.0
1085.0;-152.0;575.0;902.0;304.0;-387.0;-7.0;282.0;140;-968.0;217.0;123.0;-5.0
936.0;-279.0;868.0;907.0;689.0;-827.0;-867.0;84.0;-27;-523.0;443.0;590.0;-298.0
1096.0;-181.0;514.0;925.0;642.0;-564.0;-56.0;288.0;125;-583.0;321.0;130.0;-91.0
1192.0;219.0;337.0;1295.0;193.0;-372.0;-20.0;177.0;97;-655.0;60.0;-73.0;116.0
1201.0;410.0;1290.0;1225.0;1239.0;-888.0;-273.0;400.0;145;-400.0;60.0;32.0;50.0
1294.0;-196.0;966.0;999.0;864.0;-622.0;-303.0;429.0;118;-847.0;295.0;363.0;-162.0
1084.0;246.0;261.0;1188.0;491.0;-163.0;16.0;170.0;-151;-587.0;104.0;8.0;96.0
607.0;-265.0;217.0;951.0;49.0;85.0;-26.0;81.0;-156;-1069.0;369.0;-412.0;-93.0
737.0;38.0;616.0;936.0;23.0;-260.0;-351.0;392.0;120;-416.0;99.0;74.0;47.0
861.0;-540.0;785.0;887.0;602.0;-849.0;-580.0;622.0;59;-260.0;175.0;379.0;-306.0
1122.0;-220.0;501.0;928.0;631.0;-377.0;-66.0;327.0;125;-598.0;321.0;163.0;-88.0
1061.0;-216.0;480.0;864.0;593.0;-373.0;-67.0;331.0;125;-659.0;316.0;165.0;-85.0
736.0;196.0;399.0;911.0;-141.0;-654.0;60.0;110.0;-47;-1090.0;196.0;-71.0;142.0
898.0;-136.0;297.0;682.0;104.0;-462.0;-163.0;-52.0;-168;-1050.0;97.0;-78.0;209.0
990.0;2.0;586.0;931.0;432.0;-352.0;-191.0;391.0;164;-731.0;446.0;445.0;-299.0
1119.0;94.0;664.0;1011.0;280.0;-528.0;-178.0;-160.0;165;-806.0;-70.0;-182.0;278.0
940.0;-38.0;878.0;961.0;481.0;-705.0;601.0;-223.0;-112;-789.0;-586.0;-370.0;695.0
1112.0;-203.0;473.0;896.0;454.0;-293.0;-66.0;327.0;125;-685.0;308.0;160.0;-82.0
1118.0;-193.0;507.0;921.0;544.0;-355.0;-63.0;321.0;125;-785.0;294.0;167.0;-74.0
934.0;-47.0;641.0;959.0;105.0;-574.0;105.0;-91.0;145;-770.0;293.0;79.0;-133.0
1118.0;88.0;429.0;967.0;420.0;-207.0;-178.0;-164.0;165;-842.0;-50.0;-79.0;292.0
920.0;-74.0;163.0;852.0;118.0;-186.0;499.0;-299.0;-142;-635.0;-555.0;-182.0;690.0
1193.0;-275.0;609.0;1050.0;421.0;-395.0;-23.0;263.0;125;-930.0;269.0;103.0;-27.0
1064.0;-183.0;475.0;899.0;399.0;-339.0;-42.0;280.0;125;-863.0;284.0;140.0;-48.0
918.0;-13.0;663.0;981.0;249.0;-591.0;69.0;-83.0;145;-961.0;258.0;82.0;-79.0
1094.0;-210.0;496.0;912.0;377.0;-367.0;-48.0;289.0;125;-841.0;282.0;146.0;-55.0
887.0;379.0;1016.0;917.0;-55.0;-901.0;343.0;-330.0;109;-511.0;242.0;-98.0;-398.0
823.0;128.0;523.0;894.0;271.0;-302.0;-160.0;-323.0;160;-364.0;-111.0;45.0;266.0
858.0;102.0;602.0;910.0;293.0;-370.0;-159.0;-325.0;160;-373.0;-110.0;42.0;262.0
910.0;73.0;537.0;875.0;686.0;-351.0;-211.0;-194.0;156;-756.0;-141.0;-64.0;312.0
1072.0;-211.0;491.0;921.0;416.0;-361.0;-48.0;290.0;125;-963.0;282.0;145.0;-52.0
