InertialMeasurementUnit LLA accZ;Accelerometer LWR accX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer LUA_ accZ;Accelerometer LH accZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Compass;Accelerometer RUA_ accX
520.0;606.0;-81.0;-275.0;1024.0;604.0;-749.0;65.0;145;174;-186.0
?;433.0;-23.0;-174.0;?;607.0;?;114.0;145;173;-144.0
371.0;?;-47.0;-164.0;1068.0;571.0;-525.0;69.0;145;173;-96.0
470.0;499.0;-71.0;?;1078.0;529.0;-609.0;-2.0;145;173;-62.0
316.0;408.0;-83.0;-58.0;988.0;553.0;?;-6.0;145;?;31.0
145.0;269.0;?;-19.0;935.0;?;-347.0;-126.0;145;173;116.0
58.0;?;-99.0;-131.0;1006.0;371.0;-229.0;-104.0;145;174;177.0
?;263.0;-89.0;-62.0;994.0;317.0;-399.0;-127.0;?;173;221.0
-371.0;239.0;-76.0;-63.0;966.0;87.0;-216.0;-160.0;145;173;438.0
-517.0;-42.0;-112.0;-38.0;979.0;185.0;9.0;-261.0;145;173;619.0
-557.0;-482.0;-93.0;34.0;1017.0;68.0;?;-196.0;145;173;503.0
-737.0;?;-121.0;43.0;1008.0;10.0;761.0;?;145;173;513.0
-450.0;?;-146.0;1.0;1016.0;-140.0;1500.0;-190.0;145;174;510.0
-581.0;-834.0;-167.0;-81.0;949.0;-111.0;779.0;-167.0;?;173;475.0
-461.0;-470.0;-137.0;-20.0;964.0;-48.0;?;-162.0;?;173;663.0
?;-322.0;-145.0;-28.0;?;-73.0;842.0;-119.0;145;173;666.0
-182.0;?;-115.0;-32.0;1005.0;84.0;728.0;?;145;173;484.0
-101.0;-263.0;-101.0;?;1018.0;209.0;603.0;-56.0;145;174;490.0
-70.0;-219.0;-79.0;-74.0;?;332.0;467.0;-69.0;145;174;433.0
?;-141.0;-66.0;-47.0;?;338.0;423.0;-102.0;145;?;377.0
-147.0;-75.0;-38.0;-36.0;?;318.0;255.0;-117.0;145;173;371.0
-219.0;-21.0;-53.0;?;978.0;255.0;252.0;-111.0;?;?;387.0
-303.0;-115.0;-80.0;-43.0;973.0;231.0;379.0;-99.0;145;173;428.0
-335.0;?;-106.0;-34.0;992.0;207.0;505.0;-134.0;145;174;470.0
-358.0;?;-112.0;-18.0;1017.0;115.0;603.0;-176.0;145;174;501.0
322.0;486.0;-145.0;-340.0;1005.0;390.0;-476.0;?;?;174;-219.0
335.0;445.0;-139.0;-336.0;998.0;352.0;?;15.0;145;173;-224.0
320.0;?;?;-339.0;1028.0;385.0;-398.0;7.0;145;?;-211.0
356.0;?;-158.0;-318.0;984.0;363.0;-456.0;-11.0;145;173;-227.0
446.0;?;?;-301.0;1006.0;412.0;-411.0;-24.0;?;174;?
593.0;?;-167.0;-280.0;1051.0;529.0;-452.0;4.0;145;174;-235.0
791.0;495.0;?;-277.0;971.0;673.0;-497.0;79.0;?;174;-261.0
951.0;654.0;-116.0;-203.0;976.0;860.0;-566.0;84.0;145;173;-240.0
947.0;862.0;?;-346.0;1023.0;933.0;-812.0;72.0;145;173;-340.0
989.0;?;-74.0;?;1027.0;960.0;-1074.0;85.0;145;173;-339.0
?;1008.0;?;-204.0;1018.0;913.0;-1066.0;84.0;145;174;-318.0
880.0;1313.0;-78.0;-224.0;1017.0;909.0;-1236.0;?;145;?;14.0
693.0;1034.0;-21.0;-291.0;1064.0;882.0;-1107.0;131.0;145;174;191.0
579.0;630.0;-58.0;-280.0;1040.0;?;-919.0;72.0;145;173;133.0
255.0;529.0;0.0;-155.0;1014.0;740.0;?;42.0;?;173;339.0
?;278.0;-43.0;-90.0;?;591.0;-469.0;?;145;173;517.0
40.0;235.0;-67.0;-74.0;1032.0;554.0;-82.0;-135.0;145;174;597.0
-240.0;-53.0;-90.0;57.0;945.0;430.0;128.0;-150.0;145;174;894.0
-390.0;-457.0;-144.0;-23.0;1032.0;314.0;391.0;-158.0;145;173;1056.0
-474.0;-398.0;-164.0;-20.0;982.0;252.0;?;-175.0;145;173;999.0
-737.0;-483.0;-170.0;48.0;950.0;222.0;972.0;-201.0;145;173;835.0
-802.0;-721.0;-120.0;-39.0;976.0;?;878.0;-225.0;145;173;790.0
-799.0;?;-127.0;90.0;1012.0;83.0;1074.0;-192.0;145;174;757.0
?;-1070.0;-119.0;-3.0;1019.0;11.0;1729.0;-207.0;145;174;?
-519.0;-910.0;-124.0;12.0;?;-8.0;1172.0;-69.0;145;173;?
-197.0;-652.0;-82.0;40.0;955.0;83.0;1323.0;-48.0;144;173;612.0
-134.0;-387.0;-96.0;-87.0;1043.0;165.0;857.0;?;145;173;502.0
-34.0;-191.0;?;-96.0;1008.0;?;330.0;-71.0;145;174;?
-24.0;?;-123.0;?;?;?;66.0;-66.0;145;174;519.0
-8.0;-106.0;?;?;965.0;381.0;309.0;-55.0;145;174;467.0
-43.0;-196.0;-118.0;-21.0;973.0;?;137.0;-95.0;145;173;479.0
-123.0;-85.0;-129.0;-13.0;963.0;396.0;248.0;-103.0;145;173;449.0
?;-60.0;-136.0;-15.0;?;323.0;?;-188.0;145;173;495.0
-458.0;-168.0;-127.0;13.0;1021.0;231.0;163.0;-228.0;?;174;557.0
-675.0;-388.0;-112.0;45.0;1067.0;108.0;?;-242.0;145;174;706.0
-888.0;-646.0;-85.0;81.0;960.0;-26.0;778.0;-189.0;145;?;828.0
461.0;438.0;-154.0;-207.0;1008.0;540.0;-218.0;-10.0;145;174;-235.0
453.0;451.0;-142.0;-196.0;999.0;569.0;-242.0;2.0;145;173;-194.0
443.0;491.0;-150.0;-206.0;1027.0;550.0;-300.0;16.0;144;173;-213.0
452.0;488.0;-160.0;-206.0;1001.0;598.0;-280.0;-10.0;145;173;-192.0
468.0;438.0;-137.0;-198.0;1006.0;554.0;-312.0;2.0;145;173;-198.0
559.0;467.0;-147.0;-183.0;1023.0;572.0;-269.0;36.0;145;174;-231.0
?;491.0;?;-191.0;986.0;643.0;-270.0;?;145;174;-237.0
958.0;701.0;-172.0;-201.0;998.0;718.0;-434.0;6.0;145;173;-227.0
950.0;899.0;-111.0;-164.0;1004.0;889.0;-715.0;39.0;145;173;-267.0
866.0;899.0;?;-202.0;994.0;?;-980.0;54.0;145;173;-263.0
963.0;?;-72.0;?;1000.0;1038.0;-914.0;85.0;145;173;-243.0
?;900.0;-97.0;-232.0;988.0;986.0;-1213.0;87.0;145;174;-202.0
690.0;?;-54.0;-193.0;1007.0;980.0;-1012.0;-4.0;145;174;?
596.0;636.0;-73.0;-154.0;1055.0;862.0;-994.0;29.0;145;173;97.0
509.0;638.0;-73.0;-163.0;?;742.0;-1039.0;93.0;145;173;238.0
284.0;549.0;-101.0;-207.0;1048.0;643.0;-818.0;-5.0;145;173;392.0
?;352.0;-93.0;-67.0;1037.0;528.0;-641.0;-91.0;144;174;554.0
-216.0;107.0;-47.0;13.0;1062.0;449.0;-478.0;-172.0;145;174;619.0
-638.0;-388.0;?;-37.0;1044.0;265.0;128.0;-115.0;145;173;825.0
-843.0;-884.0;-111.0;-84.0;1005.0;155.0;849.0;-133.0;144;173;1020.0
-950.0;-847.0;-137.0;-3.0;1025.0;111.0;1036.0;-308.0;144;?;1024.0
?;?;-118.0;162.0;909.0;76.0;1264.0;-332.0;144;?;800.0
?;-1023.0;-110.0;94.0;806.0;-5.0;1435.0;?;144;174;659.0
-712.0;-1055.0;-171.0;145.0;941.0;-119.0;1678.0;-85.0;145;174;675.0
-524.0;-695.0;?;-153.0;910.0;-223.0;1271.0;-111.0;144;174;680.0
-366.0;-310.0;-120.0;-159.0;1003.0;-198.0;951.0;-131.0;145;173;491.0
-317.0;-393.0;-136.0;-50.0;1011.0;46.0;?;-122.0;145;173;?
-123.0;-386.0;-96.0;92.0;1004.0;?;758.0;-82.0;145;173;383.0
41.0;-273.0;-103.0;42.0;1017.0;340.0;666.0;-91.0;145;174;386.0
156.0;?;-90.0;-30.0;992.0;428.0;554.0;-40.0;145;174;?
177.0;-33.0;?;-27.0;1005.0;509.0;53.0;?;145;173;188.0
116.0;177.0;-63.0;-51.0;999.0;501.0;-16.0;-109.0;145;173;154.0
-36.0;118.0;-75.0;-30.0;990.0;475.0;-151.0;-132.0;145;173;146.0
-208.0;-23.0;-111.0;10.0;995.0;380.0;20.0;-180.0;145;173;221.0
?;-183.0;-157.0;43.0;970.0;?;261.0;-183.0;145;173;?
-530.0;-345.0;?;56.0;993.0;100.0;485.0;-199.0;145;174;483.0
-594.0;-541.0;-127.0;34.0;985.0;22.0;723.0;-205.0;145;173;534.0
407.0;422.0;-193.0;-209.0;1011.0;552.0;-191.0;-47.0;145;173;-130.0
509.0;457.0;-189.0;-198.0;1014.0;593.0;?;-50.0;145;173;-114.0
555.0;495.0;-185.0;-198.0;?;613.0;-215.0;-41.0;145;?;-134.0
621.0;?;-129.0;-185.0;1008.0;?;?;-30.0;145;173;-126.0
695.0;557.0;-149.0;-185.0;990.0;693.0;-335.0;-8.0;145;174;-144.0
687.0;628.0;-151.0;-200.0;1006.0;808.0;-448.0;-3.0;145;174;-145.0
730.0;641.0;-130.0;-196.0;986.0;884.0;-607.0;12.0;145;173;-134.0
705.0;681.0;-58.0;-175.0;992.0;859.0;?;43.0;145;173;-138.0
635.0;619.0;-73.0;-235.0;1012.0;954.0;?;10.0;145;173;-232.0
?;583.0;-98.0;-217.0;999.0;936.0;-494.0;31.0;145;173;-125.0
586.0;555.0;-98.0;-248.0;1032.0;910.0;-551.0;29.0;145;174;?
461.0;490.0;-66.0;-160.0;1049.0;?;-573.0;77.0;145;173;-17.0
?;447.0;-52.0;-254.0;1056.0;731.0;-572.0;51.0;?;173;134.0
295.0;396.0;-99.0;-249.0;1066.0;675.0;-470.0;77.0;?;173;317.0
4.0;402.0;-156.0;-115.0;1141.0;523.0;-452.0;60.0;145;173;511.0
-30.0;45.0;-143.0;51.0;1053.0;390.0;-398.0;-114.0;145;173;745.0
-247.0;83.0;?;-52.0;?;253.0;-305.0;-208.0;145;174;810.0
-642.0;?;-136.0;-50.0;892.0;250.0;43.0;-159.0;145;174;?
-1120.0;-501.0;-143.0;-9.0;992.0;?;309.0;-156.0;?;173;807.0
-1340.0;-974.0;-133.0;97.0;1073.0;2.0;942.0;-290.0;?;173;894.0
-1372.0;-1503.0;-122.0;85.0;1013.0;-175.0;1762.0;-202.0;145;174;793.0
-1294.0;-1481.0;-152.0;179.0;946.0;-299.0;2370.0;-145.0;?;?;813.0
-833.0;-1421.0;-137.0;146.0;878.0;?;1949.0;-87.0;?;174;795.0
-459.0;-799.0;-118.0;-191.0;970.0;-362.0;1742.0;-40.0;144;173;577.0
-230.0;-407.0;-125.0;-210.0;1025.0;-79.0;1308.0;-22.0;?;173;536.0
-60.0;-316.0;-165.0;-88.0;?;233.0;974.0;-62.0;145;173;535.0
-28.0;-260.0;?;-43.0;?;458.0;647.0;-27.0;145;173;420.0
-7.0;-149.0;-97.0;-42.0;1013.0;506.0;491.0;-39.0;145;174;360.0
63.0;-122.0;-80.0;?;1021.0;540.0;455.0;-37.0;145;174;441.0
50.0;?;-85.0;-33.0;1041.0;467.0;?;-47.0;145;173;328.0
54.0;-2.0;-56.0;-31.0;1015.0;?;173.0;-62.0;145;173;275.0
77.0;64.0;-78.0;-30.0;997.0;471.0;190.0;-74.0;145;173;271.0
?;0.0;-90.0;-10.0;986.0;447.0;?;?;145;?;265.0
-21.0;3.0;-130.0;20.0;943.0;?;184.0;-117.0;145;174;313.0
-210.0;-36.0;-161.0;?;979.0;412.0;281.0;?;145;174;325.0
-446.0;-138.0;-154.0;22.0;949.0;306.0;346.0;-212.0;145;173;405.0
-646.0;-383.0;-171.0;?;904.0;194.0;?;-240.0;145;173;613.0
?;599.0;-203.0;-215.0;?;532.0;-313.0;10.0;145;173;-8.0
482.0;594.0;-151.0;-228.0;1002.0;656.0;-364.0;-16.0;145;173;-34.0
491.0;529.0;-142.0;?;?;537.0;-233.0;32.0;145;173;-19.0
504.0;536.0;-170.0;-216.0;1017.0;?;-259.0;?;145;174;1.0
486.0;511.0;-146.0;-214.0;993.0;630.0;-244.0;-2.0;145;173;-15.0
534.0;537.0;-144.0;-200.0;996.0;612.0;-245.0;-9.0;?;173;42.0
576.0;?;-152.0;-209.0;1027.0;603.0;-313.0;0.0;145;173;13.0
672.0;588.0;-131.0;-184.0;998.0;655.0;-368.0;?;145;173;?
668.0;617.0;-143.0;?;1016.0;709.0;-429.0;6.0;145;173;?
689.0;678.0;-119.0;-180.0;981.0;729.0;-516.0;18.0;145;?;-77.0
?;700.0;-139.0;-176.0;1002.0;736.0;?;23.0;144;?;-65.0
633.0;748.0;-131.0;-186.0;1019.0;787.0;-683.0;-21.0;144;173;-19.0
486.0;660.0;-89.0;-130.0;981.0;755.0;-569.0;18.0;144;173;1.0
491.0;458.0;-105.0;-87.0;1022.0;703.0;-507.0;23.0;144;173;100.0
529.0;505.0;-100.0;-143.0;1045.0;635.0;-502.0;-94.0;145;173;170.0
416.0;?;-88.0;-152.0;1022.0;663.0;-545.0;-25.0;?;173;?
317.0;418.0;-86.0;-105.0;1010.0;608.0;-338.0;-41.0;144;173;260.0
303.0;269.0;-73.0;-154.0;1010.0;550.0;-592.0;-24.0;144;173;303.0
351.0;333.0;-95.0;-121.0;1040.0;555.0;?;-86.0;?;173;270.0
276.0;503.0;-68.0;?;1017.0;524.0;-347.0;-108.0;145;173;349.0
157.0;?;-78.0;-20.0;980.0;?;-365.0;-147.0;145;?;457.0
149.0;150.0;-50.0;-39.0;1007.0;530.0;-414.0;-121.0;145;173;516.0
119.0;107.0;-55.0;-38.0;?;?;-193.0;-171.0;145;173;419.0
0.0;?;-82.0;17.0;993.0;646.0;159.0;-190.0;145;173;485.0
-6.0;-247.0;-81.0;-56.0;1000.0;572.0;196.0;-229.0;145;173;560.0
88.0;-140.0;-95.0;-23.0;960.0;517.0;112.0;-242.0;?;173;581.0
217.0;116.0;-108.0;39.0;984.0;498.0;46.0;-185.0;145;173;?
171.0;-186.0;-86.0;-16.0;994.0;559.0;-5.0;-157.0;145;173;?
164.0;-242.0;-98.0;-20.0;1021.0;?;-27.0;-182.0;145;173;435.0
192.0;20.0;-88.0;-40.0;990.0;707.0;-12.0;-181.0;145;173;342.0
206.0;119.0;-98.0;-49.0;980.0;638.0;?;-173.0;145;173;281.0
134.0;-17.0;-80.0;-7.0;?;663.0;-24.0;-178.0;?;?;?
44.0;-252.0;?;6.0;1002.0;602.0;88.0;-165.0;145;173;356.0
19.0;-380.0;-81.0;-5.0;1023.0;509.0;?;-185.0;145;173;346.0
99.0;-412.0;-83.0;8.0;992.0;496.0;?;?;145;173;291.0
201.0;-356.0;-59.0;-18.0;982.0;485.0;303.0;-237.0;144;173;286.0
311.0;-189.0;-68.0;-2.0;962.0;516.0;241.0;-223.0;144;173;219.0
326.0;-33.0;-59.0;32.0;961.0;562.0;42.0;-219.0;145;174;108.0
274.0;72.0;-69.0;-9.0;971.0;569.0;-115.0;-239.0;145;174;48.0
368.0;98.0;-54.0;-62.0;996.0;586.0;-347.0;-210.0;145;174;3.0
405.0;130.0;-72.0;-14.0;968.0;?;-189.0;-207.0;144;173;17.0
439.0;?;-71.0;7.0;?;616.0;-217.0;-206.0;144;173;-9.0
409.0;168.0;-46.0;-2.0;962.0;593.0;-172.0;-231.0;145;173;-40.0
334.0;232.0;-71.0;-28.0;965.0;582.0;-140.0;-220.0;145;173;-47.0
341.0;53.0;-82.0;-19.0;970.0;517.0;-215.0;-230.0;145;174;-10.0
429.0;32.0;-70.0;0.0;992.0;?;-165.0;-213.0;145;173;65.0
437.0;90.0;-77.0;-41.0;987.0;487.0;-132.0;-205.0;145;173;?
?;242.0;?;-40.0;984.0;?;-177.0;-202.0;144;173;41.0
437.0;263.0;-79.0;-54.0;983.0;572.0;-272.0;-220.0;145;173;15.0
449.0;257.0;?;-24.0;979.0;?;-367.0;-218.0;145;173;87.0
447.0;271.0;-70.0;-42.0;978.0;525.0;?;-230.0;?;174;144.0
354.0;283.0;-65.0;-25.0;996.0;505.0;-247.0;?;145;173;96.0
269.0;201.0;-65.0;-22.0;990.0;453.0;-223.0;-208.0;145;173;?
?;157.0;?;-19.0;989.0;372.0;-188.0;-220.0;145;173;143.0
190.0;38.0;?;?;989.0;339.0;?;-211.0;145;173;166.0
189.0;?;-81.0;-22.0;988.0;338.0;-53.0;-230.0;145;173;171.0
177.0;-36.0;-76.0;-6.0;979.0;312.0;39.0;-219.0;145;173;184.0
167.0;-68.0;-90.0;-13.0;993.0;322.0;22.0;-236.0;145;173;?
159.0;-59.0;-99.0;-1.0;?;336.0;10.0;-237.0;?;173;193.0
161.0;-108.0;-116.0;15.0;1003.0;313.0;26.0;-249.0;145;173;173.0
171.0;?;-133.0;20.0;997.0;335.0;3.0;-256.0;145;173;172.0
186.0;-81.0;-124.0;24.0;974.0;328.0;-11.0;-257.0;145;?;151.0
179.0;-55.0;?;27.0;984.0;321.0;-17.0;-270.0;145;173;143.0
178.0;-46.0;-127.0;16.0;969.0;347.0;-12.0;?;145;173;135.0
166.0;-53.0;-128.0;39.0;979.0;341.0;-32.0;-324.0;146;173;133.0
144.0;-65.0;-127.0;45.0;959.0;348.0;4.0;-313.0;147;173;124.0
130.0;-96.0;-145.0;25.0;941.0;332.0;21.0;-341.0;147;173;126.0
129.0;-108.0;-182.0;54.0;927.0;291.0;?;?;148;173;135.0
117.0;-114.0;-140.0;46.0;886.0;272.0;0.0;?;148;173;152.0
155.0;-99.0;-135.0;76.0;895.0;273.0;-3.0;-410.0;148;173;127.0
209.0;-70.0;-130.0;88.0;905.0;269.0;-61.0;-444.0;148;173;136.0
187.0;7.0;?;93.0;926.0;266.0;-106.0;?;147;173;118.0
130.0;41.0;?;85.0;926.0;299.0;?;-439.0;147;173;126.0
89.0;-66.0;-187.0;95.0;?;273.0;-88.0;-468.0;147;173;98.0
63.0;-148.0;-185.0;107.0;888.0;233.0;-18.0;-461.0;146;173;97.0
40.0;-198.0;?;?;872.0;235.0;36.0;-435.0;146;173;86.0
26.0;-204.0;-216.0;143.0;?;?;?;-478.0;145;173;90.0
26.0;-218.0;-230.0;173.0;854.0;202.0;91.0;-517.0;145;173;?
22.0;-205.0;-214.0;178.0;875.0;184.0;80.0;-506.0;145;174;82.0
44.0;-200.0;?;184.0;870.0;192.0;105.0;-552.0;?;174;64.0
55.0;-214.0;-245.0;?;858.0;186.0;84.0;-551.0;144;173;77.0
61.0;-194.0;-245.0;202.0;?;191.0;50.0;-571.0;?;173;80.0
72.0;-177.0;-234.0;227.0;831.0;204.0;61.0;?;144;?;32.0
66.0;-183.0;-241.0;?;829.0;194.0;61.0;-578.0;143;173;18.0
55.0;-168.0;-267.0;?;819.0;194.0;59.0;?;144;173;18.0
?;-144.0;-264.0;253.0;?;170.0;?;-560.0;144;174;27.0
14.0;-162.0;-265.0;?;838.0;145.0;58.0;-580.0;145;173;28.0
22.0;?;-267.0;?;839.0;145.0;71.0;-581.0;149;173;45.0
29.0;-222.0;-282.0;?;?;132.0;87.0;-588.0;131;174;41.0
36.0;-204.0;-276.0;241.0;817.0;144.0;89.0;-563.0;?;173;29.0
40.0;?;-252.0;203.0;818.0;157.0;97.0;-562.0;126;174;48.0
31.0;-191.0;-241.0;248.0;819.0;154.0;?;-559.0;123;174;37.0
23.0;-182.0;-238.0;?;820.0;152.0;94.0;-583.0;123;173;4.0
20.0;-210.0;-208.0;251.0;826.0;137.0;110.0;-594.0;124;173;-6.0
40.0;-162.0;-156.0;134.0;?;?;100.0;-475.0;138;173;109.0
?;-184.0;-148.0;131.0;896.0;204.0;101.0;?;138;173;97.0
?;-205.0;-158.0;128.0;895.0;204.0;72.0;-440.0;139;?;?
?;?;?;?;895.0;218.0;89.0;?;140;173;93.0
96.0;-133.0;-141.0;127.0;?;245.0;?;-443.0;140;173;84.0
89.0;-124.0;-144.0;118.0;940.0;241.0;46.0;-461.0;141;173;68.0
78.0;-155.0;-135.0;117.0;956.0;226.0;31.0;-458.0;?;174;68.0
68.0;-165.0;-147.0;143.0;907.0;215.0;29.0;-442.0;143;173;78.0
74.0;-187.0;-191.0;104.0;878.0;253.0;63.0;-428.0;143;173;96.0
?;-192.0;-177.0;112.0;877.0;281.0;80.0;-434.0;143;173;78.0
76.0;-142.0;-170.0;?;874.0;268.0;93.0;-473.0;142;173;76.0
64.0;-125.0;-191.0;132.0;907.0;228.0;36.0;-487.0;142;174;55.0
53.0;-162.0;-213.0;133.0;895.0;?;2.0;-478.0;142;174;43.0
36.0;-174.0;-216.0;141.0;?;227.0;81.0;?;142;173;25.0
29.0;-206.0;-235.0;156.0;883.0;214.0;90.0;-467.0;141;?;15.0
24.0;-218.0;-216.0;154.0;865.0;206.0;128.0;-479.0;141;173;?
34.0;-198.0;-208.0;154.0;875.0;184.0;103.0;-480.0;140;173;?
28.0;-209.0;-237.0;162.0;?;184.0;92.0;-489.0;140;173;-10.0
10.0;-211.0;-221.0;187.0;876.0;184.0;?;?;140;174;-16.0
?;-246.0;-222.0;191.0;866.0;181.0;126.0;-498.0;140;173;-13.0
11.0;-223.0;?;203.0;857.0;150.0;?;-506.0;140;173;-10.0
-3.0;-186.0;-229.0;?;?;150.0;111.0;-527.0;?;173;-1.0
-3.0;-195.0;-230.0;204.0;873.0;151.0;99.0;-527.0;?;173;0.0
-6.0;?;-212.0;220.0;847.0;?;101.0;-567.0;142;174;19.0
-7.0;-204.0;-206.0;226.0;838.0;?;?;-555.0;142;174;?
?;?;?;227.0;835.0;?;136.0;-566.0;141;174;-5.0
-13.0;-214.0;-217.0;240.0;?;92.0;138.0;-577.0;141;174;-11.0
