InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameX
-30;-41;18;-1.0;77;337.0;-41
-30;23;18;6.0;98;344.0;23
-21;21;26;251.0;82;52.0;21
-21;4;26;222.0;68;54.0;4
-21;-20;26;221.0;75;67.0;-20
-21;11;26;228.0;71;91.0;11
-21;1;26;230.0;76;180.0;1
-20;-36;26;230.0;75;205.0;-36
-20;-34;26;231.0;77;231.0;-34
-20;-35;26;228.0;72;252.0;-35
-30;30;18;12.0;93;349.0;30
-30;17;18;18.0;61;358.0;17
-30;-40;18;23.0;93;361.0;-40
-30;-12;18;42.0;67;361.0;-12
-30;-38;18;46.0;72;360.0;-38
-28;-30;18;34.0;62;356.0;-30
-28;-50;18;13.0;84;354.0;-50
-20;5;26;196.0;69;298.0;5
-39;-81;34;189.0;137;337.0;-81
-27;1;21;166.0;83;504.0;1
-27;21;21;157.0;84;499.0;21
-27;-39;21;109.0;79;486.0;-39
-27;-1;21;96.0;77;478.0;-1
-27;6;21;77.0;85;474.0;6
-27;5;21;70.0;85;477.0;5
-27;2;21;66.0;85;484.0;2
-27;-9;21;66.0;84;490.0;-9
-27;-2;21;71.0;88;493.0;-2
-20;-26;26;191.0;72;306.0;-26
-27;-1;21;74.0;79;495.0;-1
-20;8;26;184.0;75;312.0;8
-27;-5;21;75.0;83;495.0;-5
-20;24;26;176.0;71;316.0;24
-21;22;26;158.0;71;321.0;22
-21;4;26;139.0;72;316.0;4
-21;66;26;126.0;79;300.0;66
-21;44;26;121.0;70;292.0;44
-21;19;26;116.0;79;285.0;19
-21;20;26;104.0;68;273.0;20
-21;-7;26;99.0;88;265.0;-7
-22;-14;22;166.0;65;363.0;-14
-24;-76;19;38.0;76;122.0;-76
-27;-7;21;106.0;78;455.0;-7
-27;19;21;93.0;86;425.0;19
-27;-21;21;94.0;85;424.0;-21
-27;-26;21;95.0;81;424.0;-26
-28;27;21;94.0;80;424.0;27
-28;60;21;95.0;91;426.0;60
-29;23;21;95.0;86;426.0;23
-29;2;21;95.0;87;426.0;2
-29;18;21;95.0;89;425.0;18
-29;0;21;92.0;87;423.0;0
-29;21;21;86.0;86;425.0;21
-29;-23;21;87.0;85;426.0;-23
-29;-17;21;88.0;84;426.0;-17
-29;18;21;96.0;91;426.0;18
-29;54;21;102.0;85;418.0;54
-29;-7;21;103.0;89;417.0;-7
-29;-18;21;104.0;86;417.0;-18
-29;-15;21;102.0;87;417.0;-15
-29;7;21;93.0;88;417.0;7
-29;-40;21;101.0;85;417.0;-40
-29;5;21;108.0;87;418.0;5
-29;-3;21;113.0;83;419.0;-3
-28;-22;21;53.0;82;429.0;-22
-28;-38;21;58.0;80;429.0;-38
-28;30;21;67.0;84;428.0;30
-28;23;21;62.0;84;429.0;23
-26;-17;21;-11.0;78;450.0;-17
-22;-17;22;201.0;76;339.0;-17
-23;74;25;148.0;76;352.0;74
-23;-37;24;169.0;64;362.0;-37
-23;-15;24;187.0;60;365.0;-15
-23;42;25;205.0;25;359.0;42
-22;-2;22;208.0;70;329.0;-2
-18;-555;19;486.0;-413;563.0;-555
-22;44;22;218.0;81;311.0;44
-26;-12;21;43.0;76;453.0;-12
-26;-10;21;51.0;77;454.0;-10
-26;-23;21;72.0;77;455.0;-23
-26;15;21;143.0;81;454.0;15
-26;57;21;148.0;82;452.0;57
-22;63;23;224.0;86;295.0;63
-30;52;21;260.0;91;439.0;52
-26;333;17;544.0;93;639.0;333
-30;-2;21;286.0;86;439.0;-2
-22;44;23;231.0;71;281.0;44
-22;51;23;252.0;68;252.0;51
-22;-3;23;262.0;58;237.0;-3
-22;-97;23;284.0;70;206.0;-97
-11;-21;21;13.0;140;317.0;-21
-11;-14;21;-22.0;134;269.0;-14
-11;-23;21;-52.0;140;246.0;-23
24;84;21;-508.0;288;410.0;84
-28;3;11;-12.0;100;-92.0;3
-20;-155;19;295.0;50;362.0;-155
-22;19;26;265.0;106;357.0;19
-24;-69;14;116.0;72;-41.0;-69
-24;-33;14;121.0;73;-35.0;-33
-23;87;16;89.0;61;-68.0;87
-24;-33;14;135.0;69;-25.0;-33
-25;-44;26;-43.0;84;-3.0;-44
-25;18;14;36.0;72;44.0;18
-25;52;14;79.0;78;87.0;52
-25;-12;14;93.0;70;100.0;-12
-25;33;14;125.0;71;122.0;33
-25;10;15;138.0;70;131.0;10
-30;-15;21;349.0;87;435.0;-15
-20;-34;16;502.0;65;557.0;-34
-30;13;21;322.0;91;430.0;13
-29;8;21;309.0;88;436.0;8
-39;-93;12;268.0;118;435.0;-93
-29;33;21;286.0;86;437.0;33
-29;-2;21;276.0;84;438.0;-2
-29;-14;21;265.0;81;438.0;-14
-29;18;21;255.0;86;438.0;18
-29;8;21;246.0;85;437.0;8
-29;13;21;229.0;88;438.0;13
-29;26;21;222.0;81;439.0;26
-28;17;21;212.0;83;439.0;17
-28;17;21;201.0;90;441.0;17
-28;-14;21;96.0;85;450.0;-14
-28;-50;21;73.0;88;452.0;-50
-28;0;21;53.0;80;454.0;0
-25;9;15;146.0;70;139.0;9
-25;11;14;151.0;68;147.0;11
-25;14;14;154.0;71;153.0;14
-25;1;14;155.0;71;159.0;1
-25;-7;14;155.0;68;164.0;-7
-25;-21;14;165.0;73;179.0;-21
-28;10;21;25.0;87;446.0;10
-28;0;21;33.0;84;444.0;0
-28;-4;21;56.0;84;441.0;-4
-28;2;21;69.0;83;441.0;2
-28;-2;21;85.0;84;440.0;-2
-29;73;21;132.0;87;433.0;73
-29;70;21;119.0;89;431.0;70
-29;48;21;110.0;88;430.0;48
-29;44;21;108.0;85;429.0;44
-29;53;21;109.0;81;428.0;53
-29;51;21;110.0;82;428.0;51
-29;42;21;111.0;87;428.0;42
-29;39;21;111.0;88;428.0;39
-29;21;21;111.0;87;427.0;21
-29;-56;21;109.0;88;427.0;-56
-29;11;21;110.0;86;426.0;11
-29;21;21;111.0;90;425.0;21
-29;4;21;110.0;84;425.0;4
-29;15;21;109.0;84;425.0;15
-29;17;21;109.0;87;425.0;17
-29;37;21;109.0;84;424.0;37
-29;-16;21;108.0;87;424.0;-16
-29;-21;21;107.0;87;424.0;-21
-29;23;21;102.0;83;424.0;23
-29;-2;21;101.0;89;422.0;-2
-29;-43;21;98.0;88;421.0;-43
-29;13;21;96.0;86;421.0;13
-29;0;21;94.0;89;422.0;0
-29;-12;21;94.0;89;422.0;-12
-29;-30;21;94.0;84;422.0;-30
-29;-39;21;95.0;87;421.0;-39
-29;-49;21;99.0;86;421.0;-49
-29;8;21;94.0;84;428.0;8
-29;-52;21;75.0;87;436.0;-52
-29;-43;21;67.0;84;441.0;-43
-29;-21;21;100.0;85;478.0;-21
-29;-6;21;110.0;86;498.0;-6
-25;28;14;170.0;73;180.0;28
-25;1;15;173.0;75;176.0;1
-25;40;14;167.0;71;171.0;40
-29;-2;21;118.0;87;505.0;-2
-29;13;21;108.0;86;493.0;13
-29;31;21;89.0;83;475.0;31
-29;4;21;84.0;83;471.0;4
-29;-34;21;78.0;85;469.0;-34
-29;-21;21;77.0;81;464.0;-21
-29;2;21;78.0;86;463.0;2
-29;29;21;81.0;81;458.0;29
-29;-11;21;80.0;80;458.0;-11
-29;19;21;83.0;83;458.0;19
-29;48;21;84.0;82;458.0;48
-29;-14;21;83.0;88;456.0;-14
-29;-10;21;75.0;82;451.0;-10
-29;-32;21;74.0;84;451.0;-32
-29;22;21;68.0;79;451.0;22
-29;-12;21;68.0;79;451.0;-12
-29;10;21;74.0;84;453.0;10
-29;0;21;79.0;82;455.0;0
-29;-10;21;105.0;86;498.0;-10
-29;0;21;108.0;85;507.0;0
-25;-13;14;162.0;71;169.0;-13
-25;-48;14;161.0;72;166.0;-48
-25;60;15;154.0;75;123.0;60
-25;-34;15;145.0;77;69.0;-34
-25;-32;15;139.0;69;56.0;-32
-25;-20;15;108.0;74;9.0;-20
-25;-30;15;105.0;78;17.0;-30
-25;-34;15;119.0;84;33.0;-34
-29;-7;21;88.0;79;487.0;-7
-29;-22;21;89.0;83;486.0;-22
-29;9;21;85.0;84;488.0;9
-29;-9;21;83.0;85;489.0;-9
-29;2;21;75.0;78;494.0;2
-25;36;15;177.0;72;71.0;36
-29;-1;21;67.0;78;489.0;-1
-25;-32;15;210.0;73;96.0;-32
-25;-42;15;202.0;74;100.0;-42
-25;-37;15;194.0;73;104.0;-37
-25;-36;15;179.0;75;114.0;-36
-25;-18;15;171.0;76;128.0;-18
-25;-24;15;172.0;79;120.0;-24
-25;-19;15;176.0;71;118.0;-19
-25;-52;15;180.0;75;115.0;-52
-25;-30;15;185.0;75;113.0;-30
-25;-6;15;189.0;73;107.0;-6
-25;-9;15;200.0;76;84.0;-9
-25;11;15;207.0;78;74.0;11
-29;16;21;65.0;80;484.0;16
-25;12;15;217.0;78;61.0;12
-29;4;21;63.0;79;481.0;4
-29;4;21;60.0;82;485.0;4
-25;-52;15;220.0;75;55.0;-52
-25;-28;15;221.0;70;53.0;-28
-22;139;24;212.0;66;55.0;139
-23;-23;14;259.0;75;402.0;-23
-18;-27;15;203.0;86;84.0;-27
-16;499;15;23.0;60;-240.0;499
-18;-17;15;199.0;118;104.0;-17
-73;-332;64;-382.0;1121;-311.0;-332
-27;-9;15;175.0;59;25.0;-9
-29;-53;29;-5.0;116;376.0;-53
-29;54;29;-9.0;87;342.0;54
-29;22;29;-14.0;86;332.0;22
-29;72;29;-23.0;94;308.0;72
-29;-6;21;94.0;86;489.0;-6
-30;27;21;86.0;86;468.0;27
-30;55;21;82.0;87;438.0;55
-29;53;29;-18.0;93;300.0;53
-30;41;21;85.0;93;429.0;41
-30;11;21;85.0;92;429.0;11
-30;-2;21;85.0;86;429.0;-2
-30;-42;21;85.0;88;428.0;-42
-30;-47;21;84.0;81;428.0;-47
-29;6;21;85.0;78;428.0;6
-29;31;21;85.0;80;428.0;31
-29;25;21;87.0;87;428.0;25
-29;22;21;90.0;86;428.0;22
-29;-6;21;91.0;85;428.0;-6
-29;-1;21;92.0;88;428.0;-1
-29;-16;21;92.0;89;428.0;-16
-29;4;21;93.0;85;427.0;4
-29;-9;21;96.0;85;427.0;-9
-29;-24;21;96.0;81;427.0;-24
-29;-19;21;98.0;85;425.0;-19
-29;-21;21;98.0;84;427.0;-21
-29;8;21;98.0;82;427.0;8
-29;9;21;98.0;83;427.0;9
-29;13;21;98.0;91;428.0;13
-29;-11;21;91.0;87;433.0;-11
-29;-3;21;89.0;84;434.0;-3
-29;24;21;76.0;86;446.0;24
-29;-29;21;69.0;88;450.0;-29
-29;-18;21;57.0;87;452.0;-18
-29;-9;21;45.0;87;454.0;-9
-29;8;21;53.0;83;454.0;8
-29;-7;21;72.0;83;451.0;-7
-29;4;21;77.0;86;451.0;4
-28;-27;21;79.0;84;451.0;-27
-28;-41;21;79.0;83;451.0;-41
-28;-10;21;64.0;80;454.0;-10
-28;-17;21;50.0;79;456.0;-17
-28;-27;21;31.0;84;458.0;-27
-29;61;29;-8.0;83;278.0;61
-29;32;29;-17.0;79;271.0;32
-29;37;29;-14.0;85;265.0;37
-29;51;29;-22.0;60;255.0;51
-27;-46;15;178.0;64;31.0;-46
-21;78;25;135.0;111;34.0;78
-27;4;21;74.0;77;468.0;4
-27;-29;21;87.0;72;468.0;-29
-27;25;21;114.0;79;468.0;25
-27;3;21;132.0;77;468.0;3
-27;-21;21;145.0;78;469.0;-21
-27;23;21;183.0;80;468.0;23
-27;-12;21;196.0;74;468.0;-12
-27;-10;21;199.0;74;468.0;-10
-27;2;21;198.0;79;467.0;2
-27;26;21;208.0;81;466.0;26
-28;28;21;216.0;77;465.0;28
-28;35;21;224.0;81;464.0;35
-29;197;15;345.0;97;627.0;197
-28;21;21;252.0;83;463.0;21
-27;21;15;181.0;64;38.0;21
-27;19;15;183.0;67;40.0;19
-27;5;15;209.0;111;65.0;5
-23;66;18;249.0;80;321.0;66
-23;-4;18;248.0;74;324.0;-4
-23;-47;18;155.0;73;325.0;-47
-23;-77;16;121.0;68;319.0;-77
-26;-13;21;67.0;79;435.0;-13
-22;30;19;-233.0;75;118.0;30
-23;3;19;-16.0;65;106.0;3
-23;31;19;-8.0;69;108.0;31
-23;20;19;-1.0;68;112.0;20
-23;-62;20;45.0;72;124.0;-62
-34;-141;31;70.0;65;193.0;-141
-24;19;20;152.0;73;113.0;19
-24;7;21;158.0;73;111.0;7
-24;31;20;166.0;70;101.0;31
-24;7;20;164.0;66;93.0;7
-24;25;21;152.0;74;79.0;25
-24;12;21;149.0;71;77.0;12
-24;3;21;142.0;70;76.0;3
-23;51;16;130.0;60;321.0;51
-25;-39;17;340.0;67;470.0;-39
-32;200;9;186.0;84;258.0;200
-33;110;9;236.0;59;327.0;110
-25;92;21;199.0;66;379.0;92
-28;10;21;254.0;84;462.0;10
-28;-24;21;229.0;83;467.0;-24
-28;9;21;162.0;84;481.0;9
-25;-18;21;207.0;70;421.0;-18
-23;33;16;133.0;63;323.0;33
-32;-45;21;-293.0;95;-230.0;-45
-23;6;16;135.0;68;325.0;6
-23;0;16;139.0;71;327.0;0
-23;38;16;149.0;73;327.0;38
-16;966;29;271.0;1852;457.0;966
-44;98;31;-31.0;138;278.0;98
-27;-118;27;53.0;91;85.0;-118
-23;32;16;148.0;73;327.0;32
-23;46;16;145.0;67;327.0;46
-23;40;16;142.0;66;329.0;40
-23;14;16;122.0;71;333.0;14
-23;53;16;119.0;75;334.0;53
-27;32;20;93.0;69;485.0;32
-27;37;20;103.0;67;481.0;37
-27;-6;20;107.0;76;477.0;-6
-27;27;20;103.0;72;472.0;27
-23;54;16;117.0;71;335.0;54
-28;60;21;94.0;79;463.0;60
-29;38;21;92.0;83;458.0;38
-28;76;18;89.0;83;473.0;76
-30;73;21;96.0;84;453.0;73
-24;67;20;175.0;73;423.0;67
-31;3;21;150.0;86;437.0;3
-31;25;21;151.0;90;437.0;25
-31;6;21;151.0;81;437.0;6
-31;30;21;151.0;84;438.0;30
-31;-53;21;149.0;84;437.0;-53
-31;17;21;149.0;85;438.0;17
-31;18;21;149.0;86;437.0;18
-31;-28;21;149.0;83;437.0;-28
-31;6;21;150.0;82;437.0;6
-31;-3;21;150.0;81;436.0;-3
-31;0;21;150.0;81;436.0;0
-31;-51;21;148.0;83;436.0;-51
-31;45;21;147.0;90;437.0;45
-31;42;21;147.0;89;436.0;42
-31;20;21;146.0;86;436.0;20
-31;-16;21;145.0;84;436.0;-16
-31;30;21;146.0;84;436.0;30
-31;31;21;145.0;86;436.0;31
-31;6;21;145.0;84;437.0;6
-31;-37;21;144.0;83;438.0;-37
-31;33;21;142.0;78;439.0;33
-31;16;21;136.0;89;437.0;16
-31;-49;21;133.0;87;436.0;-49
-31;-20;21;131.0;88;435.0;-20
-31;-64;21;132.0;83;435.0;-64
-31;-82;21;132.0;93;435.0;-82
-24;53;20;166.0;73;374.0;53
-30;-84;21;132.0;86;433.0;-84
-30;28;21;131.0;93;437.0;28
-30;-76;21;130.0;94;440.0;-76
-30;-79;21;129.0;89;442.0;-79
-30;25;21;124.0;86;445.0;25
-30;23;21;123.0;90;448.0;23
-24;-63;20;146.0;69;329.0;-63
-32;39;25;115.0;85;454.0;39
-24;-66;21;20.0;70;224.0;-66
13;177;21;-244.0;245;131.0;177
-50;-86;32;-114.0;212;131.0;-86
-27;52;17;137.0;93;444.0;52
-27;61;17;136.0;69;443.0;61
-27;17;17;120.0;75;438.0;17
-26;-10;17;117.0;81;443.0;-10
-26;-48;17;103.0;73;456.0;-48
-26;-42;17;88.0;78;464.0;-42
-26;-28;17;90.0;75;467.0;-28
-24;-60;21;13.0;72;220.0;-60
-24;20;21;-11.0;73;209.0;20
-24;16;21;-16.0;74;205.0;16
-24;8;21;-15.0;69;202.0;8
-24;12;21;-12.0;66;200.0;12
-24;21;21;-7.0;71;198.0;21
-24;26;21;-3.0;76;197.0;26
-24;39;21;3.0;75;195.0;39
-24;-18;21;23.0;75;188.0;-18
-24;14;21;25.0;70;188.0;14
-24;13;21;30.0;73;186.0;13
-24;-21;21;34.0;73;184.0;-21
-24;39;21;44.0;75;179.0;39
-24;4;21;45.0;71;178.0;4
-24;-10;21;49.0;69;176.0;-10
-24;-18;21;51.0;73;176.0;-18
-24;9;21;50.0;74;176.0;9
-25;8;17;75.0;72;483.0;8
-25;-28;17;90.0;72;483.0;-28
-25;0;17;126.0;70;481.0;0
-25;14;17;139.0;69;479.0;14
-25;5;17;138.0;72;475.0;5
-25;31;17;160.0;65;473.0;31
-25;12;17;175.0;66;473.0;12
-25;-11;17;193.0;72;472.0;-11
-25;22;17;211.0;70;472.0;22
-25;37;17;228.0;69;471.0;37
-25;-1;17;244.0;71;470.0;-1
-24;0;21;51.0;72;177.0;0
-24;-1;21;53.0;74;177.0;-1
-24;1;21;60.0;72;174.0;1
-24;28;21;63.0;72;173.0;28
-24;8;21;65.0;77;173.0;8
-24;41;21;66.0;71;173.0;41
-24;18;21;66.0;77;172.0;18
-24;29;21;65.0;71;171.0;29
-24;-10;21;66.0;74;170.0;-10
-24;-10;21;66.0;74;169.0;-10
-24;-14;21;66.0;74;169.0;-14
-24;35;21;67.0;69;171.0;35
-24;5;21;68.0;73;171.0;5
-24;-32;21;67.0;72;171.0;-32
-24;-13;21;66.0;74;172.0;-13
-24;6;21;67.0;76;172.0;6
-24;11;21;76.0;74;172.0;11
-24;0;21;78.0;71;173.0;0
-24;2;21;83.0;71;175.0;2
-24;-2;21;86.0;70;173.0;-2
-24;18;21;86.0;73;170.0;18
-24;31;21;85.0;72;170.0;31
-24;22;21;85.0;72;169.0;22
-33;26;9;294.0;75;386.0;26
-24;37;21;80.0;70;169.0;37
-24;28;21;77.0;71;170.0;28
-24;32;21;74.0;69;171.0;32
-17;-9;21;57.0;81;131.0;-9
-24;21;21;71.0;67;173.0;21
-24;-25;21;70.0;72;179.0;-25
-24;5;21;74.0;72;188.0;5
-24;9;21;77.0;74;194.0;9
-24;-10;21;83.0;76;201.0;-10
-24;-39;21;98.0;69;219.0;-39
-24;-24;21;105.0;70;231.0;-24
-24;-45;21;113.0;70;246.0;-45
-24;-83;21;130.0;71;286.0;-83
-24;-19;21;139.0;75;370.0;-19
-24;2;21;138.0;76;404.0;2
-25;-6;21;114.0;77;492.0;-6
-23;-31;16;123.0;66;342.0;-31
-23;25;16;129.0;64;345.0;25
-23;6;16;135.0;71;347.0;6
-23;-62;16;140.0;71;348.0;-62
-23;-78;16;146.0;77;349.0;-78
-25;-27;17;289.0;71;466.0;-27
-29;-36;21;317.0;83;431.0;-36
-25;17;17;254.0;73;466.0;17
-25;-44;17;231.0;68;469.0;-44
-25;81;20;320.0;73;525.0;81
-25;11;17;220.0;68;476.0;11
-25;-48;17;215.0;73;478.0;-48
-25;-43;17;209.0;72;480.0;-43
-25;3;17;200.0;68;482.0;3
-25;-17;17;142.0;72;492.0;-17
-25;2;17;99.0;71;497.0;2
-23;-34;16;154.0;71;351.0;-34
-23;-96;16;167.0;76;355.0;-96
-23;-15;15;173.0;19;358.0;-15
-23;94;15;179.0;-30;361.0;94
-23;6;16;189.0;-5;365.0;6
-24;-67;19;211.0;76;361.0;-67
-22;-9;19;213.0;85;365.0;-9
-22;66;19;215.0;68;367.0;66
-22;83;19;217.0;68;369.0;83
-24;21;20;65.0;62;470.0;21
-24;48;20;91.0;77;446.0;48
-17;-90;21;22.0;107;135.0;-90
-24;-29;20;128.0;72;315.0;-29
-24;-27;20;109.0;68;298.0;-27
-24;-12;20;91.0;71;283.0;-12
-25;14;17;66.0;65;477.0;14
-25;14;17;117.0;74;463.0;14
-25;13;17;135.0;73;457.0;13
-25;7;17;155.0;69;449.0;7
-25;-14;17;156.0;62;447.0;-14
-25;-9;17;155.0;65;445.0;-9
-25;29;17;143.0;74;457.0;29
-24;3;20;79.0;79;269.0;3
-24;-13;20;68.0;75;254.0;-13
-24;-24;20;57.0;68;239.0;-24
-24;25;20;48.0;68;226.0;25
-24;-27;20;30.0;69;201.0;-27
-24;0;20;13.0;70;197.0;0
-24;-1;20;9.0;72;197.0;-1
-24;4;20;4.0;68;199.0;4
-24;26;20;1.0;69;200.0;26
-24;9;20;-3.0;71;202.0;9
-24;-49;20;-6.0;64;204.0;-49
-24;18;20;-10.0;74;207.0;18
-24;-10;20;-8.0;68;204.0;-10
-24;-9;20;-8.0;72;199.0;-9
-24;-10;20;-8.0;70;194.0;-10
-24;-17;20;-9.0;64;192.0;-17
-24;-45;20;-7.0;69;191.0;-45
-24;-71;20;-2.0;77;192.0;-71
-58;-150;11;157.0;236;402.0;-150
-24;-47;20;8.0;70;197.0;-47
-24;-21;20;22.0;70;207.0;-21
-24;-40;20;36.0;79;214.0;-40
-25;-70;20;52.0;73;219.0;-70
-25;-53;20;85.0;79;225.0;-53
-25;4;20;112.0;78;228.0;4
-33;-34;37;114.0;132;451.0;-34
-25;-11;20;132.0;74;226.0;-11
-33;-65;37;111.0;107;455.0;-65
-25;19;20;147.0;78;228.0;19
-34;-26;37;120.0;127;461.0;-26
-25;5;20;156.0;76;235.0;5
-25;49;20;157.0;77;239.0;49
-25;22;20;156.0;74;241.0;22
-25;42;20;166.0;77;244.0;42
-25;8;20;173.0;79;245.0;8
-25;-31;20;204.0;81;243.0;-31
-25;27;20;241.0;78;245.0;27
-35;-94;38;169.0;73;366.0;-94
-22;-43;-3;191.0;75;472.0;-43
-22;-1;-3;218.0;77;476.0;-1
-25;-37;20;253.0;76;246.0;-37
-25;-45;20;279.0;74;249.0;-45
-25;-4;20;287.0;77;250.0;-4
-25;6;20;304.0;75;254.0;6
-22;-32;23;385.0;65;272.0;-32
-25;26;20;330.0;78;259.0;26
-25;0;20;339.0;78;259.0;0
-23;12;-2;169.0;71;507.0;12
-25;2;20;347.0;75;261.0;2
-23;-31;-2;33.0;58;459.0;-31
-25;16;20;349.0;77;279.0;16
-24;71;20;312.0;66;284.0;71
-24;40;20;306.0;66;284.0;40
-28;-31;32;163.0;80;456.0;-31
-28;-12;32;157.0;86;434.0;-12
-28;-6;32;156.0;84;414.0;-6
-28;-10;32;134.0;86;377.0;-10
-28;-10;32;133.0;75;359.0;-10
-28;-61;32;167.0;119;332.0;-61
-28;-70;32;169.0;86;314.0;-70
-28;-82;31;177.0;85;268.0;-82
-28;-72;31;173.0;91;246.0;-72
-28;32;31;160.0;95;233.0;32
-28;36;31;151.0;54;259.0;36
-24;-20;20;301.0;69;284.0;-20
