InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit RLA gyroX
-334.0;-94.0;-490.0;489.0;526.0;166;664.0;-47.0;425.0;-52.0;-31.0;82.0;-40.0
-331.0;-98.0;-509.0;521.0;521.0;166;659.0;-5.0;414.0;-6.0;-16.0;89.0;-44.0
-320.0;-104.0;-387.0;502.0;561.0;166;658.0;-20.0;410.0;-56.0;-48.0;75.0;16.0
365.0;-249.0;280.0;237.0;613.0;-141;357.0;258.0;382.0;-111.0;219.0;199.0;545.0
143.0;-172.0;527.0;561.0;125.0;8;108.0;176.0;534.0;-902.0;-426.0;-2.0;-683.0
109.0;-288.0;-562.0;279.0;641.0;-90;587.0;-733.0;590.0;-1027.0;-937.0;156.0;-492.0
266.0;-381.0;-145.0;307.0;621.0;158;570.0;158.0;602.0;-449.0;-308.0;209.0;140.0
-52.0;-308.0;-68.0;401.0;-24.0;-171;400.0;78.0;274.0;789.0;427.0;249.0;-434.0
-971.0;-216.0;-799.0;239.0;68.0;-85;783.0;-540.0;467.0;-935.0;-943.0;87.0;168.0
441.0;-416.0;814.0;634.0;-171.0;-86;37.0;683.0;92.0;-153.0;904.0;572.0;-138.0
8.0;-256.0;-193.0;950.0;-404.0;-101;548.0;-28.0;-67.0;-123.0;74.0;159.0;-117.0
5.0;-275.0;-193.0;932.0;-398.0;-101;545.0;29.0;-69.0;-110.0;38.0;183.0;-59.0
-281.0;-337.0;-379.0;176.0;-22.0;-26;900.0;436.0;758.0;-894.0;36.0;210.0;-505.0
66.0;-447.0;168.0;477.0;433.0;-77;279.0;-487.0;345.0;-174.0;-335.0;361.0;90.0
-103.0;-463.0;60.0;571.0;-128.0;18;497.0;-1190.0;333.0;-1619.0;-1580.0;347.0;-1554.0
25.0;-258.0;136.0;502.0;469.0;-88;546.0;-951.0;546.0;-411.0;-1096.0;214.0;503.0
-284.0;-304.0;-275.0;653.0;127.0;-61;458.0;-17.0;460.0;-221.0;-261.0;289.0;-77.0
-286.0;-277.0;-282.0;679.0;120.0;-61;456.0;13.0;467.0;-115.0;-48.0;287.0;43.0
-292.0;-269.0;-271.0;723.0;193.0;-59;460.0;778.0;449.0;371.0;801.0;240.0;92.0
-493.0;-307.0;-158.0;638.0;197.0;-47;383.0;-269.0;476.0;-79.0;-150.0;252.0;-130.0
-449.0;-292.0;-97.0;638.0;202.0;-47;380.0;-108.0;479.0;-85.0;15.0;283.0;-208.0
-505.0;-102.0;-246.0;407.0;387.0;57;-116.0;149.0;572.0;259.0;135.0;112.0;172.0
-492.0;-154.0;-267.0;339.0;367.0;57;-125.0;76.0;596.0;-276.0;-69.0;83.0;255.0
-79.0;-124.0;-19.0;437.0;-130.0;5;427.0;934.0;546.0;-655.0;1003.0;-3.0;673.0
-36.0;-249.0;-81.0;429.0;-10.0;-166;403.0;-279.0;273.0;-726.0;-279.0;130.0;112.0
73.0;-258.0;-416.0;877.0;-409.0;-69;556.0;-102.0;250.0;54.0;-281.0;180.0;8.0
183.0;-355.0;264.0;307.0;259.0;-151;529.0;-359.0;321.0;-231.0;-249.0;187.0;1098.0
100.0;-287.0;-208.0;941.0;-521.0;-108;654.0;17.0;62.0;-71.0;-20.0;117.0;-14.0
105.0;-298.0;-204.0;944.0;-504.0;-109;652.0;-38.0;64.0;-59.0;-40.0;125.0;-21.0
151.0;-209.0;-184.0;1000.0;-385.0;-102;569.0;71.0;-38.0;21.0;52.0;29.0;42.0
132.0;-202.0;-172.0;990.0;-351.0;-102;623.0;3.0;0.0;10.0;-28.0;45.0;-18.0
166.0;-222.0;-239.0;998.0;-350.0;-103;591.0;100.0;27.0;-16.0;-80.0;63.0;70.0
179.0;-302.0;-204.0;1006.0;-344.0;-103;577.0;84.0;12.0;-12.0;21.0;61.0;-15.0
192.0;-293.0;-186.0;994.0;-344.0;-103;577.0;-64.0;5.0;-66.0;-14.0;63.0;-32.0
187.0;-350.0;-203.0;943.0;-259.0;-101;513.0;9.0;-156.0;-43.0;-198.0;193.0;-214.0
182.0;-277.0;-198.0;959.0;-357.0;-103;576.0;11.0;-19.0;-50.0;-66.0;36.0;-5.0
-227.0;-285.0;-384.0;556.0;556.0;-173;597.0;-4.0;612.0;-66.0;65.0;288.0;55.0
-229.0;-284.0;-385.0;537.0;558.0;-173;599.0;9.0;612.0;-35.0;39.0;278.0;-26.0
-176.0;-251.0;-186.0;345.0;854.0;-98;700.0;-33.0;861.0;757.0;-92.0;231.0;237.0
94.0;-217.0;-232.0;924.0;-569.0;-108;646.0;170.0;87.0;282.0;-189.0;40.0;1685.0
-72.0;-337.0;-404.0;544.0;597.0;-175;595.0;97.0;616.0;-2.0;124.0;278.0;23.0
-376.0;-99.0;-603.0;509.0;514.0;165;654.0;-11.0;384.0;-140.0;-55.0;76.0;15.0
-345.0;-76.0;-520.0;530.0;515.0;165;655.0;51.0;392.0;-132.0;-26.0;44.0;186.0
-34.0;-239.0;-764.0;293.0;622.0;-90;517.0;449.0;443.0;328.0;426.0;31.0;502.0
49.0;-169.0;-245.0;555.0;811.0;-45;548.0;575.0;386.0;73.0;-304.0;3.0;394.0
-330.0;-100.0;-275.0;499.0;562.0;165;655.0;-9.0;420.0;-73.0;-23.0;65.0;40.0
-336.0;-95.0;-372.0;493.0;546.0;165;657.0;-53.0;425.0;-65.0;-42.0;65.0;-176.0
-326.0;-71.0;-454.0;487.0;560.0;165;659.0;-37.0;401.0;7.0;-16.0;55.0;-32.0
-370.0;-254.0;-706.0;467.0;666.0;138;617.0;581.0;421.0;112.0;400.0;51.0;-3.0
-361.0;-61.0;-559.0;491.0;513.0;166;654.0;4.0;362.0;-136.0;-75.0;19.0;-66.0
-349.0;-69.0;-492.0;519.0;530.0;166;654.0;-80.0;365.0;27.0;-19.0;24.0;48.0
-356.0;-83.0;-557.0;488.0;501.0;166;653.0;-33.0;370.0;33.0;-1.0;13.0;90.0
-511.0;-316.0;-904.0;-66.0;352.0;55;660.0;-367.0;497.0;640.0;-125.0;218.0;-240.0
-336.0;-15.0;-574.0;528.0;307.0;-179;659.0;66.0;91.0;-362.0;28.0;-3.0;-56.0
66.0;-397.0;182.0;517.0;417.0;-77;285.0;-343.0;344.0;-235.0;-466.0;416.0;595.0
-347.0;34.0;-580.0;396.0;217.0;-143;653.0;-602.0;102.0;485.0;-421.0;-19.0;-99.0
-394.0;-299.0;119.0;441.0;-38.0;10;547.0;-24.0;520.0;-116.0;-64.0;156.0;21.0
-387.0;-304.0;126.0;471.0;-38.0;10;538.0;84.0;511.0;-114.0;4.0;260.0;63.0
-469.0;-164.0;-373.0;265.0;-37.0;-67;882.0;390.0;816.0;218.0;94.0;238.0;92.0
197.0;-291.0;-130.0;875.0;-505.0;-108;618.0;10.0;74.0;-85.0;-51.0;111.0;-39.0
-50.0;-222.0;-287.0;929.0;108.0;-106;574.0;-42.0;-392.0;-98.0;-83.0;14.0;144.0
140.0;-278.0;-163.0;935.0;-513.0;-108;646.0;-5.0;83.0;-88.0;-48.0;84.0;-21.0
150.0;-283.0;-148.0;926.0;-492.0;-108;639.0;0.0;87.0;-97.0;-55.0;116.0;-33.0
165.0;-250.0;-162.0;935.0;-537.0;-107;663.0;22.0;102.0;-8.0;48.0;136.0;-138.0
147.0;-296.0;-149.0;951.0;-486.0;-108;637.0;-18.0;86.0;-73.0;-18.0;117.0;1.0
146.0;-299.0;-146.0;950.0;-486.0;-108;637.0;16.0;84.0;-60.0;-34.0;106.0;5.0
292.0;-218.0;-176.0;940.0;-588.0;-106;639.0;8.0;31.0;-39.0;-42.0;164.0;351.0
141.0;-290.0;-155.0;959.0;-490.0;-108;633.0;-8.0;85.0;-96.0;-39.0;128.0;50.0
131.0;-288.0;-162.0;939.0;-497.0;-108;634.0;48.0;82.0;-44.0;-2.0;86.0;88.0
-43.0;-99.0;-270.0;928.0;-633.0;-107;662.0;-138.0;48.0;-275.0;87.0;1.0;-380.0
-148.0;-102.0;-320.0;922.0;-719.0;-106;704.0;15.0;6.0;-93.0;-55.0;-71.0;111.0
109.0;-290.0;-201.0;953.0;-514.0;-109;654.0;-18.0;63.0;-82.0;-38.0;112.0;-12.0
-289.0;-139.0;-427.0;921.0;-147.0;-155;577.0;67.0;272.0;-334.0;232.0;151.0;1119.0
111.0;-285.0;-200.0;941.0;-513.0;-109;653.0;-6.0;64.0;-56.0;-32.0;107.0;-14.0
110.0;-295.0;-200.0;929.0;-512.0;-109;657.0;-2.0;66.0;-69.0;1.0;115.0;7.0
105.0;-288.0;-206.0;958.0;-511.0;-109;657.0;-15.0;66.0;-58.0;-60.0;113.0;-7.0
104.0;-298.0;-202.0;965.0;-502.0;-109;654.0;-21.0;64.0;-62.0;-18.0;126.0;3.0
109.0;-296.0;-199.0;961.0;-499.0;-109;653.0;-1.0;64.0;-66.0;-46.0;129.0;-23.0
109.0;-312.0;-198.0;951.0;-500.0;-109;652.0;-34.0;66.0;-69.0;-29.0;122.0;25.0
104.0;-291.0;-204.0;943.0;-503.0;-109;650.0;6.0;64.0;-30.0;-31.0;117.0;45.0
98.0;-300.0;-209.0;973.0;-502.0;-109;648.0;54.0;62.0;-63.0;-10.0;135.0;-32.0
275.0;-284.0;-85.0;980.0;-350.0;-102;595.0;-26.0;42.0;-123.0;-274.0;66.0;-63.0
157.0;-283.0;-220.0;1008.0;-356.0;-103;571.0;-45.0;-19.0;-152.0;-163.0;86.0;-6.0
-369.0;-103.0;-537.0;543.0;537.0;165;653.0;-42.0;388.0;-167.0;-112.0;52.0;192.0
212.0;-318.0;-93.0;923.0;-466.0;-108;651.0;-6.0;87.0;-98.0;-14.0;121.0;-23.0
-136.0;-130.0;-341.0;916.0;-709.0;-106;699.0;-156.0;0.0;-179.0;-159.0;-45.0;345.0
173.0;-299.0;-179.0;1000.0;-422.0;-103;587.0;-45.0;-36.0;-66.0;-32.0;96.0;23.0
173.0;-296.0;-181.0;995.0;-420.0;-103;589.0;-12.0;-42.0;-68.0;-61.0;88.0;-29.0
172.0;-290.0;-184.0;1011.0;-422.0;-103;590.0;11.0;-40.0;-72.0;-22.0;82.0;15.0
169.0;-271.0;-193.0;979.0;-419.0;-103;602.0;-28.0;-42.0;-116.0;-47.0;41.0;-38.0
164.0;-291.0;-204.0;980.0;-419.0;-103;606.0;-42.0;-45.0;-63.0;-33.0;46.0;-32.0
-348.0;-106.0;-398.0;929.0;-355.0;-154;597.0;28.0;129.0;-314.0;16.0;79.0;-124.0
326.0;-206.0;-133.0;940.0;-580.0;-107;638.0;-38.0;77.0;-112.0;1.0;86.0;-7.0
-393.0;-294.0;117.0;412.0;-29.0;10;542.0;50.0;516.0;94.0;172.0;145.0;81.0
60.0;-161.0;-92.0;907.0;-612.0;-156;620.0;-32.0;288.0;-26.0;-68.0;408.0;2.0
-339.0;-200.0;-897.0;701.0;135.0;-103;527.0;-111.0;454.0;248.0;506.0;70.0;-16.0
-293.0;-367.0;-531.0;573.0;686.0;162;638.0;-222.0;650.0;-289.0;-280.0;333.0;325.0
-645.0;-314.0;-1123.0;394.0;541.0;-83;1195.0;231.0;964.0;-3.0;266.0;280.0;-32.0
317.0;-216.0;-48.0;999.0;-449.0;-102;650.0;28.0;-100.0;-79.0;-26.0;23.0;-47.0
349.0;-302.0;119.0;903.0;-142.0;-154;507.0;91.0;91.0;627.0;-1.0;242.0;404.0
-106.0;-134.0;-59.0;882.0;-839.0;-109;727.0;27.0;72.0;-50.0;-20.0;189.0;205.0
144.0;-213.0;-147.0;1019.0;-418.0;-102;617.0;-31.0;-37.0;-54.0;-39.0;50.0;59.0
-505.0;-325.0;-172.0;652.0;198.0;-47;384.0;-249.0;477.0;-95.0;-218.0;249.0;-391.0
193.0;-160.0;-251.0;929.0;-634.0;-106;645.0;33.0;25.0;-58.0;-34.0;15.0;702.0
-381.0;-86.0;-583.0;490.0;511.0;165;654.0;62.0;370.0;-149.0;1.0;24.0;-280.0
-551.0;-203.0;-860.0;364.0;356.0;58;644.0;28.0;497.0;91.0;85.0;131.0;334.0
-34.0;-106.0;-9.0;891.0;-878.0;-113;718.0;-40.0;50.0;-85.0;-5.0;422.0;-103.0
132.0;-208.0;-168.0;996.0;-409.0;-102;632.0;0.0;-41.0;-12.0;-48.0;36.0;-143.0
-94.0;-568.0;-53.0;420.0;-526.0;-6;346.0;-712.0;240.0;-629.0;-796.0;507.0;-228.0
-265.0;-26.0;-6.0;491.0;468.0;-30;433.0;9.0;837.0;49.0;24.0;-176.0;-17.0
-629.0;-287.0;-763.0;278.0;139.0;37;651.0;-219.0;449.0;-474.0;-143.0;127.0;-305.0
177.0;-217.0;-57.0;939.0;-188.0;-154;619.0;-353.0;300.0;-137.0;-137.0;311.0;61.0
-590.0;-347.0;-559.0;460.0;75.0;-172;593.0;-49.0;517.0;-1608.0;0.0;192.0;-60.0
-331.0;-103.0;-351.0;469.0;562.0;165;658.0;-62.0;423.0;-135.0;-79.0;77.0;-183.0
-265.0;-123.0;-52.0;547.0;-150.0;16;664.0;128.0;504.0;-696.0;-699.0;118.0;230.0
-250.0;-236.0;-879.0;751.0;368.0;-90;568.0;70.0;476.0;57.0;139.0;101.0;114.0
-432.0;-204.0;-7.0;367.0;-28.0;-29;401.0;-188.0;627.0;-323.0;-213.0;68.0;-262.0
-370.0;-319.0;158.0;454.0;-35.0;10;514.0;7.0;493.0;-343.0;-146.0;185.0;-15.0
245.0;-255.0;-147.0;1006.0;-372.0;-103;571.0;-38.0;0.0;-110.0;-40.0;44.0;44.0
-267.0;-250.0;-885.0;762.0;349.0;-90;570.0;19.0;469.0;-85.0;-61.0;113.0;-36.0
278.0;-286.0;-60.0;1009.0;-458.0;-103;614.0;-18.0;-38.0;-18.0;-41.0;55.0;-25.0
-23.0;-358.0;-589.0;320.0;634.0;110;751.0;88.0;694.0;549.0;513.0;271.0;-700.0
287.0;-275.0;-77.0;990.0;-431.0;-103;573.0;-31.0;-12.0;-69.0;-7.0;77.0;4.0
252.0;-275.0;-139.0;989.0;-368.0;-103;573.0;-5.0;13.0;-79.0;-67.0;44.0;-21.0
276.0;-286.0;-51.0;1001.0;-468.0;-103;626.0;24.0;-32.0;-74.0;-32.0;69.0;-47.0
120.0;-239.0;-70.0;925.0;-430.0;-154;576.0;13.0;-25.0;-94.0;-39.0;86.0;263.0
-235.0;-215.0;-871.0;801.0;441.0;-90;564.0;-114.0;499.0;-924.0;285.0;81.0;-64.0
-265.0;-251.0;-885.0;762.0;353.0;-90;569.0;-42.0;469.0;-65.0;-96.0;118.0;-65.0
253.0;-266.0;-137.0;1000.0;-366.0;-103;577.0;-49.0;15.0;-40.0;-47.0;38.0;-27.0
282.0;-282.0;-57.0;999.0;-458.0;-103;615.0;-30.0;-37.0;11.0;-32.0;54.0;-36.0
-401.0;-236.0;23.0;427.0;-47.0;-29;435.0;-28.0;657.0;-15.0;-80.0;66.0;-276.0
-116.0;-561.0;20.0;34.0;-742.0;-24;424.0;21.0;252.0;-70.0;47.0;571.0;53.0
-181.0;-80.0;-339.0;917.0;-733.0;-107;700.0;64.0;-23.0;-2.0;-21.0;-100.0;-139.0
-426.0;-245.0;-832.0;838.0;668.0;131;736.0;-22.0;663.0;-192.0;-154.0;207.0;-827.0
102.0;-26.0;823.0;647.0;272.0;-30;405.0;130.0;697.0;337.0;310.0;-128.0;-94.0
-290.0;-400.0;-539.0;622.0;674.0;-175;621.0;20.0;643.0;-29.0;25.0;360.0;1493.0
-481.0;-105.0;-65.0;396.0;250.0;11;315.0;343.0;884.0;11.0;251.0;100.0;447.0
-398.0;-223.0;24.0;422.0;-52.0;-29;438.0;-8.0;658.0;-26.0;19.0;91.0;29.0
-395.0;-230.0;30.0;407.0;-40.0;-29;437.0;-102.0;657.0;8.0;21.0;68.0;-61.0
243.0;-320.0;-74.0;941.0;-493.0;-108;671.0;-103.0;77.0;-10.0;9.0;127.0;9.0
193.0;-331.0;-107.0;959.0;-460.0;-108;647.0;-6.0;86.0;-63.0;-70.0;126.0;28.0
-592.0;-218.0;-846.0;294.0;286.0;54;630.0;446.0;477.0;363.0;470.0;109.0;298.0
-33.0;-337.0;-279.0;921.0;-251.0;-104;511.0;44.0;-358.0;-129.0;23.0;346.0;-127.0
-45.0;-356.0;113.0;510.0;331.0;-69;189.0;203.0;269.0;-19.0;209.0;438.0;7.0
198.0;-242.0;-60.0;1029.0;-367.0;-103;622.0;144.0;-12.0;20.0;55.0;46.0;395.0
210.0;-321.0;-95.0;931.0;-464.0;-108;651.0;13.0;88.0;-67.0;-25.0;124.0;-8.0
-380.0;-113.0;-376.0;466.0;377.0;243;646.0;264.0;323.0;687.0;-23.0;90.0;181.0
-107.0;-119.0;-326.0;914.0;-676.0;-106;723.0;295.0;31.0;84.0;-46.0;-29.0;-494.0
197.0;-177.0;-222.0;923.0;-621.0;-107;667.0;25.0;14.0;-76.0;10.0;23.0;-399.0
91.0;-333.0;-264.0;954.0;-162.0;-101;530.0;-47.0;-272.0;-220.0;-230.0;305.0;214.0
151.0;-220.0;-179.0;1027.0;-391.0;-102;573.0;2.0;-38.0;-76.0;39.0;22.0;-26.0
151.0;-200.0;-168.0;1020.0;-392.0;-102;577.0;-12.0;-37.0;-81.0;52.0;13.0;-11.0
152.0;-194.0;-122.0;969.0;-414.0;-102;636.0;-3.0;-47.0;-186.0;-41.0;44.0;-335.0
-161.0;-161.0;-763.0;52.0;633.0;145;1022.0;80.0;1045.0;212.0;147.0;187.0;169.0
295.0;-377.0;-84.0;971.0;-336.0;-101;514.0;130.0;-138.0;1092.0;379.0;149.0;-109.0
-415.0;-238.0;-869.0;614.0;449.0;127;988.0;69.0;886.0;-218.0;-204.0;284.0;128.0
-142.0;-322.0;-803.0;449.0;559.0;-173;574.0;-68.0;577.0;-69.0;-37.0;213.0;-246.0
327.0;-204.0;-129.0;949.0;-582.0;-107;639.0;-20.0;79.0;-78.0;-23.0;97.0;54.0
185.0;-276.0;-198.0;1059.0;-357.0;-103;578.0;4.0;-16.0;-71.0;-23.0;45.0;8.0
246.0;-172.0;-204.0;939.0;-626.0;-107;658.0;9.0;6.0;-63.0;-21.0;13.0;-43.0
185.0;-282.0;-197.0;1029.0;-355.0;-103;580.0;15.0;-16.0;-59.0;-17.0;44.0;15.0
-106.0;-274.0;-124.0;362.0;871.0;-98;655.0;-105.0;836.0;-144.0;-111.0;275.0;79.0
-214.0;-206.0;-856.0;644.0;387.0;-90;563.0;-127.0;476.0;-220.0;-222.0;89.0;-52.0
-411.0;-260.0;-979.0;469.0;767.0;124;1123.0;-430.0;1069.0;-806.0;-472.0;142.0;-30.0
-52.0;-373.0;-401.0;603.0;655.0;-175;611.0;60.0;636.0;-36.0;-117.0;343.0;-487.0
-267.0;-409.0;-563.0;481.0;595.0;-93;655.0;46.0;612.0;95.0;99.0;288.0;248.0
299.0;-276.0;-65.0;996.0;-354.0;-102;591.0;-67.0;42.0;-47.0;-47.0;105.0;-5.0
210.0;-322.0;-94.0;936.0;-463.0;-108;651.0;17.0;88.0;-68.0;-38.0;121.0;10.0
338.0;-282.0;222.0;192.0;691.0;55;659.0;-69.0;750.0;167.0;-21.0;74.0;-26.0
148.0;-285.0;-150.0;949.0;-499.0;-108;642.0;-44.0;84.0;-123.0;-61.0;104.0;-55.0
-436.0;-333.0;-760.0;363.0;503.0;122;724.0;250.0;651.0;282.0;227.0;366.0;39.0
48.0;-324.0;-470.0;426.0;517.0;-92;666.0;-285.0;681.0;-470.0;-304.0;294.0;-345.0
303.0;-158.0;-151.0;929.0;-625.0;-107;647.0;-8.0;32.0;-49.0;-50.0;22.0;-23.0
200.0;-296.0;-129.0;949.0;-499.0;-108;616.0;-20.0;73.0;-94.0;-42.0;124.0;-5.0
123.0;-328.0;-175.0;932.0;-491.0;-107;655.0;-50.0;87.0;-227.0;7.0;94.0;-81.0
211.0;-319.0;-95.0;960.0;-463.0;-108;651.0;28.0;87.0;-61.0;-26.0;125.0;-10.0
-518.0;-280.0;-920.0;415.0;332.0;49;649.0;-63.0;473.0;-218.0;-147.0;65.0;-72.0
60.0;-283.0;-162.0;963.0;-495.0;-101;487.0;-2.0;-302.0;-112.0;-66.0;206.0;2.0
71.0;-285.0;-159.0;994.0;-425.0;-102;593.0;6.0;-325.0;40.0;49.0;178.0;107.0
247.0;-320.0;-68.0;957.0;-509.0;-108;658.0;113.0;80.0;-64.0;-6.0;157.0;-113.0
213.0;-304.0;-109.0;936.0;-492.0;-107;645.0;11.0;93.0;-54.0;59.0;154.0;5.0
-593.0;-258.0;-804.0;287.0;172.0;42;664.0;-34.0;444.0;-49.0;-27.0;28.0;-19.0
-532.0;-273.0;-558.0;652.0;221.0;111;580.0;-186.0;384.0;252.0;-328.0;97.0;510.0
156.0;-222.0;-135.0;993.0;-587.0;-106;670.0;383.0;103.0;-144.0;12.0;76.0;-372.0
214.0;-329.0;-87.0;969.0;-461.0;-108;648.0;4.0;93.0;-28.0;-38.0;131.0;6.0
211.0;-320.0;-92.0;960.0;-463.0;-108;650.0;-19.0;87.0;-58.0;-55.0;129.0;-12.0
211.0;-319.0;-91.0;943.0;-463.0;-108;650.0;-35.0;86.0;-48.0;-27.0;126.0;8.0
-372.0;-324.0;-51.0;291.0;-368.0;-138;484.0;293.0;316.0;298.0;643.0;177.0;100.0
-202.0;-359.0;-552.0;319.0;416.0;164;746.0;-273.0;754.0;-448.0;-535.0;172.0;-1111.0
-61.0;-260.0;-861.0;343.0;561.0;-110;496.0;-62.0;464.0;-14.0;-113.0;101.0;88.0
-330.0;-145.0;-359.0;921.0;-430.0;-154;560.0;-143.0;119.0;109.0;-140.0;43.0;136.0
-382.0;-223.0;-458.0;498.0;-21.0;-18;913.0;621.0;704.0;431.0;481.0;297.0;580.0
287.0;-288.0;-73.0;997.0;-440.0;-103;576.0;-80.0;-14.0;-40.0;-98.0;74.0;15.0
214.0;-272.0;-110.0;950.0;-510.0;-107;661.0;-13.0;102.0;-71.0;-20.0;146.0;-20.0
-499.0;-420.0;-546.0;356.0;427.0;-173;598.0;-274.0;467.0;-223.0;-318.0;198.0;757.0
208.0;-327.0;-117.0;929.0;-489.0;-107;642.0;-14.0;97.0;-215.0;-84.0;227.0;-30.0
296.0;-239.0;-33.0;1001.0;-369.0;-103;590.0;-23.0;-75.0;-62.0;-7.0;12.0;-174.0
-49.0;-275.0;-847.0;346.0;544.0;-110;498.0;-52.0;472.0;-112.0;-57.0;143.0;-78.0
346.0;-198.0;-28.0;952.0;-494.0;-101;395.0;1.0;-5.0;-71.0;-37.0;155.0;6.0
164.0;-249.0;-69.0;1002.0;-433.0;-102;627.0;-330.0;-58.0;-198.0;-112.0;42.0;-65.0
-368.0;-262.0;-190.0;292.0;-77.0;33;681.0;-211.0;464.0;126.0;-424.0;151.0;20.0
278.0;-259.0;-89.0;990.0;-364.0;-102;588.0;-84.0;39.0;-45.0;-81.0;91.0;85.0
53.0;-162.0;-101.0;914.0;-601.0;-156;613.0;-3.0;287.0;35.0;-128.0;416.0;-99.0
-458.0;-222.0;-910.0;285.0;283.0;42;687.0;112.0;439.0;-13.0;110.0;41.0;344.0
-208.0;-238.0;-850.0;770.0;-316.0;-90;534.0;-73.0;122.0;-127.0;89.0;164.0;-92.0
1245.0;-672.0;752.0;623.0;-405.0;-35;27.0;276.0;48.0;-191.0;-22.0;743.0;254.0
43.0;-124.0;-324.0;930.0;-662.0;-106;661.0;-192.0;39.0;-177.0;-59.0;15.0;338.0
312.0;-209.0;-67.0;954.0;-490.0;-101;402.0;-10.0;0.0;-62.0;-22.0;160.0;-43.0
