InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LUA Quaternion1
-204.0;-485.0;574.0;-338.0;-800.0;-319.0;599.0;-518.0;739.0
-208.0;-487.0;568.0;-340.0;-780.0;-366.0;594.0;-483.0;741.0
-210.0;-489.0;563.0;-344.0;-752.0;-412.0;588.0;-438.0;745.0
-474.0;-681.0;586.0;-465.0;-791.0;-527.0;653.0;-480.0;582.0
-464.0;-733.0;647.0;-427.0;-828.0;-405.0;617.0;-293.0;511.0
-465.0;-826.0;245.0;-498.0;-908.0;-415.0;290.0;-737.0;735.0
-361.0;-607.0;332.0;-281.0;-635.0;-307.0;348.0;-660.0;692.0
-507.0;-802.0;621.0;418.0;-171.0;-485.0;248.0;-360.0;557.0
-921.0;-667.0;-168.0;-606.0;-357.0;-508.0;-29.0;-741.0;137.0
-759.0;-294.0;-392.0;-512.0;-10.0;-381.0;-77.0;-572.0;-308.0
-386.0;-571.0;321.0;-323.0;-682.0;-360.0;446.0;-693.0;653.0
-515.0;-743.0;486.0;-432.0;-786.0;-518.0;540.0;-669.0;545.0
-782.0;-475.0;93.0;-593.0;-518.0;-456.0;502.0;-802.0;247.0
-621.0;-750.0;284.0;-558.0;-764.0;-429.0;447.0;-823.0;376.0
-603.0;-561.0;329.0;-531.0;-711.0;-681.0;698.0;-693.0;447.0
-224.0;-506.0;425.0;-334.0;-675.0;-296.0;482.0;-700.0;781.0
-210.0;-494.0;432.0;-323.0;-684.0;-286.0;494.0;-695.0;781.0
-204.0;-489.0;435.0;-318.0;-688.0;-281.0;499.0;-692.0;781.0
392.0;143.0;526.0;-100.0;-658.0;127.0;512.0;-33.0;615.0
-185.0;-471.0;446.0;-303.0;-701.0;-262.0;515.0;-684.0;781.0
-175.0;-465.0;449.0;-297.0;-703.0;-251.0;521.0;-682.0;782.0
-174.0;-464.0;449.0;-295.0;-703.0;-250.0;521.0;-682.0;782.0
-174.0;-464.0;448.0;-293.0;-702.0;-246.0;521.0;-680.0;783.0
-174.0;-463.0;448.0;-293.0;-703.0;-246.0;521.0;-679.0;783.0
-174.0;-463.0;448.0;-292.0;-703.0;-248.0;521.0;-678.0;782.0
-173.0;-459.0;449.0;-294.0;-705.0;-251.0;522.0;-675.0;783.0
-172.0;-457.0;451.0;-294.0;-706.0;-251.0;524.0;-674.0;783.0
34.0;-270.0;592.0;-329.0;-815.0;-213.0;697.0;-140.0;783.0
33.0;-268.0;583.0;-335.0;-817.0;-209.0;691.0;-159.0;791.0
48.0;-255.0;570.0;-329.0;-823.0;-177.0;684.0;-184.0;807.0
219.0;-233.0;551.0;-366.0;-900.0;-154.0;591.0;-193.0;804.0
-17.0;-326.0;537.0;-299.0;-841.0;-91.0;651.0;-342.0;823.0
-48.0;-351.0;527.0;-302.0;-845.0;-74.0;641.0;-374.0;821.0
-83.0;-376.0;514.0;-310.0;-848.0;-67.0;632.0;-409.0;817.0
-119.0;-393.0;502.0;-325.0;-850.0;-72.0;628.0;-448.0;810.0
-171.0;-455.0;452.0;-294.0;-707.0;-250.0;526.0;-672.0;784.0
-171.0;-453.0;454.0;-295.0;-708.0;-248.0;528.0;-671.0;784.0
-170.0;-451.0;457.0;-296.0;-709.0;-246.0;530.0;-670.0;784.0
-169.0;-450.0;460.0;-297.0;-710.0;-244.0;532.0;-670.0;784.0
-177.0;-451.0;487.0;-323.0;-717.0;-242.0;548.0;-673.0;775.0
-180.0;-450.0;492.0;-328.0;-719.0;-242.0;551.0;-671.0;773.0
-183.0;-451.0;498.0;-334.0;-722.0;-243.0;553.0;-668.0;770.0
-188.0;-455.0;503.0;-341.0;-726.0;-244.0;554.0;-664.0;767.0
-201.0;-467.0;515.0;-360.0;-735.0;-255.0;554.0;-656.0;758.0
-66.0;-339.0;578.0;-307.0;-770.0;-442.0;606.0;-345.0;795.0
-25.0;-300.0;588.0;-273.0;-748.0;-425.0;617.0;-321.0;797.0
92.0;-227.0;593.0;-161.0;-692.0;-346.0;621.0;-245.0;800.0
136.0;-217.0;599.0;-155.0;-679.0;-348.0;610.0;-236.0;789.0
212.0;-154.0;619.0;-104.0;-640.0;-286.0;591.0;-165.0;751.0
258.0;-112.0;618.0;-69.0;-620.0;-236.0;558.0;-126.0;730.0
274.0;-94.0;611.0;-55.0;-613.0;-220.0;549.0;-118.0;730.0
298.0;-59.0;590.0;-38.0;-603.0;-195.0;548.0;-109.0;736.0
315.0;-43.0;576.0;-26.0;-600.0;-189.0;557.0;-118.0;741.0
317.0;-35.0;572.0;-17.0;-611.0;-177.0;578.0;-131.0;747.0
200.0;-95.0;554.0;-170.0;-735.0;-280.0;619.0;-277.0;808.0
165.0;-135.0;545.0;-192.0;-747.0;-286.0;614.0;-330.0;820.0
126.0;-178.0;537.0;-222.0;-740.0;-330.0;614.0;-399.0;829.0
-230.0;-494.0;536.0;-398.0;-756.0;-283.0;555.0;-641.0;739.0
-293.0;-571.0;564.0;-480.0;-784.0;-346.0;587.0;-631.0;690.0
-43.0;-348.0;637.0;-363.0;-807.0;-207.0;647.0;-482.0;759.0
-38.0;-327.0;643.0;-361.0;-807.0;-205.0;638.0;-482.0;754.0
-30.0;-307.0;656.0;-358.0;-808.0;-203.0;630.0;-480.0;744.0
-12.0;-287.0;657.0;-351.0;-808.0;-196.0;628.0;-477.0;746.0
-10.0;-285.0;656.0;-350.0;-808.0;-194.0;627.0;-476.0;746.0
-7.0;-282.0;656.0;-348.0;-808.0;-193.0;626.0;-473.0;747.0
756.0;488.0;177.0;417.0;-293.0;380.0;-159.0;493.0;233.0
646.0;415.0;367.0;215.0;-504.0;323.0;82.0;314.0;327.0
-6.0;-280.0;657.0;-347.0;-808.0;-192.0;627.0;-472.0;747.0
-5.0;-279.0;660.0;-350.0;-808.0;-194.0;629.0;-466.0;743.0
-6.0;-279.0;661.0;-351.0;-808.0;-196.0;629.0;-465.0;743.0
-9.0;-282.0;664.0;-354.0;-809.0;-198.0;631.0;-464.0;740.0
-11.0;-285.0;664.0;-356.0;-810.0;-199.0;631.0;-464.0;740.0
-18.0;-292.0;666.0;-368.0;-815.0;-204.0;633.0;-471.0;738.0
-36.0;-313.0;650.0;-375.0;-816.0;-217.0;624.0;-499.0;746.0
-39.0;-318.0;647.0;-375.0;-815.0;-218.0;623.0;-504.0;747.0
-49.0;-341.0;645.0;-377.0;-810.0;-222.0;620.0;-512.0;743.0
-55.0;-354.0;642.0;-378.0;-808.0;-223.0;618.0;-514.0;743.0
-65.0;-358.0;633.0;-381.0;-807.0;-228.0;622.0;-522.0;750.0
-69.0;-361.0;632.0;-383.0;-807.0;-230.0;622.0;-525.0;750.0
-72.0;-363.0;631.0;-384.0;-807.0;-231.0;623.0;-527.0;750.0
-63.0;-348.0;635.0;-382.0;-802.0;-225.0;624.0;-531.0;751.0
-60.0;-343.0;639.0;-380.0;-801.0;-225.0;623.0;-529.0;748.0
-52.0;-331.0;645.0;-377.0;-804.0;-226.0;619.0;-521.0;743.0
-48.0;-325.0;645.0;-374.0;-806.0;-225.0;619.0;-517.0;744.0
-35.0;-304.0;648.0;-370.0;-809.0;-222.0;622.0;-508.0;746.0
-27.0;-295.0;649.0;-368.0;-810.0;-220.0;622.0;-505.0;747.0
-18.0;-284.0;648.0;-365.0;-811.0;-214.0;615.0;-497.0;751.0
570.0;281.0;506.0;159.0;-506.0;224.0;406.0;285.0;475.0
559.0;260.0;518.0;153.0;-489.0;191.0;423.0;276.0;493.0
521.0;246.0;542.0;125.0;-477.0;128.0;463.0;217.0;554.0
-16.0;-277.0;646.0;-365.0;-811.0;-209.0;599.0;-491.0;756.0
-16.0;-276.0;646.0;-362.0;-810.0;-205.0;592.0;-491.0;757.0
-14.0;-275.0;648.0;-360.0;-810.0;-201.0;590.0;-489.0;755.0
-8.0;-270.0;661.0;-358.0;-810.0;-195.0;594.0;-485.0;744.0
306.0;-82.0;648.0;-407.0;-945.0;-38.0;542.0;-79.0;679.0
288.0;-60.0;641.0;-340.0;-775.0;-102.0;564.0;-64.0;691.0
379.0;35.0;560.0;-361.0;-843.0;-347.0;520.0;-83.0;730.0
235.0;-230.0;596.0;-577.0;-852.0;-520.0;590.0;-251.0;768.0
207.0;-246.0;634.0;-381.0;-509.0;-441.0;608.0;-82.0;740.0
195.0;-260.0;636.0;-374.0;-502.0;-435.0;615.0;-89.0;744.0
146.0;-312.0;637.0;-353.0;-517.0;-395.0;621.0;-140.0;757.0
132.0;-320.0;634.0;-356.0;-540.0;-381.0;621.0;-170.0;762.0
108.0;-349.0;630.0;-376.0;-626.0;-349.0;612.0;-264.0;769.0
100.0;-359.0;631.0;-383.0;-662.0;-335.0;610.0;-294.0;770.0
230.0;-256.0;580.0;-568.0;-865.0;-491.0;595.0;-265.0;780.0
-33.0;-306.0;657.0;-355.0;-810.0;-198.0;619.0;-475.0;742.0
-39.0;-305.0;652.0;-354.0;-811.0;-201.0;622.0;-472.0;746.0
-41.0;-317.0;650.0;-349.0;-810.0;-195.0;622.0;-468.0;751.0
-41.0;-322.0;651.0;-350.0;-809.0;-193.0;624.0;-471.0;749.0
-482.0;-81.0;-529.0;44.0;630.0;-22.0;-510.0;73.0;-625.0
751.0;381.0;250.0;183.0;499.0;-48.0;-37.0;788.0;219.0
18.0;417.0;-590.0;-316.0;678.0;248.0;-608.0;-110.0;-782.0
734.0;198.0;398.0;113.0;27.0;-74.0;126.0;506.0;310.0
607.0;5.0;541.0;79.0;-143.0;-91.0;290.0;362.0;470.0
648.0;315.0;408.0;-496.0;772.0;28.0;414.0;-619.0;334.0
371.0;15.0;630.0;78.0;739.0;-70.0;576.0;117.0;638.0
58.0;-273.0;657.0;250.0;822.0;143.0;691.0;366.0;742.0
-41.0;-321.0;653.0;-352.0;-807.0;-193.0;628.0;-478.0;747.0
-41.0;-317.0;654.0;-353.0;-806.0;-193.0;628.0;-481.0;746.0
-41.0;-313.0;654.0;-354.0;-806.0;-194.0;628.0;-482.0;746.0
-570.0;-749.0;228.0;546.0;615.0;455.0;250.0;811.0;482.0
650.0;68.0;504.0;381.0;-243.0;443.0;321.0;430.0;434.0
691.0;148.0;390.0;255.0;-167.0;192.0;166.0;463.0;340.0
700.0;169.0;373.0;229.0;-81.0;124.0;145.0;526.0;319.0
-727.0;-395.0;-397.0;349.0;302.0;-395.0;-366.0;297.0;-437.0
-39.0;-307.0;656.0;-355.0;-806.0;-193.0;627.0;-484.0;745.0
-36.0;-299.0;657.0;-358.0;-808.0;-193.0;624.0;-485.0;746.0
754.0;617.0;203.0;495.0;93.0;564.0;62.0;646.0;35.0
719.0;608.0;294.0;363.0;-268.0;489.0;187.0;485.0;170.0
600.0;398.0;387.0;329.0;-259.0;412.0;158.0;358.0;431.0
666.0;471.0;375.0;340.0;-327.0;382.0;114.0;397.0;330.0
491.0;352.0;538.0;81.0;-667.0;192.0;267.0;-47.0;567.0
481.0;352.0;570.0;0.0;-750.0;132.0;316.0;-162.0;572.0
-34.0;-296.0;657.0;-359.0;-810.0;-193.0;622.0;-485.0;746.0
-40.0;-302.0;665.0;-362.0;-822.0;-183.0;615.0;-468.0;742.0
-40.0;-307.0;670.0;-358.0;-823.0;-175.0;620.0;-459.0;738.0
-35.0;-308.0;674.0;-355.0;-823.0;-171.0;625.0;-453.0;736.0
-26.0;-305.0;678.0;-352.0;-822.0;-168.0;632.0;-448.0;733.0
20.0;-278.0;689.0;-342.0;-820.0;-158.0;651.0;-421.0;724.0
28.0;-269.0;689.0;-341.0;-820.0;-158.0;651.0;-414.0;724.0
41.0;-243.0;688.0;-342.0;-820.0;-166.0;648.0;-405.0;724.0
43.0;-192.0;656.0;-342.0;-806.0;-155.0;588.0;-469.0;753.0
17.0;-224.0;657.0;-344.0;-805.0;-160.0;591.0;-477.0;751.0
-41.0;-295.0;658.0;-359.0;-808.0;-186.0;618.0;-498.0;740.0
14.0;-444.0;625.0;-239.0;-871.0;-141.0;659.0;-402.0;777.0
-6.0;-414.0;602.0;-227.0;-841.0;-182.0;634.0;-341.0;786.0
-6.0;-411.0;603.0;-229.0;-839.0;-191.0;634.0;-340.0;783.0
-2.0;-406.0;606.0;-237.0;-835.0;-226.0;640.0;-337.0;782.0
0.0;-401.0;609.0;-242.0;-835.0;-238.0;645.0;-334.0;781.0
-10.0;-399.0;616.0;-256.0;-840.0;-250.0;650.0;-326.0;777.0
-25.0;-404.0;616.0;-269.0;-845.0;-262.0;647.0;-330.0;775.0
-30.0;-407.0;614.0;-278.0;-849.0;-270.0;645.0;-336.0;774.0
-115.0;-396.0;601.0;-386.0;-785.0;-258.0;605.0;-569.0;769.0
-108.0;-389.0;599.0;-379.0;-784.0;-252.0;603.0;-566.0;772.0
-101.0;-382.0;599.0;-373.0;-783.0;-247.0;602.0;-561.0;775.0
-98.0;-379.0;598.0;-368.0;-782.0;-242.0;600.0;-556.0;776.0
-96.0;-377.0;596.0;-367.0;-782.0;-243.0;600.0;-544.0;778.0
-96.0;-378.0;600.0;-367.0;-787.0;-238.0;606.0;-536.0;775.0
-98.0;-380.0;604.0;-371.0;-789.0;-241.0;609.0;-533.0;772.0
-110.0;-391.0;616.0;-388.0;-794.0;-252.0;619.0;-535.0;760.0
540.0;157.0;496.0;-369.0;-194.0;449.0;492.0;-402.0;553.0
434.0;115.0;539.0;-342.0;-206.0;407.0;521.0;-397.0;603.0
387.0;90.0;570.0;-316.0;-239.0;379.0;554.0;-380.0;609.0
389.0;59.0;586.0;-297.0;-305.0;323.0;595.0;-306.0;616.0
390.0;61.0;594.0;-295.0;-327.0;316.0;606.0;-289.0;611.0
390.0;63.0;607.0;-293.0;-358.0;313.0;621.0;-263.0;603.0
396.0;69.0;607.0;-297.0;-357.0;316.0;622.0;-264.0;598.0
406.0;76.0;609.0;-304.0;-362.0;313.0;623.0;-253.0;589.0
427.0;45.0;602.0;-330.0;-371.0;317.0;623.0;-232.0;585.0
431.0;40.0;600.0;-336.0;-375.0;322.0;622.0;-232.0;585.0
453.0;42.0;592.0;-355.0;-390.0;354.0;612.0;-236.0;576.0
484.0;51.0;600.0;-367.0;-334.0;343.0;620.0;-255.0;550.0
483.0;28.0;589.0;-364.0;-326.0;314.0;595.0;-270.0;560.0
490.0;36.0;596.0;-362.0;-322.0;312.0;593.0;-281.0;548.0
-157.0;-501.0;509.0;-319.0;-809.0;-341.0;580.0;-487.0;801.0
-205.0;-541.0;509.0;-371.0;-880.0;-339.0;574.0;-583.0;786.0
-226.0;-574.0;473.0;-389.0;-786.0;-422.0;557.0;-517.0;797.0
640.0;342.0;480.0;-236.0;-403.0;322.0;434.0;-316.0;427.0
424.0;78.0;612.0;267.0;-768.0;-25.0;600.0;-157.0;655.0
284.0;-86.0;638.0;248.0;-656.0;-103.0;624.0;-13.0;715.0
262.0;-107.0;643.0;237.0;-642.0;-110.0;634.0;19.0;720.0
254.0;-116.0;644.0;237.0;-635.0;-123.0;638.0;39.0;722.0
274.0;-105.0;616.0;310.0;-653.0;-379.0;636.0;34.0;735.0
232.0;-127.0;642.0;167.0;-637.0;-98.0;644.0;109.0;730.0
232.0;-121.0;640.0;155.0;-633.0;-85.0;644.0;111.0;732.0
217.0;-111.0;635.0;140.0;-627.0;-87.0;634.0;131.0;741.0
195.0;-133.0;626.0;144.0;-622.0;-110.0;630.0;142.0;753.0
165.0;-169.0;620.0;154.0;-618.0;-150.0;629.0;154.0;764.0
126.0;-240.0;608.0;166.0;-621.0;-163.0;633.0;159.0;777.0
107.0;-263.0;606.0;167.0;-625.0;-164.0;633.0;162.0;780.0
60.0;-399.0;395.0;-75.0;-680.0;149.0;525.0;447.0;825.0
-222.0;-806.0;496.0;536.0;-539.0;-383.0;130.0;-16.0;747.0
130.0;-275.0;642.0;277.0;-635.0;-218.0;633.0;-36.0;756.0
186.0;-207.0;630.0;164.0;-613.0;-147.0;638.0;9.0;753.0
187.0;-200.0;633.0;152.0;-618.0;-151.0;635.0;30.0;751.0
185.0;-197.0;634.0;148.0;-625.0;-155.0;635.0;45.0;751.0
195.0;-202.0;614.0;152.0;-680.0;-102.0;630.0;109.0;764.0
-125.0;-399.0;631.0;-401.0;-806.0;-223.0;616.0;-539.0;747.0
-114.0;-389.0;634.0;-396.0;-809.0;-221.0;611.0;-527.0;750.0
-111.0;-385.0;636.0;-395.0;-809.0;-216.0;609.0;-520.0;750.0
-105.0;-383.0;639.0;-395.0;-805.0;-216.0;605.0;-508.0;750.0
-102.0;-380.0;643.0;-398.0;-803.0;-216.0;605.0;-499.0;748.0
-100.0;-376.0;647.0;-408.0;-802.0;-224.0;610.0;-491.0;745.0
-106.0;-380.0;646.0;-414.0;-801.0;-234.0;611.0;-495.0;742.0
-112.0;-384.0;645.0;-416.0;-800.0;-235.0;610.0;-496.0;740.0
-131.0;-399.0;645.0;-417.0;-800.0;-236.0;603.0;-497.0;733.0
-128.0;-424.0;663.0;-451.0;-810.0;-274.0;607.0;-521.0;729.0
-274.0;-597.0;448.0;-194.0;-821.0;-76.0;-341.0;-531.0;679.0
-42.0;-399.0;568.0;-386.0;-896.0;-260.0;618.0;-426.0;811.0
124.0;-242.0;619.0;-257.0;-819.0;-100.0;594.0;-319.0;775.0
677.0;241.0;437.0;531.0;-140.0;350.0;198.0;440.0;435.0
711.0;268.0;422.0;374.0;38.0;268.0;172.0;563.0;398.0
723.0;286.0;408.0;326.0;51.0;131.0;131.0;515.0;370.0
723.0;286.0;408.0;314.0;22.0;110.0;130.0;497.0;369.0
722.0;285.0;407.0;303.0;-41.0;66.0;130.0;475.0;369.0
723.0;283.0;402.0;308.0;-66.0;36.0;128.0;452.0;371.0
724.0;282.0;399.0;315.0;-57.0;49.0;124.0;455.0;370.0
723.0;282.0;397.0;317.0;-55.0;52.0;122.0;454.0;370.0
723.0;280.0;395.0;320.0;-51.0;57.0;118.0;453.0;370.0
722.0;280.0;394.0;322.0;-49.0;60.0;117.0;453.0;369.0
721.0;279.0;393.0;324.0;-51.0;64.0;115.0;454.0;369.0
716.0;272.0;397.0;320.0;-50.0;67.0;113.0;456.0;367.0
716.0;275.0;396.0;295.0;-68.0;42.0;114.0;434.0;362.0
719.0;274.0;389.0;284.0;-85.0;41.0;102.0;438.0;352.0
719.0;273.0;385.0;287.0;-82.0;49.0;96.0;445.0;349.0
720.0;272.0;382.0;292.0;-74.0;61.0;90.0;453.0;347.0
720.0;271.0;375.0;306.0;-41.0;90.0;79.0;473.0;342.0
720.0;271.0;371.0;316.0;-18.0;103.0;75.0;484.0;341.0
810.0;378.0;317.0;437.0;133.0;372.0;-11.0;607.0;235.0
727.0;284.0;406.0;412.0;118.0;315.0;127.0;557.0;356.0
274.0;-124.0;544.0;-328.0;-899.0;-79.0;566.0;-227.0;793.0
271.0;-71.0;615.0;-196.0;-816.0;-79.0;616.0;-247.0;733.0
259.0;-75.0;622.0;-203.0;-808.0;-49.0;619.0;-257.0;731.0
314.0;-114.0;575.0;-16.0;-812.0;-207.0;525.0;60.0;697.0
299.0;-104.0;577.0;-22.0;-810.0;-225.0;525.0;58.0;708.0
313.0;-66.0;575.0;-43.0;-801.0;-241.0;539.0;44.0;700.0
333.0;-32.0;589.0;-53.0;-800.0;-207.0;557.0;-4.0;681.0
330.0;-32.0;603.0;-59.0;-804.0;-178.0;567.0;-27.0;680.0
351.0;29.0;588.0;-53.0;-721.0;13.0;558.0;12.0;677.0
372.0;47.0;573.0;-69.0;-718.0;-26.0;552.0;24.0;673.0
568.0;251.0;522.0;236.0;-649.0;-380.0;497.0;-38.0;599.0
406.0;101.0;557.0;-112.0;-705.0;-140.0;542.0;-2.0;670.0
397.0;85.0;563.0;-117.0;-711.0;-143.0;548.0;-32.0;675.0
366.0;38.0;576.0;-118.0;-733.0;-120.0;558.0;-92.0;694.0
345.0;8.0;586.0;-113.0;-745.0;-90.0;564.0;-112.0;702.0
179.0;-230.0;634.0;-64.0;-740.0;86.0;583.0;-203.0;745.0
169.0;-274.0;636.0;-68.0;-740.0;99.0;589.0;-225.0;748.0
98.0;-393.0;651.0;-86.0;-754.0;99.0;593.0;-267.0;752.0
80.0;-410.0;657.0;-103.0;-765.0;68.0;596.0;-281.0;749.0
222.0;-129.0;660.0;-168.0;-764.0;-13.0;631.0;-251.0;715.0
226.0;-127.0;656.0;-165.0;-762.0;-27.0;626.0;-240.0;717.0
154.0;-233.0;632.0;-240.0;-786.0;-104.0;604.0;-281.0;759.0
63.0;-248.0;670.0;-289.0;-813.0;-83.0;648.0;-373.0;738.0
97.0;-222.0;664.0;-275.0;-814.0;-120.0;643.0;-342.0;740.0
103.0;-212.0;661.0;-268.0;-816.0;-139.0;641.0;-329.0;742.0
131.0;-172.0;652.0;-267.0;-816.0;-147.0;641.0;-289.0;746.0
136.0;-195.0;652.0;-249.0;-797.0;-103.0;658.0;-282.0;745.0
110.0;-238.0;652.0;-246.0;-796.0;-80.0;653.0;-283.0;749.0
54.0;-319.0;652.0;-243.0;-791.0;-57.0;633.0;-284.0;751.0
106.0;-296.0;632.0;-227.0;-803.0;-69.0;604.0;-309.0;767.0
265.0;-90.0;619.0;-176.0;-813.0;-88.0;614.0;-215.0;730.0
360.0;121.0;608.0;-142.0;-731.0;-75.0;548.0;-105.0;689.0
336.0;88.0;611.0;-138.0;-732.0;-43.0;548.0;-116.0;701.0
309.0;52.0;618.0;-133.0;-732.0;-2.0;552.0;-124.0;711.0
-43.0;-436.0;645.0;-292.0;-788.0;-80.0;607.0;-358.0;746.0
-226.0;-611.0;616.0;-373.0;-807.0;-175.0;619.0;-454.0;691.0
-479.0;-685.0;531.0;-457.0;-889.0;-222.0;639.0;-352.0;614.0
-469.0;-784.0;623.0;-612.0;-683.0;-327.0;575.0;-371.0;544.0
286.0;-61.0;618.0;-173.0;-813.0;-105.0;614.0;-207.0;722.0
303.0;-12.0;650.0;-80.0;-750.0;-2.0;658.0;-132.0;686.0
283.0;-34.0;660.0;-86.0;-766.0;-31.0;659.0;-122.0;687.0
285.0;-16.0;659.0;-86.0;-773.0;42.0;652.0;-144.0;684.0
273.0;-70.0;640.0;-153.0;-794.0;-76.0;639.0;-186.0;713.0
272.0;-68.0;647.0;-164.0;-802.0;-99.0;643.0;-169.0;706.0
243.0;-85.0;660.0;-162.0;-811.0;-83.0;644.0;-190.0;707.0
240.0;-100.0;658.0;-164.0;-811.0;-34.0;638.0;-232.0;707.0
214.0;-113.0;660.0;-172.0;-806.0;0.0;629.0;-256.0;715.0
216.0;-196.0;612.0;-355.0;-979.0;60.0;642.0;-221.0;755.0
610.0;332.0;435.0;299.0;-167.0;146.0;430.0;321.0;546.0
588.0;310.0;463.0;271.0;-244.0;138.0;442.0;272.0;554.0
-66.0;-390.0;651.0;-362.0;-832.0;-223.0;654.0;-438.0;730.0
-134.0;-447.0;619.0;-371.0;-813.0;-192.0;620.0;-470.0;730.0
-96.0;-374.0;674.0;-338.0;-810.0;-164.0;637.0;-385.0;710.0
-61.0;-340.0;672.0;-326.0;-826.0;-198.0;648.0;-332.0;716.0
-46.0;-317.0;671.0;-324.0;-834.0;-194.0;658.0;-296.0;723.0
-35.0;-312.0;669.0;-318.0;-835.0;-189.0;659.0;-288.0;727.0
-100.0;-365.0;644.0;-305.0;-823.0;-155.0;631.0;-324.0;730.0
-128.0;-396.0;635.0;-304.0;-818.0;-155.0;612.0;-327.0;727.0
39.0;-211.0;669.0;-238.0;-802.0;-116.0;648.0;-260.0;733.0
77.0;-214.0;658.0;-232.0;-798.0;-108.0;655.0;-240.0;744.0
73.0;-230.0;655.0;-230.0;-794.0;-105.0;655.0;-254.0;746.0
67.0;-236.0;652.0;-233.0;-794.0;-99.0;657.0;-271.0;749.0
57.0;-241.0;646.0;-236.0;-795.0;-89.0;657.0;-288.0;753.0
-31.0;-322.0;625.0;-252.0;-794.0;-82.0;611.0;-327.0;759.0
-77.0;-345.0;614.0;-306.0;-791.0;-131.0;601.0;-408.0;761.0
-90.0;-375.0;615.0;-305.0;-786.0;-130.0;607.0;-402.0;758.0
-108.0;-407.0;618.0;-303.0;-786.0;-126.0;612.0;-401.0;753.0
-130.0;-429.0;621.0;-301.0;-787.0;-122.0;617.0;-396.0;745.0
-163.0;-447.0;628.0;-307.0;-792.0;-149.0;623.0;-386.0;732.0
-165.0;-447.0;632.0;-315.0;-796.0;-172.0;626.0;-383.0;728.0
-158.0;-444.0;631.0;-338.0;-803.0;-220.0;631.0;-403.0;728.0
-143.0;-438.0;628.0;-348.0;-806.0;-232.0;633.0;-423.0;734.0
-114.0;-411.0;624.0;-343.0;-809.0;-212.0;635.0;-436.0;745.0
25.0;-245.0;672.0;-306.0;-801.0;-144.0;638.0;-382.0;736.0
40.0;-244.0;667.0;-300.0;-809.0;-158.0;637.0;-362.0;740.0
45.0;-243.0;664.0;-300.0;-818.0;-178.0;634.0;-341.0;742.0
55.0;-215.0;659.0;-305.0;-829.0;-203.0;630.0;-328.0;746.0
72.0;-208.0;651.0;-310.0;-823.0;-217.0;622.0;-331.0;753.0
52.0;-228.0;643.0;-310.0;-819.0;-194.0;615.0;-363.0;759.0
-25.0;-302.0;631.0;-302.0;-800.0;-140.0;572.0;-381.0;763.0
-53.0;-333.0;630.0;-313.0;-794.0;-153.0;556.0;-400.0;758.0
39.0;-254.0;688.0;-255.0;-799.0;-102.0;641.0;-294.0;724.0
67.0;-226.0;686.0;-247.0;-804.0;-122.0;638.0;-276.0;725.0
88.0;-207.0;679.0;-248.0;-813.0;-145.0;634.0;-262.0;729.0
