InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accY;Accelerometer LUA_ accX;InertialMeasurementUnit RLA magneticX;Accelerometer LH accX;InertialMeasurementUnit LLA magneticX;Accelerometer LWR accZ;InertialMeasurementUnit LUA magneticY
-142.0;134.0;1251.0;-631.0;-616.0;-421.0;479.0;161.0;544.0;271.0
-568.0;560.0;986.0;-336.0;-196.0;-84.0;214.0;196.0;255.0;368.0
-377.0;279.0;1077.0;-451.0;-320.0;387.0;295.0;519.0;340.0;64.0
-573.0;582.0;856.0;-482.0;-378.0;154.0;398.0;-20.0;439.0;482.0
-624.0;68.0;1011.0;-472.0;-202.0;-479.0;297.0;861.0;360.0;-196.0
-671.0;871.0;409.0;-917.0;-852.0;-317.0;906.0;-1024.0;962.0;820.0
-545.0;411.0;708.0;-555.0;-614.0;3.0;302.0;-584.0;409.0;425.0
-493.0;364.0;991.0;-452.0;-320.0;151.0;459.0;323.0;445.0;264.0
-598.0;499.0;937.0;-877.0;-652.0;-424.0;807.0;-487.0;778.0;484.0
-794.0;794.0;355.0;-880.0;-822.0;-670.0;729.0;-429.0;954.0;878.0
-597.0;423.0;1689.0;-439.0;-118.0;-107.0;246.0;401.0;393.0;164.0
-569.0;344.0;936.0;-601.0;-388.0;-546.0;432.0;-440.0;438.0;457.0
-423.0;211.0;1000.0;-392.0;-190.0;220.0;297.0;412.0;304.0;-171.0
-544.0;394.0;1044.0;-456.0;-27.0;37.0;404.0;313.0;388.0;184.0
-590.0;536.0;916.0;-453.0;-185.0;-343.0;388.0;194.0;368.0;326.0
-581.0;522.0;890.0;-417.0;-209.0;-220.0;393.0;296.0;381.0;207.0
-332.0;406.0;627.0;-531.0;-597.0;-489.0;364.0;-373.0;344.0;472.0
-610.0;552.0;982.0;-383.0;-266.0;-364.0;363.0;155.0;393.0;274.0
-765.0;619.0;949.0;-483.0;-383.0;-640.0;509.0;49.0;473.0;664.0
-611.0;457.0;859.0;-475.0;-249.0;-336.0;460.0;170.0;493.0;257.0
-254.0;314.0;776.0;-16.0;48.0;-358.0;383.0;-175.0;52.0;405.0
-608.0;451.0;846.0;-496.0;-271.0;-338.0;446.0;178.0;423.0;241.0
-618.0;549.0;992.0;-490.0;-175.0;-391.0;433.0;225.0;402.0;201.0
-585.0;430.0;863.0;-508.0;-272.0;-312.0;472.0;194.0;529.0;213.0
-582.0;428.0;875.0;-500.0;-277.0;-305.0;477.0;194.0;508.0;210.0
-583.0;426.0;875.0;-479.0;-262.0;-301.0;490.0;194.0;461.0;212.0
-522.0;262.0;1017.0;-728.0;-236.0;-402.0;496.0;565.0;442.0;136.0
-755.0;401.0;835.0;-538.0;-180.0;-724.0;493.0;311.0;403.0;18.0
-816.0;780.0;373.0;-496.0;-536.0;-416.0;414.0;-189.0;596.0;624.0
-897.0;844.0;430.0;-622.0;-484.0;-707.0;802.0;-271.0;756.0;554.0
-655.0;494.0;823.0;-545.0;-261.0;-348.0;493.0;175.0;497.0;257.0
-579.0;508.0;850.0;-435.0;-241.0;-185.0;474.0;301.0;440.0;163.0
-364.0;456.0;979.0;-442.0;-800.0;-546.0;331.0;-230.0;393.0;486.0
-653.0;482.0;830.0;-529.0;-262.0;-351.0;457.0;190.0;498.0;233.0
-580.0;508.0;914.0;-429.0;-223.0;-178.0;495.0;300.0;435.0;166.0
-645.0;478.0;815.0;-497.0;-272.0;-356.0;443.0;193.0;453.0;229.0
-646.0;474.0;825.0;-512.0;-269.0;-351.0;432.0;186.0;444.0;227.0
-618.0;472.0;809.0;-492.0;-256.0;-288.0;394.0;184.0;411.0;232.0
-602.0;460.0;813.0;-472.0;-227.0;-276.0;396.0;195.0;357.0;230.0
-612.0;469.0;819.0;-482.0;-276.0;-278.0;396.0;182.0;421.0;234.0
-612.0;468.0;812.0;-472.0;-285.0;-284.0;388.0;179.0;450.0;236.0
-603.0;480.0;851.0;-437.0;-278.0;-321.0;402.0;170.0;462.0;293.0
-613.0;467.0;804.0;-467.0;-259.0;-299.0;412.0;175.0;512.0;235.0
-613.0;467.0;833.0;-468.0;-261.0;-299.0;425.0;173.0;433.0;231.0
-607.0;465.0;832.0;-486.0;-263.0;-287.0;429.0;184.0;402.0;232.0
-572.0;500.0;821.0;-460.0;-182.0;-289.0;333.0;175.0;349.0;304.0
-576.0;512.0;875.0;-370.0;-231.0;-174.0;511.0;305.0;493.0;171.0
-599.0;550.0;995.0;-360.0;-201.0;-279.0;253.0;206.0;312.0;259.0
-608.0;458.0;792.0;-459.0;-231.0;-343.0;394.0;200.0;409.0;227.0
-555.0;445.0;793.0;-431.0;-334.0;-525.0;426.0;131.0;414.0;212.0
-787.0;721.0;429.0;-724.0;-492.0;-944.0;665.0;3.0;735.0;398.0
-588.0;536.0;855.0;-419.0;-136.0;-261.0;487.0;282.0;405.0;239.0
-933.0;729.0;349.0;-540.0;62.0;-612.0;118.0;-468.0;65.0;514.0
-657.0;501.0;828.0;-378.0;-185.0;-451.0;290.0;235.0;363.0;265.0
-581.0;564.0;814.0;-362.0;-213.0;-7.0;233.0;227.0;278.0;368.0
-532.0;361.0;717.0;-394.0;-193.0;0.0;261.0;356.0;319.0;16.0
-545.0;393.0;712.0;-346.0;-209.0;-21.0;326.0;348.0;421.0;62.0
88.0;-461.0;976.0;-935.0;-899.0;-161.0;824.0;153.0;878.0;-177.0
-858.0;314.0;1003.0;-394.0;-157.0;-755.0;291.0;318.0;314.0;-44.0
-569.0;436.0;900.0;-575.0;-452.0;-242.0;763.0;-27.0;518.0;544.0
-311.0;-712.0;980.0;-412.0;-129.0;-38.0;293.0;796.0;313.0;-857.0
-599.0;540.0;973.0;-352.0;-196.0;-355.0;227.0;229.0;291.0;233.0
-737.0;816.0;477.0;-904.0;-863.0;-530.0;896.0;-1015.0;950.0;837.0
-428.0;442.0;1154.0;-454.0;-236.0;412.0;332.0;351.0;344.0;294.0
521.0;-709.0;890.0;-575.0;-547.0;814.0;432.0;913.0;502.0;-548.0
-535.0;396.0;697.0;-320.0;-180.0;25.0;181.0;340.0;252.0;91.0
282.0;-285.0;356.0;-412.0;-206.0;824.0;25.0;580.0;190.0;-297.0
-587.0;536.0;848.0;-398.0;-210.0;-256.0;395.0;273.0;350.0;247.0
-586.0;500.0;904.0;-281.0;-371.0;-147.0;95.0;177.0;210.0;245.0
346.0;-331.0;1256.0;-395.0;-156.0;645.0;268.0;587.0;404.0;-335.0
-593.0;220.0;1015.0;-534.0;-491.0;-440.0;485.0;734.0;373.0;212.0
-394.0;173.0;992.0;-175.0;-3.0;232.0;189.0;404.0;127.0;-157.0
-579.0;525.0;923.0;-446.0;-171.0;-177.0;442.0;306.0;332.0;184.0
-644.0;469.0;874.0;-379.0;-160.0;-302.0;405.0;308.0;440.0;155.0
