InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
5;-5;-83.0;-317;-31;-5;-23.0;31;-314.0;-26.0;-5;22.0
-3;-15;73.0;-275;37;-3;5.0;-37;-218.0;-152.0;-15;18.0
3;-19;20.0;-243;61;-11;-23.0;-61;-271.0;-214.0;-19;-27.0
-3;-5;53.0;-277;-5;-5;30.0;5;-206.0;-162.0;-5;25.0
9;2;35.0;-278;0;-5;-5.0;0;-197.0;-157.0;2;17.0
2;-14;67.0;-273;-20;-2;31.0;20;-211.0;-161.0;-14;33.0
5;9;38.0;-270;30;-1;6.0;-30;-342.0;-2.0;9;-100.0
3;5;3.0;-243;7;25;35.0;-7;-386.0;-16.0;5;-115.0
-5;-44;-12.0;-260;22;1;-36.0;-22;-393.0;13.0;-44;-116.0
7;-3;63.0;-273;3;0;-22.0;-3;-201.0;-171.0;-3;33.0
-3;-8;46.0;-269;-41;6;16.0;41;-219.0;-153.0;-8;24.0
-2;27;116.0;-271;-3;1;39.0;3;-208.0;-146.0;27;-3.0
-1;-27;-14.0;-289;-80;-3;2.0;80;-372.0;-170.0;-27;53.0
0;-29;10.0;-287;-29;-2;24.0;29;-481.0;-169.0;-29;76.0
3;-15;3.0;-289;52;-8;4.0;-52;-424.0;-169.0;-15;42.0
3;-14;-1.0;-289;-22;-5;-18.0;22;-414.0;-162.0;-14;38.0
-3;-11;9.0;-288;-12;-3;11.0;12;-404.0;-176.0;-11;59.0
-2;21;-81.0;-272;3;-4;-47.0;-3;-491.0;-141.0;21;54.0
4;-18;63.0;-300;6;-6;65.0;-6;-472.0;-138.0;-18;-6.0
0;-18;-8.0;-281;26;1;-16.0;-26;-411.0;-161.0;-18;11.0
-8;6;4.0;-282;-9;-1;1.0;9;-409.0;-172.0;6;55.0
2;-12;-4.0;-271;8;2;-19.0;-8;-404.0;87.0;-12;50.0
-2;-1;16.0;-286;-27;-4;7.0;27;-407.0;-172.0;-1;38.0
-2;-13;-12.0;-285;56;-3;-14.0;-56;-402.0;-193.0;-13;21.0
-2;-22;-2.0;-278;-43;3;12.0;43;-395.0;-170.0;-22;4.0
5;14;-15.0;-279;11;5;-14.0;-11;-396.0;-172.0;14;35.0
1;8;-44.0;-279;-22;5;-20.0;22;-395.0;-171.0;8;-10.0
0;-23;11.0;-272;25;-6;2.0;-25;-425.0;77.0;-23;-7.0
1;22;-21.0;-285;17;0;-35.0;-17;-395.0;-180.0;22;21.0
-1;0;9.0;-282;-6;3;-35.0;6;-394.0;-166.0;0;21.0
6;22;-25.0;-283;16;2;-48.0;-16;-387.0;-170.0;22;5.0
4;15;22.0;-283;16;1;1.0;-16;-386.0;-179.0;15;33.0
11;-1;15.0;-280;-29;5;-59.0;29;-404.0;-180.0;-1;-28.0
14;4;55.0;-286;-21;-2;29.0;21;-385.0;-161.0;4;-117.0
2;15;19.0;-314;-10;3;31.0;10;-257.0;-28.0;15;59.0
3;-5;1.0;-317;34;0;-49.0;-34;-217.0;-46.0;-5;15.0
2;16;17.0;-268;6;1;-7.0;-6;-404.0;88.0;16;-17.0
-2;44;-7.0;-253;56;0;-53.0;-56;-338.0;-117.0;44;34.0
3;15;8.0;-247;-12;-4;-32.0;12;-292.0;-97.0;15;-30.0
5;-86;23.0;-229;10;-46;-43.0;-10;-302.0;-99.0;-86;-45.0
2;3;50.0;-274;6;-3;-3.0;-6;-416.0;84.0;3;3.0
13;2;93.0;-287;9;-4;37.0;-9;-385.0;-152.0;2;-64.0
14;12;81.0;-284;35;0;-65.0;-35;-414.0;-172.0;12;-92.0
-1;33;18.0;-277;-13;1;14.0;13;-160.0;-160.0;33;0.0
-21;9;-90.0;-308;-58;-23;-77.0;58;-428.0;-138.0;9;-6.0
-14;-19;184.0;-274;39;21;56.0;-39;-241.0;-48.0;-19;-457.0
2;5;38.0;-315;-13;3;7.0;13;-199.0;-13.0;5;56.0
-5;-25;44.0;-314;23;-10;3.0;-23;-504.0;-175.0;-25;43.0
-1;37;36.0;-284;-35;5;-18.0;35;-378.0;-184.0;37;29.0
4;-28;-53.0;-290;-11;-2;-39.0;11;-388.0;-174.0;-28;9.0
-5;38;-31.0;-265;9;-4;-41.0;-9;-415.0;54.0;38;-78.0
-49;761;-162.0;-346;2206;-413;-108.0;-2206;-315.0;-47.0;761;-49.0
-4;-8;33.0;-267;27;-5;-45.0;-27;-420.0;5.0;-8;-50.0
9;27;19.0;-288;-4;-3;-36.0;4;-366.0;-179.0;27;-64.0
-1;23;18.0;-263;27;-4;8.0;-27;-417.0;12.0;23;141.0
7;6;81.0;-282;50;3;5.0;-50;-371.0;-171.0;6;-36.0
2;-5;-57.0;-271;26;5;-48.0;-26;-232.0;-152.0;-5;45.0
0;-38;-42.0;-274;9;1;-29.0;-9;-190.0;-161.0;-38;41.0
-5;0;42.0;-261;20;1;51.0;-20;-412.0;10.0;0;32.0
-5;17;60.0;-262;20;1;93.0;-20;-429.0;0.0;17;-26.0
0;-27;1.0;-271;-2;6;-35.0;2;-151.0;-162.0;-27;19.0
-7;-7;62.0;-255;-63;8;-39.0;63;-396.0;13.0;-7;-13.0
-6;-11;-27.0;-257;8;2;-87.0;-8;-415.0;26.0;-11;76.0
0;4;105.0;-271;10;-17;64.0;-10;-441.0;-13.0;4;38.0
8;31;72.0;-242;10;13;46.0;-10;-434.0;-25.0;31;31.0
4;-20;-6.0;-254;12;-2;19.0;-12;-430.0;-4.0;-20;75.0
0;17;-4.0;-258;4;-5;31.0;-4;-425.0;-18.0;17;33.0
-3;-4;43.0;-258;-7;-5;47.0;7;-424.0;-18.0;-4;27.0
1;-6;98.0;-259;-39;-7;69.0;39;-424.0;-25.0;-6;-28.0
-1;17;-32.0;-273;-4;2;-16.0;4;-151.0;-157.0;17;-18.0
-14;-19;22.0;-288;-32;-5;4.0;32;-201.0;-193.0;-19;39.0
4;21;2.0;-259;22;-1;-40.0;-22;-371.0;15.0;21;-62.0
-1;30;-69.0;-266;16;-7;-117.0;-16;-382.0;39.0;30;41.0
-1;-6;-56.0;-263;31;-4;-94.0;-31;-395.0;30.0;-6;5.0
3;-19;-34.0;-263;4;-2;-44.0;-4;-404.0;49.0;-19;-2.0
1;-2;-54.0;-264;-3;-2;-43.0;3;-406.0;24.0;-2;34.0
-12;-25;7.0;-278;-57;4;-27.0;57;-309.0;-179.0;-25;33.0
15;-31;64.0;-288;-37;-5;-21.0;37;-303.0;-183.0;-31;-126.0
-39;452;-211.0;-103;-178;255;324.0;178;-388.0;-97.0;452;-259.0
41;37;-48.0;-233;21;-1;59.0;-21;-382.0;-115.0;37;-92.0
2;-7;18.0;-283;-17;-1;-64.0;17;-285.0;-171.0;-7;10.0
1;-17;20.0;-287;-9;-7;-6.0;9;-280.0;-172.0;-17;46.0
-4;-32;11.0;-274;-40;7;11.0;40;-280.0;-180.0;-32;27.0
-6;-46;9.0;-272;-47;9;-14.0;47;-284.0;-181.0;-46;-8.0
0;6;-30.0;-278;-26;0;-18.0;26;-282.0;-181.0;6;-16.0
1;25;3.0;-285;16;-7;-58.0;-16;-283.0;-182.0;25;8.0
8;4;-1.0;-280;7;1;15.0;-7;-292.0;-180.0;4;64.0
7;-37;-6.0;-287;24;-5;1.0;-24;-292.0;-181.0;-37;34.0
6;-34;27.0;-334;-37;-6;-11.0;37;-209.0;-7.0;-34;44.0
3;-31;3.0;-333;8;-8;-7.0;-8;-199.0;-29.0;-31;-6.0
2;17;24.0;-283;5;-1;-29.0;-5;-303.0;-182.0;17;34.0
9;17;10.0;-258;17;10;-40.0;-17;-431.0;-139.0;17;-9.0
4;-16;62.0;-234;-14;5;56.0;14;-365.0;-139.0;-16;-18.0
1;-6;-22.0;-234;-5;2;-11.0;5;-372.0;-142.0;-6;-50.0
3;9;2.0;-231;-12;3;45.0;12;-368.0;-150.0;9;-27.0
4;29;78.0;-232;13;9;67.0;-13;-355.0;-137.0;29;-43.0
-3;-36;127.0;-236;37;-4;16.0;-37;-366.0;-160.0;-36;65.0
-6;-2;35.0;-238;38;-6;-47.0;-38;-378.0;-113.0;-2;14.0
-1;-13;-2.0;-234;26;0;-42.0;-26;-355.0;-155.0;-13;24.0
3;19;4.0;-234;6;-2;28.0;-6;-352.0;-96.0;19;48.0
0;-2;48.0;-237;60;7;46.0;-60;-357.0;-134.0;-2;-71.0
-6;10;83.0;-244;12;3;67.0;-12;-350.0;-119.0;10;-72.0
-6;-36;81.0;-247;14;-4;-39.0;-14;-304.0;-114.0;-36;1.0
2;-13;3.0;-280;-14;1;-28.0;14;-282.0;-177.0;-13;-36.0
7;-31;-27.0;-278;-12;6;-58.0;12;-286.0;-168.0;-31;-4.0
21;41;103.0;-274;-44;8;30.0;44;-283.0;-202.0;41;-44.0
-1;-7;20.0;-265;-55;-4;5.0;55;-383.0;-120.0;-7;-281.0
1;18;-48.0;-269;-19;-3;-48.0;19;-218.0;-168.0;18;25.0
0;-36;-27.0;-245;15;6;67.0;-15;-299.0;-19.0;-36;-92.0
-2;-26;-25.0;-249;-9;-3;55.0;9;-275.0;-8.0;-26;-73.0
0;-4;49.0;-247;-44;0;81.0;44;-282.0;3.0;-4;-13.0
-1;-16;70.0;-244;-23;2;72.0;23;-292.0;7.0;-16;-27.0
2;-12;33.0;-263;14;2;0.0;-14;-198.0;-171.0;-12;14.0
8;18;-4.0;-240;-32;-12;36.0;32;-245.0;12.0;18;43.0
3;1;15.0;-243;40;-3;54.0;-40;-232.0;-14.0;1;-20.0
3;8;0.0;-265;-32;2;-22.0;32;-200.0;-159.0;8;-8.0
-1;8;43.0;-265;-16;0;-23.0;16;-206.0;-163.0;8;25.0
3;-30;39.0;-268;19;-3;-8.0;-19;-192.0;-161.0;-30;21.0
2;-14;36.0;-261;14;4;26.0;-14;-219.0;-151.0;-14;9.0
0;10;73.0;-245;-23;-4;32.0;23;-225.0;11.0;10;42.0
-9;-29;27.0;-255;-36;0;-7.0;36;-283.0;-1.0;-29;18.0
-2;15;-168.0;-250;12;-6;-81.0;-12;-250.0;-16.0;15;-51.0
7;-26;24.0;-265;-42;0;-35.0;42;-198.0;-166.0;-26;8.0
-7;15;-58.0;-255;-26;-11;-59.0;26;-252.0;-19.0;15;-28.0
2;4;-26.0;-245;12;1;-39.0;-12;-223.0;3.0;4;-37.0
5;-14;73.0;-271;-35;-5;-12.0;35;-197.0;-168.0;-14;-8.0
3;29;-45.0;-248;29;-4;-107.0;-29;-301.0;-28.0;29;37.0
2;-4;-104.0;-246;57;2;-30.0;-57;-274.0;-30.0;-4;-77.0
2;-30;116.0;-269;18;-3;22.0;-18;-198.0;-165.0;-30;-8.0
3;14;147.0;-265;20;-2;29.0;-20;-208.0;-159.0;14;0.0
-5;16;-41.0;-254;4;-4;3.0;-4;-226.0;5.0;16;34.0
2;0;156.0;-267;21;-2;3.0;-21;-208.0;-155.0;0;2.0
-1;47;-101.0;-247;30;12;-83.0;-30;-306.0;8.0;47;185.0
-6;6;-11.0;-255;48;-5;-24.0;-48;-264.0;-7.0;6;55.0
7;-8;77.0;-241;-55;-2;36.0;55;-248.0;20.0;-8;7.0
1;4;260.0;-246;-12;-2;58.0;12;-323.0;0.0;4;106.0
12;-16;94.0;-267;-4;-3;41.0;4;-208.0;-183.0;-16;-90.0
-47;31;-68.0;-288;-209;-1;-86.0;209;-475.0;-108.0;31;211.0
-4;7;-1.0;-261;-17;-2;3.0;17;-394.0;-151.0;7;-13.0
1;16;-104.0;-249;-12;-3;-9.0;12;-294.0;10.0;16;-108.0
1;11;18.0;-263;-25;0;-14.0;25;-307.0;-162.0;11;-30.0
-7;-18;5.0;-257;-37;-4;-31.0;37;-272.0;-16.0;-18;70.0
270;-240;83.0;-261;-496;74;-18.0;496;-435.0;-66.0;-240;42.0
-3;32;-13.0;-244;-13;4;23.0;13;-289.0;-5.0;32;-13.0
-5;-21;47.0;-253;-3;-4;-8.0;3;-288.0;22.0;-21;-26.0
-1;-14;17.0;-248;-25;-3;3.0;25;-279.0;17.0;-14;-25.0
-6;-18;-22.0;-253;10;3;-6.0;-10;-275.0;2.0;-18;17.0
3;-17;56.0;-243;3;3;0.0;-3;-260.0;1.0;-17;-52.0
0;-17;71.0;-248;2;-4;81.0;-2;-276.0;-18.0;-17;4.0
-3;16;50.0;-252;-14;-5;22.0;14;-240.0;-27.0;16;146.0
2;-11;-34.0;-245;-20;-3;-25.0;20;-298.0;-11.0;-11;-9.0
1;-4;60.0;-245;7;2;44.0;-7;-275.0;-21.0;-4;-23.0
2;-4;82.0;-244;9;1;63.0;-9;-255.0;-20.0;-4;29.0
-12;-57;142.0;-257;-15;0;-12.0;15;-251.0;-13.0;-57;43.0
6;17;125.0;-238;-5;7;91.0;5;-309.0;-6.0;17;-33.0
4;-19;24.0;-263;-12;0;-10.0;12;-319.0;-173.0;-19;-5.0
5;9;-11.0;-241;-24;7;-76.0;24;-299.0;17.0;9;-43.0
-37;-19;-240.0;-279;-22;-1;-224.0;22;-424.0;-126.0;-19;-79.0
0;-42;-70.0;-277;-48;8;-77.0;48;-428.0;-104.0;-42;-70.0
-9;-56;-48.0;-270;-51;9;-84.0;51;-425.0;-136.0;-56;-66.0
-6;-1;27.0;-261;29;0;13.0;-29;-321.0;-183.0;-1;52.0
1;0;-21.0;-266;13;15;30.0;-13;-422.0;21.0;0;-326.0
50;27;168.0;-239;-15;14;-77.0;15;-268.0;123.0;27;193.0
2;-8;-7.0;-265;-17;2;-8.0;17;-392.0;-130.0;-8;-167.0
-7;21;16.0;-261;-64;0;-11.0;64;-320.0;-154.0;21;33.0
-7;39;19.0;-256;3;-6;7.0;-3;-340.0;-119.0;39;-102.0
2;-23;37.0;-262;-24;0;1.0;24;-321.0;-169.0;-23;16.0
-2;-47;-12.0;-257;21;3;3.0;-21;-315.0;-160.0;-47;19.0
-4;6;-38.0;-256;14;-3;-47.0;-14;-325.0;-14.0;6;32.0
-6;-6;150.0;-256;-20;3;67.0;20;-313.0;-5.0;-6;-39.0
-6;-6;56.0;-257;7;-2;10.0;-7;-292.0;-13.0;-6;24.0
-1;-1;-85.0;-254;2;-5;-15.0;-2;-280.0;-11.0;-1;8.0
3;-23;4.0;-251;16;-3;-4.0;-16;-292.0;1.0;-23;14.0
-1;12;13.0;-252;-1;2;12.0;1;-290.0;11.0;12;31.0
3;-14;48.0;-248;-44;3;40.0;44;-292.0;-1.0;-14;16.0
3;-19;75.0;-248;-7;5;21.0;7;-302.0;0.0;-19;-16.0
1;-1;45.0;-253;-20;-1;9.0;20;-299.0;-10.0;-1;-10.0
-6;-8;-20.0;-260;57;-4;21.0;-57;-294.0;-23.0;-8;-67.0
5;10;-1.0;-250;-12;1;22.0;12;-274.0;-16.0;10;-52.0
3;7;-24.0;-250;16;3;-10.0;-16;-274.0;-3.0;7;-44.0
4;-2;-19.0;-249;-39;6;6.0;39;-282.0;2.0;-2;-11.0
-2;-35;5.0;-257;-14;2;50.0;14;-298.0;0.0;-35;17.0
0;7;-56.0;-255;22;-4;-32.0;-22;-291.0;-3.0;7;-38.0
-5;-15;-47.0;-258;-41;-2;50.0;41;-278.0;9.0;-15;16.0
-13;25;14.0;-264;40;1;-10.0;-40;-361.0;-1.0;25;-19.0
-6;-7;32.0;-259;18;1;37.0;-18;-279.0;-1.0;-7;-30.0
7;16;32.0;-254;47;-4;101.0;-47;-294.0;-27.0;16;-61.0
3;7;72.0;-252;-19;6;85.0;19;-264.0;-31.0;7;-46.0
0;6;93.0;-256;16;2;8.0;-16;-288.0;-11.0;6;39.0
-2;-7;-41.0;-259;5;-5;-29.0;-5;-313.0;-11.0;-7;121.0
1;13;-79.0;-251;5;-4;-73.0;-5;-307.0;11.0;13;34.0
-4;-3;147.0;-253;6;2;44.0;-6;-303.0;19.0;-3;-63.0
0;1;39.0;-249;-27;2;32.0;27;-304.0;20.0;1;44.0
5;33;15.0;-244;15;5;31.0;-15;-308.0;15.0;33;40.0
4;-6;10.0;-249;-12;-5;-11.0;12;-296.0;6.0;-6;16.0
7;6;-20.0;-245;0;-1;-48.0;0;-310.0;-19.0;6;40.0
4;3;-11.0;-249;-2;-2;-39.0;2;-311.0;-20.0;3;12.0
-2;34;78.0;-253;-32;-1;-28.0;32;-302.0;-10.0;34;32.0
4;-5;61.0;-246;-43;2;-2.0;43;-312.0;-11.0;-5;74.0
-6;-15;9.0;-251;-17;1;-3.0;17;-319.0;-18.0;-15;101.0
5;0;56.0;-241;6;4;14.0;-6;-312.0;0.0;0;89.0
-2;-5;3.0;-248;-22;-2;-46.0;22;-303.0;4.0;-5;86.0
-4;7;65.0;-252;-22;0;-93.0;22;-311.0;0.0;7;104.0
-10;52;41.0;-263;16;-10;-51.0;-16;-329.0;-13.0;52;-14.0
2;7;52.0;-250;55;-7;-5.0;-55;-320.0;-12.0;7;64.0
7;23;52.0;-243;0;1;5.0;0;-321.0;-11.0;23;95.0
3;35;105.0;-244;24;2;-4.0;-24;-313.0;-5.0;35;64.0
1;-5;84.0;-247;23;2;30.0;-23;-359.0;3.0;-5;37.0
-1;8;-4.0;-248;-23;-3;45.0;23;-311.0;-35.0;8;-56.0
-2;-13;13.0;-253;53;-7;-11.0;-53;-315.0;-11.0;-13;-27.0
0;-7;-60.0;-251;22;-7;-30.0;-22;-311.0;-48.0;-7;33.0
1;-4;-4.0;-251;-35;-6;-40.0;35;-312.0;-31.0;-4;86.0
1;-28;114.0;-247;-8;2;66.0;8;-369.0;-13.0;-28;58.0
9;-334;22.0;-218;88;-14;170.0;-88;-286.0;-42.0;-334;0.0
1;-4;-64.0;-256;-24;-3;-115.0;24;-301.0;-22.0;-4;35.0
-6;-8;41.0;-265;-18;-4;19.0;18;-330.0;-160.0;-8;16.0
2;109;-219.0;-405;-320;-124;-139.0;320;-492.0;-192.0;109;-141.0
-3;-45;18.0;-327;18;0;-49.0;-18;-207.0;-39.0;-45;-2.0
1;-32;-1.0;-322;18;4;-34.0;-18;-199.0;-20.0;-32;5.0
6;6;39.0;-327;3;1;-13.0;-3;-197.0;-13.0;6;-40.0
2;-54;-31.0;-262;-23;2;36.0;23;-309.0;-171.0;-54;39.0
6;-41;-4.0;-325;8;3;-23.0;-8;-195.0;-18.0;-41;53.0
1;20;28.0;-326;21;2;10.0;-21;-206.0;-26.0;20;-96.0
5;-7;-6.0;-330;1;-4;62.0;-1;-194.0;-20.0;-7;-63.0
-4;-4;7.0;-265;-6;-3;-16.0;6;-319.0;-161.0;-4;30.0
-3;16;-45.0;-260;11;0;0.0;-11;-306.0;-174.0;16;-58.0
1;0;51.0;-261;4;-2;14.0;-4;-400.0;78.0;0;62.0
-20;23;-45.0;-246;-23;-4;7.0;23;-434.0;-120.0;23;-113.0
-7;16;31.0;-314;14;5;5.0;-14;-243.0;-20.0;16;90.0
1;35;88.0;-315;9;5;43.0;-9;-311.0;-21.0;35;96.0
0;8;70.0;-322;18;-3;53.0;-18;-290.0;-30.0;8;61.0
1;-24;-16.0;-319;75;1;14.0;-75;-236.0;-19.0;-24;44.0
2;-68;-24.0;-273;19;-5;-99.0;-19;-432.0;-121.0;-68;-179.0
2;-11;47.0;-317;18;3;-52.0;-18;-170.0;-40.0;-11;-41.0
-62;-188;28.0;-285;529;-2;5.0;-529;-347.0;-382.0;-188;14.0
-12;-15;-50.0;-261;-35;-2;-58.0;35;-482.0;-141.0;-15;-159.0
-8;7;-1.0;-224;-158;-7;-75.0;158;-344.0;-144.0;7;-136.0
-6;58;33.0;-244;9;-1;-60.0;-9;-410.0;-109.0;58;-108.0
-3;37;-124.0;-250;8;-3;-92.0;-8;-437.0;-134.0;37;-225.0
1;-8;-24.0;-314;-37;4;11.0;37;-227.0;-11.0;-8;74.0
2;-17;12.0;-312;-29;4;60.0;29;-211.0;-13.0;-17;68.0
-8;-35;20.0;-243;16;-1;19.0;-16;-425.0;-140.0;-35;-133.0
-3;-28;55.0;-246;-35;0;77.0;35;-422.0;-117.0;-28;9.0
-7;-35;-81.0;-241;-26;1;-69.0;26;-287.0;-201.0;-35;48.0
0;-9;9.0;-270;27;-6;18.0;-27;-409.0;80.0;-9;8.0
4;-11;34.0;-278;8;-13;-2.0;-8;-421.0;80.0;-11;-25.0
-3;-3;-52.0;-235;-22;3;38.0;22;-374.0;-252.0;-3;-70.0
-2;9;43.0;-236;4;0;-37.0;-4;-399.0;-248.0;9;-90.0
0;2;-10.0;-235;-9;2;-51.0;9;-389.0;-242.0;2;-22.0
7;19;-4.0;-245;16;1;50.0;-16;-456.0;-89.0;19;-42.0
14;-5;44.0;-224;24;22;-36.0;-24;-226.0;-223.0;-5;-7.0
2;46;56.0;-246;-18;0;23.0;18;-463.0;-96.0;46;-49.0
1;-7;49.0;-227;0;0;13.0;0;-358.0;-187.0;-7;133.0
6;21;37.0;-248;-10;-3;30.0;10;-475.0;-110.0;21;-74.0
2;-5;30.0;-220;-49;27;-30.0;49;-479.0;-151.0;-5;69.0
-3;-10;90.0;-322;29;0;-49.0;-29;-199.0;-26.0;-10;-58.0
0;-26;-21.0;-263;-48;-23;-22.0;48;-453.0;-108.0;-26;3.0
-23;42;19.0;-226;29;14;-47.0;-29;-478.0;-41.0;42;93.0
10;41;21.0;-333;-73;-5;9.0;73;-252.0;12.0;41;38.0
1;24;45.0;-230;11;1;-3.0;-11;-453.0;-225.0;24;-21.0
4;-25;54.0;-225;-26;5;-17.0;26;-344.0;-280.0;-25;-35.0
5;39;65.0;-226;-11;4;17.0;11;-356.0;-260.0;39;32.0
-2;-33;-68.0;-301;-5;0;-94.0;5;-362.0;-70.0;-33;103.0
-27;-67;-41.0;-307;33;23;-52.0;-33;-381.0;-5.0;-67;8.0
-2;-40;18.0;-332;-40;-4;-7.0;40;-348.0;-16.0;-40;-15.0
2;-27;1.0;-330;18;-4;1.0;-18;-231.0;-9.0;-27;83.0
2;-6;6.0;-329;-49;-2;9.0;49;-230.0;-17.0;-6;76.0
-4;-23;8.0;-325;18;0;-35.0;-18;-208.0;-40.0;-23;37.0
-1;40;-22.0;-327;-5;-2;-30.0;5;-220.0;-18.0;40;41.0
5;23;-31.0;-327;-16;-2;-36.0;16;-234.0;-10.0;23;23.0
-2;-13;-20.0;-326;11;-1;-58.0;-11;-201.0;-22.0;-13;24.0
3;2;-16.0;-326;23;-1;1.0;-23;-214.0;-40.0;2;31.0
-1;0;0.0;-321;12;2;18.0;-12;-212.0;-22.0;0;21.0
5;-18;-1.0;-323;-7;1;-14.0;7;-227.0;-12.0;-18;42.0
-3;4;12.0;-326;8;-2;6.0;-8;-217.0;-30.0;4;35.0
2;-7;59.0;-322;29;3;24.0;-29;-199.0;-20.0;-7;5.0
-2;60;-17.0;-235;-95;-1;112.0;95;-369.0;-236.0;60;18.0
0;8;64.0;-230;-4;1;7.0;4;-459.0;-229.0;8;-26.0
-4;-20;53.0;-301;-21;-4;-1.0;21;-296.0;-75.0;-20;136.0
-10;26;114.0;-312;-7;-21;65.0;7;-356.0;-66.0;26;12.0
4;1;199.0;-304;1;-5;70.0;-1;-368.0;-114.0;1;-57.0
1;-2;-71.0;-306;30;10;20.0;-30;-282.0;-45.0;-2;-125.0
-15;7;163.0;-305;-37;-15;28.0;37;-366.0;-126.0;7;-9.0
-16;-1;-14.0;-299;-48;-9;-34.0;48;-348.0;-71.0;-1;-134.0
-17;28;64.0;-301;45;-15;18.0;-45;-377.0;-84.0;28;-1.0
-2;7;63.0;-224;38;2;18.0;-38;-426.0;-224.0;7;-27.0
-1;-1;-1.0;-317;9;1;-45.0;-9;-191.0;-12.0;-1;-25.0
1;8;77.0;-274;-33;2;23.0;33;-241.0;-32.0;8;107.0
3;19;19.0;-238;-20;-1;111.0;20;-346.0;-246.0;19;-49.0
-2;28;99.0;-244;-29;-4;-46.0;29;-376.0;-248.0;28;77.0
269;1206;92.0;-717;212;-301;24.0;-212;-381.0;-6.0;1206;11.0
95;122;186.0;-426;145;174;-35.0;-145;-583.0;68.0;122;-334.0
2;-12;-74.0;-310;23;16;-129.0;-23;-389.0;-130.0;-12;-76.0
4;14;74.0;-296;55;20;39.0;-55;-360.0;-114.0;14;-103.0
-1;-22;69.0;-238;48;-1;-23.0;-48;-340.0;-251.0;-22;-15.0
3;-4;92.0;-300;-1;12;66.0;1;-356.0;-99.0;-4;-95.0
1;3;93.0;-295;1;18;38.0;-1;-402.0;-94.0;3;-94.0
