InertialMeasurementUnit RLA Quaternion1;Accelerometer RWR accZ;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit RLA accY;Accelerometer RUA_ accZ
-10.0;-58.0;204.0;0.0;308.0;301.0;322.0
-469.0;-218.0;267.0;184.0;444.0;401.0;574.0
-151.0;-5.0;188.0;-77.0;350.0;347.0;370.0
-40.0;8.0;207.0;66.0;322.0;356.0;304.0
-731.0;-69.0;148.0;-857.0;191.0;323.0;156.0
-188.0;33.0;234.0;-21.0;335.0;295.0;339.0
-180.0;-27.0;250.0;6.0;335.0;273.0;343.0
-275.0;-118.0;426.0;-187.0;537.0;411.0;385.0
-183.0;-23.0;251.0;-9.0;340.0;274.0;340.0
-92.0;86.0;159.0;116.0;217.0;324.0;290.0
22.0;181.0;84.0;-141.0;137.0;274.0;569.0
-181.0;15.0;255.0;0.0;336.0;266.0;343.0
-79.0;76.0;160.0;-4.0;287.0;339.0;318.0
-180.0;-11.0;263.0;4.0;336.0;271.0;336.0
-180.0;-37.0;263.0;19.0;337.0;265.0;322.0
-180.0;-37.0;263.0;-15.0;338.0;256.0;340.0
-181.0;31.0;261.0;17.0;338.0;271.0;348.0
-181.0;-61.0;260.0;6.0;339.0;266.0;352.0
-182.0;-16.0;261.0;8.0;339.0;266.0;330.0
-183.0;11.0;259.0;5.0;341.0;268.0;341.0
-63.0;196.0;121.0;-24.0;290.0;374.0;298.0
-228.0;-9.0;14.0;450.0;557.0;331.0;435.0
-182.0;38.0;264.0;10.0;344.0;273.0;362.0
-183.0;24.0;253.0;48.0;334.0;280.0;338.0
-210.0;141.0;129.0;38.0;130.0;314.0;316.0
-117.0;-37.0;181.0;-7.0;302.0;314.0;301.0
-181.0;-32.0;264.0;-7.0;340.0;265.0;340.0
-119.0;-7.0;184.0;24.0;303.0;330.0;296.0
-180.0;0.0;263.0;-6.0;339.0;266.0;347.0
-151.0;62.0;188.0;52.0;241.0;370.0;236.0
-180.0;5.0;258.0;4.0;334.0;266.0;348.0
-182.0;-16.0;254.0;-2.0;333.0;272.0;330.0
-184.0;4.0;254.0;4.0;336.0;269.0;349.0
-186.0;29.0;251.0;-2.0;335.0;278.0;352.0
-134.0;39.0;188.0;-2.0;295.0;321.0;313.0
-184.0;-1.0;255.0;1.0;335.0;276.0;364.0
-182.0;42.0;255.0;26.0;343.0;279.0;349.0
-574.0;126.0;159.0;-213.0;320.0;408.0;329.0
-181.0;-18.0;251.0;18.0;331.0;269.0;340.0
-227.0;188.0;259.0;153.0;282.0;365.0;439.0
-136.0;-92.0;184.0;5.0;293.0;302.0;387.0
-131.0;-86.0;173.0;35.0;275.0;277.0;371.0
-110.0;18.0;178.0;-24.0;299.0;326.0;299.0
-598.0;-40.0;219.0;93.0;199.0;709.0;224.0
-183.0;-38.0;244.0;-11.0;338.0;285.0;320.0
-71.0;101.0;224.0;19.0;327.0;324.0;319.0
-182.0;-8.0;248.0;18.0;332.0;263.0;344.0
-70.0;77.0;205.0;28.0;300.0;302.0;322.0
-108.0;15.0;179.0;-3.0;303.0;324.0;300.0
-85.0;-6.0;230.0;86.0;318.0;299.0;339.0
-95.0;11.0;230.0;138.0;303.0;245.0;329.0
-107.0;22.0;221.0;30.0;311.0;267.0;357.0
-116.0;-20.0;219.0;30.0;312.0;290.0;351.0
-110.0;65.0;179.0;3.0;300.0;328.0;304.0
-186.0;-6.0;251.0;-19.0;336.0;274.0;330.0
-111.0;79.0;182.0;-5.0;310.0;331.0;315.0
14.0;55.0;195.0;78.0;433.0;311.0;296.0
845.0;-695.0;293.0;-58.0;427.0;397.0;460.0
780.0;4.0;189.0;-773.0;253.0;489.0;377.0
-111.0;20.0;180.0;8.0;306.0;332.0;317.0
-108.0;27.0;187.0;-34.0;295.0;331.0;320.0
-186.0;-19.0;249.0;12.0;333.0;276.0;323.0
-185.0;14.0;253.0;-1.0;336.0;275.0;347.0
793.0;99.0;237.0;-59.0;271.0;279.0;345.0
148.0;121.0;109.0;-6.0;268.0;381.0;287.0
-184.0;42.0;250.0;26.0;337.0;287.0;350.0
-183.0;40.0;245.0;12.0;338.0;283.0;359.0
17.0;-62.0;410.0;242.0;471.0;455.0;192.0
-181.0;-29.0;244.0;21.0;333.0;283.0;330.0
-122.0;191.0;249.0;1.0;370.0;262.0;320.0
-109.0;27.0;177.0;-24.0;291.0;342.0;306.0
-181.0;14.0;243.0;-11.0;332.0;261.0;361.0
-183.0;-13.0;250.0;-36.0;330.0;271.0;344.0
-107.0;67.0;182.0;18.0;303.0;329.0;311.0
-159.0;4.0;250.0;-41.0;299.0;278.0;457.0
-380.0;686.0;230.0;247.0;171.0;813.0;401.0
-276.0;642.0;193.0;-2.0;172.0;919.0;300.0
-185.0;38.0;248.0;-1.0;333.0;288.0;343.0
-186.0;9.0;246.0;-11.0;336.0;291.0;324.0
-100.0;32.0;263.0;7.0;385.0;267.0;352.0
-187.0;19.0;240.0;-19.0;329.0;278.0;345.0
-199.0;47.0;232.0;-17.0;340.0;357.0;329.0
-186.0;14.0;242.0;6.0;331.0;282.0;350.0
722.0;571.0;144.0;146.0;295.0;686.0;220.0
-129.0;2.0;250.0;-59.0;298.0;339.0;317.0
291.0;477.0;140.0;-260.0;299.0;520.0;486.0
686.0;-611.0;44.0;-2650.0;535.0;238.0;697.0
311.0;190.0;417.0;-157.0;494.0;879.0;710.0
-106.0;42.0;185.0;28.0;311.0;329.0;300.0
-106.0;35.0;174.0;10.0;315.0;333.0;289.0
-105.0;43.0;182.0;-8.0;321.0;321.0;305.0
-101.0;45.0;179.0;-21.0;306.0;329.0;308.0
-101.0;45.0;173.0;-7.0;312.0;331.0;320.0
-130.0;-6.0;233.0;13.0;305.0;355.0;306.0
-100.0;23.0;176.0;-29.0;307.0;333.0;295.0
-101.0;41.0;178.0;-5.0;309.0;335.0;309.0
-384.0;-21.0;105.0;-162.0;313.0;436.0;381.0
-101.0;33.0;181.0;3.0;319.0;341.0;323.0
-126.0;69.0;251.0;40.0;323.0;340.0;340.0
-107.0;16.0;238.0;-50.0;368.0;257.0;323.0
-104.0;-8.0;275.0;-31.0;383.0;262.0;316.0
-187.0;2.0;255.0;4.0;336.0;282.0;329.0
-43.0;59.0;439.0;25.0;331.0;301.0;377.0
-101.0;36.0;181.0;-5.0;317.0;322.0;330.0
-105.0;72.0;179.0;-11.0;314.0;331.0;318.0
-106.0;-98.0;256.0;-29.0;342.0;259.0;306.0
-107.0;-57.0;177.0;-11.0;319.0;343.0;313.0
-109.0;19.0;189.0;13.0;319.0;332.0;320.0
-118.0;30.0;253.0;-22.0;307.0;281.0;334.0
-105.0;6.0;186.0;-18.0;323.0;320.0;296.0
-118.0;63.0;197.0;36.0;302.0;278.0;311.0
-109.0;50.0;179.0;-9.0;316.0;326.0;310.0
-113.0;14.0;170.0;3.0;298.0;326.0;323.0
432.0;-393.0;502.0;-174.0;746.0;507.0;797.0
-133.0;58.0;239.0;-39.0;329.0;325.0;326.0
-111.0;13.0;184.0;17.0;300.0;325.0;297.0
-121.0;-15.0;171.0;-7.0;294.0;335.0;318.0
-143.0;26.0;264.0;-1.0;335.0;346.0;319.0
-180.0;85.0;131.0;104.0;318.0;427.0;278.0
-111.0;19.0;179.0;10.0;303.0;328.0;316.0
-144.0;11.0;253.0;7.0;331.0;331.0;288.0
-146.0;19.0;178.0;-36.0;301.0;331.0;333.0
-147.0;3.0;162.0;18.0;298.0;358.0;318.0
-124.0;69.0;204.0;-157.0;344.0;320.0;322.0
-147.0;89.0;193.0;-41.0;373.0;347.0;369.0
-186.0;-5.0;257.0;2.0;335.0;278.0;339.0
-181.0;-53.0;244.0;-11.0;328.0;266.0;341.0
-160.0;-17.0;200.0;-84.0;339.0;289.0;361.0
-141.0;13.0;246.0;29.0;330.0;321.0;313.0
-186.0;-27.0;289.0;55.0;492.0;323.0;327.0
-550.0;-307.0;181.0;10.0;589.0;66.0;731.0
-139.0;-33.0;243.0;5.0;336.0;316.0;306.0
-134.0;-10.0;248.0;19.0;321.0;299.0;323.0
-127.0;-6.0;246.0;16.0;317.0;289.0;292.0
-127.0;34.0;245.0;8.0;321.0;293.0;298.0
-39.0;57.0;178.0;-290.0;229.0;273.0;215.0
-127.0;-2.0;245.0;11.0;313.0;307.0;292.0
-126.0;10.0;253.0;4.0;326.0;300.0;328.0
3.0;48.0;196.0;88.0;308.0;312.0;314.0
119.0;199.0;127.0;124.0;193.0;261.0;482.0
-27.0;44.0;222.0;196.0;306.0;302.0;351.0
-75.0;-11.0;147.0;383.0;243.0;317.0;273.0
41.0;418.0;234.0;-189.0;427.0;251.0;315.0
-6.0;112.0;196.0;-76.0;324.0;323.0;323.0
-125.0;7.0;260.0;-4.0;331.0;293.0;326.0
180.0;315.0;103.0;-22.0;309.0;392.0;322.0
230.0;156.0;162.0;-8.0;241.0;328.0;259.0
-60.0;-40.0;489.0;-263.0;392.0;13.0;346.0
-85.0;-83.0;129.0;-369.0;226.0;286.0;377.0
-125.0;-13.0;253.0;-8.0;318.0;293.0;331.0
75.0;56.0;242.0;-52.0;232.0;231.0;203.0
-125.0;58.0;257.0;-14.0;323.0;296.0;307.0
-22.0;117.0;507.0;-73.0;352.0;51.0;330.0
-108.0;-65.0;290.0;38.0;291.0;239.0;423.0
-15.0;53.0;200.0;49.0;309.0;309.0;333.0
-19.0;85.0;201.0;41.0;314.0;314.0;322.0
-30.0;50.0;224.0;-57.0;320.0;322.0;321.0
-124.0;9.0;263.0;0.0;327.0;299.0;320.0
-74.0;377.0;253.0;290.0;32.0;896.0;233.0
-30.0;102.0;182.0;42.0;324.0;351.0;303.0
131.0;145.0;128.0;61.0;253.0;414.0;270.0
135.0;107.0;104.0;77.0;246.0;421.0;272.0
-124.0;-18.0;259.0;-16.0;326.0;291.0;320.0
3.0;59.0;168.0;-41.0;288.0;317.0;309.0
-124.0;31.0;262.0;1.0;331.0;293.0;330.0
-1.0;16.0;205.0;13.0;302.0;323.0;310.0
160.0;242.0;114.0;8.0;246.0;380.0;230.0
2.0;99.0;202.0;5.0;302.0;322.0;330.0
75.0;108.0;265.0;-6.0;252.0;240.0;217.0
124.0;83.0;203.0;-23.0;221.0;282.0;224.0
-124.0;41.0;262.0;11.0;328.0;295.0;311.0
34.0;17.0;138.0;-92.0;323.0;289.0;285.0
-124.0;-2.0;266.0;8.0;325.0;292.0;331.0
-142.0;71.0;281.0;45.0;324.0;283.0;285.0
-18.0;50.0;210.0;80.0;345.0;325.0;303.0
-543.0;-337.0;246.0;-9.0;611.0;79.0;832.0
-46.0;80.0;223.0;264.0;294.0;293.0;308.0
-124.0;34.0;269.0;36.0;343.0;294.0;318.0
-26.0;70.0;217.0;12.0;309.0;279.0;348.0
-29.0;61.0;228.0;-38.0;324.0;282.0;302.0
-21.0;16.0;220.0;60.0;297.0;259.0;321.0
-124.0;38.0;273.0;5.0;337.0;291.0;328.0
-50.0;88.0;217.0;117.0;280.0;302.0;324.0
-61.0;72.0;232.0;51.0;327.0;297.0;304.0
-123.0;1.0;267.0;3.0;334.0;286.0;330.0
-127.0;-24.0;275.0;7.0;338.0;294.0;307.0
-18.0;101.0;230.0;82.0;294.0;285.0;320.0
75.0;46.0;278.0;53.0;260.0;226.0;246.0
-17.0;6.0;214.0;35.0;292.0;311.0;310.0
115.0;65.0;214.0;52.0;259.0;313.0;250.0
-61.0;-728.0;450.0;-411.0;825.0;485.0;970.0
-2.0;63.0;206.0;-44.0;330.0;316.0;301.0
-10.0;44.0;213.0;5.0;358.0;331.0;285.0
374.0;-829.0;511.0;6.0;963.0;285.0;934.0
-185.0;56.0;240.0;-17.0;325.0;277.0;345.0
-1.0;118.0;143.0;-46.0;332.0;382.0;175.0
-183.0;-13.0;252.0;21.0;331.0;263.0;349.0
-99.0;-415.0;380.0;-113.0;713.0;839.0;875.0
-8.0;-42.0;195.0;-139.0;294.0;345.0;371.0
-180.0;-31.0;239.0;-13.0;333.0;272.0;350.0
-103.0;-198.0;561.0;314.0;526.0;229.0;322.0
425.0;217.0;125.0;188.0;143.0;259.0;211.0
30.0;48.0;228.0;-90.0;383.0;348.0;317.0
-658.0;106.0;50.0;30.0;150.0;393.0;213.0
-182.0;-61.0;258.0;23.0;334.0;267.0;331.0
-763.0;235.0;92.0;396.0;165.0;410.0;212.0
-183.0;-49.0;239.0;0.0;329.0;272.0;334.0
-182.0;5.0;260.0;-13.0;331.0;268.0;339.0
-199.0;17.0;239.0;20.0;325.0;317.0;338.0
-372.0;-69.0;491.0;58.0;769.0;662.0;818.0
-282.0;145.0;264.0;-58.0;290.0;838.0;570.0
-225.0;378.0;246.0;-32.0;453.0;629.0;404.0
-304.0;173.0;92.0;122.0;327.0;325.0;612.0
-513.0;129.0;38.0;226.0;228.0;519.0;298.0
-751.0;-579.0;84.0;-30.0;402.0;539.0;418.0
-458.0;89.0;220.0;-491.0;323.0;692.0;360.0
-689.0;116.0;260.0;51.0;517.0;537.0;530.0
-127.0;-21.0;275.0;13.0;338.0;296.0;307.0
-189.0;7.0;241.0;-21.0;337.0;297.0;329.0
-127.0;20.0;261.0;-22.0;327.0;281.0;305.0
-133.0;12.0;256.0;-14.0;331.0;298.0;334.0
-141.0;42.0;275.0;44.0;339.0;294.0;319.0
-170.0;-6.0;237.0;-27.0;332.0;287.0;314.0
-181.0;410.0;464.0;-47.0;826.0;476.0;772.0
-168.0;32.0;247.0;12.0;334.0;290.0;343.0
-136.0;-4.0;265.0;-14.0;330.0;286.0;320.0
-135.0;22.0;268.0;9.0;328.0;277.0;323.0
-134.0;-14.0;265.0;41.0;337.0;270.0;340.0
-154.0;120.0;202.0;-48.0;348.0;276.0;377.0
-168.0;17.0;239.0;29.0;317.0;287.0;338.0
-195.0;32.0;229.0;-25.0;362.0;363.0;331.0
-99.0;25.0;244.0;-122.0;278.0;248.0;266.0
-135.0;-51.0;267.0;78.0;325.0;278.0;329.0
235.0;118.0;214.0;-432.0;328.0;225.0;244.0
208.0;41.0;15.0;-21.0;171.0;901.0;380.0
-16.0;-40.0;116.0;-101.0;318.0;395.0;330.0
-409.0;833.0;65.0;28.0;-202.0;823.0;158.0
-137.0;-29.0;265.0;20.0;345.0;270.0;346.0
-108.0;-77.0;228.0;2.0;318.0;304.0;311.0
-138.0;-28.0;265.0;42.0;334.0;291.0;327.0
-138.0;-1.0;269.0;23.0;337.0;301.0;328.0
-110.0;-22.0;223.0;56.0;305.0;286.0;321.0
-138.0;-139.0;261.0;-33.0;341.0;289.0;323.0
-130.0;-31.0;265.0;-3.0;333.0;274.0;328.0
-129.0;-6.0;261.0;65.0;331.0;271.0;317.0
-135.0;-19.0;245.0;138.0;331.0;298.0;330.0
-137.0;49.0;238.0;105.0;338.0;315.0;338.0
-129.0;10.0;262.0;49.0;329.0;273.0;320.0
-131.0;15.0;264.0;-7.0;334.0;282.0;321.0
-134.0;-8.0;259.0;-58.0;333.0;300.0;330.0
-186.0;19.0;249.0;-2.0;335.0;289.0;340.0
-150.0;15.0;269.0;-75.0;324.0;254.0;326.0
-126.0;23.0;251.0;42.0;336.0;285.0;322.0
-126.0;-53.0;256.0;44.0;336.0;285.0;326.0
-130.0;-7.0;234.0;88.0;337.0;301.0;309.0
-722.0;24.0;200.0;531.0;170.0;146.0;147.0
-215.0;114.0;198.0;232.0;353.0;347.0;305.0
-142.0;-20.0;247.0;-63.0;335.0;309.0;348.0
-146.0;15.0;246.0;-7.0;337.0;314.0;322.0
-148.0;38.0;246.0;30.0;336.0;314.0;321.0
-152.0;71.0;247.0;-12.0;334.0;316.0;350.0
-138.0;99.0;242.0;-78.0;334.0;311.0;301.0
-152.0;39.0;249.0;13.0;334.0;289.0;329.0
-150.0;39.0;255.0;26.0;328.0;268.0;339.0
-148.0;0.0;252.0;13.0;325.0;261.0;360.0
-155.0;10.0;260.0;51.0;343.0;309.0;312.0
-157.0;-12.0;254.0;16.0;343.0;312.0;302.0
-158.0;-43.0;252.0;-17.0;339.0;307.0;330.0
-114.0;148.0;272.0;-193.0;358.0;272.0;317.0
-149.0;36.0;257.0;-41.0;334.0;244.0;341.0
-157.0;32.0;258.0;28.0;341.0;284.0;339.0
-152.0;-77.0;265.0;-1.0;313.0;250.0;331.0
-152.0;-2.0;266.0;27.0;322.0;263.0;325.0
-154.0;25.0;263.0;37.0;330.0;303.0;339.0
-410.0;53.0;511.0;194.0;435.0;450.0;356.0
-156.0;-3.0;267.0;-39.0;337.0;294.0;329.0
-122.0;15.0;257.0;44.0;321.0;259.0;364.0
-153.0;55.0;242.0;-42.0;355.0;325.0;321.0
-165.0;-34.0;248.0;-3.0;336.0;274.0;342.0
-165.0;-23.0;242.0;12.0;344.0;271.0;310.0
-176.0;12.0;243.0;5.0;340.0;300.0;341.0
-120.0;24.0;235.0;16.0;353.0;246.0;372.0
-381.0;347.0;91.0;-85.0;-101.0;885.0;145.0
-110.0;2.0;259.0;22.0;415.0;231.0;321.0
-106.0;11.0;257.0;42.0;339.0;257.0;373.0
-139.0;-24.0;264.0;-112.0;330.0;311.0;341.0
-106.0;-61.0;261.0;49.0;315.0;258.0;375.0
-103.0;-130.0;259.0;51.0;313.0;248.0;337.0
-186.0;-1.0;247.0;-21.0;334.0;287.0;350.0
-92.0;-23.0;256.0;-16.0;319.0;272.0;305.0
-114.0;1.0;280.0;-5.0;313.0;269.0;317.0
-145.0;-18.0;250.0;40.0;335.0;309.0;295.0
-179.0;23.0;264.0;-3.0;355.0;309.0;336.0
-116.0;-12.0;279.0;33.0;319.0;272.0;323.0
-134.0;-35.0;278.0;-24.0;334.0;247.0;330.0
-123.0;-62.0;281.0;37.0;313.0;262.0;318.0
-443.0;-630.0;489.0;248.0;213.0;599.0;184.0
-132.0;-85.0;277.0;53.0;330.0;280.0;300.0
-194.0;129.0;292.0;-164.0;104.0;109.0;30.0
-183.0;-1.0;250.0;18.0;330.0;270.0;334.0
-185.0;38.0;250.0;23.0;337.0;280.0;334.0
-176.0;24.0;249.0;-54.0;316.0;281.0;319.0
-180.0;45.0;250.0;25.0;336.0;269.0;355.0
-107.0;109.0;147.0;20.0;257.0;331.0;316.0
-255.0;-629.0;351.0;23.0;755.0;504.0;940.0
-182.0;99.0;254.0;-7.0;335.0;274.0;333.0
-181.0;28.0;255.0;2.0;336.0;266.0;349.0
-127.0;54.0;268.0;81.0;340.0;275.0;320.0
-354.0;234.0;319.0;115.0;12.0;15.0;-54.0
-110.0;84.0;182.0;0.0;299.0;330.0;301.0
-50.0;95.0;141.0;-43.0;273.0;351.0;295.0
812.0;-80.0;197.0;436.0;393.0;619.0;558.0
193.0;-741.0;441.0;-725.0;10.0;59.0;-117.0
-184.0;40.0;256.0;6.0;336.0;271.0;351.0
78.0;18.0;166.0;137.0;465.0;421.0;763.0
-169.0;47.0;240.0;-9.0;326.0;289.0;330.0
-171.0;43.0;236.0;4.0;322.0;283.0;335.0
-215.0;159.0;304.0;-1.0;86.0;99.0;2.0
-182.0;7.0;263.0;-12.0;346.0;272.0;319.0
-190.0;21.0;233.0;-19.0;329.0;297.0;329.0
-502.0;48.0;227.0;558.0;474.0;535.0;508.0
-145.0;52.0;183.0;48.0;342.0;348.0;311.0
-192.0;93.0;240.0;42.0;328.0;291.0;352.0
-182.0;4.0;259.0;-5.0;331.0;263.0;341.0
-183.0;19.0;242.0;2.0;334.0;274.0;329.0
-754.0;149.0;142.0;146.0;138.0;238.0;222.0
-678.0;72.0;161.0;-242.0;333.0;226.0;298.0
-184.0;-19.0;259.0;18.0;332.0;262.0;335.0
-169.0;-283.0;415.0;1023.0;614.0;626.0;799.0
-187.0;89.0;244.0;2.0;330.0;277.0;339.0
-184.0;36.0;258.0;14.0;334.0;278.0;331.0
-184.0;65.0;254.0;0.0;336.0;264.0;350.0
-196.0;106.0;271.0;-235.0;160.0;196.0;56.0
-180.0;34.0;265.0;2.0;343.0;270.0;337.0
30.0;118.0;146.0;556.0;196.0;273.0;175.0
-475.0;-871.0;497.0;132.0;986.0;186.0;1006.0
-184.0;59.0;253.0;22.0;334.0;271.0;334.0
160.0;148.0;139.0;-36.0;260.0;345.0;265.0
122.0;182.0;178.0;36.0;217.0;339.0;214.0
79.0;115.0;65.0;147.0;120.0;235.0;253.0
-221.0;80.0;92.0;29.0;231.0;426.0;281.0
-237.0;318.0;280.0;226.0;276.0;746.0;400.0
-185.0;17.0;251.0;-3.0;340.0;274.0;333.0
-114.0;190.0;62.0;-302.0;174.0;373.0;213.0
-105.0;36.0;184.0;-19.0;297.0;328.0;282.0
-14.0;103.0;188.0;-138.0;309.0;343.0;311.0
-42.0;130.0;89.0;393.0;157.0;307.0;231.0
-252.0;146.0;265.0;-366.0;384.0;263.0;427.0
-446.0;-144.0;263.0;-128.0;122.0;293.0;148.0
-738.0;-145.0;543.0;18.0;558.0;416.0;455.0
-106.0;55.0;177.0;-13.0;299.0;326.0;300.0
-144.0;343.0;109.0;64.0;169.0;292.0;266.0
-166.0;61.0;177.0;-19.0;337.0;311.0;271.0
-146.0;87.0;178.0;8.0;314.0;334.0;336.0
-183.0;25.0;244.0;6.0;336.0;284.0;327.0
-92.0;67.0;224.0;56.0;328.0;205.0;261.0
-183.0;19.0;248.0;-13.0;334.0;267.0;333.0
-241.0;242.0;260.0;-339.0;21.0;89.0;-95.0
-130.0;0.0;293.0;56.0;348.0;251.0;309.0
-106.0;73.0;186.0;8.0;299.0;319.0;295.0
