InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
322.0;497.0;-2;-191.0;699.0;560.0;527.0;-817.0;-530.0
-34.0;222.0;135;-522.0;764.0;18.0;641.0;-850.0;-882.0
378.0;78.0;7;-239.0;887.0;282.0;403.0;-910.0;-586.0
293.0;52.0;100;-231.0;861.0;-66.0;498.0;-875.0;-681.0
231.0;276.0;141;-79.0;803.0;-58.0;590.0;-864.0;-631.0
221.0;270.0;141;-84.0;798.0;14.0;593.0;-864.0;-636.0
202.0;308.0;141;-107.0;793.0;84.0;602.0;-874.0;-636.0
551.0;-542.0;153;147.0;445.0;928.0;487.0;-406.0;-103.0
39.0;481.0;39;171.0;764.0;-119.0;634.0;-954.0;-818.0
476.0;291.0;-172;426.0;751.0;-184.0;588.0;-832.0;-487.0
160.0;240.0;136;295.0;801.0;169.0;584.0;-760.0;-637.0
380.0;282.0;152;338.0;791.0;509.0;601.0;-838.0;-615.0
512.0;297.0;127;234.0;726.0;277.0;560.0;-854.0;-423.0
522.0;285.0;125;284.0;718.0;269.0;555.0;-849.0;-408.0
142.0;359.0;141;-156.0;798.0;-75.0;577.0;-848.0;-623.0
209.0;248.0;161;79.0;831.0;673.0;541.0;-843.0;-594.0
-438.0;418.0;81;275.0;645.0;47.0;602.0;-220.0;-303.0
915.0;-668.0;-147;761.0;237.0;3.0;367.0;-355.0;209.0
-16.0;209.0;135;-274.0;830.0;-9.0;557.0;-791.0;-968.0
1006.0;-763.0;-173;607.0;507.0;777.0;288.0;-429.0;105.0
394.0;256.0;30;545.0;560.0;589.0;348.0;-739.0;-165.0
381.0;483.0;41;236.0;684.0;1495.0;476.0;-811.0;-443.0
704.0;-462.0;-114;1284.0;204.0;224.0;181.0;-97.0;423.0
782.0;108.0;62;592.0;738.0;861.0;525.0;-809.0;-419.0
742.0;-499.0;-38;981.0;105.0;88.0;189.0;-236.0;348.0
501.0;-1.0;-11;832.0;604.0;1144.0;41.0;-469.0;505.0
412.0;-421.0;-16;469.0;115.0;4.0;-10.0;-469.0;567.0
1066.0;-683.0;-172;414.0;546.0;-226.0;208.0;-436.0;204.0
911.0;-668.0;-147;760.0;237.0;-7.0;367.0;-354.0;208.0
944.0;-760.0;-174;600.0;476.0;-17.0;268.0;-513.0;138.0
708.0;-463.0;-167;364.0;-525.0;-361.0;-424.0;-501.0;-254.0
108.0;357.0;66;509.0;591.0;493.0;436.0;-808.0;-385.0
310.0;487.0;1;264.0;706.0;899.0;519.0;-813.0;-502.0
448.0;-631.0;-121;574.0;357.0;-61.0;410.0;-518.0;-674.0
396.0;60.0;128;953.0;714.0;450.0;504.0;-937.0;-1120.0
343.0;-213.0;84;674.0;300.0;-1278.0;111.0;-515.0;415.0
362.0;106.0;-109;84.0;755.0;343.0;573.0;-868.0;-140.0
552.0;-632.0;-17;669.0;-27.0;199.0;-114.0;191.0;504.0
290.0;273.0;32;150.0;871.0;179.0;429.0;-813.0;-600.0
414.0;19.0;133;847.0;-731.0;195.0;-581.0;783.0;-799.0
321.0;190.0;141;31.0;761.0;444.0;630.0;-839.0;-656.0
928.0;-360.0;17;908.0;70.0;135.0;-107.0;309.0;152.0
-34.0;426.0;113;296.0;773.0;38.0;466.0;-779.0;-453.0
-222.0;634.0;33;239.0;635.0;-201.0;508.0;-692.0;-511.0
70.0;302.0;-2;80.0;838.0;363.0;512.0;-824.0;-661.0
81.0;293.0;-2;60.0;857.0;107.0;453.0;-790.0;-658.0
873.0;-559.0;-176;431.0;568.0;389.0;463.0;-443.0;-181.0
17.0;307.0;-160;353.0;623.0;839.0;457.0;-641.0;-247.0
45.0;173.0;-160;436.0;485.0;640.0;288.0;-513.0;127.0
671.0;-666.0;-38;603.0;213.0;-593.0;236.0;-14.0;424.0
413.0;-634.0;-139;708.0;374.0;-54.0;415.0;-763.0;-699.0
1034.0;-743.0;-177;821.0;665.0;60.0;263.0;-595.0;-362.0
824.0;-630.0;-171;349.0;560.0;253.0;253.0;-422.0;-455.0
286.0;543.0;39;376.0;646.0;-1528.0;476.0;-801.0;-401.0
856.0;-655.0;-67;645.0;451.0;-23.0;436.0;-768.0;-495.0
1005.0;-470.0;-154;1012.0;143.0;1142.0;149.0;-54.0;298.0
857.0;-363.0;6;547.0;325.0;191.0;-263.0;-238.0;254.0
850.0;-367.0;6;580.0;328.0;0.0;-268.0;-233.0;267.0
805.0;-621.0;-129;383.0;318.0;-432.0;324.0;-391.0;117.0
548.0;-629.0;-171;700.0;-162.0;-727.0;-222.0;70.0;462.0
825.0;-7.0;108;659.0;759.0;577.0;646.0;858.0;-448.0
598.0;-13.0;6;203.0;382.0;58.0;-64.0;-146.0;522.0
605.0;-23.0;6;231.0;379.0;-113.0;-64.0;-126.0;518.0
635.0;-14.0;111;-166.0;765.0;-80.0;617.0;-666.0;-328.0
134.0;319.0;83;-260.0;-775.0;315.0;-469.0;769.0;-594.0
685.0;-41.0;6;293.0;311.0;219.0;-79.0;-12.0;491.0
-299.0;372.0;31;364.0;537.0;-310.0;274.0;-686.0;-162.0
1009.0;-60.0;91;1079.0;669.0;396.0;483.0;-808.0;-553.0
-465.0;447.0;101;49.0;726.0;14.0;651.0;-498.0;-446.0
-273.0;501.0;139;-375.0;706.0;33.0;623.0;-524.0;-259.0
37.0;503.0;113;216.0;721.0;34.0;514.0;-660.0;-354.0
49.0;493.0;113;210.0;736.0;-27.0;520.0;-689.0;-398.0
53.0;491.0;113;208.0;739.0;-67.0;521.0;-696.0;-408.0
474.0;73.0;115;602.0;810.0;-240.0;578.0;848.0;-667.0
380.0;45.0;174;-108.0;798.0;557.0;590.0;-647.0;-612.0
-137.0;537.0;52;221.0;609.0;-587.0;462.0;-817.0;-529.0
698.0;-48.0;6;322.0;301.0;65.0;-83.0;29.0;484.0
365.0;289.0;104;-358.0;959.0;385.0;246.0;-729.0;-428.0
118.0;420.0;114;162.0;775.0;151.0;530.0;-734.0;-533.0
63.0;384.0;115;257.0;795.0;-125.0;518.0;-792.0;-566.0
130.0;433.0;135;162.0;816.0;-131.0;405.0;-820.0;-474.0
122.0;423.0;135;202.0;814.0;-71.0;400.0;-819.0;-469.0
116.0;420.0;135;217.0;813.0;1.0;399.0;-818.0;-471.0
73.0;402.0;135;274.0;802.0;122.0;408.0;-819.0;-468.0
415.0;189.0;110;-73.0;929.0;-31.0;324.0;-865.0;-495.0
55.0;382.0;115;253.0;796.0;-119.0;519.0;-802.0;-569.0
-47.0;618.0;37;202.0;671.0;-38.0;569.0;-941.0;-844.0
423.0;271.0;152;-103.0;863.0;-612.0;450.0;-819.0;-565.0
163.0;414.0;143;151.0;856.0;-150.0;368.0;-766.0;-402.0
167.0;409.0;143;165.0;856.0;-105.0;364.0;-762.0;-399.0
704.0;-43.0;6;326.0;303.0;37.0;-86.0;70.0;481.0
99.0;376.0;144;224.0;835.0;270.0;390.0;-783.0;-382.0
207.0;409.0;71;350.0;762.0;114.0;529.0;-811.0;-527.0
204.0;412.0;71;372.0;759.0;95.0;535.0;-833.0;-535.0
193.0;575.0;75;105.0;735.0;-308.0;619.0;-819.0;-807.0
430.0;-180.0;174;-142.0;-701.0;-323.0;-571.0;816.0;-429.0
-42.0;94.0;140;-3.0;735.0;-192.0;648.0;-760.0;-617.0
57.0;-206.0;135;-286.0;753.0;-43.0;630.0;-932.0;-820.0
-445.0;145.0;135;-336.0;792.0;9.0;609.0;-765.0;-612.0
-188.0;184.0;70;11.0;725.0;661.0;634.0;-728.0;-545.0
179.0;437.0;34;-141.0;709.0;-435.0;250.0;-451.0;-140.0
740.0;-55.0;7;368.0;316.0;-42.0;-94.0;112.0;429.0
576.0;519.0;-125;749.0;705.0;629.0;497.0;-821.0;-587.0
381.0;222.0;149;677.0;717.0;-1245.0;475.0;-844.0;-339.0
418.0;224.0;147;293.0;-715.0;-1157.0;-543.0;886.0;-465.0
489.0;154.0;-26;550.0;466.0;135.0;-85.0;-297.0;634.0
678.0;-107.0;6;447.0;367.0;-518.0;-121.0;-258.0;493.0
537.0;-800.0;-148;515.0;328.0;-785.0;386.0;-264.0;293.0
1162.0;228.0;68;881.0;738.0;-1031.0;531.0;-831.0;-721.0
88.0;477.0;27;263.0;716.0;277.0;521.0;-854.0;-445.0
-193.0;182.0;135;-420.0;763.0;3.0;644.0;-854.0;-798.0
847.0;-625.0;174;639.0;428.0;-174.0;454.0;-362.0;75.0
480.0;55.0;131;862.0;723.0;-82.0;550.0;-948.0;-832.0
-250.0;292.0;135;-276.0;797.0;250.0;604.0;-863.0;-804.0
54.0;481.0;-133;-391.0;742.0;198.0;475.0;-622.0;-367.0
217.0;-277.0;180;297.0;681.0;-91.0;630.0;-742.0;-660.0
264.0;-305.0;-124;302.0;673.0;-123.0;625.0;-685.0;-643.0
952.0;-592.0;18;841.0;-67.0;-214.0;189.0;124.0;179.0
867.0;-519.0;5;889.0;-15.0;-152.0;131.0;85.0;137.0
524.0;134.0;-199;445.0;770.0;-120.0;621.0;-827.0;-553.0
410.0;-306.0;168;-125.0;683.0;-1452.0;609.0;659.0;-447.0
781.0;-223.0;186;150.0;696.0;913.0;622.0;-746.0;-246.0
145.0;415.0;71;392.0;757.0;-1.0;546.0;-858.0;-563.0
672.0;-555.0;-55;696.0;364.0;936.0;378.0;305.0;330.0
1036.0;-42.0;-5;946.0;755.0;1036.0;533.0;-755.0;-288.0
840.0;-180.0;-11;1068.0;673.0;591.0;447.0;-764.0;-180.0
846.0;-647.0;14;781.0;53.0;13.0;241.0;170.0;433.0
628.0;-319.0;-33;757.0;572.0;114.0;527.0;444.0;221.0
215.0;293.0;90;261.0;-767.0;411.0;-631.0;887.0;-659.0
123.0;106.0;152;153.0;892.0;-233.0;327.0;-862.0;-700.0
18.0;356.0;39;376.0;687.0;281.0;517.0;-795.0;-526.0
1122.0;-733.0;-98;1001.0;387.0;554.0;388.0;328.0;-165.0
584.0;-769.0;-98;315.0;-169.0;211.0;-276.0;215.0;332.0
860.0;-680.0;-156;778.0;-123.0;715.0;-278.0;-69.0;188.0
900.0;-627.0;-52;900.0;415.0;-571.0;390.0;338.0;131.0
809.0;-522.0;-1;870.0;0.0;-437.0;-107.0;-181.0;185.0
678.0;-464.0;28;829.0;-59.0;-41.0;-184.0;-186.0;650.0
817.0;-632.0;128;798.0;-125.0;197.0;-265.0;198.0;426.0
826.0;-750.0;154;852.0;-270.0;46.0;-245.0;-82.0;417.0
674.0;-674.0;151;865.0;-204.0;-48.0;-161.0;-167.0;620.0
1078.0;79.0;-11;1159.0;671.0;-1058.0;462.0;-767.0;-217.0
676.0;-535.0;-53;1143.0;205.0;-160.0;243.0;94.0;447.0
871.0;-534.0;5;883.0;-14.0;-84.0;135.0;91.0;138.0
566.0;1.0;19;977.0;277.0;-558.0;207.0;-551.0;265.0
558.0;-177.0;18;982.0;220.0;-170.0;126.0;-520.0;327.0
875.0;-568.0;24;790.0;-21.0;60.0;152.0;265.0;271.0
853.0;-646.0;16;776.0;58.0;28.0;244.0;208.0;395.0
1109.0;-611.0;-51;1122.0;169.0;-1148.0;233.0;54.0;171.0
110.0;326.0;39;410.0;706.0;162.0;482.0;-851.0;-531.0
223.0;215.0;16;511.0;-590.0;17.0;-332.0;549.0;22.0
824.0;-541.0;15;878.0;-48.0;117.0;116.0;189.0;64.0
800.0;-355.0;-117;290.0;708.0;698.0;567.0;-553.0;-168.0
421.0;-122.0;-10;747.0;-260.0;-441.0;-132.0;512.0;383.0
548.0;-628.0;-17;655.0;-42.0;-123.0;-76.0;213.0;489.0
777.0;-657.0;-134;673.0;410.0;-10.0;312.0;-422.0;285.0
350.0;163.0;-119;56.0;767.0;504.0;578.0;-857.0;-177.0
303.0;288.0;105;-476.0;955.0;26.0;233.0;-837.0;-528.0
846.0;-539.0;-186;468.0;460.0;-798.0;451.0;-498.0;-237.0
493.0;156.0;-180;383.0;768.0;-275.0;633.0;-827.0;-554.0
846.0;-692.0;3;699.0;197.0;729.0;319.0;-178.0;389.0
