Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass
-120.0;-500.0;101.0;32.0;56.0;82;19
-87.0;-507.0;88.0;23.0;53.0;82;19
75.0;-391.0;-189.0;-131.0;83.0;119;-10
-108.0;-516.0;39.0;-28.0;46.0;82;19
-103.0;-523.0;39.0;-32.0;49.0;82;19
-116.0;-540.0;60.0;-24.0;40.0;82;19
-117.0;-518.0;91.0;-22.0;36.0;82;19
-125.0;-508.0;106.0;-18.0;36.0;82;19
-122.0;-506.0;231.0;-5.0;31.0;82;19
-162.0;-552.0;175.0;41.0;6.0;83;19
-151.0;-561.0;133.0;32.0;7.0;83;19
-155.0;-574.0;119.0;24.0;1.0;83;19
-162.0;-554.0;55.0;11.0;5.0;83;19
-151.0;-574.0;61.0;12.0;-10.0;83;19
-141.0;-536.0;121.0;26.0;-10.0;83;19
-68.0;-463.0;233.0;117.0;52.0;82;19
-66.0;-477.0;235.0;118.0;68.0;82;19
-86.0;-486.0;234.0;116.0;21.0;82;19
-88.0;-470.0;240.0;118.0;37.0;82;19
-18.0;-575.0;-42.0;-152.0;22.0;156;-10
9.0;-555.0;-25.0;-143.0;34.0;156;-10
85.0;-426.0;-41.0;-144.0;16.0;156;-10
56.0;-379.0;227.0;-112.0;-40.0;71;-13
4.0;-244.0;51.0;2.0;-83.0;71;-13
0.0;-223.0;30.0;6.0;-76.0;71;-13
31.0;-206.0;4.0;11.0;-58.0;71;-13
132.0;-303.0;-89.0;204.0;2.0;-4;-83
29.0;-345.0;-56.0;237.0;38.0;-4;-84
18.0;-452.0;-108.0;199.0;-151.0;28;-22
-49.0;-489.0;-91.0;181.0;-95.0;28;-22
-11.0;-487.0;-56.0;129.0;-54.0;28;-22
-81.0;-496.0;245.0;114.0;-34.0;82;18
-1.0;-485.0;191.0;46.0;71.0;83;19
-16.0;-504.0;95.0;33.0;73.0;83;19
-20.0;-488.0;43.0;6.0;78.0;83;19
-54.0;-506.0;245.0;117.0;-19.0;82;19
105.0;-313.0;-54.0;-126.0;94.0;156;-8
78.0;-312.0;-50.0;-122.0;115.0;156;-8
55.0;-273.0;-160.0;-83.0;62.0;156;-8
68.0;-367.0;-245.0;111.0;-168.0;102;6
-30.0;-494.0;-36.0;-16.0;66.0;83;18
11.0;-459.0;8.0;-30.0;114.0;83;18
13.0;-469.0;13.0;-26.0;76.0;83;18
-2.0;-493.0;28.0;-26.0;84.0;83;18
18.0;-448.0;28.0;-27.0;92.0;83;18
29.0;-491.0;29.0;-25.0;97.0;83;18
-194.0;-448.0;116.0;187.0;27.0;86;18
-19.0;-499.0;16.0;-32.0;91.0;81;18
-193.0;-510.0;86.0;185.0;20.0;86;18
-185.0;-389.0;-94.0;184.0;43.0;86;18
-186.0;-214.0;-175.0;171.0;-29.0;105;3
-19.0;-506.0;261.0;6.0;37.0;82;18
-115.0;-330.0;-171.0;174.0;22.0;105;3
93.0;-214.0;-42.0;152.0;-8.0;-83;-81
49.0;-263.0;36.0;144.0;-26.0;-83;-80
-2.0;-319.0;176.0;136.0;-107.0;-84;-76
107.0;-226.0;-76.0;205.0;69.0;-15;-84
88.0;-266.0;-88.0;146.0;30.0;-15;-88
-115.0;-496.0;106.0;198.0;-91.0;-84;-76
-98.0;-525.0;84.0;216.0;-89.0;-84;-77
77.0;-305.0;25.0;197.0;103.0;-15;-90
134.0;-200.0;-7.0;221.0;35.0;-26;-80
78.0;-340.0;100.0;166.0;31.0;-26;-82
69.0;-272.0;94.0;156.0;22.0;-26;-87
50.0;-316.0;62.0;165.0;19.0;-26;-94
51.0;-322.0;53.0;176.0;31.0;-26;-94
69.0;-353.0;24.0;190.0;51.0;-26;-97
14.0;-233.0;-76.0;233.0;75.0;-26;-99
31.0;-230.0;-93.0;240.0;62.0;-26;-100
-31.0;-579.0;-31.0;210.0;-58.0;1;-67
128.0;-506.0;-9.0;219.0;-47.0;6;-53
-98.0;-444.0;183.0;-32.0;-61.0;4;-18
-32.0;-360.0;-167.0;109.0;-43.0;4;-20
24.0;-293.0;-173.0;-147.0;45.0;170;-1
57.0;-264.0;-193.0;-130.0;110.0;173;-1
-89.0;-379.0;52.0;256.0;-76.0;-84;-77
-67.0;-334.0;47.0;295.0;-81.0;-84;-76
-25.0;-279.0;-247.0;-61.0;16.0;173;0
88.0;-261.0;116.0;142.0;69.0;-56;-79
-6.0;-300.0;45.0;67.0;-56.0;36;-7
-83.0;-269.0;21.0;125.0;-15.0;38;-8
-5.0;-312.0;15.0;135.0;-16.0;37;-8
-35.0;-360.0;35.0;63.0;95.0;37;-8
10.0;-248.0;38.0;49.0;115.0;38;-8
-37.0;-356.0;-66.0;22.0;58.0;10;7
73.0;-420.0;-82.0;-208.0;-25.0;47;18
-104.0;-415.0;-149.0;-124.0;145.0;23;31
-107.0;-433.0;-169.0;175.0;78.0;105;3
7.0;-418.0;104.0;-85.0;24.0;44;-17
126.0;-517.0;-11.0;-130.0;44.0;65;-9
92.0;-394.0;113.0;-48.0;183.0;46;9
111.0;-298.0;-91.0;-59.0;-124.0;57;-27
116.0;-216.0;-228.0;83.0;19.0;70;-19
-8.0;-440.0;-125.0;126.0;-23.0;58;-22
126.0;-346.0;-208.0;25.0;-92.0;72;-22
140.0;-251.0;-227.0;11.0;-76.0;72;-23
-175.0;-175.0;-150.0;-58.0;-2.0;73;-27
-114.0;-147.0;-142.0;-67.0;-39.0;73;-28
91.0;-187.0;-209.0;-81.0;101.0;73;-29
22.0;-513.0;-220.0;-17.0;52.0;79;-24
114.0;-444.0;-178.0;7.0;39.0;80;-27
80.0;-339.0;-103.0;27.0;70.0;74;-29
58.0;-360.0;-58.0;37.0;63.0;70;-26
10.0;-319.0;12.0;69.0;41.0;49;-10
-221.0;-377.0;-137.0;179.0;87.0;86;18
-223.0;-367.0;-148.0;181.0;112.0;86;18
-212.0;-398.0;-155.0;176.0;117.0;86;18
93.0;-194.0;84.0;64.0;117.0;-23;4
-76.0;-425.0;57.0;174.0;-184.0;-128;-27
-65.0;-264.0;-1.0;169.0;32.0;-128;-23
-5.0;-195.0;-74.0;196.0;19.0;-127;-23
-193.0;-207.0;-155.0;-98.0;-9.0;82;-17
153.0;-255.0;-206.0;-93.0;-38.0;82;-17
52.0;-340.0;-93.0;204.0;6.0;-126;-21
-47.0;-517.0;-219.0;-71.0;29.0;79;-19
98.0;-525.0;-235.0;-54.0;57.0;74;-20
99.0;-488.0;-258.0;-33.0;3.0;78;-20
-37.0;-416.0;-252.0;-5.0;-75.0;84;-23
-3.0;-350.0;-66.0;-117.0;-7.0;81;-14
-154.0;-214.0;-41.0;-149.0;22.0;82;-14
-145.0;-235.0;-12.0;-155.0;2.0;83;-15
73.0;-282.0;-33.0;-175.0;88.0;82;-16
117.0;-387.0;-20.0;-160.0;84.0;84;-17
51.0;-519.0;2.0;-142.0;12.0;81;-20
368.0;-193.0;165.0;-218.0;28.0;100;-24
122.0;-494.0;229.0;-141.0;-15.0;86;-30
-118.0;-345.0;-157.0;175.0;115.0;107;3
-99.0;-282.0;167.0;-194.0;-64.0;81;-49
20.0;-270.0;158.0;-192.0;76.0;81;-49
-23.0;-550.0;90.0;-163.0;87.0;85;-51
99.0;-419.0;62.0;-149.0;22.0;83;-60
-31.0;-397.0;51.0;-146.0;9.0;84;-80
-17.0;-499.0;-153.0;-231.0;-53.0;86;-10
61.0;-475.0;-104.0;-105.0;-90.0;75;-4
-31.0;-433.0;-78.0;-79.0;-119.0;72;-3
-29.0;-242.0;20.0;-244.0;-69.0;89;-18
-117.0;-295.0;-172.0;172.0;12.0;112;2
-156.0;-422.0;-220.0;140.0;56.0;116;2
110.0;-344.0;-7.0;-166.0;74.0;104;-30
-15.0;-338.0;-149.0;-115.0;96.0;122;-13
150.0;-455.0;-150.0;-84.0;100.0;126;-14
-12.0;-308.0;-135.0;-94.0;-40.0;122;-25
-138.0;-211.0;-101.0;-144.0;-105.0;123;-25
-48.0;-244.0;-109.0;-148.0;-40.0;123;-25
54.0;-254.0;-105.0;-148.0;81.0;123;-25
69.0;-379.0;-110.0;-7.0;32.0;115;-10
35.0;-180.0;-144.0;22.0;36.0;41;24
-25.0;-298.0;-230.0;-67.0;-3.0;128;2
-34.0;-171.0;-160.0;-107.0;-50.0;128;-1
-209.0;-394.0;-181.0;166.0;52.0;86;18
109.0;-335.0;40.0;0.0;143.0;123;-61
66.0;-374.0;97.0;6.0;67.0;114;-69
78.0;-167.0;-233.0;58.0;-140.0;118;-21
87.0;-296.0;-277.0;5.0;-43.0;137;-43
-9.0;-560.0;-182.0;27.0;27.0;138;-43
9.0;-445.0;-187.0;41.0;8.0;140;-33
112.0;-439.0;-113.0;99.0;74.0;126;-38
112.0;-265.0;-107.0;113.0;149.0;39;10
0.0;-559.0;-260.0;-10.0;43.0;144;-24
-87.0;-349.0;223.0;24.0;145.0;81;18
-183.0;-321.0;-170.0;164.0;-90.0;86;18
-190.0;-292.0;-116.0;163.0;-109.0;86;18
-216.0;-269.0;53.0;162.0;-24.0;86;18
95.0;-520.0;-283.0;19.0;35.0;143;-25
-98.0;-370.0;230.0;51.0;134.0;81;18
115.0;-391.0;-162.0;81.0;38.0;132;-26
-9.0;-351.0;-358.0;78.0;28.0;151;-6
165.0;-426.0;-289.0;86.0;135.0;162;-6
147.0;-135.0;-326.0;-24.0;36.0;69;-9
-113.0;-221.0;-110.0;-131.0;-54.0;149;-12
132.0;-428.0;-40.0;-74.0;53.0;158;-17
67.0;-404.0;-14.0;-65.0;37.0;158;-18
-168.0;-261.0;47.0;-150.0;63.0;160;-5
190.0;-232.0;-94.0;-149.0;72.0;150;-13
5.0;-553.0;-160.0;-75.0;83.0;162;-9
29.0;-371.0;-162.0;50.0;-106.0;153;3
-281.0;-713.0;-69.0;-53.0;-372.0;93;12
-136.0;-246.0;80.0;-93.0;79.0;138;-14
-69.0;-311.0;124.0;-89.0;-21.0;151;-42
220.0;-356.0;-219.0;71.0;-144.0;1;-31
163.0;-344.0;-298.0;80.0;7.0;1;-31
-42.0;-252.0;107.0;11.0;127.0;125;-19
113.0;-321.0;-306.0;87.0;35.0;1;-31
116.0;-378.0;-318.0;130.0;0.0;1;-31
98.0;-225.0;-145.0;-26.0;29.0;21;-2
175.0;-384.0;-266.0;144.0;-25.0;1;-31
171.0;-476.0;73.0;-33.0;-16.0;168;-51
116.0;-353.0;-250.0;152.0;-22.0;1;-31
100.0;-335.0;-186.0;174.0;-41.0;1;-31
93.0;-384.0;-214.0;124.0;-78.0;1;-31
185.0;-382.0;-103.0;105.0;-86.0;2;-31
194.0;-311.0;-40.0;87.0;-8.0;13;-30
159.0;-386.0;-57.0;85.0;-44.0;30;-29
37.0;-395.0;69.0;-32.0;-5.0;167;-55
122.0;-369.0;-73.0;84.0;10.0;29;-33
92.0;-347.0;-84.0;84.0;52.0;29;-34
28.0;-515.0;-32.0;133.0;65.0;168;-63
53.0;-395.0;-20.0;137.0;-6.0;165;-60
81.0;-256.0;-36.0;-33.0;38.0;20;-2
47.0;-346.0;145.0;-50.0;14.0;16;-4
124.0;-382.0;-84.0;87.0;24.0;30;-33
106.0;-427.0;-42.0;130.0;-9.0;20;-75
6.0;-319.0;-240.0;217.0;78.0;100;-20
64.0;-270.0;-236.0;186.0;105.0;100;-20
-114.0;-415.0;251.0;102.0;-77.0;82;19
-103.0;-320.0;-188.0;53.0;-130.0;-156;-33
114.0;-294.0;-158.0;145.0;39.0;59;-11
227.0;-296.0;-90.0;166.0;-25.0;-1;-122
117.0;-354.0;-135.0;178.0;-40.0;-5;-124
-115.0;-520.0;-78.0;232.0;-5.0;-7;-106
38.0;-272.0;-107.0;144.0;45.0;54;-11
55.0;-331.0;-230.0;34.0;-83.0;-147;-15
-121.0;-306.0;-143.0;-51.0;-95.0;-145;-16
29.0;-121.0;-105.0;130.0;-22.0;-4;-146
-11.0;-323.0;-105.0;113.0;19.0;-1;-145
51.0;-256.0;-147.0;-60.0;2.0;-145;-16
52.0;-281.0;-193.0;-14.0;60.0;-143;-18
-14.0;-423.0;-258.0;2.0;90.0;-141;-13
81.0;-366.0;-253.0;12.0;80.0;-144;-13
66.0;-297.0;-264.0;-140.0;-72.0;23;-126
57.0;-272.0;-181.0;121.0;-45.0;-101;10
-95.0;-318.0;-196.0;1.0;-36.0;-118;-6
104.0;-341.0;-177.0;9.0;105.0;-119;-6
-29.0;-340.0;123.0;18.0;-116.0;64;-75
59.0;-275.0;-48.0;136.0;39.0;54;-11
31.0;-281.0;-3.0;130.0;67.0;54;-11
59.0;-315.0;-106.0;138.0;105.0;64;-94
82.0;-302.0;-232.0;107.0;108.0;54;-10
22.0;-310.0;-112.0;141.0;93.0;64;-94
67.0;-380.0;189.0;-34.0;-25.0;90;-37
10.0;-520.0;88.0;-34.0;-51.0;82;-36
98.0;-332.0;-67.0;46.0;198.0;77;2
9.0;-380.0;-46.0;324.0;-98.0;52;-46
-47.0;-212.0;144.0;-16.0;-80.0;80;-51
177.0;-316.0;-130.0;2.0;-26.0;78;-50
11.0;-429.0;-55.0;303.0;-92.0;52;-46
17.0;-488.0;-66.0;245.0;-57.0;52;-46
-110.0;-522.0;-98.0;205.0;-74.0;52;-46
68.0;-295.0;-271.0;106.0;94.0;54;-10
97.0;-449.0;-108.0;201.0;-78.0;52;-46
-111.0;-330.0;-128.0;166.0;-115.0;52;-47
31.0;-302.0;-284.0;106.0;32.0;54;-10
-80.0;-301.0;38.0;162.0;-106.0;52;-46
38.0;-284.0;-257.0;108.0;17.0;54;-10
-82.0;-274.0;107.0;237.0;-12.0;52;-46
145.0;-443.0;-92.0;290.0;-35.0;52;-45
-55.0;-331.0;-82.0;262.0;-54.0;-12;-82
-73.0;-339.0;-104.0;294.0;-75.0;-12;-83
58.0;-285.0;-159.0;116.0;-25.0;54;-10
14.0;-398.0;6.0;121.0;8.0;55;-10
51.0;-225.0;-61.0;187.0;-179.0;54;-45
17.0;-330.0;-64.0;203.0;-202.0;53;-45
-99.0;-381.0;-219.0;114.0;51.0;125;2
-161.0;-356.0;-193.0;96.0;70.0;132;1
25.0;-239.0;-73.0;304.0;-63.0;61;-33
30.0;-285.0;-148.0;313.0;-13.0;64;-37
-60.0;-313.0;-152.0;317.0;-18.0;64;-37
-35.0;-294.0;-150.0;326.0;1.0;64;-37
40.0;-383.0;75.0;135.0;108.0;54;-10
48.0;-293.0;-152.0;336.0;-26.0;64;-37
-243.0;-308.0;-106.0;34.0;-100.0;151;0
-91.0;-256.0;-62.0;141.0;-83.0;58;-24
112.0;-395.0;-71.0;135.0;-65.0;58;-25
37.0;-399.0;183.0;141.0;-65.0;59;-26
-192.0;-435.0;-75.0;14.0;-118.0;162;0
-326.0;-651.0;-44.0;-20.0;-662.0;21;-21
25.0;-453.0;170.0;51.0;-21.0;6;-15
-52.0;-173.0;183.0;47.0;15.0;25;-21
-90.0;-423.0;-15.0;-269.0;-109.0;122;5
151.0;-352.0;159.0;82.0;-30.0;-2;-23
-68.0;-322.0;245.0;77.0;24.0;62;-61
2.0;-107.0;2.0;127.0;25.0;61;-27
-125.0;-229.0;22.0;122.0;-82.0;68;-32
-241.0;-330.0;-96.0;142.0;116.0;73;-31
-59.0;-358.0;-243.0;180.0;-36.0;33;17
1.0;-393.0;-277.0;195.0;-61.0;69;-1
31.0;-282.0;97.0;-235.0;-90.0;78;-1
165.0;-264.0;-182.0;-2.0;55.0;107;10
22.0;-245.0;-164.0;297.0;-26.0;61;-18
-7.0;-473.0;-57.0;186.0;-284.0;16;-91
43.0;-293.0;-93.0;301.0;-10.0;78;-19
-320.0;-569.0;-40.0;138.0;-112.0;33;-67
-140.0;-557.0;1.0;119.0;-132.0;34;-65
-198.0;-467.0;17.0;114.0;-110.0;34;-65
-165.0;-580.0;34.0;119.0;-66.0;34;-65
24.0;-193.0;-216.0;21.0;-79.0;151;-8
24.0;-177.0;21.0;139.0;-11.0;34;-65
45.0;-294.0;108.0;-222.0;-73.0;77;-1
-9.0;-341.0;176.0;-211.0;80.0;91;-6
89.0;-323.0;-281.0;115.0;-44.0;153;0
179.0;-307.0;-209.0;162.0;107.0;62;8
53.0;-309.0;3.0;159.0;0.0;34;-63
46.0;-415.0;76.0;159.0;31.0;32;-58
30.0;-401.0;-149.0;180.0;-41.0;128;-128
49.0;-297.0;213.0;-149.0;43.0;73;-1
57.0;-474.0;-299.0;120.0;40.0;119;-82
101.0;-390.0;-278.0;185.0;60.0;134;-56
-137.0;-263.0;-314.0;23.0;-59.0;115;-17
102.0;-269.0;71.0;-58.0;99.0;48;16
119.0;-292.0;16.0;-110.0;120.0;66;24
99.0;-227.0;59.0;-114.0;31.0;72;4
73.0;-265.0;150.0;-106.0;57.0;75;1
-3.0;-292.0;244.0;8.0;-113.0;107;-62
-6.0;-370.0;110.0;110.0;101.0;107;-130
65.0;-288.0;70.0;-205.0;59.0;91;-6
-111.0;-361.0;-101.0;-247.0;-119.0;71;-2
-25.0;-237.0;-118.0;202.0;148.0;-14;-90
-49.0;-319.0;-103.0;203.0;130.0;-15;-89
40.0;-303.0;37.0;145.0;33.0;-15;-78
-26.0;-225.0;28.0;97.0;6.0;-15;-71
24.0;-311.0;20.0;91.0;25.0;-15;-71
54.0;-341.0;21.0;88.0;19.0;-15;-70
62.0;-348.0;23.0;91.0;21.0;-15;-70
48.0;-331.0;18.0;89.0;19.0;-15;-70
66.0;-370.0;19.0;92.0;19.0;-15;-70
39.0;-332.0;21.0;92.0;8.0;-15;-70
38.0;-281.0;23.0;100.0;42.0;-15;-70
81.0;-284.0;15.0;101.0;45.0;-15;-69
-9.0;-261.0;17.0;96.0;37.0;-15;-69
127.0;-299.0;-20.0;122.0;30.0;-15;-69
133.0;-285.0;-32.0;132.0;34.0;-15;-69
73.0;-379.0;29.0;111.0;113.0;113;-114
38.0;-277.0;-92.0;87.0;22.0;118;-94
-4.0;-279.0;-209.0;75.0;23.0;117;-93
-54.0;-321.0;-308.0;63.0;-19.0;117;-92
-46.0;-348.0;-364.0;67.0;-25.0;117;-93
-180.0;-414.0;-505.0;38.0;-343.0;158;14
-95.0;-221.0;-281.0;-45.0;-10.0;118;-18
84.0;-226.0;-261.0;-40.0;-10.0;118;-19
-31.0;-379.0;28.0;-193.0;25.0;91;-6
95.0;-222.0;-239.0;-42.0;-25.0;118;-20
11.0;-366.0;-189.0;-75.0;-31.0;119;-20
57.0;-489.0;-181.0;-82.0;19.0;122;-22
26.0;-585.0;-182.0;-83.0;49.0;129;-24
-9.0;-302.0;91.0;-189.0;28.0;91;-6
19.0;-405.0;-304.0;10.0;63.0;42;-36
30.0;-242.0;-294.0;-19.0;-38.0;23;-41
83.0;-310.0;-243.0;-69.0;-105.0;-9;-10
56.0;-356.0;-224.0;-84.0;-114.0;-17;-7
-52.0;-249.0;-139.0;-157.0;38.0;-16;-6
-195.0;-403.0;-151.0;-124.0;-16.0;-33;-2
42.0;-378.0;-158.0;43.0;5.0;-42;8
-64.0;-258.0;121.0;137.0;78.0;-56;-80
65.0;-223.0;121.0;152.0;57.0;-56;-80
-46.0;-343.0;132.0;-236.0;-18.0;137;-4
-130.0;-402.0;-177.0;53.0;60.0;-69;-42
-112.0;-357.0;-156.0;-174.0;-70.0;-38;6
123.0;-298.0;-155.0;-118.0;-45.0;19;-147
169.0;-537.0;-186.0;14.0;18.0;53;-120
119.0;-273.0;-50.0;-151.0;114.0;-14;-12
-1.0;-214.0;-70.0;-130.0;-35.0;-18;-16
56.0;-205.0;-129.0;298.0;-11.0;-15;-70
76.0;-221.0;-115.0;299.0;-19.0;-15;-70
109.0;-153.0;-27.0;-145.0;44.0;-7;-12
152.0;-198.0;-26.0;-149.0;-8.0;-5;-10
-46.0;-363.0;66.0;-171.0;115.0;-2;-8
-60.0;-400.0;217.0;-187.0;-67.0;-1;-7
-41.0;-487.0;232.0;-249.0;-314.0;117;-1
-19.0;-365.0;177.0;-182.0;-133.0;-1;-7
-26.0;-375.0;-44.0;-208.0;35.0;-1;-6
68.0;-390.0;-26.0;-193.0;39.0;-1;-6
-61.0;-360.0;-54.0;-185.0;-16.0;-1;-6
11.0;-293.0;-81.0;-170.0;-74.0;-1;-6
24.0;-286.0;-81.0;-166.0;-68.0;-1;-6
1.0;-379.0;-75.0;-151.0;-56.0;-1;-6
-29.0;-326.0;-89.0;-154.0;-22.0;-1;-6
-116.0;-330.0;-100.0;-159.0;12.0;-1;-6
-56.0;-301.0;-114.0;-163.0;18.0;-1;-6
45.0;-327.0;-120.0;-164.0;27.0;-1;-6
-261.0;-597.0;113.0;-237.0;-473.0;21;-16
-125.0;-150.0;79.0;-156.0;-178.0;29;21
-125.0;-460.0;244.0;95.0;27.0;82;19
-116.0;-463.0;244.0;91.0;4.0;82;19
-108.0;-433.0;245.0;87.0;2.0;81;18
-106.0;-464.0;245.0;88.0;-4.0;81;18
-102.0;-449.0;245.0;89.0;-16.0;81;18
0.0;-291.0;-286.0;-177.0;-38.0;56;-10
-60.0;-340.0;-282.0;-178.0;-37.0;56;-10
27.0;-229.0;-16.0;256.0;28.0;150;-11
-108.0;-515.0;-87.0;238.0;-14.0;28;-46
-87.0;-492.0;233.0;120.0;49.0;82;19
-127.0;-374.0;-186.0;-182.0;112.0;-34;-2
87.0;-96.0;-179.0;21.0;9.0;74;13
-217.0;-436.0;18.0;363.0;-183.0;-26;-134
-107.0;-364.0;237.0;98.0;124.0;81;19
-194.0;-730.0;-161.0;412.0;-163.0;-76;-164
-95.0;-380.0;236.0;97.0;122.0;81;18
-98.0;-360.0;236.0;100.0;132.0;81;18
-439.0;-800.0;233.0;-169.0;-449.0;120;0
135.0;-441.0;-472.0;27.0;218.0;166;-15
-85.0;-485.0;235.0;119.0;57.0;82;19
-279.0;-286.0;282.0;157.0;13.0;86;18
-89.0;-355.0;241.0;95.0;121.0;81;18
-113.0;-323.0;237.0;96.0;127.0;81;18
-90.0;-498.0;237.0;95.0;114.0;81;18
-211.0;-355.0;147.0;185.0;24.0;86;18
-98.0;-343.0;223.0;5.0;145.0;81;18
139.0;-229.0;-56.0;254.0;23.0;-101;-112
-61.0;-485.0;-67.0;-161.0;207.0;119;-11
151.0;-287.0;23.0;-205.0;80.0;-168;2
-116.0;-346.0;-510.0;6.0;-52.0;-170;-6
-172.0;-637.0;532.0;-66.0;-32.0;80;19
-154.0;-456.0;19.0;-184.0;151.0;119;-11
-131.0;-563.0;195.0;49.0;9.0;83;19
-327.0;-824.0;144.0;-380.0;-225.0;65;-14
-234.0;-642.0;497.0;117.0;61.0;79;18
-243.0;-418.0;121.0;-189.0;-37.0;119;-10
23.0;-326.0;283.0;-143.0;72.0;92;-11
-79.0;-500.0;234.0;116.0;47.0;82;18
-11.0;-504.0;-237.0;336.0;-57.0;37;-72
-83.0;-505.0;233.0;117.0;58.0;82;19
-67.0;-611.0;-175.0;-158.0;2.0;156;-10
8.0;-208.0;-226.0;229.0;39.0;-101;-112
-121.0;-664.0;242.0;95.0;48.0;81;18
28.0;-490.0;368.0;95.0;90.0;82;19
-266.0;-920.0;-578.0;490.0;-228.0;-59;-142
9.0;-473.0;-149.0;446.0;-189.0;-82;-160
7.0;-167.0;-15.0;267.0;-160.0;19;-116
5.0;-464.0;288.0;34.0;96.0;83;19
-37.0;-384.0;-169.0;491.0;-144.0;-7;-101
-41.0;-368.0;-112.0;382.0;-134.0;-7;-97
-39.0;-508.0;295.0;13.0;50.0;82;18
147.0;-156.0;-101.0;160.0;-4.0;-85;-87
103.0;-239.0;-425.0;192.0;91.0;-15;-84
106.0;-243.0;-272.0;273.0;58.0;-14;-91
-207.0;-218.0;289.0;214.0;-64.0;1;-30
72.0;-402.0;-206.0;-252.0;-46.0;37;0
-18.0;-402.0;-373.0;-100.0;-64.0;129;1
-92.0;-242.0;-272.0;-122.0;-111.0;176;-10
89.0;-261.0;190.0;187.0;-24.0;-3;-86
129.0;-505.0;-334.0;182.0;-99.0;-5;-24
84.0;-177.0;-255.0;-119.0;27.0;176;-10
119.0;-229.0;-250.0;-120.0;49.0;176;-10
-27.0;-269.0;170.0;289.0;-121.0;-32;-36
-43.0;-368.0;226.0;224.0;-96.0;-32;-36
-14.0;-364.0;271.0;188.0;-101.0;-32;-36
-86.0;-396.0;-175.0;-259.0;-21.0;147;-3
-62.0;-485.0;-185.0;-224.0;93.0;146;-3
-86.0;-521.0;-126.0;-266.0;-67.0;113;-12
98.0;-243.0;-183.0;-204.0;82.0;148;-3
-13.0;-698.0;-35.0;-247.0;-206.0;119;0
72.0;-237.0;-210.0;-109.0;114.0;173;-1
-121.0;-381.0;52.0;305.0;-73.0;-84;-76
81.0;-138.0;-291.0;18.0;187.0;48;16
-28.0;-340.0;72.0;337.0;-57.0;-84;-76
