InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-175.0;220.0;-4;17;656;165.0;440.0;-4;-182.0;22;-45
-149.0;-50.0;-19;19;656;-52.0;510.0;-19;-872.0;9;-41
-149.0;-67.0;-9;18;658;-58.0;509.0;-9;-873.0;13;-41
-158.0;-54.0;-27;25;649;-42.0;510.0;-27;-873.0;17;-41
-154.0;-71.0;-17;17;660;-10.0;512.0;-17;-873.0;8;-41
-341.0;-243.0;4;16;663;-563.0;429.0;4;-169.0;30;-45
-158.0;-118.0;-1;21;654;-65.0;514.0;-1;-875.0;13;-41
-148.0;-95.0;21;21;656;-53.0;510.0;21;-857.0;28;-41
-31.0;-31.0;1;15;741;2.0;578.0;1;-211.0;17;-50
-17.0;-119.0;-27;17;739;5.0;592.0;-27;-167.0;26;-50
-19.0;-94.0;6;12;746;-32.0;605.0;6;-244.0;22;-50
-8.0;-73.0;14;11;747;-99.0;603.0;14;-216.0;19;-50
20.0;-11.0;-26;16;741;-96.0;596.0;-26;-25.0;26;-50
-146.0;-94.0;-8;20;656;-1.0;544.0;-8;-857.0;15;-41
-153.0;-104.0;0;17;660;-21.0;530.0;0;-858.0;15;-41
-157.0;-82.0;-14;24;651;-43.0;532.0;-14;-862.0;19;-41
-159.0;-97.0;-11;14;665;-74.0;530.0;-11;-860.0;11;-41
-325.0;-1734.0;-42;50;671;-1628.0;364.0;-42;23.0;24;-25
-193.0;-212.0;-14;16;659;-378.0;353.0;-14;-330.0;7;-45
-145.0;-80.0;-9;18;655;-62.0;518.0;-9;-878.0;15;-41
-222.0;299.0;-29;22;688;-816.0;420.0;-29;-198.0;64;-43
-186.0;-253.0;30;19;658;-280.0;347.0;30;-329.0;13;-45
-157.0;-240.0;22;16;658;54.0;359.0;22;-325.0;9;-45
-448.0;-131.0;0;18;658;-162.0;154.0;0;48.0;8;-43
-132.0;-5.0;-1;15;749;-26.0;621.0;-1;144.0;22;-50
-135.0;-29.0;-12;10;751;-24.0;622.0;-12;143.0;26;-50
-131.0;-26.0;-22;12;752;-56.0;622.0;-22;145.0;27;-50
-328.0;-114.0;-16;20;663;-94.0;275.0;-16;-36.0;15;-43
-124.0;-36.0;-2;13;749;-13.0;621.0;-2;143.0;29;-50
-126.0;-73.0;-3;14;749;-20.0;622.0;-3;145.0;29;-50
-404.0;-143.0;25;20;659;-129.0;-430.0;25;66.0;-6;-38
-130.0;202.0;19;14;758;-52.0;612.0;19;156.0;32;-50
-137.0;-54.0;-26;17;745;-38.0;617.0;-26;144.0;25;-50
-126.0;-58.0;-8;16;746;-37.0;618.0;-8;143.0;21;-50
-139.0;-72.0;-22;15;748;-54.0;618.0;-22;138.0;30;-50
-292.0;52.0;5;15;665;-112.0;245.0;5;6.0;5;-43
-127.0;-95.0;-23;12;755;-87.0;616.0;-23;136.0;27;-50
-110.0;-124.0;-18;16;743;-89.0;623.0;-18;118.0;26;-50
-214.0;274.0;-7;20;670;-389.0;574.0;-7;368.0;84;-43
-354.0;213.0;25;-19;708;221.0;325.0;25;107.0;19;-44
-440.0;65.0;6;13;658;-9.0;119.0;6;146.0;-2;-41
-515.0;-56.0;-15;18;665;36.0;-130.0;-15;529.0;-32;-39
-140.0;-423.0;-45;14;744;75.0;614.0;-45;68.0;23;-50
-198.0;562.0;-2;10;751;-30.0;505.0;-2;86.0;5;-52
-177.0;-42.0;11;22;650;-6.0;357.0;11;-321.0;5;-45
-224.0;-470.0;-11;7;805;-94.0;690.0;-11;-563.0;-19;-49
-151.0;56.0;-12;22;652;-25.0;360.0;-12;-337.0;6;-45
-167.0;-89.0;28;19;658;-47.0;363.0;28;-372.0;9;-45
53.0;-467.0;11;10;753;-173.0;574.0;11;-252.0;20;-50
-276.0;-315.0;54;22;658;-207.0;468.0;54;82.0;28;-43
44.0;-425.0;-4;18;743;-62.0;577.0;-4;-207.0;18;-50
43.0;-333.0;21;8;752;25.0;578.0;21;-213.0;18;-50
45.0;-832.0;-8;12;749;-61.0;578.0;-8;-264.0;21;-50
78.0;-211.0;-12;12;755;-73.0;588.0;-12;-113.0;28;-50
28.0;-126.0;15;2;759;-234.0;591.0;15;-106.0;20;-50
80.0;-153.0;-13;13;747;-90.0;568.0;-13;-139.0;20;-50
-285.0;-363.0;-20;19;672;-461.0;511.0;-20;-606.0;51;-43
1.0;-21.0;15;10;748;-242.0;596.0;15;149.0;25;-50
-104.0;-11.0;-31;10;752;-150.0;607.0;-31;172.0;30;-50
-142.0;-9.0;9;13;749;-53.0;613.0;9;157.0;19;-50
-125.0;-16.0;10;11;748;-53.0;614.0;10;155.0;21;-50
-132.0;-135.0;-22;13;754;-76.0;614.0;-22;156.0;29;-50
-236.0;-374.0;65;23;657;-225.0;484.0;65;31.0;27;-43
-126.0;-107.0;-6;10;753;-1.0;614.0;-6;154.0;25;-50
-119.0;-94.0;4;8;758;-73.0;611.0;4;150.0;23;-50
-122.0;-59.0;8;18;753;-39.0;612.0;8;149.0;23;-50
-124.0;-96.0;7;17;753;-43.0;612.0;7;149.0;23;-50
-120.0;-47.0;-1;10;757;-32.0;611.0;-1;149.0;30;-50
-116.0;-27.0;-24;9;755;-40.0;611.0;-24;151.0;24;-50
-121.0;-66.0;16;12;757;-30.0;612.0;16;151.0;25;-50
-127.0;223.0;-46;22;666;-33.0;257.0;-46;185.0;26;-40
-295.0;111.0;-8;16;669;156.0;-72.0;-8;-10.0;12;-46
-86.0;-14.0;-11;20;665;-11.0;270.0;-11;173.0;20;-40
157.0;-105.0;-51;8;673;-8.0;-237.0;-51;-112.0;50;-44
-114.0;-149.0;-20;15;665;-14.0;260.0;-20;187.0;15;-40
-210.0;-383.0;56;23;654;-367.0;506.0;56;-226.0;10;-43
-125.0;-46.0;7;13;755;-7.0;612.0;7;152.0;27;-50
-115.0;-40.0;-42;16;752;-22.0;610.0;-42;152.0;28;-50
-117.0;-78.0;-2;13;754;-47.0;609.0;-2;150.0;24;-50
-109.0;57.0;-34;14;755;43.0;612.0;-34;148.0;27;-50
-95.0;349.0;527;-736;1355;230.0;878.0;527;-56.0;-2309;-31
-118.0;-22.0;-1;11;761;58.0;612.0;-1;147.0;28;-50
-145.0;-58.0;-14;11;759;23.0;613.0;-14;142.0;28;-50
-150.0;14.0;40;9;758;-32.0;613.0;40;137.0;21;-50
-141.0;-178.0;28;64;663;-183.0;495.0;28;-463.0;19;39
-39.0;2012.0;587;174;741;1510.0;530.0;587;-820.0;385;-66
-150.0;-14.0;18;9;760;-25.0;613.0;18;132.0;25;-50
-266.0;-42.0;-14;19;663;1.0;516.0;-14;-534.0;23;-43
-226.0;-125.0;30;476;667;101.0;543.0;30;-376.0;25;39
-245.0;-112.0;13;23;658;-68.0;512.0;13;-536.0;23;-43
-138.0;-157.0;-40;16;756;-135.0;484.0;-40;-111.0;9;-51
-117.0;-26.0;-715;30;831;-135.0;579.0;-715;-217.0;-145;-63
-248.0;-749.0;15;-330;1532;-702.0;546.0;15;-425.0;21;-72
-122.0;-199.0;16;7;766;-213.0;494.0;16;-299.0;5;-51
-131.0;789.0;2084;752;428;699.0;278.0;2084;230.0;581;-70
-139.0;-359.0;-44;11;672;-287.0;412.0;-44;-111.0;-5;-46
-157.0;-295.0;-14;-17;682;-204.0;405.0;-14;-113.0;3;-46
-269.0;-74.0;16;24;664;145.0;309.0;16;-112.0;-2;-46
-249.0;-182.0;-13;25;661;-253.0;515.0;-13;-537.0;22;-43
-151.0;-72.0;-20;7;766;-135.0;506.0;-20;-329.0;7;-51
-140.0;-58.0;20;6;763;86.0;509.0;20;-349.0;0;-51
-147.0;12.0;-1;18;750;35.0;502.0;-1;-336.0;2;-51
-139.0;271.0;-22;14;757;83.0;499.0;-22;-331.0;5;-51
-454.0;39.0;-26;16;668;-49.0;363.0;-26;-3.0;7;-43
-121.0;36.0;17;15;760;-232.0;486.0;17;-271.0;8;-52
-73.0;-331.0;10;18;755;177.0;493.0;10;-304.0;3;-52
-100.0;-294.0;-62;14;763;205.0;498.0;-62;-296.0;16;-52
-114.0;-64.0;-1;16;758;-44.0;496.0;-1;-275.0;-1;-52
-148.0;-61.0;9;10;765;-192.0;497.0;9;-262.0;14;-52
-78.0;-83.0;-31;12;763;-59.0;500.0;-31;-267.0;7;-52
-330.0;-1222.0;-842;-104;877;712.0;420.0;-842;207.0;17;-53
-162.0;79.0;-7;10;764;-28.0;499.0;-7;-263.0;11;-52
-131.0;-198.0;-16;10;762;-143.0;489.0;-16;-216.0;11;-52
-134.0;-28.0;-53;14;755;-24.0;493.0;-53;-239.0;10;-52
-140.0;-72.0;-56;13;756;-23.0;492.0;-56;-243.0;11;-52
-152.0;81.0;-53;12;762;29.0;492.0;-53;-230.0;17;-52
-154.0;93.0;-4;13;755;-18.0;492.0;-4;-238.0;4;-52
-67.0;158.0;-442;1079;98;527.0;950.0;-442;-778.0;285;-75
-90.0;60.0;-33;14;757;113.0;485.0;-33;-263.0;9;-52
-58.0;627.0;-121;-164;861;255.0;296.0;-121;88.0;-15;-37
-20.0;-24.0;25;20;756;106.0;494.0;25;-293.0;21;-52
-464.0;-168.0;47;-10;701;-124.0;369.0;47;-1.0;-13;-43
-145.0;-49.0;3;13;749;-81.0;506.0;3;214.0;8;-52
-159.0;-323.0;-23;9;756;27.0;510.0;-23;111.0;7;-52
-127.0;-78.0;-4;14;748;-47.0;618.0;-4;273.0;30;-50
-390.0;-283.0;42;17;658;-276.0;390.0;42;-15.0;13;-43
-333.0;-259.0;298;-1003;2395;-521.0;1107.0;298;-751.0;529;-81
-152.0;-76.0;1;15;754;-8.0;506.0;1;-120.0;4;-52
-118.0;9.0;-12;11;760;-5.0;502.0;-12;-124.0;13;-52
-140.0;36.0;23;10;762;54.0;501.0;23;-124.0;4;-52
-98.0;-15.0;18;16;752;28.0;516.0;18;-155.0;5;-52
-97.0;-50.0;4;15;759;-32.0;506.0;4;-168.0;11;-52
-87.0;26.0;-29;13;759;-26.0;506.0;-29;-141.0;11;-52
-148.0;-55.0;-20;8;772;134.0;496.0;-20;183.0;-2;-52
-163.0;-205.0;18;13;767;-144.0;510.0;18;-40.0;-12;-52
-287.0;-223.0;-45;14;670;-97.0;423.0;-45;-103.0;20;-43
-124.0;-1659.0;0;12;754;-113.0;615.0;0;155.0;22;-50
-180.0;-225.0;-43;11;777;45.0;542.0;-43;35.0;-22;-52
-467.0;-38.0;-40;40;705;170.0;486.0;-40;-412.0;44;-42
-500.0;-139.0;-45;-12;687;55.0;488.0;-45;-403.0;-4;-44
-179.0;1552.0;-936;644;530;1588.0;1212.0;-936;-909.0;558;-75
-193.0;53.0;-77;18;628;115.0;433.0;-77;-371.0;-5;-39
-185.0;-318.0;34;20;648;-122.0;471.0;34;-72.0;5;-39
-192.0;-177.0;-12;18;649;-137.0;468.0;-12;-68.0;-3;-39
15.0;740.0;-60;22;668;1380.0;320.0;-60;-17.0;29;-38
-76.0;-60.0;13;17;745;-41.0;618.0;13;-208.0;21;-50
-66.0;-58.0;-39;20;662;-200.0;400.0;-39;-187.0;38;-40
-66.0;-1655.0;-19;16;670;-308.0;581.0;-19;-510.0;27;-44
-104.0;-148.0;-15;15;669;-70.0;406.0;-15;-150.0;39;-40
-87.0;-52.0;-21;16;669;-59.0;415.0;-21;-147.0;38;-40
-215.0;-799.0;-126;-11;694;-1021.0;731.0;-126;-131.0;23;-37
-30.0;-189.0;28;-42;683;1252.0;599.0;28;-155.0;37;-41
-200.0;-74.0;-47;-13;712;-52.0;497.0;-47;-261.0;-10;-42
-174.0;-131.0;-39;17;671;-166.0;610.0;-39;-272.0;31;-44
-158.0;-52.0;-7;6;677;-57.0;613.0;-7;-222.0;30;-44
-198.0;-106.0;-6;18;675;-60.0;496.0;-6;-258.0;44;-42
-146.0;-61.0;-10;19;660;-13.0;612.0;-10;-310.0;38;-44
-153.0;-21.0;6;17;664;-48.0;616.0;6;-766.0;34;-44
-109.0;-91.0;11;12;666;-9.0;618.0;11;-773.0;33;-44
-170.0;205.0;5;12;669;-169.0;615.0;5;-509.0;29;-44
-191.0;-296.0;-115;8;843;341.0;689.0;-115;-564.0;-2;-49
10.0;-550.0;45;-9;757;-534.0;498.0;45;-528.0;80;-40
-57.0;755.0;-8;12;747;479.0;605.0;-8;-170.0;18;-50
-338.0;-118.0;30;19;660;-45.0;467.0;30;-433.0;29;-17
-364.0;-225.0;25;16;667;-71.0;471.0;25;-458.0;27;-17
-361.0;-733.0;24;16;668;3.0;575.0;24;-395.0;42;-33
-273.0;-8.0;-4;19;682;-152.0;1087.0;-4;-1080.0;51;-47
-74.0;-84.0;-31;13;741;-49.0;613.0;-31;-208.0;13;-50
-77.0;-48.0;-41;12;748;-35.0;617.0;-41;-208.0;17;-50
-76.0;-41.0;-6;6;752;-48.0;616.0;-6;-214.0;21;-50
-71.0;-132.0;-17;15;747;-47.0;619.0;-17;-216.0;28;-50
-74.0;-75.0;-14;12;748;-39.0;620.0;-14;-217.0;19;-50
-169.0;142.0;-32;16;672;85.0;473.0;-32;-204.0;22;-42
-182.0;-165.0;12;35;661;-274.0;120.0;12;352.0;12;-45
-214.0;64.0;-27;11;676;110.0;459.0;-27;-138.0;16;-42
-71.0;-45.0;25;21;741;-19.0;619.0;25;-211.0;27;-50
-226.0;-76.0;47;-21;650;178.0;521.0;47;11.0;91;-39
-242.0;-84.0;42;28;667;61.0;520.0;42;7.0;-8;-39
-147.0;140.0;10;24;667;76.0;331.0;10;-177.0;32;-44
-223.0;143.0;14;12;670;415.0;447.0;14;-107.0;16;-42
-183.0;0.0;10;18;656;54.0;364.0;10;-377.0;3;-45
-81.0;-252.0;-39;23;734;-69.0;618.0;-39;-210.0;22;-50
-63.0;-70.0;-1;14;744;-77.0;619.0;-1;-223.0;21;-50
-602.0;118.0;-36;16;670;268.0;62.0;-36;-95.0;15;-43
-174.0;-90.0;11;20;656;-55.0;364.0;11;-374.0;11;-45
-72.0;-9.0;-29;15;748;-68.0;621.0;-29;-226.0;19;-50
-68.0;202.0;-37;18;743;-115.0;619.0;-37;-236.0;23;-50
-188.0;-309.0;20;17;653;-8.0;366.0;20;-373.0;7;-45
-93.0;1210.0;-648;-203;996;1111.0;383.0;-648;-142.0;86;-51
-180.0;-484.0;38;18;663;126.0;395.0;38;48.0;10;-45
-219.0;1373.0;-93;25;657;1109.0;619.0;-93;-555.0;-8;-42
-66.0;-96.0;24;20;738;-26.0;619.0;24;-243.0;29;-50
-69.0;-87.0;0;13;747;-6.0;619.0;0;-242.0;17;-50
-53.0;-611.0;-40;87;651;79.0;839.0;-40;-253.0;46;-34
-54.0;-332.0;68;-79;700;-354.0;803.0;68;-268.0;-26;-40
-20.0;-125.0;-13;13;739;-102.0;611.0;-13;-284.0;-7;-50
15.0;-12.0;-3;14;738;-89.0;581.0;-3;-340.0;14;-50
-2.0;-76.0;-41;12;742;-126.0;596.0;-41;-175.0;22;-50
57.0;-3.0;-41;182;696;141.0;499.0;-41;-552.0;24;-46
-19.0;-114.0;-42;12;742;-220.0;596.0;-42;-176.0;22;-50
-26.0;-86.0;-30;12;741;-53.0;606.0;-30;-182.0;17;-50
-31.0;-82.0;-19;11;741;-31.0;606.0;-19;-186.0;18;-50
-266.0;-179.0;89;131;620;-13.0;412.0;89;-670.0;4;-24
-560.0;-77.0;-29;15;665;-36.0;610.0;-29;-235.0;36;-38
37.0;350.0;-32;5;671;672.0;470.0;-32;-483.0;51;-43
-137.0;20.0;-38;22;665;148.0;411.0;-38;-534.0;12;-32
-125.0;96.0;-73;14;682;106.0;412.0;-73;-523.0;9;-32
-127.0;-6.0;-31;13;671;7.0;412.0;-31;-509.0;15;-32
-127.0;-21.0;-28;21;671;11.0;413.0;-28;-520.0;16;-32
-115.0;-181.0;-17;14;672;-125.0;424.0;-17;-572.0;19;-32
-112.0;-23.0;-21;22;659;58.0;422.0;-21;-578.0;11;-32
-82.0;100.0;16;18;656;5.0;428.0;16;-540.0;19;-32
-375.0;129.0;-17;7;669;-16.0;550.0;-17;-288.0;22;-25
-461.0;256.0;-33;43;650;275.0;583.0;-33;-285.0;-7;-25
-200.0;-33.0;-10;15;663;-69.0;443.0;-10;-566.0;28;-45
-216.0;-143.0;-19;20;657;-100.0;438.0;-19;-563.0;32;-45
-15.0;-43.0;-24;14;741;-27.0;608.0;-24;-189.0;22;-50
-32.0;-54.0;-13;13;736;-24.0;611.0;-13;-183.0;10;-50
-35.0;-58.0;-12;20;729;16.0;601.0;-12;-232.0;11;-50
-204.0;-98.0;-4;16;662;-121.0;436.0;-4;-564.0;31;-45
-292.0;-1102.0;786;12;570;-974.0;506.0;786;-533.0;101;-49
-146.0;44.0;14;15;742;-162.0;577.0;14;-183.0;27;-50
122.0;-171.0;2;15;685;62.0;541.0;2;-654.0;57;-29
-228.0;204.0;-31;19;666;251.0;505.0;-31;-550.0;43;-45
-372.0;244.0;-36;15;668;588.0;572.0;-36;-532.0;25;-28
-161.0;129.0;31;16;663;-422.0;380.0;31;75.0;9;-32
-162.0;113.0;-22;19;669;-90.0;397.0;-22;-497.0;25;-46
-57.0;-57.0;-21;22;733;-50.0;602.0;-21;-257.0;15;-50
-35.0;-87.0;-18;17;736;-15.0;598.0;-18;-276.0;14;-50
-47.0;-77.0;7;15;740;-27.0;590.0;7;-229.0;15;-50
-23.0;-25.0;22;12;740;16.0;588.0;22;-219.0;20;-50
-346.0;-159.0;-55;15;668;29.0;338.0;-55;156.0;9;-40
-32.0;-5.0;-1356;-1519;2823;390.0;1089.0;-1356;-394.0;-149;-28
-141.0;-225.0;-1578;256;760;-198.0;525.0;-1578;-642.0;-72;-37
-247.0;-809.0;-126;50;598;-880.0;573.0;-126;-787.0;-2;-38
-197.0;-297.0;60;29;641;205.0;502.0;60;21.0;25;-40
-186.0;-225.0;-5;15;656;30.0;441.0;-5;40.0;2;-40
-236.0;-278.0;-17;19;656;24.0;429.0;-17;-106.0;10;-41
-232.0;-54.0;-7;14;656;13.0;418.0;-7;-96.0;9;-41
-295.0;-301.0;87;-2;683;103.0;547.0;87;-277.0;30;-41
-21.0;-34.0;27;7;748;-21.0;585.0;27;-210.0;19;-50
-20.0;-66.0;-18;16;739;-47.0;580.0;-18;-198.0;14;-50
-404.0;439.0;-37;25;658;387.0;370.0;-37;-94.0;15;-42
-143.0;83.0;-65;18;654;-560.0;528.0;-65;-667.0;8;-39
-220.0;-150.0;-23;44;626;-155.0;883.0;-23;-616.0;19;-44
-6.0;-36.0;-32;14;747;-49.0;549.0;-32;-5.0;23;-50
-196.0;-67.0;-76;-10;818;-103.0;324.0;-76;-267.0;-139;-34
-3.0;-29.0;12;12;746;-47.0;548.0;12;2.0;13;-50
6.0;-78.0;31;15;748;-79.0;537.0;31;91.0;19;-50
9.0;-89.0;-7;17;744;-34.0;533.0;-7;109.0;17;-50
3.0;-83.0;-31;19;740;-56.0;534.0;-31;110.0;21;-50
8.0;-73.0;3;16;744;-32.0;534.0;3;113.0;16;-50
35.0;-53.0;-7;10;745;-79.0;569.0;-7;-49.0;17;-50
-357.0;-287.0;15;21;660;-377.0;481.0;15;-436.0;15;-42
-469.0;-339.0;-17;9;688;-189.0;-441.0;-17;87.0;33;-45
-16.0;-84.0;30;21;740;-100.0;583.0;30;-104.0;24;-50
-303.0;58.0;7;20;658;114.0;484.0;7;-481.0;14;-42
-307.0;-6.0;-8;18;660;-8.0;486.0;-8;-492.0;13;-42
22.0;-180.0;6;17;655;-71.0;371.0;6;90.0;23;-32
28.0;-40.0;-3;14;652;13.0;372.0;-3;90.0;23;-32
-22.0;-158.0;3;16;651;-313.0;372.0;3;87.0;3;-32
-286.0;-203.0;-27;19;656;-114.0;464.0;-27;-526.0;16;-42
-67.0;-336.0;8;8;747;7.0;593.0;8;-310.0;23;-50
-264.0;-56.0;-14;17;657;-65.0;451.0;-14;-467.0;14;-42
136.0;-187.0;10;47;638;171.0;428.0;10;-53.0;-39;-32
-62.0;-77.0;2;14;741;-38.0;610.0;2;-371.0;21;-50
-100.0;-31.0;-15;12;744;-22.0;609.0;-15;-408.0;24;-50
-89.0;-34.0;-23;15;744;-5.0;611.0;-23;-405.0;22;-50
-95.0;-160.0;11;8;748;-58.0;613.0;11;-410.0;23;-50
-63.0;-59.0;-24;12;744;-24.0;602.0;-24;-420.0;22;-50
-70.0;-45.0;-1;14;743;-37.0;602.0;-1;-419.0;23;-50
-72.0;-27.0;-2;14;745;-38.0;602.0;-2;-421.0;22;-50
-555.0;-5.0;62;-27;709;80.0;561.0;62;-540.0;-31;-24
-63.0;-80.0;-8;17;743;-51.0;603.0;-8;-416.0;21;-50
-65.0;-78.0;-3;10;747;-34.0;611.0;-3;-432.0;18;-50
-62.0;-86.0;10;11;742;-39.0;611.0;10;-429.0;18;-50
-210.0;-741.0;-95;19;703;-1304.0;1016.0;-95;-665.0;5;-43
-59.0;-14.0;31;18;739;-56.0;610.0;31;-427.0;21;-50
-276.0;-92.0;-8;12;665;-50.0;447.0;-8;-401.0;15;-42
-64.0;-54.0;31;17;741;-5.0;612.0;31;-424.0;22;-50
-70.0;-52.0;59;12;735;-13.0;608.0;59;-415.0;8;-50
-493.0;-11.0;42;45;658;74.0;472.0;42;-160.0;-29;-24
-92.0;-42.0;31;21;731;31.0;597.0;31;-350.0;3;-51
-63.0;106.0;81;6;730;31.0;594.0;81;-319.0;25;-51
-253.0;304.0;612;-513;1621;323.0;871.0;612;-278.0;-60;-31
-111.0;-86.0;-61;16;710;-72.0;482.0;-61;-306.0;69;12
-91.0;-40.0;-30;35;698;-33.0;485.0;-30;-251.0;67;14
-96.0;-1250.0;-844;618;1008;-923.0;382.0;-844;-165.0;-245;-18
-63.0;-19.0;5;218;689;-101.0;483.0;5;-211.0;41;15
-9.0;-52.0;-682;2270;2637;241.0;902.0;-682;-123.0;-1294;-14
-68.0;-280.0;-65;15;664;-221.0;501.0;-65;-486.0;8;-44
-211.0;40.0;-104;40;648;-116.0;500.0;-104;-484.0;31;-44
-322.0;-384.0;-174;-465;951;-575.0;396.0;-174;-69.0;391;-43
-207.0;53.0;689;-1566;2464;-69.0;490.0;689;-140.0;97;-78
