InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
14;30;30;-56.0;38.0;73;-23;377;23;30
18;20;22;-20.0;3.0;74;-25;380;25;20
10;55;3;17.0;59.0;68;-22;382;22;55
2;34;0;-2.0;59.0;68;26;386;-26;34
4;18;-4;-12.0;101.0;71;-41;381;41;18
3;-29;0;20.0;-26.0;71;14;384;-14;-29
-7;-90;3;6.0;19.0;65;-91;392;91;-90
81;-72;17;163.0;15.0;98;-70;573;70;-72
-104;-102;33;200.0;-229.0;107;-508;501;508;-102
49;97;-48;-122.0;2.0;71;20;379;-20;97
129;18;-72;-378.0;-30.0;93;-37;376;37;18
-9;-5;0;368.0;43.0;72;3;415;-3;-5
-47;7;125;189.0;-134.0;77;29;398;-29;7
51;-31;46;-52.0;-15.0;54;-52;620;52;-31
-65;-23;161;-100.0;-130.0;86;41;407;-41;-23
-5;14;3;-198.0;306.0;67;19;370;-19;14
0;3;4;-143.0;220.0;66;7;366;-7;3
4;0;8;-13.0;-20.0;70;12;361;-12;0
3;-16;7;-58.0;-35.0;70;-3;362;3;-16
2;11;-3;-35.0;221.0;73;-13;366;13;11
9;-27;-1;44.0;153.0;73;-3;360;3;-27
-82;-27;171;-54.0;-33.0;94;-9;399;9;-27
0;24;-6;253.0;163.0;71;-16;370;16;24
2;7;1;101.0;-7.0;71;-19;365;19;7
2;10;2;-31.0;92.0;69;-12;366;12;10
3;-15;7;-135.0;113.0;69;-84;366;84;-15
2;-2;3;0.0;55.0;66;-33;367;33;-2
1;-25;-2;74.0;-16.0;70;0;368;0;-25
-2;-10;-2;80.0;-1.0;66;6;371;-6;-10
0;33;-6;-4.0;-2.0;70;46;368;-46;33
-1;-19;2;3.0;0.0;65;-21;370;21;-19
7;3;4;53.0;-76.0;71;32;362;-32;3
2;-17;-14;118.0;50.0;67;23;368;-23;-17
37;79;47;24.0;107.0;86;93;642;-93;79
34;-57;87;119.0;-251.0;107;-118;615;118;-57
-55;-58;6;287.0;-126.0;51;14;407;-14;-58
8;-103;37;-160.0;177.0;116;-183;299;183;-103
-33;-64;17;185.0;76.0;52;16;390;-16;-64
-18;38;5;175.0;-1.0;66;0;373;0;38
-11;-15;1;-3.0;132.0;73;7;366;-7;-15
-6;18;3;18.0;44.0;67;-5;366;5;18
-4;-26;-2;19.0;118.0;69;0;368;0;-26
0;-52;-8;88.0;105.0;71;-52;379;52;-52
-3;-52;-8;-100.0;-393.0;68;-92;389;92;-52
-22;52;-16;-162.0;169.0;68;30;413;-30;52
6;-3;14;262.0;-142.0;68;-46;382;46;-3
9;31;-4;-28.0;-77.0;71;-81;379;81;31
-73;6;194;136.0;126.0;94;9;409;-9;6
5;-24;-5;27.0;-19.0;71;58;390;-58;-24
6;5;0;75.0;-11.0;71;-6;386;6;5
4;-12;0;-8.0;4.0;69;-9;385;9;-12
-4;38;247;421.0;-92.0;115;-35;394;35;38
50;23;153;140.0;-388.0;77;-24;399;24;23
-24;-14;-6;-12.0;42.0;107;-34;644;34;-14
-51;-43;-83;-22.0;220.0;109;-40;625;40;-43
-173;19;30;-107.0;332.0;87;50;390;-50;19
-1;9;4;-41.0;20.0;70;-15;381;15;9
-6;-19;2;65.0;31.0;68;8;384;-8;-19
4;-23;4;47.0;76.0;75;2;376;-2;-23
-6;-20;-1;44.0;47.0;68;-5;386;5;-20
1;7;-4;21.0;25.0;76;-26;383;26;7
-1;-29;-3;82.0;372.0;65;-212;424;212;-29
5;-23;7;-74.0;92.0;68;-14;403;14;-23
-3;17;3;-280.0;179.0;70;15;398;-15;17
-1;-2;19;-299.0;-241.0;65;43;393;-43;-2
9;-4;42;-36.0;-427.0;75;-8;378;8;-4
-3;26;90;-332.0;239.0;71;6;384;-6;26
-5;-17;4;-16.0;20.0;70;-6;382;6;-17
5;5;-1;188.0;-385.0;73;0;381;0;5
1;-12;-5;2.0;94.0;70;3;385;-3;-12
8;36;-17;532.0;-34.0;75;47;373;-47;36
16;53;-7;350.0;22.0;67;6;382;-6;53
-59;-57;-189;54.0;85.0;84;15;394;-15;-57
118;84;-154;41.0;305.0;85;-138;420;138;84
4;99;15;-133.0;-32.0;52;41;395;-41;99
-2;-63;-5;35.0;44.0;70;-34;384;34;-63
63;23;6;309.0;33.0;102;-1;376;1;23
55;107;-10;326.0;32.0;54;22;415;-22;107
10;-29;-1;35.0;44.0;67;-37;383;37;-29
-2;-29;-4;182.0;114.0;66;-3;386;3;-29
4;13;-6;-159.0;-187.0;73;-22;384;22;13
-32;-26;35;-115.0;60.0;75;-23;382;23;-26
-52;-18;22;-174.0;265.0;64;22;379;-22;-18
-33;14;24;-67.0;281.0;74;-22;380;22;14
2;-3;1;-16.0;-315.0;71;1;396;-1;-3
-26;-53;31;461.0;56.0;68;-26;376;26;-53
101;50;-36;255.0;398.0;75;-17;399;17;50
-97;-42;62;-113.0;268.0;59;-37;373;37;-42
-119;-21;-4;-161.0;223.0;71;-7;387;7;-21
-110;47;9;469.0;-228.0;78;-32;379;32;47
5;5;3;190.0;255.0;74;-11;396;11;5
97;95;-51;346.0;-319.0;87;-152;414;152;95
1;16;-3;72.0;136.0;75;2;396;-2;16
-87;34;20;-31.0;-184.0;71;6;375;-6;34
-74;-13;13;-96.0;-298.0;71;20;380;-20;-13
-63;-6;16;-1.0;-391.0;72;3;383;-3;-6
-68;-19;11;175.0;52.0;70;-25;385;25;-19
8;195;-64;20.0;-80.0;73;-8;388;8;195
-6;34;2;264.0;34.0;71;-17;379;17;34
6;-17;2;22.0;-16.0;72;36;400;-36;-17
-4;2;7;111.0;27.0;64;26;401;-26;2
-3;-14;2;-23.0;-69.0;66;-8;375;8;-14
-6;-8;2;-210.0;48.0;69;17;370;-17;-8
-4;18;3;-251.0;154.0;65;-12;404;12;18
6;-15;2;23.0;86.0;72;35;401;-35;-15
-3;-37;4;47.0;-143.0;65;-14;373;14;-37
1;-16;1;107.0;-159.0;76;8;370;-8;-16
4;-29;-1;151.0;-37.0;71;15;374;-15;-29
-1;14;4;67.0;122.0;69;7;372;-7;14
-3;-19;-2;-95.0;174.0;68;-40;376;40;-19
-3;-4;-1;-74.0;120.0;75;-20;376;20;-4
-1;-9;2;58.0;23.0;67;5;375;-5;-9
-4;-7;-4;-6.0;53.0;71;4;381;-4;-7
3;-44;-2;-201.0;-61.0;69;16;379;-16;-44
0;20;-6;436.0;-231.0;76;-12;399;12;20
64;101;69;302.0;-124.0;72;-13;392;13;101
42;24;-96;-83.0;-221.0;63;51;385;-51;24
5;-36;0;2.0;154.0;75;49;398;-49;-36
5;2;1;118.0;146.0;68;17;386;-17;2
-29;29;59;-349.0;-171.0;115;-23;457;23;29
3;6;4;99.0;215.0;69;2;388;-2;6
-1285;-459;-1251;164.0;-236.0;340;-541;1801;541;-459
10;-23;2;66.0;187.0;68;18;384;-18;-23
22;65;-23;325.0;-137.0;35;-167;430;167;65
-14;-48;1;154.0;385.0;68;-48;402;48;-48
5;-125;-15;-201.0;382.0;65;-66;407;66;-125
3;-4;0;4.0;39.0;67;-9;386;9;-4
-6;41;-26;-245.0;149.0;62;-37;414;37;41
-2;131;-31;1.0;131.0;92;-4;407;4;131
-89;90;-155;25.0;90.0;121;55;526;-55;90
7;5;4;15.0;65.0;60;-16;407;16;5
3;5;1;48.0;19.0;70;21;406;-21;5
0;21;4;13.0;66.0;68;-20;405;20;21
9;4;3;15.0;69.0;71;-23;403;23;4
3;10;4;12.0;60.0;73;-16;402;16;10
8;10;3;44.0;0.0;68;25;404;-25;10
-2;24;6;28.0;-20.0;66;-25;404;25;24
-1;-8;-4;29.0;29.0;71;-17;409;17;-8
9;40;1;5.0;4.0;70;-29;404;29;40
-7;-21;-3;-128.0;131.0;69;14;411;-14;-21
2;1;-2;-40.0;78.0;71;2;406;-2;1
6;-4;0;53.0;-105.0;68;29;403;-29;-4
-1;-11;-4;27.0;-149.0;70;-15;408;15;-11
7;24;-7;-181.0;18.0;70;-18;408;18;24
9;5;1;-145.0;85.0;69;-54;401;54;5
-7;81;-23;66.0;-53.0;93;-48;408;48;81
12;-65;-9;-31.0;-368.0;50;90;431;-90;-65
-4;-32;23;-11.0;-84.0;72;-16;413;16;-32
-7;-127;-6;-19.0;74.0;119;-162;846;162;-127
-24;-101;-6;-15.0;68.0;137;-163;835;163;-101
0;33;-4;22.0;53.0;65;-3;388;3;33
-12;-14;7;-40.0;63.0;140;-53;831;53;-14
1;46;0;10.0;33.0;131;-12;839;12;46
-4;-2;-1;31.0;25.0;131;43;841;-43;-2
0;-14;-2;33.0;33.0;130;-8;841;8;-14
-1;-12;-3;43.0;54.0;129;-7;842;7;-12
1;14;-5;-5.0;43.0;69;-34;384;34;14
-1;3;-4;42.0;50.0;136;18;835;-18;3
2;2;4;-8.0;23.0;129;-9;840;9;2
2;-1;-6;31.0;26.0;131;-19;840;19;-1
0;-19;8;56.0;40.0;135;3;835;-3;-19
0;-7;-1;-1.0;56.0;128;57;842;-57;-7
-5;6;3;-14.0;63.0;71;28;388;-28;6
-6;-1;2;57.0;0.0;136;23;836;-23;-1
-5;-23;1;3.0;50.0;129;-14;841;14;-23
-1;7;-1;-81.0;170.0;135;-6;836;6;7
-9;11;3;56.0;12.0;130;14;842;-14;11
-6;16;2;26.0;44.0;134;25;837;-25;16
-3;-34;3;28.0;54.0;130;-2;841;2;-34
5;-23;-12;25.0;64.0;126;50;845;-50;-23
-1;31;1;11.0;3.0;131;42;841;-42;31
-1;-25;1;9.0;60.0;133;23;839;-23;-25
106;64;242;275.0;201.0;236;-108;441;108;64
4;-11;0;-8.0;12.0;134;15;837;-15;-11
-7;-25;-2;4.0;57.0;126;24;847;-24;-25
8;-7;1;17.0;64.0;130;-11;840;11;-7
1;-13;0;-1.0;54.0;135;-17;837;17;-13
8;26;-3;6.0;26.0;130;-22;840;22;26
0;-16;3;-30.0;64.0;132;-23;839;23;-16
-4;-20;1;14.0;106.0;137;-9;835;9;-20
-4;-22;-1;-35.0;73.0;134;-28;839;28;-22
0;4;-1;5.0;29.0;137;50;835;-50;4
9;6;-8;18.0;32.0;134;11;837;-11;6
3;9;-1;-29.0;122.0;138;1;832;-1;9
7;-8;-5;130.0;-73.0;131;2;839;-2;-8
-3;-22;-3;7.0;64.0;139;-37;833;37;-22
-2;-24;2;12.0;52.0;132;47;838;-47;-24
0;45;1;-46.0;70.0;130;22;841;-22;45
0;6;7;-27.0;54.0;131;32;840;-32;6
1;9;0;40.0;19.0;128;-43;843;43;9
-6;-19;3;26.0;36.0;130;-23;842;23;-19
1;-2;-5;-40.0;73.0;128;52;843;-52;-2
1;-29;-1;61.0;107.0;135;4;836;-4;-29
-2;4;1;125.0;-6.0;135;-2;836;2;4
-5;-3;4;26.0;-13.0;131;-27;841;27;-3
-2;-14;-4;-48.0;97.0;132;29;841;-29;-14
-1;9;0;-32.0;98.0;135;25;837;-25;9
-3;8;-2;30.0;6.0;67;19;386;-19;8
-3;12;3;4.0;43.0;128;-17;844;17;12
1;-3;0;206.0;52.0;123;12;847;-12;-3
0;-13;7;118.0;63.0;138;23;833;-23;-13
4;-34;-3;32.0;83.0;132;-32;838;32;-34
-1;6;4;-60.0;-74.0;133;-31;837;31;6
4;-7;-1;0.0;-37.0;127;-31;842;31;-7
4;-1;-2;222.0;200.0;136;34;834;-34;-1
4;28;-1;85.0;232.0;129;-40;841;40;28
-4;13;-2;0.0;-39.0;69;17;386;-17;13
4;9;-5;-231.0;55.0;128;22;843;-22;9
-2;-31;-2;20.0;-7.0;132;-17;840;17;-31
7;35;1;13.0;44.0;133;27;836;-27;35
5;3;-1;1.0;27.0;135;-39;835;39;3
3;3;2;22.0;22.0;131;-29;839;29;3
-5;-10;1;37.0;54.0;140;-20;832;20;-10
1;-5;0;26.0;-9.0;131;-13;839;13;-5
-1;45;-6;14.0;33.0;139;-13;832;13;45
-4;31;-3;22.0;46.0;136;27;835;-27;31
-7;-7;-6;30.0;37.0;135;34;838;-34;-7
-7;23;10;-35.0;58.0;128;4;842;-4;23
1;13;4;46.0;24.0;133;7;837;-7;13
0;3;1;-107.0;-21.0;66;-42;388;42;3
12;25;-1;4.0;25.0;132;22;836;-22;25
2;5;1;-7.0;32.0;129;-7;842;7;5
3;-29;5;-54.0;291.0;134;-26;835;26;-29
4;9;2;99.0;-298.0;129;-37;840;37;9
-3;-9;-1;153.0;-241.0;132;-36;839;36;-9
2;-10;3;68.0;-182.0;133;-23;838;23;-10
6;-17;-6;-59.0;-36.0;130;30;840;-30;-17
0;4;1;107.0;-136.0;131;-29;840;29;4
1;-24;-7;66.0;-14.0;137;-11;836;11;-24
7;-13;-4;-18.0;-21.0;132;34;838;-34;-13
-3;22;4;-15.0;68.0;133;-5;839;5;22
6;31;-1;83.0;-64.0;130;15;840;-15;31
3;-8;-1;154.0;185.0;133;31;837;-31;-8
-4;-15;-2;-83.0;18.0;69;10;381;-10;-15
6;17;-3;-217.0;7.0;128;43;842;-43;17
1;19;0;63.0;-52.0;132;-28;839;28;19
6;-19;-4;50.0;88.0;131;-4;839;4;-19
5;9;0;312.0;-54.0;127;9;843;-9;9
6;17;-2;-244.0;58.0;133;12;837;-12;17
1;-9;-5;-94.0;79.0;134;31;838;-31;-9
-4;3;3;-65.0;0.0;139;-27;832;27;3
2;12;-2;-87.0;25.0;137;42;833;-42;12
-3;7;1;213.0;-16.0;129;-18;843;18;7
16;-6;-3;-73.0;12.0;71;-31;377;31;-6
6;43;8;87.0;83.0;131;-7;839;7;43
-2;-2;-4;-111.0;177.0;136;-18;837;18;-2
-6;14;3;81.0;-94.0;130;-14;843;14;14
-2;-27;3;55.0;42.0;137;41;835;-41;-27
28;-8;-1;-52.0;2.0;73;17;375;-17;-8
2;12;-2;9.0;45.0;131;-6;841;6;12
5;-15;-1;2.0;13.0;130;-21;841;21;-15
3;35;3;-2.0;58.0;132;10;838;-10;35
1;-15;2;65.0;21.0;130;-11;841;11;-15
-37;-6;-90;444.0;18.0;-76;-37;450;37;-6
3;-43;2;6.0;40.0;132;-2;839;2;-43
0;-31;0;-1.0;69.0;134;-20;838;20;-31
0;-12;3;27.0;84.0;133;12;839;-12;-12
-4;-21;2;13.0;17.0;130;-28;843;28;-21
4;15;-6;22.0;42.0;131;-27;841;27;15
43;-34;6;-113.0;21.0;74;23;388;-23;-34
1;22;-3;12.0;48.0;133;-3;839;3;22
8;-18;0;-4.0;4.0;130;19;840;-19;-18
-2;12;3;4.0;29.0;134;-23;837;23;12
-4;23;1;-20.0;47.0;136;-12;837;12;23
2;18;2;1.0;34.0;132;-36;839;36;18
0;-21;3;21.0;19.0;132;38;839;-38;-21
-4;-23;1;41.0;44.0;133;0;839;0;-23
-6;13;0;41.0;46.0;130;-57;842;57;13
0;-6;-5;13.0;46.0;126;44;845;-44;-6
59;15;0;-108.0;169.0;72;16;379;-16;15
0;-2;3;50.0;62.0;135;-28;835;28;-2
-2;9;-6;34.0;46.0;127;-27;844;27;9
5;0;13;12.0;27.0;121;21;845;-21;0
4;-10;4;27.0;32.0;130;31;837;-31;-10
-1;27;0;41.0;46.0;132;43;839;-43;27
3;-10;-6;27.0;28.0;136;10;835;-10;-10
2;26;7;31.0;44.0;129;6;840;-6;26
-2;5;-1;1.0;38.0;129;-26;842;26;5
2;12;0;37.0;33.0;134;-8;837;8;12
-2;-1;-1;32.0;56.0;134;3;837;-3;-1
-1;-20;2;85.0;48.0;138;16;832;-16;-20
3;16;-1;77.0;45.0;139;-9;831;9;16
2;-8;2;-93.0;-67.0;132;16;838;-16;-8
-155;-430;79;106.0;13.0;71;-67;375;67;-430
0;7;1;32.0;11.0;134;-27;836;27;7
-56;-52;-38;119.0;-211.0;-28;-189;470;189;-52
2;17;3;221.0;-42.0;130;13;839;-13;17
-4;-15;5;135.0;-48.0;138;-25;833;25;-15
5;-12;2;-10.0;-16.0;137;13;833;-13;-12
10;-13;-5;-5.0;25.0;127;-37;843;37;-13
-2;-44;0;5.0;204.0;134;22;838;-22;-44
-1;31;7;-35.0;54.0;132;-27;840;27;31
4;-45;3;115.0;111.0;130;9;841;-9;-45
-1;-32;-1;81.0;-262.0;132;15;842;-15;-32
58;11;-1;-54.0;171.0;71;17;380;-17;11
4;-22;0;-172.0;-132.0;129;-23;843;23;-22
-9;-20;-1;-135.0;-152.0;132;32;842;-32;-20
2;-2;1;53.0;64.0;133;19;837;-19;-2
-5;18;-2;-83.0;-21.0;133;-9;839;9;18
-2;18;0;-78.0;-58.0;136;-10;835;10;18
-5;4;5;-18.0;-5.0;132;10;838;-10;4
-4;3;1;-40.0;27.0;130;-16;841;16;3
-3;9;-1;-73.0;36.0;133;-15;838;15;9
2;15;-3;43.0;53.0;133;-3;836;3;15
0;-14;-3;28.0;32.0;130;-1;841;1;-14
8;3;-2;-3.0;52.0;131;5;837;-5;3
-4;-11;-1;28.0;9.0;128;30;842;-30;-11
0;17;-3;-4.0;15.0;138;3;833;-3;17
-7;7;37;96.0;-63.0;71;111;400;-111;7
3;-23;4;14.0;29.0;131;-43;837;43;-23
-6;15;-7;219.0;388.0;69;42;387;-42;15
0;-7;1;41.0;-9.0;133;11;837;-11;-7
5;-22;-1;44.0;80.0;127;-23;841;23;-22
5;-4;1;-59.0;56.0;67;-4;379;4;-4
5;38;-2;-55.0;107.0;65;-45;378;45;38
-2;5;1;83.0;106.0;70;-15;393;15;5
3;8;-14;-104.0;117.0;67;-43;397;43;8
57;-13;0;-95.0;19.0;76;61;382;-61;-13
3;-23;-4;103.0;71.0;125;-48;845;48;-23
-4;-29;-3;191.0;14.0;132;-5;838;5;-29
-3;-14;-3;167.0;-39.0;128;27;842;-27;-14
4;-3;-3;110.0;-8.0;124;34;845;-34;-3
6;13;-1;37.0;64.0;132;18;837;-18;13
-2;3;-3;83.0;41.0;128;-9;842;9;3
-8;-6;-3;170.0;-266.0;132;-32;841;32;-6
46;23;-3;-120.0;88.0;71;67;396;-67;23
0;-21;4;75.0;155.0;133;31;839;-31;-21
69;-45;-2;-130.0;135.0;68;44;391;-44;-45
9;-12;2;-3.0;-33.0;130;-26;841;26;-12
-49;-8;94;-84.0;67.0;39;21;529;-21;-8
2;31;-4;-3.0;79.0;69;1;385;-1;31
-2;-32;-5;-1.0;-316.0;140;-13;830;13;-32
2;11;-3;-21.0;41.0;134;-16;836;16;11
1;11;-1;-33.0;29.0;134;36;836;-36;11
5;-32;-6;-20.0;127.0;129;-3;841;3;-32
1;45;-7;-4.0;-36.0;71;45;387;-45;45
6;22;-2;38.0;7.0;128;-7;839;7;22
1;2;0;-96.0;33.0;124;36;845;-36;2
-10;26;-4;42.0;12.0;142;-7;832;7;26
-16;-2;5;-82.0;-52.0;136;-2;837;2;-2
0;-49;-2;10.0;82.0;133;-3;837;3;-49
16;8;3;-11.0;47.0;133;6;833;-6;8
