InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
387.0;-272.0;-31;588.0;-166.0;231.0;-40.0;16.0;540.0
330.0;81.0;6;565.0;-393.0;700.0;-190.0;666.0;249.0
418.0;224.0;147;293.0;-715.0;-1157.0;-543.0;886.0;-465.0
722.0;-605.0;-37;978.0;59.0;-321.0;215.0;44.0;404.0
713.0;-609.0;-37;980.0;66.0;-239.0;217.0;53.0;420.0
699.0;-613.0;-38;981.0;73.0;-182.0;220.0;58.0;442.0
652.0;-621.0;-38;980.0;92.0;-184.0;225.0;57.0;497.0
594.0;-589.0;-39;985.0;121.0;185.0;212.0;13.0;538.0
742.0;-499.0;-38;981.0;105.0;88.0;189.0;-236.0;348.0
747.0;-490.0;-38;979.0;101.0;79.0;185.0;-252.0;334.0
684.0;-474.0;-38;986.0;65.0;-70.0;151.0;-183.0;429.0
514.0;-365.0;-69;1158.0;-110.0;-428.0;12.0;38.0;562.0
520.0;-606.0;-16;1198.0;102.0;-34.0;13.0;347.0;481.0
569.0;-408.0;-37;698.0;-16.0;-334.0;73.0;-57.0;415.0
559.0;-699.0;-168;184.0;-319.0;-925.0;-281.0;-227.0;232.0
485.0;-657.0;-129;570.0;104.0;-595.0;183.0;123.0;599.0
544.0;-274.0;22;-68.0;653.0;-527.0;341.0;-398.0;-40.0
545.0;-284.0;12;17.0;737.0;318.0;399.0;-530.0;-232.0
541.0;-278.0;11;10.0;744.0;206.0;402.0;-549.0;-256.0
538.0;-271.0;12;2.0;752.0;602.0;405.0;-568.0;-280.0
428.0;56.0;99;-180.0;793.0;-627.0;608.0;-866.0;-586.0
563.0;-25.0;172;208.0;820.0;196.0;546.0;-589.0;-382.0
380.0;45.0;174;-108.0;798.0;557.0;590.0;-647.0;-612.0
493.0;156.0;-180;383.0;768.0;-275.0;633.0;-827.0;-554.0
524.0;134.0;-199;445.0;770.0;-120.0;621.0;-827.0;-553.0
518.0;130.0;141;452.0;771.0;-48.0;612.0;-826.0;-573.0
487.0;151.0;145;418.0;766.0;-219.0;606.0;-846.0;-591.0
558.0;186.0;131;352.0;728.0;-148.0;542.0;-851.0;-471.0
478.0;91.0;131;479.0;609.0;-749.0;426.0;-821.0;-225.0
451.0;58.0;131;454.0;584.0;-458.0;391.0;-792.0;-129.0
516.0;-85.0;30;493.0;427.0;-173.0;-24.0;-124.0;564.0
627.0;-92.0;13;451.0;361.0;178.0;-70.0;33.0;533.0
740.0;-55.0;7;368.0;316.0;-42.0;-94.0;112.0;429.0
740.0;-53.0;7;361.0;315.0;-15.0;-93.0;107.0;429.0
722.0;-43.0;6;332.0;310.0;-47.0;-86.0;85.0;457.0
704.0;-43.0;6;326.0;303.0;37.0;-86.0;70.0;481.0
698.0;-48.0;6;322.0;301.0;65.0;-83.0;29.0;484.0
685.0;-41.0;6;293.0;311.0;219.0;-79.0;-12.0;491.0
641.0;4.0;6;150.0;342.0;113.0;-63.0;-39.0;515.0
605.0;-23.0;6;231.0;379.0;-113.0;-64.0;-126.0;518.0
598.0;-13.0;6;203.0;382.0;58.0;-64.0;-146.0;522.0
678.0;-107.0;6;447.0;367.0;-518.0;-121.0;-258.0;493.0
689.0;-130.0;7;472.0;366.0;-506.0;-132.0;-259.0;486.0
718.0;-178.0;6;508.0;361.0;-409.0;-158.0;-257.0;460.0
850.0;-367.0;6;580.0;328.0;0.0;-268.0;-233.0;267.0
857.0;-363.0;6;547.0;325.0;191.0;-263.0;-238.0;254.0
853.0;-352.0;6;511.0;320.0;175.0;-251.0;-233.0;266.0
844.0;-353.0;6;476.0;317.0;34.0;-220.0;-257.0;287.0
769.0;-357.0;6;467.0;265.0;636.0;-47.0;-388.0;196.0
572.0;-325.0;8;507.0;243.0;-264.0;168.0;-373.0;246.0
543.0;-347.0;18;634.0;258.0;-35.0;203.0;-485.0;210.0
555.0;-316.0;13;710.0;247.0;184.0;180.0;-548.0;253.0
553.0;-302.0;10;726.0;239.0;111.0;168.0;-537.0;284.0
549.0;-289.0;8;740.0;237.0;79.0;159.0;-541.0;303.0
546.0;-285.0;8;748.0;237.0;112.0;157.0;-543.0;310.0
337.0;126.0;16;575.0;-498.0;468.0;-314.0;-718.0;-8.0
551.0;-257.0;-1;744.0;200.0;116.0;91.0;-436.0;393.0
487.0;-386.0;-8;745.0;161.0;425.0;12.0;-420.0;494.0
462.0;-384.0;-10;712.0;125.0;-449.0;23.0;-370.0;487.0
530.0;-550.0;-30;710.0;-30.0;-73.0;-117.0;-57.0;498.0
803.0;-575.0;-154;339.0;-185.0;-43.0;-265.0;13.0;405.0
671.0;-767.0;-110;319.0;-235.0;650.0;-313.0;134.0;284.0
700.0;-540.0;-156;739.0;-29.0;799.0;-131.0;-142.0;383.0
45.0;173.0;-160;436.0;485.0;640.0;288.0;-513.0;127.0
15.0;246.0;-160;412.0;556.0;597.0;381.0;-600.0;-67.0
17.0;307.0;-160;353.0;623.0;839.0;457.0;-641.0;-247.0
232.0;324.0;27;119.0;847.0;90.0;460.0;-780.0;-612.0
290.0;273.0;32;150.0;871.0;179.0;429.0;-813.0;-600.0
331.0;230.0;28;177.0;886.0;314.0;404.0;-858.0;-584.0
318.0;120.0;2;208.0;912.0;133.0;352.0;-922.0;-608.0
39.0;-44.0;3;264.0;930.0;231.0;258.0;-874.0;-673.0
20.0;-45.0;3;255.0;928.0;310.0;259.0;-867.0;-669.0
5.0;-45.0;3;248.0;926.0;481.0;264.0;-864.0;-667.0
3.0;-21.0;3;257.0;915.0;112.0;312.0;-900.0;-687.0
64.0;32.0;2;297.0;898.0;178.0;378.0;-901.0;-695.0
125.0;69.0;2;282.0;877.0;301.0;439.0;-870.0;-666.0
151.0;99.0;2;255.0;867.0;671.0;463.0;-855.0;-646.0
384.0;216.0;211;506.0;782.0;369.0;615.0;-820.0;-600.0
576.0;519.0;-125;749.0;705.0;629.0;497.0;-821.0;-587.0
377.0;266.0;-133;463.0;780.0;528.0;617.0;-832.0;-615.0
380.0;282.0;152;338.0;791.0;509.0;601.0;-838.0;-615.0
463.0;259.0;150;182.0;794.0;4.0;584.0;-856.0;-557.0
415.0;-54.0;36;756.0;659.0;-662.0;208.0;-668.0;186.0
469.0;-70.0;14;782.0;645.0;-168.0;135.0;-603.0;303.0
347.0;222.0;-11;790.0;588.0;281.0;34.0;-537.0;575.0
353.0;237.0;-11;774.0;547.0;-110.0;36.0;-520.0;614.0
638.0;45.0;-26;595.0;433.0;-223.0;-153.0;-467.0;565.0
511.0;77.0;-26;567.0;420.0;53.0;-101.0;-382.0;631.0
481.0;47.0;-26;595.0;438.0;11.0;-109.0;-248.0;657.0
494.0;47.0;-26;612.0;444.0;127.0;-111.0;-287.0;646.0
478.0;119.0;-26;569.0;462.0;192.0;-89.0;-268.0;646.0
489.0;154.0;-26;550.0;466.0;135.0;-85.0;-297.0;634.0
485.0;182.0;-26;528.0;472.0;260.0;-81.0;-299.0;632.0
459.0;128.0;-26;525.0;490.0;-341.0;-93.0;-250.0;650.0
598.0;-40.0;-26;542.0;437.0;-773.0;-184.0;-430.0;599.0
819.0;-280.0;-26;684.0;363.0;154.0;-277.0;-230.0;414.0
716.0;-449.0;-27;776.0;60.0;-14.0;-182.0;-380.0;516.0
773.0;-551.0;-27;820.0;2.0;58.0;-196.0;-348.0;433.0
666.0;-515.0;-155;789.0;-27.0;383.0;-129.0;104.0;380.0
481.0;-485.0;-152;719.0;56.0;-391.0;-62.0;46.0;554.0
470.0;-485.0;-134;714.0;63.0;-124.0;-60.0;38.0;558.0
453.0;-26.0;-145;419.0;271.0;731.0;78.0;8.0;504.0
395.0;111.0;-153;282.0;326.0;479.0;150.0;-68.0;487.0
198.0;357.0;-153;-17.0;432.0;645.0;299.0;-260.0;348.0
-280.0;499.0;139;-370.0;708.0;45.0;622.0;-515.0;-255.0
54.0;481.0;-133;-391.0;742.0;198.0;475.0;-622.0;-367.0
148.0;421.0;45;-390.0;799.0;306.0;475.0;-678.0;-487.0
222.0;372.0;20;-373.0;826.0;302.0;473.0;-707.0;-542.0
378.0;78.0;7;-239.0;887.0;282.0;403.0;-910.0;-586.0
179.0;21.0;7;-197.0;887.0;40.0;385.0;-890.0;-663.0
160.0;20.0;7;-192.0;885.0;-37.0;393.0;-891.0;-662.0
247.0;94.0;7;-245.0;873.0;219.0;448.0;-895.0;-621.0
269.0;113.0;7;-259.0;867.0;385.0;464.0;-899.0;-615.0
188.0;241.0;8;-101.0;849.0;357.0;490.0;-811.0;-638.0
260.0;217.0;8;-111.0;849.0;192.0;495.0;-828.0;-636.0
358.0;166.0;8;-140.0;850.0;137.0;496.0;-822.0;-586.0
288.0;132.0;8;-87.0;863.0;-95.0;475.0;-837.0;-618.0
281.0;138.0;8;-58.0;865.0;-70.0;475.0;-836.0;-617.0
280.0;139.0;8;-38.0;865.0;-13.0;476.0;-838.0;-616.0
280.0;142.0;8;-20.0;865.0;64.0;478.0;-840.0;-616.0
266.0;156.0;8;53.0;852.0;477.0;507.0;-845.0;-621.0
250.0;371.0;11;156.0;789.0;-108.0;596.0;-854.0;-642.0
476.0;291.0;-172;426.0;751.0;-184.0;588.0;-832.0;-487.0
633.0;-684.0;-33;540.0;70.0;266.0;12.0;320.0;492.0
496.0;263.0;148;422.0;747.0;404.0;572.0;-844.0;-472.0
512.0;297.0;127;234.0;726.0;277.0;560.0;-854.0;-423.0
522.0;285.0;125;284.0;718.0;269.0;555.0;-849.0;-408.0
836.0;-506.0;-2;898.0;68.0;719.0;-87.0;295.0;28.0
414.0;19.0;133;847.0;-731.0;195.0;-581.0;783.0;-799.0
901.0;-582.0;19;813.0;67.0;-161.0;-79.0;203.0;114.0
306.0;-462.0;-152;391.0;96.0;-227.0;4.0;-455.0;628.0
336.0;199.0;-27;542.0;580.0;1202.0;407.0;-735.0;-36.0
389.0;161.0;17;567.0;502.0;612.0;309.0;-713.0;-56.0
394.0;256.0;30;545.0;560.0;589.0;348.0;-739.0;-165.0
397.0;309.0;34;530.0;587.0;646.0;364.0;-753.0;-217.0
180.0;545.0;72;206.0;737.0;-84.0;639.0;-849.0;-770.0
203.0;565.0;75;83.0;740.0;214.0;622.0;-826.0;-800.0
-274.0;478.0;53;363.0;629.0;-99.0;403.0;-663.0;-449.0
-357.0;434.0;54;451.0;641.0;-305.0;385.0;-624.0;-371.0
-51.0;460.0;54;487.0;654.0;375.0;403.0;-744.0;-540.0
31.0;478.0;53;352.0;638.0;518.0;422.0;-762.0;-613.0
18.0;495.0;53;282.0;629.0;535.0;426.0;-774.0;-629.0
-121.0;546.0;53;116.0;616.0;-273.0;448.0;-801.0;-546.0
-134.0;532.0;52;262.0;604.0;-575.0;462.0;-822.0;-527.0
0.0;338.0;51;502.0;587.0;379.0;443.0;-824.0;-459.0
108.0;357.0;66;509.0;591.0;493.0;436.0;-808.0;-385.0
144.0;372.0;63;497.0;596.0;604.0;436.0;-801.0;-358.0
353.0;333.0;-85;391.0;481.0;-47.0;333.0;-769.0;71.0
478.0;-268.0;117;414.0;372.0;-391.0;225.0;-660.0;307.0
584.0;-142.0;149;551.0;335.0;56.0;146.0;-599.0;377.0
664.0;-542.0;-18;890.0;-70.0;-205.0;-101.0;153.0;370.0
631.0;-132.0;174;644.0;282.0;-6.0;164.0;-605.0;381.0
575.0;-666.0;-162;883.0;-282.0;17.0;-244.0;247.0;547.0
662.0;-140.0;175;691.0;284.0;167.0;173.0;-581.0;380.0
546.0;-631.0;-17;657.0;-42.0;-159.0;-77.0;222.0;494.0
548.0;-628.0;-17;655.0;-42.0;-123.0;-76.0;213.0;489.0
558.0;-620.0;-17;652.0;-56.0;-44.0;-83.0;204.0;486.0
555.0;-619.0;-17;655.0;-57.0;-49.0;-84.0;205.0;485.0
555.0;-626.0;-17;649.0;-42.0;151.0;-108.0;181.0;504.0
552.0;-632.0;-17;669.0;-27.0;199.0;-114.0;191.0;504.0
691.0;-92.0;157;763.0;379.0;-52.0;238.0;-682.0;223.0
516.0;-609.0;43;787.0;-11.0;-21.0;-174.0;307.0;791.0
831.0;-154.0;51;854.0;547.0;429.0;343.0;-752.0;54.0
803.0;-26.0;-11;992.0;731.0;921.0;484.0;-778.0;-6.0
557.0;180.0;121;777.0;734.0;-61.0;618.0;-882.0;-561.0
575.0;147.0;141;821.0;743.0;-118.0;620.0;-942.0;-552.0
592.0;152.0;134;822.0;736.0;-82.0;616.0;-944.0;-558.0
603.0;154.0;131;815.0;710.0;49.0;578.0;-946.0;-634.0
655.0;12.0;130;626.0;744.0;188.0;568.0;-885.0;-864.0
540.0;-133.0;-3;776.0;383.0;-463.0;203.0;595.0;117.0
531.0;-116.0;-2;790.0;415.0;387.0;230.0;604.0;99.0
675.0;11.0;131;629.0;742.0;-11.0;574.0;-880.0;-831.0
660.0;-224.0;2;1065.0;218.0;325.0;122.0;457.0;118.0
768.0;-34.0;100;756.0;740.0;447.0;591.0;-851.0;-461.0
503.0;12.0;-71;524.0;656.0;0.0;504.0;-778.0;-182.0
472.0;36.0;-22;489.0;660.0;-329.0;482.0;-764.0;-164.0
354.0;341.0;2;251.0;651.0;-486.0;460.0;-809.0;-94.0
313.0;211.0;-7;82.0;596.0;293.0;420.0;-793.0;-57.0
232.0;419.0;-159;-334.0;704.0;-34.0;565.0;-860.0;-412.0
755.0;-584.0;-174;1031.0;-275.0;112.0;-215.0;276.0;318.0
771.0;-547.0;38;830.0;23.0;69.0;-82.0;305.0;413.0
770.0;-547.0;38;836.0;22.0;-8.0;-80.0;305.0;417.0
818.0;-556.0;29;864.0;-2.0;146.0;-93.0;278.0;362.0
826.0;-561.0;34;866.0;-6.0;199.0;-99.0;274.0;358.0
833.0;-567.0;48;863.0;-9.0;209.0;-106.0;274.0;353.0
294.0;302.0;187;-109.0;764.0;477.0;630.0;-860.0;-564.0
390.0;162.0;167;-27.0;780.0;371.0;620.0;-823.0;-547.0
473.0;-47.0;166;84.0;769.0;458.0;613.0;-743.0;-446.0
565.0;-248.0;151;98.0;675.0;737.0;605.0;-696.0;-376.0
588.0;-398.0;-181;123.0;638.0;-146.0;562.0;-580.0;-230.0
410.0;-306.0;168;-125.0;683.0;-1452.0;609.0;659.0;-447.0
322.0;231.0;180;35.0;800.0;-452.0;591.0;-828.0;-633.0
74.0;437.0;169;120.0;833.0;-435.0;452.0;-834.0;-505.0
130.0;433.0;135;162.0;816.0;-131.0;405.0;-820.0;-474.0
122.0;423.0;135;202.0;814.0;-71.0;400.0;-819.0;-469.0
116.0;420.0;135;217.0;813.0;1.0;399.0;-818.0;-471.0
73.0;402.0;135;274.0;802.0;122.0;408.0;-819.0;-468.0
-35.0;456.0;136;264.0;730.0;301.0;548.0;-792.0;-505.0
-207.0;491.0;143;174.0;722.0;340.0;606.0;-730.0;-495.0
-313.0;408.0;142;37.0;771.0;-178.0;608.0;-600.0;-546.0
155.0;413.0;142;156.0;854.0;-359.0;398.0;-773.0;-412.0
163.0;414.0;143;151.0;856.0;-150.0;368.0;-766.0;-402.0
167.0;409.0;143;165.0;856.0;-105.0;364.0;-762.0;-399.0
163.0;373.0;140;244.0;845.0;119.0;370.0;-755.0;-395.0
99.0;376.0;144;224.0;835.0;270.0;390.0;-783.0;-382.0
61.0;385.0;145;229.0;827.0;456.0;416.0;-795.0;-391.0
64.0;310.0;160;231.0;821.0;600.0;545.0;-819.0;-557.0
175.0;263.0;160;121.0;828.0;658.0;545.0;-837.0;-588.0
398.0;146.0;161;-193.0;895.0;209.0;422.0;-846.0;-610.0
30.0;63.0;135;-150.0;836.0;9.0;548.0;-776.0;-958.0
30.0;60.0;135;-149.0;836.0;2.0;548.0;-777.0;-959.0
-119.0;215.0;135;-318.0;841.0;0.0;534.0;-902.0;-876.0
32.0;89.0;135;-153.0;837.0;12.0;543.0;-878.0;-868.0
189.0;505.0;31;52.0;689.0;-196.0;444.0;-728.0;-190.0
184.0;424.0;31;161.0;609.0;-811.0;432.0;-701.0;-111.0
351.0;239.0;-85;464.0;446.0;-877.0;314.0;-736.0;160.0
154.0;278.0;32;483.0;568.0;-663.0;411.0;-690.0;-26.0
72.0;102.0;26;602.0;596.0;116.0;365.0;-568.0;73.0
133.0;263.0;45;418.0;724.0;129.0;317.0;-593.0;-87.0
87.0;255.0;52;428.0;731.0;39.0;305.0;-587.0;-113.0
56.0;249.0;58;429.0;734.0;25.0;301.0;-590.0;-154.0
-121.0;208.0;44;410.0;749.0;252.0;268.0;-708.0;-408.0
271.0;431.0;103;-356.0;910.0;173.0;331.0;-761.0;-406.0
355.0;379.0;97;-294.0;863.0;-153.0;354.0;-700.0;-356.0
32.0;382.0;58;-104.0;707.0;-419.0;362.0;-772.0;-458.0
42.0;309.0;47;14.0;701.0;-217.0;295.0;-757.0;-365.0
-338.0;615.0;27;-689.0;-661.0;-465.0;-602.0;-445.0;-436.0
205.0;444.0;34;-126.0;714.0;310.0;290.0;-483.0;-132.0
4.0;411.0;39;-358.0;696.0;131.0;466.0;-770.0;-420.0
84.0;386.0;39;-317.0;721.0;75.0;555.0;-830.0;-534.0
317.0;213.0;133;1.0;759.0;369.0;633.0;-838.0;-654.0
321.0;190.0;141;31.0;761.0;444.0;630.0;-839.0;-656.0
512.0;-553.0;-22;242.0;530.0;-295.0;511.0;-373.0;-92.0
505.0;-547.0;-20;225.0;526.0;-785.0;509.0;-398.0;-123.0
572.0;-547.0;126;302.0;461.0;805.0;487.0;-317.0;-120.0
652.0;-711.0;-176;405.0;342.0;-441.0;386.0;-95.0;178.0
669.0;-735.0;-122;307.0;302.0;401.0;376.0;-93.0;182.0
541.0;-732.0;-134;314.0;225.0;-224.0;305.0;99.0;470.0
430.0;-180.0;174;-142.0;-701.0;-323.0;-571.0;816.0;-429.0
835.0;-544.0;57;432.0;-692.0;1042.0;-561.0;422.0;-113.0
833.0;-442.0;128;677.0;-166.0;506.0;8.0;226.0;99.0
852.0;-427.0;125;698.0;-164.0;335.0;18.0;194.0;81.0
604.0;-594.0;55;407.0;-483.0;-1714.0;-477.0;439.0;-89.0
888.0;-384.0;124;756.0;-168.0;-545.0;27.0;154.0;61.0
775.0;-500.0;145;883.0;-82.0;51.0;-154.0;143.0;488.0
821.0;-608.0;4;764.0;52.0;115.0;-137.0;-68.0;82.0
805.0;-613.0;4;785.0;64.0;178.0;-131.0;-59.0;69.0
747.0;-543.0;5;860.0;88.0;10.0;-76.0;-80.0;102.0
773.0;-528.0;4;860.0;88.0;-75.0;-55.0;-123.0;219.0
791.0;-535.0;4;863.0;81.0;1.0;-52.0;-127.0;296.0
820.0;-537.0;4;867.0;75.0;133.0;-54.0;-121.0;334.0
864.0;-553.0;4;865.0;73.0;-28.0;-57.0;-133.0;313.0
884.0;-571.0;4;861.0;79.0;-80.0;-61.0;-154.0;278.0
882.0;-603.0;16;842.0;89.0;41.0;-85.0;-217.0;317.0
874.0;-600.0;16;848.0;89.0;57.0;-83.0;-195.0;338.0
867.0;-598.0;16;848.0;92.0;-25.0;-78.0;-164.0;351.0
854.0;-591.0;16;823.0;106.0;-49.0;-66.0;-114.0;371.0
827.0;-595.0;17;802.0;119.0;96.0;-54.0;-117.0;407.0
597.0;-568.0;17;963.0;102.0;455.0;-37.0;-133.0;638.0
480.0;-325.0;-102;1213.0;61.0;156.0;-10.0;164.0;604.0
732.0;-410.0;17;923.0;84.0;-31.0;-55.0;72.0;554.0
917.0;-368.0;17;923.0;58.0;156.0;-102.0;241.0;209.0
868.0;-276.0;17;887.0;65.0;60.0;-71.0;150.0;376.0
876.0;-315.0;17;886.0;66.0;-36.0;-79.0;178.0;368.0
928.0;-360.0;17;908.0;70.0;135.0;-107.0;309.0;152.0
929.0;-357.0;17;909.0;71.0;138.0;-110.0;318.0;129.0
926.0;-354.0;17;906.0;71.0;88.0;-112.0;318.0;111.0
927.0;-348.0;17;904.0;71.0;72.0;-112.0;312.0;112.0
927.0;-341.0;17;902.0;75.0;52.0;-106.0;312.0;117.0
927.0;-341.0;17;903.0;79.0;62.0;-103.0;293.0;119.0
923.0;-338.0;16;899.0;78.0;17.0;-102.0;270.0;132.0
919.0;-344.0;16;896.0;72.0;-128.0;-103.0;281.0;138.0
917.0;-424.0;17;922.0;66.0;-185.0;-131.0;280.0;78.0
935.0;-463.0;17;938.0;80.0;-50.0;-152.0;217.0;52.0
938.0;-444.0;17;937.0;95.0;-23.0;-120.0;198.0;134.0
822.0;-399.0;17;942.0;127.0;29.0;-54.0;49.0;426.0
665.0;-383.0;18;961.0;198.0;-149.0;4.0;-298.0;467.0
558.0;-177.0;18;982.0;220.0;-170.0;126.0;-520.0;327.0
562.0;-21.0;19;987.0;272.0;-215.0;206.0;-541.0;279.0
566.0;1.0;19;977.0;277.0;-558.0;207.0;-551.0;265.0
568.0;44.0;18;963.0;282.0;-652.0;207.0;-566.0;238.0
322.0;236.0;35;716.0;-618.0;-162.0;-359.0;-786.0;-231.0
524.0;-86.0;4;1038.0;371.0;674.0;219.0;-656.0;20.0
518.0;-74.0;3;1045.0;381.0;655.0;215.0;-658.0;21.0
543.0;-41.0;14;984.0;419.0;469.0;232.0;-657.0;55.0
552.0;56.0;13;884.0;445.0;556.0;252.0;-667.0;59.0
551.0;91.0;13;853.0;453.0;372.0;257.0;-674.0;56.0
419.0;-15.0;15;793.0;410.0;286.0;244.0;-715.0;70.0
427.0;-36.0;15;847.0;391.0;-125.0;234.0;-718.0;69.0
832.0;-546.0;19;839.0;-62.0;-503.0;-226.0;-171.0;443.0
808.0;-679.0;-77;730.0;-136.0;81.0;-310.0;-129.0;311.0
777.0;-677.0;-78;715.0;-130.0;132.0;-306.0;-140.0;353.0
747.0;-676.0;-78;699.0;-124.0;152.0;-303.0;-146.0;390.0
611.0;-285.0;-29;826.0;114.0;53.0;40.0;40.0;361.0
459.0;-214.0;54;766.0;234.0;340.0;124.0;-299.0;389.0
501.0;-1.0;-11;832.0;604.0;1144.0;41.0;-469.0;505.0
298.0;341.0;111;-173.0;816.0;90.0;385.0;-854.0;-453.0
415.0;189.0;110;-73.0;929.0;-31.0;324.0;-865.0;-495.0
404.0;159.0;110;-54.0;939.0;-223.0;302.0;-853.0;-496.0
488.0;186.0;111;-23.0;935.0;-9.0;290.0;-834.0;-406.0
484.0;184.0;111;-20.0;934.0;235.0;289.0;-827.0;-407.0
396.0;343.0;106;-400.0;952.0;975.0;229.0;-773.0;-344.0
453.0;202.0;137;-268.0;774.0;-321.0;630.0;-772.0;-530.0
462.0;66.0;1;-61.0;759.0;425.0;643.0;-780.0;-517.0
635.0;-14.0;111;-166.0;765.0;-80.0;617.0;-666.0;-328.0
1036.0;-646.0;-178;641.0;685.0;293.0;430.0;-501.0;-5.0
875.0;-737.0;-177;834.0;675.0;3.0;246.0;-351.0;126.0
997.0;-739.0;-177;827.0;669.0;-13.0;253.0;-543.0;-146.0
778.0;-685.0;-177;845.0;494.0;150.0;146.0;-592.0;321.0
1066.0;-683.0;-172;414.0;546.0;-226.0;208.0;-436.0;204.0
824.0;-630.0;-171;349.0;560.0;253.0;253.0;-422.0;-455.0
837.0;-624.0;-171;354.0;560.0;251.0;257.0;-407.0;-462.0
1128.0;-673.0;-171;406.0;569.0;-39.0;212.0;-345.0;-139.0
660.0;-668.0;-38;582.0;245.0;-171.0;201.0;-8.0;424.0
673.0;-676.0;-38;574.0;235.0;-11.0;221.0;-26.0;414.0
642.0;-577.0;-40;932.0;145.0;108.0;203.0;91.0;451.0
645.0;-550.0;-40;1026.0;133.0;-51.0;177.0;108.0;444.0
253.0;255.0;6;641.0;-477.0;-35.0;-67.0;487.0;631.0
801.0;-791.0;95;889.0;-253.0;482.0;-312.0;-173.0;383.0
543.0;-395.0;-163;95.0;-725.0;-293.0;-443.0;-562.0;-316.0
806.0;-515.0;24;900.0;-55.0;-62.0;-225.0;-93.0;465.0
797.0;-480.0;23;849.0;-61.0;-85.0;-219.0;63.0;489.0
866.0;-514.0;24;859.0;-73.0;-25.0;-246.0;45.0;299.0
849.0;-502.0;25;854.0;-58.0;64.0;-241.0;10.0;339.0
412.0;-421.0;-16;469.0;115.0;4.0;-10.0;-469.0;567.0
499.0;-159.0;24;551.0;315.0;491.0;137.0;-506.0;425.0
337.0;503.0;27;380.0;573.0;30.0;430.0;-751.0;-271.0
259.0;595.0;27;224.0;664.0;-161.0;509.0;-838.0;-475.0
249.0;601.0;27;213.0;672.0;-112.0;516.0;-852.0;-510.0
376.0;-320.0;-179;88.0;535.0;701.0;487.0;511.0;-46.0
634.0;-440.0;-5;344.0;637.0;141.0;547.0;614.0;-242.0
648.0;-450.0;13;353.0;629.0;92.0;546.0;609.0;-228.0
213.0;609.0;29;197.0;686.0;3.0;525.0;-875.0;-571.0
-194.0;459.0;31;378.0;530.0;45.0;383.0;-713.0;-386.0
-223.0;399.0;31;378.0;503.0;662.0;337.0;-746.0;-232.0
-245.0;442.0;31;366.0;499.0;239.0;317.0;-767.0;-302.0
-286.0;446.0;31;368.0;504.0;-290.0;300.0;-722.0;-8.0
1480.0;-1204.0;-54;1302.0;143.0;310.0;206.0;-8.0;227.0
-299.0;372.0;31;364.0;537.0;-310.0;274.0;-686.0;-162.0
