Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;Accelerometer RWR accZ;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LWR accZ
439.0;911.0;-219.0;805.0;948.0;701.0;-929.0;-333.0;467.0
390.0;913.0;-184.0;836.0;1013.0;860.0;-943.0;-268.0;420.0
391.0;886.0;-297.0;848.0;1035.0;845.0;-885.0;-381.0;369.0
537.0;860.0;-239.0;729.0;808.0;750.0;-881.0;-500.0;504.0
573.0;839.0;-260.0;690.0;811.0;755.0;-867.0;-510.0;497.0
496.0;826.0;-204.0;738.0;958.0;853.0;-899.0;-194.0;444.0
672.0;689.0;-307.0;486.0;829.0;694.0;-806.0;-601.0;546.0
330.0;893.0;-222.0;860.0;948.0;611.0;-989.0;-354.0;285.0
445.0;939.0;-218.0;865.0;1062.0;582.0;-975.0;-409.0;478.0
358.0;961.0;-281.0;857.0;1013.0;615.0;-970.0;-374.0;410.0
340.0;924.0;-205.0;859.0;968.0;563.0;-942.0;-337.0;366.0
385.0;958.0;-200.0;871.0;1007.0;570.0;-940.0;-299.0;383.0
411.0;916.0;-237.0;878.0;999.0;588.0;-915.0;-370.0;428.0
419.0;922.0;-211.0;840.0;998.0;597.0;-952.0;-347.0;433.0
528.0;945.0;-275.0;872.0;1061.0;704.0;-957.0;-415.0;523.0
369.0;948.0;-206.0;864.0;991.0;709.0;-941.0;-357.0;416.0
396.0;986.0;-226.0;847.0;991.0;653.0;-928.0;-295.0;413.0
391.0;975.0;-271.0;887.0;1029.0;542.0;-948.0;-381.0;505.0
389.0;945.0;-246.0;858.0;994.0;611.0;-925.0;-353.0;457.0
358.0;957.0;-221.0;887.0;1037.0;592.0;-931.0;-335.0;448.0
361.0;934.0;-272.0;874.0;1013.0;589.0;-948.0;-335.0;410.0
351.0;962.0;-213.0;840.0;980.0;554.0;-941.0;-336.0;394.0
373.0;965.0;-224.0;860.0;993.0;575.0;-947.0;-311.0;402.0
339.0;962.0;-213.0;875.0;987.0;626.0;-951.0;-337.0;389.0
361.0;948.0;-197.0;843.0;1005.0;610.0;-958.0;-311.0;406.0
363.0;968.0;-225.0;888.0;1035.0;603.0;-930.0;-350.0;367.0
358.0;955.0;-270.0;881.0;1018.0;571.0;-974.0;-349.0;407.0
361.0;951.0;-202.0;878.0;983.0;621.0;-936.0;-325.0;398.0
323.0;952.0;-216.0;864.0;1007.0;591.0;-937.0;-340.0;405.0
352.0;944.0;-203.0;869.0;975.0;610.0;-956.0;-309.0;377.0
361.0;958.0;-212.0;885.0;1025.0;568.0;-960.0;-308.0;413.0
385.0;960.0;-210.0;852.0;996.0;617.0;-958.0;-322.0;416.0
360.0;927.0;-214.0;887.0;986.0;579.0;-945.0;-337.0;401.0
363.0;943.0;-220.0;849.0;986.0;618.0;-952.0;-336.0;393.0
320.0;962.0;-223.0;861.0;968.0;603.0;-939.0;-339.0;381.0
372.0;933.0;-220.0;877.0;988.0;600.0;-940.0;-343.0;374.0
359.0;971.0;-206.0;879.0;985.0;565.0;-963.0;-305.0;411.0
344.0;961.0;-220.0;861.0;1020.0;592.0;-956.0;-313.0;419.0
358.0;966.0;-204.0;876.0;991.0;608.0;-969.0;-340.0;403.0
349.0;969.0;-191.0;890.0;985.0;610.0;-958.0;-308.0;402.0
368.0;945.0;-184.0;877.0;1014.0;589.0;-957.0;-306.0;387.0
349.0;933.0;-200.0;870.0;985.0;637.0;-948.0;-318.0;370.0
350.0;955.0;-221.0;860.0;972.0;607.0;-947.0;-307.0;384.0
363.0;970.0;-215.0;878.0;983.0;552.0;-944.0;-322.0;383.0
384.0;990.0;-209.0;883.0;1016.0;582.0;-945.0;-320.0;419.0
359.0;972.0;-228.0;875.0;1003.0;621.0;-953.0;-351.0;419.0
358.0;950.0;-223.0;882.0;1020.0;560.0;-943.0;-315.0;425.0
386.0;978.0;-203.0;881.0;1005.0;572.0;-944.0;-322.0;392.0
369.0;953.0;-214.0;857.0;997.0;670.0;-929.0;-316.0;396.0
376.0;953.0;-237.0;882.0;974.0;593.0;-941.0;-322.0;412.0
398.0;952.0;-264.0;868.0;1016.0;618.0;-959.0;-370.0;454.0
402.0;948.0;-238.0;849.0;964.0;611.0;-948.0;-370.0;384.0
395.0;962.0;-251.0;869.0;1005.0;606.0;-941.0;-345.0;412.0
397.0;947.0;-242.0;840.0;986.0;646.0;-948.0;-344.0;424.0
388.0;951.0;-250.0;842.0;989.0;592.0;-943.0;-350.0;445.0
377.0;942.0;-255.0;833.0;978.0;618.0;-945.0;-374.0;424.0
397.0;970.0;-202.0;877.0;1009.0;584.0;-947.0;-291.0;414.0
359.0;961.0;-230.0;879.0;1006.0;581.0;-962.0;-355.0;424.0
350.0;934.0;-239.0;871.0;986.0;574.0;-954.0;-370.0;416.0
359.0;942.0;-217.0;873.0;1010.0;592.0;-949.0;-322.0;415.0
373.0;961.0;-237.0;873.0;1004.0;578.0;-943.0;-335.0;409.0
354.0;948.0;-257.0;870.0;996.0;570.0;-944.0;-349.0;417.0
347.0;925.0;-249.0;873.0;990.0;611.0;-942.0;-354.0;382.0
368.0;943.0;-222.0;857.0;990.0;592.0;-947.0;-317.0;393.0
383.0;932.0;-224.0;880.0;1006.0;593.0;-946.0;-328.0;417.0
379.0;934.0;-230.0;880.0;996.0;610.0;-953.0;-345.0;413.0
341.0;956.0;-237.0;885.0;999.0;554.0;-946.0;-337.0;404.0
349.0;968.0;-248.0;871.0;986.0;552.0;-941.0;-343.0;422.0
372.0;982.0;-230.0;869.0;1011.0;576.0;-957.0;-328.0;434.0
364.0;973.0;-256.0;885.0;972.0;547.0;-939.0;-304.0;354.0
337.0;953.0;-202.0;868.0;989.0;627.0;-952.0;-291.0;412.0
352.0;979.0;-199.0;871.0;990.0;587.0;-956.0;-319.0;364.0
390.0;948.0;-207.0;867.0;1012.0;592.0;-940.0;-307.0;393.0
388.0;962.0;-204.0;868.0;1059.0;591.0;-966.0;-288.0;445.0
347.0;979.0;-201.0;873.0;1015.0;539.0;-961.0;-306.0;406.0
338.0;946.0;-211.0;888.0;977.0;642.0;-950.0;-325.0;396.0
340.0;972.0;-243.0;887.0;995.0;564.0;-925.0;-349.0;358.0
329.0;947.0;-229.0;912.0;1005.0;566.0;-966.0;-338.0;386.0
344.0;957.0;-190.0;890.0;987.0;615.0;-961.0;-312.0;363.0
348.0;953.0;-217.0;887.0;996.0;599.0;-950.0;-348.0;397.0
373.0;931.0;1.0;967.0;928.0;466.0;-1046.0;-211.0;364.0
311.0;946.0;-212.0;872.0;1002.0;502.0;-934.0;-318.0;279.0
427.0;951.0;-363.0;842.0;891.0;698.0;-887.0;-270.0;243.0
439.0;915.0;-245.0;848.0;973.0;387.0;-918.0;-311.0;472.0
414.0;909.0;-221.0;836.0;1000.0;372.0;-935.0;-357.0;483.0
591.0;836.0;-303.0;692.0;821.0;775.0;-851.0;-529.0;518.0
413.0;905.0;-119.0;832.0;968.0;616.0;-954.0;-249.0;495.0
457.0;912.0;-167.0;951.0;1134.0;818.0;-923.0;-357.0;525.0
436.0;938.0;-284.0;868.0;1019.0;559.0;-858.0;-338.0;504.0
416.0;945.0;-218.0;847.0;1030.0;837.0;-884.0;-349.0;524.0
408.0;951.0;-188.0;880.0;1032.0;914.0;-938.0;-370.0;455.0
370.0;935.0;-170.0;870.0;999.0;811.0;-943.0;-303.0;461.0
389.0;915.0;-149.0;851.0;1004.0;851.0;-940.0;-311.0;448.0
365.0;925.0;-159.0;856.0;989.0;789.0;-938.0;-317.0;467.0
376.0;929.0;-179.0;829.0;970.0;861.0;-951.0;-362.0;385.0
402.0;792.0;-175.0;1023.0;1008.0;663.0;-753.0;-265.0;430.0
397.0;892.0;-158.0;831.0;981.0;879.0;-953.0;-342.0;427.0
438.0;779.0;-160.0;921.0;1048.0;683.0;-891.0;-464.0;529.0
375.0;943.0;-183.0;869.0;1034.0;827.0;-952.0;-330.0;464.0
390.0;953.0;-176.0;867.0;988.0;866.0;-944.0;-299.0;434.0
394.0;923.0;-171.0;871.0;980.0;934.0;-957.0;-341.0;452.0
324.0;985.0;-123.0;875.0;974.0;581.0;-952.0;-267.0;433.0
366.0;963.0;-89.0;889.0;1164.0;591.0;-960.0;-282.0;404.0
365.0;969.0;-209.0;819.0;915.0;675.0;-910.0;-266.0;363.0
355.0;844.0;-71.0;719.0;920.0;737.0;-960.0;-406.0;278.0
387.0;926.0;-108.0;840.0;1030.0;606.0;-1037.0;-340.0;355.0
368.0;939.0;-167.0;866.0;1012.0;928.0;-946.0;-343.0;453.0
419.0;926.0;-196.0;856.0;998.0;860.0;-950.0;-359.0;433.0
389.0;923.0;-204.0;855.0;995.0;870.0;-943.0;-374.0;433.0
471.0;665.0;-67.0;1049.0;1374.0;671.0;-1028.0;-209.0;583.0
454.0;929.0;-265.0;852.0;987.0;872.0;-911.0;-352.0;486.0
338.0;954.0;-161.0;876.0;1002.0;642.0;-929.0;-295.0;393.0
271.0;995.0;-121.0;932.0;1034.0;659.0;-963.0;-282.0;383.0
316.0;1001.0;3.0;953.0;1128.0;655.0;-1016.0;-227.0;65.0
288.0;860.0;-129.0;931.0;980.0;450.0;-958.0;-229.0;365.0
177.0;732.0;-214.0;734.0;931.0;552.0;-1140.0;-204.0;211.0
612.0;781.0;-106.0;597.0;540.0;524.0;-756.0;-335.0;99.0
320.0;956.0;-358.0;1061.0;899.0;589.0;-849.0;-488.0;629.0
398.0;943.0;-247.0;879.0;1022.0;886.0;-929.0;-396.0;423.0
480.0;936.0;-180.0;949.0;1201.0;651.0;-913.0;-387.0;470.0
456.0;962.0;-205.0;880.0;1064.0;600.0;-862.0;-287.0;498.0
398.0;875.0;-230.0;856.0;900.0;437.0;-1023.0;-405.0;412.0
412.0;975.0;-245.0;767.0;918.0;422.0;-1023.0;-379.0;397.0
387.0;950.0;-232.0;886.0;956.0;882.0;-931.0;-382.0;415.0
389.0;920.0;-153.0;842.0;998.0;873.0;-986.0;-334.0;370.0
421.0;903.0;-283.0;822.0;1019.0;784.0;-877.0;-442.0;492.0
600.0;881.0;-122.0;734.0;926.0;573.0;-973.0;-285.0;450.0
389.0;905.0;-116.0;821.0;874.0;523.0;-1037.0;-319.0;293.0
383.0;892.0;-252.0;847.0;1035.0;904.0;-910.0;-373.0;446.0
371.0;911.0;-134.0;856.0;1008.0;869.0;-947.0;-264.0;460.0
285.0;1010.0;-108.0;932.0;1002.0;704.0;-973.0;-245.0;408.0
296.0;974.0;-92.0;925.0;1056.0;670.0;-959.0;-262.0;393.0
280.0;978.0;-112.0;914.0;1052.0;667.0;-955.0;-255.0;365.0
278.0;975.0;-110.0;931.0;1043.0;693.0;-951.0;-266.0;380.0
331.0;883.0;-153.0;923.0;1433.0;601.0;-852.0;-189.0;487.0
340.0;962.0;-104.0;896.0;994.0;668.0;-970.0;-252.0;395.0
312.0;979.0;-97.0;905.0;1040.0;681.0;-973.0;-247.0;385.0
305.0;955.0;-67.0;930.0;1046.0;691.0;-974.0;-272.0;368.0
425.0;837.0;-271.0;804.0;895.0;440.0;-931.0;-361.0;410.0
282.0;952.0;-82.0;925.0;1041.0;920.0;-1036.0;-276.0;323.0
366.0;988.0;-245.0;918.0;1070.0;795.0;-934.0;-352.0;426.0
387.0;944.0;-220.0;858.0;983.0;894.0;-942.0;-351.0;413.0
449.0;891.0;-174.0;726.0;806.0;462.0;-942.0;-296.0;239.0
400.0;890.0;-254.0;983.0;1060.0;679.0;-890.0;-375.0;289.0
505.0;1006.0;-306.0;842.0;1173.0;645.0;-817.0;-325.0;198.0
318.0;1021.0;-133.0;955.0;1078.0;784.0;-904.0;-312.0;404.0
340.0;999.0;-201.0;935.0;1043.0;825.0;-982.0;-312.0;375.0
340.0;959.0;-178.0;916.0;1042.0;800.0;-997.0;-304.0;382.0
387.0;918.0;-241.0;831.0;960.0;847.0;-945.0;-281.0;454.0
259.0;927.0;-34.0;924.0;989.0;792.0;-967.0;-183.0;402.0
333.0;933.0;-175.0;882.0;1028.0;704.0;-973.0;-283.0;371.0
338.0;958.0;-161.0;897.0;1041.0;667.0;-969.0;-329.0;406.0
387.0;980.0;-142.0;918.0;1026.0;736.0;-977.0;-220.0;402.0
512.0;832.0;-65.0;765.0;893.0;477.0;-894.0;-356.0;238.0
359.0;941.0;-101.0;878.0;1025.0;692.0;-992.0;-223.0;375.0
335.0;941.0;-127.0;906.0;1006.0;759.0;-1010.0;-266.0;356.0
250.0;1262.0;-82.0;1175.0;1149.0;766.0;-785.0;-166.0;296.0
315.0;935.0;-199.0;963.0;1146.0;792.0;-809.0;-386.0;457.0
381.0;906.0;-105.0;833.0;942.0;490.0;-1409.0;-111.0;623.0
499.0;884.0;-181.0;819.0;965.0;618.0;-984.0;-205.0;560.0
333.0;911.0;-229.0;855.0;940.0;592.0;-977.0;-342.0;379.0
326.0;918.0;-230.0;853.0;979.0;572.0;-970.0;-312.0;416.0
360.0;558.0;6.0;637.0;732.0;445.0;-1128.0;-234.0;142.0
385.0;942.0;-263.0;906.0;1066.0;702.0;-857.0;-292.0;478.0
321.0;894.0;-222.0;888.0;1070.0;707.0;-757.0;-357.0;418.0
340.0;962.0;-235.0;872.0;967.0;899.0;-955.0;-369.0;399.0
387.0;922.0;-199.0;885.0;1014.0;908.0;-943.0;-322.0;423.0
386.0;998.0;-224.0;1010.0;1126.0;611.0;-862.0;-310.0;481.0
346.0;871.0;-91.0;804.0;963.0;710.0;-1006.0;-254.0;368.0
396.0;879.0;-40.0;877.0;1039.0;846.0;-984.0;-206.0;473.0
292.0;911.0;-145.0;957.0;1027.0;739.0;-933.0;-408.0;455.0
304.0;957.0;-178.0;896.0;1016.0;701.0;-966.0;-448.0;395.0
304.0;1107.0;-92.0;1082.0;1217.0;742.0;-939.0;-282.0;235.0
355.0;966.0;-127.0;880.0;1000.0;661.0;-972.0;-341.0;433.0
302.0;1002.0;-146.0;888.0;1069.0;765.0;-968.0;-307.0;402.0
274.0;948.0;-141.0;904.0;1010.0;704.0;-1017.0;-277.0;404.0
220.0;988.0;11.0;934.0;1047.0;688.0;-972.0;-129.0;314.0
264.0;806.0;-223.0;856.0;960.0;427.0;-963.0;-532.0;342.0
366.0;923.0;-143.0;852.0;905.0;437.0;-1015.0;-206.0;376.0
357.0;912.0;-221.0;835.0;975.0;795.0;-949.0;-364.0;398.0
268.0;882.0;-197.0;891.0;1050.0;509.0;-978.0;-421.0;400.0
475.0;892.0;-194.0;775.0;1083.0;524.0;-1008.0;-247.0;457.0
474.0;923.0;-88.0;794.0;888.0;659.0;-954.0;-198.0;413.0
592.0;916.0;-212.0;766.0;827.0;845.0;-797.0;-320.0;130.0
353.0;969.0;-166.0;904.0;1015.0;504.0;-769.0;-286.0;299.0
373.0;865.0;-15.0;811.0;994.0;844.0;-977.0;-239.0;416.0
362.0;881.0;-107.0;812.0;975.0;750.0;-962.0;-400.0;315.0
398.0;887.0;-161.0;818.0;920.0;677.0;-978.0;-431.0;303.0
341.0;940.0;-276.0;857.0;1016.0;834.0;-923.0;-377.0;406.0
380.0;933.0;-306.0;848.0;1033.0;656.0;-941.0;-440.0;463.0
393.0;966.0;-304.0;875.0;1090.0;543.0;-909.0;-335.0;554.0
439.0;874.0;-191.0;785.0;990.0;546.0;-843.0;-288.0;429.0
468.0;897.0;-252.0;758.0;785.0;351.0;-868.0;-505.0;639.0
399.0;850.0;-112.0;818.0;962.0;746.0;-994.0;-468.0;498.0
336.0;856.0;-100.0;840.0;1039.0;694.0;-869.0;-209.0;165.0
403.0;760.0;-27.0;786.0;996.0;634.0;-1082.0;-273.0;169.0
353.0;924.0;-215.0;826.0;963.0;847.0;-894.0;-180.0;483.0
354.0;1104.0;-268.0;1147.0;1076.0;571.0;-796.0;-456.0;563.0
325.0;968.0;-172.0;913.0;1098.0;553.0;-873.0;-355.0;511.0
462.0;890.0;-150.0;870.0;1065.0;705.0;-807.0;-388.0;558.0
425.0;869.0;-50.0;762.0;951.0;717.0;-921.0;-479.0;366.0
311.0;970.0;-208.0;924.0;965.0;728.0;-950.0;-324.0;304.0
407.0;943.0;-266.0;849.0;1008.0;779.0;-877.0;-370.0;464.0
450.0;893.0;-277.0;793.0;955.0;751.0;-895.0;-333.0;463.0
250.0;1249.0;123.0;891.0;987.0;302.0;-956.0;-280.0;319.0
408.0;921.0;-187.0;990.0;1050.0;486.0;-962.0;-655.0;388.0
286.0;955.0;-145.0;886.0;996.0;671.0;-1023.0;-343.0;340.0
350.0;900.0;-247.0;839.0;910.0;461.0;-1014.0;-282.0;430.0
437.0;971.0;-116.0;784.0;1101.0;556.0;-809.0;-535.0;447.0
538.0;907.0;-13.0;865.0;683.0;973.0;-835.0;-405.0;348.0
536.0;918.0;-274.0;812.0;921.0;746.0;-917.0;-390.0;633.0
394.0;925.0;-326.0;838.0;967.0;464.0;-885.0;-485.0;492.0
391.0;910.0;-252.0;776.0;856.0;923.0;-903.0;-471.0;243.0
444.0;802.0;-194.0;937.0;929.0;715.0;-812.0;-343.0;264.0
445.0;791.0;-304.0;1023.0;1403.0;782.0;-778.0;-519.0;551.0
318.0;873.0;-36.0;755.0;941.0;642.0;-1005.0;-372.0;493.0
523.0;773.0;-44.0;629.0;610.0;782.0;-662.0;-309.0;-34.0
620.0;886.0;-214.0;879.0;1150.0;640.0;-973.0;-290.0;466.0
515.0;866.0;-106.0;668.0;1066.0;685.0;-910.0;-158.0;111.0
555.0;803.0;-117.0;631.0;800.0;608.0;-738.0;-496.0;327.0
377.0;917.0;-181.0;820.0;956.0;482.0;-782.0;-272.0;333.0
590.0;774.0;-166.0;676.0;948.0;440.0;-782.0;-710.0;532.0
526.0;903.0;-208.0;681.0;1064.0;706.0;-916.0;-253.0;254.0
398.0;1277.0;-211.0;1081.0;1467.0;641.0;-735.0;-251.0;194.0
609.0;821.0;-1.0;629.0;145.0;761.0;-768.0;-617.0;806.0
361.0;924.0;-149.0;856.0;1041.0;454.0;-932.0;-274.0;431.0
437.0;914.0;-180.0;850.0;1082.0;431.0;-898.0;-293.0;500.0
444.0;951.0;-322.0;802.0;925.0;451.0;-692.0;-502.0;513.0
455.0;1057.0;-438.0;889.0;1171.0;521.0;-780.0;-439.0;542.0
301.0;1019.0;-32.0;736.0;1085.0;572.0;-929.0;-325.0;599.0
389.0;804.0;-96.0;779.0;1016.0;610.0;-842.0;-420.0;650.0
425.0;925.0;-262.0;832.0;1004.0;429.0;-939.0;-371.0;481.0
439.0;925.0;-267.0;834.0;1009.0;403.0;-926.0;-406.0;452.0
417.0;924.0;-259.0;839.0;1013.0;399.0;-938.0;-362.0;506.0
438.0;926.0;-243.0;841.0;1017.0;383.0;-933.0;-349.0;466.0
534.0;824.0;89.0;627.0;670.0;970.0;-755.0;-499.0;313.0
444.0;934.0;-253.0;849.0;1035.0;407.0;-921.0;-360.0;487.0
434.0;927.0;-249.0;840.0;1005.0;387.0;-932.0;-359.0;458.0
396.0;838.0;-158.0;775.0;862.0;401.0;-923.0;-177.0;418.0
318.0;892.0;-148.0;884.0;896.0;738.0;-952.0;-273.0;437.0
362.0;931.0;-153.0;832.0;1036.0;724.0;-972.0;-275.0;486.0
396.0;933.0;-262.0;849.0;1010.0;368.0;-925.0;-369.0;445.0
391.0;860.0;-239.0;751.0;997.0;410.0;-857.0;-403.0;485.0
289.0;1381.0;-310.0;1061.0;1467.0;480.0;-1005.0;-409.0;387.0
261.0;989.0;-351.0;988.0;1079.0;758.0;-1024.0;-481.0;560.0
427.0;893.0;-199.0;766.0;967.0;663.0;-963.0;-270.0;385.0
271.0;985.0;20.0;933.0;1225.0;512.0;-961.0;-222.0;1020.0
358.0;902.0;-228.0;791.0;1062.0;402.0;-824.0;-306.0;444.0
336.0;704.0;121.0;690.0;689.0;378.0;-1050.0;-137.0;230.0
392.0;973.0;-183.0;877.0;1022.0;878.0;-947.0;-268.0;437.0
360.0;934.0;-275.0;866.0;1121.0;731.0;-936.0;-404.0;364.0
350.0;933.0;-125.0;867.0;1046.0;588.0;-961.0;-219.0;503.0
298.0;1043.0;-234.0;953.0;989.0;509.0;-905.0;-483.0;277.0
239.0;964.0;-250.0;813.0;1080.0;639.0;-1043.0;-225.0;263.0
249.0;1130.0;-32.0;917.0;922.0;810.0;-996.0;-87.0;418.0
439.0;766.0;-35.0;819.0;997.0;463.0;-946.0;-401.0;404.0
409.0;851.0;-104.0;896.0;999.0;687.0;-1006.0;-340.0;314.0
386.0;931.0;-130.0;855.0;1019.0;518.0;-918.0;-354.0;504.0
311.0;964.0;-337.0;861.0;979.0;581.0;-953.0;-371.0;276.0
222.0;763.0;-212.0;878.0;986.0;459.0;-1293.0;-413.0;236.0
399.0;1002.0;-218.0;771.0;916.0;417.0;-1047.0;-318.0;354.0
211.0;858.0;-326.0;829.0;870.0;500.0;-1477.0;-345.0;305.0
386.0;914.0;-143.0;824.0;960.0;499.0;-966.0;-228.0;260.0
402.0;933.0;-166.0;841.0;1000.0;595.0;-977.0;-340.0;439.0
368.0;981.0;-186.0;864.0;1002.0;597.0;-964.0;-370.0;414.0
344.0;946.0;-171.0;869.0;998.0;532.0;-954.0;-337.0;353.0
364.0;955.0;-177.0;876.0;1024.0;550.0;-955.0;-290.0;366.0
388.0;950.0;-173.0;878.0;1011.0;565.0;-948.0;-296.0;372.0
351.0;971.0;-166.0;885.0;1003.0;527.0;-951.0;-292.0;369.0
377.0;953.0;-172.0;869.0;1007.0;566.0;-953.0;-294.0;376.0
369.0;953.0;-173.0;873.0;1006.0;524.0;-953.0;-330.0;366.0
349.0;971.0;-169.0;885.0;1007.0;541.0;-952.0;-322.0;375.0
348.0;956.0;-171.0;869.0;1014.0;568.0;-958.0;-313.0;368.0
340.0;964.0;-169.0;878.0;993.0;560.0;-962.0;-306.0;366.0
331.0;979.0;-160.0;911.0;1006.0;539.0;-955.0;-303.0;383.0
318.0;960.0;-119.0;930.0;1037.0;618.0;-978.0;-290.0;337.0
329.0;988.0;-120.0;903.0;1020.0;562.0;-983.0;-287.0;353.0
320.0;949.0;-124.0;904.0;1014.0;555.0;-981.0;-276.0;333.0
339.0;932.0;-123.0;891.0;1016.0;575.0;-987.0;-275.0;332.0
395.0;933.0;-114.0;877.0;988.0;593.0;-958.0;-256.0;404.0
438.0;873.0;-235.0;854.0;959.0;511.0;-912.0;-339.0;398.0
437.0;750.0;122.0;656.0;806.0;424.0;-1305.0;-348.0;409.0
315.0;1185.0;-201.0;910.0;1066.0;499.0;-931.0;-277.0;487.0
302.0;944.0;-181.0;861.0;983.0;678.0;-934.0;-299.0;452.0
343.0;922.0;-189.0;811.0;936.0;665.0;-917.0;-294.0;414.0
312.0;697.0;43.0;751.0;882.0;464.0;-1334.0;-315.0;181.0
359.0;925.0;-195.0;775.0;955.0;677.0;-950.0;-293.0;406.0
302.0;814.0;-372.0;764.0;880.0;703.0;-1318.0;-336.0;488.0
435.0;856.0;-275.0;738.0;896.0;699.0;-963.0;-331.0;476.0
487.0;884.0;-85.0;772.0;1061.0;537.0;-1009.0;-239.0;348.0
332.0;971.0;-124.0;894.0;1017.0;582.0;-973.0;-268.0;414.0
332.0;990.0;-151.0;894.0;1027.0;527.0;-960.0;-262.0;417.0
281.0;936.0;-275.0;924.0;1101.0;675.0;-947.0;-316.0;435.0
474.0;763.0;-22.0;718.0;916.0;562.0;-966.0;-139.0;265.0
303.0;862.0;-130.0;921.0;912.0;567.0;-971.0;-260.0;253.0
384.0;948.0;-350.0;867.0;1080.0;684.0;-974.0;-282.0;475.0
397.0;867.0;-49.0;661.0;832.0;550.0;-944.0;-325.0;556.0
576.0;819.0;-282.0;639.0;565.0;511.0;-918.0;-403.0;652.0
498.0;870.0;-69.0;766.0;869.0;551.0;-875.0;-378.0;457.0
