Accelerometer RKN_ accY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;Accelerometer HIP accX;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
859.0;-2.0;2;795.0;-340.0;222;-927.0;301.0;-44.0;1.0;424.0;-414.0;2
849.0;-19.0;-24;804.0;-372.0;219;-921.0;301.0;-42.0;-20.0;423.0;-414.0;-24
859.0;-6.0;18;802.0;-364.0;217;-927.0;300.0;-40.0;-1.0;422.0;-413.0;18
858.0;-19.0;-9;799.0;-355.0;219;-926.0;300.0;-42.0;-21.0;422.0;-414.0;-9
847.0;19.0;-2;819.0;-357.0;220;-927.0;299.0;-42.0;-17.0;422.0;-416.0;-2
860.0;4.0;4;799.0;-363.0;219;-932.0;301.0;-52.0;-18.0;423.0;-417.0;4
858.0;8.0;10;803.0;-357.0;223;-925.0;301.0;-51.0;-43.0;422.0;-417.0;10
859.0;-14.0;14;808.0;-404.0;216;-924.0;302.0;-53.0;-30.0;420.0;-417.0;14
868.0;6.0;16;821.0;-380.0;221;-925.0;317.0;-89.0;-38.0;417.0;-417.0;16
847.0;6.0;20;774.0;-354.0;216;-982.0;-252.0;-406.0;-14.0;669.0;-394.0;20
840.0;68.0;1;757.0;-362.0;218;-942.0;-31.0;-135.0;-16.0;595.0;-403.0;1
851.0;58.0;27;772.0;-355.0;216;-939.0;-32.0;-132.0;-19.0;586.0;-402.0;27
851.0;123.0;-36;801.0;-362.0;213;-965.0;26.0;67.0;-11.0;69.0;-416.0;-36
852.0;63.0;-4;798.0;-369.0;220;-927.0;25.0;67.0;-6.0;71.0;-414.0;-4
836.0;25.0;-10;789.0;-380.0;216;-949.0;-88.0;-183.0;-8.0;194.0;-419.0;-10
855.0;201.0;54;780.0;-371.0;212;-955.0;125.0;-111.0;-28.0;514.0;-414.0;54
850.0;28.0;-16;825.0;-393.0;215;-962.0;101.0;-200.0;-7.0;642.0;-412.0;-16
845.0;169.0;-29;784.0;-349.0;212;-948.0;258.0;-85.0;28.0;430.0;-405.0;-29
838.0;206.0;-13;770.0;-359.0;213;-960.0;263.0;-77.0;37.0;417.0;-408.0;-13
845.0;48.0;1;858.0;-366.0;217;-912.0;256.0;-103.0;-67.0;422.0;-431.0;1
851.0;23.0;2;857.0;-374.0;222;-913.0;262.0;-114.0;-52.0;439.0;-391.0;2
827.0;66.0;-4;843.0;-342.0;219;-914.0;258.0;-133.0;-52.0;431.0;-443.0;-4
833.0;-79.0;-29;841.0;-363.0;224;-907.0;257.0;-132.0;-55.0;432.0;-447.0;-29
837.0;-25.0;-6;850.0;-363.0;211;-905.0;255.0;-132.0;-49.0;431.0;-425.0;-6
980.0;117.0;31;923.0;0.0;299;-967.0;-326.0;5.0;98.0;-498.0;-549.0;31
859.0;-9.0;-3;848.0;-383.0;224;-917.0;263.0;-123.0;-45.0;437.0;-462.0;-3
825.0;-10.0;-1;873.0;-372.0;223;-917.0;263.0;-124.0;-49.0;437.0;-462.0;-1
976.0;228.0;-41;942.0;-207.0;256;-974.0;-164.0;85.0;-42.0;-153.0;-342.0;-41
1033.0;-218.0;-14;970.0;-30.0;265;-950.0;-154.0;96.0;-107.0;-33.0;-317.0;-14
994.0;-112.0;39;987.0;-4.0;274;-883.0;-157.0;101.0;-130.0;-25.0;-310.0;39
1003.0;94.0;3;975.0;-115.0;272;-965.0;-148.0;107.0;-96.0;6.0;-283.0;3
989.0;-213.0;4;958.0;30.0;268;-972.0;-101.0;10.0;-33.0;169.0;-246.0;4
992.0;28.0;70;977.0;24.0;276;-965.0;-236.0;-311.0;-49.0;309.0;-95.0;70
975.0;643.0;-2;1003.0;44.0;283;-955.0;-271.0;-442.0;-77.0;450.0;155.0;-2
861.0;33.0;25;860.0;-366.0;221;-914.0;263.0;-124.0;-48.0;438.0;-463.0;25
1001.0;67.0;5;931.0;39.0;279;-1003.0;-63.0;-264.0;-21.0;589.0;726.0;5
989.0;-20.0;-22;918.0;55.0;280;-990.0;-66.0;-266.0;0.0;588.0;720.0;-22
969.0;-170.0;-5;944.0;154.0;281;-945.0;-58.0;-269.0;-51.0;600.0;-193.0;-5
974.0;206.0;36;948.0;138.0;278;-967.0;-87.0;-266.0;-81.0;558.0;-111.0;36
965.0;154.0;-4;967.0;158.0;280;-980.0;-91.0;-270.0;-56.0;545.0;-83.0;-4
989.0;-109.0;2;928.0;111.0;269;-971.0;-100.0;-294.0;-37.0;551.0;-91.0;2
1002.0;48.0;84;947.0;29.0;270;-920.0;-471.0;-502.0;-157.0;102.0;-514.0;84
971.0;491.0;30;905.0;20.0;277;-913.0;-467.0;-470.0;-118.0;87.0;-479.0;30
842.0;0.0;26;847.0;-373.0;213;-917.0;262.0;-124.0;-50.0;438.0;-454.0;26
848.0;10.0;-29;868.0;-361.0;222;-912.0;266.0;-117.0;-48.0;438.0;-440.0;-29
839.0;-8.0;-1;864.0;-382.0;213;-917.0;262.0;-118.0;-52.0;435.0;-434.0;-1
842.0;20.0;8;875.0;-364.0;217;-927.0;263.0;-112.0;-53.0;434.0;-430.0;8
853.0;4.0;25;859.0;-348.0;217;-928.0;257.0;-129.0;-25.0;418.0;-327.0;25
858.0;-25.0;-17;847.0;-374.0;216;-922.0;256.0;-118.0;-47.0;417.0;-318.0;-17
844.0;15.0;21;857.0;-370.0;218;-926.0;258.0;-126.0;-59.0;417.0;-476.0;21
846.0;10.0;13;841.0;-358.0;212;-930.0;257.0;-132.0;-59.0;413.0;-472.0;13
847.0;8.0;4;850.0;-365.0;221;-923.0;254.0;-130.0;-39.0;419.0;-381.0;4
848.0;34.0;-16;862.0;-392.0;214;-919.0;253.0;-92.0;-82.0;439.0;-564.0;-16
857.0;31.0;3;859.0;-370.0;218;-922.0;253.0;-92.0;-87.0;439.0;-561.0;3
859.0;-12.0;26;844.0;-343.0;213;-917.0;253.0;-91.0;-82.0;437.0;-574.0;26
842.0;-118.0;12;834.0;-355.0;213;-935.0;241.0;-192.0;-57.0;363.0;-407.0;12
1060.0;-242.0;359;998.0;-26.0;-96;-869.0;537.0;224.0;-104.0;806.0;526.0;359
859.0;-87.0;-7;825.0;-374.0;212;-932.0;240.0;-190.0;-36.0;367.0;-422.0;-7
850.0;-127.0;2;842.0;-382.0;219;-961.0;225.0;-218.0;-70.0;346.0;-397.0;2
861.0;-50.0;31;823.0;-377.0;217;-980.0;193.0;-240.0;-59.0;329.0;-384.0;31
841.0;-75.0;2;819.0;-353.0;211;-965.0;160.0;-241.0;-38.0;339.0;-381.0;2
835.0;57.0;7;790.0;-379.0;214;-945.0;15.0;74.0;-17.0;120.0;-370.0;7
864.0;34.0;-20;805.0;-377.0;221;-941.0;16.0;75.0;-45.0;121.0;-370.0;-20
841.0;-38.0;4;819.0;-362.0;218;-947.0;1.0;61.0;-35.0;124.0;-371.0;4
843.0;-52.0;-7;823.0;-369.0;212;-946.0;-5.0;55.0;-28.0;131.0;-371.0;-7
846.0;67.0;9;801.0;-379.0;217;-970.0;-122.0;-206.0;-20.0;442.0;-372.0;9
849.0;-5.0;-17;840.0;-365.0;212;-973.0;-202.0;-351.0;-30.0;669.0;-375.0;-17
846.0;0.0;1;847.0;-360.0;221;-971.0;-193.0;-336.0;-31.0;672.0;-376.0;1
838.0;21.0;-18;842.0;-379.0;216;-967.0;-182.0;-321.0;-31.0;675.0;-375.0;-18
821.0;-17.0;-27;848.0;-364.0;224;-959.0;-149.0;-266.0;-29.0;684.0;-376.0;-27
843.0;9.0;-15;831.0;-384.0;218;-961.0;-111.0;-212.0;-39.0;681.0;-377.0;-15
841.0;10.0;-20;848.0;-365.0;214;-972.0;-93.0;-198.0;-22.0;676.0;-378.0;-20
837.0;3.0;-17;819.0;-374.0;202;-941.0;-54.0;-147.0;-28.0;626.0;-377.0;-17
836.0;-14.0;3;835.0;-372.0;219;-947.0;-53.0;-144.0;-2.0;616.0;-377.0;3
842.0;50.0;-25;876.0;-347.0;213;-929.0;24.0;59.0;-21.0;81.0;-385.0;-25
845.0;199.0;-6;872.0;-367.0;218;-961.0;-2.0;-109.0;-46.0;126.0;-383.0;-6
847.0;8.0;-17;919.0;-346.0;221;-907.0;26.0;-303.0;-21.0;58.0;-394.0;-17
850.0;0.0;5;924.0;-354.0;227;-897.0;21.0;-294.0;12.0;85.0;-396.0;5
863.0;-10.0;3;924.0;-364.0;224;-897.0;34.0;-257.0;-7.0;119.0;-395.0;3
843.0;7.0;4;917.0;-363.0;223;-896.0;39.0;-219.0;3.0;142.0;-395.0;4
850.0;2.0;-27;936.0;-391.0;225;-901.0;39.0;-218.0;-2.0;150.0;-394.0;-27
928.0;-764.0;-32;862.0;55.0;247;-806.0;63.0;-246.0;36.0;655.0;-10.0;-32
843.0;-18.0;-11;918.0;-373.0;223;-901.0;39.0;-219.0;-7.0;149.0;-392.0;-11
852.0;-8.0;-39;938.0;-365.0;218;-899.0;39.0;-220.0;1.0;150.0;-390.0;-39
852.0;2.0;13;920.0;-370.0;221;-912.0;37.0;-225.0;-3.0;153.0;-381.0;13
843.0;-10.0;-7;923.0;-360.0;219;-901.0;37.0;-226.0;-7.0;161.0;-384.0;-7
858.0;4.0;-23;937.0;-364.0;228;-903.0;37.0;-227.0;-11.0;162.0;-377.0;-23
911.0;-243.0;489;840.0;-2.0;472;-874.0;429.0;153.0;-10.0;817.0;467.0;489
1000.0;-425.0;321;852.0;24.0;474;-811.0;421.0;153.0;39.0;827.0;450.0;321
848.0;-6.0;-11;948.0;-370.0;215;-902.0;37.0;-225.0;-1.0;165.0;-357.0;-11
841.0;8.0;27;932.0;-362.0;220;-904.0;38.0;-222.0;0.0;166.0;-349.0;27
855.0;42.0;-42;919.0;-357.0;216;-895.0;24.0;-214.0;-20.0;174.0;-616.0;-42
832.0;43.0;-26;912.0;-363.0;225;-885.0;39.0;-175.0;-10.0;279.0;-356.0;-26
833.0;181.0;-22;873.0;-362.0;209;-964.0;95.0;-81.0;-8.0;461.0;-415.0;-22
828.0;145.0;30;854.0;-355.0;209;-967.0;95.0;-79.0;-20.0;461.0;-382.0;30
854.0;-99.0;9;840.0;-379.0;215;-954.0;88.0;-35.0;-29.0;462.0;-305.0;9
1396.0;77.0;-367;901.0;100.0;272;-780.0;116.0;-145.0;65.0;744.0;246.0;-367
839.0;23.0;6;838.0;-376.0;212;-955.0;90.0;-11.0;-48.0;473.0;-354.0;6
834.0;-48.0;-35;866.0;-374.0;209;-947.0;95.0;2.0;-59.0;434.0;-421.0;-35
844.0;-224.0;28;861.0;-383.0;208;-935.0;133.0;-48.0;-54.0;494.0;-351.0;28
842.0;358.0;-18;897.0;-381.0;220;-917.0;36.0;-273.0;-28.0;125.0;-392.0;-18
848.0;-19.0;21;935.0;-385.0;217;-893.0;54.0;-228.0;-26.0;135.0;-399.0;21
845.0;10.0;15;923.0;-375.0;220;-905.0;57.0;-225.0;-49.0;132.0;-423.0;15
824.0;12.0;13;941.0;-382.0;223;-906.0;57.0;-225.0;-46.0;133.0;-423.0;13
850.0;8.0;0;956.0;-374.0;221;-906.0;56.0;-225.0;-57.0;132.0;-424.0;0
836.0;-10.0;-28;951.0;-393.0;216;-904.0;54.0;-229.0;-64.0;134.0;-421.0;-28
848.0;10.0;-4;916.0;-386.0;219;-907.0;55.0;-227.0;-30.0;138.0;-419.0;-4
1023.0;-487.0;396;755.0;-81.0;374;-858.0;301.0;-25.0;-84.0;816.0;269.0;396
830.0;-6.0;-26;945.0;-376.0;220;-910.0;56.0;-225.0;-42.0;137.0;-417.0;-26
1047.0;-279.0;-56;1089.0;100.0;-158;-731.0;343.0;84.0;-174.0;842.0;287.0;-56
839.0;2.0;15;953.0;-361.0;221;-910.0;50.0;-204.0;-68.0;123.0;-389.0;15
846.0;57.0;-2;972.0;-378.0;218;-905.0;52.0;-208.0;-52.0;126.0;-366.0;-2
832.0;34.0;4;947.0;-394.0;220;-926.0;43.0;-208.0;-70.0;150.0;-566.0;4
841.0;-47.0;51;888.0;-380.0;216;-950.0;106.0;-49.0;-18.0;412.0;-351.0;51
843.0;-62.0;-10;901.0;-374.0;217;-957.0;102.0;-38.0;-65.0;409.0;-330.0;-10
1005.0;-147.0;100;781.0;288.0;69;-717.0;312.0;219.0;-10.0;863.0;274.0;100
844.0;12.0;-18;895.0;-330.0;216;-947.0;108.0;-30.0;-50.0;420.0;-348.0;-18
937.0;-554.0;74;626.0;-445.0;309;-942.0;180.0;42.0;-45.0;850.0;161.0;74
907.0;35.0;76;1392.0;-30.0;387;-916.0;73.0;-110.0;-110.0;795.0;135.0;76
998.0;344.0;168;771.0;-61.0;281;-1402.0;-102.0;-297.0;-70.0;609.0;-27.0;168
857.0;19.0;-8;908.0;-321.0;220;-949.0;107.0;-31.0;-59.0;429.0;-343.0;-8
851.0;73.0;-2;927.0;-372.0;220;-994.0;117.0;-26.0;29.0;449.0;-351.0;-2
890.0;-104.0;25;942.0;-397.0;374;-1289.0;378.0;27.0;16.0;859.0;532.0;25
866.0;-2.0;1;908.0;-388.0;230;-979.0;163.0;-9.0;49.0;466.0;-377.0;1
848.0;-73.0;-20;896.0;-388.0;220;-955.0;181.0;-46.0;14.0;431.0;-371.0;-20
861.0;-14.0;9;918.0;-383.0;228;-972.0;172.0;-41.0;-19.0;436.0;-367.0;9
845.0;43.0;17;923.0;-362.0;215;-1020.0;176.0;-3.0;15.0;459.0;-392.0;17
1193.0;134.0;-5;1039.0;-354.0;276;-891.0;450.0;175.0;109.0;862.0;541.0;-5
847.0;-110.0;-23;931.0;-377.0;222;-971.0;162.0;-7.0;14.0;457.0;-387.0;-23
983.0;-559.0;33;1225.0;-52.0;278;-956.0;404.0;112.0;0.0;853.0;399.0;33
767.0;117.0;-27;951.0;215.0;331;-977.0;273.0;152.0;-14.0;787.0;451.0;-27
901.0;419.0;6;973.0;47.0;321;-954.0;266.0;142.0;14.0;793.0;495.0;6
1132.0;174.0;10;927.0;330.0;322;-991.0;270.0;152.0;39.0;797.0;560.0;10
1002.0;114.0;-8;970.0;107.0;323;-988.0;271.0;59.0;67.0;785.0;514.0;-8
962.0;-25.0;-40;965.0;70.0;339;-984.0;287.0;70.0;66.0;802.0;490.0;-40
955.0;71.0;-55;947.0;59.0;186;-936.0;-445.0;-438.0;-149.0;-170.0;-277.0;-55
867.0;-25.0;9;931.0;-383.0;218;-983.0;146.0;-28.0;12.0;444.0;-386.0;9
843.0;-13.0;-16;923.0;-372.0;220;-978.0;142.0;-17.0;8.0;438.0;-387.0;-16
872.0;-64.0;12;912.0;-382.0;237;-988.0;149.0;-41.0;4.0;466.0;-390.0;12
854.0;-60.0;-37;937.0;-387.0;225;-978.0;162.0;-39.0;-2.0;454.0;-390.0;-37
856.0;-67.0;-64;947.0;-379.0;228;-980.0;165.0;-46.0;0.0;454.0;-385.0;-64
850.0;13.0;-62;941.0;-384.0;218;-1005.0;160.0;-40.0;-5.0;458.0;-399.0;-62
856.0;36.0;14;967.0;-391.0;222;-988.0;163.0;-58.0;-29.0;459.0;-392.0;14
860.0;-1.0;-8;902.0;-380.0;223;-968.0;157.0;-113.0;31.0;430.0;-386.0;-8
840.0;90.0;33;901.0;-365.0;220;-974.0;167.0;-111.0;15.0;434.0;-386.0;33
857.0;-27.0;-24;919.0;-394.0;209;-976.0;174.0;-116.0;11.0;420.0;-387.0;-24
841.0;-42.0;10;901.0;-393.0;210;-984.0;174.0;-89.0;26.0;399.0;-386.0;10
1114.0;27.0;-226;970.0;-492.0;449;-969.0;-346.0;-497.0;4.0;216.0;-411.0;-226
865.0;211.0;6;896.0;-393.0;206;-980.0;13.0;-186.0;17.0;305.0;-370.0;6
854.0;49.0;-8;908.0;-399.0;212;-994.0;305.0;-45.0;-16.0;552.0;-215.0;-8
