Accelerometer LUA^ accY;InertialMeasurementUnit LUA magneticX;Accelerometer RKN^ accY;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LUA^ accZ;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;InertialMeasurementUnit LUA accX;InertialMeasurementUnit R-SHOE EuY
855.0;381.0;999.0;67.0;310.0;539.0;377.0;280.0;-1207.0;-15
858.0;466.0;1083.0;293.0;16.0;346.0;-133.0;151.0;-1117.0;-43
902.0;354.0;1152.0;88.0;305.0;349.0;283.0;315.0;-979.0;-15
936.0;586.0;1015.0;153.0;565.0;301.0;200.0;188.0;-952.0;-24
948.0;546.0;1002.0;171.0;572.0;301.0;172.0;161.0;-958.0;-24
967.0;547.0;1003.0;185.0;566.0;308.0;191.0;130.0;-967.0;-24
933.0;541.0;1047.0;119.0;573.0;305.0;174.0;93.0;-976.0;-24
945.0;543.0;1018.0;166.0;561.0;260.0;187.0;106.0;-950.0;-24
926.0;543.0;1028.0;156.0;536.0;239.0;182.0;87.0;-957.0;-24
915.0;541.0;1031.0;168.0;539.0;258.0;134.0;99.0;-975.0;-24
925.0;534.0;1024.0;197.0;558.0;213.0;171.0;31.0;-968.0;-24
937.0;536.0;998.0;194.0;575.0;245.0;156.0;74.0;-954.0;-24
926.0;547.0;1008.0;168.0;587.0;292.0;155.0;50.0;-973.0;-24
947.0;550.0;1015.0;179.0;583.0;274.0;164.0;73.0;-964.0;-24
949.0;552.0;1017.0;177.0;578.0;278.0;153.0;51.0;-971.0;-24
940.0;547.0;1015.0;161.0;547.0;285.0;197.0;59.0;-956.0;-24
923.0;537.0;1032.0;131.0;523.0;253.0;176.0;61.0;-970.0;-24
921.0;536.0;1032.0;142.0;528.0;244.0;194.0;32.0;-962.0;-24
921.0;533.0;987.0;149.0;531.0;283.0;168.0;-13.0;-955.0;-24
922.0;539.0;1014.0;156.0;527.0;257.0;177.0;52.0;-948.0;-24
937.0;532.0;1011.0;148.0;525.0;267.0;183.0;42.0;-958.0;-24
945.0;532.0;1016.0;136.0;521.0;241.0;177.0;73.0;-967.0;-24
899.0;532.0;1028.0;152.0;522.0;244.0;177.0;82.0;-949.0;-24
954.0;531.0;1019.0;122.0;527.0;240.0;178.0;50.0;-963.0;-24
938.0;535.0;1013.0;114.0;536.0;245.0;170.0;30.0;-967.0;-24
921.0;536.0;1001.0;150.0;533.0;242.0;169.0;24.0;-974.0;-24
931.0;537.0;1013.0;164.0;534.0;264.0;178.0;26.0;-965.0;-24
947.0;537.0;1018.0;144.0;535.0;261.0;176.0;59.0;-972.0;-24
945.0;541.0;1031.0;106.0;533.0;242.0;170.0;37.0;-965.0;-24
913.0;535.0;1006.0;120.0;498.0;255.0;187.0;61.0;-960.0;-24
938.0;531.0;1040.0;119.0;496.0;217.0;188.0;73.0;-961.0;-24
928.0;521.0;1040.0;96.0;479.0;273.0;181.0;64.0;-959.0;-24
933.0;517.0;1029.0;98.0;471.0;265.0;177.0;79.0;-953.0;-24
943.0;494.0;1030.0;139.0;436.0;283.0;170.0;111.0;-976.0;-24
924.0;495.0;1009.0;137.0;440.0;267.0;181.0;34.0;-959.0;-24
928.0;502.0;994.0;122.0;445.0;287.0;170.0;35.0;-966.0;-24
931.0;506.0;1038.0;120.0;446.0;241.0;187.0;52.0;-939.0;-24
935.0;507.0;1012.0;109.0;450.0;303.0;157.0;43.0;-944.0;-24
901.0;509.0;1035.0;121.0;487.0;297.0;175.0;31.0;-947.0;-24
910.0;516.0;1028.0;110.0;494.0;300.0;174.0;34.0;-954.0;-24
931.0;518.0;1011.0;116.0;505.0;286.0;163.0;26.0;-956.0;-24
911.0;520.0;999.0;146.0;505.0;306.0;162.0;38.0;-956.0;-24
912.0;520.0;1009.0;143.0;503.0;303.0;169.0;43.0;-956.0;-24
911.0;516.0;1003.0;150.0;482.0;278.0;188.0;102.0;-944.0;-24
926.0;527.0;1021.0;129.0;502.0;271.0;195.0;50.0;-957.0;-24
916.0;528.0;1021.0;119.0;503.0;293.0;192.0;28.0;-962.0;-24
920.0;532.0;1029.0;132.0;506.0;254.0;184.0;79.0;-959.0;-24
911.0;522.0;1026.0;139.0;484.0;285.0;200.0;68.0;-946.0;-24
912.0;521.0;1013.0;139.0;486.0;284.0;184.0;55.0;-943.0;-24
928.0;521.0;1031.0;120.0;484.0;274.0;178.0;57.0;-952.0;-24
921.0;521.0;1011.0;136.0;484.0;267.0;201.0;33.0;-952.0;-24
930.0;523.0;1023.0;122.0;486.0;235.0;188.0;9.0;-947.0;-24
921.0;519.0;1008.0;147.0;477.0;244.0;195.0;67.0;-957.0;-24
936.0;526.0;1021.0;108.0;491.0;245.0;179.0;68.0;-954.0;-24
928.0;513.0;1024.0;139.0;506.0;275.0;158.0;224.0;-959.0;-24
927.0;514.0;1024.0;116.0;502.0;281.0;155.0;182.0;-968.0;-24
920.0;502.0;1025.0;149.0;404.0;192.0;220.0;9.0;-956.0;-24
912.0;499.0;1025.0;126.0;393.0;259.0;204.0;51.0;-950.0;-24
921.0;495.0;1030.0;128.0;404.0;234.0;187.0;16.0;-947.0;-24
905.0;499.0;1029.0;138.0;415.0;245.0;197.0;12.0;-958.0;-24
900.0;501.0;1021.0;120.0;419.0;254.0;185.0;48.0;-952.0;-24
942.0;501.0;1033.0;74.0;422.0;262.0;191.0;64.0;-932.0;-24
903.0;499.0;1020.0;112.0;415.0;266.0;196.0;74.0;-974.0;-24
934.0;496.0;1014.0;111.0;415.0;278.0;196.0;74.0;-961.0;-24
945.0;495.0;1021.0;89.0;426.0;203.0;226.0;66.0;-941.0;-24
914.0;510.0;1027.0;78.0;481.0;263.0;172.0;64.0;-966.0;-24
922.0;521.0;1026.0;85.0;491.0;233.0;194.0;76.0;-979.0;-24
931.0;535.0;1015.0;134.0;514.0;279.0;170.0;50.0;-964.0;-24
937.0;537.0;1017.0;99.0;524.0;261.0;181.0;90.0;-959.0;-24
935.0;543.0;1022.0;118.0;526.0;217.0;180.0;133.0;-964.0;-24
957.0;567.0;1034.0;109.0;561.0;167.0;206.0;63.0;-1029.0;-25
970.0;572.0;1023.0;44.0;577.0;130.0;167.0;78.0;-985.0;-25
994.0;586.0;1019.0;69.0;614.0;204.0;234.0;104.0;-935.0;-25
826.0;560.0;1051.0;-10.0;495.0;315.0;304.0;-18.0;-1022.0;-20
1189.0;571.0;713.0;90.0;-215.0;210.0;212.0;214.0;-829.0;-31
1035.0;965.0;954.0;124.0;-24.0;-6.0;458.0;123.0;-898.0;-27
997.0;1117.0;1087.0;-7.0;284.0;-9.0;382.0;133.0;-1135.0;-27
950.0;1019.0;1002.0;283.0;132.0;77.0;263.0;100.0;-946.0;-19
956.0;999.0;847.0;251.0;246.0;183.0;311.0;124.0;-1017.0;-19
834.0;359.0;879.0;183.0;319.0;259.0;230.0;445.0;-914.0;-15
968.0;991.0;924.0;7.0;225.0;204.0;377.0;182.0;-908.0;-19
927.0;1120.0;1556.0;-106.0;268.0;-135.0;414.0;163.0;-1087.0;-87
923.0;893.0;1001.0;251.0;72.0;199.0;227.0;12.0;-1026.0;14
882.0;195.0;1039.0;33.0;237.0;13.0;191.0;561.0;-1005.0;-42
949.0;455.0;948.0;235.0;495.0;61.0;388.0;145.0;-857.0;-44
951.0;456.0;1007.0;137.0;475.0;68.0;447.0;243.0;-904.0;-44
940.0;893.0;1104.0;122.0;88.0;284.0;264.0;101.0;-964.0;14
939.0;889.0;996.0;163.0;104.0;262.0;484.0;79.0;-976.0;14
920.0;569.0;943.0;79.0;-12.0;-80.0;103.0;94.0;-893.0;-27
959.0;491.0;886.0;-155.0;45.0;40.0;240.0;196.0;-848.0;4
952.0;428.0;829.0;242.0;322.0;-58.0;480.0;155.0;-843.0;-43
1284.0;497.0;942.0;46.0;268.0;323.0;166.0;142.0;-822.0;6
800.0;377.0;1187.0;266.0;333.0;-103.0;485.0;-102.0;-1098.0;-44
1025.0;445.0;967.0;-30.0;369.0;457.0;30.0;-249.0;-959.0;1
928.0;551.0;800.0;260.0;376.0;67.0;318.0;174.0;-743.0;20
1185.0;553.0;755.0;91.0;372.0;87.0;288.0;240.0;-820.0;20
818.0;343.0;941.0;95.0;275.0;-57.0;333.0;166.0;-884.0;-53
1005.0;364.0;1026.0;82.0;271.0;80.0;395.0;224.0;-888.0;-54
1212.0;559.0;1060.0;145.0;312.0;258.0;421.0;56.0;-819.0;-35
1167.0;566.0;928.0;-88.0;167.0;377.0;424.0;-13.0;-853.0;-70
937.0;554.0;819.0;-13.0;121.0;51.0;345.0;165.0;-912.0;-85
792.0;867.0;-87.0;1017.0;-340.0;230.0;316.0;193.0;-801.0;-6
976.0;498.0;1011.0;188.0;555.0;252.0;194.0;85.0;-970.0;-23
953.0;524.0;1053.0;211.0;482.0;-34.0;489.0;37.0;-826.0;-22
1015.0;512.0;948.0;-103.0;-190.0;127.0;148.0;152.0;-1037.0;-39
939.0;696.0;1245.0;275.0;3.0;191.0;117.0;68.0;-931.0;-39
782.0;553.0;1001.0;159.0;407.0;-53.0;610.0;11.0;-781.0;-29
809.0;563.0;941.0;66.0;-377.0;305.0;305.0;59.0;-916.0;-40
891.0;682.0;947.0;82.0;-160.0;180.0;357.0;-169.0;-984.0;-39
878.0;678.0;992.0;-91.0;-79.0;224.0;300.0;37.0;-976.0;-40
823.0;468.0;1010.0;-130.0;-593.0;277.0;350.0;49.0;-885.0;-23
750.0;574.0;975.0;207.0;388.0;-216.0;602.0;0.0;-742.0;-37
627.0;535.0;1051.0;720.0;273.0;-173.0;351.0;-133.0;-1084.0;-32
808.0;420.0;951.0;435.0;322.0;-171.0;399.0;25.0;-966.0;-29
941.0;379.0;961.0;422.0;405.0;205.0;150.0;167.0;-977.0;-19
969.0;381.0;945.0;439.0;410.0;208.0;159.0;161.0;-962.0;-19
962.0;379.0;934.0;447.0;413.0;210.0;159.0;128.0;-955.0;-19
913.0;376.0;931.0;423.0;414.0;298.0;159.0;162.0;-964.0;-19
883.0;175.0;998.0;115.0;-622.0;132.0;117.0;50.0;-950.0;-28
941.0;375.0;948.0;433.0;413.0;302.0;170.0;98.0;-959.0;-19
930.0;381.0;948.0;441.0;424.0;277.0;167.0;150.0;-964.0;-19
923.0;379.0;940.0;443.0;421.0;288.0;170.0;98.0;-955.0;-19
801.0;319.0;936.0;126.0;-420.0;163.0;257.0;284.0;-1012.0;-25
905.0;346.0;990.0;118.0;-376.0;176.0;248.0;346.0;-1031.0;-25
1050.0;596.0;971.0;56.0;35.0;168.0;150.0;-487.0;-1032.0;-25
912.0;604.0;1052.0;-23.0;93.0;179.0;192.0;-233.0;-1034.0;-25
961.0;471.0;1112.0;232.0;-108.0;137.0;281.0;-314.0;-917.0;-25
925.0;380.0;949.0;465.0;420.0;292.0;164.0;49.0;-958.0;-19
942.0;381.0;941.0;454.0;426.0;267.0;165.0;112.0;-969.0;-19
934.0;381.0;933.0;456.0;427.0;255.0;171.0;76.0;-961.0;-19
920.0;381.0;942.0;426.0;429.0;277.0;169.0;84.0;-956.0;-19
908.0;383.0;943.0;457.0;429.0;289.0;167.0;93.0;-952.0;-19
963.0;470.0;1000.0;130.0;485.0;253.0;388.0;93.0;-986.0;-19
968.0;582.0;998.0;86.0;481.0;163.0;133.0;173.0;-1027.0;-25
809.0;336.0;1012.0;75.0;387.0;225.0;299.0;-204.0;-784.0;-18
826.0;262.0;1020.0;113.0;363.0;285.0;225.0;-250.0;-805.0;-26
777.0;332.0;991.0;-86.0;-348.0;378.0;426.0;128.0;-817.0;-21
769.0;337.0;984.0;-77.0;-340.0;356.0;436.0;-345.0;-816.0;-21
776.0;340.0;980.0;-101.0;-333.0;343.0;437.0;300.0;-813.0;-21
828.0;91.0;981.0;40.0;326.0;327.0;117.0;-95.0;-996.0;-32
872.0;72.0;1030.0;44.0;307.0;394.0;152.0;-201.0;-960.0;-36
969.0;692.0;1002.0;394.0;-70.0;120.0;200.0;163.0;-983.0;-28
1023.0;888.0;927.0;556.0;559.0;34.0;347.0;-248.0;-1026.0;-10
877.0;752.0;954.0;-4.0;356.0;203.0;392.0;192.0;-1034.0;-18
921.0;75.0;1032.0;52.0;309.0;417.0;178.0;-140.0;-977.0;-36
865.0;529.0;1043.0;273.0;-242.0;102.0;305.0;105.0;-1031.0;-28
968.0;480.0;1030.0;140.0;-338.0;223.0;280.0;66.0;-993.0;-28
964.0;517.0;1098.0;336.0;-263.0;200.0;289.0;131.0;-896.0;-28
922.0;549.0;834.0;190.0;-207.0;122.0;247.0;49.0;-997.0;-28
985.0;579.0;921.0;297.0;-169.0;112.0;355.0;-21.0;-968.0;-28
916.0;582.0;875.0;368.0;-138.0;121.0;281.0;74.0;-951.0;-28
898.0;564.0;890.0;460.0;-179.0;138.0;320.0;87.0;-944.0;-28
917.0;539.0;920.0;384.0;-227.0;135.0;290.0;73.0;-949.0;-28
932.0;544.0;915.0;466.0;-220.0;191.0;288.0;54.0;-958.0;-28
921.0;554.0;903.0;438.0;-207.0;163.0;276.0;45.0;-976.0;-28
860.0;425.0;966.0;148.0;-259.0;9.0;483.0;67.0;-849.0;-28
544.0;-73.0;878.0;376.0;-292.0;-688.0;651.0;209.0;-505.0;-24
907.0;76.0;1035.0;75.0;326.0;459.0;24.0;-189.0;-946.0;-37
904.0;488.0;1016.0;23.0;595.0;288.0;368.0;112.0;-894.0;-38
857.0;199.0;1029.0;242.0;34.0;110.0;296.0;522.0;-1119.0;-28
890.0;387.0;1000.0;178.0;228.0;495.0;188.0;210.0;-951.0;-45
765.0;543.0;944.0;460.0;240.0;62.0;242.0;770.0;-994.0;-22
787.0;340.0;898.0;289.0;189.0;-32.0;234.0;592.0;-1009.0;-71
570.0;412.0;899.0;44.0;313.0;235.0;171.0;-87.0;-1001.0;-45
963.0;493.0;948.0;202.0;87.0;60.0;261.0;499.0;-1011.0;-22
862.0;270.0;945.0;243.0;-329.0;-307.0;477.0;707.0;-842.0;-37
823.0;366.0;1008.0;121.0;503.0;325.0;480.0;227.0;-860.0;-41
723.0;379.0;999.0;314.0;493.0;321.0;492.0;273.0;-768.0;-41
713.0;529.0;1014.0;123.0;568.0;237.0;347.0;12.0;-795.0;-39
721.0;538.0;1036.0;114.0;583.0;194.0;417.0;12.0;-785.0;-37
868.0;484.0;1012.0;217.0;574.0;-23.0;43.0;498.0;-987.0;-70
966.0;519.0;1166.0;161.0;196.0;59.0;282.0;519.0;-948.0;-28
934.0;445.0;989.0;229.0;416.0;-59.0;329.0;-336.0;-940.0;-30
683.0;393.0;788.0;527.0;309.0;495.0;504.0;280.0;-951.0;-24
141.0;-101.0;1028.0;-12.0;-82.0;874.0;335.0;-411.0;-508.0;-24
848.0;184.0;756.0;401.0;291.0;6.0;162.0;11.0;-1287.0;-24
927.0;415.0;964.0;342.0;234.0;-24.0;161.0;-28.0;-771.0;-24
942.0;402.0;918.0;297.0;172.0;-7.0;483.0;-73.0;-930.0;-25
931.0;356.0;876.0;309.0;55.0;-15.0;309.0;-144.0;-936.0;-25
938.0;355.0;962.0;372.0;69.0;-12.0;354.0;-204.0;-934.0;-25
827.0;375.0;1017.0;-41.0;-328.0;-121.0;90.0;185.0;-1252.0;-31
884.0;382.0;1033.0;-13.0;-322.0;-39.0;78.0;243.0;-1018.0;-31
804.0;254.0;948.0;-92.0;-100.0;56.0;322.0;80.0;-942.0;-56
910.0;415.0;1027.0;8.0;-331.0;115.0;270.0;274.0;-829.0;-31
824.0;503.0;939.0;281.0;-163.0;2.0;298.0;195.0;-967.0;-24
954.0;557.0;932.0;358.0;-108.0;259.0;185.0;263.0;-1006.0;-24
988.0;650.0;967.0;294.0;138.0;134.0;-26.0;182.0;-1027.0;-24
785.0;247.0;1007.0;-117.0;-97.0;27.0;316.0;48.0;-839.0;-59
949.0;450.0;1003.0;99.0;-353.0;87.0;327.0;323.0;-930.0;-31
634.0;802.0;1023.0;129.0;200.0;367.0;292.0;84.0;-739.0;-41
858.0;493.0;1136.0;41.0;-390.0;128.0;278.0;187.0;-818.0;-30
829.0;247.0;1026.0;-39.0;-38.0;-96.0;311.0;119.0;-1027.0;-69
812.0;517.0;939.0;30.0;-340.0;59.0;408.0;149.0;-809.0;-28
936.0;578.0;1048.0;117.0;-346.0;171.0;282.0;163.0;-908.0;-25
933.0;667.0;999.0;440.0;157.0;280.0;94.0;212.0;-1027.0;-46
970.0;721.0;1005.0;58.0;76.0;8.0;422.0;-222.0;-918.0;-59
885.0;729.0;885.0;300.0;110.0;123.0;353.0;-212.0;-761.0;-49
839.0;537.0;1046.0;123.0;-355.0;126.0;362.0;195.0;-926.0;-25
867.0;713.0;1072.0;109.0;102.0;144.0;313.0;141.0;-831.0;-21
1048.0;467.0;987.0;-167.0;-170.0;52.0;148.0;185.0;-1184.0;-33
932.0;308.0;991.0;-69.0;-254.0;4.0;343.0;-46.0;-984.0;-34
806.0;234.0;879.0;227.0;-179.0;334.0;51.0;309.0;-884.0;-49
822.0;502.0;801.0;-111.0;175.0;-7.0;82.0;184.0;-769.0;-46
872.0;539.0;1035.0;104.0;-339.0;80.0;359.0;205.0;-932.0;-25
1107.0;417.0;953.0;112.0;241.0;-36.0;336.0;175.0;-994.0;-32
890.0;539.0;1020.0;110.0;-334.0;103.0;354.0;151.0;-923.0;-25
865.0;508.0;1025.0;119.0;-415.0;128.0;514.0;97.0;-889.0;-25
836.0;486.0;953.0;180.0;610.0;93.0;282.0;-9.0;-913.0;-30
855.0;461.0;1016.0;108.0;-344.0;111.0;453.0;105.0;-828.0;-25
953.0;455.0;1003.0;-45.0;531.0;206.0;189.0;101.0;-978.0;-31
931.0;443.0;1034.0;-32.0;510.0;253.0;168.0;111.0;-941.0;-31
880.0;428.0;1010.0;94.0;497.0;367.0;92.0;48.0;-923.0;-31
910.0;422.0;1014.0;148.0;474.0;387.0;93.0;29.0;-965.0;-31
944.0;418.0;1026.0;143.0;451.0;358.0;113.0;30.0;-979.0;-31
957.0;413.0;1020.0;149.0;397.0;302.0;132.0;134.0;-968.0;-31
977.0;389.0;1045.0;216.0;269.0;173.0;63.0;236.0;-1049.0;-31
1002.0;274.0;870.0;119.0;-60.0;273.0;341.0;-13.0;-867.0;-31
930.0;227.0;1021.0;8.0;-328.0;130.0;276.0;51.0;-973.0;-31
943.0;221.0;1028.0;21.0;-325.0;107.0;260.0;14.0;-980.0;-31
922.0;232.0;1022.0;60.0;-295.0;238.0;216.0;46.0;-934.0;-31
911.0;229.0;1052.0;6.0;-260.0;355.0;154.0;225.0;-915.0;-31
913.0;220.0;1025.0;-11.0;-252.0;345.0;176.0;296.0;-925.0;-31
796.0;-70.0;1170.0;16.0;-226.0;618.0;-29.0;662.0;-1035.0;-36
553.0;69.0;1000.0;163.0;-529.0;724.0;77.0;-357.0;-890.0;-49
744.0;282.0;970.0;119.0;23.0;-211.0;333.0;-12.0;-928.0;-62
1024.0;439.0;957.0;74.0;121.0;270.0;526.0;172.0;-1042.0;-43
828.0;639.0;1075.0;351.0;276.0;276.0;433.0;234.0;-859.0;-32
746.0;660.0;1101.0;236.0;324.0;261.0;371.0;6.0;-736.0;-22
711.0;677.0;885.0;357.0;369.0;258.0;411.0;17.0;-800.0;-28
808.0;452.0;1039.0;127.0;-195.0;69.0;376.0;130.0;-772.0;-25
975.0;725.0;1043.0;105.0;341.0;143.0;292.0;661.0;-1001.0;-25
947.0;733.0;1041.0;80.0;353.0;138.0;227.0;306.0;-989.0;-25
918.0;726.0;1032.0;158.0;461.0;165.0;253.0;320.0;-949.0;-25
989.0;662.0;1027.0;20.0;355.0;61.0;275.0;334.0;-980.0;-25
829.0;658.0;1004.0;-8.0;243.0;245.0;298.0;379.0;-971.0;-25
964.0;320.0;1019.0;153.0;-560.0;185.0;44.0;182.0;-918.0;-31
919.0;195.0;1025.0;117.0;-533.0;211.0;164.0;31.0;-962.0;-31
936.0;217.0;1018.0;122.0;-571.0;187.0;245.0;13.0;-981.0;-31
956.0;232.0;1019.0;97.0;-569.0;207.0;189.0;76.0;-972.0;-31
938.0;237.0;1017.0;86.0;-571.0;239.0;153.0;91.0;-954.0;-31
931.0;220.0;1041.0;85.0;-586.0;204.0;177.0;63.0;-965.0;-31
952.0;225.0;1030.0;96.0;-582.0;209.0;187.0;81.0;-973.0;-31
957.0;235.0;1019.0;106.0;-577.0;227.0;177.0;106.0;-968.0;-31
948.0;239.0;1021.0;109.0;-575.0;211.0;174.0;82.0;-968.0;-31
947.0;241.0;1042.0;80.0;-574.0;205.0;171.0;89.0;-965.0;-31
964.0;239.0;1021.0;79.0;-573.0;187.0;168.0;80.0;-974.0;-31
963.0;224.0;1030.0;108.0;-523.0;172.0;210.0;41.0;-992.0;-31
954.0;222.0;1011.0;101.0;-509.0;173.0;214.0;30.0;-981.0;-31
934.0;222.0;1032.0;107.0;-495.0;176.0;213.0;21.0;-976.0;-30
913.0;301.0;1032.0;-1.0;-198.0;191.0;312.0;62.0;-930.0;-27
868.0;345.0;1013.0;11.0;-74.0;196.0;310.0;7.0;-909.0;-20
1035.0;501.0;1019.0;-72.0;116.0;80.0;293.0;162.0;-968.0;-23
1081.0;482.0;1021.0;-119.0;108.0;60.0;229.0;252.0;-987.0;-23
934.0;377.0;964.0;302.0;91.0;247.0;165.0;-113.0;-963.0;-23
809.0;484.0;1047.0;38.0;82.0;-181.0;292.0;192.0;-875.0;-61
799.0;538.0;769.0;255.0;220.0;95.0;277.0;-57.0;-799.0;-39
809.0;558.0;709.0;545.0;241.0;165.0;275.0;-13.0;-872.0;-25
776.0;592.0;1010.0;329.0;314.0;199.0;239.0;-123.0;-840.0;-3
879.0;486.0;1017.0;-143.0;379.0;384.0;-46.0;-55.0;-883.0;-17
805.0;677.0;1028.0;-17.0;226.0;235.0;353.0;354.0;-992.0;-25
756.0;934.0;1221.0;545.0;239.0;290.0;235.0;218.0;-780.0;-8
904.0;692.0;965.0;-268.0;199.0;162.0;111.0;162.0;-866.0;-25
932.0;826.0;971.0;37.0;68.0;297.0;84.0;104.0;-1000.0;-17
896.0;833.0;1043.0;58.0;63.0;151.0;101.0;127.0;-987.0;-17
1109.0;521.0;887.0;103.0;-201.0;123.0;124.0;211.0;-1013.0;-9
933.0;353.0;936.0;386.0;56.0;-52.0;350.0;-30.0;-933.0;-25
1187.0;174.0;940.0;-134.0;-227.0;241.0;230.0;138.0;-979.0;-13
975.0;42.0;1020.0;111.0;-530.0;36.0;8.0;211.0;-979.0;-48
944.0;365.0;962.0;366.0;109.0;-22.0;349.0;-199.0;-931.0;-25
1005.0;745.0;1106.0;135.0;462.0;282.0;385.0;151.0;-847.0;-12
1080.0;597.0;1013.0;65.0;-159.0;314.0;92.0;309.0;-1167.0;-21
986.0;573.0;1020.0;16.0;-174.0;234.0;58.0;332.0;-1126.0;-21
798.0;481.0;942.0;24.0;-416.0;140.0;103.0;227.0;-837.0;-19
876.0;618.0;909.0;-303.0;-319.0;-76.0;471.0;142.0;-960.0;-45
735.0;577.0;1024.0;160.0;-398.0;220.0;273.0;88.0;-796.0;-12
1051.0;814.0;16.0;49.0;-617.0;215.0;336.0;414.0;-1142.0;-24
910.0;607.0;903.0;-33.0;-454.0;45.0;179.0;137.0;-1010.0;-27
1139.0;467.0;1014.0;153.0;-263.0;202.0;264.0;278.0;-914.0;-21
1125.0;451.0;969.0;146.0;-284.0;243.0;332.0;274.0;-847.0;-21
877.0;478.0;933.0;438.0;267.0;-126.0;162.0;96.0;-1091.0;-85
1026.0;334.0;1278.0;-35.0;205.0;29.0;241.0;76.0;-976.0;-60
1179.0;583.0;2348.0;1443.0;580.0;146.0;323.0;130.0;-1238.0;-15
831.0;335.0;633.0;-430.0;198.0;101.0;342.0;656.0;-931.0;3
880.0;250.0;878.0;101.0;111.0;400.0;158.0;265.0;-829.0;-39
916.0;942.0;965.0;114.0;337.0;179.0;160.0;32.0;-1007.0;-6
