InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;Accelerometer BACK accX
-136.0;100.0;402.0;334;153.0;355.0;-213.0;-23.0;-251.0;326.0;321.0
111.0;88.0;398.0;338;155.0;353.0;-213.0;-62.0;-251.0;315.0;345.0
-97.0;99.0;409.0;325;157.0;368.0;-215.0;21.0;-243.0;321.0;281.0
-37.0;-368.0;-251.0;-308;-512.0;-170.0;456.0;-198.0;463.0;-360.0;376.0
-153.0;-361.0;-245.0;-332;-520.0;-136.0;441.0;-291.0;483.0;-357.0;347.0
-268.0;-204.0;-144.0;236;-142.0;203.0;256.0;-220.0;26.0;-53.0;-59.0
171.0;-385.0;-472.0;13;-129.0;-33.0;258.0;63.0;278.0;-95.0;65.0
-372.0;-315.0;-214.0;-385;-520.0;-78.0;385.0;-50.0;501.0;-346.0;358.0
78.0;-440.0;-432.0;-9;-543.0;-604.0;756.0;48.0;521.0;-593.0;121.0
-49.0;-476.0;-458.0;-1;-545.0;-619.0;755.0;-40.0;513.0;-598.0;140.0
-32.0;-478.0;-460.0;1;-544.0;-617.0;754.0;-74.0;512.0;-597.0;138.0
14.0;-487.0;-467.0;3;-543.0;-617.0;754.0;-121.0;514.0;-593.0;190.0
250.0;196.0;421.0;116;45.0;368.0;-216.0;111.0;-166.0;187.0;90.0
649.0;52.0;412.0;-22;21.0;357.0;-185.0;-175.0;-168.0;73.0;374.0
648.0;44.0;427.0;-43;22.0;362.0;-192.0;-31.0;-150.0;60.0;317.0
-169.0;-467.0;-402.0;12;-488.0;-389.0;752.0;117.0;573.0;-495.0;139.0
-26.0;-451.0;-367.0;68;-500.0;-369.0;731.0;123.0;616.0;-487.0;48.0
-533.0;-261.0;-99.0;571;-378.0;-120.0;444.0;243.0;258.0;-229.0;-100.0
-12.0;-384.0;-471.0;-2;-143.0;-56.0;257.0;130.0;325.0;-85.0;-66.0
-126.0;-372.0;-465.0;12;-135.0;-83.0;268.0;140.0;332.0;-78.0;-293.0
413.0;-314.0;-168.0;-171;-404.0;-132.0;386.0;-319.0;346.0;-216.0;353.0
-154.0;-324.0;-155.0;-260;-384.0;-133.0;381.0;-215.0;339.0;-191.0;396.0
-245.0;-313.0;-145.0;-295;-375.0;-140.0;379.0;-180.0;325.0;-187.0;311.0
551.0;-210.0;-106.0;120;-328.0;-78.0;338.0;388.0;282.0;-168.0;146.0
-2.0;-351.0;-427.0;2;-570.0;-506.0;734.0;-84.0;636.0;-559.0;161.0
-3.0;-341.0;-404.0;31;-555.0;-534.0;733.0;-20.0;596.0;-545.0;175.0
157.0;-318.0;-397.0;16;-554.0;-524.0;743.0;-138.0;618.0;-583.0;288.0
-23.0;-3.0;-28.0;136;-245.0;12.0;261.0;326.0;216.0;-7.0;30.0
345.0;-4.0;466.0;-60;26.0;382.0;-195.0;219.0;-131.0;12.0;210.0
228.0;-6.0;471.0;-64;27.0;380.0;-192.0;179.0;-125.0;14.0;216.0
-147.0;-311.0;-467.0;-75;-303.0;-577.0;859.0;3.0;587.0;-645.0;214.0
299.0;20.0;310.0;-36;-143.0;69.0;201.0;161.0;69.0;-174.0;473.0
10.0;106.0;338.0;-75;-119.0;109.0;157.0;-31.0;60.0;-140.0;525.0
96.0;136.0;341.0;-147;-106.0;165.0;128.0;-108.0;55.0;-139.0;520.0
27.0;-445.0;-577.0;0;-203.0;-561.0;846.0;12.0;557.0;-494.0;430.0
153.0;-433.0;-562.0;11;-206.0;-570.0;851.0;62.0;561.0;-554.0;399.0
-190.0;-98.0;385.0;12;-15.0;264.0;-99.0;15.0;-99.0;46.0;95.0
-86.0;-76.0;384.0;91;35.0;323.0;-157.0;46.0;-111.0;101.0;175.0
-275.0;-282.0;-106.0;31;-521.0;70.0;304.0;-664.0;455.0;-222.0;262.0
216.0;36.0;197.0;-47;-217.0;519.0;-138.0;-108.0;-86.0;123.0;116.0
-363.0;68.0;316.0;46;-252.0;426.0;39.0;-40.0;126.0;280.0;145.0
522.0;274.0;478.0;-32;-215.0;-60.0;236.0;-118.0;96.0;319.0;198.0
166.0;213.0;474.0;-16;208.0;538.0;-388.0;72.0;-364.0;517.0;250.0
-85.0;-357.0;-456.0;7;-125.0;-90.0;270.0;110.0;343.0;-77.0;-294.0
-81.0;-355.0;-455.0;4;-127.0;-94.0;273.0;83.0;351.0;-76.0;-315.0
9.0;-353.0;-453.0;-6;-134.0;-156.0;306.0;-77.0;425.0;-75.0;-309.0
-408.0;-167.0;-322.0;3;-385.0;-176.0;406.0;-340.0;567.0;-400.0;-195.0
656.0;31.0;81.0;262;-315.0;-121.0;346.0;381.0;303.0;-59.0;-103.0
-212.0;-81.0;-56.0;195;-392.0;-366.0;518.0;487.0;398.0;-225.0;82.0
-147.0;-143.0;-85.0;232;-438.0;-399.0;536.0;334.0;435.0;-248.0;57.0
631.0;51.0;266.0;-13;-82.0;209.0;-3.0;437.0;-44.0;91.0;348.0
319.0;79.0;248.0;-90;-105.0;158.0;51.0;399.0;-29.0;57.0;268.0
351.0;296.0;345.0;-13;-169.0;92.0;121.0;121.0;76.0;-77.0;445.0
-334.0;8.0;146.0;32;-285.0;194.0;28.0;-324.0;251.0;36.0;375.0
404.0;52.0;300.0;269;-207.0;82.0;124.0;313.0;113.0;-115.0;-28.0
20.0;-115.0;263.0;-19;-263.0;24.0;180.0;-10.0;177.0;-325.0;129.0
-123.0;-95.0;270.0;-13;-226.0;17.0;177.0;-17.0;142.0;-291.0;58.0
548.0;543.0;419.0;-11;-222.0;-33.0;238.0;96.0;156.0;-29.0;252.0
565.0;525.0;409.0;-5;-220.0;-21.0;231.0;109.0;165.0;-47.0;218.0
263.0;-202.0;-165.0;-37;-442.0;-264.0;502.0;374.0;425.0;-259.0;163.0
656.0;-338.0;-324.0;-411;-571.0;-517.0;683.0;356.0;563.0;-516.0;123.0
-27.0;32.0;-186.0;2;231.0;-314.0;-73.0;61.0;-319.0;274.0;569.0
-560.0;-386.0;-303.0;3;214.0;-297.0;-102.0;134.0;-297.0;-167.0;-38.0
333.0;-308.0;-237.0;134;-86.0;-567.0;295.0;-54.0;118.0;-198.0;-201.0
371.0;-301.0;-491.0;340;-168.0;-541.0;398.0;-85.0;327.0;-491.0;257.0
119.0;-75.0;-360.0;44;52.0;-436.0;154.0;-504.0;92.0;-333.0;274.0
-292.0;319.0;73.0;72;176.0;-271.0;-198.0;-515.0;-148.0;-47.0;-19.0
-509.0;-286.0;-256.0;133;-25.0;-551.0;451.0;-85.0;63.0;-276.0;-210.0
-55.0;-371.0;-298.0;26;-198.0;-519.0;447.0;-90.0;173.0;-391.0;143.0
-434.0;-404.0;-292.0;23;-205.0;-486.0;332.0;5.0;155.0;-398.0;105.0
-260.0;-412.0;-289.0;23;-208.0;-487.0;318.0;72.0;156.0;-400.0;119.0
61.0;-423.0;-298.0;20;-221.0;-483.0;301.0;114.0;148.0;-406.0;124.0
190.0;-389.0;-303.0;12;-209.0;-511.0;307.0;66.0;120.0;-408.0;138.0
109.0;-348.0;-337.0;-1;-215.0;-529.0;330.0;-54.0;140.0;-394.0;165.0
416.0;175.0;434.0;-16;130.0;462.0;-294.0;272.0;-293.0;192.0;307.0
88.0;-347.0;-337.0;-2;-216.0;-528.0;331.0;-50.0;142.0;-393.0;167.0
27.0;221.0;426.0;-3;300.0;29.0;-478.0;-33.0;-487.0;418.0;298.0
169.0;-335.0;-381.0;10;-206.0;-526.0;326.0;36.0;142.0;-352.0;178.0
122.0;-333.0;-398.0;7;-196.0;-512.0;305.0;-35.0;125.0;-346.0;30.0
145.0;146.0;405.0;18;48.0;474.0;-301.0;-78.0;-237.0;371.0;522.0
277.0;155.0;392.0;-15;52.0;459.0;-287.0;139.0;-239.0;359.0;348.0
-32.0;-339.0;-400.0;6;-162.0;-512.0;303.0;43.0;88.0;-351.0;18.0
-52.0;182.0;391.0;-1;-68.0;256.0;-74.0;69.0;-102.0;311.0;410.0
-298.0;179.0;400.0;50;-57.0;245.0;-66.0;-25.0;-108.0;326.0;404.0
-907.0;78.0;511.0;-531;78.0;367.0;-211.0;-85.0;-220.0;-18.0;-27.0
-268.0;-336.0;-395.0;7;-144.0;-520.0;313.0;37.0;78.0;-357.0;17.0
-119.0;-323.0;-230.0;2;-163.0;-519.0;470.0;-6.0;174.0;-415.0;77.0
-227.0;-312.0;-201.0;1;-178.0;-536.0;402.0;92.0;153.0;-437.0;42.0
87.0;-297.0;-170.0;1;-182.0;-399.0;315.0;34.0;109.0;-444.0;84.0
33.0;-299.0;-167.0;-10;-145.0;-478.0;338.0;-53.0;72.0;-445.0;58.0
-208.0;179.0;9.0;-59;312.0;51.0;-297.0;188.0;-226.0;205.0;407.0
398.0;140.0;-34.0;-48;297.0;-33.0;-200.0;114.0;-222.0;186.0;368.0
-261.0;-320.0;-471.0;-362;2.0;-313.0;123.0;192.0;111.0;-417.0;-38.0
294.0;-492.0;-527.0;-470;-9.0;-319.0;134.0;-34.0;148.0;-496.0;130.0
-730.0;45.0;-325.0;11;-211.0;-450.0;386.0;143.0;361.0;-520.0;308.0
-306.0;41.0;-341.0;-12;-204.0;-467.0;403.0;-31.0;350.0;-489.0;382.0
470.0;-43.0;-394.0;-43;-199.0;-495.0;420.0;-106.0;347.0;-510.0;423.0
-187.0;-231.0;-509.0;-469;-109.0;-387.0;283.0;110.0;229.0;-469.0;-4.0
297.0;-229.0;-497.0;-48;-161.0;-481.0;335.0;-203.0;273.0;-456.0;45.0
-413.0;123.0;10.0;-63;126.0;45.0;-263.0;-452.0;-32.0;-48.0;-60.0
-230.0;123.0;63.0;-50;104.0;108.0;-322.0;-596.0;-42.0;-2.0;-86.0
16.0;129.0;92.0;-67;89.0;130.0;-343.0;-713.0;-41.0;23.0;-161.0
88.0;141.0;119.0;5;72.0;148.0;-356.0;-685.0;-39.0;45.0;-143.0
-43.0;-474.0;-480.0;-667;9.0;-354.0;159.0;-76.0;107.0;-515.0;95.0
80.0;-437.0;-449.0;-580;30.0;-294.0;101.0;-86.0;83.0;-502.0;96.0
-88.0;268.0;432.0;-4;122.0;155.0;-422.0;105.0;-405.0;273.0;314.0
247.0;233.0;417.0;1;114.0;158.0;-412.0;146.0;-403.0;242.0;163.0
-19.0;-300.0;-171.0;-7;-161.0;-540.0;368.0;-80.0;130.0;-451.0;92.0
-702.0;52.0;-299.0;11;303.0;9.0;-256.0;228.0;-234.0;264.0;107.0
81.0;-305.0;-179.0;-6;-150.0;-535.0;378.0;-63.0;117.0;-456.0;202.0
675.0;43.0;-239.0;-537;16.0;-242.0;58.0;227.0;133.0;-117.0;370.0
246.0;-61.0;99.0;20;336.0;-68.0;-215.0;355.0;-549.0;300.0;382.0
-532.0;-123.0;-487.0;1;-268.0;-450.0;468.0;116.0;318.0;-626.0;424.0
335.0;40.0;-260.0;-604;18.0;-347.0;166.0;-228.0;74.0;-194.0;320.0
-841.0;-93.0;-356.0;39;-125.0;-424.0;260.0;53.0;199.0;-176.0;-60.0
298.0;-175.0;-425.0;-46;-61.0;-350.0;181.0;362.0;176.0;-40.0;250.0
518.0;-210.0;-433.0;-15;-76.0;-364.0;206.0;504.0;193.0;-70.0;280.0
-119.0;47.0;-227.0;378;73.0;-391.0;194.0;-331.0;4.0;-171.0;468.0
126.0;-350.0;-477.0;0;-253.0;-503.0;430.0;119.0;375.0;-611.0;619.0
-118.0;-340.0;-484.0;-2;-268.0;-515.0;450.0;17.0;394.0;-641.0;338.0
-438.0;-293.0;-485.0;-2;-273.0;-516.0;447.0;-57.0;397.0;-635.0;375.0
75.0;-160.0;-449.0;17;-281.0;-539.0;446.0;-332.0;403.0;-650.0;465.0
30.0;-203.0;-459.0;58;-267.0;-530.0;424.0;-295.0;386.0;-610.0;447.0
147.0;-279.0;-431.0;-38;-164.0;-483.0;332.0;-186.0;328.0;-464.0;87.0
-96.0;-283.0;-417.0;6;-172.0;-553.0;411.0;-303.0;291.0;-462.0;308.0
378.0;-159.0;-371.0;-312;-103.0;-485.0;305.0;-27.0;263.0;-408.0;400.0
-281.0;-150.0;-362.0;232;-13.0;-371.0;149.0;122.0;207.0;-352.0;8.0
-387.0;-165.0;-364.0;584;-30.0;-404.0;169.0;87.0;231.0;-338.0;82.0
-281.0;73.0;-194.0;17;175.0;-445.0;164.0;-339.0;-127.0;-103.0;309.0
-34.0;-7.0;-208.0;-3;98.0;-90.0;-100.0;325.0;32.0;-220.0;380.0
-89.0;-414.0;-493.0;10;-80.0;-384.0;220.0;2.0;145.0;-548.0;328.0
454.0;-315.0;-553.0;238;-159.0;-427.0;291.0;122.0;275.0;-565.0;-160.0
-128.0;3.0;-418.0;99;219.0;-170.0;-57.0;-6.0;-168.0;198.0;-29.0
606.0;-128.0;-364.0;-63;216.0;-117.0;-129.0;311.0;-192.0;64.0;37.0
-147.0;-84.0;-288.0;0;176.0;21.0;-196.0;-65.0;-70.0;-30.0;332.0
-760.0;-289.0;-353.0;-3;205.0;-104.0;-155.0;-198.0;-189.0;-4.0;317.0
13.0;260.0;121.0;-257;394.0;117.0;-353.0;69.0;-317.0;290.0;248.0
721.0;-83.0;-317.0;19;254.0;-12.0;-200.0;-130.0;-207.0;99.0;273.0
-556.0;74.0;-118.0;390;299.0;96.0;-265.0;-33.0;-227.0;-60.0;95.0
389.0;45.0;-83.0;-87;309.0;213.0;-350.0;104.0;-220.0;21.0;39.0
360.0;108.0;-47.0;204;300.0;149.0;-315.0;76.0;-211.0;-9.0;27.0
-337.0;143.0;-5.0;-19;333.0;-42.0;-177.0;-495.0;-275.0;-16.0;209.0
-148.0;-273.0;27.0;398;157.0;-116.0;-173.0;500.0;-163.0;-232.0;-44.0
-28.0;-165.0;-360.0;-41;-82.0;-384.0;244.0;104.0;140.0;-557.0;134.0
-58.0;-135.0;-363.0;-34;-87.0;-371.0;240.0;4.0;150.0;-558.0;13.0
-587.0;-41.0;-439.0;-23;106.0;-210.0;14.0;-121.0;-85.0;-241.0;-75.0
-233.0;-100.0;-498.0;70;123.0;-64.0;-32.0;61.0;-128.0;-192.0;-1.0
852.0;-119.0;-500.0;1;114.0;-70.0;-52.0;104.0;-86.0;-179.0;215.0
263.0;-190.0;-489.0;-4;79.0;-206.0;39.0;402.0;-126.0;-182.0;64.0
-93.0;-355.0;-526.0;27;60.0;-71.0;6.0;-8.0;-95.0;-101.0;286.0
821.0;-166.0;-406.0;-66;23.0;-302.0;152.0;-104.0;-78.0;-150.0;458.0
262.0;-13.0;-181.0;825;119.0;-150.0;-86.0;121.0;48.0;-83.0;71.0
61.0;66.0;-183.0;-44;157.0;-205.0;-5.0;-519.0;-51.0;-131.0;84.0
-77.0;65.0;-185.0;-44;180.0;-234.0;22.0;-590.0;-75.0;-137.0;178.0
691.0;139.0;-47.0;-77;183.0;-64.0;-173.0;678.0;-93.0;-4.0;192.0
-256.0;22.0;-194.0;348;139.0;-139.0;-94.0;426.0;0.0;-99.0;-129.0
-213.0;3.0;-217.0;46;105.0;-177.0;-50.0;351.0;53.0;-118.0;-116.0
36.0;-369.0;-585.0;-131;-373.0;-627.0;555.0;-125.0;560.0;-645.0;251.0
773.0;95.0;-65.0;-93;158.0;-84.0;-151.0;637.0;-63.0;-48.0;204.0
