InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;Accelerometer BACK accX
-299.0;-377.0;-362.0;4;-48.0;-256.0;58.0;446.0;192.0;-268.0;327.0
-900.0;-327.0;-399.0;8;32.0;-291.0;72.0;-7.0;96.0;-150.0;200.0
-17.0;-107.0;-318.0;6;91.0;-297.0;79.0;-20.0;38.0;-222.0;147.0
10.0;-133.0;-341.0;-2;65.0;-315.0;110.0;13.0;79.0;-229.0;192.0
-20.0;-129.0;-341.0;6;66.0;-316.0;108.0;38.0;80.0;-233.0;183.0
-15.0;-133.0;-349.0;2;49.0;-326.0;121.0;-11.0;95.0;-238.0;129.0
-30.0;-134.0;-350.0;7;47.0;-327.0;121.0;1.0;98.0;-240.0;136.0
-3.0;-131.0;-349.0;5;45.0;-325.0;119.0;4.0;101.0;-239.0;159.0
83.0;-130.0;-346.0;-3;45.0;-324.0;119.0;-39.0;100.0;-232.0;164.0
5.0;-140.0;-358.0;-1;37.0;-326.0;122.0;21.0;104.0;-238.0;158.0
7.0;-144.0;-359.0;0;42.0;-324.0;120.0;34.0;98.0;-234.0;113.0
6.0;-145.0;-359.0;1;40.0;-325.0;122.0;27.0;100.0;-234.0;148.0
14.0;-135.0;-350.0;6;43.0;-314.0;108.0;12.0;95.0;-230.0;152.0
96.0;-145.0;-356.0;1;37.0;-322.0;121.0;-7.0;98.0;-240.0;84.0
121.0;-154.0;-365.0;-1;31.0;-326.0;126.0;-58.0;105.0;-246.0;94.0
-41.0;-165.0;-382.0;-1;17.0;-340.0;144.0;-51.0;119.0;-261.0;128.0
-43.0;-186.0;-408.0;7;-11.0;-370.0;177.0;0.0;155.0;-291.0;112.0
88.0;-347.0;-337.0;-2;-216.0;-528.0;331.0;-50.0;142.0;-393.0;167.0
-22.0;-184.0;-403.0;-9;5.0;-372.0;174.0;-9.0;151.0;-281.0;208.0
-12.0;-173.0;-390.0;9;17.0;-375.0;173.0;-13.0;135.0;-274.0;179.0
43.0;-160.0;-380.0;0;22.0;-362.0;160.0;36.0;127.0;-258.0;172.0
59.0;-160.0;-380.0;3;23.0;-360.0;159.0;4.0;126.0;-257.0;146.0
46.0;-159.0;-378.0;-4;24.0;-351.0;150.0;-16.0;125.0;-254.0;163.0
56.0;-164.0;-388.0;-1;37.0;-355.0;152.0;-42.0;111.0;-253.0;160.0
-33.0;-172.0;-394.0;-4;33.0;-359.0;160.0;-16.0;116.0;-253.0;164.0
5.0;-170.0;-394.0;2;34.0;-358.0;158.0;-26.0;115.0;-254.0;176.0
37.0;-170.0;-394.0;-2;34.0;-358.0;158.0;-15.0;115.0;-253.0;154.0
-7.0;-168.0;-391.0;0;36.0;-354.0;152.0;33.0;114.0;-250.0;159.0
-16.0;-165.0;-388.0;-1;38.0;-349.0;146.0;27.0;110.0;-247.0;184.0
-15.0;-165.0;-387.0;-2;40.0;-343.0;142.0;-25.0;107.0;-246.0;175.0
25.0;-159.0;-383.0;1;24.0;-352.0;157.0;-15.0;120.0;-255.0;163.0
43.0;-170.0;-390.0;3;-23.0;-372.0;185.0;-25.0;175.0;-304.0;113.0
-5.0;-408.0;-583.0;-3;-144.0;-631.0;705.0;-15.0;305.0;-452.0;102.0
58.0;-39.0;-298.0;106;-4.0;-302.0;208.0;-433.0;-4.0;-259.0;379.0
-96.0;-283.0;-417.0;6;-172.0;-553.0;411.0;-303.0;291.0;-462.0;308.0
-28.0;-165.0;-360.0;-41;-82.0;-384.0;244.0;104.0;140.0;-557.0;134.0
-26.0;-187.0;-411.0;6;-37.0;-398.0;210.0;17.0;189.0;-302.0;158.0
-16.0;-137.0;-356.0;-3;26.0;-330.0;133.0;13.0;114.0;-256.0;135.0
226.0;-377.0;-607.0;-6;-50.0;-489.0;282.0;4.0;236.0;-137.0;182.0
-48.0;-352.0;-574.0;1;-141.0;-243.0;643.0;32.0;305.0;-532.0;91.0
22.0;-386.0;-641.0;-7;-69.0;-458.0;291.0;-8.0;199.0;-155.0;221.0
-577.0;-304.0;-482.0;-6;-219.0;-672.0;632.0;-13.0;268.0;-473.0;78.0
-433.0;-29.0;-322.0;354;38.0;-174.0;53.0;-275.0;53.0;-284.0;22.0
126.0;90.0;-135.0;781;211.0;61.0;-226.0;237.0;-167.0;135.0;113.0
689.0;124.0;-136.0;-47;144.0;-80.0;-94.0;364.0;-54.0;15.0;328.0
25.0;-135.0;-343.0;0;-1.0;-536.0;235.0;-28.0;16.0;-11.0;252.0
20.0;-131.0;-336.0;0;1.0;-546.0;238.0;-8.0;12.0;-8.0;186.0
-118.0;499.0;592.0;1422;621.0;609.0;-768.0;-235.0;-694.0;740.0;40.0
-87.0;-134.0;-337.0;-2;2.0;-548.0;236.0;-15.0;13.0;-14.0;190.0
-5.0;-321.0;-549.0;1;-533.0;-465.0;810.0;-20.0;724.0;-707.0;287.0
-810.0;-333.0;-434.0;34;-68.0;-282.0;98.0;-383.0;245.0;-206.0;722.0
-10.0;-138.0;-346.0;2;0.0;-536.0;234.0;-15.0;15.0;-13.0;292.0
37.0;-53.0;-307.0;6;3.0;-544.0;236.0;5.0;2.0;10.0;195.0
