InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;Accelerometer RUA_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RUA magneticZ;Accelerometer LH accX;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA gyroZ;Accelerometer RKN_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4
1;72.0;826.0;-1;330.0;-133.0;822.0;6;352.0;-132.0;2.0;559.0;-670.0
27;251.0;111.0;-27;222.0;16.0;787.0;-12;167.0;-194.0;-424.0;576.0;-775.0
7;78.0;274.0;-7;242.0;-495.0;471.0;-3;181.0;217.0;-137.0;404.0;-338.0
-36;132.0;323.0;36;318.0;-448.0;254.0;1;210.0;-300.0;-175.0;339.0;-294.0
-6;133.0;247.0;6;300.0;-463.0;176.0;-1;126.0;93.0;-189.0;345.0;-299.0
-7;64.0;300.0;7;292.0;-449.0;370.0;-6;288.0;-395.0;-137.0;336.0;-294.0
2;103.0;271.0;-2;228.0;-471.0;349.0;-9;187.0;27.0;-118.0;345.0;-300.0
28;491.0;872.0;-28;849.0;-41.0;551.0;0;-29.0;-83.0;-260.0;-90.0;-122.0
83;387.0;453.0;-83;729.0;-22.0;358.0;-5;141.0;-405.0;-465.0;518.0;-770.0
37;365.0;295.0;-37;670.0;5.0;208.0;27;242.0;-764.0;-322.0;518.0;-816.0
6;122.0;265.0;-6;302.0;-467.0;233.0;1;187.0;-559.0;-127.0;337.0;-317.0
-2;72.0;281.0;2;468.0;-308.0;354.0;13;124.0;740.0;-91.0;449.0;-352.0
102;143.0;318.0;-102;238.0;-5.0;-15.0;-92;62.0;-47.0;35.0;612.0;-767.0
-17;111.0;278.0;17;295.0;-472.0;358.0;-7;210.0;79.0;-103.0;374.0;-317.0
-7;88.0;252.0;7;282.0;-448.0;370.0;-3;206.0;112.0;-103.0;358.0;-293.0
5;113.0;291.0;-5;312.0;-394.0;322.0;-3;228.0;-226.0;-130.0;325.0;-269.0
0;115.0;282.0;0;271.0;-356.0;362.0;0;219.0;-62.0;-93.0;305.0;-246.0
24;112.0;292.0;-24;269.0;-341.0;339.0;-6;250.0;-249.0;-119.0;297.0;-238.0
24;106.0;300.0;-24;342.0;-337.0;308.0;-4;232.0;-268.0;-118.0;296.0;-236.0
-7;88.0;310.0;7;318.0;-340.0;340.0;0;251.0;-60.0;-114.0;308.0;-240.0
-35;70.0;298.0;35;310.0;-398.0;323.0;2;239.0;-27.0;-109.0;336.0;-267.0
-13;59.0;313.0;13;322.0;-396.0;359.0;0;246.0;-22.0;-89.0;337.0;-267.0
-26;68.0;319.0;26;331.0;-395.0;364.0;3;244.0;40.0;-88.0;338.0;-267.0
5;83.0;290.0;-5;304.0;-389.0;325.0;-2;220.0;76.0;-109.0;336.0;-261.0
22;110.0;244.0;-22;276.0;-403.0;380.0;-3;182.0;39.0;-105.0;331.0;-272.0
2;107.0;269.0;-2;291.0;-402.0;256.0;11;221.0;73.0;-100.0;333.0;-275.0
-26;178.0;281.0;26;347.0;-368.0;230.0;-3;186.0;-173.0;-108.0;304.0;-253.0
-15;176.0;226.0;15;244.0;-353.0;220.0;8;186.0;155.0;-134.0;290.0;-234.0
-21;177.0;252.0;21;255.0;-350.0;289.0;1;181.0;94.0;-108.0;290.0;-231.0
2;150.0;286.0;-2;304.0;-328.0;350.0;-2;226.0;-38.0;-119.0;289.0;-218.0
-14;135.0;314.0;14;329.0;-318.0;340.0;0;253.0;-52.0;-88.0;289.0;-214.0
15;140.0;255.0;-15;258.0;-336.0;351.0;-6;201.0;-6.0;-121.0;292.0;-223.0
13;127.0;300.0;-13;312.0;-325.0;367.0;-1;228.0;39.0;-126.0;292.0;-220.0
1;104.0;311.0;-1;314.0;-340.0;290.0;4;261.0;-78.0;-109.0;301.0;-236.0
1;131.0;281.0;-1;312.0;-364.0;330.0;11;180.0;-44.0;-112.0;315.0;-251.0
-8;128.0;261.0;8;315.0;-376.0;376.0;0;174.0;63.0;-120.0;319.0;-259.0
12;81.0;597.0;-12;103.0;-537.0;129.0;2;616.0;490.0;-191.0;408.0;-374.0
-24;501.0;823.0;24;748.0;-39.0;699.0;14;59.0;247.0;-266.0;-84.0;-122.0
62;484.0;798.0;-62;1034.0;-101.0;655.0;98;1.0;62.0;-490.0;-69.0;-68.0
43;748.0;215.0;-43;-205.0;-42.0;-106.0;126;265.0;-150.0;3.0;-199.0;-162.0
114;427.0;829.0;-114;955.0;-112.0;781.0;136;58.0;-248.0;-502.0;-67.0;-38.0
52;221.0;281.0;-52;202.0;-238.0;403.0;0;171.0;132.0;-16.0;206.0;-139.0
-706;129.0;236.0;706;164.0;-621.0;221.0;212;134.0;839.0;32.0;-417.0;425.0
-25;316.0;581.0;25;421.0;-284.0;845.0;230;465.0;296.0;-104.0;-178.0;134.0
78;150.0;302.0;-78;208.0;-384.0;537.0;16;307.0;-548.0;29.0;278.0;-274.0
-66;350.0;233.0;66;275.0;9.0;413.0;3;198.0;-700.0;198.0;464.0;-691.0
103;137.0;264.0;-103;159.0;-436.0;508.0;12;268.0;-422.0;32.0;307.0;-316.0
-14;557.0;540.0;14;940.0;199.0;604.0;-2;83.0;81.0;107.0;-45.0;-152.0
-14;457.0;402.0;14;1109.0;178.0;549.0;13;490.0;30.0;-291.0;-60.0;-135.0
319;267.0;315.0;-319;293.0;-339.0;132.0;53;-60.0;-261.0;-17.0;-294.0;229.0
1462;325.0;343.0;-1462;209.0;-354.0;-18.0;937;-37.0;-597.0;-47.0;-373.0;354.0
-107;355.0;565.0;107;483.0;-271.0;822.0;302;399.0;-287.0;-634.0;-182.0;129.0
22;51.0;605.0;-22;178.0;3.0;235.0;-3;950.0;43.0;-8.0;-209.0;73.0
1;654.0;997.0;-1;250.0;187.0;404.0;-7;254.0;460.0;-395.0;237.0;138.0
7;58.0;604.0;-7;137.0;8.0;214.0;2;951.0;74.0;-15.0;-209.0;73.0
-6;59.0;560.0;6;80.0;34.0;187.0;-4;946.0;26.0;33.0;-210.0;77.0
88;55.0;551.0;-88;86.0;32.0;174.0;-5;951.0;21.0;37.0;-211.0;80.0
23;475.0;571.0;-23;763.0;78.0;102.0;-6;244.0;129.0;-292.0;-253.0;15.0
-10;880.0;463.0;10;661.0;219.0;-54.0;-1;-47.0;370.0;-101.0;14.0;962.0
12;447.0;484.0;-12;550.0;-73.0;252.0;50;95.0;-400.0;50.0;-246.0;99.0
70;59.0;224.0;-70;162.0;-603.0;337.0;13;222.0;-148.0;-424.0;-418.0;442.0
349;90.0;187.0;-349;307.0;421.0;277.0;-208;293.0;480.0;-1048.0;306.0;-468.0
-20;206.0;942.0;20;935.0;-159.0;275.0;4;396.0;-310.0;-21.0;-50.0;117.0
3;208.0;966.0;-3;780.0;-152.0;315.0;1;346.0;-232.0;-115.0;-50.0;119.0
0;192.0;920.0;0;868.0;-134.0;374.0;-1;399.0;50.0;20.0;-47.0;123.0
-11;175.0;711.0;11;818.0;-133.0;391.0;4;322.0;114.0;1.0;-40.0;122.0
1;171.0;217.0;-1;365.0;-256.0;276.0;79;179.0;1125.0;-97.0;87.0;-5.0
12;218.0;306.0;-12;145.0;-70.0;211.0;8;193.0;897.0;-8.0;588.0;-790.0
21;568.0;528.0;-21;556.0;-32.0;166.0;18;433.0;-384.0;-225.0;-389.0;901.0
42;259.0;367.0;-42;508.0;-143.0;133.0;60;209.0;186.0;-11.0;-591.0;802.0
-100;-45.0;859.0;100;585.0;270.0;386.0;9;650.0;-383.0;-29.0;-17.0;-117.0
-50;-32.0;913.0;50;755.0;276.0;430.0;11;629.0;-399.0;-13.0;-20.0;-114.0
33;36.0;781.0;-33;483.0;189.0;408.0;6;753.0;-929.0;-208.0;-59.0;-98.0
32;26.0;993.0;-32;433.0;69.0;452.0;-3;728.0;-271.0;30.0;11.0;-130.0
-100;380.0;781.0;100;301.0;-285.0;408.0;-60;44.0;-478.0;-8.0;-86.0;40.0
26;373.0;553.0;-26;440.0;-530.0;241.0;-57;570.0;-99.0;-207.0;468.0;-457.0
-33;230.0;592.0;33;554.0;-78.0;512.0;21;235.0;94.0;-269.0;-603.0;792.0
7;223.0;692.0;-7;612.0;-337.0;314.0;-9;291.0;-1367.0;-187.0;-316.0;203.0
10;515.0;304.0;-10;265.0;153.0;184.0;2;12.0;736.0;37.0;-103.0;-134.0
113;266.0;759.0;-113;453.0;378.0;627.0;6;14.0;831.0;-426.0;-379.0;487.0
-732;238.0;285.0;732;373.0;-143.0;511.0;-306;256.0;303.0;-379.0;-578.0;786.0
33;332.0;132.0;-33;231.0;-49.0;489.0;0;24.0;-113.0;28.0;-562.0;819.0
-80;800.0;545.0;80;823.0;-150.0;699.0;50;-6.0;-463.0;-17.0;-187.0;131.0
-26;996.0;452.0;26;719.0;-323.0;272.0;-1;-275.0;69.0;-347.0;5.0;888.0
19;777.0;426.0;-19;485.0;-245.0;714.0;24;-146.0;-504.0;-378.0;-126.0;110.0
27;35.0;455.0;-27;7.0;18.0;717.0;2;967.0;-86.0;-226.0;-185.0;83.0
2;29.0;453.0;-2;25.0;22.0;670.0;-4;968.0;75.0;-222.0;-185.0;81.0
-18;25.0;455.0;18;44.0;22.0;693.0;-4;966.0;42.0;-223.0;-185.0;81.0
7;24.0;454.0;-7;26.0;19.0;672.0;2;968.0;76.0;-219.0;-184.0;80.0
33;27.0;464.0;-33;22.0;20.0;681.0;-3;974.0;8.0;-218.0;-184.0;80.0
1345;214.0;522.0;-1345;752.0;99.0;733.0;-182;14.0;1412.0;-85.0;6.0;-158.0
36;253.0;583.0;-36;834.0;-329.0;307.0;-1;42.0;169.0;23.0;-311.0;154.0
-15;204.0;785.0;15;317.0;-487.0;303.0;-3;77.0;118.0;35.0;-368.0;278.0
-23;165.0;847.0;23;308.0;-586.0;304.0;-45;372.0;-86.0;-26.0;-216.0;224.0
-159;164.0;780.0;159;231.0;-619.0;317.0;-73;493.0;-69.0;-12.0;-257.0;299.0
-157;157.0;786.0;157;100.0;-596.0;342.0;-57;538.0;2.0;29.0;-261.0;295.0
-49;106.0;964.0;49;825.0;-628.0;89.0;-124;112.0;129.0;-89.0;-460.0;467.0
35;121.0;799.0;-35;84.0;-618.0;510.0;-47;539.0;-961.0;-37.0;-442.0;475.0
78;325.0;181.0;-78;393.0;-123.0;67.0;-41;284.0;-447.0;-283.0;-98.0;26.0
685;247.0;42.0;-685;174.0;-17.0;170.0;-321;-9.0;1357.0;-329.0;-70.0;-96.0
1;262.0;532.0;-1;624.0;-243.0;295.0;1;220.0;245.0;-136.0;-604.0;785.0
2902;187.0;240.0;-2902;191.0;-277.0;484.0;-431;122.0;136.0;108.0;202.0;-85.0
8;258.0;796.0;-8;703.0;-439.0;355.0;-7;68.0;-30.0;29.0;-336.0;237.0
27;905.0;138.0;-27;328.0;113.0;40.0;11;-96.0;-75.0;-8.0;-52.0;975.0
14;258.0;771.0;-14;615.0;-434.0;311.0;-3;36.0;352.0;-3.0;-334.0;235.0
157;107.0;292.0;-157;195.0;-323.0;355.0;-39;70.0;489.0;-526.0;-344.0;356.0
138;83.0;143.0;-138;106.0;193.0;171.0;68;46.0;-29.0;-91.0;42.0;-142.0
6;281.0;745.0;-6;714.0;-694.0;281.0;-1;683.0;802.0;405.0;-449.0;462.0
-8;302.0;719.0;8;872.0;-349.0;367.0;-8;117.0;393.0;26.0;-335.0;222.0
20;91.0;816.0;-20;788.0;-268.0;968.0;2;300.0;-51.0;-9.0;-85.0;23.0
171;115.0;747.0;-171;650.0;-282.0;974.0;2;368.0;143.0;0.0;-128.0;36.0
37;282.0;496.0;-37;547.0;-3.0;599.0;2;55.0;72.0;1.0;-93.0;-41.0
34;284.0;483.0;-34;530.0;11.0;431.0;1;49.0;34.0;4.0;-88.0;-50.0
35;300.0;463.0;-35;507.0;15.0;501.0;-1;74.0;-74.0;27.0;-70.0;-50.0
-9;54.0;940.0;9;263.0;-445.0;1009.0;0;516.0;258.0;10.0;-280.0;169.0
-7;187.0;646.0;7;806.0;-393.0;299.0;2;314.0;-20.0;-261.0;-236.0;171.0
86;554.0;246.0;-86;448.0;352.0;360.0;-24;191.0;-338.0;-51.0;358.0;-604.0
-14;209.0;599.0;14;724.0;-394.0;313.0;-7;326.0;95.0;36.0;-231.0;179.0
-14;206.0;586.0;14;775.0;-407.0;302.0;-16;310.0;68.0;-1.0;-238.0;188.0
46;217.0;648.0;-46;880.0;-377.0;223.0;3;308.0;-790.0;-228.0;-303.0;173.0
29;392.0;214.0;-29;389.0;263.0;269.0;-9;139.0;87.0;-5.0;453.0;-823.0
-174;277.0;430.0;174;517.0;-505.0;268.0;-283;180.0;-381.0;15.0;-303.0;251.0
208;515.0;31.0;-208;374.0;331.0;300.0;-310;91.0;-240.0;-58.0;414.0;-672.0
-9;849.0;422.0;9;295.0;1019.0;534.0;-22;32.0;156.0;-142.0;-116.0;-801.0
3;200.0;114.0;-3;258.0;59.0;378.0;12;107.0;989.0;-458.0;-20.0;-178.0
-12;83.0;357.0;12;-75.0;8.0;410.0;0;967.0;46.0;-13.0;-220.0;99.0
6305;128.0;185.0;-6305;296.0;-302.0;663.0;99;139.0;3.0;-273.0;-288.0;211.0
127;170.0;195.0;-127;178.0;-215.0;481.0;104;177.0;1617.0;-6.0;-216.0;120.0
62;188.0;80.0;-62;368.0;-337.0;293.0;-9;387.0;970.0;-283.0;-322.0;212.0
9;845.0;828.0;-9;642.0;908.0;290.0;2;298.0;-90.0;-91.0;-72.0;-713.0
9;82.0;356.0;-9;-49.0;0.0;390.0;6;955.0;44.0;10.0;-219.0;99.0
-11;1.0;524.0;11;-74.0;-385.0;356.0;0;921.0;124.0;216.0;-380.0;270.0
-1;74.0;400.0;1;-11.0;-17.0;404.0;-1;963.0;94.0;-78.0;-223.0;98.0
-41;117.0;483.0;41;210.0;-54.0;390.0;-7;904.0;675.0;-366.0;-196.0;70.0
-952;113.0;313.0;952;216.0;-610.0;-93.0;-736;215.0;-98.0;-482.0;-451.0;450.0
-5;229.0;698.0;5;360.0;-209.0;447.0;-169;492.0;383.0;-277.0;-276.0;220.0
-5;146.0;833.0;5;815.0;83.0;748.0;7;179.0;12.0;0.0;539.0;-718.0
44;404.0;473.0;-44;651.0;-390.0;359.0;4;82.0;243.0;-600.0;375.0;-291.0
-31;371.0;989.0;31;712.0;50.0;843.0;-1;368.0;-8.0;-358.0;-9.0;-50.0
9;367.0;986.0;-9;707.0;51.0;858.0;1;377.0;-51.0;-350.0;-11.0;-52.0
15;369.0;982.0;-15;707.0;50.0;847.0;-1;364.0;-62.0;-355.0;-11.0;-52.0
8;382.0;973.0;-8;694.0;59.0;847.0;-2;365.0;-12.0;-356.0;-20.0;-52.0
-10;381.0;1000.0;10;703.0;57.0;836.0;0;346.0;-9.0;-355.0;-23.0;-51.0
-12;410.0;994.0;12;849.0;47.0;885.0;1;253.0;145.0;-348.0;-22.0;-50.0
45;240.0;575.0;-45;390.0;126.0;852.0;-2;797.0;-1706.0;-361.0;19.0;-42.0
-18;251.0;442.0;18;-303.0;272.0;885.0;4;913.0;-130.0;-348.0;2.0;-30.0
11;356.0;827.0;-11;365.0;333.0;785.0;0;640.0;881.0;-350.0;-7.0;-16.0
-24;368.0;436.0;24;422.0;-99.0;869.0;0;536.0;209.0;-363.0;-16.0;9.0
-30;353.0;444.0;30;586.0;-93.0;744.0;7;500.0;0.0;-334.0;-14.0;9.0
-7;83.0;919.0;7;736.0;-55.0;777.0;6;504.0;365.0;19.0;555.0;-680.0
-16;292.0;464.0;16;473.0;110.0;887.0;0;657.0;-229.0;-328.0;32.0;-28.0
-46;373.0;493.0;46;507.0;-442.0;630.0;-27;171.0;-71.0;-356.0;347.0;-239.0
-15;307.0;471.0;15;364.0;-399.0;526.0;-198;294.0;7.0;-480.0;305.0;-214.0
32;165.0;792.0;-32;598.0;-332.0;391.0;-2;415.0;-135.0;21.0;-305.0;190.0
5;402.0;954.0;-5;554.0;90.0;1092.0;-1;467.0;41.0;-355.0;-17.0;-35.0
19;402.0;941.0;-19;536.0;105.0;904.0;2;492.0;11.0;-357.0;-19.0;-35.0
3;407.0;936.0;-3;561.0;110.0;1108.0;-1;488.0;8.0;-351.0;-19.0;-35.0
7;405.0;928.0;-7;539.0;113.0;890.0;0;496.0;14.0;-363.0;-24.0;-32.0
23;409.0;930.0;-23;523.0;115.0;613.0;-2;500.0;-18.0;-354.0;-24.0;-32.0
-6;405.0;936.0;6;525.0;108.0;492.0;2;495.0;-43.0;-369.0;-22.0;-35.0
-8;396.0;940.0;8;541.0;92.0;651.0;5;485.0;35.0;-355.0;-23.0;-33.0
15;397.0;941.0;-15;543.0;97.0;649.0;5;486.0;83.0;-363.0;-27.0;-25.0
14;400.0;921.0;-14;529.0;96.0;642.0;4;494.0;34.0;-353.0;-27.0;-24.0
11;401.0;929.0;-11;545.0;92.0;638.0;1;496.0;31.0;-376.0;-28.0;-23.0
-23;398.0;941.0;23;540.0;92.0;653.0;2;489.0;-36.0;-353.0;-28.0;-23.0
1;399.0;948.0;-1;557.0;87.0;640.0;0;481.0;39.0;-356.0;-27.0;-25.0
6;337.0;949.0;-6;558.0;93.0;601.0;2;549.0;44.0;-348.0;-33.0;-44.0
9;326.0;932.0;-9;534.0;94.0;568.0;9;512.0;-32.0;-346.0;-40.0;-44.0
6;346.0;953.0;-6;556.0;115.0;461.0;-2;501.0;-24.0;-355.0;-12.0;-47.0
17;351.0;956.0;-17;545.0;114.0;585.0;-1;491.0;-29.0;-351.0;-11.0;-46.0
-13;377.0;960.0;13;542.0;112.0;124.0;-1;515.0;32.0;-361.0;-7.0;-48.0
21;380.0;957.0;-21;546.0;96.0;351.0;4;516.0;152.0;-354.0;-10.0;-34.0
7;380.0;912.0;-7;573.0;67.0;958.0;-4;523.0;-26.0;-363.0;-6.0;-28.0
-1;381.0;955.0;1;524.0;68.0;900.0;3;494.0;68.0;-373.0;-6.0;-29.0
-17;378.0;953.0;17;523.0;74.0;809.0;5;498.0;83.0;-350.0;-7.0;-29.0
-10;379.0;952.0;10;580.0;88.0;686.0;6;498.0;57.0;-356.0;-10.0;-30.0
13;378.0;940.0;-13;579.0;86.0;1020.0;2;504.0;-39.0;-364.0;-12.0;-28.0
-23;376.0;954.0;23;526.0;95.0;725.0;1;485.0;-2.0;-363.0;-14.0;-30.0
-9;445.0;950.0;9;601.0;122.0;427.0;2;447.0;8.0;-345.0;4.0;-47.0
-9;400.0;930.0;9;610.0;114.0;1159.0;-3;455.0;35.0;-374.0;-4.0;-35.0
13;354.0;960.0;-13;613.0;126.0;689.0;-6;522.0;26.0;-362.0;9.0;-57.0
2;342.0;946.0;-2;572.0;135.0;710.0;2;547.0;-92.0;-350.0;-5.0;-64.0
-5;495.0;402.0;5;761.0;-424.0;773.0;-3;193.0;-415.0;225.0;175.0;-242.0
1;344.0;930.0;-1;566.0;164.0;281.0;3;561.0;-18.0;-364.0;-5.0;-55.0
-2;233.0;931.0;2;548.0;242.0;546.0;2;837.0;-332.0;-373.0;11.0;-53.0
3;240.0;623.0;-3;737.0;-371.0;337.0;0;35.0;27.0;-389.0;-343.0;187.0
14;142.0;967.0;-14;958.0;-321.0;1046.0;-6;411.0;950.0;-398.0;-194.0;104.0
-20;586.0;393.0;20;629.0;-461.0;834.0;0;-42.0;23.0;-67.0;67.0;-210.0
-39;325.0;473.0;39;356.0;-70.0;881.0;2;611.0;-47.0;-346.0;-24.0;-6.0
23;325.0;502.0;-23;384.0;-54.0;875.0;-2;599.0;-123.0;-354.0;-23.0;-7.0
-37;610.0;492.0;37;662.0;-449.0;671.0;-1;-74.0;341.0;-22.0;85.0;-212.0
30;3.0;534.0;-30;128.0;-199.0;330.0;0;952.0;28.0;-151.0;284.0;-200.0
1;1.0;527.0;-1;102.0;-190.0;299.0;2;953.0;74.0;-186.0;283.0;-196.0
8;5.0;529.0;-8;88.0;-184.0;269.0;-7;952.0;63.0;-145.0;286.0;-201.0
-10;310.0;551.0;10;266.0;-70.0;859.0;2;489.0;-841.0;-418.0;7.0;-6.0
-15;334.0;436.0;15;432.0;-43.0;845.0;-2;493.0;-522.0;-354.0;-11.0;-3.0
2;330.0;454.0;-2;416.0;-24.0;846.0;-1;479.0;-536.0;-354.0;-8.0;-8.0
36;334.0;478.0;-36;578.0;61.0;845.0;2;573.0;-520.0;-349.0;1.0;-27.0
-10;9.0;518.0;10;71.0;-185.0;256.0;-3;952.0;54.0;-164.0;286.0;-201.0
2;323.0;508.0;-2;417.0;107.0;845.0;-6;590.0;-444.0;-348.0;4.0;-34.0
12;419.0;862.0;-12;430.0;492.0;888.0;0;704.0;-79.0;-356.0;-22.0;-78.0
-48;409.0;836.0;48;401.0;490.0;846.0;7;701.0;94.0;-345.0;-21.0;-77.0
35;12.0;499.0;-35;110.0;-183.0;332.0;-4;938.0;32.0;-163.0;285.0;-202.0
206;341.0;47.0;-206;444.0;174.0;264.0;24;143.0;-477.0;150.0;613.0;-759.0
-31;408.0;885.0;31;538.0;491.0;815.0;2;645.0;-47.0;-362.0;-22.0;-76.0
10;10.0;515.0;-10;80.0;-183.0;281.0;-2;956.0;-18.0;-194.0;286.0;-203.0
-8;418.0;820.0;8;529.0;364.0;845.0;2;686.0;7.0;-345.0;-29.0;-74.0
-7;10.0;504.0;7;99.0;-180.0;271.0;5;959.0;39.0;-181.0;286.0;-202.0
3;416.0;815.0;-3;551.0;361.0;841.0;-5;685.0;10.0;-353.0;-27.0;-74.0
5;415.0;822.0;-5;538.0;364.0;912.0;5;686.0;-18.0;-344.0;-27.0;-75.0
32;398.0;817.0;-32;562.0;349.0;765.0;0;684.0;101.0;-341.0;-23.0;-66.0
-33;397.0;830.0;33;537.0;352.0;474.0;3;679.0;-16.0;-345.0;-20.0;-60.0
10;390.0;811.0;-10;534.0;337.0;602.0;-2;711.0;-89.0;-354.0;-26.0;-78.0
23;352.0;328.0;-23;500.0;52.0;211.0;-1;229.0;-23.0;9.0;513.0;-821.0
8;268.0;1012.0;-8;150.0;64.0;822.0;0;665.0;-388.0;-356.0;-26.0;-28.0
-20;277.0;776.0;20;282.0;-18.0;469.0;-5;639.0;-13.0;-361.0;-9.0;-20.0
-26;326.0;736.0;26;311.0;-133.0;742.0;0;587.0;-114.0;-345.0;-7.0;46.0
-9;542.0;412.0;9;683.0;-228.0;16.0;1;308.0;30.0;-174.0;373.0;-210.0
29;322.0;756.0;-29;243.0;-132.0;971.0;-1;586.0;1.0;-374.0;-6.0;46.0
-5;328.0;715.0;5;288.0;-93.0;1031.0;1;637.0;301.0;-378.0;-2.0;42.0
-5;348.0;542.0;5;-87.0;-262.0;1146.0;-2;517.0;-14.0;-363.0;-6.0;73.0
23;352.0;343.0;-23;490.0;57.0;208.0;-1;223.0;131.0;23.0;513.0;-821.0
500;60.0;235.0;-500;472.0;583.0;288.0;-702;407.0;-1116.0;-96.0;376.0;-543.0
32;208.0;982.0;-32;911.0;-412.0;261.0;9;195.0;-49.0;-36.0;231.0;-130.0
14;418.0;924.0;-14;648.0;427.0;885.0;3;601.0;48.0;-344.0;-38.0;-60.0
11;404.0;915.0;-11;650.0;426.0;842.0;2;611.0;11.0;-351.0;-38.0;-60.0
-47;340.0;986.0;47;893.0;-608.0;225.0;34;455.0;586.0;-92.0;395.0;-416.0
7;411.0;914.0;-7;659.0;427.0;710.0;5;598.0;46.0;-352.0;-35.0;-61.0
7;361.0;881.0;-7;875.0;-251.0;107.0;32;208.0;117.0;-371.0;310.0;-214.0
21;404.0;920.0;-21;645.0;420.0;668.0;-5;607.0;11.0;-358.0;-27.0;-69.0
15;419.0;907.0;-15;667.0;412.0;669.0;-1;580.0;35.0;-336.0;-43.0;-51.0
4;387.0;903.0;-4;664.0;393.0;633.0;1;553.0;-25.0;-365.0;-97.0;13.0
1;305.0;660.0;-1;111.0;-146.0;712.0;3;585.0;-149.0;-338.0;-36.0;39.0
35;321.0;613.0;-35;-46.0;-187.0;857.0;-4;451.0;-196.0;-373.0;-37.0;44.0
-2;154.0;863.0;2;439.0;28.0;914.0;1;694.0;-476.0;-323.0;-24.0;-78.0
24;131.0;947.0;-24;435.0;-40.0;1004.0;2;553.0;-318.0;-363.0;-21.0;-78.0
-14;123.0;939.0;14;413.0;-71.0;982.0;-3;513.0;-271.0;-345.0;-16.0;-80.0
-536;130.0;855.0;536;565.0;-202.0;855.0;-54;337.0;-162.0;-173.0;-74.0;45.0
-42;176.0;776.0;42;415.0;-68.0;951.0;-1;715.0;214.0;-343.0;-26.0;-57.0
-2;345.0;882.0;2;826.0;-240.0;113.0;51;293.0;133.0;131.0;319.0;-224.0
40;278.0;594.0;-40;747.0;-297.0;519.0;10;51.0;555.0;-125.0;-598.0;790.0
951;126.0;177.0;-951;209.0;25.0;486.0;12;123.0;874.0;186.0;575.0;-764.0
-41;186.0;857.0;41;320.0;-62.0;909.0;-1;716.0;270.0;-352.0;-25.0;-56.0
2;136.0;885.0;-2;528.0;-108.0;696.0;0;444.0;-268.0;-304.0;-29.0;-51.0
-1;195.0;963.0;1;558.0;-71.0;732.0;-3;333.0;184.0;-330.0;-35.0;-44.0
24;190.0;752.0;-24;142.0;-21.0;772.0;3;855.0;-332.0;-328.0;-36.0;-46.0
25;155.0;913.0;-25;351.0;-56.0;347.0;-4;548.0;123.0;-309.0;-38.0;-44.0
-7;216.0;905.0;7;234.0;8.0;955.0;11;871.0;-202.0;-335.0;-42.0;-46.0
14;130.0;88.0;-14;265.0;-216.0;307.0;-18;231.0;-1315.0;-99.0;-590.0;802.0
