InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-17.0;55.0;-10.0;-21;-23.0;652;-21;10.0;12.0
20.0;35.0;18.0;-8;-55.0;649;-8;-9.0;-10.0
2.0;17.0;2.0;18;-43.0;642;18;31.0;20.0
-21.0;-18.0;-23.0;-10;-28.0;648;-10;37.0;30.0
-11.0;-17.0;1.0;-2;-33.0;647;-2;-1.0;33.0
-3.0;2.0;-23.0;8;-43.0;641;8;21.0;-6.0
-6.0;17.0;6.0;13;0.0;643;13;5.0;-33.0
-10.0;-8.0;-35.0;10;-2.0;646;10;48.0;13.0
-21.0;-11.0;-15.0;-17;5.0;646;-17;20.0;-14.0
30.0;17.0;-24.0;6;-16.0;653;6;3.0;-32.0
-15.0;19.0;-2.0;5;-5.0;648;5;10.0;-15.0
-1.0;3.0;-22.0;-1;13.0;644;-1;3.0;-8.0
-13.0;37.0;-9.0;1;-10.0;643;1;-4.0;29.0
15.0;24.0;-15.0;1;16.0;640;1;-1.0;-28.0
-7.0;19.0;-9.0;-11;-23.0;644;-11;-10.0;-9.0
6.0;15.0;-27.0;-9;-25.0;643;-9;34.0;3.0
0.0;25.0;6.0;15;6.0;639;15;27.0;25.0
-3.0;0.0;-20.0;2;20.0;636;2;18.0;-20.0
20.0;15.0;-1.0;-5;-36.0;639;-5;20.0;-11.0
4.0;9.0;-11.0;-9;-46.0;642;-9;-6.0;-19.0
-11.0;36.0;-40.0;-2;-44.0;649;-2;27.0;-51.0
-3.0;-2.0;-17.0;-26;-27.0;647;-26;42.0;-16.0
-9.0;18.0;-34.0;1;-15.0;644;1;-16.0;16.0
-18.0;37.0;19.0;19;15.0;646;19;-42.0;-11.0
3.0;9.0;2.0;2;25.0;645;2;7.0;-7.0
1.0;-8.0;0.0;-4;10.0;645;-4;16.0;18.0
19.0;32.0;-36.0;-31;2.0;646;-31;12.0;-30.0
-25.0;7.0;33.0;10;-13.0;643;10;5.0;-1.0
-11.0;50.0;-27.0;-3;-1.0;633;-3;-16.0;-76.0
-10.0;15.0;13.0;38;20.0;732;38;-31.0;-54.0
-29.0;57.0;-17.0;7;-79.0;644;7;-34.0;11.0
33.0;45.0;-55.0;-14;-36.0;648;-14;-3.0;15.0
-9.0;18.0;-27.0;-10;-55.0;648;-10;-21.0;-4.0
-35.0;13.0;-18.0;-14;-15.0;735;-14;32.0;11.0
-42.0;-2.0;-33.0;-15;-40.0;652;-15;1.0;-9.0
-19.0;-2.0;-12.0;1;-18.0;654;1;9.0;0.0
32.0;-4.0;2.0;-10;-16.0;730;-10;-25.0;-31.0
-13.0;24.0;-23.0;1;-21.0;649;1;-10.0;-10.0
-27.0;32.0;2.0;33;-43.0;647;33;4.0;6.0
1.0;20.0;-21.0;-9;-15.0;648;-9;-7.0;-20.0
-4.0;52.0;16.0;10;-36.0;734;10;33.0;14.0
-13.0;-20.0;11.0;3;2.0;723;3;-2.0;28.0
-32.0;54.0;-16.0;11;-24.0;724;11;31.0;-19.0
-16.0;9.0;-48.0;-2;-39.0;725;-2;19.0;-11.0
-7.0;10.0;44.0;17;-49.0;714;17;-66.0;-40.0
4.0;81.0;21.0;21;-48.0;733;21;-45.0;-63.0
16.0;-40.0;2.0;-2;-20.0;719;-2;-62.0;-12.0
-17.0;79.0;-1.0;-16;-42.0;719;-16;-5.0;-36.0
-19.0;-21.0;-36.0;-8;-16.0;645;-8;16.0;-6.0
-12.0;40.0;-30.0;-4;20.0;648;-4;14.0;-20.0
-10.0;-3.0;-45.0;5;-12.0;649;5;22.0;38.0
-3.0;42.0;-14.0;10;8.0;647;10;-8.0;34.0
-42.0;27.0;3.0;-21;-34.0;730;-21;-85.0;-68.0
27.0;34.0;5.0;-4;-41.0;722;-4;6.0;-10.0
-7.0;26.0;-32.0;9;31.0;652;9;-6.0;-3.0
-11.0;-36.0;-27.0;10;-26.0;648;10;30.0;-16.0
-1.0;21.0;8.0;29;-3.0;642;29;14.0;-20.0
-6.0;64.0;-15.0;-19;-83.0;730;-19;6.0;1.0
-8.0;-34.0;2.0;17;-18.0;645;17;21.0;16.0
-19.0;64.0;0.0;-34;-15.0;657;-34;-46.0;-55.0
1.0;-1.0;5.0;-40;20.0;660;-40;24.0;8.0
-21.0;9.0;-21.0;12;-12.0;726;12;20.0;-31.0
10.0;28.0;-10.0;9;-36.0;727;9;5.0;15.0
4.0;15.0;-26.0;5;-19.0;730;5;10.0;-51.0
2.0;-19.0;-13.0;-19;-40.0;729;-19;4.0;-23.0
-31.0;48.0;19.0;32;-68.0;736;32;10.0;-51.0
-26.0;20.0;-19.0;-16;-27.0;720;-16;35.0;18.0
16.0;119.0;1.0;491;-24.0;797;491;19.0;-37.0
10.0;9.0;6.0;-25;9.0;713;-25;19.0;20.0
36.0;12.0;-17.0;-26;6.0;712;-26;0.0;5.0
-27.0;16.0;-28.0;-18;13.0;719;-18;37.0;-51.0
27.0;30.0;-24.0;-15;-12.0;731;-15;52.0;11.0
10.0;23.0;-19.0;10;-29.0;730;10;-30.0;-15.0
-28.0;-7.0;-32.0;8;17.0;717;8;30.0;-64.0
47.0;4.0;30.0;-7;3.0;731;-7;7.0;14.0
-14.0;76.0;-23.0;10;-58.0;726;10;-41.0;-6.0
-19.0;-10.0;32.0;10;6.0;725;10;-2.0;-72.0
2.0;-8.0;-30.0;16;-30.0;723;16;-5.0;-1.0
32.0;-27.0;-21.0;-25;-59.0;727;-25;21.0;-11.0
12.0;19.0;-29.0;-25;-38.0;727;-25;15.0;-84.0
-3.0;9.0;-2.0;40;-51.0;724;40;24.0;2.0
-33.0;26.0;7.0;15;-17.0;732;15;26.0;23.0
32.0;62.0;9.0;-12;-56.0;724;-12;-42.0;15.0
-31.0;-44.0;-1.0;9;-14.0;729;9;36.0;-14.0
-17.0;-15.0;-7.0;3;-34.0;727;3;59.0;-27.0
-24.0;20.0;-25.0;2;-27.0;729;2;-54.0;-108.0
18.0;-19.0;15.0;-13;-2.0;729;-13;33.0;0.0
-28.0;23.0;-19.0;26;-78.0;730;26;-67.0;-46.0
-18.0;14.0;-43.0;33;-26.0;731;33;-12.0;13.0
-29.0;-35.0;-13.0;-8;13.0;726;-8;42.0;-61.0
5.0;37.0;-26.0;-23;-39.0;734;-23;-18.0;-25.0
-30.0;33.0;18.0;-26;-37.0;731;-26;-32.0;-75.0
15.0;17.0;4.0;11;-47.0;723;11;7.0;39.0
3.0;-18.0;5.0;-3;-16.0;719;-3;39.0;48.0
7.0;-11.0;-16.0;5;10.0;724;5;9.0;43.0
11.0;-40.0;-46.0;-15;-12.0;725;-15;27.0;11.0
-4.0;17.0;-16.0;-44;-39.0;725;-44;-25.0;-35.0
19.0;-40.0;-28.0;0;-39.0;638;0;40.0;-13.0
1.0;-3.0;-32.0;17;84.0;725;17;80.0;9.0
10.0;-3.0;-58.0;-8;-1.0;727;-8;74.0;-91.0
51.0;-35.0;57.0;-27;-84.0;730;-27;77.0;-40.0
47.0;36.0;-126.0;-3;-49.0;722;-3;-39.0;-188.0
-47.0;50.0;-58.0;-1;-5.0;723;-1;31.0;75.0
11.0;35.0;-30.0;6;41.0;637;6;-16.0;119.0
-204.0;84.0;17.0;896;-234.0;217;896;-264.0;-252.0
25.0;9.0;8.0;-15;24.0;634;-15;27.0;2.0
9.0;84.0;71.0;-3;1.0;641;-3;-89.0;-165.0
-40.0;136.0;40.0;-3;-122.0;728;-3;-149.0;-108.0
-7.0;71.0;-10.0;-13;-38.0;640;-13;-12.0;119.0
-15.0;40.0;-9.0;17;62.0;728;17;70.0;43.0
-8.0;-50.0;174.0;8;-602.0;702;8;-65.0;-91.0
8.0;-35.0;-46.0;29;24.0;646;29;26.0;-64.0
10.0;-5.0;-6.0;-19;41.0;633;-19;2.0;27.0
4.0;29.0;14.0;6;-39.0;738;6;14.0;159.0
-32.0;-52.0;-8.0;2;-9.0;640;2;55.0;19.0
6.0;-40.0;2.0;38;-14.0;639;38;79.0;-20.0
13.0;-28.0;12.0;0;-95.0;735;0;-93.0;-158.0
-23.0;19.0;-56.0;10;6.0;733;10;52.0;-83.0
-23.0;9.0;4.0;2;85.0;636;2;18.0;46.0
10.0;-31.0;-74.0;5;-28.0;734;5;69.0;-120.0
-29.0;33.0;-10.0;10;-59.0;724;10;-102.0;-96.0
-18.0;8.0;34.0;-9;49.0;638;-9;21.0;51.0
33.0;-5.0;-34.0;-20;11.0;723;-20;42.0;38.0
-70.0;27.0;-44.0;-12;-69.0;731;-12;-64.0;-85.0
23.0;-1.0;13.0;26;30.0;722;26;-20.0;-80.0
-35.0;10.0;7.0;17;-17.0;731;17;-53.0;64.0
-39.0;-33.0;15.0;-8;8.0;638;-8;44.0;-22.0
-52.0;28.0;50.0;-5;-28.0;736;-5;-52.0;45.0
-4.0;29.0;-13.0;10;-98.0;732;10;-106.0;-75.0
10.0;-12.0;96.0;-321;-34.0;765;-321;24.0;304.0
19.0;74.0;-33.0;5;50.0;725;5;36.0;102.0
24.0;38.0;-28.0;38;12.0;650;38;33.0;-5.0
33.0;-43.0;-26.0;-22;-37.0;736;-22;36.0;13.0
-22.0;19.0;-55.0;2;-9.0;643;2;19.0;69.0
31.0;38.0;50.0;-37;-57.0;722;-37;-138.0;-62.0
-21.0;-16.0;-1.0;-4;11.0;648;-4;76.0;61.0
9.0;-52.0;5.0;8;-26.0;645;8;101.0;-102.0
-49.0;22.0;23.0;-14;89.0;640;-14;8.0;63.0
7.0;94.0;36.0;-22;-34.0;641;-22;-1.0;-16.0
-17.0;-26.0;11.0;4;-3.0;649;4;20.0;-109.0
37.0;110.0;-22.0;-14;-20.0;711;-14;52.0;-37.0
131.0;-24.0;77.0;276;-116.0;815;276;143.0;138.0
-14.0;-8.0;34.0;0;-4.0;733;0;7.0;95.0
22.0;66.0;-92.0;-5;-3.0;644;-5;59.0;-160.0
18.0;14.0;-52.0;-40;-8.0;642;-40;60.0;-85.0
3.0;12.0;-64.0;12;-20.0;645;12;26.0;-91.0
1.0;-31.0;-43.0;-3;3.0;645;-3;50.0;-55.0
35.0;1.0;-53.0;21;-54.0;717;21;104.0;-167.0
11.0;32.0;-35.0;-28;18.0;641;-28;11.0;-60.0
-7.0;7.0;71.0;-3;-48.0;639;-3;-50.0;158.0
-29.0;78.0;-13.0;-12;-134.0;723;-12;-71.0;-161.0
40.0;-94.0;-15.0;-15;-4.0;687;-15;149.0;26.0
-20.0;-41.0;-19.0;-2;52.0;719;-2;-3.0;2.0
-61.0;171.0;130.0;-5;-120.0;734;-5;-62.0;-32.0
15.0;22.0;16.0;21;41.0;722;21;120.0;90.0
-35.0;97.0;42.0;19;-70.0;650;19;-41.0;-7.0
-128.0;63.0;-60.0;24;19.0;634;24;-25.0;-61.0
19.0;-57.0;-24.0;-7;-29.0;716;-7;96.0;-192.0
-3.0;30.0;-96.0;-4;10.0;719;-4;42.0;-89.0
-149.0;57.0;-97.0;28;-16.0;636;28;5.0;-121.0
-35.0;-15.0;20.0;5;26.0;719;5;-13.0;54.0
-116.0;34.0;-41.0;-3;-131.0;638;-3;20.0;-159.0
11.0;53.0;-93.0;-9;-18.0;727;-9;-36.0;-125.0
-71.0;-50.0;-59.0;3;-116.0;643;3;119.0;24.0
-23.0;-42.0;19.0;7;126.0;648;7;27.0;-80.0
65.0;-9.0;-180.0;18;-20.0;638;18;6.0;-35.0
-28.0;61.0;-85.0;-24;107.0;640;-24;14.0;28.0
47.0;-32.0;23.0;-25;-38.0;727;-25;-6.0;-94.0
129.0;-35.0;95.0;5;-93.0;721;5;6.0;-32.0
-30.0;87.0;-109.0;-7;-77.0;724;-7;-80.0;-199.0
-65.0;54.0;-53.0;11;-124.0;716;11;-26.0;105.0
-29.0;119.0;-84.0;9;25.0;648;9;-28.0;1.0
5.0;114.0;-67.0;2;22.0;645;2;-84.0;36.0
-12.0;31.0;-73.0;-69;-90.0;642;-69;-13.0;3.0
-20.0;-17.0;81.0;27;-6.0;735;27;49.0;39.0
20.0;-14.0;16.0;37;-14.0;646;37;75.0;-7.0
-10.0;-23.0;-3.0;-1;39.0;644;-1;27.0;-48.0
-5.0;44.0;-56.0;-25;105.0;719;-25;38.0;-19.0
44.0;-43.0;52.0;-1;-39.0;733;-1;42.0;27.0
46.0;59.0;-19.0;-15;66.0;736;-15;105.0;35.0
74.0;-26.0;-102.0;2;20.0;733;2;114.0;57.0
122.0;56.0;-10.0;-11;51.0;722;-11;-61.0;52.0
-17.0;84.0;-18.0;18;21.0;732;18;-47.0;-35.0
8.0;73.0;-80.0;34;-23.0;642;34;-75.0;24.0
-18.0;-29.0;-60.0;11;9.0;721;11;54.0;-32.0
37.0;140.0;-23.0;37;-35.0;644;37;-126.0;-46.0
-1.0;99.0;-13.0;18;2.0;644;18;-49.0;-80.0
-6.0;72.0;9.0;9;-14.0;646;9;13.0;52.0
-11.0;-34.0;14.0;-29;-2.0;640;-29;70.0;146.0
-9.0;-2.0;6.0;-22;25.0;642;-22;20.0;90.0
29.0;7.0;11.0;-7;-108.0;733;-7;-58.0;-43.0
13.0;-67.0;44.0;1;-18.0;731;1;25.0;17.0
19.0;113.0;-20.0;-5;41.0;641;-5;-8.0;-135.0
20.0;9.0;10.0;-3;-6.0;646;-3;-5.0;71.0
4.0;-27.0;40.0;-15;58.0;648;-15;15.0;-195.0
-14.0;-9.0;-10.0;0;46.0;646;0;29.0;-67.0
-55.0;8.0;-20.0;4;-5.0;648;4;34.0;54.0
-3.0;-105.0;84.0;-10;-58.0;727;-10;28.0;-93.0
29.0;-73.0;-1.0;12;-59.0;730;12;69.0;-41.0
-22.0;58.0;-144.0;-20;-4.0;708;-20;-80.0;-22.0
33.0;32.0;-16.0;-11;-91.0;644;-11;10.0;19.0
80.0;26.0;13.0;1;-165.0;645;1;-37.0;28.0
66.0;9.0;136.0;-23;-37.0;643;-23;-30.0;6.0
67.0;-11.0;34.0;8;-164.0;645;8;9.0;16.0
-40.0;12.0;-35.0;-11;85.0;647;-11;15.0;17.0
13.0;22.0;-91.0;-21;65.0;726;-21;58.0;-121.0
41.0;-37.0;-34.0;8;-29.0;725;8;119.0;99.0
6.0;-1.0;-29.0;7;17.0;728;7;72.0;19.0
0.0;-31.0;-44.0;0;43.0;730;0;75.0;90.0
-48.0;12.0;-91.0;1;103.0;653;1;10.0;25.0
-94.0;46.0;-65.0;12;-54.0;728;12;-79.0;-65.0
-83.0;41.0;8.0;-22;-18.0;646;-22;36.0;24.0
7.0;-95.0;-30.0;4;51.0;722;4;99.0;-117.0
84.0;-49.0;17.0;-6;-95.0;723;-6;35.0;20.0
-5.0;68.0;2.0;-15;92.0;727;-15;-35.0;-48.0
18.0;-322.0;-57.0;55;-95.0;719;55;-202.0;68.0
-12.0;-130.0;-85.0;0;13.0;727;0;-33.0;-67.0
-5.0;16.0;3.0;38;-9.0;636;38;27.0;33.0
27.0;118.0;-10.0;16;-18.0;734;16;122.0;1.0
-43.0;21.0;-35.0;-6;77.0;733;-6;26.0;7.0
11.0;11.0;-28.0;8;-111.0;729;8;-94.0;-135.0
37.0;-33.0;10.0;-8;-12.0;724;-8;61.0;19.0
-36.0;-32.0;33.0;6;19.0;645;6;48.0;-37.0
-10.0;-3.0;-17.0;3;-27.0;727;3;85.0;-109.0
23.0;25.0;-47.0;3;13.0;725;3;64.0;-78.0
13.0;-78.0;46.0;11;32.0;646;11;121.0;-15.0
-7.0;116.0;-21.0;11;-48.0;727;11;-71.0;-60.0
20.0;74.0;3.0;32;-82.0;730;32;-43.0;-52.0
-13.0;21.0;43.0;-16;-127.0;731;-16;41.0;-90.0
6.0;5.0;-6.0;-19;-126.0;732;-19;105.0;-141.0
8.0;-80.0;-92.0;-2;46.0;728;-2;34.0;49.0
5.0;63.0;-19.0;21;25.0;647;21;-15.0;30.0
-11.0;67.0;-44.0;12;-47.0;644;12;-55.0;22.0
2.0;46.0;18.0;19;-23.0;641;19;-13.0;78.0
3.0;17.0;-14.0;2;6.0;617;2;65.0;-38.0
-43.0;144.0;-89.0;-32;-115.0;716;-32;-59.0;-57.0
17.0;43.0;-19.0;1;-64.0;624;1;10.0;57.0
48.0;-2.0;-4.0;26;-60.0;734;26;-4.0;33.0
1.0;10.0;-19.0;-5;-45.0;725;-5;-103.0;-104.0
18.0;68.0;-119.0;5;-71.0;726;5;-85.0;-74.0
67.0;75.0;-38.0;-7;-10.0;712;-7;-141.0;-182.0
-20.0;-30.0;-43.0;-4;-30.0;731;-4;-97.0;-110.0
17.0;2.0;19.0;-4;-7.0;645;-4;16.0;86.0
-2.0;-24.0;23.0;9;-48.0;727;9;-147.0;51.0
-24.0;117.0;29.0;-8;-134.0;732;-8;-24.0;43.0
69.0;105.0;-8.0;1;18.0;732;1;132.0;-48.0
-23.0;-17.0;-35.0;-5;94.0;723;-5;88.0;-19.0
-31.0;-106.0;19.0;4;-23.0;717;4;103.0;29.0
69.0;110.0;61.0;1;-15.0;643;1;-100.0;-41.0
-19.0;60.0;-104.0;-14;-51.0;631;-14;-24.0;91.0
0.0;92.0;-41.0;-15;-42.0;634;-15;-89.0;43.0
-55.0;30.0;-37.0;-16;-101.0;644;-16;-120.0;-106.0
27.0;-27.0;4.0;4;-37.0;729;4;-100.0;-67.0
90.0;-34.0;4.0;10;-48.0;730;10;-55.0;-81.0
47.0;-20.0;1.0;-1;30.0;649;-1;-8.0;12.0
-55.0;-66.0;19.0;-22;-15.0;645;-22;84.0;50.0
-535.0;739.0;179.0;2119;-1319.0;883;2119;-1589.0;-1211.0
-38.0;103.0;-14.0;28;-25.0;653;28;-53.0;-24.0
59.0;35.0;-30.0;22;-27.0;715;22;73.0;-5.0
14.0;149.0;-37.0;-7;-26.0;656;-7;-93.0;82.0
-20.0;-20.0;45.0;23;55.0;722;23;108.0;113.0
5.0;168.0;-72.0;-24;4.0;654;-24;-96.0;-105.0
-32.0;28.0;63.0;-27;-7.0;627;-27;30.0;-191.0
-34.0;-63.0;44.0;-13;0.0;641;-13;96.0;-7.0
-32.0;40.0;23.0;-18;-2.0;628;-18;43.0;-161.0
-186.0;11.0;-57.0;1902;555.0;-1514;1902;705.0;592.0
-40.0;-35.0;23.0;3;-17.0;719;3;-62.0;29.0
-37.0;43.0;-43.0;-23;-108.0;725;-23;-114.0;-128.0
11.0;-35.0;-25.0;0;-52.0;731;0;-120.0;-68.0
9.0;22.0;-1.0;2;-44.0;732;2;-74.0;-110.0
2.0;-9.0;35.0;-15;21.0;717;-15;49.0;49.0
12.0;-9.0;-11.0;-4;40.0;723;-4;84.0;34.0
-34.0;116.0;8.0;-2;-44.0;635;-2;-74.0;-83.0
-11.0;-17.0;-20.0;-17;76.0;739;-17;19.0;44.0
-10.0;34.0;-66.0;30;20.0;647;30;28.0;-30.0
-46.0;-55.0;-21.0;-13;-20.0;641;-13;59.0;141.0
-69.0;48.0;-1.0;-13;-141.0;728;-13;-93.0;-133.0
-82.0;87.0;-2.0;-146;-170.0;720;-146;-196.0;-155.0
102.0;-39.0;20.0;-5;52.0;730;-5;42.0;48.0
-58.0;57.0;55.0;1;36.0;730;1;-18.0;-51.0
-22.0;65.0;17.0;10;-61.0;732;10;-87.0;-59.0
-8.0;72.0;8.0;-31;65.0;723;-31;13.0;-29.0
-34.0;22.0;-117.0;44;54.0;703;44;-80.0;-170.0
-39.0;74.0;72.0;14;107.0;644;14;-165.0;531.0
-26.0;-55.0;-15.0;6;-21.0;645;6;120.0;265.0
10.0;-394.0;239.0;24;195.0;635;24;299.0;132.0
-49.0;165.0;-7.0;-23;-89.0;743;-23;-163.0;-8.0
-9.0;119.0;-45.0;26;-21.0;656;26;4.0;436.0
47.0;27.0;141.0;-4;12.0;715;-4;-48.0;233.0
41.0;424.0;-83.0;-1332;48.0;1149;-1332;-111.0;-144.0
47.0;202.0;167.0;19;-110.0;638;19;-510.0;-69.0
-63.0;-28.0;-15.0;-45;103.0;734;-45;137.0;83.0
-57.0;-61.0;90.0;30;48.0;715;30;104.0;125.0
149.0;154.0;-31.0;18;-37.0;726;18;-138.0;-311.0
-62.0;-68.0;89.0;29;78.0;715;29;108.0;134.0
183.0;-77.0;-336.0;-10;147.0;739;-10;50.0;-152.0
-9.0;275.0;110.0;-7;-28.0;644;-7;-175.0;-163.0
-1.0;-94.0;83.0;-19;-3.0;629;-19;117.0;-82.0
-79.0;-232.0;-89.0;542;328.0;731;542;105.0;-185.0
2.0;-44.0;23.0;-4;139.0;731;-4;128.0;98.0
32.0;-79.0;-57.0;-25;105.0;643;-25;99.0;-111.0
93.0;66.0;10.0;-29;-161.0;732;-29;132.0;-228.0
32.0;-148.0;-133.0;6;31.0;644;6;232.0;-28.0
-281.0;70.0;66.0;-63;-217.0;721;-63;-118.0;392.0
-24.0;174.0;29.0;-11;-33.0;640;-11;-90.0;-247.0
2.0;71.0;48.0;-48;-79.0;631;-48;-109.0;-204.0
15.0;-148.0;7.0;-17;-11.0;642;-17;165.0;-111.0
40.0;5.0;-54.0;13;181.0;730;13;221.0;204.0
61.0;-151.0;-86.0;-16;-32.0;736;-16;4.0;-236.0
7.0;-136.0;-1.0;-3;7.0;645;-3;155.0;-62.0
-13.0;-146.0;56.0;18;25.0;645;18;203.0;64.0
-2.0;-203.0;-3.0;-6;-87.0;644;-6;194.0;329.0
99.0;-145.0;114.0;-12;56.0;644;-12;178.0;-53.0
9.0;478.0;341.0;-173;240.0;710;-173;289.0;208.0
41.0;131.0;4.0;4;-182.0;728;4;-138.0;-56.0
131.0;-436.0;-200.0;1;-692.0;721;1;-842.0;-688.0
-2.0;-19.0;3.0;-23;-12.0;634;-23;154.0;-261.0
-234.0;496.0;365.0;177;-962.0;701;177;-651.0;-822.0
4.0;13.0;-174.0;8;61.0;642;8;27.0;-149.0
41.0;3.0;-670.0;1;37.0;635;1;296.0;99.0
-23.0;-35.0;-200.0;2;-154.0;729;2;16.0;-2.0
-82.0;-27.0;-200.0;-21;-30.0;644;-21;34.0;38.0
-183.0;227.0;-1.0;19;-142.0;644;19;-153.0;160.0
152.0;-6.0;211.0;-26;34.0;641;-26;-6.0;-13.0
-17.0;-37.0;-25.0;14;-26.0;646;14;60.0;483.0
288.0;-380.0;230.0;-222;-301.0;727;-222;12.0;-73.0
-34.0;-107.0;-89.0;-23;45.0;726;-23;5.0;119.0
67.0;-367.0;28.0;-16;-49.0;735;-16;33.0;-77.0
-96.0;-73.0;-127.0;-1;-50.0;726;-1;224.0;247.0
-103.0;6.0;-129.0;3;111.0;640;3;24.0;2.0
78.0;281.0;241.0;72;577.0;724;72;458.0;249.0
-211.0;317.0;85.0;-8;-111.0;717;-8;-335.0;-267.0
-22.0;-49.0;127.0;8;-38.0;736;8;75.0;-298.0
-131.0;123.0;-202.0;-1;-86.0;731;-1;143.0;97.0
17.0;61.0;131.0;-50;150.0;603;-50;23.0;-162.0
35.0;141.0;-23.0;-11;-2.0;737;-11;142.0;33.0
52.0;-161.0;25.0;-4;137.0;726;-4;58.0;151.0
5.0;-50.0;-13.0;12;-31.0;731;12;108.0;206.0
21.0;-332.0;40.0;16;200.0;731;16;418.0;514.0
-26.0;33.0;-52.0;37;31.0;705;37;2.0;-255.0
-8.0;-733.0;124.0;12;29.0;735;12;-13.0;249.0
-10.0;0.0;211.0;-4;-2.0;723;-4;72.0;52.0
-14.0;321.0;-182.0;-37;12.0;628;-37;-334.0;68.0
149.0;-449.0;73.0;67;191.0;733;67;-15.0;-200.0
25.0;-7.0;-235.0;0;14.0;731;0;-136.0;-418.0
99.0;-153.0;447.0;8;-164.0;739;8;134.0;346.0
82.0;-789.0;-393.0;1655;599.0;879;1655;1381.0;1316.0
61.0;190.0;190.0;18;-245.0;729;18;-42.0;254.0
