InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;Accelerometer RUA_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RUA magneticZ;Accelerometer LH accX;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA gyroZ;Accelerometer RKN_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4
13;127.0;300.0;-13;312.0;-325.0;367.0;-1;228.0;39.0;-126.0;292.0;-220.0
1;104.0;311.0;-1;314.0;-340.0;290.0;4;261.0;-78.0;-109.0;301.0;-236.0
1;131.0;281.0;-1;312.0;-364.0;330.0;11;180.0;-44.0;-112.0;315.0;-251.0
-8;128.0;261.0;8;315.0;-376.0;376.0;0;174.0;63.0;-120.0;319.0;-259.0
26;166.0;270.0;-26;270.0;-510.0;387.0;-2;255.0;197.0;-80.0;366.0;-372.0
8;178.0;211.0;-8;313.0;-605.0;234.0;1;79.0;571.0;-80.0;451.0;-461.0
849;113.0;284.0;-849;199.0;187.0;211.0;1614;241.0;-272.0;493.0;473.0;-670.0
-6;429.0;171.0;6;82.0;-73.0;-71.0;14;77.0;41.0;158.0;206.0;-24.0
1265;452.0;570.0;-1265;414.0;90.0;850.0;1012;308.0;382.0;760.0;54.0;-105.0
52;221.0;281.0;-52;202.0;-238.0;403.0;0;171.0;132.0;-16.0;206.0;-139.0
2183;174.0;618.0;-2183;364.0;-504.0;-32.0;2041;246.0;240.0;52.0;391.0;-436.0
316;838.0;536.0;-316;300.0;-75.0;668.0;218;407.0;113.0;-791.0;43.0;156.0
78;150.0;302.0;-78;208.0;-384.0;537.0;16;307.0;-548.0;29.0;278.0;-274.0
100;154.0;305.0;-100;191.0;-412.0;527.0;17;260.0;-587.0;51.0;292.0;-295.0
103;137.0;264.0;-103;159.0;-436.0;508.0;12;268.0;-422.0;32.0;307.0;-316.0
-14;557.0;540.0;14;940.0;199.0;604.0;-2;83.0;81.0;107.0;-45.0;-152.0
-14;457.0;402.0;14;1109.0;178.0;549.0;13;490.0;30.0;-291.0;-60.0;-135.0
273;175.0;390.0;-273;212.0;-327.0;215.0;19;-76.0;94.0;-23.0;-286.0;212.0
1462;325.0;343.0;-1462;209.0;-354.0;-18.0;937;-37.0;-597.0;-47.0;-373.0;354.0
41;932.0;602.0;-41;503.0;-71.0;786.0;-9;128.0;-93.0;-59.0;-144.0;936.0
-34;199.0;332.0;34;210.0;-486.0;1241.0;-28;67.0;348.0;-524.0;-599.0;747.0
1;654.0;997.0;-1;250.0;187.0;404.0;-7;254.0;460.0;-395.0;237.0;138.0
-28;370.0;233.0;28;494.0;-102.0;130.0;52;324.0;86.0;-338.0;-501.0;857.0
-49;106.0;964.0;49;825.0;-628.0;89.0;-124;112.0;129.0;-89.0;-460.0;467.0
43;748.0;215.0;-43;-205.0;-42.0;-106.0;126;265.0;-150.0;3.0;-199.0;-162.0
204;304.0;696.0;-204;677.0;422.0;386.0;-70;450.0;-30.0;-70.0;-438.0;683.0
14;748.0;-136.0;-14;6.0;35.0;2.0;152;230.0;305.0;-51.0;-176.0;-163.0
-26;996.0;452.0;26;719.0;-323.0;272.0;-1;-275.0;69.0;-347.0;5.0;888.0
42;980.0;367.0;-42;665.0;185.0;198.0;3;-186.0;-170.0;-129.0;35.0;959.0
26;347.0;138.0;-26;228.0;-65.0;259.0;-3;51.0;-85.0;185.0;-568.0;816.0
33;332.0;132.0;-33;231.0;-49.0;489.0;0;24.0;-113.0;28.0;-562.0;819.0
29;274.0;174.0;-29;246.0;-111.0;546.0;13;115.0;-127.0;38.0;-571.0;813.0
47;263.0;194.0;-47;248.0;-123.0;230.0;2;135.0;-225.0;28.0;-572.0;813.0
314;155.0;304.0;-314;333.0;-527.0;356.0;28;291.0;-213.0;-255.0;-564.0;682.0
78;195.0;337.0;-78;491.0;-48.0;472.0;-50;402.0;-61.0;-524.0;-571.0;799.0
42;259.0;367.0;-42;508.0;-143.0;133.0;60;209.0;186.0;-11.0;-591.0;802.0
-47;287.0;355.0;47;524.0;-172.0;379.0;3;183.0;26.0;-97.0;-593.0;801.0
-685;292.0;385.0;685;872.0;-128.0;322.0;347;358.0;175.0;-100.0;-604.0;786.0
21;568.0;528.0;-21;556.0;-32.0;166.0;18;433.0;-384.0;-225.0;-389.0;901.0
31;591.0;477.0;-31;656.0;-34.0;112.0;12;370.0;-172.0;-157.0;-362.0;911.0
-33;230.0;592.0;33;554.0;-78.0;512.0;21;235.0;94.0;-269.0;-603.0;792.0
83;113.0;855.0;-83;869.0;-454.0;513.0;-13;214.0;253.0;-74.0;-590.0;678.0
-100;380.0;781.0;100;301.0;-285.0;408.0;-60;44.0;-478.0;-8.0;-86.0;40.0
1462;207.0;261.0;-1462;825.0;-620.0;244.0;-363;-291.0;-1610.0;-102.0;-457.0;468.0
257;217.0;209.0;-257;166.0;-244.0;666.0;29;96.0;1613.0;1.0;-262.0;168.0
-10;910.0;188.0;10;348.0;123.0;69.0;-12;-23.0;156.0;-162.0;-44.0;978.0
10;515.0;304.0;-10;265.0;153.0;184.0;2;12.0;736.0;37.0;-103.0;-134.0
31;140.0;387.0;-31;336.0;-137.0;452.0;14;227.0;574.0;-312.0;-174.0;120.0
25;153.0;446.0;-25;276.0;-148.0;487.0;-2;195.0;665.0;51.0;-174.0;123.0
42;227.0;172.0;-42;317.0;-367.0;522.0;12;126.0;223.0;-97.0;-332.0;295.0
52;198.0;174.0;-52;264.0;-113.0;596.0;135;201.0;-1004.0;-147.0;-593.0;782.0
7;293.0;565.0;-7;434.0;205.0;606.0;4;226.0;-457.0;-603.0;-475.0;828.0
235;419.0;101.0;-235;-192.0;215.0;807.0;-118;-65.0;146.0;-271.0;-206.0;270.0
-8;875.0;525.0;8;477.0;1061.0;740.0;-2;19.0;129.0;10.0;140.0;814.0
-224;437.0;586.0;224;270.0;391.0;706.0;23;-46.0;470.0;-502.0;-342.0;468.0
75;88.0;210.0;-75;191.0;492.0;703.0;-217;235.0;-88.0;-405.0;-425.0;594.0
-381;137.0;738.0;381;948.0;222.0;310.0;488;496.0;34.0;-39.0;-166.0;143.0
1718;249.0;225.0;-1718;226.0;-281.0;495.0;-401;82.0;205.0;39.0;206.0;-87.0
547;42.0;926.0;-547;303.0;-82.0;768.0;157;751.0;-1389.0;-217.0;-189.0;88.0
70;59.0;224.0;-70;162.0;-603.0;337.0;13;222.0;-148.0;-424.0;-418.0;442.0
-2201;172.0;266.0;2201;309.0;142.0;448.0;277;59.0;110.0;44.0;-4.0;140.0
-23;165.0;847.0;23;308.0;-586.0;304.0;-45;372.0;-86.0;-26.0;-216.0;224.0
-159;164.0;780.0;159;231.0;-619.0;317.0;-73;493.0;-69.0;-12.0;-257.0;299.0
-157;157.0;786.0;157;100.0;-596.0;342.0;-57;538.0;2.0;29.0;-261.0;295.0
-20;318.0;141.0;20;311.0;-647.0;-12.0;-11;138.0;-33.0;-33.0;-547.0;668.0
13;225.0;840.0;-13;191.0;-466.0;194.0;-5;293.0;-474.0;-295.0;-355.0;340.0
78;325.0;181.0;-78;393.0;-123.0;67.0;-41;284.0;-447.0;-283.0;-98.0;26.0
279;200.0;207.0;-279;320.0;-159.0;331.0;11;189.0;433.0;-237.0;-105.0;17.0
19;224.0;853.0;-19;195.0;-335.0;320.0;-1;884.0;-107.0;-431.0;-354.0;335.0
289;242.0;213.0;-289;265.0;-37.0;841.0;-107;169.0;-269.0;-114.0;-73.0;4.0
216;350.0;66.0;-216;364.0;-273.0;428.0;93;46.0;1105.0;-218.0;-317.0;245.0
122;582.0;82.0;-122;458.0;-344.0;103.0;158;103.0;-171.0;56.0;-300.0;275.0
567;460.0;638.0;-567;554.0;-486.0;233.0;-8;363.0;-882.0;-613.0;-259.0;236.0
157;107.0;292.0;-157;195.0;-323.0;355.0;-39;70.0;489.0;-526.0;-344.0;356.0
138;83.0;143.0;-138;106.0;193.0;171.0;68;46.0;-29.0;-91.0;42.0;-142.0
355;255.0;223.0;-355;241.0;249.0;419.0;15;179.0;1132.0;-60.0;404.0;-638.0
-3103;102.0;464.0;3103;371.0;-58.0;-87.0;201;180.0;-238.0;-300.0;-117.0;-9.0
22;332.0;311.0;-22;582.0;-739.0;283.0;-22;570.0;312.0;-539.0;-423.0;401.0
-16;77.0;716.0;16;-52.0;-35.0;407.0;-7;918.0;-616.0;27.0;-224.0;106.0
232;-96.0;924.0;-232;98.0;-498.0;465.0;397;728.0;-542.0;-299.0;-205.0;124.0
-13;147.0;905.0;13;368.0;26.0;270.0;-2;839.0;-653.0;-333.0;-21.0;-161.0
-54;156.0;852.0;54;345.0;79.0;125.0;3;652.0;-894.0;57.0;-2.0;-168.0
-13;246.0;984.0;13;875.0;239.0;193.0;-5;743.0;-233.0;-94.0;38.0;-199.0
-13;75.0;407.0;13;-106.0;7.0;376.0;0;961.0;-53.0;5.0;-221.0;101.0
34;221.0;310.0;-34;304.0;621.0;467.0;-30;251.0;-500.0;-149.0;255.0;-399.0
120;68.0;194.0;-120;320.0;426.0;330.0;-11;266.0;-781.0;-438.0;522.0;-683.0
-32;218.0;196.0;32;214.0;580.0;133.0;-5;139.0;613.0;-117.0;232.0;-370.0
23;211.0;214.0;-23;207.0;575.0;147.0;0;153.0;537.0;-177.0;231.0;-366.0
14;199.0;246.0;-14;278.0;596.0;282.0;-1;211.0;61.0;-107.0;249.0;-380.0
12;191.0;251.0;-12;229.0;594.0;297.0;6;200.0;249.0;-110.0;250.0;-379.0
-13;212.0;243.0;13;246.0;593.0;289.0;2;198.0;-2.0;-109.0;248.0;-379.0
-18;222.0;290.0;18;243.0;563.0;269.0;-8;229.0;153.0;-106.0;223.0;-357.0
3;200.0;114.0;-3;258.0;59.0;378.0;12;107.0;989.0;-458.0;-20.0;-178.0
-12;83.0;357.0;12;-75.0;8.0;410.0;0;967.0;46.0;-13.0;-220.0;99.0
4032;47.0;182.0;-4032;207.0;-468.0;734.0;-258;247.0;-180.0;-356.0;-330.0;248.0
53;276.0;326.0;-53;418.0;-350.0;323.0;0;309.0;743.0;123.0;-210.0;103.0
80;236.0;320.0;-80;427.0;-400.0;458.0;-2;302.0;659.0;-381.0;-238.0;135.0
99;202.0;409.0;-99;372.0;493.0;289.0;-96;357.0;-227.0;24.0;114.0;-254.0
9;82.0;356.0;-9;-49.0;0.0;390.0;6;955.0;44.0;10.0;-219.0;99.0
-12;85.0;410.0;12;-33.0;-17.0;368.0;4;964.0;57.0;19.0;-224.0;102.0
-1;74.0;400.0;1;-11.0;-17.0;404.0;-1;963.0;94.0;-78.0;-223.0;98.0
-25;98.0;436.0;25;106.0;-24.0;431.0;3;940.0;307.0;-341.0;-204.0;77.0
-41;117.0;483.0;41;210.0;-54.0;390.0;-7;904.0;675.0;-366.0;-196.0;70.0
-17;144.0;629.0;17;440.0;-190.0;390.0;-9;802.0;886.0;-526.0;-170.0;78.0
101;411.0;54.0;-101;290.0;17.0;303.0;23;12.0;426.0;3.0;498.0;-742.0
-34;193.0;725.0;34;552.0;-281.0;401.0;-5;643.0;1241.0;-429.0;-160.0;102.0
-31;371.0;989.0;31;712.0;50.0;843.0;-1;368.0;-8.0;-358.0;-9.0;-50.0
9;367.0;986.0;-9;707.0;51.0;858.0;1;377.0;-51.0;-350.0;-11.0;-52.0
15;369.0;982.0;-15;707.0;50.0;847.0;-1;364.0;-62.0;-355.0;-11.0;-52.0
8;382.0;973.0;-8;694.0;59.0;847.0;-2;365.0;-12.0;-356.0;-20.0;-52.0
-10;381.0;1000.0;10;703.0;57.0;836.0;0;346.0;-9.0;-355.0;-23.0;-51.0
-12;410.0;994.0;12;849.0;47.0;885.0;1;253.0;145.0;-348.0;-22.0;-50.0
-19;320.0;563.0;19;293.0;-17.0;880.0;1;594.0;-695.0;-355.0;-2.0;1.0
-19;305.0;400.0;19;-21.0;143.0;895.0;0;903.0;116.0;-348.0;3.0;-25.0
-13;345.0;571.0;13;269.0;88.0;873.0;-3;803.0;472.0;-354.0;-13.0;-16.0
-24;368.0;436.0;24;422.0;-99.0;869.0;0;536.0;209.0;-363.0;-16.0;9.0
-30;353.0;444.0;30;586.0;-93.0;744.0;7;500.0;0.0;-334.0;-14.0;9.0
46;172.0;692.0;-46;575.0;221.0;1192.0;4;501.0;-1994.0;-138.0;35.0;-183.0
-16;292.0;464.0;16;473.0;110.0;887.0;0;657.0;-229.0;-328.0;32.0;-28.0
-13;294.0;1181.0;13;173.0;163.0;890.0;6;700.0;329.0;-353.0;34.0;-60.0
9;845.0;828.0;-9;642.0;908.0;290.0;2;298.0;-90.0;-91.0;-72.0;-713.0
22;345.0;783.0;-22;1140.0;58.0;886.0;13;318.0;695.0;-346.0;-11.0;-23.0
5;402.0;954.0;-5;554.0;90.0;1092.0;-1;467.0;41.0;-355.0;-17.0;-35.0
19;402.0;941.0;-19;536.0;105.0;904.0;2;492.0;11.0;-357.0;-19.0;-35.0
3;407.0;936.0;-3;561.0;110.0;1108.0;-1;488.0;8.0;-351.0;-19.0;-35.0
7;405.0;928.0;-7;539.0;113.0;890.0;0;496.0;14.0;-363.0;-24.0;-32.0
23;409.0;930.0;-23;523.0;115.0;613.0;-2;500.0;-18.0;-354.0;-24.0;-32.0
-6;405.0;936.0;6;525.0;108.0;492.0;2;495.0;-43.0;-369.0;-22.0;-35.0
-8;396.0;940.0;8;541.0;92.0;651.0;5;485.0;35.0;-355.0;-23.0;-33.0
15;397.0;941.0;-15;543.0;97.0;649.0;5;486.0;83.0;-363.0;-27.0;-25.0
14;400.0;921.0;-14;529.0;96.0;642.0;4;494.0;34.0;-353.0;-27.0;-24.0
11;401.0;929.0;-11;545.0;92.0;638.0;1;496.0;31.0;-376.0;-28.0;-23.0
-23;398.0;941.0;23;540.0;92.0;653.0;2;489.0;-36.0;-353.0;-28.0;-23.0
1;399.0;948.0;-1;557.0;87.0;640.0;0;481.0;39.0;-356.0;-27.0;-25.0
6;337.0;949.0;-6;558.0;93.0;601.0;2;549.0;44.0;-348.0;-33.0;-44.0
9;326.0;932.0;-9;534.0;94.0;568.0;9;512.0;-32.0;-346.0;-40.0;-44.0
6;346.0;953.0;-6;556.0;115.0;461.0;-2;501.0;-24.0;-355.0;-12.0;-47.0
17;351.0;956.0;-17;545.0;114.0;585.0;-1;491.0;-29.0;-351.0;-11.0;-46.0
-13;377.0;960.0;13;542.0;112.0;124.0;-1;515.0;32.0;-361.0;-7.0;-48.0
21;380.0;957.0;-21;546.0;96.0;351.0;4;516.0;152.0;-354.0;-10.0;-34.0
7;380.0;912.0;-7;573.0;67.0;958.0;-4;523.0;-26.0;-363.0;-6.0;-28.0
-1;381.0;955.0;1;524.0;68.0;900.0;3;494.0;68.0;-373.0;-6.0;-29.0
-17;378.0;953.0;17;523.0;74.0;809.0;5;498.0;83.0;-350.0;-7.0;-29.0
-10;379.0;952.0;10;580.0;88.0;686.0;6;498.0;57.0;-356.0;-10.0;-30.0
13;378.0;940.0;-13;579.0;86.0;1020.0;2;504.0;-39.0;-364.0;-12.0;-28.0
-23;376.0;954.0;23;526.0;95.0;725.0;1;485.0;-2.0;-363.0;-14.0;-30.0
-9;445.0;950.0;9;601.0;122.0;427.0;2;447.0;8.0;-345.0;4.0;-47.0
-9;400.0;930.0;9;610.0;114.0;1159.0;-3;455.0;35.0;-374.0;-4.0;-35.0
13;354.0;960.0;-13;613.0;126.0;689.0;-6;522.0;26.0;-362.0;9.0;-57.0
2;342.0;946.0;-2;572.0;135.0;710.0;2;547.0;-92.0;-350.0;-5.0;-64.0
107;600.0;180.0;-107;423.0;56.0;387.0;211;204.0;-237.0;-496.0;542.0;-779.0
1;344.0;930.0;-1;566.0;164.0;281.0;3;561.0;-18.0;-364.0;-5.0;-55.0
-2;233.0;931.0;2;548.0;242.0;546.0;2;837.0;-332.0;-373.0;11.0;-53.0
-11;265.0;1001.0;11;226.0;285.0;619.0;1;1031.0;-400.0;-363.0;14.0;-52.0
1;302.0;764.0;-1;447.0;-58.0;880.0;1;447.0;516.0;-354.0;-19.0;-12.0
162;526.0;85.0;-162;467.0;39.0;229.0;-89;206.0;157.0;-365.0;569.0;-781.0
-39;325.0;473.0;39;356.0;-70.0;881.0;2;611.0;-47.0;-346.0;-24.0;-6.0
23;325.0;502.0;-23;384.0;-54.0;875.0;-2;599.0;-123.0;-354.0;-23.0;-7.0
10;256.0;468.0;-10;-265.0;256.0;870.0;0;903.0;-281.0;-354.0;0.0;-34.0
-10;237.0;227.0;10;-365.0;288.0;884.0;0;931.0;5.0;-355.0;8.0;-28.0
13;273.0;393.0;-13;-89.0;184.0;866.0;1;892.0;112.0;-348.0;4.0;-32.0
-50;223.0;233.0;50;178.0;-9.0;440.0;-15;-30.0;642.0;-532.0;554.0;-804.0
-33;341.0;507.0;33;399.0;-56.0;846.0;1;489.0;-583.0;-361.0;-13.0;2.0
-15;334.0;436.0;15;432.0;-43.0;845.0;-2;493.0;-522.0;-354.0;-11.0;-3.0
2;330.0;454.0;-2;416.0;-24.0;846.0;-1;479.0;-536.0;-354.0;-8.0;-8.0
36;334.0;478.0;-36;578.0;61.0;845.0;2;573.0;-520.0;-349.0;1.0;-27.0
-322;177.0;217.0;322;109.0;-63.0;49.0;365;52.0;-271.0;-143.0;244.0;-447.0
2;323.0;508.0;-2;417.0;107.0;845.0;-6;590.0;-444.0;-348.0;4.0;-34.0
12;419.0;862.0;-12;430.0;492.0;888.0;0;704.0;-79.0;-356.0;-22.0;-78.0
-48;409.0;836.0;48;401.0;490.0;846.0;7;701.0;94.0;-345.0;-21.0;-77.0
113;41.0;225.0;-113;155.0;-63.0;324.0;-125;89.0;382.0;-822.0;159.0;-329.0
233;132.0;-80.0;-233;317.0;-70.0;505.0;-150;81.0;-266.0;-169.0;136.0;-323.0
-31;408.0;885.0;31;538.0;491.0;815.0;2;645.0;-47.0;-362.0;-22.0;-76.0
2932;189.0;240.0;-2932;312.0;-60.0;318.0;119;258.0;-173.0;-141.0;283.0;-482.0
-8;418.0;820.0;8;529.0;364.0;845.0;2;686.0;7.0;-345.0;-29.0;-74.0
-596;397.0;455.0;596;427.0;223.0;878.0;40;-45.0;356.0;-104.0;394.0;-753.0
3;416.0;815.0;-3;551.0;361.0;841.0;-5;685.0;10.0;-353.0;-27.0;-74.0
5;415.0;822.0;-5;538.0;364.0;912.0;5;686.0;-18.0;-344.0;-27.0;-75.0
32;398.0;817.0;-32;562.0;349.0;765.0;0;684.0;101.0;-341.0;-23.0;-66.0
-33;397.0;830.0;33;537.0;352.0;474.0;3;679.0;-16.0;-345.0;-20.0;-60.0
10;390.0;811.0;-10;534.0;337.0;602.0;-2;711.0;-89.0;-354.0;-26.0;-78.0
-19;407.0;794.0;19;515.0;300.0;1217.0;-3;705.0;-50.0;-362.0;-35.0;-66.0
8;268.0;1012.0;-8;150.0;64.0;822.0;0;665.0;-388.0;-356.0;-26.0;-28.0
-20;277.0;776.0;20;282.0;-18.0;469.0;-5;639.0;-13.0;-361.0;-9.0;-20.0
-26;326.0;736.0;26;311.0;-133.0;742.0;0;587.0;-114.0;-345.0;-7.0;46.0
-56;395.0;131.0;56;416.0;63.0;286.0;-36;316.0;-279.0;144.0;600.0;-757.0
29;322.0;756.0;-29;243.0;-132.0;971.0;-1;586.0;1.0;-374.0;-6.0;46.0
-5;328.0;715.0;5;288.0;-93.0;1031.0;1;637.0;301.0;-378.0;-2.0;42.0
-5;348.0;542.0;5;-87.0;-262.0;1146.0;-2;517.0;-14.0;-363.0;-6.0;73.0
6;331.0;689.0;-6;412.0;227.0;796.0;-1;671.0;870.0;-355.0;-2.0;1.0
11;356.0;827.0;-11;365.0;333.0;785.0;0;640.0;881.0;-350.0;-7.0;-16.0
-59;412.0;920.0;59;644.0;427.0;825.0;0;608.0;-35.0;-345.0;-38.0;-58.0
14;418.0;924.0;-14;648.0;427.0;885.0;3;601.0;48.0;-344.0;-38.0;-60.0
11;404.0;915.0;-11;650.0;426.0;842.0;2;611.0;11.0;-351.0;-38.0;-60.0
152;88.0;270.0;-152;221.0;-9.0;443.0;-39;196.0;13.0;-34.0;614.0;-750.0
7;411.0;914.0;-7;659.0;427.0;710.0;5;598.0;46.0;-352.0;-35.0;-61.0
-24;80.0;310.0;24;415.0;76.0;603.0;-3;181.0;-55.0;22.0;627.0;-729.0
21;404.0;920.0;-21;645.0;420.0;668.0;-5;607.0;11.0;-358.0;-27.0;-69.0
15;419.0;907.0;-15;667.0;412.0;669.0;-1;580.0;35.0;-336.0;-43.0;-51.0
4;387.0;903.0;-4;664.0;393.0;633.0;1;553.0;-25.0;-365.0;-97.0;13.0
1;305.0;660.0;-1;111.0;-146.0;712.0;3;585.0;-149.0;-338.0;-36.0;39.0
35;321.0;613.0;-35;-46.0;-187.0;857.0;-4;451.0;-196.0;-373.0;-37.0;44.0
-2;154.0;863.0;2;439.0;28.0;914.0;1;694.0;-476.0;-323.0;-24.0;-78.0
24;131.0;947.0;-24;435.0;-40.0;1004.0;2;553.0;-318.0;-363.0;-21.0;-78.0
-14;123.0;939.0;14;413.0;-71.0;982.0;-3;513.0;-271.0;-345.0;-16.0;-80.0
-94;141.0;796.0;94;347.0;-130.0;668.0;3;391.0;117.0;-279.0;-23.0;-58.0
-42;176.0;776.0;42;415.0;-68.0;951.0;-1;715.0;214.0;-343.0;-26.0;-57.0
-1408;212.0;682.0;1408;382.0;177.0;456.0;-121;220.0;1679.0;-336.0;-26.0;-156.0
-679;363.0;320.0;679;215.0;167.0;345.0;566;85.0;670.0;-213.0;-15.0;132.0
214;186.0;80.0;-214;265.0;-37.0;335.0;-3;7.0;462.0;-97.0;107.0;-334.0
-41;186.0;857.0;41;320.0;-62.0;909.0;-1;716.0;270.0;-352.0;-25.0;-56.0
2;136.0;885.0;-2;528.0;-108.0;696.0;0;444.0;-268.0;-304.0;-29.0;-51.0
-1;195.0;963.0;1;558.0;-71.0;732.0;-3;333.0;184.0;-330.0;-35.0;-44.0
24;190.0;752.0;-24;142.0;-21.0;772.0;3;855.0;-332.0;-328.0;-36.0;-46.0
25;155.0;913.0;-25;351.0;-56.0;347.0;-4;548.0;123.0;-309.0;-38.0;-44.0
-7;216.0;905.0;7;234.0;8.0;955.0;11;871.0;-202.0;-335.0;-42.0;-46.0
