InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA_ accZ
-160;162.0;-629.0;102;-770.0;232.0;250.0;697.0;-717.0;803;108.0
-159;183.0;-623.0;97;-771.0;138.0;252.0;709.0;-719.0;799;-6.0
-159;93.0;-614.0;104;-785.0;193.0;248.0;678.0;-716.0;798;69.0
-159;112.0;-622.0;107;-779.0;208.0;258.0;688.0;-722.0;799;72.0
-159;267.0;-626.0;103;-759.0;238.0;350.0;704.0;-700.0;793;-12.0
-159;186.0;-611.0;112;-782.0;142.0;329.0;656.0;-703.0;800;40.0
-163;103.0;563.0;154;823.0;418.0;-29.0;-684.0;847.0;709;590.0
-159;354.0;-627.0;99;-744.0;171.0;329.0;714.0;-700.0;798;-7.0
-159;316.0;-589.0;99;-734.0;155.0;254.0;758.0;-709.0;802;110.0
-159;184.0;-598.0;99;-537.0;143.0;233.0;512.0;-725.0;798;39.0
-159;199.0;-597.0;99;-536.0;128.0;234.0;512.0;-720.0;800;22.0
-159;244.0;-581.0;99;-669.0;148.0;258.0;598.0;-728.0;799;38.0
-159;252.0;-560.0;99;-763.0;136.0;278.0;698.0;-722.0;800;37.0
-159;74.0;-622.0;99;-775.0;151.0;298.0;680.0;-712.0;807;83.0
-159;135.0;-626.0;99;-767.0;137.0;304.0;697.0;-716.0;803;60.0
-159;145.0;-657.0;99;-747.0;128.0;329.0;708.0;-709.0;801;55.0
-159;161.0;-641.0;99;-758.0;120.0;317.0;697.0;-697.0;802;20.0
-159;190.0;-640.0;99;-758.0;125.0;326.0;694.0;-707.0;800;-29.0
-159;191.0;-641.0;99;-757.0;126.0;329.0;695.0;-707.0;799;62.0
-159;179.0;-645.0;99;-754.0;141.0;317.0;695.0;-707.0;796;132.0
-159;95.0;-648.0;99;-755.0;140.0;249.0;704.0;-723.0;802;99.0
-159;90.0;-643.0;99;-759.0;133.0;242.0;692.0;-724.0;807;99.0
-160;117.0;-636.0;99;-762.0;101.0;254.0;686.0;-708.0;798;90.0
-159;180.0;-639.0;99;-758.0;83.0;304.0;696.0;-701.0;802;68.0
-159;188.0;-644.0;99;-752.0;68.0;337.0;695.0;-695.0;805;62.0
-159;182.0;-638.0;99;-760.0;53.0;322.0;694.0;-692.0;798;46.0
-159;183.0;-638.0;99;-759.0;55.0;322.0;694.0;-692.0;800;38.0
-159;187.0;-638.0;99;-759.0;52.0;328.0;693.0;-689.0;795;62.0
-159;183.0;-638.0;99;-759.0;72.0;328.0;694.0;-690.0;805;80.0
-159;183.0;-638.0;99;-759.0;62.0;327.0;695.0;-691.0;801;68.0
-159;169.0;-640.0;99;-760.0;80.0;314.0;698.0;-697.0;799;104.0
-159;167.0;-640.0;99;-760.0;80.0;310.0;698.0;-698.0;796;72.0
-159;187.0;-638.0;99;-760.0;86.0;316.0;697.0;-692.0;795;95.0
-159;188.0;-638.0;99;-759.0;83.0;319.0;698.0;-692.0;798;79.0
-159;211.0;-637.0;99;-759.0;71.0;334.0;692.0;-688.0;799;55.0
-159;219.0;-637.0;99;-758.0;67.0;342.0;690.0;-686.0;796;72.0
-159;223.0;-637.0;99;-757.0;67.0;344.0;689.0;-685.0;800;69.0
-159;275.0;-641.0;99;-747.0;62.0;383.0;686.0;-672.0;796;68.0
-159;62.0;24.0;-17;264.0;313.0;-335.0;-75.0;152.0;807;95.0
-159;254.0;-636.0;99;-753.0;46.0;367.0;682.0;-673.0;797;45.0
-159;250.0;-636.0;99;-754.0;65.0;368.0;681.0;-672.0;800;9.0
-159;240.0;-638.0;99;-753.0;54.0;361.0;685.0;-680.0;799;55.0
-159;239.0;-639.0;99;-752.0;55.0;360.0;686.0;-681.0;802;47.0
-159;222.0;-641.0;99;-753.0;57.0;362.0;688.0;-682.0;803;49.0
-159;224.0;-641.0;99;-752.0;49.0;364.0;687.0;-681.0;808;48.0
-159;226.0;-643.0;99;-750.0;48.0;364.0;688.0;-681.0;800;71.0
-159;238.0;-642.0;99;-749.0;47.0;373.0;687.0;-678.0;805;51.0
-159;217.0;-641.0;99;-752.0;41.0;367.0;688.0;-678.0;801;41.0
-159;228.0;-640.0;99;-752.0;38.0;370.0;685.0;-676.0;807;40.0
-159;237.0;-639.0;99;-752.0;49.0;370.0;685.0;-676.0;801;71.0
-159;225.0;-638.0;99;-756.0;57.0;356.0;690.0;-681.0;799;67.0
-159;213.0;-637.0;99;-758.0;58.0;352.0;690.0;-683.0;795;60.0
-159;214.0;-635.0;99;-759.0;52.0;352.0;688.0;-682.0;808;58.0
-159;235.0;-637.0;99;-755.0;47.0;360.0;689.0;-681.0;799;40.0
-159;231.0;-636.0;99;-755.0;51.0;360.0;687.0;-678.0;801;60.0
-159;233.0;-637.0;99;-755.0;53.0;362.0;688.0;-678.0;799;69.0
-159;225.0;-637.0;99;-757.0;54.0;348.0;692.0;-684.0;797;59.0
-159;255.0;-628.0;99;-761.0;74.0;335.0;678.0;-676.0;808;56.0
-159;303.0;-627.0;99;-753.0;79.0;359.0;675.0;-670.0;805;51.0
-159;321.0;-632.0;99;-744.0;68.0;398.0;675.0;-664.0;797;50.0
-159;311.0;-631.0;99;-748.0;71.0;391.0;674.0;-666.0;796;53.0
-159;217.0;-635.0;99;-759.0;74.0;328.0;686.0;-687.0;805;50.0
-159;190.0;-633.0;99;-763.0;72.0;316.0;688.0;-691.0;803;50.0
-159;198.0;-636.0;99;-760.0;68.0;310.0;694.0;-691.0;803;40.0
-159;196.0;-636.0;99;-760.0;72.0;307.0;694.0;-691.0;802;60.0
-159;192.0;-634.0;99;-762.0;90.0;302.0;693.0;-692.0;804;68.0
-159;181.0;-631.0;99;-766.0;101.0;283.0;692.0;-696.0;801;103.0
-160;173.0;-629.0;99;-768.0;117.0;269.0;691.0;-699.0;797;93.0
-160;143.0;-623.0;99;-775.0;131.0;227.0;692.0;-709.0;801;113.0
-158;101.0;-37.0;-17;204.0;247.0;-278.0;-33.0;4.0;798;-47.0
-163;-308.0;-278.0;27;-453.0;320.0;-535.0;228.0;-763.0;816;218.0
-143;-177.0;-121.0;82;-331.0;307.0;-549.0;221.0;-568.0;652;20.0
-158;98.0;-40.0;-17;193.0;209.0;-278.0;-28.0;-18.0;792;61.0
-156;101.0;-44.0;-17;182.0;310.0;-280.0;-16.0;-36.0;792;76.0
-153;285.0;-605.0;-129;-783.0;226.0;253.0;715.0;-718.0;793;151.0
-175;521.0;-565.0;-157;-716.0;224.0;437.0;707.0;-746.0;793;155.0
-156;113.0;-55.0;-17;171.0;390.0;-272.0;5.0;-52.0;796;121.0
-84;467.0;-502.0;-154;-824.0;161.0;385.0;548.0;-589.0;612;-21.0
-156;208.0;-116.0;-17;155.0;480.0;-267.0;107.0;-87.0;792;135.0
-157;196.0;-116.0;-17;139.0;417.0;-278.0;110.0;-42.0;793;271.0
-122;590.0;-262.0;-117;-759.0;525.0;78.0;317.0;-545.0;742;323.0
-156;212.0;-123.0;-17;147.0;445.0;-284.0;119.0;-36.0;787;252.0
-156;223.0;-131.0;-17;138.0;399.0;-284.0;134.0;-10.0;790;189.0
-156;232.0;-134.0;-17;144.0;405.0;-286.0;136.0;8.0;787;234.0
-156;238.0;-142.0;-17;132.0;329.0;-283.0;150.0;2.0;789;128.0
-170;560.0;-221.0;-79;-626.0;-41.0;-112.0;259.0;-494.0;778;-219.0
-169;715.0;-393.0;-69;-495.0;199.0;204.0;441.0;-377.0;728;100.0
-169;722.0;-423.0;-47;-348.0;453.0;234.0;473.0;-220.0;785;403.0
-133;854.0;-613.0;-157;-346.0;528.0;557.0;624.0;-619.0;84;424.0
-150;668.0;-359.0;-32;-300.0;474.0;200.0;405.0;-139.0;668;340.0
-36;634.0;-262.0;-31;-314.0;-91.0;60.0;211.0;-42.0;1011;-130.0
-165;363.0;-181.0;67;-237.0;71.0;-128.0;140.0;-58.0;234;116.0
-157;269.0;-164.0;-17;132.0;206.0;-293.0;177.0;-6.0;793;222.0
-166;594.0;-464.0;-2;-625.0;84.0;317.0;476.0;-486.0;799;-84.0
-108;584.0;-444.0;-89;-457.0;175.0;179.0;488.0;-233.0;678;15.0
-172;375.0;-229.0;-84;-295.0;232.0;-62.0;174.0;-89.0;795;188.0
-174;351.0;-223.0;-79;-222.0;228.0;-121.0;188.0;-66.0;786;210.0
-175;356.0;-231.0;-69;-160.0;2.0;-181.0;200.0;-47.0;837;198.0
-148;257.0;-152.0;-6;-104.0;201.0;-629.0;120.0;111.0;498;214.0
-157;277.0;-157.0;-17;165.0;111.0;-342.0;160.0;203.0;797;-50.0
-157;282.0;-160.0;-17;165.0;118.0;-343.0;162.0;221.0;796;-66.0
-155;564.0;-452.0;-16;-304.0;380.0;-106.0;630.0;47.0;955;-2.0
-156;287.0;-164.0;-17;164.0;130.0;-347.0;164.0;237.0;797;-65.0
-157;313.0;-180.0;-17;177.0;162.0;-347.0;159.0;294.0;797;-148.0
-169;535.0;-266.0;128;-319.0;103.0;-92.0;139.0;-80.0;1021;12.0
-169;399.0;-199.0;53;-55.0;182.0;-116.0;91.0;-14.0;796;41.0
-172;345.0;-227.0;33;74.0;64.0;-184.0;164.0;93.0;796;62.0
-170;157.0;-69.0;39;6.0;-212.0;-299.0;-73.0;182.0;348;18.0
-156;312.0;-178.0;-17;176.0;160.0;-347.0;157.0;292.0;792;-135.0
-157;302.0;-171.0;-17;175.0;165.0;-345.0;145.0;287.0;795;-146.0
-157;245.0;-131.0;-17;158.0;201.0;-328.0;112.0;273.0;796;-132.0
-133;860.0;-660.0;-157;-411.0;457.0;576.0;674.0;-704.0;64;423.0
-162;608.0;-467.0;-145;-665.0;4.0;379.0;592.0;-430.0;977;-48.0
-157;232.0;-127.0;-17;142.0;191.0;-307.0;112.0;223.0;797;-119.0
-157;214.0;-119.0;-17;125.0;233.0;-288.0;107.0;142.0;797;-58.0
-174;290.0;-582.0;168;-790.0;140.0;156.0;710.0;-687.0;695;-32.0
-141;-258.0;-470.0;105;-666.0;211.0;-439.0;655.0;-670.0;1088;-340.0
-154;-29.0;-329.0;0;-552.0;341.0;-461.0;414.0;-744.0;801;130.0
-154;-71.0;-269.0;-51;-570.0;162.0;-546.0;322.0;-674.0;791;126.0
-155;-249.0;-200.0;85;-442.0;202.0;-561.0;252.0;-629.0;795;115.0
-156;-290.0;-241.0;40;-281.0;210.0;-664.0;173.0;-439.0;813;-9.0
-177;-310.0;-125.0;-68;-355.0;193.0;-593.0;176.0;-499.0;789;-5.0
-156;201.0;-112.0;-17;119.0;319.0;-282.0;99.0;83.0;800;-68.0
-178;-60.0;-33.0;-131;-10.0;312.0;-435.0;85.0;-231.0;802;60.0
-178;-222.0;-142.0;-87;-65.0;-88.0;-523.0;173.0;-228.0;816;130.0
-175;-372.0;-272.0;-15;-65.0;57.0;-490.0;263.0;-310.0;828;49.0
-164;-728.0;-384.0;42;-258.0;65.0;-614.0;437.0;-350.0;800;24.0
-158;-230.0;-245.0;-60;-541.0;176.0;-559.0;310.0;-648.0;-663;-55.0
-170;-395.0;-279.0;-7;-59.0;-249.0;-421.0;310.0;-231.0;582;-269.0
-177;-413.0;-296.0;-10;-87.0;42.0;-454.0;314.0;-246.0;494;105.0
-156;165.0;-90.0;-17;133.0;472.0;-296.0;74.0;-20.0;802;239.0
-156;153.0;-74.0;-17;172.0;410.0;-311.0;33.0;19.0;1012;235.0
-157;651.0;-494.0;-173;-512.0;180.0;330.0;544.0;-558.0;596;-137.0
-172;580.0;-489.0;-144;-661.0;69.0;387.0;756.0;-510.0;397;-192.0
-145;386.0;-323.0;-172;-871.0;40.0;143.0;469.0;-563.0;627;70.0
-148;363.0;-327.0;-172;-878.0;76.0;131.0;507.0;-551.0;643;40.0
-152;421.0;-402.0;-171;-838.0;-64.0;228.0;548.0;-530.0;708;-35.0
-162;57.0;-17.0;-73;-47.0;41.0;-420.0;138.0;120.0;808;-40.0
-162;75.0;17.0;-73;-141.0;-75.0;-398.0;147.0;14.0;805;-95.0
-163;56.0;-40.0;-73;-19.0;26.0;-449.0;111.0;-4.0;800;-142.0
-163;101.0;-97.0;-73;101.0;36.0;-484.0;55.0;43.0;806;-159.0
-163;170.0;-132.0;-53;95.0;390.0;-418.0;32.0;168.0;803;80.0
-143;-29.0;52.0;-31;183.0;308.0;-545.0;27.0;320.0;738;-76.0
-161;-695.0;380.0;93;215.0;41.0;-641.0;-429.0;377.0;800;109.0
-134;361.0;-519.0;-155;-808.0;130.0;390.0;516.0;-586.0;792;148.0
-167;-172.0;-87.0;-55;-178.0;10.0;-557.0;2.0;-310.0;714;-186.0
-148;202.0;-104.0;-30;19.0;249.0;-247.0;-42.0;-127.0;560;371.0
-146;216.0;-113.0;-30;12.0;251.0;-238.0;-31.0;-143.0;457;290.0
-141;355.0;-199.0;-30;-67.0;661.0;-69.0;57.0;-294.0;873;607.0
-141;355.0;-198.0;-30;-54.0;471.0;-67.0;64.0;-281.0;779;766.0
-161;385.0;-564.0;139;-751.0;142.0;270.0;755.0;-679.0;791;75.0
-142;589.0;-571.0;97;-802.0;21.0;170.0;642.0;-731.0;799;-46.0
-143;347.0;-194.0;-30;-48.0;517.0;-76.0;58.0;-270.0;642;742.0
-147;536.0;-413.0;170;-751.0;214.0;419.0;550.0;-458.0;657;-369.0
-146;540.0;-407.0;170;-750.0;194.0;417.0;550.0;-451.0;526;-95.0
-118;204.0;-82.0;-31;46.0;534.0;-288.0;-29.0;127.0;646;520.0
-160;327.0;-140.0;-35;-10.0;173.0;-160.0;9.0;46.0;753;364.0
-160;403.0;-169.0;-32;-106.0;159.0;-78.0;40.0;-34.0;796;159.0
-160;438.0;-193.0;-30;-152.0;330.0;-54.0;68.0;-50.0;814;106.0
-161;520.0;-261.0;-41;-250.0;122.0;-11.0;143.0;-101.0;798;63.0
-156;392.0;-204.0;-52;-155.0;147.0;-14.0;72.0;46.0;876;-60.0
-166;317.0;-182.0;-57;-35.0;158.0;-151.0;125.0;107.0;798;129.0
-164;320.0;-535.0;162;-805.0;76.0;59.0;716.0;-737.0;867;-165.0
-164;312.0;-186.0;-40;-67.0;342.0;-180.0;35.0;121.0;812;165.0
-163;320.0;-198.0;-12;-128.0;205.0;-241.0;48.0;167.0;798;276.0
-134;640.0;-626.0;-143;-331.0;258.0;457.0;603.0;-611.0;49;442.0
-148;419.0;-472.0;-172;-802.0;81.0;341.0;589.0;-550.0;549;91.0
-147;421.0;-473.0;-172;-800.0;113.0;344.0;592.0;-552.0;556;75.0
-147;429.0;-482.0;-172;-791.0;89.0;349.0;601.0;-562.0;608;44.0
-167;-186.0;-99.0;-8;-369.0;181.0;-523.0;99.0;-159.0;515;-305.0
-166;-255.0;-148.0;-8;-384.0;445.0;-510.0;160.0;-199.0;821;-197.0
-166;-292.0;-168.0;-10;-389.0;437.0;-508.0;184.0;-194.0;818;-28.0
-166;-323.0;-176.0;-13;-390.0;380.0;-511.0;196.0;-174.0;802;-6.0
-166;-226.0;-52.0;100;-249.0;273.0;-452.0;25.0;-6.0;790;70.0
-166;-201.0;-35.0;124;-235.0;279.0;-436.0;4.0;8.0;794;41.0
-166;-144.0;4.0;154;-201.0;323.0;-407.0;-43.0;43.0;761;43.0
-157;-88.0;-112.0;-11;68.0;-42.0;-404.0;102.0;-33.0;788;-87.0
-156;-88.0;-83.0;-11;28.0;-44.0;-476.0;71.0;-93.0;801;185.0
-156;-98.0;-82.0;-12;14.0;-85.0;-489.0;76.0;-107.0;804;-28.0
-156;-128.0;-68.0;-14;-194.0;236.0;-538.0;120.0;-230.0;809;-156.0
-162;-459.0;-264.0;32;-129.0;162.0;-666.0;225.0;-425.0;804;-53.0
-146;424.0;-500.0;-172;-786.0;134.0;354.0;618.0;-579.0;611;77.0
-161;-372.0;-167.0;165;-432.0;297.0;-562.0;280.0;-265.0;811;144.0
-165;663.0;405.0;94;328.0;244.0;217.0;-616.0;352.0;766;-86.0
-156;772.0;420.0;-102;385.0;145.0;413.0;-371.0;260.0;800;63.0
-146;394.0;-528.0;-173;-784.0;149.0;353.0;640.0;-596.0;574;-1.0
-143;353.0;-552.0;-172;-785.0;111.0;353.0;658.0;-607.0;877;72.0
-145;8.0;-599.0;131;-795.0;296.0;181.0;659.0;-752.0;815;80.0
-140;349.0;-643.0;125;-746.0;184.0;319.0;705.0;-741.0;772;194.0
-167;69.0;15.0;113;-75.0;114.0;-549.0;174.0;-233.0;620;104.0
-174;68.0;14.0;76;-80.0;86.0;-552.0;177.0;-249.0;729;64.0
-175;-42.0;-35.0;26;-208.0;122.0;-556.0;217.0;-346.0;769;78.0
-151;-147.0;-62.0;13;-363.0;174.0;-576.0;219.0;-428.0;746;149.0
-158;729.0;-358.0;-45;-360.0;119.0;368.0;253.0;-200.0;806;7.0
-216;-144.0;-58.0;14;-380.0;211.0;-583.0;208.0;-431.0;792;134.0
-176;304.0;143.0;-53;90.0;-37.0;-351.0;-25.0;-192.0;-865;-31.0
-163;23.0;-30.0;75;221.0;278.0;-440.0;-100.0;387.0;801;234.0
-160;369.0;-294.0;-2;-69.0;186.0;108.0;211.0;-73.0;803;177.0
-204;544.0;-337.0;-6;-399.0;-93.0;228.0;273.0;-261.0;718;-198.0
-173;75.0;-405.0;-97;-911.0;26.0;21.0;588.0;-640.0;790;-83.0
-173;80.0;-415.0;-97;-907.0;55.0;34.0;593.0;-652.0;828;-24.0
-91;324.0;-609.0;168;-778.0;152.0;256.0;710.0;-733.0;807;35.0
-163;287.0;-606.0;170;-772.0;257.0;192.0;677.0;-764.0;722;65.0
-166;143.0;-665.0;168;-741.0;457.0;58.0;747.0;-742.0;791;419.0
-166;490.0;-608.0;-178;-688.0;234.0;144.0;693.0;-705.0;890;-18.0
-161;548.0;-594.0;155;-799.0;115.0;104.0;679.0;-744.0;1179;-40.0
-161;-27.0;-357.0;215;-865.0;159.0;41.0;491.0;-772.0;751;75.0
-174;101.0;-466.0;-98;-881.0;43.0;108.0;619.0;-712.0;810;208.0
-159;-170.0;-454.0;157;-850.0;23.0;-173.0;703.0;-773.0;832;57.0
-169;-124.0;-569.0;-160;-791.0;385.0;140.0;726.0;-809.0;813;431.0
-161;-3.0;-453.0;-193;-891.0;103.0;-46.0;626.0;-678.0;621;39.0
-157;293.0;-554.0;-151;-801.0;25.0;350.0;641.0;-646.0;793;-60.0
-162;87.0;-596.0;-151;-796.0;158.0;260.0;686.0;-734.0;797;64.0
-162;75.0;-596.0;-151;-795.0;171.0;248.0;684.0;-740.0;797;40.0
-159;622.0;-444.0;-129;-488.0;71.0;289.0;455.0;-337.0;776;85.0
-157;512.0;-311.0;-79;-346.0;23.0;173.0;291.0;-191.0;838;-63.0
-171;599.0;-375.0;-77;-431.0;21.0;240.0;424.0;-159.0;915;-47.0
-148;105.0;189.0;-37;-26.0;193.0;-368.0;-65.0;-74.0;824;146.0
-148;-413.0;-139.0;51;-315.0;220.0;-1084.0;307.0;-494.0;824;149.0
-163;125.0;-538.0;-151;-835.0;31.0;250.0;657.0;-685.0;797;-23.0
-148;468.0;-544.0;-73;-724.0;86.0;383.0;592.0;-662.0;832;-73.0
-160;126.0;-548.0;-114;-827.0;58.0;165.0;699.0;-707.0;778;-97.0
-160;44.0;-529.0;-134;-846.0;110.0;119.0;685.0;-713.0;781;10.0
-160;30.0;-531.0;-134;-847.0;201.0;131.0;679.0;-729.0;783;62.0
-160;46.0;-559.0;-133;-828.0;254.0;207.0;673.0;-753.0;783;84.0
-158;-83.0;-546.0;-100;-807.0;293.0;247.0;629.0;-773.0;822;272.0
-163;121.0;-536.0;-151;-837.0;77.0;247.0;653.0;-695.0;793;13.0
-163;150.0;-527.0;-151;-840.0;146.0;262.0;640.0;-697.0;800;-31.0
-76;322.0;-625.0;140;-743.0;268.0;98.0;730.0;-769.0;590;140.0
-150;56.0;-67.0;55;-235.0;215.0;-768.0;258.0;-369.0;844;199.0
-150;32.0;-90.0;14;-275.0;224.0;-749.0;266.0;-373.0;787;163.0
-149;92.0;-81.0;3;-302.0;141.0;-730.0;225.0;-387.0;763;51.0
-150;137.0;-69.0;2;-311.0;86.0;-726.0;199.0;-392.0;761;78.0
-159;78.0;-508.0;-127;-849.0;29.0;101.0;705.0;-686.0;789;-42.0
-158;178.0;-9.0;3;-100.0;-65.0;-588.0;184.0;-293.0;1118;-109.0
-157;440.0;105.0;7;-14.0;272.0;-190.0;51.0;-50.0;796;178.0
-130;399.0;214.0;-30;-25.0;215.0;29.0;-152.0;-18.0;637;-32.0
-155;231.0;-660.0;104;-735.0;396.0;390.0;723.0;-665.0;805;236.0
-158;166.0;-538.0;-115;-828.0;162.0;249.0;650.0;-761.0;779;-20.0
-154;459.0;-466.0;-105;-773.0;76.0;350.0;533.0;-702.0;727;63.0
174;445.0;260.0;-26;147.0;122.0;54.0;-110.0;162.0;822;-42.0
-153;479.0;-455.0;-105;-768.0;108.0;344.0;529.0;-680.0;675;71.0
-158;129.0;548.0;-68;805.0;211.0;25.0;-731.0;719.0;807;159.0
-156;100.0;157.0;-25;-139.0;205.0;-501.0;-31.0;-110.0;657;98.0
-81;247.0;35.0;-14;-145.0;57.0;-586.0;80.0;-308.0;792;3.0
-101;200.0;25.0;-14;-125.0;42.0;-575.0;115.0;-300.0;681;77.0
-115;154.0;24.0;-14;-96.0;93.0;-560.0;137.0;-286.0;776;139.0
-139;628.0;-328.0;-105;-720.0;54.0;87.0;399.0;-393.0;490;-156.0
-158;217.0;101.0;115;46.0;95.0;-485.0;74.0;-242.0;702;88.0
-156;446.0;67.0;-30;-248.0;191.0;-485.0;-4.0;-309.0;874;143.0
-163;220.0;-590.0;-154;-794.0;231.0;316.0;657.0;-732.0;802;-55.0
-163;71.0;-602.0;-122;-793.0;156.0;306.0;679.0;-763.0;702;70.0
-169;164.0;-596.0;-117;-791.0;133.0;357.0;680.0;-726.0;840;109.0
-144;107.0;23.0;-27;-12.0;117.0;-535.0;150.0;-272.0;992;64.0
-48;395.0;62.0;-27;-202.0;166.0;-544.0;6.0;-335.0;1471;89.0
-121;136.0;36.0;-38;-106.0;110.0;-579.0;71.0;-257.0;787;99.0
-156;349.0;72.0;-50;-197.0;178.0;-487.0;12.0;-203.0;554;129.0
-119;262.0;69.0;-46;-49.0;50.0;-466.0;14.0;-274.0;729;117.0
-170;192.0;-595.0;-117;-789.0;143.0;369.0;671.0;-684.0;739;133.0
178;212.0;-618.0;-94;-772.0;407.0;404.0;698.0;-768.0;804;332.0
-160;400.0;109.0;-53;-151.0;204.0;-343.0;-55.0;-167.0;746;152.0
-158;556.0;-557.0;-155;-675.0;217.0;482.0;692.0;-539.0;796;-117.0
-110;269.0;79.0;-50;-66.0;116.0;-427.0;-17.0;-258.0;689;66.0
-130;238.0;77.0;-50;-31.0;113.0;-421.0;-12.0;-242.0;799;88.0
-170;625.0;-525.0;-60;-572.0;265.0;308.0;468.0;-420.0;813;119.0
-166;259.0;225.0;39;200.0;178.0;-164.0;-78.0;61.0;1112;44.0
-64;482.0;181.0;-40;-27.0;148.0;-319.0;-130.0;-119.0;1573;56.0
-174;650.0;-491.0;-54;-482.0;341.0;250.0;411.0;-305.0;803;115.0
-164;-44.0;69.0;65;-62.0;68.0;-362.0;-20.0;83.0;805;-59.0
-164;-53.0;81.0;65;-67.0;14.0;-344.0;-43.0;-5.0;802;-38.0
-164;-327.0;89.0;-54;-102.0;184.0;-466.0;80.0;-124.0;743;41.0
-164;5.0;44.0;65;-94.0;-89.0;-343.0;-8.0;-26.0;800;-72.0
-163;30.0;-39.0;76;174.0;101.0;-469.0;-74.0;140.0;817;-93.0
-167;-264.0;137.0;105;308.0;27.0;-623.0;-284.0;397.0;804;10.0
-158;-48.0;-4.0;91;373.0;221.0;-591.0;-184.0;507.0;790;80.0
-165;261.0;-123.0;86;-166.0;253.0;-174.0;87.0;15.0;788;297.0
-169;92.0;-74.0;13;-218.0;144.0;-733.0;233.0;-356.0;837;248.0
-169;177.0;-61.0;-15;-241.0;213.0;-739.0;192.0;-388.0;818;29.0
-167;283.0;-40.0;-26;-271.0;160.0;-759.0;127.0;-405.0;816;177.0
-101;327.0;-38.0;-26;-230.0;26.0;-731.0;103.0;-408.0;612;-57.0
-163;369.0;53.0;74;-37.0;373.0;-499.0;88.0;-277.0;788;206.0
-178;127.0;-11.0;-23;-137.0;-71.0;-776.0;158.0;-337.0;-2783;-54.0
-107;423.0;58.0;-29;-66.0;110.0;-485.0;6.0;-242.0;803;-21.0
-166;401.0;182.0;-9;152.0;224.0;-232.0;-25.0;16.0;800;266.0
-161;524.0;180.0;-40;-58.0;183.0;-291.0;-136.0;-85.0;790;130.0
-128;571.0;522.0;143;624.0;74.0;452.0;-529.0;546.0;-698;65.0
-81;509.0;155.0;-43;-37.0;131.0;-254.0;-91.0;-221.0;1057;78.0
-165;395.0;-177.0;121;-55.0;161.0;-69.0;26.0;0.0;800;132.0
-161;366.0;188.0;-55;-41.0;165.0;-388.0;-114.0;-95.0;755;182.0
-165;409.0;-188.0;-175;-206.0;368.0;-107.0;37.0;-16.0;790;92.0
-145;424.0;198.0;-54;-70.0;149.0;-418.0;-133.0;-125.0;658;129.0
-153;247.0;648.0;-177;736.0;262.0;387.0;-697.0;797.0;812;684.0
-163;462.0;290.0;-6;232.0;243.0;56.0;-185.0;145.0;758;202.0
