InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
49.0;493.0;113;210.0;736.0;-27.0;520.0;-689.0;-398.0
53.0;491.0;113;208.0;739.0;-67.0;521.0;-696.0;-408.0
462.0;66.0;1;-61.0;759.0;425.0;643.0;-780.0;-517.0
473.0;-47.0;166;84.0;769.0;458.0;613.0;-743.0;-446.0
109.0;482.0;114;201.0;753.0;-199.0;541.0;-694.0;-512.0
588.0;-398.0;-181;123.0;638.0;-146.0;562.0;-580.0;-230.0
-137.0;537.0;52;221.0;609.0;-587.0;462.0;-817.0;-529.0
118.0;420.0;114;162.0;775.0;151.0;530.0;-734.0;-533.0
63.0;384.0;115;257.0;795.0;-125.0;518.0;-792.0;-566.0
130.0;433.0;135;162.0;816.0;-131.0;405.0;-820.0;-474.0
122.0;423.0;135;202.0;814.0;-71.0;400.0;-819.0;-469.0
116.0;420.0;135;217.0;813.0;1.0;399.0;-818.0;-471.0
73.0;402.0;135;274.0;802.0;122.0;408.0;-819.0;-468.0
-335.0;474.0;143;119.0;719.0;407.0;636.0;-597.0;-512.0
55.0;382.0;115;253.0;796.0;-119.0;519.0;-802.0;-569.0
75.0;387.0;114;211.0;791.0;15.0;539.0;-827.0;-578.0
130.0;383.0;179;77.0;843.0;-767.0;505.0;-835.0;-560.0
163.0;414.0;143;151.0;856.0;-150.0;368.0;-766.0;-402.0
167.0;409.0;143;165.0;856.0;-105.0;364.0;-762.0;-399.0
163.0;373.0;140;244.0;845.0;119.0;370.0;-755.0;-395.0
99.0;376.0;144;224.0;835.0;270.0;390.0;-783.0;-382.0
-212.0;175.0;71;8.0;724.0;595.0;637.0;-713.0;-547.0
148.0;403.0;122;199.0;777.0;-148.0;577.0;-789.0;-580.0
127.0;388.0;127;218.0;766.0;-175.0;599.0;-786.0;-597.0
111.0;90.0;128;123.0;746.0;39.0;628.0;-812.0;-600.0
106.0;93.0;131;108.0;744.0;18.0;631.0;-809.0;-601.0
-42.0;94.0;140;-3.0;735.0;-192.0;648.0;-760.0;-617.0
-445.0;145.0;135;-336.0;792.0;9.0;609.0;-765.0;-612.0
53.0;378.0;73;301.0;764.0;353.0;492.0;-763.0;-477.0
189.0;505.0;31;52.0;689.0;-196.0;444.0;-728.0;-190.0
59.0;395.0;72;348.0;737.0;31.0;456.0;-784.0;-401.0
233.0;408.0;19;525.0;653.0;409.0;463.0;-811.0;-380.0
166.0;326.0;31;402.0;580.0;-657.0;417.0;-694.0;-54.0
72.0;102.0;26;602.0;596.0;116.0;365.0;-568.0;73.0
133.0;263.0;45;418.0;724.0;129.0;317.0;-593.0;-87.0
87.0;255.0;52;428.0;731.0;39.0;305.0;-587.0;-113.0
56.0;249.0;58;429.0;734.0;25.0;301.0;-590.0;-154.0
-121.0;208.0;44;410.0;749.0;252.0;268.0;-708.0;-408.0
-280.0;499.0;139;-370.0;708.0;45.0;622.0;-515.0;-255.0
1043.0;-616.0;-154;1004.0;175.0;92.0;268.0;294.0;161.0
-56.0;-10.0;176;199.0;698.0;311.0;671.0;-915.0;-728.0
42.0;309.0;47;14.0;701.0;-217.0;295.0;-757.0;-365.0
-428.0;633.0;27;-707.0;-656.0;-261.0;-591.0;-555.0;-486.0
205.0;444.0;34;-126.0;714.0;310.0;290.0;-483.0;-132.0
217.0;-277.0;180;297.0;681.0;-91.0;630.0;-742.0;-660.0
264.0;-305.0;-124;302.0;673.0;-123.0;625.0;-685.0;-643.0
317.0;213.0;133;1.0;759.0;369.0;633.0;-838.0;-654.0
321.0;190.0;141;31.0;761.0;444.0;630.0;-839.0;-656.0
512.0;-553.0;-22;242.0;530.0;-295.0;511.0;-373.0;-92.0
988.0;-511.0;-116;973.0;52.0;26.0;106.0;-154.0;251.0
551.0;-542.0;153;147.0;445.0;928.0;487.0;-406.0;-103.0
523.0;-682.0;-136;413.0;134.0;-947.0;185.0;68.0;557.0
376.0;-320.0;-179;88.0;535.0;701.0;487.0;511.0;-46.0
362.0;-349.0;-152;310.0;655.0;-259.0;613.0;-579.0;-564.0
803.0;-575.0;-154;339.0;-185.0;-43.0;-265.0;13.0;405.0
874.0;-596.0;116;741.0;83.0;-124.0;271.0;-29.0;320.0
934.0;-749.0;-174;557.0;-482.0;393.0;-209.0;341.0;355.0
544.0;-541.0;-171;415.0;-543.0;231.0;-541.0;796.0;-283.0
672.0;-433.0;-16;837.0;95.0;-1466.0;34.0;352.0;388.0
1032.0;-626.0;-45;911.0;82.0;738.0;223.0;182.0;-28.0
896.0;-533.0;8;877.0;-15.0;143.0;148.0;182.0;112.0
821.0;-608.0;4;764.0;52.0;115.0;-137.0;-68.0;82.0
805.0;-613.0;4;785.0;64.0;178.0;-131.0;-59.0;69.0
747.0;-543.0;5;860.0;88.0;10.0;-76.0;-80.0;102.0
809.0;-522.0;-1;870.0;0.0;-437.0;-107.0;-181.0;185.0
791.0;-535.0;4;863.0;81.0;1.0;-52.0;-127.0;296.0
820.0;-537.0;4;867.0;75.0;133.0;-54.0;-121.0;334.0
864.0;-553.0;4;865.0;73.0;-28.0;-57.0;-133.0;313.0
884.0;-571.0;4;861.0;79.0;-80.0;-61.0;-154.0;278.0
882.0;-603.0;16;842.0;89.0;41.0;-85.0;-217.0;317.0
836.0;-745.0;128;872.0;-155.0;115.0;-304.0;-195.0;423.0
867.0;-598.0;16;848.0;92.0;-25.0;-78.0;-164.0;351.0
854.0;-591.0;16;823.0;106.0;-49.0;-66.0;-114.0;371.0
714.0;-640.0;17;838.0;133.0;226.0;-39.0;-144.0;530.0
888.0;-575.0;6;803.0;-16.0;14.0;149.0;152.0;144.0
888.0;-576.0;6;814.0;-12.0;8.0;150.0;144.0;148.0
839.0;-351.0;2;1238.0;133.0;-547.0;208.0;-121.0;288.0
917.0;-368.0;17;923.0;58.0;156.0;-102.0;241.0;209.0
868.0;-276.0;17;887.0;65.0;60.0;-71.0;150.0;376.0
876.0;-315.0;17;886.0;66.0;-36.0;-79.0;178.0;368.0
928.0;-360.0;17;908.0;70.0;135.0;-107.0;309.0;152.0
929.0;-357.0;17;909.0;71.0;138.0;-110.0;318.0;129.0
926.0;-354.0;17;906.0;71.0;88.0;-112.0;318.0;111.0
927.0;-348.0;17;904.0;71.0;72.0;-112.0;312.0;112.0
927.0;-341.0;17;902.0;75.0;52.0;-106.0;312.0;117.0
927.0;-341.0;17;903.0;79.0;62.0;-103.0;293.0;119.0
923.0;-338.0;16;899.0;78.0;17.0;-102.0;270.0;132.0
917.0;-424.0;17;922.0;66.0;-185.0;-131.0;280.0;78.0
622.0;-329.0;-128;1367.0;-165.0;346.0;-29.0;126.0;528.0
935.0;-463.0;17;938.0;80.0;-50.0;-152.0;217.0;52.0
938.0;-444.0;17;937.0;95.0;-23.0;-120.0;198.0;134.0
732.0;-410.0;17;923.0;84.0;-31.0;-55.0;72.0;554.0
452.0;-512.0;-9;956.0;-24.0;-332.0;-62.0;-351.0;509.0
558.0;-177.0;18;982.0;220.0;-170.0;126.0;-520.0;327.0
566.0;1.0;19;977.0;277.0;-558.0;207.0;-551.0;265.0
871.0;-534.0;5;883.0;-14.0;-84.0;135.0;91.0;138.0
715.0;-420.0;-4;982.0;278.0;44.0;293.0;86.0;259.0
1067.0;59.0;-9;1206.0;672.0;-1109.0;463.0;-768.0;-218.0
682.0;-337.0;-10;826.0;480.0;-244.0;462.0;334.0;243.0
612.0;-300.0;-39;748.0;608.0;253.0;519.0;499.0;213.0
543.0;-41.0;14;984.0;419.0;469.0;232.0;-657.0;55.0
455.0;-164.0;18;817.0;619.0;647.0;407.0;-697.0;281.0
551.0;91.0;13;853.0;453.0;372.0;257.0;-674.0;56.0
419.0;-15.0;15;793.0;410.0;286.0;244.0;-715.0;70.0
427.0;-36.0;15;847.0;391.0;-125.0;234.0;-718.0;69.0
867.0;-519.0;5;889.0;-15.0;-152.0;131.0;85.0;137.0
735.0;-512.0;27;792.0;2.0;-510.0;101.0;265.0;137.0
847.0;-625.0;174;639.0;428.0;-174.0;454.0;-362.0;75.0
537.0;-800.0;-148;515.0;328.0;-785.0;386.0;-264.0;293.0
611.0;-285.0;-29;826.0;114.0;53.0;40.0;40.0;361.0
487.0;-386.0;-8;745.0;161.0;425.0;12.0;-420.0;494.0
501.0;-1.0;-11;832.0;604.0;1144.0;41.0;-469.0;505.0
271.0;431.0;103;-356.0;910.0;173.0;331.0;-761.0;-406.0
415.0;189.0;110;-73.0;929.0;-31.0;324.0;-865.0;-495.0
404.0;159.0;110;-54.0;939.0;-223.0;302.0;-853.0;-496.0
488.0;186.0;111;-23.0;935.0;-9.0;290.0;-834.0;-406.0
484.0;184.0;111;-20.0;934.0;235.0;289.0;-827.0;-407.0
880.0;-8.0;102;715.0;794.0;417.0;588.0;836.0;-460.0
924.0;-159.0;146;730.0;816.0;-1030.0;576.0;789.0;-227.0
541.0;13.0;-165;-165.0;766.0;374.0;636.0;-922.0;-495.0
635.0;-14.0;111;-166.0;765.0;-80.0;617.0;-666.0;-328.0
411.0;-382.0;168;132.0;673.0;-47.0;603.0;662.0;-444.0
779.0;-191.0;123;716.0;644.0;82.0;554.0;307.0;-265.0
805.0;-621.0;-129;383.0;318.0;-432.0;324.0;-391.0;117.0
840.0;-639.0;-126;453.0;300.0;66.0;321.0;-443.0;21.0
427.0;-320.0;183;406.0;-976.0;-343.0;-61.0;-775.0;-676.0
824.0;-630.0;-171;349.0;560.0;253.0;253.0;-422.0;-455.0
837.0;-624.0;-171;354.0;560.0;251.0;257.0;-407.0;-462.0
448.0;-631.0;-121;574.0;357.0;-61.0;410.0;-518.0;-674.0
671.0;-666.0;-38;603.0;213.0;-593.0;236.0;-14.0;424.0
673.0;-676.0;-38;574.0;235.0;-11.0;221.0;-26.0;414.0
645.0;-550.0;-40;1026.0;133.0;-51.0;177.0;108.0;444.0
134.0;-221.0;174;248.0;-947.0;-292.0;-280.0;-927.0;-794.0
211.0;-573.0;-135;634.0;432.0;27.0;478.0;-563.0;-772.0
333.0;-611.0;-138;675.0;394.0;-90.0;440.0;-717.0;-721.0
708.0;-463.0;-167;364.0;-525.0;-361.0;-424.0;-501.0;-254.0
777.0;-657.0;-134;673.0;410.0;-10.0;312.0;-422.0;285.0
991.0;-769.0;-173;597.0;513.0;624.0;291.0;-441.0;99.0
832.0;-759.0;-175;455.0;578.0;399.0;215.0;-464.0;-45.0
798.0;-640.0;-131;631.0;432.0;-94.0;331.0;-278.0;262.0
412.0;-421.0;-16;469.0;115.0;4.0;-10.0;-469.0;567.0
395.0;-276.0;13;641.0;198.0;900.0;66.0;-441.0;497.0
337.0;503.0;27;380.0;573.0;30.0;430.0;-751.0;-271.0
259.0;595.0;27;224.0;664.0;-161.0;509.0;-838.0;-475.0
249.0;601.0;27;213.0;672.0;-112.0;516.0;-852.0;-510.0
1201.0;-612.0;167;823.0;443.0;-886.0;406.0;410.0;-99.0
801.0;-446.0;-79;970.0;163.0;90.0;185.0;-332.0;119.0
808.0;-446.0;-85;952.0;169.0;13.0;191.0;-351.0;101.0
-47.0;618.0;37;202.0;671.0;-38.0;569.0;-941.0;-844.0
-194.0;459.0;31;378.0;530.0;45.0;383.0;-713.0;-386.0
823.0;-443.0;-83;923.0;181.0;68.0;207.0;-425.0;50.0
-261.0;585.0;33;294.0;582.0;441.0;489.0;-712.0;-333.0
849.0;-532.0;-139;935.0;225.0;367.0;251.0;-590.0;-54.0
861.0;-556.0;-137;934.0;240.0;-49.0;263.0;-600.0;-57.0
742.0;-559.0;-25;733.0;504.0;-1225.0;438.0;323.0;98.0
-171.0;40.0;27;-150.0;-669.0;-74.0;-573.0;-864.0;-674.0
