Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-308.0;-57.0;177;-699.0;408.0;583.0
-460.0;18.0;-202;-640.0;324.0;549.0
-277.0;161.0;-172;-621.0;315.0;556.0
-258.0;-38.0;47;-469.0;388.0;555.0
-224.0;63.0;-176;-512.0;340.0;593.0
-323.0;69.0;-95;-548.0;426.0;456.0
-279.0;-99.0;-179;-549.0;476.0;569.0
-278.0;16.0;-151;-559.0;454.0;552.0
-358.0;66.0;-168;-604.0;329.0;386.0
-315.0;-1.0;-23;-479.0;418.0;387.0
-341.0;8.0;-179;-538.0;436.0;516.0
-287.0;89.0;-175;-662.0;318.0;561.0
-293.0;16.0;-131;-456.0;364.0;441.0
-325.0;47.0;-179;-488.0;378.0;510.0
-334.0;-4.0;-179;-494.0;400.0;488.0
-342.0;-27.0;-178;-521.0;416.0;500.0
-283.0;186.0;-132;-616.0;376.0;468.0
-326.0;125.0;-175;-579.0;113.0;579.0
-348.0;8.0;-178;-501.0;407.0;497.0
-356.0;9.0;-178;-500.0;403.0;492.0
-341.0;3.0;-178;-508.0;405.0;484.0
-321.0;-3.0;-178;-501.0;396.0;494.0
-370.0;7.0;-178;-502.0;419.0;490.0
-352.0;13.0;-178;-493.0;396.0;491.0
-395.0;0.0;-178;-503.0;378.0;491.0
-373.0;-9.0;-178;-504.0;374.0;488.0
-334.0;11.0;-178;-493.0;400.0;500.0
-266.0;84.0;-178;-606.0;391.0;557.0
-288.0;34.0;-178;-590.0;388.0;543.0
-295.0;-46.0;-178;-514.0;432.0;517.0
-342.0;32.0;-178;-528.0;382.0;416.0
-342.0;49.0;-178;-533.0;387.0;421.0
-196.0;23.0;-178;-512.0;347.0;461.0
-357.0;-29.0;-194;-586.0;325.0;604.0
-373.0;64.0;-179;-559.0;404.0;458.0
-213.0;92.0;-179;-606.0;340.0;620.0
-253.0;58.0;-178;-589.0;351.0;658.0
-333.0;-31.0;-168;-692.0;261.0;495.0
-294.0;3.0;-177;-493.0;418.0;533.0
-283.0;-3.0;101;-506.0;333.0;431.0
-268.0;133.0;-179;-610.0;355.0;605.0
-344.0;-5.0;-174;-551.0;456.0;512.0
-718.0;-113.0;164;-401.0;457.0;775.0
-292.0;45.0;-180;-471.0;376.0;483.0
-297.0;24.0;-193;-520.0;387.0;510.0
-298.0;-14.0;-177;-453.0;398.0;523.0
-350.0;-47.0;-164;-575.0;434.0;463.0
-237.0;-39.0;-5;-444.0;365.0;465.0
-276.0;46.0;-160;-516.0;267.0;454.0
-302.0;-23.0;-158;-508.0;402.0;590.0
-242.0;-8.0;-168;-669.0;259.0;617.0
-273.0;66.0;70;-512.0;149.0;474.0
-253.0;122.0;-175;-614.0;337.0;450.0
-213.0;145.0;-172;-729.0;371.0;543.0
-342.0;-146.0;-153;-501.0;245.0;390.0
-267.0;2.0;-183;-760.0;297.0;440.0
26.0;100.0;173;-978.0;-2.0;454.0
-344.0;4.0;-195;-619.0;328.0;403.0
-338.0;51.0;-175;-590.0;463.0;465.0
-84.0;3.0;-173;-776.0;312.0;545.0
-289.0;58.0;-179;-511.0;402.0;467.0
-383.0;-39.0;-179;-613.0;348.0;465.0
-359.0;-25.0;-179;-598.0;375.0;467.0
-314.0;-2.0;-180;-616.0;384.0;421.0
-322.0;-35.0;-177;-500.0;415.0;490.0
-316.0;-4.0;-180;-597.0;375.0;437.0
-374.0;-20.0;-180;-594.0;355.0;456.0
-344.0;0.0;158;-792.0;449.0;413.0
-383.0;-66.0;-155;-534.0;306.0;453.0
-326.0;-10.0;-167;-656.0;384.0;225.0
-370.0;27.0;-161;-605.0;435.0;453.0
-20.0;-120.0;-163;-675.0;95.0;306.0
-265.0;-61.0;-176;-575.0;216.0;519.0
-301.0;20.0;-177;-460.0;424.0;486.0
-275.0;15.0;-177;-463.0;424.0;484.0
-304.0;20.0;-177;-481.0;410.0;472.0
-314.0;41.0;-182;-516.0;352.0;423.0
-322.0;8.0;-177;-460.0;401.0;462.0
-308.0;33.0;-176;-505.0;448.0;447.0
-293.0;27.0;-176;-513.0;457.0;454.0
-275.0;17.0;-176;-504.0;442.0;445.0
-281.0;34.0;-177;-457.0;388.0;474.0
-295.0;-13.0;-176;-509.0;445.0;448.0
-261.0;47.0;-176;-505.0;454.0;462.0
-286.0;19.0;-176;-458.0;405.0;455.0
-300.0;38.0;-177;-473.0;375.0;483.0
-253.0;36.0;-177;-448.0;385.0;485.0
-286.0;55.0;-176;-477.0;395.0;466.0
-278.0;22.0;-177;-470.0;399.0;460.0
-116.0;51.0;-174;-622.0;388.0;490.0
-375.0;-37.0;-152;-895.0;271.0;269.0
-346.0;11.0;-173;-432.0;405.0;496.0
-340.0;44.0;-177;-453.0;414.0;444.0
-264.0;21.0;-177;-439.0;422.0;449.0
-177.0;114.0;-174;-514.0;275.0;436.0
-308.0;26.0;-177;-447.0;435.0;467.0
-376.0;20.0;-179;-518.0;391.0;375.0
-289.0;49.0;-177;-435.0;413.0;443.0
-335.0;19.0;-177;-457.0;436.0;459.0
-305.0;41.0;-177;-447.0;425.0;455.0
-422.0;102.0;-170;-641.0;704.0;467.0
-296.0;-11.0;-177;-454.0;465.0;487.0
-268.0;-1.0;-177;-447.0;456.0;479.0
-290.0;29.0;-177;-471.0;434.0;460.0
-267.0;5.0;-177;-748.0;304.0;589.0
-219.0;-42.0;-178;-483.0;214.0;465.0
-388.0;-42.0;-168;-603.0;421.0;465.0
-186.0;86.0;-163;-654.0;530.0;432.0
-283.0;113.0;-178;-653.0;495.0;723.0
-194.0;-13.0;-179;-749.0;161.0;534.0
-261.0;30.0;-177;-439.0;456.0;476.0
-254.0;37.0;-177;-450.0;464.0;474.0
-210.0;-45.0;-179;-445.0;270.0;535.0
-122.0;201.0;-179;-417.0;182.0;413.0
-474.0;61.0;-173;-683.0;120.0;771.0
-233.0;73.0;-179;-625.0;515.0;543.0
-239.0;142.0;188;-798.0;-89.0;520.0
-223.0;33.0;-177;-451.0;443.0;486.0
-299.0;71.0;-172;-687.0;661.0;555.0
-40.0;-157.0;-145;-650.0;380.0;533.0
-319.0;-74.0;-177;-478.0;429.0;385.0
-383.0;48.0;-171;-525.0;384.0;398.0
-292.0;40.0;-177;-439.0;395.0;475.0
-279.0;42.0;-176;-437.0;426.0;442.0
-451.0;-217.0;-169;-586.0;443.0;111.0
-326.0;41.0;-177;-449.0;405.0;467.0
-292.0;27.0;-176;-454.0;414.0;435.0
-307.0;28.0;-176;-438.0;408.0;442.0
-174.0;87.0;-176;-758.0;456.0;671.0
-119.0;94.0;-174;-579.0;398.0;514.0
-455.0;-28.0;-177;-608.0;464.0;833.0
-452.0;106.0;-172;-683.0;516.0;439.0
-364.0;94.0;-165;-754.0;680.0;383.0
-319.0;6.0;-179;-628.0;494.0;543.0
-391.0;-71.0;-218;-462.0;356.0;418.0
-389.0;-51.0;-161;-632.0;319.0;376.0
-34.0;79.0;-170;-549.0;552.0;490.0
-235.0;28.0;-176;-459.0;457.0;454.0
-179.0;23.0;-177;-859.0;-173.0;297.0
-272.0;39.0;-176;-441.0;430.0;441.0
-228.0;90.0;-174;-567.0;292.0;309.0
-391.0;-17.0;-178;-511.0;424.0;488.0
-291.0;36.0;-176;-429.0;445.0;484.0
-350.0;-2.0;-177;-470.0;459.0;508.0
-255.0;8.0;173;-617.0;156.0;483.0
-320.0;41.0;-176;-430.0;421.0;453.0
-282.0;36.0;-176;-425.0;421.0;450.0
-450.0;-104.0;-205;-757.0;288.0;277.0
-270.0;29.0;-176;-441.0;444.0;458.0
-296.0;10.0;-177;-448.0;427.0;477.0
-336.0;38.0;-176;-448.0;434.0;450.0
-295.0;33.0;-176;-423.0;415.0;456.0
-473.0;-57.0;-167;-540.0;436.0;452.0
-312.0;38.0;-176;-441.0;427.0;456.0
-309.0;10.0;-176;-444.0;414.0;465.0
-273.0;45.0;-176;-458.0;405.0;439.0
-415.0;121.0;-163;-560.0;391.0;434.0
-390.0;-39.0;-178;-494.0;404.0;471.0
-295.0;88.0;-179;-448.0;326.0;575.0
-281.0;-3.0;-176;-443.0;443.0;468.0
-370.0;-75.0;-170;-528.0;365.0;448.0
-171.0;108.0;-172;-392.0;168.0;432.0
-358.0;-38.0;-177;-459.0;411.0;491.0
-277.0;25.0;-176;-488.0;463.0;458.0
-352.0;2.0;-176;-484.0;447.0;478.0
-272.0;58.0;169;-425.0;392.0;471.0
-266.0;59.0;-177;-446.0;412.0;457.0
-268.0;30.0;-177;-407.0;394.0;467.0
-267.0;-2.0;-176;-500.0;456.0;451.0
-312.0;17.0;-176;-510.0;465.0;450.0
-329.0;-4.0;-177;-412.0;376.0;479.0
-339.0;8.0;-176;-506.0;447.0;443.0
-304.0;18.0;-176;-481.0;461.0;439.0
-301.0;18.0;-176;-463.0;467.0;446.0
-279.0;47.0;-176;-456.0;449.0;458.0
-348.0;19.0;-177;-451.0;377.0;481.0
-307.0;33.0;-176;-494.0;445.0;443.0
-295.0;20.0;-177;-460.0;420.0;463.0
-448.0;16.0;-175;-704.0;329.0;673.0
-158.0;128.0;-177;-482.0;142.0;688.0
-319.0;72.0;-176;-510.0;448.0;460.0
-289.0;51.0;-173;-611.0;325.0;240.0
-295.0;25.0;-176;-476.0;486.0;456.0
-289.0;15.0;-176;-462.0;464.0;461.0
-304.0;18.0;-176;-470.0;470.0;463.0
-284.0;43.0;-176;-489.0;473.0;457.0
-266.0;55.0;-177;-460.0;489.0;453.0
-668.0;-154.0;-178;-418.0;423.0;969.0
-316.0;117.0;-174;-485.0;403.0;458.0
259.0;271.0;-177;-440.0;390.0;505.0
-230.0;-1.0;-175;-490.0;120.0;400.0
-349.0;10.0;-176;-478.0;453.0;483.0
-309.0;16.0;-176;-506.0;468.0;472.0
-389.0;-88.0;-176;-557.0;479.0;577.0
-334.0;-7.0;-176;-480.0;451.0;428.0
-331.0;19.0;-176;-480.0;436.0;433.0
-215.0;21.0;-177;-420.0;313.0;476.0
-306.0;-6.0;-176;-484.0;465.0;454.0
-338.0;-11.0;-176;-480.0;466.0;475.0
-137.0;234.0;-176;-713.0;568.0;631.0
-333.0;10.0;-176;-449.0;453.0;479.0
-17.0;76.0;177;-710.0;193.0;42.0
-335.0;-56.0;-220;-540.0;368.0;425.0
-531.0;-307.0;147;-700.0;398.0;539.0
-211.0;124.0;-174;-496.0;418.0;554.0
-392.0;-53.0;-214;-571.0;401.0;463.0
-349.0;-17.0;-177;-459.0;425.0;517.0
-165.0;31.0;-174;-489.0;508.0;667.0
-228.0;-46.0;-177;-439.0;282.0;542.0
-324.0;9.0;-177;-425.0;406.0;457.0
-294.0;36.0;-177;-420.0;414.0;447.0
-103.0;259.0;-160;-642.0;289.0;416.0
-444.0;42.0;-171;-437.0;327.0;481.0
-127.0;253.0;-178;-869.0;-233.0;576.0
-130.0;106.0;-177;-908.0;83.0;592.0
-410.0;-10.0;-171;-500.0;350.0;500.0
-459.0;-67.0;-142;-471.0;428.0;387.0
-312.0;306.0;-177;-590.0;375.0;727.0
-510.0;57.0;-179;-626.0;423.0;644.0
-332.0;57.0;-177;-448.0;435.0;500.0
212.0;108.0;-173;-766.0;330.0;368.0
-485.0;84.0;-179;-665.0;416.0;859.0
-367.0;209.0;-177;-521.0;388.0;782.0
-348.0;199.0;-178;-586.0;374.0;645.0
-471.0;133.0;-138;-436.0;394.0;431.0
-304.0;18.0;-177;-453.0;422.0;449.0
-502.0;-179.0;-177;-630.0;441.0;596.0
-397.0;32.0;-178;-479.0;476.0;1021.0
-366.0;11.0;-80;-438.0;384.0;288.0
-255.0;143.0;-178;-518.0;384.0;695.0
-371.0;-93.0;-151;-602.0;451.0;359.0
-336.0;-13.0;-177;-432.0;393.0;488.0
-246.0;13.0;118;-366.0;271.0;466.0
-127.0;175.0;-176;-784.0;593.0;609.0
-86.0;130.0;-174;-847.0;-383.0;245.0
-264.0;61.0;177;-556.0;253.0;428.0
52.0;33.0;154;-539.0;402.0;282.0
-331.0;-8.0;-177;-641.0;495.0;918.0
-139.0;129.0;-160;-447.0;346.0;353.0
-126.0;75.0;-169;-502.0;349.0;559.0
-372.0;98.0;-172;-928.0;473.0;471.0
-251.0;70.0;-178;-539.0;420.0;775.0
-154.0;85.0;-173;-400.0;281.0;661.0
-347.0;-120.0;-192;-491.0;399.0;516.0
-338.0;-24.0;-178;-780.0;312.0;445.0
-163.0;-2.0;-190;-580.0;375.0;644.0
-326.0;-85.0;-172;-502.0;137.0;280.0
-253.0;1.0;-177;-452.0;419.0;454.0
-436.0;16.0;-179;-561.0;490.0;540.0
-181.0;54.0;-174;-626.0;427.0;619.0
-427.0;264.0;-170;-488.0;352.0;516.0
-329.0;125.0;-179;-434.0;362.0;501.0
-216.0;127.0;-179;-533.0;233.0;413.0
-207.0;-72.0;-218;-515.0;352.0;479.0
-373.0;5.0;-177;-489.0;426.0;503.0
-760.0;-247.0;-176;-668.0;607.0;812.0
-373.0;-24.0;-156;-211.0;289.0;500.0
-283.0;-104.0;-175;-514.0;266.0;226.0
-171.0;119.0;174;-348.0;191.0;404.0
-295.0;6.0;-177;-451.0;407.0;473.0
-433.0;-68.0;-158;-913.0;607.0;457.0
-424.0;57.0;-179;-477.0;475.0;544.0
-382.0;-28.0;-176;-410.0;405.0;722.0
-391.0;-187.0;-178;-426.0;287.0;520.0
-324.0;29.0;-172;-469.0;136.0;572.0
-430.0;-4.0;-170;-593.0;336.0;428.0
-469.0;-181.0;-179;-654.0;442.0;454.0
-360.0;-12.0;-202;-585.0;341.0;405.0
-312.0;51.0;145;-382.0;258.0;520.0
-434.0;30.0;-168;-592.0;295.0;435.0
-399.0;82.0;178;-730.0;287.0;515.0
-350.0;-53.0;-172;-387.0;208.0;612.0
-453.0;16.0;-156;-734.0;419.0;459.0
-415.0;-12.0;-174;-834.0;429.0;477.0
-304.0;-4.0;-177;-451.0;404.0;481.0
-411.0;-81.0;-172;-508.0;282.0;538.0
-314.0;22.0;-177;-431.0;424.0;470.0
-106.0;208.0;-171;-895.0;367.0;564.0
-477.0;57.0;-179;-462.0;464.0;669.0
-286.0;-60.0;178;-434.0;378.0;637.0
-367.0;10.0;-177;-462.0;424.0;435.0
-510.0;-262.0;-176;-695.0;589.0;949.0
-467.0;-277.0;-172;-772.0;441.0;487.0
-427.0;-121.0;177;-548.0;215.0;653.0
-50.0;250.0;-173;-450.0;231.0;572.0
-46.0;245.0;-167;-580.0;494.0;386.0
-166.0;56.0;-175;-610.0;418.0;668.0
-411.0;-90.0;-176;-828.0;190.0;567.0
-327.0;-3.0;-143;-414.0;345.0;503.0
-195.0;136.0;-179;-485.0;243.0;448.0
-201.0;74.0;-176;-558.0;223.0;369.0
-484.0;-241.0;-138;-638.0;393.0;272.0
-287.0;112.0;-182;-528.0;456.0;470.0
-324.0;-166.0;-178;-512.0;427.0;456.0
170.0;258.0;178;-682.0;214.0;297.0
-240.0;-17.0;-169;-482.0;299.0;276.0
-296.0;-87.0;-159;-469.0;344.0;466.0
-391.0;-20.0;-170;-528.0;178.0;443.0
-39.0;161.0;-178;-402.0;348.0;489.0
-92.0;154.0;-180;-478.0;189.0;332.0
-191.0;-37.0;-176;-460.0;467.0;812.0
-362.0;-23.0;-189;-392.0;435.0;569.0
-414.0;-29.0;-178;-441.0;414.0;593.0
-270.0;-173.0;-174;-741.0;408.0;391.0
-319.0;37.0;-168;-403.0;296.0;414.0
-258.0;85.0;-171;-451.0;286.0;420.0
-491.0;-35.0;169;-591.0;543.0;389.0
-452.0;8.0;-159;-692.0;459.0;544.0
-390.0;-61.0;-148;-622.0;406.0;427.0
194.0;193.0;-177;-588.0;377.0;315.0
96.0;148.0;179;-806.0;-392.0;190.0
-187.0;78.0;-178;-383.0;354.0;537.0
-257.0;-54.0;112;-575.0;139.0;296.0
-422.0;-131.0;155;-522.0;426.0;177.0
-379.0;39.0;-180;-405.0;473.0;621.0
-211.0;18.0;-175;-424.0;355.0;434.0
-412.0;-111.0;-177;-557.0;433.0;503.0
-292.0;-72.0;-158;-510.0;445.0;468.0
-453.0;-98.0;-155;-700.0;631.0;450.0
-258.0;206.0;-179;-427.0;265.0;337.0
355.0;34.0;-177;-581.0;456.0;849.0
-324.0;163.0;-178;-455.0;264.0;374.0
27.0;-11.0;-177;-560.0;431.0;438.0
-337.0;39.0;-177;-465.0;431.0;464.0
-188.0;51.0;179;-404.0;236.0;619.0
-872.0;-64.0;-179;-534.0;495.0;658.0
-114.0;-49.0;-169;-847.0;165.0;457.0
-261.0;-74.0;-162;-878.0;196.0;274.0
-154.0;145.0;-168;-635.0;364.0;572.0
-409.0;-57.0;155;-660.0;242.0;292.0
-235.0;66.0;-177;-487.0;231.0;612.0
-399.0;53.0;178;-535.0;310.0;880.0
-399.0;54.0;-153;-521.0;273.0;684.0
-289.0;-107.0;66;-517.0;218.0;536.0
-410.0;14.0;-161;-527.0;274.0;294.0
-413.0;-49.0;-178;-442.0;365.0;528.0
-190.0;430.0;-180;-402.0;396.0;238.0
-321.0;-30.0;-177;-424.0;439.0;474.0
-125.0;171.0;155;-709.0;233.0;627.0
-103.0;144.0;177;-659.0;279.0;344.0
-253.0;-96.0;-177;-776.0;301.0;778.0
-355.0;-8.0;-176;-449.0;463.0;487.0
-446.0;-122.0;172;-469.0;458.0;535.0
-286.0;26.0;-177;-451.0;471.0;463.0
-646.0;-204.0;-166;-991.0;-226.0;465.0
-229.0;-97.0;100;-469.0;339.0;506.0
-292.0;47.0;-177;-430.0;458.0;479.0
-240.0;39.0;-177;-400.0;291.0;569.0
-54.0;180.0;-175;-721.0;267.0;235.0
-298.0;20.0;-177;-446.0;476.0;484.0
-311.0;39.0;-177;-445.0;467.0;479.0
-209.0;109.0;-179;-624.0;515.0;657.0
-286.0;10.0;-177;-439.0;453.0;448.0
-427.0;-75.0;-179;-441.0;154.0;-404.0
-374.0;-87.0;-173;-819.0;-497.0;411.0
-452.0;-133.0;-127;-421.0;416.0;584.0
-213.0;8.0;-179;-508.0;480.0;627.0
-207.0;16.0;-177;-433.0;445.0;470.0
-336.0;-61.0;-213;-428.0;406.0;413.0
-298.0;57.0;-176;-408.0;411.0;454.0
-273.0;-21.0;-155;-412.0;262.0;417.0
-301.0;66.0;-176;-426.0;438.0;474.0
-388.0;1.0;-222;-598.0;409.0;423.0
-381.0;-72.0;-162;-354.0;298.0;435.0
-140.0;75.0;-176;-369.0;293.0;436.0
-290.0;54.0;-176;-432.0;440.0;449.0
-248.0;47.0;-176;-420.0;433.0;450.0
-189.0;-50.0;-175;-418.0;332.0;508.0
-532.0;-28.0;-177;-476.0;490.0;495.0
-201.0;-17.0;-175;-409.0;325.0;475.0
-318.0;42.0;-176;-430.0;423.0;439.0
-236.0;197.0;-176;-472.0;450.0;657.0
-297.0;47.0;-176;-447.0;450.0;434.0
-359.0;-27.0;-177;-431.0;437.0;494.0
-343.0;18.0;-176;-459.0;467.0;460.0
-225.0;8.0;-176;-461.0;470.0;469.0
-387.0;46.0;-185;-478.0;435.0;428.0
-259.0;126.0;-182;-433.0;289.0;315.0
-650.0;-550.0;-171;-671.0;627.0;862.0
129.0;169.0;-167;-613.0;230.0;82.0
-287.0;62.0;-176;-479.0;481.0;442.0
-338.0;-11.0;-176;-478.0;462.0;423.0
-344.0;72.0;177;-584.0;439.0;629.0
-324.0;-18.0;-177;-641.0;506.0;797.0
57.0;305.0;-174;-779.0;38.0;547.0
-331.0;348.0;-179;-718.0;354.0;515.0
-353.0;5.0;-176;-492.0;475.0;442.0
-368.0;-21.0;135;-396.0;257.0;449.0
-216.0;-1.0;-179;-393.0;139.0;490.0
-269.0;67.0;-146;-503.0;623.0;487.0
-344.0;131.0;-176;-459.0;450.0;619.0
-103.0;47.0;-177;-469.0;456.0;342.0
-378.0;-69.0;-177;-419.0;440.0;502.0
-478.0;59.0;-177;-660.0;430.0;301.0
-304.0;6.0;-177;-431.0;439.0;456.0
-400.0;-95.0;172;-386.0;414.0;458.0
228.0;325.0;-178;-674.0;204.0;733.0
-300.0;7.0;-177;-427.0;431.0;453.0
-19.0;140.0;-175;-578.0;359.0;888.0
-301.0;63.0;-161;-420.0;222.0;466.0
-313.0;-52.0;-177;-410.0;305.0;484.0
-284.0;145.0;-171;-619.0;256.0;274.0
15.0;115.0;174;-576.0;405.0;593.0
-380.0;-163.0;47;-399.0;425.0;354.0
-202.0;66.0;-176;-811.0;464.0;667.0
-188.0;171.0;172;-397.0;277.0;666.0
-216.0;170.0;-170;-468.0;179.0;578.0
-372.0;1.0;-176;-430.0;434.0;448.0
266.0;378.0;-177;-630.0;225.0;373.0
-251.0;39.0;-175;-359.0;239.0;644.0
-504.0;-50.0;178;-440.0;384.0;662.0
-339.0;66.0;-179;-493.0;488.0;514.0
-117.0;-56.0;-180;-416.0;506.0;547.0
-935.0;-322.0;-176;-460.0;398.0;950.0
-226.0;208.0;-176;-450.0;320.0;549.0
-255.0;-11.0;-218;-477.0;449.0;447.0
-245.0;142.0;175;-419.0;227.0;396.0
-270.0;213.0;-174;-484.0;187.0;431.0
-176.0;30.0;-175;-411.0;343.0;449.0
-410.0;-154.0;-177;-530.0;552.0;675.0
-197.0;17.0;171;-491.0;399.0;438.0
-288.0;-28.0;-176;-452.0;469.0;455.0
-610.0;-143.0;-155;-626.0;264.0;301.0
-161.0;105.0;-179;-653.0;425.0;845.0
-339.0;21.0;169;-533.0;301.0;468.0
-465.0;-167.0;168;-654.0;368.0;393.0
-310.0;33.0;-177;-420.0;469.0;456.0
-366.0;-6.0;-144;-532.0;515.0;395.0
-461.0;-89.0;-176;-532.0;471.0;344.0
-407.0;163.0;-167;-534.0;360.0;380.0
-315.0;33.0;-175;-390.0;371.0;548.0
-183.0;153.0;-176;-424.0;502.0;751.0
-305.0;37.0;-177;-440.0;474.0;478.0
-486.0;-74.0;-183;-788.0;484.0;421.0
-297.0;38.0;-199;-332.0;409.0;355.0
-271.0;-32.0;-177;-421.0;433.0;464.0
41.0;231.0;-178;-624.0;350.0;820.0
-465.0;-161.0;-179;-557.0;431.0;458.0
-336.0;-11.0;-176;-517.0;503.0;446.0
28.0;123.0;-176;-754.0;414.0;562.0
-371.0;-13.0;-170;-571.0;564.0;706.0
-261.0;-3.0;168;-426.0;299.0;294.0
-364.0;0.0;-177;-350.0;492.0;461.0
108.0;7.0;-147;-581.0;496.0;274.0
-412.0;-32.0;-178;-413.0;426.0;526.0
-304.0;20.0;-176;-412.0;428.0;453.0
24.0;241.0;-177;-522.0;416.0;549.0
-266.0;28.0;-177;-419.0;446.0;454.0
