InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-500.0;-139.0;-45;-12;687;55.0;488.0;-45;-403.0;-4;-44
-163.0;-247.0;1;17;702;-144.0;837.0;1;-81.0;43;-46
-515.0;-56.0;-15;18;665;36.0;-130.0;-15;529.0;-32;-39
-146.0;-61.0;-10;19;660;-13.0;612.0;-10;-310.0;38;-44
-330.0;-1632.0;-96;33;695;-1485.0;819.0;-96;-492.0;7;-39
-336.0;1586.0;-12;28;664;1736.0;407.0;-12;-388.0;102;-47
0.0;227.0;-44;18;741;749.0;606.0;-44;-210.0;28;-50
-35.0;-87.0;-18;17;736;-15.0;598.0;-18;-276.0;14;-50
-53.0;200.0;19;13;748;-7.0;604.0;19;-264.0;19;-50
-89.0;-34.0;-23;15;744;-5.0;611.0;-23;-405.0;22;-50
-120.0;-47.0;-1;10;757;-32.0;611.0;-1;149.0;30;-50
-100.0;-294.0;-62;14;763;205.0;498.0;-62;-296.0;16;-52
-8.0;-73.0;14;11;747;-99.0;603.0;14;-216.0;19;-50
-69.0;-87.0;0;13;747;-6.0;619.0;0;-242.0;17;-50
-268.0;-138.0;254;-1116;2377;-83.0;935.0;254;-173.0;240;-81
-74.0;-84.0;-31;13;741;-49.0;613.0;-31;-208.0;13;-50
-166.0;-52.0;10;16;653;13.0;368.0;10;-408.0;-8;-41
-65.0;-78.0;-3;10;747;-34.0;611.0;-3;-432.0;18;-50
67.0;-506.0;-5;11;750;-115.0;590.0;-5;-113.0;24;-50
-284.0;-13.0;-3;20;650;-72.0;527.0;-3;-499.0;20;-39
-136.0;264.0;-4;28;651;273.0;539.0;-4;-856.0;16;-41
157.0;-105.0;-51;8;673;-8.0;-237.0;-51;-112.0;50;-44
-285.0;-363.0;-20;19;672;-461.0;511.0;-20;-606.0;51;-43
-149.0;598.0;23;13;761;-47.0;499.0;23;-236.0;-2;-52
-49.0;-93.0;-4;15;745;-3.0;553.0;-4;-64.0;23;-50
-59.0;-14.0;31;18;739;-56.0;610.0;31;-427.0;21;-50
14.0;-963.0;2360;-143;1250;-1182.0;575.0;2360;-438.0;597;-38
-173.0;425.0;-694;106;1523;463.0;558.0;-694;-607.0;-519;-33
-76.0;-41.0;-6;6;752;-48.0;616.0;-6;-214.0;21;-50
-174.0;82.0;-25;27;654;-73.0;264.0;-25;161.0;22;-40
99.0;2369.0;-73;21;660;308.0;445.0;-73;-211.0;26;-43
-2.0;-76.0;-41;12;742;-126.0;596.0;-41;-175.0;22;-50
-170.0;-737.0;-88;2;682;-751.0;453.0;-88;-216.0;47;-46
-141.0;-225.0;-1578;256;760;-198.0;525.0;-1578;-642.0;-72;-37
-69.0;-36.0;-55;14;742;-30.0;619.0;-55;-217.0;19;-50
-76.0;-60.0;13;17;745;-41.0;618.0;13;-208.0;21;-50
-188.0;-331.0;-17;17;670;-406.0;317.0;-17;105.0;39;-44
-39.0;-255.0;-11;17;744;-56.0;604.0;-11;-203.0;19;-50
-167.0;111.0;-36;14;681;286.0;1112.0;-36;-970.0;54;-39
